,QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
87,1,1:46.0,K. Lowry makes free throw 1 of 1,,21,25
88,1,1:30.0,,N. Vučević makes 2-pt jump shot from 12 ft,21,27
89,1,1:21.0,L. Nogueira misses 2-pt dunk at rim,,21,27
90,1,1:20.0,,Defensive rebound by J. Green,21,27
91,1,1:14.0,,E. Fournier makes 2-pt layup from 3 ft,21,29
92,1,0:51.0,Personal foul by E. Fournier (drawn by D. DeRozan),,21,29
93,1,0:51.0,D. DeRozan makes free throw 1 of 2,,22,29
94,1,0:51.0,F. VanVleet enters the game for K. Lowry,,22,29
95,1,0:51.0,D. DeRozan makes free throw 2 of 2,,23,29
96,1,0:40.0,,Shooting foul by D. DeRozan (drawn by J. Green),23,29
97,1,0:40.0,,J. Green makes free throw 1 of 2,23,30
98,1,0:40.0,,J. Green misses free throw 2 of 2,23,30
99,1,0:39.0,Defensive rebound by P. Patterson,,23,30
100,1,0:29.0,D. DeRozan misses 2-pt jump shot from 16 ft,,23,30
101,1,0:28.0,,Defensive rebound by E. Fournier,23,30
102,1,0:08.0,,E. Fournier misses 2-pt layup from 3 ft (block by L. Nogueira),23,30
103,1,0:06.0,Defensive rebound by P. Patterson,,23,30
104,1,0:00.0,D. DeRozan misses 2-pt jump shot from 20 ft,,23,30
105,1,0:00.0,Offensive rebound by Team,,23,30
106,2,11:45.0,T. Ross misses 2-pt jump shot from 13 ft (block by B. Biyombo),,23,30
107,2,11:43.0,,Defensive rebound by B. Biyombo,23,30
108,2,11:23.0,,J. Green misses 2-pt hook shot from 9 ft,23,30
109,2,11:21.0,Defensive rebound by F. VanVleet,,23,30
110,2,11:14.0,K. Lowry misses 3-pt jump shot from 25 ft,,23,30
111,2,11:13.0,,Defensive rebound by B. Biyombo,23,30
112,2,11:03.0,,E. Payton makes 2-pt jump shot from 11 ft,23,32
113,2,10:42.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,23,32
114,2,10:41.0,,Defensive rebound by E. Payton,23,32
115,2,10:30.0,,B. Biyombo makes 2-pt layup from 3 ft (assist by J. Green),23,34
116,2,10:14.0,F. VanVleet misses 2-pt layup from 2 ft (block by B. Biyombo),,23,34
117,2,10:12.0,,Defensive rebound by N. Vučević,23,34
118,2,10:08.0,,Personal foul by F. VanVleet (drawn by E. Payton),23,34
119,2,10:01.0,,Turnover by B. Biyombo (bad pass),23,34
120,2,9:49.0,T. Ross makes 3-pt jump shot from 26 ft (assist by P. Patterson),,26,34
121,2,9:26.0,,E. Payton makes 2-pt jump shot from 17 ft,26,36
122,2,9:15.0,P. Patterson makes 3-pt jump shot from 25 ft,,29,36
123,2,8:57.0,,Personal foul by P. Patterson (drawn by N. Vučević),29,36
124,2,8:57.0,Official timeout,,29,36
125,2,8:50.0,,Turnover by N. Vučević (lost ball; steal by F. VanVleet),29,36
126,2,8:36.0,F. VanVleet makes 2-pt layup from 3 ft (assist by K. Lowry),,31,36
127,2,8:29.0,,E. Payton misses 2-pt layup from 3 ft,31,36
128,2,8:28.0,Defensive rebound by J. Valančiūnas,,31,36
129,2,8:21.0,P. Patterson misses 3-pt jump shot from 25 ft,,31,36
130,2,8:18.0,,Defensive rebound by B. Biyombo,31,36
131,2,8:06.0,,J. Meeks misses 2-pt jump shot from 10 ft (block by T. Ross),31,36
132,2,8:04.0,Defensive rebound by P. Patterson,,31,36
133,2,7:56.0,F. VanVleet misses 3-pt jump shot from 25 ft,,31,36
134,2,7:55.0,Offensive rebound by J. Valančiūnas,,31,36
135,2,7:49.0,T. Ross misses 3-pt jump shot from 26 ft,,31,36
136,2,7:48.0,Offensive rebound by J. Valančiūnas,,31,36
137,2,7:41.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,33,36
138,2,7:26.0,,Orlando full timeout,33,36
139,2,7:26.0,P. Siakam enters the game for P. Patterson,,33,36
140,2,7:21.0,,J. Meeks misses 2-pt jump shot from 14 ft,33,36
141,2,7:20.0,,Offensive rebound by N. Vučević,33,36
142,2,7:20.0,,N. Vučević misses 2-pt layup from 1 ft,33,36
143,2,7:17.0,,Offensive rebound by N. Vučević,33,36
144,2,7:17.0,,N. Vučević misses 2-pt layup from 2 ft,33,36
145,2,7:15.0,,Offensive rebound by N. Vučević,33,36
146,2,7:15.0,,N. Vučević makes 2-pt layup from 2 ft,33,38
147,2,7:15.0,,N. Vučević misses 2-pt layup from 2 ft,33,38
148,2,7:15.0,,Offensive rebound by N. Vučević,33,38
149,2,6:56.0,J. Valančiūnas makes 2-pt jump shot from 9 ft,,35,38
150,2,6:37.0,,J. Green misses 3-pt jump shot from 24 ft,35,38
151,2,6:36.0,,Offensive rebound by B. Biyombo,35,38
152,2,6:34.0,,B. Biyombo misses 2-pt layup from 2 ft (block by J. Valančiūnas),35,38
153,2,6:33.0,Defensive rebound by J. Valančiūnas,,35,38
154,2,6:28.0,Flagrant foul type 1 by J. Meeks (drawn by K. Lowry),,35,38
155,2,6:28.0,K. Lowry makes flagrant free throw 1 of 2,,36,38
156,2,6:28.0,K. Lowry makes flagrant free throw 2 of 2,,37,38
157,2,6:17.0,Personal foul by J. Green (drawn by T. Ross),,37,38
158,2,6:17.0,D. DeRozan enters the game for F. VanVleet,,37,38
159,2,6:01.0,P. Siakam misses 2-pt jump shot from 14 ft,,37,38
160,2,6:00.0,,Defensive rebound by B. Biyombo,37,38
161,2,5:51.0,,J. Meeks misses 2-pt jump shot from 18 ft,37,38
162,2,5:50.0,Defensive rebound by J. Valančiūnas,,37,38
163,2,5:39.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by D. DeRozan),,40,38
164,2,5:21.0,,N. Vučević misses 2-pt jump shot from 11 ft (block by P. Siakam),40,38
165,2,5:19.0,Defensive rebound by J. Valančiūnas,,40,38
166,2,5:06.0,D. DeRozan makes 2-pt jump shot from 19 ft,,42,38
167,2,4:50.0,,E. Payton makes 2-pt jump shot from 8 ft,42,40
168,2,4:29.0,D. DeRozan misses 2-pt jump shot from 15 ft,,42,40
169,2,4:28.0,Offensive rebound by J. Valančiūnas,,42,40
170,2,4:22.0,T. Ross misses 3-pt jump shot from 25 ft,,42,40
171,2,4:21.0,Offensive rebound by P. Siakam,,42,40
172,2,4:16.0,K. Lowry misses 3-pt jump shot from 25 ft,,42,40
173,2,4:15.0,Offensive rebound by J. Valančiūnas,,42,40
174,2,4:04.0,J. Valančiūnas misses 2-pt jump shot from 3 ft (block by B. Biyombo),,42,40
175,2,4:02.0,,Defensive rebound by N. Vučević,42,40
176,2,3:58.0,,Turnover by E. Payton (bad pass; steal by T. Ross),42,40
177,2,3:51.0,D. DeRozan misses 3-pt jump shot from 24 ft,,42,40
178,2,3:50.0,Offensive rebound by P. Siakam,,42,40
179,2,3:44.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,45,40
180,2,3:43.0,,Orlando full timeout,45,40
181,2,3:43.0,,E. Fournier enters the game for N. Vučević,45,40
182,2,3:43.0,,A. Gordon enters the game for J. Green,45,40
183,2,3:43.0,,S. Ibaka enters the game for J. Meeks,45,40
184,2,3:34.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Payton),45,43
185,2,3:15.0,T. Ross misses 2-pt jump shot from 20 ft,,45,43
186,2,3:14.0,Offensive rebound by J. Valančiūnas,,45,43
187,2,3:14.0,J. Valančiūnas misses 2-pt layup from 2 ft,,45,43
188,2,3:13.0,Offensive rebound by Team,,45,43
189,2,3:13.0,,D. Augustin enters the game for E. Payton,45,43
190,2,3:06.0,J. Valančiūnas makes 2-pt hook shot from 6 ft,,47,43
191,2,2:56.0,,Offensive foul by D. Augustin (drawn by T. Ross),47,43
192,2,2:56.0,,Turnover by D. Augustin (offensive foul),47,43
193,2,2:56.0,Toronto full timeout,,47,43
194,2,2:56.0,,E. Payton enters the game for D. Augustin,47,43
195,2,2:56.0,D. Carroll enters the game for T. Ross,,47,43
196,2,2:42.0,J. Valančiūnas makes 2-pt jump shot from 14 ft,,49,43
197,2,2:25.0,,E. Payton makes 2-pt jump shot from 19 ft,49,45
198,2,2:25.0,,Shooting foul by P. Siakam (drawn by E. Payton),49,45
199,2,2:25.0,,N. Vučević enters the game for B. Biyombo,49,45
200,2,2:25.0,F. VanVleet enters the game for K. Lowry,,49,45
201,2,2:25.0,,E. Payton makes free throw 1 of 1,49,46
202,2,2:09.0,D. DeRozan makes 2-pt jump shot from 17 ft,,51,46
203,2,1:39.0,,E. Payton misses 3-pt jump shot from 25 ft,51,46
204,2,1:38.0,Defensive rebound by J. Valančiūnas,,51,46
205,2,1:28.0,D. DeRozan makes 2-pt jump shot from 19 ft,,53,46
206,2,1:07.0,,Personal foul by D. Carroll (drawn by E. Fournier),53,46
207,2,0:54.0,,E. Fournier makes 2-pt layup from 3 ft,53,48
208,2,0:54.0,,Shooting foul by P. Siakam (drawn by E. Fournier),53,48
209,2,0:54.0,P. Patterson enters the game for P. Siakam,,53,48
210,2,0:54.0,,J. Green enters the game for S. Ibaka,53,48
211,2,0:54.0,,E. Fournier makes free throw 1 of 1,53,49
212,2,0:32.0,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by D. DeRozan),,55,49
213,2,0:14.0,,E. Payton makes 2-pt layup from 2 ft,55,51
214,2,0:00.0,D. DeRozan misses 2-pt jump shot from 22 ft,,55,51
215,2,0:00.0,Offensive rebound by Team,,55,51
216,3,11:47.0,D. DeRozan makes 2-pt jump shot from 8 ft,,57,51
217,3,11:29.0,,S. Ibaka misses 3-pt jump shot from 25 ft,57,51
218,3,11:28.0,Defensive rebound by J. Valančiūnas,,57,51
219,3,11:10.0,D. Carroll makes 2-pt jump shot from 13 ft (assist by K. Lowry),,59,51
220,3,10:49.0,,Turnover by E. Fournier (traveling),59,51
221,3,10:33.0,K. Lowry misses 3-pt jump shot from 25 ft,,59,51
222,3,10:32.0,Offensive rebound by J. Valančiūnas,,59,51
223,3,10:32.0,J. Valančiūnas misses 2-pt layup from 1 ft,,59,51
224,3,10:30.0,,Defensive rebound by S. Ibaka,59,51
225,3,10:16.0,,A. Gordon misses 2-pt jump shot from 15 ft,59,51
226,3,10:14.0,Defensive rebound by D. Carroll,,59,51
227,3,9:56.0,Personal foul by E. Fournier (drawn by J. Valančiūnas),,59,51
228,3,9:50.0,Shooting foul by E. Fournier (drawn by D. Carroll),,59,51
229,3,9:50.0,D. Carroll makes free throw 1 of 3,,60,51
230,3,9:50.0,D. Carroll makes free throw 2 of 3,,61,51
231,3,9:50.0,D. Carroll misses free throw 3 of 3,,61,51
232,3,9:49.0,,Defensive rebound by S. Ibaka,61,51
233,3,9:33.0,,Turnover by E. Fournier (bad pass; steal by P. Patterson),61,51
234,3,9:27.0,D. Carroll makes 2-pt layup from 2 ft (assist by K. Lowry),,63,51
235,3,9:27.0,,Orlando full timeout,63,51
236,3,9:03.0,,A. Gordon misses 3-pt jump shot from 25 ft,63,51
237,3,9:02.0,,Offensive rebound by Team,63,51
238,3,9:02.0,,Turnover by Team (shot clock),63,51
239,3,8:50.0,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by K. Lowry),,65,51
240,3,8:29.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by E. Fournier),65,53
241,3,8:06.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by K. Lowry),,68,53
242,3,7:53.0,,S. Ibaka makes 2-pt jump shot from 22 ft (assist by E. Fournier),68,55
243,3,7:42.0,K. Lowry misses 3-pt jump shot from 25 ft,,68,55
244,3,7:40.0,,Defensive rebound by B. Biyombo,68,55
245,3,7:32.0,,Def 3 sec tech foul by K. Lowry,68,55
246,3,7:32.0,,E. Fournier makes technical free throw,68,56
247,3,7:22.0,,Offensive foul by B. Biyombo (drawn by D. Carroll),68,56
248,3,7:22.0,,Turnover by B. Biyombo (offensive foul),68,56
249,3,7:08.0,Shooting foul by E. Fournier (drawn by D. Carroll),,68,56
250,3,7:08.0,D. Carroll misses free throw 1 of 2,,68,56
251,3,7:08.0,Offensive rebound by Team,,68,56
252,3,7:08.0,D. Carroll misses free throw 2 of 2,,68,56
253,3,7:08.0,,Defensive rebound by D. Augustin,68,56
254,3,7:08.0,,J. Green enters the game for E. Fournier,68,56
255,3,6:58.0,,D. Augustin misses 2-pt jump shot from 11 ft,68,56
256,3,6:56.0,,Offensive rebound by D. Augustin,68,56
257,3,6:43.0,,S. Ibaka makes 2-pt jump shot from 14 ft,68,58
258,3,6:32.0,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by K. Lowry),,70,58
259,3,6:13.0,,S. Ibaka makes 2-pt jump shot from 12 ft,70,60
260,3,5:54.0,Turnover by K. Lowry (bad pass; steal by B. Biyombo),,70,60
261,3,5:52.0,,Personal foul by K. Lowry (drawn by D. Augustin),70,60
262,3,5:37.0,,S. Ibaka misses 2-pt jump shot from 15 ft,70,60
263,3,5:36.0,Defensive rebound by D. DeRozan,,70,60
264,3,5:20.0,P. Patterson misses 3-pt jump shot from 25 ft,,70,60
265,3,5:18.0,,Defensive rebound by D. Augustin,70,60
266,3,5:01.0,,Turnover by J. Green (bad pass; steal by P. Patterson),70,60
267,3,4:55.0,D. Carroll misses 3-pt jump shot from 25 ft,,70,60
268,3,4:54.0,,Defensive rebound by B. Biyombo,70,60
269,3,4:35.0,,A. Gordon misses 2-pt jump shot from 21 ft,70,60
270,3,4:34.0,Defensive rebound by K. Lowry,,70,60
271,3,4:29.0,Shooting foul by A. Gordon (drawn by K. Lowry),,70,60
272,3,4:29.0,Toronto full timeout,,70,60
273,3,4:29.0,K. Lowry makes free throw 1 of 3,,71,60
274,3,4:29.0,K. Lowry makes free throw 2 of 3,,72,60
275,3,4:29.0,L. Nogueira enters the game for J. Valančiūnas,,70,60
276,3,4:29.0,,J. Meeks enters the game for A. Gordon,70,60
277,3,4:29.0,,N. Vučević enters the game for B. Biyombo,70,60
278,3,4:29.0,,E. Payton enters the game for D. Augustin,70,60
279,3,4:29.0,K. Lowry makes free throw 3 of 3,,73,60
280,3,4:17.0,,S. Ibaka misses 2-pt jump shot from 19 ft,73,60
281,3,4:15.0,Defensive rebound by D. Carroll,,73,60
282,3,3:51.0,Turnover by Team (shot clock),,73,60
283,3,3:41.0,,J. Meeks misses 3-pt jump shot from 26 ft,73,60
284,3,3:40.0,Defensive rebound by P. Patterson,,73,60
285,3,3:30.0,D. DeRozan makes 2-pt dunk at rim,,75,60
286,3,3:12.0,,N. Vučević misses 2-pt jump shot from 12 ft,75,60
287,3,3:11.0,Defensive rebound by K. Lowry,,75,60
288,3,3:04.0,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),,77,60
289,3,3:04.0,,Orlando full timeout,77,60
290,3,3:04.0,,D. Rudež enters the game for S. Ibaka,77,60
291,3,3:04.0,T. Ross enters the game for D. Carroll,,77,60
292,3,3:04.0,P. Siakam enters the game for P. Patterson,,77,60
293,3,2:54.0,,D. Rudež misses 3-pt jump shot from 24 ft,77,60
294,3,2:53.0,Defensive rebound by L. Nogueira,,77,60
295,3,2:40.0,Offensive foul by D. DeRozan (drawn by E. Payton),,77,60
296,3,2:40.0,Turnover by D. DeRozan (offensive foul),,77,60
297,3,2:40.0,Violation by Team (jump ball),,77,60
298,3,2:25.0,,J. Meeks misses 3-pt jump shot from 25 ft,77,60
299,3,2:24.0,Defensive rebound by L. Nogueira,,77,60
300,3,2:09.0,Turnover by K. Lowry (bad pass),,77,60
301,3,1:55.0,,J. Green misses 3-pt jump shot from 25 ft,77,60
302,3,1:54.0,Defensive rebound by D. DeRozan,,77,60
303,3,1:47.0,Turnover by K. Lowry (step out of bounds),,77,60
304,3,1:47.0,F. VanVleet enters the game for K. Lowry,,77,60
305,3,1:33.0,,E. Payton misses 2-pt layup from 2 ft,77,60
306,3,1:30.0,,Offensive rebound by N. Vučević,77,60
307,3,1:30.0,,N. Vučević makes 2-pt layup from 2 ft,77,62
308,3,1:07.0,T. Ross misses 2-pt jump shot from 21 ft,,77,62
309,3,1:06.0,,Defensive rebound by E. Payton,77,62
310,3,0:52.0,,J. Green misses 2-pt layup from 3 ft,77,62
311,3,0:50.0,Defensive rebound by D. DeRozan,,77,62
312,3,0:46.0,T. Ross makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,80,62
313,3,0:37.0,,J. Green makes 2-pt dunk at rim (assist by E. Payton),80,64
314,3,0:31.0,D. DeRozan makes 2-pt layup from 2 ft,,82,64
315,3,0:08.0,,N. Vučević misses 2-pt jump shot from 15 ft,82,64
316,3,0:07.0,Defensive rebound by D. DeRozan,,82,64
317,3,0:00.0,D. DeRozan makes 2-pt jump shot from 19 ft,,84,64
318,4,11:43.0,,E. Payton misses 3-pt jump shot from 25 ft,84,64
319,4,11:41.0,Defensive rebound by Team,,84,64
320,4,11:23.0,Turnover by K. Lowry (lost ball),,84,64
321,4,11:09.0,,E. Fournier misses 3-pt jump shot from 25 ft,84,64
322,4,11:08.0,Defensive rebound by P. Siakam,,84,64
323,4,10:57.0,P. Siakam makes 2-pt jump shot from 16 ft (assist by L. Nogueira),,86,64
324,4,10:38.0,,B. Biyombo misses 2-pt hook shot from 4 ft,86,64
325,4,10:37.0,Defensive rebound by L. Nogueira,,86,64
326,4,10:18.0,T. Ross misses 3-pt jump shot from 25 ft,,86,64
327,4,10:17.0,,Defensive rebound by B. Biyombo,86,64
328,4,10:11.0,,Personal foul by L. Nogueira (drawn by N. Vučević),86,64
329,4,10:04.0,,N. Vučević misses 2-pt jump shot from 19 ft,86,64
330,4,10:02.0,Defensive rebound by K. Lowry,,86,64
331,4,9:57.0,Shooting foul by N. Vučević (drawn by P. Siakam),,86,64
332,4,9:57.0,P. Siakam makes free throw 1 of 2,,87,64
333,4,9:57.0,P. Siakam makes free throw 2 of 2,,88,64
334,4,9:48.0,,J. Green misses 3-pt jump shot from 26 ft,88,64
335,4,9:47.0,Defensive rebound by F. VanVleet,,88,64
336,4,9:27.0,K. Lowry makes 3-pt jump shot from 25 ft,,91,64
337,4,9:27.0,,Orlando full timeout,91,64
338,4,9:27.0,,J. Meeks enters the game for B. Biyombo,91,64
339,4,9:27.0,,C. Watson enters the game for E. Payton,91,64
340,4,9:09.0,,E. Fournier makes 2-pt jump shot from 8 ft,91,66
341,4,8:46.0,T. Ross misses 3-pt jump shot from 25 ft,,91,66
342,4,8:45.0,,Defensive rebound by J. Green,91,66
343,4,8:29.0,,C. Watson misses 3-pt jump shot from 24 ft,91,66
344,4,8:28.0,Defensive rebound by P. Siakam,,91,66
345,4,8:21.0,T. Ross misses 2-pt jump shot from 8 ft,,91,66
346,4,8:20.0,Offensive rebound by P. Siakam,,91,66
347,4,8:13.0,T. Ross misses 3-pt jump shot from 25 ft,,91,66
348,4,8:12.0,,Defensive rebound by J. Green,91,66
349,4,8:03.0,,Turnover by J. Green (bad pass; steal by F. VanVleet),91,66
350,4,8:01.0,P. Siakam makes 2-pt dunk at rim (assist by F. VanVleet),,93,66
351,4,8:01.0,,Orlando full timeout,93,66
352,4,8:01.0,N. Powell enters the game for K. Lowry,,93,66
353,4,7:44.0,,J. Green misses 3-pt jump shot from 26 ft,93,66
354,4,7:43.0,Defensive rebound by N. Powell,,93,66
355,4,7:36.0,Turnover by P. Siakam (lost ball; steal by E. Fournier),,93,66
356,4,7:25.0,,C. Watson misses 3-pt jump shot from 24 ft,93,66
357,4,7:23.0,Defensive rebound by T. Ross,,93,66
358,4,7:05.0,L. Nogueira makes 2-pt layup from 2 ft (assist by F. VanVleet),,95,66
359,4,6:56.0,,Personal foul by F. VanVleet (drawn by C. Watson),95,66
360,4,6:48.0,,Turnover by C. Watson (bad pass; steal by N. Powell),95,66
361,4,6:48.0,Personal foul by E. Fournier (drawn by N. Powell),,95,66
362,4,6:48.0,,M. Hezonja enters the game for E. Fournier,95,66
363,4,6:48.0,,D. Rudež enters the game for N. Vučević,95,66
364,4,6:48.0,,A. Onuaku enters the game for J. Green,95,66
365,4,6:36.0,F. VanVleet makes 2-pt jump shot from 18 ft,,97,66
366,4,6:31.0,,Orlando full timeout,97,66
367,4,6:14.0,,C. Watson misses 2-pt layup from 2 ft,97,66
368,4,6:13.0,Defensive rebound by L. Nogueira,,97,66
369,4,5:56.0,L. Nogueira makes 2-pt dunk at rim (assist by F. VanVleet),,99,66
370,4,5:32.0,,A. Onuaku misses 2-pt hook shot from 11 ft,99,66
371,4,5:31.0,Defensive rebound by P. Siakam,,99,66
372,4,5:23.0,J. Poeltl enters the game for L. Nogueira,,99,66
373,4,5:09.0,F. VanVleet misses 2-pt layup from 3 ft,,99,66
374,4,5:08.0,,Defensive rebound by A. Onuaku,99,66
375,4,5:00.0,,Turnover by M. Hezonja (lost ball; steal by F. VanVleet),99,66
376,4,4:58.0,T. Ross makes 2-pt dunk at rim,,101,66
377,4,4:42.0,,M. Hezonja makes 2-pt hook shot from 3 ft,101,68
378,4,4:24.0,N. Powell misses 3-pt jump shot from 26 ft,,101,68
379,4,4:22.0,,Defensive rebound by A. Onuaku,101,68
380,4,4:15.0,,Personal foul by T. Ross (drawn by C. Watson),101,68
381,4,4:15.0,B. Caboclo enters the game for T. Ross,,101,68
