,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BOSTON_ACTION,LA CLIPPERS_SCORE,BOSTON_SCORE
388,4,4:02.0,,J. Crowder misses 3-pt jump shot from 25 ft,83,97
389,4,4:01.0,Defensive rebound by J. Redick,,83,97
390,4,3:56.0,Personal foul by J. Crowder (drawn by J. Crawford),,83,97
391,4,3:56.0,,Technical foul by J. Crowder,83,97
392,4,3:56.0,J. Crawford makes technical free throw,,84,97
393,4,3:56.0,J. Crawford makes free throw 1 of 2,,85,97
394,4,3:56.0,,M. Smart enters the game for J. Brown,85,97
395,4,3:56.0,J. Crawford makes free throw 2 of 2,,86,97
396,4,3:36.0,,A. Horford misses 2-pt hook shot from 9 ft,86,97
397,4,3:35.0,Defensive rebound by D. Jordan,,86,97
398,4,3:29.0,B. Griffin makes 2-pt dunk at rim (assist by J. Crawford),,88,97
399,4,3:13.0,,A. Horford misses 3-pt jump shot from 25 ft,88,97
400,4,3:12.0,,Offensive rebound by Team,88,97
401,4,3:07.0,,A. Johnson makes 2-pt jump shot from 9 ft (assist by M. Smart),88,99
402,4,3:01.0,Personal take foul by A. Horford (drawn by D. Jordan),,88,99
403,4,3:01.0,D. Jordan makes free throw 1 of 2,,89,99
404,4,3:01.0,D. Jordan misses free throw 2 of 2,,89,99
405,4,3:01.0,,Defensive rebound by J. Crowder,89,99
406,4,2:48.0,,Shooting foul by A. Rivers (drawn by I. Thomas),89,99
407,4,2:48.0,,I. Thomas misses free throw 1 of 3,89,99
408,4,2:48.0,,Offensive rebound by Team,89,99
409,4,2:48.0,,I. Thomas makes free throw 2 of 3,89,100
410,4,2:48.0,M. Speights enters the game for D. Jordan,,89,100
411,4,2:48.0,,I. Thomas makes free throw 3 of 3,89,101
412,4,2:37.0,Shooting foul by A. Horford (drawn by B. Griffin),,89,101
413,4,2:37.0,B. Griffin misses free throw 1 of 2,,89,101
414,4,2:37.0,Offensive rebound by Team,,89,101
415,4,2:37.0,,K. Olynyk enters the game for A. Johnson,89,101
416,4,2:37.0,B. Griffin makes free throw 2 of 2,,90,101
417,4,2:22.0,,A. Horford misses 3-pt jump shot from 24 ft,90,101
418,4,2:21.0,Defensive rebound by M. Speights,,90,101
419,4,2:11.0,M. Speights makes 3-pt jump shot from 25 ft (assist by J. Redick),,93,101
420,4,1:52.0,,I. Thomas makes 2-pt layup from 1 ft,93,103
421,4,1:44.0,J. Crawford makes 2-pt layup from 2 ft,,95,103
422,4,1:23.0,,I. Thomas misses 3-pt jump shot from 25 ft,95,103
423,4,1:22.0,Defensive rebound by J. Redick,,95,103
424,4,1:15.0,Shooting foul by A. Horford (drawn by B. Griffin),,95,103
425,4,1:15.0,B. Griffin makes free throw 1 of 2,,96,103
426,4,1:15.0,B. Griffin makes free throw 2 of 2,,97,103
427,4,0:57.0,,J. Crowder misses 3-pt jump shot from 23 ft,97,103
428,4,0:54.0,Defensive rebound by Team,,97,103
429,4,0:45.0,J. Crawford misses 3-pt jump shot from 25 ft,,97,103
430,4,0:44.0,Offensive rebound by M. Speights,,97,103
431,4,0:43.0,Shooting foul by A. Horford (drawn by M. Speights),,97,103
432,4,0:43.0,M. Speights makes free throw 1 of 2,,98,103
433,4,0:43.0,M. Speights makes free throw 2 of 2,,99,103
434,4,0:30.0,,Shooting foul by J. Redick (drawn by I. Thomas),99,103
435,4,0:30.0,,I. Thomas makes free throw 1 of 2,99,104
436,4,0:30.0,,J. Brown enters the game for K. Olynyk,99,104
437,4,0:30.0,,I. Thomas makes free throw 2 of 2,99,105
438,4,0:30.0,LA Clippers full timeout,,99,105
439,4,0:22.0,B. Griffin misses 3-pt jump shot from 24 ft,,99,105
440,4,0:21.0,,Defensive rebound by A. Horford,99,105
441,4,0:20.0,,Personal take foul by B. Griffin (drawn by A. Horford),99,105
442,4,0:20.0,,A. Horford makes free throw 1 of 2,99,106
443,4,0:20.0,P. Pierce enters the game for B. Griffin,,99,106
444,4,0:20.0,,A. Horford makes free throw 2 of 2,99,107
445,4,0:11.0,P. Pierce makes 3-pt jump shot from 28 ft (assist by A. Rivers),,102,107
