,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
397,4,5:21.0,A. Davis misses 2-pt hook shot from 11 ft,,78,80
398,4,5:21.0,,Defensive rebound by R. Jefferson,78,80
399,4,5:02.0,,L. James makes 2-pt layup from 1 ft,78,82
400,4,4:48.0,E. Moore misses 2-pt jump shot from 14 ft,,78,82
401,4,4:44.0,,Defensive rebound by K. Felder,78,82
402,4,4:25.0,,L. James misses 2-pt jump shot from 14 ft,78,82
403,4,4:23.0,Defensive rebound by A. Davis,,78,82
404,4,4:14.0,B. Hield makes 2-pt layup from 1 ft,,80,82
405,4,3:48.0,,K. Felder makes 2-pt jump shot from 18 ft (assist by I. Shumpert),80,84
406,4,3:36.0,Turnover by B. Hield (bad pass; steal by I. Shumpert),,80,84
407,4,3:27.0,,R. Jefferson misses 3-pt jump shot from 24 ft,80,84
408,4,3:26.0,,Offensive rebound by T. Thompson,80,84
409,4,3:02.0,,L. James misses 3-pt jump shot from 26 ft,80,84
410,4,3:01.0,Defensive rebound by E. Moore,,80,84
411,4,2:56.0,Shooting foul by K. Felder (drawn by B. Hield),,80,84
412,4,2:56.0,Official timeout,,80,84
413,4,2:56.0,B. Hield makes free throw 1 of 2,,81,84
414,4,2:56.0,T. Evans enters the game for E. Moore,,80,84
415,4,2:56.0,,C. Frye enters the game for T. Thompson,80,84
416,4,2:56.0,B. Hield makes free throw 2 of 2,,82,84
417,4,2:39.0,,Shooting foul by B. Hield (drawn by L. James),82,84
418,4,2:39.0,,L. James makes free throw 1 of 2,82,85
419,4,2:39.0,,T. Thompson enters the game for C. Frye,82,85
420,4,2:39.0,,L. James makes free throw 2 of 2,82,86
421,4,2:21.0,D. Cunningham misses 2-pt jump shot from 7 ft,,82,86
422,4,2:20.0,Offensive rebound by A. Davis,,82,86
423,4,2:20.0,A. Davis misses 2-pt layup from 1 ft,,82,86
424,4,2:20.0,,Defensive rebound by Team,82,86
425,4,2:20.0,Loose ball foul by A. Davis (drawn by L. James),,82,86
426,4,2:20.0,,L. James makes free throw 1 of 2,82,87
427,4,2:20.0,,L. James makes free throw 2 of 2,82,88
428,4,2:12.0,Turnover by J. Holiday (dbl dribble),,82,88
429,4,2:12.0,,Cleveland full timeout,82,88
430,4,2:12.0,,C. Frye enters the game for T. Thompson,82,88
431,4,1:49.0,,L. James makes 2-pt jump shot from 15 ft,82,90
432,4,1:30.0,A. Davis misses 3-pt jump shot from 26 ft,,82,90
433,4,1:29.0,,Defensive rebound by L. James,82,90
434,4,1:07.0,,L. James misses 3-pt jump shot from 24 ft,82,90
435,4,1:06.0,Defensive rebound by A. Davis,,82,90
436,4,0:53.0,B. Hield misses 2-pt layup at rim (block by L. James),,82,90
437,4,0:52.0,,Defensive rebound by C. Frye,82,90
438,4,0:33.0,,Turnover by C. Frye (traveling),82,90
439,4,0:33.0,New Orleans full timeout,,82,90
440,4,0:33.0,L. Galloway enters the game for D. Cunningham,,82,90
441,4,0:33.0,,D. Liggins enters the game for C. Frye,82,90
442,4,0:33.0,,T. Thompson enters the game for K. Felder,82,90
443,4,0:25.0,T. Evans misses 2-pt jump shot from 5 ft,,82,90
444,4,0:25.0,,Defensive rebound by R. Jefferson,82,90
445,4,0:01.0,,Turnover by Team (shot clock),82,90
