,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
170,2,3:13.0,Offensive rebound by R. Gobert,,32,42
171,2,3:13.0,R. Gobert misses 2-pt layup from 2 ft,,32,42
172,2,3:10.0,,Defensive rebound by K. Love,32,42
173,2,3:06.0,,K. Love misses 3-pt jump shot from 25 ft,32,42
174,2,3:04.0,Defensive rebound by G. Hayward,,32,42
175,2,2:59.0,J. Johnson makes 2-pt layup from 2 ft (assist by G. Hayward),,34,42
176,2,2:41.0,,K. Irving misses 2-pt jump shot from 12 ft,34,42
177,2,2:40.0,,Offensive rebound by K. Irving,34,42
178,2,2:39.0,,K. Irving misses 2-pt layup at rim,34,42
179,2,2:38.0,,Offensive rebound by T. Thompson,34,42
180,2,2:32.0,,T. Thompson misses 2-pt dunk at rim (block by R. Gobert),34,42
181,2,2:30.0,Defensive rebound by J. Johnson,,34,42
182,2,2:13.0,G. Hill makes 2-pt jump shot from 6 ft,,36,42
183,2,2:13.0,,Cleveland full timeout,36,42
184,2,1:57.0,,I. Shumpert misses 3-pt jump shot from 23 ft,36,42
185,2,1:57.0,Defensive rebound by Team,,36,42
186,2,1:39.0,J. Johnson makes 2-pt jump shot from 6 ft,,38,42
187,2,1:20.0,,K. Irving makes 2-pt jump shot from 12 ft,38,44
188,2,0:57.0,J. Johnson makes 2-pt jump shot from 8 ft,,40,44
189,2,0:40.0,,K. Irving misses 2-pt jump shot from 15 ft,40,44
190,2,0:39.0,Defensive rebound by G. Hayward,,40,44
191,2,0:31.0,G. Hayward misses 2-pt jump shot from 15 ft,,40,44
192,2,0:31.0,,Defensive rebound by K. Irving,40,44
193,2,0:18.0,,Cleveland full timeout,40,44
194,2,0:07.0,,Turnover by Team (shot clock),40,44
195,2,0:07.0,,J. Smith enters the game for K. Love,40,44
196,2,0:07.0,,D. Liggins enters the game for K. Irving,40,44
197,2,0:04.0,Personal foul by R. Jefferson (drawn by G. Hill),,40,44
198,2,0:03.0,Personal foul by R. Jefferson (drawn by G. Hill),,40,44
199,2,0:03.0,G. Hayward makes free throw 1 of 2,,41,44
200,2,0:03.0,,K. Irving enters the game for D. Liggins,41,44
201,2,0:03.0,D. Exum enters the game for J. Johnson,,41,44
202,2,0:03.0,G. Hayward makes free throw 2 of 2,,42,44
203,2,0:00.0,,T. Thompson misses 2-pt jump shot from 20 ft,42,44
204,2,0:00.0,,Offensive rebound by Team,42,44
205,3,11:41.0,G. Hill misses 3-pt jump shot from 26 ft,,42,44
206,3,11:40.0,,Defensive rebound by K. Love,42,44
207,3,11:32.0,,Turnover by L. James (3 sec),42,44
208,3,11:17.0,G. Hayward misses 2-pt jump shot from 15 ft,,42,44
209,3,11:16.0,,Defensive rebound by K. Love,42,44
210,3,11:03.0,,K. Love makes 2-pt jump shot from 15 ft (assist by L. James),42,46
211,3,10:39.0,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),,44,46
212,3,10:12.0,,K. Irving misses 2-pt jump shot from 15 ft,44,46
213,3,10:12.0,Defensive rebound by R. Gobert,,44,46
214,3,10:00.0,J. Ingles misses 2-pt jump shot from 9 ft,,44,46
215,3,9:58.0,,Defensive rebound by I. Shumpert,44,46
216,3,9:51.0,,T. Thompson misses 2-pt jump shot from 7 ft,44,46
217,3,9:51.0,,Offensive rebound by Team,44,46
218,3,9:36.0,,Turnover by L. James (bad pass; steal by J. Johnson),44,46
219,3,9:25.0,J. Ingles misses 2-pt jump shot from 21 ft,,44,46
220,3,9:25.0,,Defensive rebound by K. Love,44,46
221,3,9:18.0,,L. James misses 3-pt jump shot from 27 ft,44,46
222,3,9:16.0,Defensive rebound by R. Gobert,,44,46
223,3,8:57.0,G. Hill misses 3-pt jump shot from 27 ft,,44,46
224,3,8:56.0,,Defensive rebound by T. Thompson,44,46
225,3,8:48.0,,Turnover by L. James (bad pass; steal by R. Gobert),44,46
226,3,8:43.0,G. Hayward makes 2-pt dunk at rim (assist by J. Johnson),,46,46
227,3,8:43.0,,Cleveland full timeout,46,46
228,3,8:43.0,A. Burks enters the game for J. Ingles,,46,46
229,3,8:25.0,,L. James makes 2-pt hook shot from 6 ft,46,48
230,3,8:09.0,Offensive foul by R. Gobert (drawn by K. Love),,46,48
231,3,8:09.0,Turnover by R. Gobert (offensive foul),,46,48
232,3,8:01.0,,Shooting foul by G. Hill (drawn by K. Irving),46,48
233,3,8:01.0,,K. Irving makes free throw 1 of 3,46,49
234,3,8:01.0,,K. Irving makes free throw 2 of 3,46,50
235,3,8:01.0,,K. Irving misses free throw 3 of 3,46,50
236,3,8:00.0,Defensive rebound by R. Gobert,,46,50
237,3,7:46.0,J. Johnson misses 3-pt jump shot from 26 ft,,46,50
238,3,7:46.0,,Defensive rebound by L. James,46,50
239,3,7:34.0,,Turnover by K. Love (bad pass; steal by G. Hayward),46,50
240,3,7:29.0,G. Hayward makes 2-pt dunk at rim,,48,50
241,3,7:14.0,,K. Irving makes 2-pt jump shot from 6 ft,48,52
242,3,7:03.0,Shooting foul by K. Irving (drawn by G. Hill),,48,52
243,3,7:03.0,G. Hill makes free throw 1 of 3,,49,52
244,3,7:03.0,G. Hill makes free throw 2 of 3,,50,52
245,3,7:03.0,G. Hill misses free throw 3 of 3,,50,52
246,3,7:03.0,,Defensive rebound by I. Shumpert,50,52
247,3,7:03.0,,J. Smith enters the game for K. Love,50,52
248,3,6:51.0,,K. Irving makes 2-pt layup at rim,50,54
249,3,6:28.0,R. Gobert makes 2-pt jump shot from 6 ft (assist by G. Hill),,52,54
250,3,6:18.0,,K. Irving makes 3-pt jump shot from 24 ft,52,57
251,3,6:01.0,G. Hayward misses 3-pt jump shot from 25 ft,,52,57
252,3,6:01.0,,Defensive rebound by I. Shumpert,52,57
253,3,5:48.0,,I. Shumpert makes 2-pt jump shot from 6 ft (assist by K. Irving),52,59
254,3,5:41.0,Utah full timeout,,52,59
255,3,5:41.0,D. Exum enters the game for G. Hill,,52,59
256,3,5:29.0,Offensive foul by R. Gobert (drawn by I. Shumpert),,52,59
257,3,5:29.0,Turnover by R. Gobert (offensive foul),,52,59
258,3,5:08.0,,I. Shumpert misses 2-pt dunk at rim,52,59
259,3,5:07.0,,Offensive rebound by J. Smith,52,59
260,3,5:02.0,,J. Smith misses 3-pt jump shot from 23 ft,52,59
261,3,5:02.0,Defensive rebound by A. Burks,,52,59
262,3,4:56.0,A. Burks misses 2-pt jump shot from 19 ft,,52,59
263,3,4:56.0,Offensive rebound by R. Gobert,,52,59
264,3,4:54.0,R. Gobert makes 2-pt layup from 1 ft,,54,59
265,3,4:30.0,,Shooting foul by R. Gobert (drawn by L. James),54,59
266,3,4:30.0,,L. James misses free throw 1 of 2,54,59
267,3,4:30.0,,Offensive rebound by Team,54,59
268,3,4:30.0,,R. Jefferson enters the game for I. Shumpert,54,59
269,3,4:30.0,B. Diaw enters the game for J. Johnson,,54,59
270,3,4:30.0,,L. James makes free throw 2 of 2,54,60
271,3,4:15.0,D. Exum misses 2-pt jump shot from 6 ft,,54,60
272,3,4:15.0,Offensive rebound by D. Exum,,54,60
273,3,4:11.0,D. Exum makes 2-pt jump shot from 6 ft,,56,60
274,3,3:55.0,,L. James makes 3-pt jump shot from 26 ft (assist by K. Irving),56,63
275,3,3:41.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Gobert),,59,63
276,3,3:31.0,,K. Irving makes 2-pt jump shot from 17 ft,59,65
277,3,3:12.0,A. Burks misses 2-pt jump shot from 8 ft,,59,65
278,3,3:11.0,,Defensive rebound by K. Irving,59,65
279,3,3:07.0,,Shooting foul by D. Exum (drawn by L. James),59,65
280,3,3:07.0,,L. James makes free throw 1 of 2,59,66
281,3,3:07.0,,L. James makes free throw 2 of 2,59,67
282,3,2:51.0,D. Exum misses 2-pt layup from 1 ft (block by T. Thompson),,59,67
283,3,2:51.0,Offensive rebound by R. Gobert,,59,67
284,3,2:50.0,R. Gobert makes 2-pt dunk at rim,,61,67
285,3,2:37.0,,Turnover by K. Irving (lost ball),61,67
286,3,2:37.0,,D. Williams enters the game for L. James,61,67
287,3,2:26.0,D. Exum misses 2-pt layup from 1 ft,,61,67
288,3,2:23.0,Offensive rebound by R. Gobert,,61,67
289,3,2:23.0,R. Gobert makes 2-pt layup from 1 ft,,63,67
290,3,1:59.0,,K. Irving misses 2-pt jump shot from 9 ft (block by R. Gobert),63,67
291,3,1:59.0,,Offensive rebound by J. Smith,63,67
292,3,1:59.0,,J. Smith misses 2-pt jump shot from 20 ft,63,67
293,3,1:59.0,,Offensive rebound by Team,63,67
294,3,1:59.0,,Turnover by Team (shot clock),63,67
295,3,1:59.0,T. Lyles enters the game for R. Gobert,,63,67
296,3,1:31.0,A. Burks makes 2-pt jump shot from 9 ft (assist by D. Exum),,65,67
297,3,1:15.0,,D. Williams misses 2-pt jump shot from 16 ft,65,67
298,3,1:15.0,,Offensive rebound by T. Thompson,65,67
299,3,1:14.0,,Shooting foul by T. Lyles (drawn by T. Thompson),65,67
300,3,1:14.0,,T. Thompson misses free throw 1 of 2,65,67
301,3,1:14.0,,Offensive rebound by Team,65,67
302,3,1:14.0,,T. Thompson misses free throw 2 of 2,65,67
303,3,1:14.0,Defensive rebound by D. Exum,,65,67
304,3,1:00.0,G. Hayward misses 2-pt jump shot from 6 ft,,65,67
305,3,0:57.0,Offensive rebound by G. Hayward,,65,67
306,3,0:55.0,G. Hayward misses 2-pt layup from 2 ft,,65,67
307,3,0:52.0,,Defensive rebound by T. Thompson,65,67
308,3,0:48.0,,J. Smith misses 3-pt jump shot from 24 ft,65,67
309,3,0:47.0,Defensive rebound by G. Hayward,,65,67
310,3,0:37.0,Shooting foul by D. Williams (drawn by A. Burks),,65,67
311,3,0:37.0,A. Burks makes free throw 1 of 2,,66,67
312,3,0:37.0,J. Ingles enters the game for G. Hayward,,66,67
313,3,0:37.0,A. Burks makes free throw 2 of 2,,67,67
314,3,0:23.0,,J. Smith misses 2-pt jump shot from 21 ft,67,67
315,3,0:21.0,Defensive rebound by T. Lyles,,67,67
316,3,0:05.0,A. Burks misses 2-pt layup from 1 ft,,67,67
317,3,0:05.0,,Defensive rebound by J. Smith,67,67
318,3,0:00.0,,K. Irving misses 2-pt layup at rim,67,67
319,3,0:00.0,,Offensive rebound by Team,67,67
320,4,11:48.0,,L. James makes 2-pt layup from 3 ft (assist by D. Williams),67,69
321,4,11:32.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by J. Ingles),,70,69
322,4,11:32.0,,Loose ball foul by J. Smith (drawn by B. Diaw),70,69
323,4,11:32.0,B. Diaw misses free throw 1 of 1,,70,69
324,4,11:32.0,,Defensive rebound by C. Frye,70,69
325,4,11:11.0,,D. Williams misses 3-pt jump shot from 25 ft (block by D. Exum),70,69
326,4,11:10.0,Defensive rebound by A. Burks,,70,69
327,4,11:02.0,A. Burks misses 3-pt jump shot from 26 ft,,70,69
328,4,11:01.0,,Defensive rebound by L. James,70,69
329,4,10:53.0,,L. James makes 2-pt dunk at rim,70,71
330,4,10:30.0,J. Ingles misses 2-pt layup from 1 ft,,70,71
331,4,10:30.0,Offensive rebound by B. Diaw,,70,71
332,4,10:30.0,B. Diaw makes 2-pt hook shot from 4 ft,,72,71
333,4,10:30.0,Shooting foul by R. Jefferson (drawn by B. Diaw),,72,71
334,4,10:30.0,B. Diaw misses free throw 1 of 1,,72,71
335,4,10:30.0,,Defensive rebound by L. James,72,71
336,4,10:17.0,,L. James makes 2-pt jump shot from 4 ft,72,73
337,4,10:04.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by B. Diaw),,75,73
338,4,9:38.0,,Shooting foul by T. Lyles (drawn by D. Williams),75,73
339,4,9:38.0,,D. Williams makes free throw 1 of 2,75,74
340,4,9:38.0,,D. Williams misses free throw 2 of 2,75,74
341,4,9:38.0,G. Hill enters the game for A. Burks,,75,74
342,4,9:37.0,Defensive rebound by T. Lyles,,75,74
343,4,9:27.0,Turnover by G. Hill (lost ball),,75,74
344,4,9:21.0,,R. Jefferson misses 3-pt jump shot from 24 ft,75,74
345,4,9:21.0,Defensive rebound by T. Lyles,,75,74
346,4,8:56.0,B. Diaw misses 3-pt jump shot from 25 ft,,75,74
347,4,8:56.0,,Defensive rebound by R. Jefferson,75,74
348,4,8:43.0,,Turnover by D. Williams (bad pass; steal by G. Hill),75,74
349,4,8:37.0,T. Lyles misses 2-pt jump shot from 6 ft,,75,74
350,4,8:36.0,Offensive rebound by D. Exum,,75,74
351,4,8:34.0,Turnover by D. Exum (bad pass; steal by L. James),,75,74
352,4,8:31.0,,Turnover by L. James (lost ball),75,74
353,4,8:31.0,Official timeout,,75,74
354,4,8:31.0,R. Gobert enters the game for B. Diaw,,75,74
355,4,8:20.0,R. Gobert makes 2-pt layup from 2 ft (assist by G. Hill),,77,74
356,4,8:20.0,Shooting foul by C. Frye (drawn by R. Gobert),,77,74
357,4,8:20.0,R. Gobert misses free throw 1 of 1,,77,74
358,4,8:19.0,,Defensive rebound by L. James,77,74
359,4,8:07.0,,C. Frye misses 3-pt jump shot from 25 ft,77,74
360,4,8:07.0,Defensive rebound by J. Ingles,,77,74
361,4,7:49.0,Turnover by J. Ingles (bad pass; steal by L. James),,77,74
362,4,7:40.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by C. Frye),77,77
363,4,7:14.0,R. Gobert misses 2-pt jump shot from 5 ft,,77,77
364,4,7:14.0,Offensive rebound by D. Exum,,77,77
365,4,7:12.0,Turnover by Team (shot clock),,77,77
366,4,7:12.0,J. Johnson enters the game for D. Exum,,77,77
367,4,7:12.0,G. Hayward enters the game for T. Lyles,,77,77
368,4,6:52.0,,Shooting foul by G. Hill (drawn by L. James),77,77
369,4,6:52.0,,L. James makes free throw 1 of 2,77,78
370,4,6:52.0,,L. James makes free throw 2 of 2,77,79
371,4,6:35.0,Turnover by J. Ingles (bad pass),,77,79
372,4,6:13.0,,L. James makes 2-pt dunk at rim,77,81
373,4,5:53.0,G. Hill misses 2-pt jump shot from 7 ft,,77,81
374,4,5:51.0,,Defensive rebound by L. James,77,81
375,4,5:37.0,,J. Smith misses 3-pt jump shot from 30 ft,77,81
376,4,5:36.0,Defensive rebound by J. Ingles,,77,81
377,4,5:22.0,G. Hayward misses 3-pt jump shot from 24 ft,,77,81
378,4,5:21.0,,Defensive rebound by D. Williams,77,81
379,4,5:15.0,,Cleveland full timeout,77,81
380,4,4:59.0,,L. James makes 3-pt jump shot from 26 ft,77,84
381,4,4:36.0,J. Johnson misses 2-pt jump shot from 17 ft,,77,84
382,4,4:36.0,,Defensive rebound by D. Williams,77,84
383,4,4:15.0,,L. James misses 2-pt jump shot from 13 ft,77,84
384,4,4:12.0,Defensive rebound by R. Gobert,,77,84
385,4,4:06.0,Turnover by J. Ingles (lost ball; steal by C. Frye),,77,84
386,4,3:46.0,,R. Jefferson misses 3-pt jump shot from 23 ft,77,84
387,4,3:45.0,Defensive rebound by R. Gobert,,77,84
388,4,3:39.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,79,84
389,4,3:38.0,,Cleveland full timeout,79,84
390,4,3:24.0,,L. James misses 3-pt jump shot from 26 ft,79,84
391,4,3:24.0,Defensive rebound by R. Gobert,,79,84
392,4,3:02.0,J. Johnson makes 2-pt jump shot from 10 ft (assist by J. Ingles),,81,84
393,4,2:44.0,,C. Frye misses 3-pt jump shot from 25 ft,81,84
394,4,2:43.0,Defensive rebound by J. Johnson,,81,84
395,4,2:19.0,J. Johnson misses 3-pt jump shot from 26 ft,,81,84
396,4,2:18.0,,Defensive rebound by D. Williams,81,84
397,4,2:12.0,,L. James makes 2-pt layup at rim,81,86
398,4,2:12.0,Utah full timeout,,81,86
399,4,1:51.0,Shooting foul by D. Williams (drawn by J. Johnson),,81,86
400,4,1:51.0,J. Johnson makes free throw 1 of 2,,82,86
401,4,1:51.0,J. Johnson makes free throw 2 of 2,,83,86
