,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
49,1,5:52.0,K. Koufos makes 2-pt layup from 2 ft (assist by G. Temple),,18,17
50,1,5:44.0,,N. Hilário makes 2-pt layup from 2 ft (assist by T. Ariza),18,19
51,1,5:44.0,,Shooting foul by K. Koufos (drawn by N. Hilário),18,19
52,1,5:44.0,,E. Gordon enters the game for P. Beverley,18,19
53,1,5:44.0,,N. Hilário makes free throw 1 of 1,18,20
54,1,5:26.0,G. Temple makes 3-pt jump shot from 27 ft (assist by D. Collison),,21,20
55,1,5:06.0,,R. Anderson makes 3-pt jump shot from 28 ft (assist by N. Hilário),21,23
56,1,4:49.0,D. Collison misses 2-pt layup from 3 ft,,21,23
57,1,4:47.0,,Defensive rebound by R. Anderson,21,23
58,1,4:46.0,,Turnover by R. Anderson (bad pass),21,23
59,1,4:46.0,T. Lawson enters the game for A. Afflalo,,21,23
60,1,4:24.0,D. Cousins misses 2-pt jump shot from 5 ft,,21,23
61,1,4:23.0,,Defensive rebound by N. Hilário,21,23
62,1,4:15.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),21,25
63,1,4:13.0,Sacramento full timeout,,21,25
64,1,4:13.0,W. Cauley-Stein enters the game for K. Koufos,,21,25
65,1,3:57.0,D. Cousins misses 2-pt layup from 4 ft (block by N. Hilário),,21,25
66,1,3:55.0,,Defensive rebound by R. Anderson,21,25
67,1,3:47.0,,E. Gordon misses 3-pt jump shot from 26 ft,21,25
68,1,3:46.0,Defensive rebound by D. Cousins,,21,25
69,1,3:40.0,D. Collison misses 2-pt jump shot from 14 ft,,21,25
70,1,3:38.0,,Defensive rebound by T. Ariza,21,25
71,1,3:26.0,,R. Anderson misses 3-pt jump shot from 27 ft,21,25
72,1,3:25.0,Defensive rebound by T. Lawson,,21,25
73,1,3:04.0,D. Cousins misses 2-pt jump shot from 4 ft (block by N. Hilário),,21,25
74,1,3:02.0,Offensive rebound by D. Collison,,21,25
75,1,2:58.0,D. Collison misses 2-pt jump shot from 20 ft,,21,25
76,1,2:57.0,,Defensive rebound by J. Harden,21,25
77,1,2:53.0,,Turnover by J. Harden (bad pass),21,25
78,1,2:53.0,,Loose ball foul by J. Harden (drawn by D. Collison),21,25
79,1,2:53.0,A. Tolliver enters the game for D. Collison,,21,25
80,1,2:53.0,M. Richardson enters the game for D. Cousins,,21,25
81,1,2:53.0,,S. Dekker enters the game for R. Anderson,21,25
82,1,2:40.0,Turnover by T. Lawson (bad pass; steal by J. Harden),,21,25
83,1,2:27.0,,S. Dekker misses 3-pt jump shot from 25 ft,21,25
84,1,2:26.0,Defensive rebound by A. Tolliver,,21,25
85,1,2:18.0,T. Lawson misses 3-pt jump shot from 25 ft,,21,25
86,1,2:16.0,,Defensive rebound by J. Harden,21,25
87,1,2:14.0,,E. Gordon makes 2-pt layup from 1 ft (assist by J. Harden),21,27
88,1,1:58.0,W. Cauley-Stein misses 2-pt jump shot from 12 ft,,21,27
89,1,1:56.0,,Defensive rebound by T. Ariza,21,27
90,1,1:38.0,,N. Hilário misses 2-pt jump shot from 18 ft,21,27
91,1,1:37.0,Defensive rebound by W. Cauley-Stein,,21,27
92,1,1:30.0,G. Temple misses 3-pt jump shot from 24 ft,,21,27
93,1,1:28.0,,Defensive rebound by E. Gordon,21,27
94,1,1:21.0,,Shooting block foul by W. Cauley-Stein (drawn by J. Harden),21,27
95,1,1:21.0,,J. Harden makes free throw 1 of 2,21,28
96,1,1:21.0,M. Barnes enters the game for G. Temple,,21,28
97,1,1:21.0,,C. Capela enters the game for N. Hilário,21,28
98,1,1:21.0,,J. Harden makes free throw 2 of 2,21,29
99,1,0:57.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,21,29
100,1,0:56.0,,Defensive rebound by C. Capela,21,29
101,1,0:43.0,,J. Harden misses 3-pt jump shot from 26 ft,21,29
102,1,0:41.0,,Offensive rebound by E. Gordon,21,29
103,1,0:23.0,,J. Harden misses 3-pt jump shot from 25 ft,21,29
104,1,0:21.0,Defensive rebound by M. Barnes,,21,29
105,1,0:03.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by T. Lawson),,24,29
106,1,0:01.0,,Turnover by S. Dekker (bad pass; steal by A. Tolliver),24,29
107,1,0:00.0,W. Cauley-Stein misses 3-pt jump shot from 33 ft,,24,29
108,1,0:00.0,Offensive rebound by Team,,24,29
109,2,11:43.0,,E. Gordon misses 3-pt jump shot from 28 ft,24,29
110,2,11:42.0,Defensive rebound by W. Cauley-Stein,,24,29
111,2,11:24.0,Turnover by T. Lawson (step out of bounds),,24,29
112,2,11:07.0,,P. Beverley misses 2-pt hook shot from 11 ft,24,29
113,2,11:05.0,,Offensive rebound by C. Capela,24,29
114,2,11:04.0,,C. Capela makes 2-pt layup from 2 ft,24,31
115,2,11:03.0,Personal foul by P. Beverley (drawn by T. Lawson),,24,31
116,2,10:45.0,Turnover by W. Cauley-Stein (bad pass),,24,31
117,2,10:38.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Beverley),24,34
118,2,10:23.0,,Offensive charge foul by M. Richardson (drawn by P. Beverley),24,34
119,2,10:23.0,Turnover by M. Richardson (offensive foul),,24,34
120,2,10:11.0,,C. Capela misses 2-pt jump shot from 4 ft (block by W. Cauley-Stein),24,34
121,2,10:11.0,Defensive rebound by Team,,24,34
122,2,10:11.0,Sacramento full timeout,,24,34
123,2,10:11.0,,J. Harden enters the game for C. Brewer,24,34
124,2,10:11.0,,C. Brewer enters the game for J. Harden,24,34
125,2,9:53.0,M. Barnes misses 3-pt jump shot from 30 ft,,24,34
126,2,9:51.0,,Defensive rebound by P. Beverley,24,34
127,2,9:46.0,,P. Beverley misses 2-pt layup from 3 ft (block by T. Lawson),24,34
128,2,9:46.0,Defensive rebound by Team,,24,34
129,2,9:30.0,M. Richardson makes 2-pt jump shot from 22 ft,,26,34
130,2,9:14.0,,E. Gordon misses 2-pt jump shot from 5 ft (block by W. Cauley-Stein),26,34
131,2,9:12.0,Defensive rebound by M. Barnes,,26,34
132,2,9:04.0,T. Lawson misses 2-pt jump shot from 19 ft,,26,34
133,2,9:02.0,Offensive rebound by M. Barnes,,26,34
134,2,8:54.0,T. Lawson misses 2-pt layup from 1 ft (block by P. Beverley),,26,34
135,2,8:52.0,,Defensive rebound by C. Brewer,26,34
136,2,8:46.0,,P. Beverley makes 2-pt layup from 2 ft,26,36
137,2,8:40.0,Turnover by M. Richardson (offensive foul),,26,36
138,2,8:40.0,,Offensive charge foul by M. Richardson (drawn by C. Capela),26,36
139,2,8:27.0,,C. Brewer misses 2-pt jump shot from 4 ft (block by W. Cauley-Stein),26,36
140,2,8:26.0,,Offensive rebound by Team,26,36
141,2,8:26.0,Loose ball foul by M. Barnes (drawn by C. Capela),,26,36
142,2,8:17.0,,C. Capela misses 2-pt jump shot from 4 ft (block by A. Tolliver),26,36
143,2,8:16.0,,Offensive rebound by C. Capela,26,36
144,2,8:15.0,,Turnover by C. Capela (traveling),26,36
145,2,7:54.0,M. Richardson misses 2-pt jump shot from 18 ft,,26,36
146,2,7:53.0,,Defensive rebound by C. Capela,26,36
147,2,7:50.0,,Turnover by C. Capela (bad pass; steal by T. Lawson),26,36
148,2,7:48.0,W. Cauley-Stein misses 2-pt jump shot from 10 ft,,26,36
149,2,7:47.0,,Defensive rebound by C. Capela,26,36
150,2,7:38.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Capela),26,39
151,2,7:21.0,Shooting foul by C. Capela (drawn by T. Lawson),,26,39
152,2,7:21.0,T. Lawson misses free throw 1 of 2,,26,39
153,2,7:21.0,Offensive rebound by Team,,26,39
154,2,7:21.0,T. Lawson misses free throw 2 of 2,,26,39
155,2,7:21.0,A. Afflalo enters the game for M. Richardson,,26,39
156,2,7:21.0,,N. Hilário enters the game for C. Capela,26,39
157,2,7:21.0,D. Cousins enters the game for W. Cauley-Stein,,26,39
158,2,7:20.0,Offensive rebound by D. Cousins,,26,39
159,2,7:16.0,D. Cousins misses 2-pt layup from 2 ft,,26,39
160,2,7:14.0,,Defensive rebound by C. Brewer,26,39
161,2,7:08.0,,N. Hilário misses 2-pt jump shot from 3 ft (block by A. Afflalo),26,39
162,2,7:07.0,Defensive rebound by A. Afflalo,,26,39
163,2,6:58.0,Turnover by A. Tolliver (back court),,26,39
164,2,6:44.0,,E. Gordon makes 2-pt layup from 2 ft,26,41
165,2,6:24.0,M. Barnes misses 2-pt layup from 3 ft,,26,41
166,2,6:23.0,,Defensive rebound by S. Dekker,26,41
167,2,6:12.0,,N. Hilário makes 2-pt jump shot from 18 ft,26,43
168,2,6:11.0,Sacramento full timeout,,26,43
169,2,6:11.0,,R. Anderson enters the game for E. Gordon,26,43
170,2,6:11.0,,J. Harden enters the game for S. Dekker,26,43
171,2,6:00.0,Turnover by A. Afflalo (lost ball),,26,43
172,2,5:47.0,,Turnover by N. Hilário (lost ball; steal by T. Lawson),26,43
173,2,5:24.0,A. Afflalo misses 3-pt jump shot from 24 ft,,26,43
174,2,5:22.0,,Defensive rebound by R. Anderson,26,43
175,2,5:11.0,,Turnover by C. Brewer (lost ball; steal by A. Tolliver),26,43
176,2,5:03.0,Personal foul by N. Hilário (drawn by D. Cousins),,26,43
177,2,5:03.0,G. Temple enters the game for T. Lawson,,26,43
178,2,5:03.0,D. Collison enters the game for A. Tolliver,,26,43
179,2,5:03.0,,T. Ariza enters the game for C. Brewer,26,43
180,2,4:45.0,A. Afflalo misses 2-pt jump shot from 19 ft,,26,43
181,2,4:44.0,,Defensive rebound by P. Beverley,26,43
182,2,4:41.0,Violation by D. Collison (kicked ball),,26,43
183,2,4:27.0,,N. Hilário makes 2-pt layup from 3 ft (assist by J. Harden),26,45
184,2,4:06.0,Shooting foul by J. Harden (drawn by A. Afflalo),,26,45
185,2,4:06.0,A. Afflalo makes free throw 1 of 2,,27,45
186,2,4:06.0,A. Afflalo misses free throw 2 of 2,,27,45
187,2,4:03.0,,Defensive rebound by P. Beverley,27,45
188,2,3:53.0,,Turnover by J. Harden (bad pass; steal by G. Temple),27,45
189,2,3:48.0,G. Temple misses 2-pt layup from 1 ft,,27,45
190,2,3:47.0,,Defensive rebound by R. Anderson,27,45
191,2,3:41.0,,T. Ariza misses 3-pt jump shot from 24 ft,27,45
192,2,3:39.0,Defensive rebound by G. Temple,,27,45
193,2,3:32.0,D. Cousins misses 3-pt jump shot from 25 ft,,27,45
194,2,3:31.0,,Defensive rebound by R. Anderson,27,45
195,2,3:20.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),27,47
196,2,3:04.0,Shooting foul by R. Anderson (drawn by A. Afflalo),,27,47
197,2,3:04.0,A. Afflalo makes 2-pt layup from 1 ft (assist by D. Cousins),,29,47
198,2,3:04.0,,E. Gordon enters the game for P. Beverley,29,47
199,2,3:04.0,A. Afflalo makes free throw 1 of 1,,30,47
200,2,2:50.0,,E. Gordon misses 3-pt jump shot from 25 ft,30,47
201,2,2:48.0,Defensive rebound by G. Temple,,30,47
202,2,2:40.0,Official timeout,,30,47
203,2,2:29.0,Shooting foul by N. Hilário (drawn by D. Cousins),,30,47
204,2,2:29.0,D. Cousins misses free throw 1 of 2,,30,47
205,2,2:29.0,Offensive rebound by Team,,30,47
206,2,2:29.0,D. Cousins makes free throw 2 of 2,,31,47
207,2,2:06.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by R. Anderson),31,50
208,2,1:39.0,M. Barnes makes 2-pt jump shot from 23 ft (assist by D. Cousins),,33,50
209,2,1:17.0,,J. Harden misses 3-pt jump shot from 28 ft,33,50
210,2,1:17.0,,Offensive rebound by R. Anderson,33,50
211,2,1:17.0,,Shooting foul by M. Barnes (drawn by R. Anderson),33,50
212,2,1:17.0,,R. Anderson makes free throw 1 of 2,33,51
213,2,1:17.0,,R. Anderson makes free throw 2 of 2,33,52
214,2,1:03.0,M. Barnes misses 3-pt jump shot from 25 ft,,33,52
215,2,1:01.0,,Defensive rebound by T. Ariza,33,52
216,2,0:58.0,,Personal foul by M. Barnes (drawn by R. Anderson),33,52
217,2,0:58.0,,R. Anderson misses free throw 1 of 2,33,52
218,2,0:58.0,,Offensive rebound by Team,33,52
219,2,0:58.0,,R. Anderson misses free throw 2 of 2,33,52
220,2,0:58.0,Defensive rebound by M. Barnes,,33,52
221,2,0:36.0,Shooting foul by N. Hilário (drawn by D. Cousins),,33,52
222,2,0:36.0,D. Cousins makes free throw 1 of 2,,34,52
223,2,0:36.0,D. Cousins makes free throw 2 of 2,,35,52
224,2,0:26.0,,T. Ariza makes 2-pt jump shot from 19 ft,35,54
225,2,0:02.0,D. Cousins misses 2-pt jump shot from 17 ft,,35,54
226,2,0:00.0,,Defensive rebound by J. Harden,35,54
227,3,11:46.0,,Turnover by J. Harden (bad pass; steal by K. Koufos),35,54
228,3,11:22.0,D. Collison misses 2-pt jump shot from 18 ft,,35,54
229,3,11:20.0,,Defensive rebound by T. Ariza,35,54
230,3,11:09.0,,R. Anderson misses 2-pt jump shot from 3 ft (block by K. Koufos),35,54
231,3,11:08.0,Defensive rebound by D. Cousins,,35,54
232,3,11:01.0,D. Cousins misses 2-pt layup from 3 ft,,35,54
233,3,11:00.0,,Defensive rebound by T. Ariza,35,54
234,3,10:58.0,Violation by D. Collison (kicked ball),,35,54
235,3,10:55.0,,Turnover by P. Beverley (bad pass),35,54
236,3,10:36.0,K. Koufos makes 2-pt layup from 2 ft (assist by G. Temple),,37,54
237,3,10:36.0,Shooting block foul by C. Capela (drawn by K. Koufos),,37,54
238,3,10:36.0,K. Koufos misses free throw 1 of 1,,37,54
239,3,10:36.0,,Defensive rebound by R. Anderson,37,54
240,3,10:22.0,,C. Capela makes 2-pt layup from 1 ft (assist by R. Anderson),37,56
241,3,10:22.0,,Shooting foul by K. Koufos (drawn by C. Capela),37,56
242,3,10:22.0,,C. Capela makes free throw 1 of 1,37,57
243,3,10:03.0,Turnover by D. Cousins (bad pass),,37,57
244,3,10:03.0,,M. Harrell enters the game for C. Capela,37,57
245,3,9:56.0,,Shooting foul by D. Cousins (drawn by R. Anderson),37,57
246,3,9:56.0,,R. Anderson makes free throw 1 of 2,37,58
247,3,9:56.0,,R. Anderson misses free throw 2 of 2,37,58
248,3,9:56.0,Defensive rebound by D. Cousins,,37,58
249,3,9:42.0,Shooting foul by M. Harrell (drawn by D. Cousins),,37,58
250,3,9:42.0,D. Cousins misses free throw 1 of 2,,37,58
251,3,9:42.0,Offensive rebound by Team,,37,58
252,3,9:42.0,D. Cousins makes free throw 2 of 2,,38,58
253,3,9:29.0,Sacramento full timeout,,38,58
254,3,9:29.0,M. Barnes enters the game for G. Temple,,38,58
255,3,9:19.0,,T. Ariza misses 2-pt jump shot from 22 ft,38,58
256,3,9:18.0,,Offensive rebound by R. Anderson,38,58
257,3,9:15.0,,R. Anderson misses 3-pt jump shot from 23 ft,38,58
258,3,9:14.0,Defensive rebound by K. Koufos,,38,58
259,3,8:51.0,D. Collison misses 3-pt jump shot from 25 ft,,38,58
260,3,8:49.0,,Defensive rebound by M. Harrell,38,58
261,3,8:39.0,,J. Harden misses 2-pt jump shot from 6 ft,38,58
262,3,8:38.0,Defensive rebound by D. Cousins,,38,58
263,3,8:27.0,D. Cousins misses 3-pt jump shot from 27 ft,,38,58
264,3,8:25.0,,Defensive rebound by T. Ariza,38,58
265,3,8:18.0,,Turnover by J. Harden (bad pass; steal by D. Collison),38,58
266,3,8:12.0,D. Collison misses 2-pt layup from 3 ft,,38,58
267,3,8:10.0,,Defensive rebound by T. Ariza,38,58
268,3,8:04.0,,T. Ariza makes 3-pt jump shot from 27 ft (assist by P. Beverley),38,61
269,3,7:40.0,K. Koufos makes 2-pt hook shot from 7 ft (assist by A. Afflalo),,40,61
270,3,7:22.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),40,64
271,3,7:07.0,K. Koufos makes 2-pt layup from 3 ft (assist by D. Cousins),,42,64
272,3,6:43.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by M. Harrell),42,67
273,3,6:30.0,D. Cousins makes 2-pt layup from 3 ft (assist by D. Collison),,44,67
274,3,6:21.0,,T. Ariza misses 3-pt jump shot from 25 ft,44,67
275,3,6:17.0,Defensive rebound by D. Cousins,,44,67
276,3,6:07.0,D. Cousins makes 2-pt jump shot from 7 ft,,46,67
277,3,6:07.0,Shooting foul by R. Anderson (drawn by D. Cousins),,46,67
278,3,6:07.0,,E. Gordon enters the game for P. Beverley,46,67
279,3,6:07.0,D. Cousins makes free throw 1 of 1,,47,67
280,3,5:49.0,,M. Harrell makes 2-pt hook shot from 7 ft (assist by T. Ariza),47,69
281,3,5:24.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by D. Cousins),,50,69
282,3,5:06.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by E. Gordon),50,72
283,3,4:50.0,A. Afflalo misses 2-pt jump shot from 13 ft,,50,72
284,3,4:49.0,Offensive rebound by K. Koufos,,50,72
285,3,4:49.0,K. Koufos misses 2-pt layup from 2 ft,,50,72
286,3,4:48.0,,Defensive rebound by Team,50,72
287,3,4:39.0,,J. Harden misses 3-pt jump shot from 26 ft,50,72
288,3,4:38.0,Defensive rebound by M. Barnes,,50,72
289,3,4:24.0,D. Cousins misses 2-pt jump shot from 6 ft,,50,72
290,3,4:22.0,,Defensive rebound by J. Harden,50,72
291,3,4:14.0,,R. Anderson misses 3-pt jump shot from 26 ft,50,72
292,3,4:13.0,,Offensive rebound by R. Anderson,50,72
293,3,4:10.0,,E. Gordon misses 3-pt jump shot from 26 ft,50,72
294,3,4:09.0,,Offensive rebound by E. Gordon,50,72
295,3,4:06.0,,E. Gordon makes 2-pt layup at rim,50,74
296,3,3:45.0,Turnover by D. Cousins (bad pass; steal by T. Ariza),,50,74
297,3,3:40.0,,M. Harrell makes 2-pt layup from 2 ft (assist by T. Ariza),50,76
298,3,3:22.0,D. Collison misses 2-pt jump shot from 18 ft,,50,76
299,3,3:21.0,,Defensive rebound by E. Gordon,50,76
300,3,3:15.0,,Shooting foul by K. Koufos (drawn by J. Harden),50,76
301,3,3:15.0,,J. Harden makes free throw 1 of 2,50,77
302,3,3:15.0,A. Tolliver enters the game for D. Cousins,,50,77
303,3,3:15.0,M. Richardson enters the game for K. Koufos,,50,77
304,3,3:15.0,W. Cauley-Stein enters the game for A. Afflalo,,50,77
305,3,3:15.0,,S. Dekker enters the game for R. Anderson,50,77
306,3,3:15.0,,J. Harden makes free throw 2 of 2,50,78
307,3,2:53.0,A. Tolliver makes 2-pt jump shot from 20 ft (assist by M. Barnes),,52,78
308,3,2:31.0,,J. Harden makes 2-pt jump shot from 20 ft,52,80
309,3,2:21.0,M. Richardson misses 2-pt jump shot from 5 ft,,52,80
310,3,2:19.0,,Defensive rebound by T. Ariza,52,80
311,3,2:12.0,,E. Gordon misses 3-pt jump shot from 24 ft,52,80
312,3,2:11.0,Defensive rebound by M. Barnes,,52,80
313,3,2:02.0,A. Tolliver misses 3-pt jump shot from 27 ft,,52,80
314,3,2:01.0,Offensive rebound by M. Richardson,,52,80
315,3,1:58.0,M. Richardson misses 2-pt layup from 2 ft,,52,80
316,3,1:57.0,,Defensive rebound by S. Dekker,52,80
317,3,1:49.0,,T. Ariza misses 3-pt jump shot from 28 ft,52,80
318,3,1:48.0,Defensive rebound by M. Barnes,,52,80
319,3,1:46.0,Sacramento full timeout,,52,80
320,3,1:46.0,,Houston full timeout,52,80
321,3,1:46.0,,C. Brewer enters the game for T. Ariza,52,80
322,3,1:46.0,,P. Beverley enters the game for J. Harden,52,80
323,3,1:36.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Collison),,55,80
324,3,1:09.0,,P. Beverley misses 2-pt layup from 5 ft,55,80
325,3,1:07.0,Defensive rebound by A. Tolliver,,55,80
326,3,0:56.0,Personal foul by E. Gordon (drawn by M. Richardson),,55,80
327,3,0:40.0,M. Barnes misses 3-pt jump shot from 27 ft,,55,80
328,3,0:38.0,,Defensive rebound by S. Dekker,55,80
329,3,0:31.0,,E. Gordon misses 3-pt jump shot from 28 ft,55,80
330,3,0:30.0,Defensive rebound by M. Barnes,,55,80
331,3,0:20.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by M. Barnes),,57,80
332,3,0:07.0,,Personal foul by D. Collison (drawn by P. Beverley),57,80
333,3,0:01.0,,M. Harrell makes 2-pt jump shot from 19 ft (assist by C. Brewer),57,82
334,4,11:39.0,M. Barnes misses 2-pt jump shot from 12 ft,,57,82
335,4,11:38.0,Offensive rebound by W. Cauley-Stein,,57,82
336,4,11:37.0,A. Afflalo makes 2-pt jump shot from 14 ft (assist by W. Cauley-Stein),,59,82
337,4,11:16.0,,S. Dekker misses 3-pt jump shot from 26 ft,59,82
338,4,11:14.0,Defensive rebound by W. Cauley-Stein,,59,82
339,4,10:55.0,B. McLemore makes 2-pt jump shot from 17 ft (assist by M. Barnes),,61,82
340,4,10:42.0,,P. Beverley misses 3-pt jump shot from 26 ft,61,82
341,4,10:41.0,Defensive rebound by M. Barnes,,61,82
342,4,10:25.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,61,82
343,4,10:24.0,,Defensive rebound by S. Dekker,61,82
344,4,10:10.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by M. Harrell),61,85
345,4,9:59.0,Personal foul by C. Brewer (drawn by M. Barnes),,61,85
346,4,9:59.0,,C. Capela enters the game for M. Harrell,61,85
347,4,9:53.0,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by B. McLemore),,63,85
348,4,9:42.0,,P. Beverley misses 3-pt jump shot from 24 ft,63,85
349,4,9:41.0,Defensive rebound by A. Tolliver,,63,85
350,4,9:35.0,Turnover by M. Barnes (bad pass; steal by S. Dekker),,63,85
351,4,9:27.0,,E. Gordon makes 2-pt layup from 2 ft (assist by P. Beverley),63,87
352,4,8:59.0,A. Afflalo misses 3-pt jump shot from 47 ft,,63,87
353,4,8:57.0,,Defensive rebound by C. Capela,63,87
354,4,8:53.0,,S. Dekker misses 2-pt layup from 2 ft,63,87
355,4,8:50.0,Defensive rebound by M. Barnes,,63,87
356,4,8:40.0,M. Barnes misses 3-pt jump shot from 25 ft,,63,87
357,4,8:39.0,,Defensive rebound by C. Capela,63,87
358,4,8:30.0,,C. Capela misses 2-pt jump shot from 3 ft,63,87
359,4,8:29.0,,Offensive rebound by C. Capela,63,87
360,4,8:28.0,Official timeout,,63,87
361,4,8:28.0,S. Labissière enters the game for A. Afflalo,,63,87
362,4,8:28.0,M. Richardson enters the game for A. Tolliver,,63,87
363,4,8:28.0,,R. Anderson enters the game for S. Dekker,63,87
364,4,8:28.0,,J. Harden enters the game for C. Brewer,63,87
365,4,8:17.0,,Turnover by J. Harden (bad pass; steal by B. McLemore),63,87
366,4,8:10.0,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by B. McLemore),,65,87
367,4,7:58.0,,Turnover by E. Gordon (step out of bounds),65,87
368,4,7:54.0,B. McLemore misses 3-pt jump shot from 25 ft,,65,87
369,4,7:53.0,,Defensive rebound by C. Capela,65,87
370,4,7:40.0,,P. Beverley misses 3-pt jump shot from 24 ft,65,87
371,4,7:39.0,,Offensive rebound by C. Capela,65,87
372,4,7:39.0,,Shooting foul by B. McLemore (drawn by C. Capela),65,87
373,4,7:39.0,,C. Capela misses free throw 1 of 2,65,87
374,4,7:39.0,,Offensive rebound by Team,65,87
375,4,7:39.0,,C. Capela makes free throw 2 of 2,65,88
376,4,7:23.0,M. Richardson makes 2-pt jump shot from 20 ft (assist by B. McLemore),,67,88
377,4,7:10.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by R. Anderson),67,91
378,4,6:59.0,M. Richardson misses 3-pt jump shot from 26 ft,,67,91
379,4,6:57.0,,Defensive rebound by E. Gordon,67,91
380,4,6:48.0,,P. Beverley misses 3-pt jump shot from 26 ft,67,91
381,4,6:46.0,Defensive rebound by M. Barnes,,67,91
382,4,6:41.0,M. Richardson misses 3-pt jump shot from 24 ft,,67,91
