,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
122,2,10:21.0,,W. Barton misses free throw 2 of 2,39,29
123,2,10:18.0,,Offensive rebound by W. Barton,39,29
124,2,10:12.0,,D. Arthur makes 3-pt jump shot from 25 ft (assist by W. Barton),39,32
125,2,9:59.0,B. Jennings misses 2-pt jump shot from 19 ft,,39,32
126,2,9:57.0,,Defensive rebound by E. Mudiay,39,32
127,2,9:48.0,,D. Arthur makes 3-pt jump shot from 26 ft (assist by W. Barton),39,35
128,2,9:48.0,,Shooting foul by T. Satoranský (drawn by D. Arthur),39,35
129,2,9:48.0,,D. Arthur misses free throw 1 of 1,39,35
130,2,9:46.0,Defensive rebound by K. Oubre,,39,35
131,2,9:23.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),,42,35
132,2,9:14.0,,E. Mudiay misses 2-pt layup from 2 ft,42,35
133,2,9:13.0,Defensive rebound by B. Jennings,,42,35
134,2,9:06.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,42,35
135,2,9:02.0,,Defensive rebound by J. Hernangómez,42,35
136,2,9:01.0,Offensive charge foul by J. Hernangómez (drawn by I. Mahinmi),,42,35
137,2,9:01.0,,Turnover by J. Hernangómez (offensive foul),42,35
138,2,8:45.0,T. Satoranský misses 2-pt layup from 2 ft,,42,35
139,2,8:44.0,,Defensive rebound by W. Barton,42,35
140,2,8:31.0,,E. Mudiay makes 2-pt layup from 1 ft,42,37
141,2,8:26.0,Washington full timeout,,42,37
142,2,8:26.0,,W. Chandler enters the game for J. Hernangómez,42,37
143,2,8:26.0,,G. Harris enters the game for W. Barton,42,37
144,2,8:07.0,B. Jennings misses 3-pt jump shot from 26 ft,,42,37
145,2,8:07.0,,Defensive rebound by J. Murray,42,37
146,2,8:02.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by J. Murray),42,39
147,2,7:52.0,Shooting foul by D. Arthur (drawn by I. Mahinmi),,42,39
148,2,7:52.0,I. Mahinmi misses free throw 1 of 2,,42,39
149,2,7:52.0,Offensive rebound by Team,,42,39
150,2,7:52.0,B. Beal enters the game for T. Satoranský,,42,39
151,2,7:52.0,M. Morris enters the game for B. Bogdanović,,42,39
152,2,7:52.0,I. Mahinmi makes free throw 2 of 2,,43,39
153,2,7:30.0,,J. Murray misses 2-pt jump shot from 19 ft,43,39
154,2,7:29.0,Defensive rebound by M. Morris,,43,39
155,2,7:13.0,B. Jennings misses 3-pt jump shot from 25 ft,,43,39
156,2,7:13.0,,Defensive rebound by J. Murray,43,39
157,2,7:06.0,,J. Murray misses 2-pt layup from 1 ft,43,39
158,2,7:05.0,Defensive rebound by M. Morris,,43,39
159,2,6:55.0,B. Beal misses 2-pt jump shot from 4 ft,,43,39
160,2,6:53.0,Offensive rebound by I. Mahinmi,,43,39
161,2,6:53.0,I. Mahinmi makes 2-pt layup from 1 ft,,45,39
162,2,6:33.0,,W. Chandler makes 2-pt jump shot from 12 ft,45,41
163,2,6:12.0,M. Morris makes 2-pt jump shot from 19 ft (assist by B. Jennings),,47,41
164,2,5:55.0,,E. Mudiay misses 2-pt jump shot from 12 ft,47,41
165,2,5:55.0,Defensive rebound by M. Morris,,47,41
166,2,5:51.0,I. Mahinmi makes 2-pt dunk at rim (assist by B. Jennings),,49,41
167,2,5:50.0,,Denver full timeout,49,41
168,2,5:50.0,J. Wall enters the game for B. Jennings,,49,41
169,2,5:50.0,M. Gortat enters the game for K. Oubre,,49,41
170,2,5:50.0,O. Porter enters the game for I. Mahinmi,,49,41
171,2,5:50.0,,J. Nelson enters the game for D. Arthur,49,41
172,2,5:50.0,,M. Plumlee enters the game for J. Murray,49,41
173,2,5:50.0,,J. Hernangómez enters the game for E. Mudiay,49,41
174,2,5:32.0,,G. Harris misses 2-pt layup from 2 ft,49,41
175,2,5:32.0,Defensive rebound by M. Gortat,,49,41
176,2,5:18.0,Turnover by J. Wall (bad pass; steal by J. Hernangómez),,49,41
177,2,5:13.0,,Personal foul by M. Morris (drawn by M. Plumlee),49,41
178,2,5:04.0,,J. Nelson misses 3-pt jump shot from 26 ft,49,41
179,2,5:04.0,Defensive rebound by M. Gortat,,49,41
180,2,4:43.0,B. Beal misses 2-pt jump shot from 20 ft,,49,41
181,2,4:42.0,Offensive rebound by Team,,49,41
182,2,4:37.0,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),,52,41
183,2,4:21.0,,W. Chandler misses 3-pt jump shot from 27 ft,52,41
184,2,4:20.0,Defensive rebound by M. Gortat,,52,41
185,2,4:06.0,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),,54,41
186,2,3:55.0,,G. Harris misses 3-pt jump shot from 24 ft,54,41
187,2,3:54.0,Defensive rebound by M. Gortat,,54,41
188,2,3:53.0,Turnover by M. Gortat (bad pass; steal by J. Hernangómez),,54,41
189,2,3:52.0,,Personal foul by J. Wall,54,41
190,2,3:52.0,,J. Hernangómez misses free throw 1 of 2,54,41
191,2,3:52.0,,Offensive rebound by Team,54,41
192,2,3:52.0,,J. Hernangómez makes free throw 2 of 2,54,42
193,2,3:42.0,M. Gortat makes 2-pt hook shot from 7 ft (assist by J. Wall),,56,42
194,2,3:42.0,,Denver full timeout,56,42
195,2,3:24.0,,M. Plumlee misses 2-pt hook shot from 4 ft,56,42
196,2,3:23.0,Defensive rebound by M. Gortat,,56,42
197,2,3:15.0,O. Porter misses 3-pt jump shot from 24 ft,,56,42
198,2,3:15.0,Offensive rebound by M. Morris,,56,42
199,2,3:10.0,J. Wall misses 3-pt jump shot from 24 ft,,56,42
200,2,3:10.0,Offensive rebound by M. Gortat,,56,42
201,2,3:07.0,M. Gortat misses 2-pt layup from 3 ft,,56,42
202,2,3:07.0,Offensive rebound by M. Gortat,,56,42
203,2,3:01.0,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Gortat),,59,42
204,2,2:39.0,,J. Nelson makes 2-pt layup from 2 ft (assist by M. Plumlee),59,44
205,2,2:18.0,M. Gortat makes 2-pt jump shot from 4 ft (assist by M. Morris),,61,44
206,2,2:14.0,,Turnover by J. Nelson (bad pass; steal by O. Porter),61,44
207,2,2:14.0,Personal foul by J. Nelson (drawn by O. Porter),,61,44
208,2,2:14.0,,D. Arthur enters the game for J. Hernangómez,61,44
209,2,1:58.0,O. Porter makes 2-pt jump shot from 15 ft,,63,44
210,2,1:45.0,,W. Chandler makes 2-pt layup from 3 ft (assist by J. Nelson),63,46
211,2,1:45.0,,Shooting foul by O. Porter (drawn by W. Chandler),63,46
212,2,1:45.0,,W. Chandler misses free throw 1 of 1,63,46
213,2,1:43.0,Defensive rebound by M. Gortat,,63,46
214,2,1:19.0,J. Wall misses 2-pt jump shot from 23 ft,,63,46
215,2,1:18.0,,Defensive rebound by J. Nelson,63,46
216,2,1:12.0,,W. Chandler makes 2-pt jump shot from 6 ft (assist by J. Nelson),63,48
217,2,1:04.0,Washington full timeout,,63,48
218,2,0:56.0,B. Beal misses 2-pt layup from 2 ft,,63,48
219,2,0:54.0,Offensive rebound by J. Wall,,63,48
220,2,0:48.0,Shooting block foul by D. Arthur (drawn by M. Morris),,63,48
221,2,0:48.0,M. Morris makes free throw 1 of 2,,64,48
222,2,0:48.0,B. Jennings enters the game for J. Wall,,64,48
223,2,0:48.0,K. Oubre enters the game for O. Porter,,64,48
224,2,0:48.0,M. Morris makes free throw 2 of 2,,65,48
225,2,0:31.0,,W. Chandler misses 2-pt jump shot from 8 ft,65,48
226,2,0:31.0,,Offensive rebound by M. Plumlee,65,48
227,2,0:31.0,,M. Plumlee makes 2-pt layup from 1 ft,65,50
228,2,0:10.0,B. Beal makes 2-pt layup from 3 ft,,67,50
229,2,0:01.0,,J. Nelson misses 2-pt jump shot from 7 ft,67,50
230,2,0:00.0,,Offensive rebound by Team,67,50
231,3,11:51.0,,Shooting foul by M. Gortat (drawn by M. Plumlee),67,50
232,3,11:51.0,,M. Plumlee makes free throw 1 of 2,67,51
233,3,11:51.0,,M. Plumlee misses free throw 2 of 2,67,51
234,3,11:49.0,Defensive rebound by M. Morris,,67,51
235,3,11:26.0,M. Gortat misses 2-pt jump shot from 12 ft,,67,51
236,3,11:25.0,,Defensive rebound by J. Hernangómez,67,51
237,3,11:23.0,,Turnover by J. Nelson (bad pass),67,51
238,3,11:13.0,Turnover by J. Wall (bad pass; steal by W. Chandler),,67,51
239,3,11:07.0,,W. Chandler makes 2-pt jump shot from 4 ft,67,53
240,3,10:58.0,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),,70,53
241,3,10:46.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by M. Plumlee),70,55
242,3,10:29.0,M. Gortat makes 2-pt jump shot from 10 ft (assist by J. Wall),,72,55
243,3,10:15.0,,Turnover by M. Plumlee (bad pass; steal by O. Porter),72,55
244,3,10:10.0,O. Porter makes 2-pt dunk at rim,,74,55
245,3,9:48.0,,W. Chandler misses 3-pt jump shot from 26 ft,74,55
246,3,9:47.0,Defensive rebound by O. Porter,,74,55
247,3,9:41.0,B. Beal misses 3-pt jump shot from 26 ft,,74,55
248,3,9:40.0,,Defensive rebound by J. Hernangómez,74,55
249,3,9:34.0,,Turnover by J. Hernangómez (bad pass; steal by O. Porter),74,55
250,3,9:31.0,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),,76,55
251,3,9:31.0,,Denver full timeout,76,55
252,3,9:31.0,,W. Barton enters the game for J. Hernangómez,76,55
253,3,9:17.0,,G. Harris makes 2-pt layup from 1 ft,76,57
254,3,8:57.0,B. Beal makes 2-pt layup from 2 ft,,78,57
255,3,8:34.0,,J. Nelson makes 2-pt layup from 2 ft,78,59
256,3,8:13.0,M. Morris makes 2-pt jump shot from 15 ft (assist by O. Porter),,80,59
257,3,7:58.0,,W. Chandler makes 2-pt jump shot from 16 ft (assist by J. Nelson),80,61
258,3,7:46.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,83,61
259,3,7:31.0,,G. Harris makes 2-pt dunk at rim (assist by W. Chandler),83,63
260,3,7:14.0,J. Wall makes 2-pt jump shot from 5 ft,,85,63
261,3,7:06.0,,Shooting foul by O. Porter (drawn by J. Nelson),85,63
262,3,7:06.0,,J. Nelson misses free throw 1 of 2,85,63
263,3,7:06.0,,Offensive rebound by Team,85,63
264,3,7:06.0,,J. Nelson makes free throw 2 of 2,85,64
265,3,6:47.0,B. Beal misses 2-pt jump shot from 18 ft,,85,64
266,3,6:46.0,Offensive rebound by B. Beal,,85,64
267,3,6:39.0,O. Porter makes 2-pt layup from 1 ft (assist by B. Beal),,87,64
268,3,6:15.0,,M. Plumlee misses 2-pt jump shot from 17 ft,87,64
269,3,6:14.0,Defensive rebound by O. Porter,,87,64
270,3,6:06.0,Shooting foul by J. Nelson (drawn by M. Gortat),,87,64
271,3,6:06.0,M. Gortat misses free throw 1 of 2,,87,64
272,3,6:06.0,Offensive rebound by Team,,87,64
273,3,6:06.0,M. Gortat misses free throw 2 of 2,,87,64
274,3,6:06.0,,D. Arthur enters the game for M. Plumlee,87,64
275,3,6:04.0,,Defensive rebound by D. Arthur,87,64
276,3,5:45.0,,W. Chandler makes 2-pt dunk at rim (assist by J. Nelson),87,66
277,3,5:30.0,O. Porter makes 2-pt jump shot from 21 ft (assist by J. Wall),,89,66
278,3,5:16.0,,W. Chandler misses 3-pt jump shot from 24 ft,89,66
279,3,5:13.0,Defensive rebound by B. Beal,,89,66
280,3,5:07.0,Shooting foul by W. Chandler (drawn by M. Gortat),,89,66
281,3,5:07.0,M. Gortat misses free throw 1 of 2,,89,66
282,3,5:07.0,Offensive rebound by Team,,89,66
283,3,5:07.0,M. Gortat makes free throw 2 of 2,,90,66
284,3,4:56.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Nelson),90,69
285,3,4:39.0,Turnover by M. Morris (bad pass),,90,69
286,3,4:23.0,,Turnover by J. Nelson (bad pass),90,69
287,3,4:07.0,J. Wall makes 2-pt dunk at rim,,92,69
288,3,3:57.0,,Turnover by D. Arthur (bad pass),92,69
289,3,3:57.0,,J. Murray enters the game for J. Nelson,92,69
290,3,3:44.0,Turnover by J. Wall (bad pass; steal by W. Barton),,92,69
291,3,3:38.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),92,72
292,3,3:38.0,Washington full timeout,,92,72
293,3,3:38.0,K. Oubre enters the game for M. Morris,,92,72
294,3,3:38.0,B. Bogdanović enters the game for B. Beal,,92,72
295,3,3:14.0,Turnover by Team (shot clock),,92,72
296,3,3:02.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),92,75
297,3,2:48.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,92,75
298,3,2:45.0,,Defensive rebound by W. Chandler,92,75
299,3,2:37.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by G. Harris),92,78
300,3,2:13.0,J. Wall makes 2-pt jump shot from 18 ft,,94,78
301,3,1:59.0,,D. Arthur misses 3-pt jump shot from 26 ft,94,78
302,3,1:57.0,Defensive rebound by M. Gortat,,94,78
303,3,1:40.0,O. Porter makes 3-pt jump shot from 25 ft (assist by K. Oubre),,97,78
304,3,1:28.0,,J. Murray makes 2-pt layup from 2 ft,97,80
305,3,1:16.0,Offensive foul by M. Gortat (drawn by W. Barton),,97,80
306,3,1:16.0,Turnover by M. Gortat (offensive foul),,97,80
307,3,1:16.0,I. Mahinmi enters the game for M. Gortat,,97,80
308,3,0:59.0,,J. Murray makes 2-pt jump shot from 17 ft (assist by W. Chandler),97,82
309,3,0:35.0,J. Wall misses 2-pt jump shot from 22 ft,,97,82
310,3,0:34.0,,Defensive rebound by W. Chandler,97,82
311,3,0:18.0,,J. Murray makes 3-pt jump shot from 25 ft,97,85
312,3,0:05.0,Personal take foul by J. Murray (drawn by J. Wall),,97,85
313,3,0:01.0,J. Wall misses 3-pt jump shot from 25 ft,,97,85
314,3,0:00.0,Offensive rebound by Team,,97,85
315,4,11:45.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,97,85
316,4,11:44.0,,Defensive rebound by J. Hernangómez,97,85
317,4,11:38.0,,J. Murray misses 3-pt jump shot from 23 ft,97,85
318,4,11:38.0,Defensive rebound by K. Oubre,,97,85
319,4,11:18.0,K. Oubre misses 3-pt jump shot from 23 ft,,97,85
320,4,11:17.0,,Defensive rebound by M. Plumlee,97,85
321,4,11:02.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Arthur),97,87
322,4,10:37.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,97,87
323,4,10:37.0,Offensive rebound by Team,,97,87
324,4,10:37.0,B. Beal enters the game for O. Porter,,97,87
325,4,10:25.0,K. Oubre makes 2-pt layup from 1 ft (assist by I. Mahinmi),,99,87
326,4,9:58.0,,J. Murray misses 2-pt jump shot from 9 ft,99,87
327,4,9:56.0,,Offensive rebound by M. Plumlee,99,87
328,4,9:55.0,,W. Barton misses 3-pt jump shot from 24 ft,99,87
329,4,9:54.0,Defensive rebound by Team,,99,87
330,4,9:34.0,Turnover by B. Beal (lost ball),,99,87
331,4,9:22.0,,W. Barton misses 2-pt jump shot from 7 ft,99,87
332,4,9:21.0,Defensive rebound by K. Oubre,,99,87
333,4,9:01.0,K. Oubre misses 2-pt jump shot from 10 ft (block by J. Hernangómez),,99,87
334,4,8:59.0,,Defensive rebound by D. Arthur,99,87
335,4,8:47.0,,Turnover by J. Murray (lost ball; steal by B. Jennings),99,87
336,4,8:41.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by B. Jennings),,101,87
337,4,8:20.0,,D. Arthur misses 2-pt jump shot from 20 ft,101,87
338,4,8:18.0,Defensive rebound by B. Jennings,,101,87
339,4,8:12.0,I. Mahinmi makes 2-pt jump shot from 2 ft (assist by B. Jennings),,103,87
340,4,8:12.0,,Denver full timeout,103,87
341,4,7:51.0,,J. Murray makes 2-pt layup from 3 ft (assist by M. Plumlee),103,89
342,4,7:37.0,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Oubre),,106,89
343,4,7:13.0,,J. Murray makes 3-pt jump shot from 24 ft,106,92
344,4,7:01.0,B. Jennings makes 2-pt jump shot from 6 ft,,108,92
345,4,6:45.0,,Turnover by M. Plumlee (lost ball; steal by I. Mahinmi),108,92
346,4,6:39.0,B. Jennings misses 3-pt jump shot from 27 ft,,108,92
347,4,6:37.0,,Defensive rebound by M. Plumlee,108,92
348,4,6:30.0,,J. Murray misses 3-pt jump shot from 26 ft,108,92
349,4,6:30.0,,Offensive rebound by J. Hernangómez,108,92
350,4,6:26.0,,J. Hernangómez misses 2-pt layup from 1 ft,108,92
351,4,6:24.0,,Offensive rebound by M. Plumlee,108,92
352,4,6:24.0,,M. Plumlee makes 2-pt layup from 2 ft,108,94
353,4,6:08.0,Turnover by I. Mahinmi (lost ball; steal by M. Plumlee),,108,94
354,4,6:08.0,Violation by B. Jennings (kicked ball),,108,94
355,4,6:08.0,,G. Harris enters the game for W. Barton,108,94
356,4,6:07.0,J. Wall enters the game for B. Jennings,,108,94
357,4,6:07.0,M. Gortat enters the game for I. Mahinmi,,108,94
358,4,5:57.0,,J. Murray misses 2-pt jump shot from 18 ft,108,94
359,4,5:57.0,Defensive rebound by B. Bogdanović,,108,94
360,4,5:44.0,M. Gortat misses 2-pt layup from 1 ft,,108,94
361,4,5:43.0,,Defensive rebound by J. Murray,108,94
362,4,5:41.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Murray),108,97
363,4,5:41.0,Washington full timeout,,108,97
364,4,5:41.0,O. Porter enters the game for K. Oubre,,108,97
365,4,5:24.0,B. Beal misses 3-pt jump shot from 25 ft,,108,97
366,4,5:23.0,Offensive rebound by M. Gortat,,108,97
367,4,5:18.0,J. Wall misses 3-pt jump shot from 24 ft,,108,97
368,4,5:17.0,,Defensive rebound by M. Plumlee,108,97
369,4,5:07.0,,M. Plumlee misses 2-pt jump shot from 4 ft,108,97
370,4,5:06.0,,Offensive rebound by M. Plumlee,108,97
371,4,5:05.0,Loose ball foul by O. Porter (drawn by D. Arthur),,108,97
372,4,5:05.0,M. Morris enters the game for B. Bogdanović,,108,97
373,4,4:45.0,,J. Murray misses 2-pt jump shot from 15 ft,108,97
374,4,4:45.0,Defensive rebound by M. Gortat,,108,97
375,4,4:30.0,J. Wall makes 2-pt jump shot from 15 ft,,110,97
376,4,4:05.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),110,100
377,4,3:47.0,O. Porter makes 2-pt jump shot from 21 ft (assist by J. Wall),,112,100
378,4,3:33.0,,M. Plumlee misses 2-pt layup from 3 ft,112,100
379,4,3:32.0,Defensive rebound by M. Morris,,112,100
380,4,3:32.0,Personal foul by M. Plumlee (drawn by M. Gortat),,112,100
