,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PORTLAND_ACTION,CHICAGO_SCORE,PORTLAND_SCORE
38,1,8:20.0,Violation by Team (jump ball),,13,2
39,1,8:06.0,,M. Harkless misses 3-pt jump shot from 24 ft,13,2
40,1,8:05.0,Defensive rebound by J. Grant,,13,2
41,1,7:49.0,R. Lopez misses 2-pt hook shot from 7 ft,,13,2
42,1,7:48.0,,Defensive rebound by D. Lillard,13,2
43,1,7:37.0,,C. McCollum misses 2-pt jump shot from 7 ft,13,2
44,1,7:36.0,Defensive rebound by R. Lopez,,13,2
45,1,7:24.0,T. Gibson misses 2-pt jump shot from 7 ft,,13,2
46,1,7:23.0,,Defensive rebound by M. Leonard,13,2
47,1,7:14.0,,D. Lillard misses 2-pt layup from 2 ft,13,2
48,1,7:13.0,,Offensive rebound by M. Harkless,13,2
49,1,7:13.0,,M. Harkless misses 2-pt layup from 1 ft,13,2
50,1,7:11.0,,Offensive rebound by C. McCollum,13,2
51,1,7:08.0,,D. Lillard misses 3-pt jump shot from 24 ft,13,2
52,1,7:07.0,Defensive rebound by D. Wade,,13,2
53,1,6:58.0,D. Wade misses 2-pt jump shot from 21 ft,,13,2
54,1,6:57.0,Offensive rebound by J. Butler,,13,2
55,1,6:54.0,J. Butler misses 2-pt layup from 2 ft (block by M. Leonard),,13,2
56,1,6:53.0,,Defensive rebound by C. McCollum,13,2
57,1,6:48.0,,C. McCollum makes 2-pt layup from 2 ft,13,4
58,1,6:40.0,J. Butler makes 2-pt jump shot from 8 ft,,15,4
59,1,6:28.0,,M. Leonard misses 3-pt jump shot from 25 ft,15,4
60,1,6:27.0,Defensive rebound by J. Grant,,15,4
61,1,6:14.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by J. Grant),,17,4
62,1,5:53.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by M. Plumlee),17,7
63,1,5:33.0,J. Butler makes 3-pt jump shot from 23 ft,,20,7
64,1,5:16.0,,D. Lillard misses 2-pt jump shot from 14 ft,20,7
65,1,5:15.0,Defensive rebound by D. Wade,,20,7
66,1,5:04.0,D. Wade makes 2-pt layup from 3 ft (assist by J. Butler),,22,7
67,1,5:03.0,,Portland full timeout,22,7
68,1,5:03.0,I. Canaan enters the game for D. Wade,,22,7
69,1,5:03.0,,E. Turner enters the game for C. McCollum,22,7
70,1,5:03.0,,A. Crabbe enters the game for M. Plumlee,22,7
71,1,4:42.0,,M. Leonard misses 2-pt hook shot from 4 ft,22,7
72,1,4:42.0,Defensive rebound by J. Butler,,22,7
73,1,4:33.0,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Butler),,24,7
74,1,4:15.0,,A. Crabbe makes 2-pt jump shot from 18 ft (assist by D. Lillard),24,9
75,1,3:52.0,I. Canaan misses 3-pt jump shot from 23 ft,,24,9
76,1,3:51.0,,Defensive rebound by D. Lillard,24,9
77,1,3:40.0,,M. Leonard misses 3-pt jump shot from 25 ft,24,9
78,1,3:39.0,Defensive rebound by T. Gibson,,24,9
79,1,3:29.0,J. Butler makes 2-pt jump shot from 15 ft,,26,9
80,1,3:11.0,,Turnover by M. Leonard (lost ball; steal by J. Grant),26,9
81,1,3:06.0,J. Grant makes 2-pt dunk at rim,,28,9
82,1,2:49.0,,A. Crabbe misses 3-pt jump shot from 25 ft,28,9
83,1,2:49.0,Defensive rebound by J. Butler,,28,9
84,1,2:34.0,T. Gibson makes 2-pt layup from 2 ft,,30,9
85,1,2:18.0,,D. Lillard misses 2-pt layup from 2 ft,30,9
86,1,2:17.0,Defensive rebound by R. Lopez,,30,9
87,1,2:06.0,T. Gibson misses 2-pt hook shot from 6 ft,,30,9
88,1,2:05.0,,Defensive rebound by M. Leonard,30,9
89,1,1:53.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by M. Harkless),30,12
90,1,1:44.0,Chicago full timeout,,30,12
91,1,1:44.0,,C. McCollum enters the game for D. Lillard,30,12
92,1,1:44.0,,N. Vonleh enters the game for M. Leonard,30,12
93,1,1:44.0,,E. Davis enters the game for M. Harkless,30,12
94,1,1:44.0,N. Mirotić enters the game for T. Gibson,,30,12
95,1,1:37.0,J. Butler misses 2-pt jump shot from 18 ft,,30,12
96,1,1:36.0,Offensive rebound by J. Butler,,30,12
97,1,1:26.0,J. Grant misses 2-pt layup from 2 ft,,30,12
98,1,1:26.0,Offensive rebound by R. Lopez,,30,12
99,1,1:26.0,,Loose ball foul by N. Vonleh (drawn by R. Lopez),30,12
100,1,1:26.0,R. Lopez makes 2-pt layup from 1 ft,,32,12
101,1,1:26.0,R. Lopez makes free throw 1 of 1,,33,12
102,1,1:11.0,,A. Crabbe makes 2-pt jump shot from 17 ft (assist by C. McCollum),33,14
103,1,0:57.0,R. Lopez misses 2-pt hook shot from 4 ft,,33,14
104,1,0:56.0,,Defensive rebound by N. Vonleh,33,14
105,1,0:44.0,,E. Turner misses 2-pt jump shot from 12 ft,33,14
106,1,0:44.0,Defensive rebound by J. Butler,,33,14
107,1,0:36.0,Shooting foul by E. Turner (drawn by J. Butler),,33,14
108,1,0:36.0,J. Butler makes free throw 1 of 2,,34,14
109,1,0:36.0,D. Valentine enters the game for J. Grant,,34,14
110,1,0:36.0,J. Butler makes free throw 2 of 2,,35,14
111,1,0:21.0,,A. Crabbe misses 3-pt jump shot from 23 ft,35,14
112,1,0:21.0,,Offensive rebound by N. Vonleh,35,14
113,1,0:05.0,,Personal take foul by I. Canaan (drawn by C. McCollum),35,14
114,1,0:03.0,,Turnover by N. Vonleh (bad pass),35,14
115,1,0:01.0,J. Butler misses 2-pt jump shot from 21 ft,,35,14
116,1,0:00.0,Offensive rebound by Team,,35,14
117,2,11:44.0,,N. Vonleh misses 3-pt jump shot from 23 ft,35,14
118,2,11:43.0,Defensive rebound by I. Canaan,,35,14
119,2,11:30.0,D. Wade misses 2-pt jump shot from 16 ft,,35,14
120,2,11:29.0,,Defensive rebound by E. Turner,35,14
121,2,11:21.0,,E. Turner misses 2-pt jump shot from 6 ft,35,14
122,2,11:20.0,Defensive rebound by N. Mirotić,,35,14
123,2,11:06.0,I. Canaan makes 2-pt jump shot from 6 ft (assist by D. Valentine),,37,14
124,2,10:49.0,,A. Crabbe misses 3-pt jump shot from 25 ft,37,14
125,2,10:48.0,Defensive rebound by D. Valentine,,37,14
126,2,10:48.0,,Loose ball foul by E. Davis (drawn by N. Mirotić),37,14
127,2,10:37.0,D. Wade makes 2-pt jump shot from 7 ft,,39,14
128,2,10:19.0,,E. Turner makes 2-pt jump shot from 15 ft,39,16
129,2,10:04.0,N. Mirotić misses 3-pt jump shot from 27 ft,,39,16
130,2,10:03.0,,Defensive rebound by E. Davis,39,16
131,2,9:50.0,,E. Turner makes 2-pt jump shot from 8 ft,39,18
132,2,9:33.0,B. Portis misses 2-pt layup from 2 ft,,39,18
133,2,9:32.0,,Defensive rebound by E. Turner,39,18
134,2,9:24.0,,E. Davis makes 2-pt hook shot from 5 ft (assist by E. Turner),39,20
135,2,9:07.0,D. Wade misses 2-pt layup from 3 ft,,39,20
136,2,9:07.0,,Defensive rebound by Team,39,20
137,2,9:07.0,Loose ball foul by B. Portis (drawn by E. Turner),,39,20
138,2,8:53.0,,A. Crabbe misses 2-pt jump shot from 4 ft,39,20
139,2,8:51.0,Defensive rebound by N. Mirotić,,39,20
140,2,8:50.0,,Technical foul by Team,39,20
141,2,8:50.0,Official timeout,,39,20
142,2,8:50.0,D. Wade misses technical free throw,,39,20
143,2,8:50.0,Offensive rebound by Team,,39,20
144,2,8:38.0,D. Wade makes 2-pt jump shot from 15 ft,,41,20
145,2,8:22.0,,C. McCollum misses 2-pt jump shot from 4 ft,41,20
146,2,8:22.0,Defensive rebound by Team,,41,20
147,2,8:22.0,,Loose ball foul by E. Davis (drawn by B. Portis),41,20
148,2,8:22.0,,D. Lillard enters the game for N. Vonleh,41,20
149,2,8:12.0,Shooting foul by A. Crabbe (drawn by D. Wade),,41,20
150,2,8:12.0,D. Wade makes free throw 1 of 2,,42,20
151,2,8:12.0,D. Wade misses free throw 2 of 2,,42,20
152,2,8:10.0,,Defensive rebound by E. Turner,42,20
153,2,8:00.0,,E. Turner misses 3-pt jump shot from 24 ft,42,20
154,2,7:59.0,,Offensive rebound by E. Davis,42,20
155,2,7:58.0,,E. Davis makes 2-pt dunk at rim,42,22
156,2,7:31.0,I. Canaan misses 2-pt jump shot from 20 ft,,42,22
157,2,7:31.0,Offensive rebound by B. Portis,,42,22
158,2,7:29.0,Turnover by B. Portis (lost ball; steal by C. McCollum),,42,22
159,2,7:23.0,,C. McCollum misses 2-pt jump shot from 4 ft,42,22
160,2,7:22.0,Defensive rebound by B. Portis,,42,22
161,2,7:14.0,D. Wade misses 2-pt jump shot from 13 ft,,42,22
162,2,7:13.0,,Defensive rebound by D. Lillard,42,22
163,2,7:04.0,,D. Lillard misses 2-pt layup from 2 ft,42,22
164,2,7:04.0,,Offensive rebound by E. Davis,42,22
165,2,7:04.0,,E. Davis makes 2-pt dunk at rim,42,24
166,2,7:04.0,,Shooting foul by D. Valentine (drawn by E. Davis),42,24
167,2,7:04.0,,E. Davis misses free throw 1 of 1,42,24
168,2,7:04.0,J. Butler enters the game for D. Wade,,42,24
169,2,7:04.0,T. Gibson enters the game for B. Portis,,42,24
170,2,7:03.0,Defensive rebound by N. Mirotić,,42,24
171,2,6:47.0,J. Butler misses 2-pt jump shot from 20 ft,,42,24
172,2,6:46.0,,Defensive rebound by E. Davis,42,24
173,2,6:40.0,,C. McCollum makes 2-pt jump shot from 12 ft (assist by D. Lillard),42,26
174,2,6:39.0,Chicago full timeout,,42,26
175,2,6:39.0,J. Grant enters the game for I. Canaan,,42,26
176,2,6:39.0,R. Lopez enters the game for N. Mirotić,,42,26
177,2,6:39.0,,M. Harkless enters the game for C. McCollum,42,26
178,2,6:23.0,J. Butler makes 2-pt dunk at rim (assist by R. Lopez),,44,26
179,2,6:08.0,,Personal foul by D. Valentine (drawn by E. Turner),44,26
180,2,6:01.0,,D. Lillard makes 2-pt layup from 2 ft,44,28
181,2,5:39.0,J. Butler makes 2-pt jump shot from 10 ft,,46,28
182,2,5:21.0,,E. Turner misses 2-pt jump shot from 14 ft,46,28
183,2,5:20.0,,Offensive rebound by E. Davis,46,28
184,2,5:20.0,,M. Plumlee enters the game for E. Davis,46,28
185,2,5:07.0,,M. Plumlee misses 2-pt jump shot from 19 ft,46,28
186,2,5:06.0,Defensive rebound by T. Gibson,,46,28
187,2,4:56.0,Shooting foul by M. Plumlee (drawn by J. Grant),,46,28
188,2,4:56.0,J. Grant makes free throw 1 of 2,,47,28
189,2,4:56.0,J. Grant makes free throw 2 of 2,,48,28
190,2,4:41.0,,D. Lillard misses 3-pt jump shot from 25 ft,48,28
191,2,4:39.0,,Offensive rebound by M. Plumlee,48,28
192,2,4:30.0,,Turnover by M. Plumlee (bad pass; steal by J. Grant),48,28
193,2,4:21.0,T. Gibson misses 2-pt jump shot from 3 ft,,48,28
194,2,4:21.0,Offensive rebound by T. Gibson,,48,28
195,2,4:21.0,T. Gibson misses 2-pt layup from 3 ft,,48,28
196,2,4:19.0,,Defensive rebound by E. Turner,48,28
197,2,4:09.0,,E. Turner misses 3-pt jump shot from 25 ft,48,28
198,2,4:08.0,Defensive rebound by D. Valentine,,48,28
199,2,3:49.0,R. Lopez misses 2-pt hook shot from 4 ft,,48,28
200,2,3:49.0,,Defensive rebound by Team,48,28
201,2,3:49.0,Loose ball foul by R. Lopez (drawn by M. Plumlee),,48,28
202,2,3:49.0,,C. McCollum enters the game for E. Turner,48,28
203,2,3:49.0,D. Wade enters the game for D. Valentine,,48,28
204,2,3:40.0,,D. Lillard makes 2-pt layup from 2 ft (assist by M. Plumlee),48,30
205,2,3:25.0,D. Wade misses 2-pt jump shot from 4 ft,,48,30
206,2,3:24.0,,Defensive rebound by M. Plumlee,48,30
207,2,3:15.0,,A. Crabbe misses 2-pt jump shot from 20 ft,48,30
208,2,3:14.0,Defensive rebound by Team,,48,30
209,2,2:58.0,Turnover by D. Wade (bad pass; steal by M. Plumlee),,48,30
210,2,2:49.0,,M. Harkless misses 2-pt layup from 3 ft (block by R. Lopez),48,30
211,2,2:48.0,,Offensive rebound by M. Plumlee,48,30
212,2,2:41.0,,Personal foul by D. Wade (drawn by M. Plumlee),48,30
213,2,2:41.0,,Portland full timeout,48,30
214,2,2:41.0,,M. Plumlee makes free throw 1 of 2,48,31
215,2,2:41.0,,M. Plumlee misses free throw 2 of 2,48,31
216,2,2:39.0,Defensive rebound by T. Gibson,,48,31
217,2,2:24.0,Shooting foul by M. Harkless (drawn by T. Gibson),,48,31
218,2,2:24.0,T. Gibson makes free throw 1 of 2,,49,31
219,2,2:24.0,T. Gibson misses free throw 2 of 2,,49,31
220,2,2:23.0,,Defensive rebound by M. Harkless,49,31
221,2,2:14.0,,C. McCollum misses 2-pt jump shot from 5 ft,49,31
222,2,2:14.0,,Offensive rebound by M. Plumlee,49,31
223,2,2:14.0,,M. Plumlee makes 2-pt layup at rim,49,33
224,2,1:52.0,J. Grant misses 2-pt jump shot from 12 ft (block by A. Crabbe),,49,33
225,2,1:52.0,Offensive rebound by Team,,49,33
226,2,1:48.0,J. Butler makes 2-pt jump shot from 6 ft (assist by J. Grant),,51,33
227,2,1:23.0,,D. Lillard misses 2-pt layup from 2 ft,51,33
228,2,1:22.0,Defensive rebound by R. Lopez,,51,33
229,2,1:17.0,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),,53,33
230,2,1:17.0,Shooting foul by M. Harkless (drawn by T. Gibson),,53,33
231,2,1:17.0,,M. Leonard enters the game for M. Harkless,53,33
232,2,1:17.0,N. Mirotić enters the game for R. Lopez,,53,33
233,2,1:17.0,T. Gibson makes free throw 1 of 1,,54,33
234,2,1:08.0,Violation by T. Gibson (kicked ball),,54,33
235,2,1:00.0,,C. McCollum makes 2-pt jump shot from 3 ft,54,35
236,2,0:44.0,Shooting foul by M. Leonard (drawn by J. Grant),,54,35
237,2,0:44.0,J. Grant makes free throw 1 of 2,,55,35
238,2,0:44.0,J. Grant makes free throw 2 of 2,,56,35
239,2,0:35.0,,M. Leonard misses 3-pt jump shot from 25 ft,56,35
240,2,0:34.0,,Offensive rebound by Team,56,35
241,2,0:34.0,Loose ball foul by T. Gibson (drawn by M. Plumlee),,56,35
242,2,0:34.0,,M. Plumlee misses free throw 1 of 2,56,35
243,2,0:34.0,,Offensive rebound by Team,56,35
244,2,0:34.0,,M. Plumlee misses free throw 2 of 2,56,35
245,2,0:33.0,Defensive rebound by N. Mirotić,,56,35
246,2,0:16.0,J. Butler misses 2-pt jump shot from 5 ft,,56,35
247,2,0:14.0,Offensive rebound by T. Gibson,,56,35
248,2,0:14.0,Turnover by T. Gibson (lost ball),,56,35
249,2,0:05.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),56,37
250,2,0:00.0,J. Grant misses 3-pt jump shot from 26 ft,,56,37
251,2,0:00.0,Offensive rebound by Team,,56,37
252,3,11:44.0,,M. Plumlee misses 2-pt jump shot from 20 ft,56,37
253,3,11:44.0,Defensive rebound by T. Gibson,,56,37
254,3,11:24.0,R. Lopez misses 2-pt dunk at rim (block by M. Plumlee),,56,37
255,3,11:24.0,,Defensive rebound by M. Harkless,56,37
256,3,11:13.0,,Turnover by C. McCollum (bad pass; steal by J. Grant),56,37
257,3,11:08.0,J. Grant makes 2-pt layup at rim,,58,37
258,3,10:49.0,,M. Harkless misses 2-pt layup from 2 ft,58,37
259,3,10:48.0,,Offensive rebound by M. Plumlee,58,37
260,3,10:43.0,,M. Leonard misses 3-pt jump shot from 25 ft,58,37
261,3,10:42.0,Defensive rebound by J. Grant,,58,37
262,3,10:28.0,R. Lopez makes 2-pt hook shot from 5 ft,,60,37
263,3,10:14.0,,D. Lillard misses 3-pt jump shot from 25 ft,60,37
264,3,10:14.0,Defensive rebound by T. Gibson,,60,37
265,3,10:00.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by J. Butler),,62,37
266,3,9:46.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Plumlee),62,40
267,3,9:32.0,J. Grant misses 2-pt jump shot from 10 ft,,62,40
268,3,9:31.0,Offensive rebound by R. Lopez,,62,40
269,3,9:31.0,R. Lopez misses 2-pt layup from 1 ft,,62,40
270,3,9:30.0,,Defensive rebound by M. Harkless,62,40
271,3,9:21.0,,Personal foul by J. Grant (drawn by D. Lillard),62,40
272,3,9:10.0,,M. Harkless misses 3-pt jump shot from 25 ft,62,40
273,3,9:09.0,Defensive rebound by D. Wade,,62,40
274,3,8:58.0,Turnover by T. Gibson (lost ball; steal by M. Harkless),,62,40
275,3,8:51.0,,D. Lillard makes 2-pt jump shot from 10 ft,62,42
276,3,8:38.0,Shooting foul by M. Harkless (drawn by J. Butler),,62,42
277,3,8:38.0,J. Butler makes free throw 1 of 2,,63,42
278,3,8:38.0,J. Butler makes free throw 2 of 2,,64,42
279,3,8:26.0,,Turnover by D. Lillard (lost ball; steal by J. Grant),64,42
280,3,8:21.0,D. Wade makes 2-pt dunk at rim (assist by J. Butler),,66,42
281,3,8:21.0,,Portland full timeout,66,42
282,3,8:21.0,,A. Crabbe enters the game for M. Leonard,66,42
283,3,8:08.0,,Personal foul by J. Butler (drawn by C. McCollum),66,42
284,3,8:00.0,,D. Lillard misses 2-pt jump shot from 16 ft,66,42
285,3,7:59.0,,Offensive rebound by M. Harkless,66,42
286,3,7:58.0,,M. Harkless misses 2-pt layup from 3 ft (block by T. Gibson),66,42
287,3,7:57.0,,Offensive rebound by M. Harkless,66,42
288,3,7:54.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. McCollum),66,45
289,3,7:28.0,R. Lopez misses 3-pt jump shot from 23 ft,,66,45
290,3,7:28.0,,Defensive rebound by M. Plumlee,66,45
291,3,7:21.0,,C. McCollum misses 2-pt jump shot from 7 ft,66,45
292,3,7:20.0,Defensive rebound by R. Lopez,,66,45
293,3,7:15.0,Shooting foul by C. McCollum (drawn by J. Butler),,66,45
294,3,7:15.0,J. Butler makes free throw 1 of 2,,67,45
295,3,7:15.0,J. Butler makes free throw 2 of 2,,68,45
296,3,7:02.0,,M. Plumlee misses 2-pt jump shot from 19 ft,68,45
297,3,7:01.0,Defensive rebound by J. Butler,,68,45
298,3,6:52.0,Turnover by J. Butler (bad pass; steal by D. Lillard),,68,45
299,3,6:51.0,,Shooting foul by D. Wade (drawn by D. Lillard),68,45
300,3,6:51.0,,D. Lillard makes free throw 1 of 2,68,46
301,3,6:51.0,,D. Lillard makes free throw 2 of 2,68,47
302,3,6:38.0,D. Wade makes 2-pt jump shot from 14 ft,,70,47
303,3,6:23.0,,C. McCollum makes 2-pt jump shot from 13 ft (assist by M. Plumlee),70,49
304,3,6:02.0,J. Grant misses 3-pt jump shot from 26 ft,,70,49
305,3,6:00.0,,Defensive rebound by A. Crabbe,70,49
306,3,5:54.0,,D. Lillard makes 2-pt layup from 2 ft,70,51
307,3,5:54.0,Chicago full timeout,,70,51
308,3,5:54.0,I. Canaan enters the game for D. Wade,,70,51
309,3,5:33.0,R. Lopez misses 2-pt dunk at rim (block by M. Harkless),,70,51
310,3,5:31.0,Offensive rebound by T. Gibson,,70,51
311,3,5:31.0,T. Gibson makes 2-pt layup from 1 ft,,72,51
312,3,5:14.0,,M. Plumlee makes 2-pt hook shot from 3 ft (assist by D. Lillard),72,53
313,3,4:50.0,J. Grant makes 2-pt layup from 2 ft,,74,53
314,3,4:39.0,,Personal block foul by I. Canaan (drawn by C. McCollum),74,53
315,3,4:32.0,,C. McCollum makes 3-pt jump shot from 24 ft,74,56
316,3,4:10.0,Turnover by J. Butler (lost ball; steal by M. Harkless),,74,56
317,3,3:57.0,,C. McCollum misses 3-pt jump shot from 24 ft,74,56
318,3,3:57.0,Defensive rebound by J. Butler,,74,56
319,3,3:50.0,,Offensive charge foul by J. Butler (drawn by M. Plumlee),74,56
320,3,3:50.0,Turnover by J. Butler (offensive foul),,74,56
321,3,3:50.0,,E. Turner enters the game for M. Harkless,74,56
322,3,3:37.0,,A. Crabbe misses 3-pt jump shot from 25 ft,74,56
323,3,3:36.0,Defensive rebound by J. Butler,,74,56
324,3,3:26.0,J. Butler makes 2-pt jump shot from 20 ft,,76,56
325,3,2:52.0,,M. Plumlee misses 2-pt layup at rim,76,56
326,3,2:50.0,Defensive rebound by J. Butler,,76,56
327,3,2:39.0,N. Mirotić enters the game for T. Gibson,,76,56
328,3,2:39.0,,E. Davis enters the game for M. Plumlee,76,56
329,3,2:36.0,R. Lopez misses 2-pt jump shot from 20 ft,,76,56
330,3,2:36.0,,Defensive rebound by E. Davis,76,56
331,3,2:18.0,,E. Turner misses 2-pt layup from 1 ft,76,56
332,3,2:17.0,Defensive rebound by N. Mirotić,,76,56
333,3,2:06.0,J. Grant misses 2-pt jump shot from 10 ft,,76,56
334,3,2:05.0,,Defensive rebound by A. Crabbe,76,56
335,3,1:59.0,,D. Lillard makes 2-pt layup from 1 ft,76,58
336,3,1:42.0,R. Lopez misses 2-pt jump shot from 19 ft,,76,58
337,3,1:41.0,Offensive rebound by J. Butler,,76,58
338,3,1:34.0,J. Grant misses 3-pt jump shot from 23 ft,,76,58
339,3,1:31.0,,Defensive rebound by C. McCollum,76,58
340,3,1:27.0,Offensive charge foul by C. McCollum (drawn by I. Canaan),,76,58
341,3,1:27.0,,Turnover by C. McCollum (offensive foul),76,58
342,3,1:27.0,,P. Connaughton enters the game for C. McCollum,76,58
343,3,1:27.0,D. Wade enters the game for J. Butler,,76,58
344,3,1:16.0,D. Wade misses 2-pt jump shot from 14 ft,,76,58
345,3,1:15.0,Offensive rebound by R. Lopez,,76,58
346,3,1:07.0,N. Mirotić makes 2-pt jump shot from 21 ft,,78,58
347,3,0:54.0,,D. Lillard makes 3-pt jump shot from 24 ft,78,61
348,3,0:39.0,J. Grant makes 3-pt jump shot from 22 ft (assist by D. Wade),,81,61
349,3,0:30.0,,Turnover by D. Lillard (bad pass; steal by J. Grant),81,61
350,3,0:27.0,J. Grant makes 2-pt dunk at rim,,83,61
351,3,0:06.0,,E. Davis makes 2-pt jump shot from 7 ft (assist by P. Connaughton),83,63
352,3,0:00.0,D. Wade misses 2-pt jump shot from 20 ft,,83,63
353,3,0:00.0,,Defensive rebound by A. Crabbe,83,63
354,4,11:42.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. Wade),,86,63
355,4,11:22.0,,Shooting foul by D. Valentine (drawn by E. Turner),86,63
356,4,11:22.0,,E. Turner makes free throw 1 of 2,86,64
357,4,11:22.0,,E. Turner makes free throw 2 of 2,86,65
358,4,11:07.0,N. Mirotić misses 3-pt jump shot from 23 ft,,86,65
359,4,11:05.0,Offensive rebound by B. Portis,,86,65
360,4,11:02.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by B. Portis),,89,65
361,4,10:49.0,,E. Davis misses 2-pt layup from 2 ft,89,65
362,4,10:48.0,Defensive rebound by D. Valentine,,89,65
363,4,10:37.0,B. Portis misses 2-pt jump shot from 17 ft,,89,65
364,4,10:36.0,,Defensive rebound by E. Davis,89,65
365,4,10:28.0,,E. Turner makes 2-pt layup from 2 ft,89,67
366,4,10:12.0,N. Mirotić makes 3-pt jump shot from 28 ft (assist by D. Wade),,92,67
367,4,9:53.0,,D. Lillard misses 2-pt jump shot from 9 ft,92,67
368,4,9:52.0,,Offensive rebound by A. Crabbe,92,67
369,4,9:49.0,,A. Crabbe makes 3-pt jump shot from 25 ft,92,70
370,4,9:33.0,B. Portis misses 2-pt layup from 1 ft,,92,70
371,4,9:33.0,,Defensive rebound by P. Connaughton,92,70
372,4,9:22.0,,A. Crabbe makes 2-pt jump shot from 21 ft,92,72
373,4,9:07.0,Shooting foul by E. Davis (drawn by D. Wade),,92,72
374,4,9:07.0,D. Wade makes free throw 1 of 2,,93,72
375,4,9:07.0,,C. McCollum enters the game for P. Connaughton,93,72
376,4,9:07.0,D. Wade makes free throw 2 of 2,,94,72
377,4,8:58.0,,Offensive foul by E. Davis (drawn by D. Wade),94,72
378,4,8:58.0,,Turnover by E. Davis (offensive foul),94,72
379,4,8:58.0,Official timeout,,94,72
380,4,8:58.0,,M. Harkless enters the game for E. Turner,94,72
381,4,8:58.0,J. Butler enters the game for D. Valentine,,94,72
382,4,8:40.0,B. Portis makes 2-pt dunk at rim (assist by D. Wade),,96,72
383,4,8:24.0,,Turnover by E. Davis (bad pass),96,72
384,4,8:08.0,,Violation by E. Davis (kicked ball),96,72
385,4,7:59.0,J. Butler makes 2-pt layup from 1 ft,,98,72
386,4,7:51.0,,Shooting foul by B. Portis (drawn by D. Lillard),98,72
387,4,7:51.0,,D. Lillard makes free throw 1 of 2,98,73
388,4,7:51.0,,D. Lillard makes free throw 2 of 2,98,74
389,4,7:32.0,I. Canaan misses 3-pt jump shot from 23 ft,,98,74
390,4,7:31.0,,Defensive rebound by M. Harkless,98,74
