,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
106,2,10:13.0,C. Joseph misses 2-pt jump shot from 21 ft,,35,29
107,2,10:11.0,,Defensive rebound by L. Stephenson,35,29
108,2,10:04.0,,Turnover by N. Bjelica (lost ball; steal by J. Poeltl),35,29
109,2,10:00.0,Shooting block foul by T. Jones (drawn by C. Joseph),,35,29
110,2,10:00.0,C. Joseph makes free throw 1 of 2,,36,29
111,2,10:00.0,C. Joseph makes free throw 2 of 2,,37,29
112,2,9:45.0,,L. Stephenson makes 2-pt jump shot from 20 ft,37,31
113,2,9:31.0,T. Ross makes 2-pt jump shot from 10 ft,,39,31
114,2,9:11.0,,S. Muhammad makes 2-pt jump shot from 11 ft,39,33
115,2,8:53.0,J. Poeltl makes 2-pt layup from 1 ft (assist by C. Joseph),,41,33
116,2,8:34.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by L. Stephenson),41,36
117,2,8:23.0,Turnover by K. Lowry (lost ball; steal by T. Jones),,41,36
118,2,8:20.0,Violation by K. Lowry (def goaltending),,41,36
119,2,8:20.0,,T. Jones makes 2-pt layup from 1 ft,41,38
120,2,8:05.0,K. Lowry makes 3-pt jump shot from 25 ft,,44,38
121,2,7:45.0,,L. Stephenson misses 2-pt jump shot from 14 ft,44,38
122,2,7:44.0,Defensive rebound by J. Poeltl,,44,38
123,2,7:29.0,T. Ross misses 3-pt jump shot from 25 ft,,44,38
124,2,7:28.0,Offensive rebound by J. Poeltl,,44,38
125,2,7:20.0,Shooting foul by C. Aldrich (drawn by K. Lowry),,44,38
126,2,7:20.0,Toronto full timeout,,44,38
127,2,7:20.0,K. Lowry makes free throw 1 of 2,,45,38
128,2,7:20.0,,G. Dieng enters the game for C. Aldrich,44,38
129,2,7:20.0,K. Lowry misses free throw 2 of 2,,45,38
130,2,7:20.0,,Defensive rebound by G. Dieng,45,38
131,2,7:13.0,,T. Jones misses 3-pt jump shot from 25 ft,45,38
132,2,7:11.0,Defensive rebound by C. Joseph,,45,38
133,2,7:07.0,T. Ross makes 2-pt dunk at rim (assist by C. Joseph),,47,38
134,2,6:45.0,,L. Stephenson makes 2-pt jump shot from 17 ft,47,40
135,2,6:28.0,T. Ross misses 3-pt jump shot from 25 ft,,47,40
136,2,6:27.0,,Defensive rebound by L. Stephenson,47,40
137,2,6:19.0,,Personal foul by L. Nogueira (drawn by N. Bjelica),47,40
138,2,6:19.0,,R. Rubio enters the game for T. Jones,47,40
139,2,6:19.0,,A. Wiggins enters the game for S. Muhammad,47,40
140,2,6:19.0,D. DeRozan enters the game for C. Joseph,,47,40
141,2,6:19.0,,K. Towns enters the game for N. Bjelica,47,40
142,2,6:19.0,D. Carroll enters the game for T. Ross,,47,40
143,2,6:19.0,J. Valančiūnas enters the game for J. Poeltl,,47,40
144,2,6:12.0,,L. Stephenson misses 2-pt jump shot from 14 ft,47,40
145,2,6:12.0,Defensive rebound by Team,,47,40
146,2,5:57.0,K. Lowry makes 3-pt jump shot from 25 ft,,50,40
147,2,5:39.0,,K. Towns misses 2-pt layup from 1 ft,50,40
148,2,5:37.0,Defensive rebound by J. Valančiūnas,,50,40
149,2,5:23.0,,Offensive charge foul by D. DeRozan (drawn by R. Rubio),50,40
150,2,5:23.0,Turnover by D. DeRozan (offensive foul),,50,40
151,2,5:23.0,,Minnesota full timeout,50,40
152,2,5:23.0,P. Siakam enters the game for L. Nogueira,,50,40
153,2,5:13.0,,Shooting foul by D. DeRozan (drawn by K. Towns),50,40
154,2,5:13.0,,K. Towns makes free throw 1 of 2,50,41
155,2,5:13.0,,K. Towns makes free throw 2 of 2,50,42
156,2,4:56.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,53,42
157,2,4:41.0,,R. Rubio misses 2-pt jump shot from 20 ft,53,42
158,2,4:40.0,Defensive rebound by D. Carroll,,53,42
159,2,4:31.0,Turnover by K. Lowry (bad pass; steal by K. Towns),,53,42
160,2,4:23.0,,R. Rubio misses 2-pt jump shot from 16 ft,53,42
161,2,4:22.0,,Offensive rebound by G. Dieng,53,42
162,2,4:16.0,,Turnover by A. Wiggins (lost ball; steal by D. DeRozan),53,42
163,2,4:12.0,,B. Rush enters the game for L. Stephenson,53,42
164,2,3:57.0,D. DeRozan makes 2-pt jump shot from 8 ft,,55,42
165,2,3:35.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by A. Wiggins),55,45
166,2,3:07.0,D. Carroll makes 2-pt layup at rim,,57,45
167,2,2:51.0,,A. Wiggins makes 2-pt jump shot from 15 ft,57,47
168,2,2:39.0,Shooting foul by G. Dieng (drawn by P. Siakam),,57,47
169,2,2:39.0,Toronto full timeout,,57,47
170,2,2:39.0,P. Siakam misses free throw 1 of 2,,57,47
171,2,2:39.0,Offensive rebound by Team,,57,47
172,2,2:39.0,C. Joseph enters the game for K. Lowry,,57,47
173,2,2:39.0,P. Siakam makes free throw 2 of 2,,58,47
174,2,2:20.0,,G. Dieng misses 2-pt jump shot from 17 ft,58,47
175,2,2:19.0,,Offensive rebound by K. Towns,58,47
176,2,2:08.0,,B. Rush misses 2-pt jump shot from 21 ft,58,47
177,2,2:07.0,Defensive rebound by D. Carroll,,58,47
178,2,2:02.0,Turnover by C. Joseph (bad pass),,58,47
179,2,1:49.0,,K. Towns misses 2-pt layup from 1 ft (block by C. Joseph),58,47
180,2,1:47.0,,Offensive rebound by G. Dieng,58,47
181,2,1:46.0,,G. Dieng makes 2-pt jump shot from 4 ft,58,49
182,2,1:22.0,D. DeRozan misses 3-pt jump shot from 25 ft,,58,49
183,2,1:21.0,,Defensive rebound by G. Dieng,58,49
184,2,1:16.0,,B. Rush misses 2-pt layup from 1 ft,58,49
185,2,1:15.0,Defensive rebound by D. DeRozan,,58,49
186,2,1:10.0,D. DeRozan makes 2-pt layup from 1 ft,,60,49
187,2,0:53.0,,A. Wiggins misses 2-pt jump shot from 13 ft,60,49
188,2,0:50.0,Defensive rebound by D. DeRozan,,60,49
189,2,0:36.0,D. DeRozan misses 2-pt jump shot from 16 ft,,60,49
190,2,0:34.0,,Defensive rebound by G. Dieng,60,49
191,2,0:29.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by R. Rubio),60,51
192,2,0:29.0,,Shooting foul by P. Siakam (drawn by A. Wiggins),60,51
193,2,0:29.0,,A. Wiggins makes free throw 1 of 1,60,52
194,2,0:26.0,Toronto full timeout,,60,52
195,2,0:26.0,,T. Jones enters the game for R. Rubio,60,52
196,2,0:26.0,L. Nogueira enters the game for P. Siakam,,60,52
197,2,0:14.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by C. Joseph),,63,52
198,2,0:08.0,,Personal foul by J. Valančiūnas (drawn by A. Wiggins),63,52
199,2,0:08.0,,A. Wiggins misses free throw 1 of 2,63,52
200,2,0:08.0,,Offensive rebound by Team,63,52
201,2,0:08.0,,A. Wiggins makes free throw 2 of 2,63,53
202,2,0:04.0,Personal take foul by T. Jones (drawn by D. DeRozan),,63,53
203,2,0:02.0,D. DeRozan misses 3-pt jump shot from 25 ft,,63,53
204,2,0:00.0,,Defensive rebound by K. Towns,63,53
205,3,11:38.0,K. Lowry misses 3-pt jump shot from 25 ft,,63,53
206,3,11:37.0,,Defensive rebound by K. Towns,63,53
207,3,11:22.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by R. Rubio),63,56
208,3,10:57.0,J. Valančiūnas makes 2-pt jump shot from 15 ft (assist by K. Lowry),,65,56
209,3,10:36.0,,A. Wiggins makes 2-pt layup from 2 ft,65,58
210,3,10:11.0,K. Lowry misses 3-pt jump shot from 25 ft,,65,58
211,3,10:09.0,Offensive rebound by J. Valančiūnas,,65,58
212,3,10:05.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,68,58
213,3,9:48.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by R. Rubio),68,60
214,3,9:33.0,Turnover by P. Siakam (lost ball; steal by A. Wiggins),,68,60
215,3,9:28.0,,K. Towns misses 2-pt jump shot from 6 ft (block by P. Siakam),68,60
216,3,9:26.0,,Offensive rebound by Team,68,60
217,3,9:22.0,,R. Rubio misses 2-pt jump shot from 21 ft,68,60
218,3,9:21.0,,Offensive rebound by K. Towns,68,60
219,3,9:17.0,,K. Towns makes 2-pt hook shot from 6 ft,68,62
220,3,9:04.0,Turnover by K. Lowry (bad pass; steal by R. Rubio),,68,62
221,3,9:01.0,,Shooting foul by K. Lowry (drawn by G. Dieng),68,62
222,3,9:01.0,,G. Dieng makes free throw 1 of 2,68,63
223,3,9:01.0,,G. Dieng makes free throw 2 of 2,68,64
224,3,8:48.0,Turnover by D. DeRozan (lost ball; steal by G. Dieng),,68,64
225,3,8:43.0,,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),68,66
226,3,8:42.0,Toronto full timeout,,68,66
227,3,8:31.0,D. DeRozan misses 2-pt jump shot from 19 ft,,68,66
228,3,8:29.0,,Defensive rebound by G. Dieng,68,66
229,3,8:13.0,,G. Dieng misses 2-pt jump shot from 15 ft,68,66
230,3,8:11.0,Defensive rebound by D. Carroll,,68,66
231,3,8:01.0,K. Lowry misses 2-pt layup from 1 ft,,68,66
232,3,8:00.0,Offensive rebound by P. Siakam,,68,66
233,3,7:47.0,D. DeRozan makes 2-pt jump shot from 12 ft,,70,66
234,3,7:23.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by A. Wiggins),70,68
235,3,7:03.0,D. DeRozan misses 2-pt layup from 1 ft,,70,68
236,3,7:01.0,,Defensive rebound by K. Towns,70,68
237,3,6:56.0,,R. Rubio misses 2-pt layup from 1 ft,70,68
238,3,6:55.0,Defensive rebound by D. Carroll,,70,68
239,3,6:47.0,K. Lowry misses 3-pt jump shot from 25 ft,,70,68
240,3,6:46.0,,Defensive rebound by G. Dieng,70,68
241,3,6:44.0,,Personal foul by K. Lowry (drawn by R. Rubio),70,68
242,3,6:26.0,,A. Wiggins misses 2-pt layup from 1 ft (block by P. Siakam),70,68
243,3,6:25.0,Defensive rebound by Team,,70,68
244,3,6:07.0,P. Siakam misses 2-pt hook shot from 6 ft,,70,68
245,3,6:06.0,,Defensive rebound by K. Towns,70,68
246,3,5:58.0,,K. Towns makes 2-pt jump shot from 8 ft (assist by R. Rubio),70,70
247,3,5:58.0,,Shooting foul by P. Siakam (drawn by K. Towns),70,70
248,3,5:58.0,L. Nogueira enters the game for P. Siakam,,70,70
249,3,5:58.0,,K. Towns makes free throw 1 of 1,70,71
250,3,5:44.0,Shooting foul by K. Towns (drawn by D. DeRozan),,70,71
251,3,5:44.0,D. DeRozan makes free throw 1 of 2,,71,71
252,3,5:44.0,D. DeRozan makes free throw 2 of 2,,72,71
253,3,5:34.0,,G. Dieng misses 2-pt jump shot from 17 ft,72,71
254,3,5:33.0,Defensive rebound by J. Valančiūnas,,72,71
255,3,5:21.0,J. Valančiūnas makes 2-pt jump shot from 18 ft (assist by K. Lowry),,74,71
256,3,5:07.0,,Shooting foul by L. Nogueira (drawn by K. Towns),74,71
257,3,5:07.0,,K. Towns makes free throw 1 of 2,74,72
258,3,5:07.0,,K. Towns makes free throw 2 of 2,74,73
259,3,4:54.0,Shooting foul by G. Dieng (drawn by J. Valančiūnas),,74,73
260,3,4:54.0,J. Valančiūnas makes free throw 1 of 2,,75,73
261,3,4:54.0,C. Joseph enters the game for K. Lowry,,75,73
262,3,4:54.0,J. Valančiūnas makes free throw 2 of 2,,76,73
263,3,4:47.0,,A. Wiggins misses 2-pt jump shot from 3 ft,76,73
264,3,4:46.0,Defensive rebound by J. Valančiūnas,,76,73
265,3,4:34.0,J. Valančiūnas makes 2-pt dunk at rim,,78,73
266,3,4:18.0,,Personal foul by L. Nogueira (drawn by K. Towns),78,73
267,3,4:18.0,,K. Towns makes free throw 1 of 2,78,74
268,3,4:18.0,,S. Muhammad enters the game for B. Rush,78,74
269,3,4:18.0,,K. Towns makes free throw 2 of 2,78,75
270,3,4:02.0,D. Carroll misses 2-pt jump shot from 19 ft,,78,75
271,3,4:01.0,,Defensive rebound by R. Rubio,78,75
272,3,3:59.0,,Turnover by R. Rubio (bad pass),78,75
273,3,3:50.0,D. DeRozan makes 2-pt jump shot from 13 ft,,80,75
274,3,3:34.0,,Shooting foul by L. Nogueira (drawn by K. Towns),80,75
275,3,3:34.0,,K. Towns makes free throw 1 of 2,80,76
276,3,3:34.0,,T. Jones enters the game for R. Rubio,80,76
277,3,3:34.0,J. Poeltl enters the game for L. Nogueira,,80,76
278,3,3:34.0,,K. Towns makes free throw 2 of 2,80,77
279,3,3:23.0,Personal foul by G. Dieng (drawn by J. Valančiūnas),,80,77
280,3,3:23.0,,N. Bjelica enters the game for K. Towns,80,77
281,3,3:11.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,83,77
282,3,2:53.0,,A. Wiggins makes 2-pt jump shot from 10 ft,83,79
283,3,2:31.0,Turnover by D. Carroll (bad pass; steal by A. Wiggins),,83,79
284,3,2:23.0,,A. Wiggins misses 2-pt jump shot from 10 ft,83,79
285,3,2:22.0,Defensive rebound by D. Carroll,,83,79
286,3,2:02.0,J. Valančiūnas makes 2-pt hook shot from 7 ft,,85,79
287,3,1:45.0,,T. Jones misses 2-pt jump shot from 8 ft,85,79
288,3,1:44.0,,Offensive rebound by A. Wiggins,85,79
289,3,1:37.0,,A. Wiggins misses 2-pt jump shot from 6 ft,85,79
290,3,1:37.0,,Offensive rebound by Team,85,79
291,3,1:37.0,,Minnesota full timeout,85,79
292,3,1:37.0,J. Sullinger enters the game for D. Carroll,,85,79
293,3,1:37.0,T. Ross enters the game for J. Valančiūnas,,85,79
294,3,1:32.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by A. Wiggins),85,81
295,3,1:09.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Sullinger),,88,81
296,3,0:52.0,,N. Bjelica misses 3-pt jump shot from 23 ft,88,81
297,3,0:51.0,,Offensive rebound by A. Wiggins,88,81
298,3,0:47.0,,S. Muhammad makes 2-pt hook shot from 9 ft (assist by A. Wiggins),88,83
299,3,0:34.0,J. Sullinger misses 2-pt jump shot from 20 ft,,88,83
300,3,0:32.0,,Defensive rebound by A. Wiggins,88,83
301,3,0:25.0,,S. Muhammad misses 2-pt layup from 1 ft,88,83
302,3,0:25.0,Defensive rebound by T. Ross,,88,83
303,3,0:07.0,Personal take foul by S. Muhammad (drawn by D. DeRozan),,88,83
304,3,0:00.0,J. Sullinger misses 3-pt jump shot from 34 ft,,88,83
305,3,0:00.0,Offensive rebound by Team,,88,83
306,4,11:46.0,,L. Stephenson misses 2-pt jump shot from 13 ft,88,83
307,4,11:45.0,,Offensive rebound by G. Dieng,88,83
308,4,11:40.0,,S. Muhammad makes 2-pt jump shot from 16 ft,88,85
309,4,11:23.0,Offensive foul by J. Sullinger (drawn by S. Muhammad),,88,85
310,4,11:23.0,Turnover by J. Sullinger (offensive foul),,88,85
311,4,11:01.0,,L. Stephenson misses 2-pt jump shot from 18 ft,88,85
312,4,11:00.0,Defensive rebound by C. Joseph,,88,85
313,4,10:40.0,C. Joseph misses 3-pt jump shot from 23 ft,,88,85
314,4,10:38.0,,Defensive rebound by L. Stephenson,88,85
315,4,10:34.0,,S. Muhammad misses 2-pt layup from 1 ft,88,85
316,4,10:33.0,Defensive rebound by T. Ross,,88,85
317,4,10:32.0,Personal foul by N. Bjelica (drawn by T. Ross),,88,85
318,4,10:18.0,T. Ross makes 2-pt jump shot from 6 ft,,90,85
319,4,9:57.0,,T. Jones misses 3-pt jump shot from 22 ft,90,85
320,4,9:55.0,Defensive rebound by J. Sullinger,,90,85
321,4,9:47.0,K. Lowry misses 2-pt jump shot from 16 ft,,90,85
322,4,9:46.0,Offensive rebound by Team,,90,85
323,4,9:46.0,,Loose ball foul by N. Bjelica (drawn by J. Poeltl),90,85
324,4,9:46.0,,K. Towns enters the game for G. Dieng,90,85
325,4,9:35.0,Turnover by C. Joseph (bad pass),,90,85
326,4,9:17.0,,Turnover by L. Stephenson (bad pass; steal by C. Joseph),90,85
327,4,9:09.0,T. Ross misses 3-pt jump shot from 26 ft,,90,85
328,4,9:08.0,,Defensive rebound by L. Stephenson,90,85
329,4,9:04.0,,Personal foul by T. Ross (drawn by S. Muhammad),90,85
330,4,8:50.0,,T. Jones misses 3-pt jump shot from 25 ft,90,85
331,4,8:49.0,,Offensive rebound by Team,90,85
332,4,8:49.0,,Minnesota full timeout,90,85
333,4,8:49.0,L. Nogueira enters the game for J. Poeltl,,90,85
334,4,8:38.0,,Shooting foul by T. Ross (drawn by K. Towns),90,85
335,4,8:38.0,,K. Towns makes free throw 1 of 2,90,86
336,4,8:38.0,,K. Towns makes free throw 2 of 2,90,87
337,4,8:19.0,T. Ross misses 2-pt layup from 1 ft,,90,87
338,4,8:18.0,Offensive rebound by J. Sullinger,,90,87
339,4,8:14.0,Turnover by J. Sullinger (lost ball; steal by T. Jones),,90,87
340,4,7:56.0,,K. Towns misses 2-pt jump shot from 17 ft,90,87
341,4,7:55.0,Defensive rebound by Team,,90,87
342,4,7:55.0,,Loose ball foul by T. Jones (drawn by K. Lowry),90,87
343,4,7:39.0,Personal foul by S. Muhammad (drawn by T. Ross),,90,87
344,4,7:33.0,K. Lowry misses 3-pt jump shot from 25 ft,,90,87
345,4,7:32.0,,Defensive rebound by S. Muhammad,90,87
346,4,7:17.0,,Turnover by N. Bjelica (lost ball; steal by T. Ross),90,87
347,4,7:13.0,T. Ross makes 2-pt dunk at rim,,92,87
348,4,7:13.0,,Minnesota full timeout,92,87
349,4,7:13.0,D. Carroll enters the game for C. Joseph,,92,87
350,4,7:13.0,D. DeRozan enters the game for T. Ross,,92,87
351,4,7:13.0,,A. Wiggins enters the game for N. Bjelica,92,87
352,4,7:13.0,N. Powell enters the game for J. Sullinger,,92,87
353,4,6:50.0,,A. Wiggins makes 3-pt jump shot from 24 ft,92,90
354,4,6:28.0,K. Lowry misses 2-pt layup from 1 ft (block by K. Towns),,92,90
355,4,6:26.0,,Defensive rebound by K. Towns,92,90
356,4,6:24.0,,Turnover by K. Towns (bad pass; steal by L. Nogueira),92,90
357,4,6:20.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by L. Nogueira),,95,90
358,4,5:56.0,,S. Muhammad makes 3-pt jump shot from 24 ft (assist by T. Jones),95,93
359,4,5:40.0,D. DeRozan makes 2-pt jump shot from 12 ft,,97,93
360,4,5:17.0,,S. Muhammad misses 3-pt jump shot from 24 ft,97,93
361,4,5:16.0,,Offensive rebound by K. Towns,97,93
362,4,5:15.0,,K. Towns makes 2-pt layup from 1 ft,97,95
363,4,5:00.0,D. Carroll makes 2-pt layup from 1 ft (assist by D. DeRozan),,99,95
364,4,4:41.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by A. Wiggins),99,97
365,4,4:20.0,D. DeRozan misses 2-pt jump shot from 15 ft,,99,97
366,4,4:18.0,Offensive rebound by K. Lowry,,99,97
367,4,4:08.0,K. Lowry makes 2-pt layup from 2 ft,,101,97
368,4,4:08.0,,Minnesota full timeout,101,97
369,4,3:53.0,,K. Towns makes 2-pt layup from 1 ft (assist by S. Muhammad),101,99
370,4,3:32.0,Turnover by N. Powell (traveling),,101,99
371,4,3:21.0,,Offensive foul by A. Wiggins (drawn by K. Lowry),101,99
372,4,3:21.0,,Turnover by A. Wiggins (offensive foul),101,99
373,4,3:01.0,D. DeRozan makes 2-pt layup from 2 ft,,103,99
374,4,2:42.0,,Turnover by A. Wiggins (lost ball; steal by K. Lowry),103,99
375,4,2:36.0,K. Lowry misses 2-pt jump shot from 23 ft,,103,99
376,4,2:35.0,,Defensive rebound by K. Towns,103,99
377,4,2:31.0,,Personal foul by N. Powell (drawn by A. Wiggins),103,99
378,4,2:31.0,Toronto full timeout,,103,99
