,QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
33,1,6:58.0,D. Booker makes 2-pt jump shot from 13 ft,,8,11
34,1,6:58.0,Shooting foul by R. Hood (drawn by D. Booker),,8,11
35,1,6:58.0,,S. Mack enters the game for G. Hill,8,11
36,1,6:58.0,D. Booker makes free throw 1 of 1,,9,11
37,1,6:43.0,,R. Hood misses 2-pt jump shot from 21 ft,9,11
38,1,6:42.0,Defensive rebound by E. Bledsoe,,9,11
39,1,6:29.0,D. Booker makes 2-pt jump shot from 23 ft,,11,11
40,1,6:05.0,,S. Mack makes 2-pt jump shot from 11 ft,11,13
41,1,5:54.0,Personal foul by R. Hood (drawn by D. Booker),,11,13
42,1,5:54.0,,J. Ingles enters the game for R. Hood,11,13
43,1,5:54.0,P. Tucker enters the game for M. Chriss,,11,13
44,1,5:41.0,P. Tucker misses 2-pt jump shot from 4 ft (block by D. Favors),,11,13
45,1,5:41.0,Offensive rebound by Team,,11,13
46,1,5:41.0,,B. Diaw enters the game for D. Favors,11,13
47,1,5:39.0,D. Booker makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,13,13
48,1,5:27.0,,Turnover by S. Mack (bad pass; steal by D. Booker),13,13
49,1,5:21.0,D. Booker misses 2-pt layup from 2 ft (block by R. Gobert),,13,13
50,1,5:20.0,,Defensive rebound by G. Hayward,13,13
51,1,5:15.0,,R. Gobert makes 2-pt layup from 1 ft (assist by G. Hayward),13,15
52,1,5:15.0,,Shooting foul by P. Tucker (drawn by R. Gobert),13,15
53,1,5:15.0,,R. Gobert makes free throw 1 of 1,13,16
54,1,4:59.0,T. Chandler makes 2-pt layup from 2 ft (assist by E. Bledsoe),,15,16
55,1,4:48.0,,Turnover by J. Ingles (bad pass),15,16
56,1,4:39.0,E. Bledsoe makes 3-pt jump shot from 24 ft,,18,16
57,1,4:22.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by B. Diaw),18,19
58,1,3:58.0,D. Booker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,21,19
59,1,3:58.0,,Utah full timeout,21,19
60,1,3:58.0,A. Len enters the game for T. Chandler,,21,19
61,1,3:45.0,,S. Mack makes 3-pt jump shot from 24 ft,21,22
62,1,3:20.0,D. Booker makes 2-pt jump shot from 8 ft,,23,22
63,1,3:04.0,,G. Hayward makes 2-pt jump shot from 20 ft,23,24
64,1,2:43.0,D. Booker makes 2-pt jump shot from 21 ft,,25,24
65,1,2:33.0,,Turnover by S. Mack (lost ball; steal by T. Warren),25,24
66,1,2:31.0,Personal foul by S. Mack,,25,24
67,1,2:31.0,,J. Johnson enters the game for G. Hayward,25,24
68,1,2:20.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,25,24
69,1,2:19.0,Offensive rebound by A. Len,,25,24
70,1,2:17.0,A. Len makes 2-pt layup from 2 ft,,27,24
71,1,2:01.0,,Turnover by S. Mack (traveling),27,24
72,1,2:01.0,,G. Hill enters the game for S. Mack,27,24
73,1,2:01.0,B. Knight enters the game for E. Bledsoe,,27,24
74,1,1:37.0,Turnover by Team (shot clock),,27,24
75,1,1:27.0,,G. Hill makes 2-pt layup from 3 ft,27,26
76,1,1:09.0,Personal foul by G. Hill (drawn by D. Booker),,27,26
77,1,1:09.0,,D. Favors enters the game for R. Gobert,27,26
78,1,0:57.0,P. Tucker misses 2-pt jump shot from 17 ft,,27,26
79,1,0:57.0,,Defensive rebound by D. Favors,27,26
80,1,0:51.0,Violation by T. Warren (kicked ball),,27,26
81,1,0:43.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),27,29
82,1,0:30.0,D. Booker makes 2-pt jump shot from 7 ft,,29,29
83,1,0:06.0,,G. Hill misses 2-pt jump shot from 18 ft,29,29
84,1,0:05.0,Defensive rebound by P. Tucker,,29,29
85,1,0:01.0,,Offensive charge foul by A. Len (drawn by G. Hill),29,29
86,1,0:01.0,Turnover by A. Len (offensive foul),,29,29
87,1,0:01.0,,R. Neto enters the game for G. Hill,29,29
88,2,11:51.0,,Personal foul by L. Barbosa (drawn by J. Ingles),29,29
89,2,11:36.0,,J. Ingles misses 2-pt jump shot from 6 ft (block by A. Len),29,29
90,2,11:34.0,Defensive rebound by A. Len,,29,29
91,2,11:18.0,A. Len misses 2-pt jump shot from 6 ft,,29,29
92,2,11:17.0,,Defensive rebound by B. Diaw,29,29
93,2,10:59.0,,D. Favors makes 2-pt hook shot from 2 ft (assist by R. Neto),29,31
94,2,10:47.0,B. Knight misses 2-pt jump shot from 14 ft,,29,31
95,2,10:47.0,,Defensive rebound by D. Favors,29,31
96,2,10:30.0,,R. Neto misses 2-pt layup from 3 ft,29,31
97,2,10:28.0,,Offensive rebound by D. Favors,29,31
98,2,10:28.0,,D. Favors makes 2-pt layup from 1 ft,29,33
99,2,10:27.0,Phoenix full timeout,,29,33
100,2,10:27.0,,R. Hood enters the game for J. Ingles,29,33
101,2,10:27.0,,T. Lyles enters the game for B. Diaw,29,33
102,2,10:15.0,Turnover by D. Bender (lost ball),,29,33
103,2,9:58.0,,T. Lyles misses 3-pt jump shot from 23 ft,29,33
104,2,9:58.0,Defensive rebound by L. Barbosa,,29,33
105,2,9:50.0,L. Barbosa makes 2-pt jump shot from 8 ft,,31,33
106,2,9:50.0,Shooting foul by R. Neto (drawn by L. Barbosa),,31,33
107,2,9:50.0,L. Barbosa makes free throw 1 of 1,,32,33
108,2,9:35.0,,Personal foul by D. Bender (drawn by R. Hood),32,33
109,2,9:29.0,,Turnover by J. Johnson (bad pass; steal by L. Barbosa),32,33
110,2,9:25.0,L. Barbosa makes 2-pt layup from 2 ft,,34,33
111,2,9:07.0,,T. Lyles makes 2-pt jump shot from 10 ft,34,35
112,2,8:47.0,D. Bender misses 3-pt jump shot from 24 ft,,34,35
113,2,8:47.0,,Defensive rebound by R. Hood,34,35
114,2,8:39.0,,R. Hood makes 2-pt jump shot from 20 ft,34,37
115,2,8:22.0,B. Knight misses 2-pt layup from 3 ft,,34,37
116,2,8:21.0,,Defensive rebound by T. Lyles,34,37
117,2,8:06.0,,R. Neto makes 2-pt jump shot from 9 ft,34,39
118,2,7:50.0,B. Knight misses 2-pt jump shot from 15 ft,,34,39
119,2,7:50.0,,Defensive rebound by J. Johnson,34,39
120,2,7:39.0,,J. Johnson misses 2-pt jump shot from 23 ft,34,39
121,2,7:39.0,Defensive rebound by P. Tucker,,34,39
122,2,7:21.0,B. Knight misses 2-pt layup from 2 ft,,34,39
123,2,7:21.0,Offensive rebound by A. Len,,34,39
124,2,7:19.0,A. Len misses 2-pt layup from 2 ft,,34,39
125,2,7:17.0,,Defensive rebound by R. Hood,34,39
126,2,7:11.0,,Personal foul by B. Knight (drawn by R. Hood),34,39
127,2,7:11.0,,R. Gobert enters the game for D. Favors,34,39
128,2,7:04.0,,Turnover by R. Hood (lost ball),34,39
129,2,6:47.0,L. Barbosa makes 2-pt jump shot from 11 ft,,36,39
130,2,6:38.0,,J. Johnson makes 2-pt layup from 1 ft (assist by T. Lyles),36,41
131,2,6:20.0,B. Knight misses 2-pt jump shot from 18 ft,,36,41
132,2,6:20.0,,Defensive rebound by T. Lyles,36,41
133,2,6:14.0,,Personal foul by A. Len (drawn by T. Lyles),36,41
134,2,6:14.0,E. Bledsoe enters the game for B. Knight,,36,41
135,2,6:14.0,T. Chandler enters the game for A. Len,,36,41
136,2,6:02.0,,T. Lyles misses 3-pt jump shot from 25 ft,36,41
137,2,6:01.0,Defensive rebound by E. Bledsoe,,36,41
138,2,5:53.0,Turnover by T. Chandler (lost ball),,36,41
139,2,5:53.0,,Utah full timeout,36,41
140,2,5:53.0,D. Booker enters the game for L. Barbosa,,36,41
141,2,5:53.0,,J. Ingles enters the game for R. Hood,36,41
142,2,5:53.0,,G. Hayward enters the game for J. Johnson,36,41
143,2,5:32.0,,Shooting foul by T. Chandler (drawn by R. Neto),36,41
144,2,5:32.0,Violation by Team (jump ball),,36,41
145,2,5:32.0,,R. Neto makes free throw 1 of 2,36,42
146,2,5:32.0,,R. Neto makes free throw 2 of 2,36,43
147,2,5:18.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,36,43
148,2,5:17.0,,Defensive rebound by G. Hayward,36,43
149,2,5:07.0,,J. Ingles misses 2-pt jump shot from 17 ft,36,43
150,2,5:06.0,Defensive rebound by T. Chandler,,36,43
151,2,5:02.0,Personal foul by R. Neto (drawn by E. Bledsoe),,36,43
152,2,4:49.0,D. Booker misses 2-pt jump shot from 18 ft,,36,43
153,2,4:48.0,,Defensive rebound by G. Hayward,36,43
154,2,4:33.0,,R. Neto misses 3-pt jump shot from 25 ft,36,43
155,2,4:32.0,Defensive rebound by T. Chandler,,36,43
156,2,4:18.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,39,43
157,2,4:10.0,,Utah full timeout,39,43
158,2,4:10.0,,S. Mack enters the game for R. Neto,39,43
159,2,4:10.0,,B. Diaw enters the game for T. Lyles,39,43
160,2,3:53.0,,B. Diaw misses 2-pt layup from 2 ft,39,43
161,2,3:52.0,,Offensive rebound by R. Gobert,39,43
162,2,3:51.0,,R. Gobert makes 2-pt layup from 2 ft,39,45
163,2,3:35.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,39,45
164,2,3:33.0,,Defensive rebound by R. Gobert,39,45
165,2,3:15.0,,B. Diaw misses 2-pt hook shot from 5 ft,39,45
166,2,3:14.0,Defensive rebound by T. Chandler,,39,45
167,2,3:06.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,42,45
168,2,2:43.0,,S. Mack misses 2-pt jump shot from 20 ft,42,45
169,2,2:43.0,Defensive rebound by E. Bledsoe,,42,45
170,2,2:33.0,D. Bender makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,45,45
171,2,2:33.0,,Utah full timeout,45,45
172,2,2:33.0,,R. Hood enters the game for J. Ingles,45,45
173,2,2:33.0,,J. Johnson enters the game for B. Diaw,45,45
174,2,2:18.0,,R. Hood makes 2-pt layup from 3 ft,45,47
175,2,2:04.0,D. Bender makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,48,47
176,2,2:04.0,Away from play foul by J. Johnson (drawn by T. Chandler),,48,47
177,2,2:04.0,T. Chandler misses free throw 1 of 1,,48,47
178,2,2:04.0,,Defensive rebound by R. Gobert,48,47
179,2,1:48.0,,R. Hood misses 3-pt jump shot from 24 ft,48,47
180,2,1:48.0,,Offensive rebound by Team,48,47
181,2,1:48.0,Loose ball foul by T. Chandler (drawn by R. Gobert),,48,47
182,2,1:48.0,,R. Gobert misses free throw 1 of 2,48,47
183,2,1:48.0,,Offensive rebound by Team,48,47
184,2,1:48.0,,R. Gobert makes free throw 2 of 2,48,48
185,2,1:34.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,48,48
186,2,1:33.0,,Defensive rebound by R. Gobert,48,48
187,2,1:24.0,,Shooting foul by T. Chandler (drawn by R. Gobert),48,48
188,2,1:24.0,,R. Gobert makes free throw 1 of 2,48,49
189,2,1:24.0,M. Chriss enters the game for T. Chandler,,48,49
190,2,1:24.0,,J. Ingles enters the game for R. Hood,48,49
191,2,1:24.0,,R. Gobert makes free throw 2 of 2,48,50
192,2,1:10.0,E. Bledsoe misses 2-pt layup from 2 ft,,48,50
193,2,1:10.0,Offensive rebound by Team,,48,50
194,2,1:10.0,,Loose ball foul by S. Mack (drawn by M. Chriss),48,50
195,2,1:06.0,Offensive foul by D. Bender (drawn by S. Mack),,48,50
196,2,1:06.0,Turnover by D. Bender (offensive foul),,48,50
197,2,0:57.0,,G. Hayward makes 2-pt layup from 2 ft,48,52
198,2,0:35.0,E. Bledsoe makes 2-pt layup from 2 ft,,50,52
199,2,0:35.0,Shooting foul by J. Johnson (drawn by E. Bledsoe),,50,52
200,2,0:35.0,E. Bledsoe makes free throw 1 of 1,,51,52
201,2,0:30.0,,J. Ingles makes 3-pt jump shot from 24 ft,51,55
202,2,0:10.0,M. Chriss misses 3-pt jump shot from 23 ft,,51,55
203,2,0:08.0,,Defensive rebound by Team,51,55
204,2,0:01.0,,R. Gobert misses 2-pt layup from 2 ft (block by D. Bender),51,55
205,2,0:00.0,,Offensive rebound by Team,51,55
206,3,11:38.0,,D. Favors misses 2-pt jump shot from 14 ft,51,55
207,3,11:38.0,Defensive rebound by T. Chandler,,51,55
208,3,11:26.0,Personal foul by R. Gobert (drawn by E. Bledsoe),,51,55
209,3,11:21.0,Turnover by D. Booker (bad pass; steal by G. Hayward),,51,55
210,3,11:19.0,,G. Hayward makes 2-pt layup from 2 ft,51,57
211,3,11:19.0,,Shooting foul by T. Warren (drawn by G. Hayward),51,57
212,3,11:19.0,,G. Hayward makes free throw 1 of 1,51,58
213,3,11:06.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,51,58
214,3,11:06.0,,Defensive rebound by D. Favors,51,58
215,3,10:50.0,,S. Mack misses 2-pt layup from 3 ft,51,58
216,3,10:49.0,Defensive rebound by E. Bledsoe,,51,58
217,3,10:26.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,54,58
218,3,10:07.0,,R. Gobert makes 2-pt layup from 1 ft (assist by D. Favors),54,60
219,3,9:58.0,Turnover by M. Chriss (bad pass; steal by G. Hayward),,54,60
220,3,9:51.0,,S. Mack makes 3-pt jump shot from 24 ft (assist by G. Hayward),54,63
221,3,9:51.0,Phoenix full timeout,,54,63
222,3,9:30.0,T. Chandler makes 2-pt hook shot from 3 ft (assist by D. Booker),,56,63
223,3,9:12.0,,D. Favors misses 2-pt jump shot from 12 ft,56,63
224,3,9:12.0,Defensive rebound by M. Chriss,,56,63
225,3,9:00.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,58,63
226,3,8:44.0,,G. Hayward misses 2-pt jump shot from 21 ft,58,63
227,3,8:43.0,Defensive rebound by E. Bledsoe,,58,63
228,3,8:35.0,T. Warren misses 2-pt layup from 2 ft,,58,63
229,3,8:34.0,Offensive rebound by M. Chriss,,58,63
230,3,8:32.0,M. Chriss makes 2-pt layup from 1 ft,,60,63
231,3,8:15.0,,S. Mack misses 2-pt jump shot from 5 ft,60,63
232,3,8:14.0,,Offensive rebound by D. Favors,60,63
233,3,8:10.0,,Turnover by D. Favors (bad pass; steal by D. Booker),60,63
234,3,8:08.0,D. Booker makes 2-pt dunk at rim,,62,63
235,3,7:45.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by S. Mack),62,66
236,3,7:26.0,T. Warren misses 2-pt jump shot from 14 ft,,62,66
237,3,7:26.0,,Defensive rebound by R. Gobert,62,66
238,3,7:09.0,,G. Hayward misses 2-pt jump shot from 15 ft,62,66
239,3,7:09.0,,Offensive rebound by R. Gobert,62,66
240,3,7:08.0,,Personal foul by E. Bledsoe (drawn by R. Gobert),62,66
241,3,7:04.0,,Personal foul by D. Booker (drawn by R. Hood),62,66
242,3,6:54.0,,D. Favors misses 2-pt layup from 3 ft,62,66
243,3,6:53.0,Defensive rebound by T. Chandler,,62,66
244,3,6:37.0,M. Chriss misses 2-pt jump shot from 5 ft (block by R. Gobert),,62,66
245,3,6:36.0,,Defensive rebound by D. Favors,62,66
246,3,6:30.0,,R. Hood misses 3-pt jump shot from 25 ft,62,66
247,3,6:29.0,Defensive rebound by T. Chandler,,62,66
248,3,6:17.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,62,66
249,3,6:17.0,,Defensive rebound by D. Favors,62,66
250,3,6:07.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by S. Mack),62,69
251,3,5:47.0,E. Bledsoe makes 2-pt layup from 2 ft,,64,69
252,3,5:21.0,,G. Hayward makes 2-pt layup from 2 ft,64,71
253,3,5:04.0,Shooting foul by S. Mack (drawn by E. Bledsoe),,64,71
254,3,5:04.0,E. Bledsoe makes free throw 1 of 2,,65,71
255,3,5:04.0,,J. Ingles enters the game for S. Mack,65,71
256,3,5:04.0,,T. Lyles enters the game for D. Favors,65,71
257,3,5:04.0,P. Tucker enters the game for T. Warren,,65,71
258,3,5:04.0,E. Bledsoe makes free throw 2 of 2,,66,71
259,3,4:41.0,,R. Hood misses 3-pt jump shot from 23 ft,66,71
260,3,4:41.0,Defensive rebound by E. Bledsoe,,66,71
261,3,4:37.0,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),,68,71
262,3,4:16.0,,R. Hood misses 2-pt layup from 2 ft,68,71
263,3,4:16.0,,Offensive rebound by R. Hood,68,71
264,3,4:16.0,,Personal foul by T. Chandler (drawn by R. Hood),68,71
265,3,4:16.0,,R. Neto enters the game for R. Hood,68,71
266,3,4:16.0,A. Len enters the game for T. Chandler,,68,71
267,3,4:04.0,,Turnover by R. Gobert (3 sec),68,71
268,3,3:47.0,D. Booker misses 2-pt jump shot from 12 ft,,68,71
269,3,3:46.0,,Defensive rebound by T. Lyles,68,71
270,3,3:30.0,,Shooting foul by M. Chriss (drawn by T. Lyles),68,71
271,3,3:30.0,,T. Lyles misses free throw 1 of 2,68,71
272,3,3:30.0,,Offensive rebound by Team,68,71
273,3,3:30.0,T. Ulis enters the game for E. Bledsoe,,68,71
274,3,3:30.0,,J. Johnson enters the game for G. Hayward,68,71
275,3,3:30.0,,T. Lyles makes free throw 2 of 2,68,72
276,3,3:18.0,,Violation by T. Lyles (kicked ball),68,72
277,3,3:09.0,T. Ulis misses 2-pt jump shot from 10 ft,,68,72
278,3,3:08.0,,Defensive rebound by R. Gobert,68,72
279,3,2:57.0,,T. Lyles misses 3-pt jump shot from 24 ft,68,72
280,3,2:56.0,Defensive rebound by P. Tucker,,68,72
281,3,2:47.0,D. Booker misses 2-pt jump shot from 19 ft,,68,72
282,3,2:46.0,,Defensive rebound by R. Gobert,68,72
283,3,2:25.0,,R. Neto makes 2-pt layup from 3 ft,68,74
284,3,2:04.0,T. Ulis misses 2-pt jump shot from 17 ft,,68,74
285,3,2:04.0,,Defensive rebound by J. Johnson,68,74
286,3,1:56.0,,J. Johnson misses 3-pt jump shot from 24 ft,68,74
287,3,1:55.0,Defensive rebound by D. Booker,,68,74
288,3,1:44.0,Turnover by T. Ulis (lost ball; steal by R. Neto),,68,74
289,3,1:41.0,,R. Neto makes 2-pt layup from 2 ft (assist by T. Lyles),68,76
290,3,1:13.0,D. Booker misses 3-pt jump shot from 24 ft,,68,76
291,3,1:12.0,,Defensive rebound by R. Neto,68,76
292,3,0:57.0,,Turnover by J. Johnson (bad pass),68,76
293,3,0:57.0,,Utah full timeout,68,76
294,3,0:57.0,,D. Favors enters the game for R. Gobert,68,76
295,3,0:57.0,L. Barbosa enters the game for M. Chriss,,68,76
296,3,0:38.0,A. Len misses 2-pt hook shot from 2 ft,,68,76
297,3,0:38.0,,Defensive rebound by T. Lyles,68,76
298,3,0:15.0,,Turnover by J. Ingles (lost ball; steal by D. Booker),68,76
299,3,0:10.0,Turnover by L. Barbosa (bad pass),,68,76
300,3,0:05.0,,Offensive foul by T. Lyles (drawn by T. Ulis),68,76
301,3,0:05.0,,Turnover by T. Lyles (offensive foul),68,76
302,3,0:02.0,L. Barbosa makes 2-pt jump shot from 13 ft,,70,76
303,3,0:02.0,Shooting foul by J. Johnson (drawn by L. Barbosa),,70,76
304,3,0:02.0,L. Barbosa makes free throw 1 of 1,,71,76
305,3,0:00.0,,R. Neto misses 3-pt jump shot from 78 ft,71,76
306,3,0:00.0,,Offensive rebound by Team,71,76
307,4,11:42.0,L. Barbosa makes 2-pt layup from 3 ft,,73,76
308,4,11:22.0,,J. Johnson misses 2-pt jump shot from 10 ft,73,76
309,4,11:22.0,Defensive rebound by L. Barbosa,,73,76
310,4,11:02.0,T. Ulis makes 2-pt jump shot from 14 ft,,75,76
311,4,10:49.0,,Shooting foul by A. Len (drawn by D. Favors),75,76
312,4,10:49.0,,D. Favors makes free throw 1 of 2,75,77
313,4,10:49.0,,D. Favors misses free throw 2 of 2,75,77
314,4,10:49.0,,B. Diaw enters the game for T. Lyles,75,77
315,4,10:49.0,,G. Hayward enters the game for J. Ingles,75,77
316,4,10:48.0,Defensive rebound by P. Tucker,,75,77
317,4,10:25.0,L. Barbosa misses 2-pt jump shot from 12 ft,,75,77
318,4,10:24.0,,Defensive rebound by B. Diaw,75,77
319,4,10:09.0,,Shooting foul by A. Len (drawn by G. Hayward),75,77
320,4,10:09.0,,G. Hayward misses free throw 1 of 2,75,77
321,4,10:09.0,,Offensive rebound by Team,75,77
322,4,10:09.0,,G. Hayward makes free throw 2 of 2,75,78
323,4,9:54.0,A. Len makes 2-pt hook shot from 3 ft,,77,78
324,4,9:41.0,,S. Mack misses 2-pt jump shot from 12 ft,77,78
325,4,9:40.0,Defensive rebound by P. Tucker,,77,78
326,4,9:31.0,T. Ulis makes 2-pt jump shot from 15 ft,,79,78
327,4,9:23.0,,Utah full timeout,79,78
328,4,9:23.0,,R. Hood enters the game for J. Johnson,79,78
329,4,9:16.0,,Shooting foul by A. Len (drawn by D. Favors),79,78
330,4,9:16.0,,D. Favors misses free throw 1 of 2,79,78
331,4,9:16.0,,Offensive rebound by Team,79,78
332,4,9:16.0,,D. Favors misses free throw 2 of 2,79,78
333,4,9:15.0,Defensive rebound by L. Barbosa,,79,78
334,4,8:58.0,D. Bender misses 3-pt jump shot from 25 ft,,79,78
335,4,8:57.0,,Defensive rebound by S. Mack,79,78
336,4,8:39.0,,G. Hayward misses 3-pt jump shot from 25 ft,79,78
337,4,8:38.0,Defensive rebound by L. Barbosa,,79,78
338,4,8:29.0,T. Ulis misses 2-pt jump shot from 9 ft,,79,78
339,4,8:28.0,,Defensive rebound by G. Hayward,79,78
340,4,8:19.0,,Turnover by D. Favors (lost ball),79,78
341,4,8:19.0,,R. Gobert enters the game for D. Favors,79,78
342,4,7:56.0,L. Barbosa misses 2-pt jump shot from 16 ft,,79,78
343,4,7:56.0,Offensive rebound by L. Barbosa,,79,78
344,4,7:34.0,Shooting foul by R. Hood (drawn by D. Bender),,79,78
345,4,7:34.0,D. Bender misses free throw 1 of 3,,79,78
346,4,7:34.0,Offensive rebound by Team,,79,78
347,4,7:34.0,D. Bender misses free throw 2 of 3,,79,78
348,4,7:34.0,Offensive rebound by Team,,79,78
349,4,7:34.0,,R. Neto enters the game for S. Mack,79,78
350,4,7:34.0,D. Bender makes free throw 3 of 3,,80,78
351,4,7:09.0,,R. Hood makes 3-pt jump shot from 27 ft (assist by G. Hayward),80,81
352,4,6:45.0,T. Ulis makes 2-pt jump shot from 8 ft,,82,81
353,4,6:29.0,,Turnover by R. Gobert (lost ball; steal by P. Tucker),82,81
354,4,6:08.0,T. Ulis misses 2-pt jump shot from 14 ft,,82,81
355,4,6:07.0,,Defensive rebound by R. Gobert,82,81
356,4,5:58.0,,R. Hood misses 3-pt jump shot from 24 ft,82,81
357,4,5:57.0,Defensive rebound by A. Len,,82,81
358,4,5:44.0,L. Barbosa misses 2-pt jump shot from 21 ft,,82,81
359,4,5:44.0,,Defensive rebound by R. Gobert,82,81
360,4,5:39.0,,Utah full timeout,82,81
361,4,5:39.0,,Utah full timeout,82,81
362,4,5:39.0,E. Bledsoe enters the game for T. Ulis,,82,81
363,4,5:39.0,D. Booker enters the game for L. Barbosa,,82,81
364,4,5:39.0,,T. Lyles enters the game for B. Diaw,82,81
365,4,5:39.0,,S. Mack enters the game for R. Neto,82,81
366,4,5:23.0,,G. Hayward makes 2-pt jump shot from 13 ft,82,83
367,4,5:00.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,84,83
368,4,4:38.0,,T. Lyles misses 2-pt jump shot from 7 ft,84,83
369,4,4:37.0,Defensive rebound by D. Bender,,84,83
370,4,4:21.0,Personal foul by R. Hood (drawn by D. Booker),,84,83
371,4,4:21.0,,J. Ingles enters the game for R. Hood,84,83
372,4,4:08.0,E. Bledsoe misses 2-pt jump shot from 3 ft,,84,83
373,4,4:08.0,,Defensive rebound by R. Gobert,84,83
374,4,4:08.0,Loose ball foul by E. Bledsoe (drawn by R. Gobert),,84,83
375,4,3:50.0,,S. Mack misses 2-pt jump shot from 6 ft,84,83
376,4,3:49.0,,Offensive rebound by G. Hayward,84,83
377,4,3:49.0,,G. Hayward makes 2-pt layup from 2 ft,84,85
378,4,3:31.0,D. Booker misses 2-pt jump shot from 14 ft,,84,85
379,4,3:30.0,,Defensive rebound by G. Hayward,84,85
380,4,3:20.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),84,87
381,4,3:20.0,Phoenix full timeout,,84,87
382,4,3:20.0,T. Chandler enters the game for A. Len,,84,87
383,4,3:20.0,M. Chriss enters the game for D. Bender,,84,87
384,4,3:00.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,84,87
385,4,2:59.0,Offensive rebound by P. Tucker,,84,87
386,4,2:44.0,E. Bledsoe misses 2-pt layup from 3 ft (block by R. Gobert),,84,87
387,4,2:43.0,Offensive rebound by E. Bledsoe,,84,87
388,4,2:38.0,M. Chriss misses 2-pt dunk at rim,,84,87
389,4,2:37.0,,Defensive rebound by S. Mack,84,87
390,4,2:16.0,,Turnover by J. Ingles (lost ball),84,87
391,4,1:59.0,D. Booker misses 2-pt jump shot from 4 ft,,84,87
392,4,1:57.0,Offensive rebound by T. Chandler,,84,87
393,4,1:52.0,Turnover by Team (shot clock),,84,87
