,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA CLIPPERS_ACTION,TORONTO_SCORE,LA CLIPPERS_SCORE
381,4,5:55.0,,B. Griffin makes free throw 1 of 2,96,101
382,4,5:55.0,D. DeRozan enters the game for C. Joseph,,96,100
383,4,5:55.0,,B. Griffin makes free throw 2 of 2,96,102
384,4,5:35.0,P. Patterson misses 2-pt jump shot from 9 ft,,96,102
385,4,5:35.0,,Defensive rebound by Team,96,102
386,4,5:17.0,,Shooting foul by P. Patterson (drawn by D. Jordan),96,102
387,4,5:17.0,,D. Jordan makes free throw 1 of 2,96,103
388,4,5:17.0,,D. Jordan misses free throw 2 of 2,96,103
389,4,5:16.0,Defensive rebound by P. Patterson,,96,103
390,4,4:57.0,P. Patterson misses 3-pt jump shot from 24 ft,,96,103
391,4,4:56.0,,Defensive rebound by B. Griffin,96,103
392,4,4:44.0,,C. Paul makes 2-pt jump shot from 19 ft,96,105
393,4,4:35.0,Shooting foul by D. Jordan (drawn by K. Lowry),,96,105
394,4,4:35.0,K. Lowry misses free throw 1 of 2,,96,105
395,4,4:35.0,Offensive rebound by Team,,96,105
396,4,4:35.0,K. Lowry makes free throw 2 of 2,,97,105
397,4,4:24.0,,B. Griffin misses 2-pt layup from 2 ft,97,105
398,4,4:23.0,,Offensive rebound by D. Jordan,97,105
399,4,4:20.0,,D. Jordan makes 2-pt dunk at rim,97,107
400,4,4:11.0,D. DeRozan makes 2-pt jump shot from 14 ft,,99,107
401,4,3:53.0,,Shooting foul by K. Lowry (drawn by B. Griffin),99,107
402,4,3:53.0,,B. Griffin makes free throw 1 of 2,99,108
403,4,3:53.0,,B. Griffin misses free throw 2 of 2,99,108
404,4,3:52.0,Defensive rebound by T. Ross,,99,108
405,4,3:37.0,D. DeRozan misses 2-pt layup from 1 ft,,99,108
406,4,3:37.0,,Defensive rebound by B. Griffin,99,108
407,4,3:32.0,,C. Paul misses 3-pt jump shot from 24 ft,99,108
408,4,3:30.0,Defensive rebound by K. Lowry,,99,108
409,4,3:26.0,Shooting foul by B. Griffin (drawn by K. Lowry),,99,108
410,4,3:26.0,K. Lowry makes free throw 1 of 2,,100,108
411,4,3:26.0,K. Lowry makes free throw 2 of 2,,101,108
412,4,3:06.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),101,110
413,4,3:06.0,Toronto full timeout,,101,110
414,4,2:48.0,K. Lowry makes 2-pt layup from 1 ft,,103,110
415,4,2:48.0,Shooting foul by J. Redick (drawn by K. Lowry),,103,110
416,4,2:48.0,K. Lowry makes free throw 1 of 1,,104,110
417,4,2:25.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by B. Griffin),104,113
418,4,1:59.0,T. Ross misses 2-pt jump shot from 12 ft,,104,113
419,4,1:57.0,,Defensive rebound by D. Jordan,104,113
420,4,1:54.0,,C. Paul makes 2-pt jump shot from 4 ft,104,115
421,4,1:54.0,,Shooting foul by T. Ross (drawn by C. Paul),104,115
422,4,1:54.0,,C. Paul makes free throw 1 of 1,104,116
423,4,1:54.0,Toronto full timeout,,104,116
424,4,1:40.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),,106,116
425,4,1:40.0,Shooting foul by D. Jordan (drawn by J. Valančiūnas),,106,116
426,4,1:40.0,J. Valančiūnas makes free throw 1 of 1,,107,116
427,4,1:17.0,,B. Griffin makes 2-pt layup from 2 ft,107,118
428,4,1:14.0,Shooting foul by B. Griffin (drawn by P. Patterson),,107,118
429,4,1:14.0,P. Patterson makes free throw 1 of 3,,108,118
430,4,1:14.0,P. Patterson makes free throw 2 of 3,,109,118
431,4,1:14.0,P. Patterson makes free throw 3 of 3,,110,118
432,4,0:54.0,,C. Paul misses 3-pt jump shot from 25 ft,110,118
433,4,0:53.0,Defensive rebound by P. Patterson,,110,118
434,4,0:43.0,T. Ross makes 2-pt jump shot from 22 ft,,112,118
435,4,0:26.0,,Shooting foul by J. Valančiūnas (drawn by D. Jordan),112,118
436,4,0:26.0,,D. Jordan misses free throw 1 of 2,112,118
437,4,0:26.0,,Offensive rebound by Team,112,118
438,4,0:26.0,,L. Mbah a Moute enters the game for J. Crawford,112,118
439,4,0:26.0,,D. Jordan makes free throw 2 of 2,112,119
440,4,0:26.0,Toronto full timeout,,112,119
441,4,0:22.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,115,119
442,4,0:21.0,,Personal foul by T. Ross (drawn by J. Redick),115,119
443,4,0:21.0,,J. Redick makes free throw 1 of 2,115,120
444,4,0:21.0,,J. Redick makes free throw 2 of 2,115,121
445,4,0:09.0,K. Lowry misses 3-pt jump shot from 28 ft,,115,121
446,4,0:08.0,,Defensive rebound by J. Redick,115,121
447,4,0:06.0,,Personal take foul by D. DeRozan (drawn by J. Redick),115,121
448,4,0:06.0,,J. Redick makes free throw 1 of 2,115,122
449,4,0:06.0,,J. Redick makes free throw 2 of 2,115,123
450,4,0:04.0,Turnover by P. Patterson (bad pass; steal by C. Paul),,115,123
