,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,OKLAHOMA CITY_ACTION,CLEVELAND_SCORE,OKLAHOMA CITY_SCORE
391,4,7:37.0,T. Thompson enters the game for C. Frye,,89,95
392,4,7:37.0,,S. Adams enters the game for J. Lauvergne,89,95
393,4,7:37.0,,V. Oladipo makes free throw 2 of 2,89,96
394,4,7:22.0,K. Irving makes 2-pt layup from 2 ft,,91,96
395,4,7:04.0,,Turnover by A. Roberson (bad pass; steal by K. Irving),91,96
396,4,6:58.0,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),,94,96
397,4,6:39.0,,V. Oladipo makes 3-pt jump shot from 25 ft,94,99
398,4,6:14.0,Shooting foul by J. Grant (drawn by D. Williams),,94,99
399,4,6:14.0,D. Williams makes free throw 1 of 3,,95,99
400,4,6:14.0,D. Williams makes free throw 2 of 3,,96,99
401,4,6:14.0,D. Williams makes free throw 3 of 3,,97,99
402,4,6:01.0,,R. Westbrook misses 2-pt layup from 2 ft (block by T. Thompson),97,99
403,4,6:00.0,,Offensive rebound by S. Adams,97,99
404,4,5:58.0,,S. Adams misses 2-pt layup from 1 ft (block by L. James),97,99
405,4,5:57.0,Defensive rebound by T. Thompson,,97,99
406,4,5:46.0,K. Irving makes 2-pt layup from 2 ft,,99,99
407,4,5:31.0,,R. Westbrook makes 2-pt jump shot from 16 ft,99,101
408,4,5:10.0,Turnover by D. Williams (lost ball),,99,101
409,4,5:10.0,Official timeout,,99,101
410,4,4:59.0,,R. Westbrook makes 2-pt jump shot from 9 ft,99,103
411,4,4:44.0,K. Irving makes 2-pt layup from 1 ft,,101,103
412,4,4:19.0,,R. Westbrook makes 2-pt jump shot from 17 ft,101,105
413,4,3:51.0,T. Thompson misses 2-pt layup from 3 ft (block by J. Grant),,101,105
414,4,3:51.0,,Defensive rebound by V. Oladipo,101,105
415,4,3:43.0,,R. Westbrook makes 2-pt jump shot from 17 ft,101,107
416,4,3:42.0,Cleveland full timeout,,101,107
417,4,3:42.0,K. Love enters the game for D. Williams,,101,107
418,4,3:19.0,L. James misses 2-pt jump shot from 14 ft,,101,107
419,4,3:18.0,,Defensive rebound by V. Oladipo,101,107
420,4,3:04.0,,S. Adams makes 2-pt layup from 3 ft (assist by R. Westbrook),101,109
421,4,2:42.0,Turnover by K. Irving (lost ball; steal by R. Westbrook),,101,109
422,4,2:23.0,,Turnover by S. Adams (bad pass; steal by K. Love),101,109
423,4,2:19.0,Personal take foul by R. Westbrook (drawn by K. Irving),,101,109
424,4,2:12.0,K. Irving misses 2-pt layup from 2 ft (block by S. Adams),,101,109
425,4,2:11.0,,Defensive rebound by V. Oladipo,101,109
426,4,2:08.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by R. Westbrook),101,111
427,4,2:07.0,Cleveland full timeout,,101,111
428,4,1:54.0,K. Irving misses 2-pt layup from 2 ft (block by S. Adams),,101,111
429,4,1:54.0,Offensive rebound by T. Thompson,,101,111
430,4,1:54.0,T. Thompson makes 2-pt layup from 2 ft,,103,111
431,4,1:54.0,Shooting foul by S. Adams (drawn by T. Thompson),,103,111
432,4,1:54.0,T. Thompson makes free throw 1 of 1,,104,111
433,4,1:35.0,,R. Westbrook misses 2-pt layup from 2 ft,104,111
434,4,1:34.0,,Offensive rebound by A. Roberson,104,111
435,4,1:34.0,,A. Roberson makes 2-pt dunk at rim,104,113
436,4,1:26.0,Shooting foul by J. Grant (drawn by T. Thompson),,104,113
437,4,1:26.0,T. Thompson makes free throw 1 of 2,,105,113
438,4,1:26.0,T. Thompson makes free throw 2 of 2,,106,113
439,4,1:18.0,,Oklahoma City full timeout,106,113
440,4,1:07.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by R. Westbrook),106,116
441,4,1:07.0,Cleveland full timeout,,106,116
442,4,1:07.0,D. Williams enters the game for L. James,,106,116
443,4,1:07.0,D. Liggins enters the game for K. Love,,106,116
444,4,1:07.0,J. McRae enters the game for T. Thompson,,106,116
445,4,1:07.0,K. Felder enters the game for K. Irving,,106,116
446,4,1:07.0,J. Jones enters the game for K. Korver,,106,116
447,4,1:01.0,J. McRae misses 2-pt layup from 2 ft,,106,116
448,4,1:01.0,,Defensive rebound by Team,106,116
449,4,0:41.0,,R. Westbrook misses 3-pt jump shot from 26 ft,106,116
450,4,0:40.0,,Offensive rebound by S. Adams,106,116
451,4,0:38.0,,S. Adams makes 2-pt layup from 3 ft,106,118
452,4,0:38.0,,Shooting foul by D. Williams (drawn by S. Adams),106,118
453,4,0:38.0,,S. Adams misses free throw 1 of 1,106,118
454,4,0:38.0,Defensive rebound by J. Jones,,106,118
455,4,0:38.0,,C. Payne enters the game for R. Westbrook,106,118
456,4,0:38.0,,Á. Abrines enters the game for A. Roberson,106,118
457,4,0:25.0,J. Jones makes 3-pt jump shot from 25 ft (assist by D. Williams),,109,118
458,4,0:01.0,,Turnover by Team (shot clock),109,118
