,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MIAMI_ACTION,PORTLAND_SCORE,MIAMI_SCORE
228,3,8:24.0,J. Nurkić misses free throw 2 of 2,,63,55
229,3,8:23.0,,Defensive rebound by H. Whiteside,63,55
230,3,8:07.0,,G. Dragić makes 3-pt jump shot from 24 ft,63,58
231,3,7:40.0,N. Vonleh misses 2-pt layup from 3 ft (block by H. Whiteside),,63,58
232,3,7:39.0,,Defensive rebound by L. Babbitt,63,58
233,3,7:29.0,,J. Richardson makes 2-pt layup from 2 ft (assist by L. Babbitt),63,60
234,3,7:08.0,C. McCollum misses 2-pt jump shot from 15 ft (block by R. McGruder),,63,60
235,3,7:07.0,,Defensive rebound by L. Babbitt,63,60
236,3,7:04.0,,G. Dragić misses 2-pt layup at rim (block by M. Harkless),63,60
237,3,7:03.0,,Offensive rebound by R. McGruder,63,60
238,3,7:02.0,,R. McGruder makes 2-pt dunk at rim,63,62
239,3,7:02.0,Portland full timeout,,63,62
240,3,6:42.0,Shooting foul by H. Whiteside (drawn by N. Vonleh),,63,62
241,3,6:42.0,N. Vonleh makes free throw 1 of 2,,64,62
242,3,6:42.0,N. Vonleh misses free throw 2 of 2,,64,62
243,3,6:41.0,,Defensive rebound by G. Dragić,64,62
244,3,6:24.0,,G. Dragić makes 2-pt jump shot from 12 ft,64,64
245,3,6:10.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,66,64
246,3,5:59.0,,G. Dragić misses 2-pt jump shot from 4 ft,66,64
247,3,5:58.0,Defensive rebound by C. McCollum,,66,64
248,3,5:41.0,C. McCollum makes 2-pt jump shot from 19 ft,,68,64
249,3,5:37.0,,Miami full timeout,68,64
250,3,5:37.0,A. Crabbe enters the game for N. Vonleh,,68,64
251,3,5:37.0,A. Aminu enters the game for C. McCollum,,68,64
252,3,5:37.0,,J. Johnson enters the game for L. Babbitt,68,64
253,3,5:37.0,,T. Johnson enters the game for G. Dragić,68,64
254,3,5:27.0,,T. Johnson makes 2-pt jump shot from 12 ft (assist by H. Whiteside),68,66
255,3,5:10.0,D. Lillard makes 3-pt jump shot from 25 ft,,71,66
256,3,4:54.0,,T. Johnson makes 2-pt layup from 1 ft (assist by H. Whiteside),71,68
257,3,4:43.0,D. Lillard makes 2-pt layup from 1 ft,,73,68
258,3,4:43.0,Shooting block foul by J. Richardson (drawn by D. Lillard),,73,68
259,3,4:43.0,D. Lillard makes free throw 1 of 1,,74,68
260,3,4:32.0,,Personal foul by D. Lillard (drawn by T. Johnson),74,68
261,3,4:23.0,,T. Johnson misses 2-pt jump shot from 18 ft,74,68
262,3,4:22.0,Defensive rebound by M. Harkless,,74,68
263,3,4:10.0,Personal foul by H. Whiteside (drawn by J. Nurkić),,74,68
264,3,4:10.0,J. Nurkić misses free throw 1 of 2,,74,68
265,3,4:10.0,Offensive rebound by Team,,74,68
266,3,4:10.0,,W. Reed enters the game for H. Whiteside,74,68
267,3,4:10.0,,W. Ellington enters the game for R. McGruder,74,68
268,3,4:10.0,J. Nurkić makes free throw 2 of 2,,75,68
269,3,4:00.0,,Personal foul by A. Aminu (drawn by T. Johnson),75,68
270,3,4:00.0,E. Turner enters the game for M. Harkless,,75,68
271,3,4:00.0,M. Leonard enters the game for J. Nurkić,,75,68
272,3,3:48.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by J. Richardson),75,71
273,3,3:32.0,Shooting foul by W. Reed (drawn by D. Lillard),,75,71
274,3,3:32.0,D. Lillard makes free throw 1 of 2,,76,71
275,3,3:32.0,D. Lillard makes free throw 2 of 2,,77,71
276,3,3:21.0,,J. Johnson makes 2-pt layup from 3 ft,77,73
277,3,3:21.0,,Shooting foul by M. Leonard (drawn by J. Johnson),77,73
278,3,3:21.0,,J. Johnson makes free throw 1 of 1,77,74
279,3,3:09.0,Shooting foul by J. Richardson (drawn by D. Lillard),,77,74
280,3,3:09.0,D. Lillard makes 3-pt jump shot from 26 ft,,80,74
281,3,3:09.0,D. Lillard makes free throw 1 of 1,,81,74
282,3,2:45.0,,J. Richardson misses 3-pt jump shot from 24 ft,81,74
283,3,2:44.0,,Offensive rebound by W. Ellington,81,74
284,3,2:34.0,,Shooting foul by E. Turner (drawn by J. Johnson),81,74
285,3,2:34.0,,J. Johnson makes free throw 1 of 2,81,75
286,3,2:34.0,,J. Johnson makes free throw 2 of 2,81,76
287,3,2:20.0,M. Leonard misses 2-pt jump shot from 17 ft,,81,76
288,3,2:19.0,,Defensive rebound by J. Johnson,81,76
289,3,2:12.0,,W. Ellington misses 3-pt jump shot from 25 ft,81,76
290,3,2:11.0,,Offensive rebound by W. Ellington,81,76
291,3,1:57.0,N. Vonleh enters the game for M. Leonard,,81,76
292,3,1:54.0,,W. Ellington misses 3-pt jump shot from 24 ft,81,76
293,3,1:53.0,Defensive rebound by E. Turner,,81,76
294,3,1:43.0,E. Turner makes 2-pt jump shot from 6 ft,,83,76
295,3,1:32.0,,Personal foul by E. Turner (drawn by T. Johnson),83,76
296,3,1:32.0,,T. Johnson misses free throw 1 of 2,83,76
297,3,1:32.0,,Offensive rebound by Team,83,76
298,3,1:32.0,,G. Dragić enters the game for J. Richardson,83,76
299,3,1:32.0,C. McCollum enters the game for D. Lillard,,83,76
300,3,1:32.0,,T. Johnson makes free throw 2 of 2,83,77
301,3,1:19.0,E. Turner makes 2-pt jump shot from 5 ft,,85,77
302,3,0:59.0,,J. Johnson makes 2-pt jump shot from 6 ft,85,79
303,3,0:39.0,E. Turner misses 2-pt jump shot from 12 ft,,85,79
304,3,0:38.0,,Defensive rebound by T. Johnson,85,79
305,3,0:25.0,,G. Dragić misses 3-pt jump shot from 23 ft,85,79
306,3,0:24.0,,Offensive rebound by W. Reed,85,79
307,3,0:02.0,,G. Dragić misses 2-pt jump shot from 12 ft,85,79
308,3,0:01.0,Defensive rebound by A. Crabbe,,85,79
309,4,11:45.0,Personal foul by W. Reed (drawn by A. Crabbe),,85,79
310,4,11:43.0,A. Crabbe misses 2-pt layup at rim (block by J. Johnson),,85,79
311,4,11:41.0,Offensive rebound by A. Aminu,,85,79
312,4,11:38.0,Personal block foul by W. Reed (drawn by A. Aminu),,85,79
313,4,11:33.0,C. McCollum makes 2-pt jump shot from 16 ft,,87,79
314,4,11:21.0,,W. Reed misses 2-pt jump shot from 8 ft,87,79
315,4,11:20.0,Defensive rebound by A. Aminu,,87,79
316,4,11:06.0,Turnover by C. McCollum (lost ball; steal by T. Johnson),,87,79
317,4,10:50.0,,W. Reed makes 2-pt dunk at rim (assist by T. Johnson),87,81
318,4,10:27.0,E. Turner misses 2-pt layup from 1 ft,,87,81
319,4,10:26.0,,Defensive rebound by W. Reed,87,81
320,4,10:20.0,,J. Johnson makes 2-pt layup from 2 ft,87,83
321,4,10:00.0,C. McCollum misses 3-pt jump shot from 25 ft,,87,83
322,4,9:59.0,,Defensive rebound by J. Johnson,87,83
323,4,9:52.0,,J. Johnson misses 2-pt jump shot from 7 ft,87,83
324,4,9:51.0,,Offensive rebound by G. Dragić,87,83
325,4,9:47.0,,Turnover by G. Dragić (bad pass; steal by A. Crabbe),87,83
326,4,9:38.0,Turnover by A. Aminu (lost ball; steal by W. Reed),,87,83
327,4,9:29.0,,T. Johnson makes 2-pt layup from 2 ft,87,85
328,4,9:29.0,,Shooting foul by E. Turner (drawn by T. Johnson),87,85
329,4,9:29.0,Portland full timeout,,87,85
330,4,9:29.0,,T. Johnson makes free throw 1 of 1,87,86
331,4,9:11.0,E. Turner misses 2-pt jump shot from 16 ft,,87,86
332,4,9:10.0,,Defensive rebound by J. Johnson,87,86
333,4,8:57.0,,W. Ellington misses 3-pt jump shot from 25 ft,87,86
334,4,8:56.0,Defensive rebound by C. McCollum,,87,86
335,4,8:48.0,C. McCollum misses 2-pt layup from 2 ft (block by W. Reed),,87,86
336,4,8:47.0,,Defensive rebound by G. Dragić,87,86
337,4,8:41.0,,Turnover by W. Reed (traveling),87,86
338,4,8:41.0,M. Harkless enters the game for A. Crabbe,,87,86
339,4,8:41.0,D. Lillard enters the game for A. Aminu,,87,86
340,4,8:26.0,D. Lillard makes 3-pt jump shot from 25 ft,,90,86
341,4,8:03.0,,Turnover by T. Johnson (lost ball; steal by C. McCollum),90,86
342,4,8:00.0,,H. Whiteside enters the game for W. Reed,90,86
343,4,8:00.0,,J. Richardson enters the game for T. Johnson,90,86
344,4,7:53.0,D. Lillard makes 2-pt jump shot from 12 ft,,92,86
345,4,7:46.0,,Miami full timeout,92,86
346,4,7:46.0,J. Nurkić enters the game for N. Vonleh,,92,86
347,4,7:35.0,,W. Ellington makes 3-pt jump shot from 24 ft,92,89
348,4,7:12.0,Turnover by M. Harkless (lost ball),,92,89
349,4,6:58.0,,H. Whiteside misses 2-pt jump shot from 5 ft,92,89
350,4,6:57.0,Defensive rebound by J. Nurkić,,92,89
351,4,6:49.0,D. Lillard misses 3-pt jump shot from 26 ft,,92,89
352,4,6:49.0,Offensive rebound by Team,,92,89
353,4,6:49.0,,Loose ball foul by H. Whiteside (drawn by J. Nurkić),92,89
354,4,6:49.0,,W. Reed enters the game for H. Whiteside,92,89
355,4,6:41.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,94,89
356,4,6:21.0,,G. Dragić makes 2-pt jump shot from 11 ft,94,91
357,4,6:04.0,E. Turner misses 3-pt jump shot from 23 ft,,94,91
358,4,6:02.0,Offensive rebound by M. Harkless,,94,91
359,4,6:01.0,M. Harkless misses 2-pt layup from 1 ft,,94,91
360,4,5:59.0,Offensive rebound by J. Nurkić,,94,91
361,4,5:58.0,J. Nurkić makes 2-pt hook shot from 5 ft,,96,91
362,4,5:58.0,Shooting foul by J. Johnson (drawn by J. Nurkić),,96,91
363,4,5:58.0,A. Crabbe enters the game for E. Turner,,96,91
364,4,5:58.0,J. Nurkić makes free throw 1 of 1,,97,91
365,4,5:46.0,,Turnover by W. Reed (lost ball),97,91
366,4,5:46.0,,T. Johnson enters the game for W. Ellington,97,91
367,4,5:30.0,Shooting foul by T. Johnson (drawn by C. McCollum),,97,91
368,4,5:30.0,C. McCollum makes free throw 1 of 2,,98,91
369,4,5:30.0,C. McCollum makes free throw 2 of 2,,99,91
370,4,5:14.0,,J. Johnson makes 2-pt layup at rim,99,93
371,4,4:58.0,D. Lillard misses 2-pt jump shot from 16 ft,,99,93
372,4,4:57.0,Offensive rebound by J. Nurkić,,99,93
373,4,4:55.0,Shooting foul by W. Reed (drawn by J. Nurkić),,99,93
374,4,4:55.0,J. Nurkić makes 2-pt layup from 2 ft,,101,93
375,4,4:55.0,J. Nurkić misses free throw 1 of 1,,101,93
376,4,4:52.0,Offensive rebound by A. Crabbe,,101,93
377,4,4:47.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,104,93
378,4,4:30.0,,J. Johnson misses 2-pt jump shot from 10 ft (block by M. Harkless),104,93
379,4,4:30.0,,Offensive rebound by Team,104,93
380,4,4:30.0,,Away from play foul by M. Harkless (drawn by J. Johnson),104,93
381,4,4:30.0,,H. Whiteside enters the game for W. Reed,104,93
382,4,4:30.0,,G. Dragić makes free throw 1 of 1,104,94
