,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DALLAS_ACTION,ORLANDO_SCORE,DALLAS_SCORE
88,1,1:53.0,J. Green makes 2-pt layup from 2 ft (assist by S. Ibaka),,20,21
89,1,1:42.0,,Personal foul by E. Payton (drawn by D. Harris),20,21
90,1,1:28.0,,D. Harris misses 2-pt jump shot from 7 ft,20,21
91,1,1:27.0,,Offensive rebound by D. Harris,20,21
92,1,1:24.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),20,23
93,1,1:12.0,E. Payton misses 2-pt jump shot from 4 ft (block by S. Mejri),,20,23
94,1,1:11.0,,Defensive rebound by Y. Ferrell,20,23
95,1,1:05.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),20,26
96,1,0:37.0,Turnover by Team (shot clock),,20,26
97,1,0:37.0,,D. Powell enters the game for S. Mejri,20,26
98,1,0:33.0,,D. Harris makes 3-pt jump shot from 25 ft,20,29
99,1,0:31.0,,Offensive charge foul by E. Payton (drawn by D. Harris),20,29
100,1,0:31.0,Turnover by E. Payton (offensive foul),,20,29
101,1,0:16.0,,D. Powell misses 2-pt jump shot from 2 ft (block by S. Ibaka),20,29
102,1,0:14.0,,Offensive rebound by D. Powell,20,29
103,1,0:11.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,20,29
104,1,0:10.0,Defensive rebound by J. Green,,20,29
105,1,0:03.0,Shooting foul by D. Nowitzki (drawn by J. Green),,20,29
106,1,0:03.0,J. Green makes 2-pt jump shot from 8 ft,,22,29
107,1,0:03.0,J. Green makes free throw 1 of 1,,23,29
108,1,0:01.0,,D. Harris misses 3-pt jump shot from 40 ft,23,29
109,1,0:00.0,,Offensive rebound by Team,23,29
110,2,11:53.0,,Personal foul by B. Biyombo (drawn by D. Harris),23,29
111,2,11:44.0,,Personal block foul by D. Augustin (drawn by Y. Ferrell),23,29
112,2,11:37.0,,Y. Ferrell makes 3-pt jump shot from 24 ft,23,32
113,2,11:10.0,D. Augustin misses 3-pt jump shot from 26 ft,,23,32
114,2,11:09.0,,Defensive rebound by D. Harris,23,32
115,2,10:52.0,,Y. Ferrell makes 2-pt jump shot from 11 ft,23,34
116,2,10:35.0,Turnover by B. Biyombo (lost ball; steal by D. Nowitzki),,23,34
117,2,10:32.0,,Turnover by D. Harris (traveling),23,34
118,2,10:11.0,D. Augustin misses 3-pt jump shot from 23 ft,,23,34
119,2,10:10.0,,Defensive rebound by D. Finney-Smith,23,34
120,2,10:02.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,23,34
121,2,10:01.0,Defensive rebound by E. Fournier,,23,34
122,2,9:56.0,E. Fournier misses 2-pt layup from 1 ft,,23,34
123,2,9:53.0,,Defensive rebound by D. Powell,23,34
124,2,9:44.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Powell),23,37
125,2,9:43.0,Orlando full timeout,,23,37
126,2,9:43.0,,S. Curry enters the game for D. Harris,23,37
127,2,9:43.0,M. Hezonja enters the game for E. Payton,,23,37
128,2,9:43.0,C. Watson enters the game for D. Augustin,,23,37
129,2,9:43.0,N. Vučević enters the game for B. Biyombo,,23,37
130,2,9:30.0,E. Fournier makes 2-pt jump shot from 15 ft,,25,37
131,2,9:08.0,,D. Powell makes 2-pt layup from 1 ft (assist by Y. Ferrell),25,39
132,2,8:50.0,J. Green misses 3-pt jump shot from 24 ft,,25,39
133,2,8:49.0,,Defensive rebound by D. Finney-Smith,25,39
134,2,8:33.0,,Personal foul by E. Fournier (drawn by S. Curry),25,39
135,2,8:33.0,,H. Barnes enters the game for D. Nowitzki,25,39
136,2,8:33.0,,S. Mejri enters the game for D. Powell,25,39
137,2,8:33.0,,D. Williams enters the game for Y. Ferrell,25,39
138,2,8:21.0,,Turnover by D. Finney-Smith (bad pass; steal by C. Watson),25,39
139,2,8:17.0,C. Watson misses 2-pt layup from 2 ft,,25,39
140,2,8:16.0,Offensive rebound by J. Green,,25,39
141,2,8:16.0,J. Green makes 2-pt layup from 2 ft,,27,39
142,2,7:54.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,27,39
143,2,7:53.0,,Offensive rebound by S. Mejri,27,39
144,2,7:44.0,,S. Curry makes 2-pt jump shot from 17 ft,27,41
145,2,7:27.0,E. Fournier makes 2-pt jump shot from 18 ft (assist by N. Vučević),,29,41
146,2,7:10.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by H. Barnes),29,44
147,2,6:55.0,E. Fournier makes 2-pt jump shot from 10 ft,,31,44
148,2,6:43.0,,H. Barnes misses 2-pt layup from 1 ft (block by M. Hezonja),31,44
149,2,6:40.0,Defensive rebound by M. Hezonja,,31,44
150,2,6:38.0,Turnover by M. Hezonja (bad pass),,31,44
151,2,6:13.0,,S. Curry misses 3-pt jump shot from 24 ft,31,44
152,2,6:12.0,Defensive rebound by M. Hezonja,,31,44
153,2,6:01.0,Turnover by C. Watson (bad pass; steal by D. Williams),,31,44
154,2,5:55.0,,S. Curry misses 3-pt jump shot from 25 ft,31,44
155,2,5:54.0,,Offensive rebound by H. Barnes,31,44
156,2,5:42.0,,S. Curry makes 2-pt jump shot from 6 ft (assist by D. Williams),31,46
157,2,5:42.0,Orlando full timeout,,31,46
158,2,5:42.0,Official timeout,,31,46
159,2,5:42.0,,W. Matthews enters the game for D. Finney-Smith,31,46
160,2,5:42.0,S. Ibaka enters the game for J. Green,,31,46
161,2,5:25.0,C. Watson misses 2-pt jump shot from 16 ft,,31,46
162,2,5:24.0,,Defensive rebound by W. Matthews,31,46
163,2,5:03.0,,S. Curry misses 2-pt jump shot from 7 ft,31,46
164,2,5:02.0,,Offensive rebound by S. Mejri,31,46
165,2,5:02.0,,S. Mejri misses 2-pt dunk at rim,31,46
166,2,5:01.0,Defensive rebound by N. Vučević,,31,46
167,2,4:51.0,Personal foul by S. Mejri (drawn by N. Vučević),,31,46
168,2,4:40.0,S. Ibaka makes 2-pt jump shot from 10 ft (assist by C. Watson),,33,46
169,2,4:26.0,,D. Williams makes 3-pt jump shot from 25 ft,33,49
170,2,4:01.0,S. Ibaka misses 2-pt jump shot from 14 ft,,33,49
171,2,4:00.0,,Defensive rebound by S. Mejri,33,49
172,2,3:51.0,,Offensive foul by H. Barnes (drawn by C. Watson),33,49
173,2,3:51.0,,Turnover by H. Barnes (offensive foul),33,49
174,2,3:35.0,N. Vučević makes 2-pt hook shot from 9 ft (assist by E. Fournier),,35,49
175,2,3:23.0,,S. Mejri makes 2-pt dunk at rim (assist by W. Matthews),35,51
176,2,3:06.0,S. Ibaka misses 2-pt hook shot from 10 ft,,35,51
177,2,3:05.0,,Defensive rebound by W. Matthews,35,51
178,2,2:56.0,,W. Matthews makes 2-pt jump shot from 22 ft,35,53
179,2,2:38.0,C. Watson misses 2-pt jump shot from 21 ft,,35,53
180,2,2:37.0,,Defensive rebound by S. Mejri,35,53
181,2,2:24.0,,H. Barnes makes 2-pt dunk at rim (assist by W. Matthews),35,55
182,2,2:08.0,E. Fournier misses 3-pt jump shot from 25 ft,,35,55
183,2,2:07.0,,Defensive rebound by S. Mejri,35,55
184,2,1:50.0,,D. Williams misses 3-pt jump shot from 24 ft,35,55
185,2,1:49.0,Defensive rebound by N. Vučević,,35,55
186,2,1:41.0,Turnover by C. Watson (bad pass; steal by D. Williams),,35,55
187,2,1:35.0,,D. Williams makes 2-pt layup from 1 ft,35,57
188,2,1:35.0,Orlando full timeout,,35,57
189,2,1:35.0,D. Augustin enters the game for M. Hezonja,,35,57
190,2,1:35.0,E. Payton enters the game for C. Watson,,35,57
191,2,1:25.0,N. Vučević misses 2-pt jump shot from 19 ft,,35,57
192,2,1:24.0,,Defensive rebound by H. Barnes,35,57
193,2,1:10.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by S. Curry),35,59
194,2,0:50.0,S. Ibaka misses 2-pt jump shot from 11 ft,,35,59
195,2,0:49.0,,Defensive rebound by S. Curry,35,59
196,2,0:33.0,,S. Curry misses 2-pt jump shot from 12 ft,35,59
197,2,0:32.0,Defensive rebound by E. Payton,,35,59
198,2,0:20.0,S. Ibaka misses 3-pt jump shot from 25 ft,,35,59
199,2,0:19.0,,Defensive rebound by S. Mejri,35,59
200,2,0:04.0,,Personal foul by E. Payton (drawn by D. Williams),35,59
201,2,0:04.0,C. Watson enters the game for E. Payton,,35,59
202,2,0:01.0,,H. Barnes makes 2-pt jump shot from 22 ft (assist by D. Williams),35,61
203,3,11:45.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by S. Curry),35,64
204,3,11:23.0,S. Ibaka makes 2-pt hook shot from 5 ft,,37,64
205,3,11:09.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),37,67
206,3,10:54.0,E. Fournier misses 2-pt jump shot from 6 ft,,37,67
207,3,10:53.0,,Defensive rebound by D. Nowitzki,37,67
208,3,10:43.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,37,67
209,3,10:43.0,Defensive rebound by S. Ibaka,,37,67
210,3,10:21.0,C. Watson makes 3-pt jump shot from 25 ft,,40,67
211,3,9:58.0,,W. Matthews misses 3-pt jump shot from 24 ft,40,67
212,3,9:57.0,Defensive rebound by N. Vučević,,40,67
213,3,9:45.0,E. Fournier misses 3-pt jump shot from 25 ft,,40,67
214,3,9:44.0,,Defensive rebound by W. Matthews,40,67
215,3,9:34.0,,Personal foul by E. Fournier (drawn by H. Barnes),40,67
216,3,9:21.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by S. Curry),40,70
217,3,9:01.0,M. Hezonja misses 2-pt layup from 1 ft,,40,70
218,3,9:00.0,,Defensive rebound by D. Nowitzki,40,70
219,3,8:46.0,,S. Curry misses 3-pt jump shot from 25 ft,40,70
220,3,8:45.0,Defensive rebound by M. Hezonja,,40,70
221,3,8:39.0,Turnover by M. Hezonja (bad pass),,40,70
222,3,8:18.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by W. Matthews),40,72
223,3,8:03.0,Shooting foul by W. Matthews (drawn by E. Fournier),,40,72
224,3,8:03.0,E. Fournier makes free throw 1 of 2,,41,72
225,3,8:03.0,E. Fournier makes free throw 2 of 2,,42,72
226,3,7:45.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,42,72
227,3,7:44.0,Defensive rebound by S. Ibaka,,42,72
228,3,7:31.0,Shooting foul by W. Matthews (drawn by E. Fournier),,42,72
229,3,7:31.0,E. Fournier misses free throw 1 of 2,,42,72
230,3,7:31.0,Offensive rebound by Team,,42,72
231,3,7:31.0,E. Fournier misses free throw 2 of 2,,42,72
232,3,7:31.0,E. Payton enters the game for C. Watson,,42,72
233,3,7:30.0,,Defensive rebound by D. Nowitzki,42,72
234,3,7:18.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),42,75
235,3,7:17.0,Orlando full timeout,,42,75
236,3,7:17.0,,D. Harris enters the game for S. Curry,42,75
237,3,7:17.0,D. Augustin enters the game for M. Hezonja,,42,75
238,3,7:05.0,E. Fournier misses 3-pt jump shot from 24 ft,,42,75
239,3,7:04.0,Offensive rebound by N. Vučević,,42,75
240,3,6:54.0,E. Payton misses 3-pt jump shot from 23 ft,,42,75
241,3,6:53.0,,Defensive rebound by Y. Ferrell,42,75
242,3,6:37.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,42,75
243,3,6:37.0,Defensive rebound by N. Vučević,,42,75
244,3,6:30.0,D. Augustin misses 3-pt jump shot from 24 ft,,42,75
245,3,6:28.0,Offensive rebound by E. Fournier,,42,75
246,3,6:18.0,E. Fournier misses 3-pt jump shot from 24 ft,,42,75
247,3,6:18.0,,Defensive rebound by D. Nowitzki,42,75
248,3,6:10.0,,W. Matthews misses 3-pt jump shot from 25 ft,42,75
249,3,6:09.0,Defensive rebound by Team,,42,75
250,3,5:52.0,S. Ibaka misses 2-pt jump shot from 13 ft,,42,75
251,3,5:51.0,,Defensive rebound by D. Harris,42,75
252,3,5:35.0,,Y. Ferrell misses 2-pt jump shot from 4 ft,42,75
253,3,5:34.0,Defensive rebound by D. Augustin,,42,75
254,3,5:29.0,Turnover by D. Augustin (bad pass; steal by D. Nowitzki),,42,75
255,3,5:23.0,,Turnover by Y. Ferrell (bad pass; steal by S. Ibaka),42,75
256,3,5:22.0,Personal block foul by W. Matthews (drawn by E. Fournier),,42,75
257,3,5:22.0,,S. Mejri enters the game for D. Nowitzki,42,75
258,3,5:13.0,E. Fournier misses 2-pt jump shot from 15 ft,,42,75
259,3,5:12.0,,Defensive rebound by S. Mejri,42,75
260,3,4:54.0,,D. Harris misses 2-pt jump shot from 14 ft,42,75
261,3,4:54.0,,Offensive rebound by Team,42,75
262,3,4:54.0,Loose ball foul by E. Fournier (drawn by S. Mejri),,42,75
263,3,4:54.0,,J. Anderson enters the game for W. Matthews,42,75
264,3,4:47.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,42,75
265,3,4:46.0,,Offensive rebound by H. Barnes,42,75
266,3,4:30.0,,Shooting foul by E. Fournier (drawn by J. Anderson),42,75
267,3,4:30.0,,J. Anderson makes free throw 1 of 2,42,76
268,3,4:30.0,,J. Anderson makes free throw 2 of 2,42,77
269,3,4:15.0,Shooting foul by S. Mejri (drawn by N. Vučević),,42,77
270,3,4:15.0,N. Vučević makes free throw 1 of 2,,43,77
271,3,4:15.0,,Dallas full timeout,43,77
272,3,4:15.0,N. Vučević misses free throw 2 of 2,,43,77
273,3,4:15.0,J. Green enters the game for S. Ibaka,,43,77
274,3,4:14.0,,Defensive rebound by J. Anderson,43,77
275,3,4:00.0,,H. Barnes misses 2-pt jump shot from 7 ft (block by N. Vučević),43,77
276,3,4:00.0,,Offensive rebound by Team,43,77
277,3,4:00.0,B. Biyombo enters the game for N. Vučević,,43,77
278,3,3:53.0,,D. Harris misses 3-pt jump shot from 28 ft,43,77
279,3,3:52.0,,Offensive rebound by S. Mejri,43,77
280,3,3:49.0,,S. Mejri makes 2-pt layup from 2 ft,43,79
281,3,3:23.0,Shooting foul by Y. Ferrell (drawn by D. Augustin),,43,79
282,3,3:23.0,D. Augustin makes free throw 1 of 2,,44,79
283,3,3:23.0,D. Augustin misses free throw 2 of 2,,44,79
284,3,3:23.0,,Defensive rebound by S. Mejri,44,79
285,3,3:07.0,,Turnover by J. Anderson (bad pass),44,79
286,3,2:56.0,E. Payton makes 2-pt jump shot from 19 ft,,46,79
287,3,2:35.0,,J. Anderson makes 2-pt jump shot from 9 ft,46,81
288,3,2:25.0,M. Hezonja enters the game for E. Fournier,,46,81
289,3,2:17.0,J. Green misses 2-pt jump shot from 16 ft,,46,81
290,3,2:16.0,,Defensive rebound by S. Mejri,46,81
291,3,1:58.0,,H. Barnes misses 2-pt dunk from 1 ft (block by B. Biyombo),46,81
292,3,1:56.0,,Offensive rebound by H. Barnes,46,81
293,3,1:56.0,,H. Barnes makes 2-pt layup from 1 ft,46,83
294,3,1:39.0,Personal foul by S. Mejri (drawn by B. Biyombo),,46,83
295,3,1:39.0,B. Biyombo makes free throw 1 of 2,,47,83
296,3,1:39.0,B. Biyombo makes free throw 2 of 2,,48,83
297,3,1:21.0,,H. Barnes misses 2-pt jump shot from 16 ft,48,83
298,3,1:20.0,Defensive rebound by E. Payton,,48,83
299,3,1:13.0,J. Green misses 2-pt hook shot from 6 ft,,48,83
300,3,1:12.0,Offensive rebound by B. Biyombo,,48,83
301,3,1:11.0,B. Biyombo makes 2-pt dunk at rim,,50,83
302,3,0:49.0,,Y. Ferrell misses 2-pt jump shot from 9 ft,50,83
303,3,0:48.0,,Offensive rebound by S. Mejri,50,83
304,3,0:43.0,,J. Anderson misses 3-pt jump shot from 26 ft,50,83
305,3,0:42.0,Defensive rebound by J. Green,,50,83
306,3,0:28.0,Shooting foul by S. Mejri (drawn by B. Biyombo),,50,83
307,3,0:28.0,B. Biyombo makes free throw 1 of 2,,51,83
308,3,0:28.0,,D. Powell enters the game for S. Mejri,51,83
309,3,0:28.0,,S. Curry enters the game for Y. Ferrell,51,83
310,3,0:28.0,B. Biyombo makes free throw 2 of 2,,52,83
311,3,0:12.0,,J. Anderson misses 3-pt jump shot from 23 ft,52,83
312,3,0:11.0,Defensive rebound by D. Augustin,,52,83
313,3,0:05.0,Turnover by M. Hezonja (bad pass; steal by D. Powell),,52,83
314,3,0:01.0,,Shooting foul by J. Green (drawn by J. Anderson),52,83
315,3,0:01.0,,J. Anderson misses free throw 1 of 2,52,83
316,3,0:01.0,,Offensive rebound by Team,52,83
317,3,0:01.0,,J. Anderson makes free throw 2 of 2,52,84
318,3,0:01.0,J. Green misses 3-pt jump shot from 77 ft,,52,84
319,3,0:00.0,Offensive rebound by Team,,52,84
320,4,11:45.0,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),,54,84
321,4,11:30.0,,N. Brussino misses 2-pt jump shot from 17 ft,54,84
322,4,11:29.0,Defensive rebound by B. Biyombo,,54,84
323,4,11:18.0,E. Payton misses 2-pt layup from 2 ft (block by N. Brussino),,54,84
324,4,11:17.0,Offensive rebound by D. Augustin,,54,84
325,4,11:13.0,M. Hezonja misses 3-pt jump shot from 24 ft,,54,84
326,4,11:12.0,,Defensive rebound by Y. Ferrell,54,84
327,4,10:56.0,,D. Powell makes 2-pt dunk at rim (assist by Y. Ferrell),54,86
328,4,10:34.0,E. Payton makes 2-pt jump shot from 15 ft,,56,86
329,4,10:20.0,,Personal foul by D. Rudež (drawn by N. Brussino),56,86
330,4,10:13.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),56,89
331,4,9:53.0,E. Payton makes 2-pt layup from 2 ft,,58,89
332,4,9:40.0,,S. Curry makes 2-pt jump shot from 6 ft,58,91
333,4,9:28.0,D. Rudež misses 2-pt jump shot from 18 ft,,58,91
334,4,9:27.0,,Defensive rebound by Team,58,91
335,4,9:12.0,,Turnover by S. Curry (bad pass; steal by M. Hezonja),58,91
336,4,9:11.0,Personal take foul by Y. Ferrell (drawn by M. Hezonja),,58,91
337,4,9:11.0,,D. Finney-Smith enters the game for S. Curry,58,91
338,4,8:59.0,M. Hezonja misses 2-pt jump shot from 16 ft,,58,91
339,4,8:58.0,,Defensive rebound by J. Anderson,58,91
340,4,8:51.0,,Turnover by J. Anderson (bad pass; steal by D. Rudež),58,91
341,4,8:41.0,Turnover by E. Payton (lost ball; steal by N. Brussino),,58,91
342,4,8:35.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,58,91
343,4,8:35.0,Defensive rebound by Team,,58,91
344,4,8:35.0,Official timeout,,58,91
345,4,8:15.0,Turnover by B. Biyombo (lost ball; steal by J. Anderson),,58,91
346,4,7:58.0,,Turnover by J. Anderson (bad pass; steal by B. Biyombo),58,91
347,4,7:49.0,D. Rudež misses 3-pt jump shot from 24 ft,,58,91
348,4,7:48.0,,Defensive rebound by J. Anderson,58,91
349,4,7:40.0,,Personal foul by E. Payton (drawn by D. Powell),58,91
350,4,7:36.0,,J. Anderson makes 2-pt layup from 1 ft (assist by N. Brussino),58,93
351,4,7:22.0,E. Payton misses 3-pt jump shot from 25 ft,,58,93
352,4,7:21.0,,Defensive rebound by N. Brussino,58,93
353,4,7:15.0,,D. Finney-Smith makes 2-pt layup at rim (assist by N. Brussino),58,95
354,4,7:14.0,Orlando full timeout,,58,95
355,4,7:14.0,C. Watson enters the game for E. Payton,,58,95
356,4,7:00.0,D. Rudež makes 3-pt jump shot from 25 ft (assist by D. Augustin),,61,95
357,4,6:47.0,,D. Powell makes 3-pt jump shot from 24 ft (assist by N. Brussino),61,98
358,4,6:19.0,D. Augustin misses 2-pt jump shot from 21 ft,,61,98
359,4,6:18.0,Offensive rebound by B. Biyombo,,61,98
360,4,6:18.0,B. Biyombo misses 2-pt layup from 1 ft,,61,98
361,4,6:18.0,Offensive rebound by B. Biyombo,,61,98
362,4,6:18.0,B. Biyombo makes 2-pt layup from 1 ft,,63,98
363,4,6:18.0,,Violation by D. Finney-Smith (def goaltending),63,98
364,4,6:02.0,,Personal foul by M. Hezonja (drawn by D. Powell),63,98
365,4,5:49.0,,D. Powell makes 2-pt dunk at rim (assist by J. Anderson),63,100
366,4,5:17.0,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Rudež),,65,100
367,4,5:17.0,Shooting foul by N. Brussino (drawn by B. Biyombo),,65,100
368,4,5:17.0,B. Biyombo makes free throw 1 of 1,,66,100
369,4,4:54.0,,J. Anderson makes 2-pt jump shot from 2 ft,66,102
370,4,4:35.0,M. Hezonja makes 3-pt jump shot from 24 ft (assist by B. Biyombo),,69,102
371,4,4:22.0,,Turnover by Y. Ferrell (traveling),69,102
372,4,4:09.0,D. Rudež misses 3-pt jump shot from 23 ft,,69,102
373,4,4:08.0,,Defensive rebound by N. Brussino,69,102
374,4,3:59.0,,Turnover by Y. Ferrell (step out of bounds),69,102
375,4,3:59.0,,Dallas full timeout,69,102
376,4,3:45.0,M. Hezonja misses 2-pt jump shot from 20 ft,,69,102
377,4,3:44.0,Offensive rebound by B. Biyombo,,69,102
378,4,3:36.0,D. Rudež makes 2-pt jump shot from 22 ft (assist by B. Biyombo),,71,102
