,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA CLIPPERS_ACTION,WASHINGTON_SCORE,LA CLIPPERS_SCORE
44,1,6:33.0,Personal foul by L. Mbah a Moute (drawn by B. Beal),,11,19
45,1,6:21.0,O. Porter makes 2-pt jump shot from 18 ft (assist by M. Gortat),,13,19
46,1,6:10.0,,B. Griffin makes 2-pt layup from 4 ft (assist by C. Paul),13,21
47,1,5:59.0,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Wall),,16,21
48,1,5:39.0,,D. Jordan misses 2-pt dunk at rim,16,21
49,1,5:36.0,Defensive rebound by J. Smith,,16,21
50,1,5:32.0,J. Wall misses 2-pt jump shot from 3 ft,,16,21
51,1,5:27.0,Offensive rebound by M. Gortat,,16,21
52,1,5:27.0,M. Gortat makes 2-pt layup from 2 ft,,18,21
53,1,5:14.0,,J. Redick misses 3-pt jump shot from 25 ft,18,21
54,1,5:13.0,Defensive rebound by J. Wall,,18,21
55,1,5:10.0,J. Wall makes 2-pt layup from 3 ft,,20,21
56,1,5:10.0,Shooting foul by C. Paul (drawn by J. Wall),,20,21
57,1,5:10.0,,LA Clippers full timeout,20,21
58,1,5:10.0,J. Wall makes free throw 1 of 1,,21,21
59,1,4:57.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),21,24
60,1,4:38.0,J. Wall makes 3-pt jump shot from 27 ft (assist by M. Gortat),,24,24
61,1,4:25.0,,C. Paul makes 2-pt jump shot from 16 ft,24,26
62,1,4:07.0,B. Beal makes 3-pt jump shot from 27 ft,,27,26
63,1,3:50.0,,Personal foul by J. Smith (drawn by C. Paul),27,26
64,1,3:50.0,,C. Paul makes free throw 1 of 2,27,27
65,1,3:50.0,I. Mahinmi enters the game for M. Gortat,,27,27
66,1,3:50.0,,J. Crawford enters the game for J. Redick,27,27
67,1,3:50.0,,A. Rivers enters the game for L. Mbah a Moute,27,27
68,1,3:50.0,,C. Paul makes free throw 2 of 2,27,28
69,1,3:38.0,J. Wall misses 2-pt layup from 2 ft (block by D. Jordan),,27,28
70,1,3:37.0,Offensive rebound by J. Wall,,27,28
71,1,3:37.0,Washington full timeout,,27,28
72,1,3:27.0,J. Smith misses 2-pt layup from 2 ft,,27,28
73,1,3:25.0,,Defensive rebound by B. Griffin,27,28
74,1,3:20.0,,Personal foul by I. Mahinmi (drawn by C. Paul),27,28
75,1,3:20.0,,C. Paul makes free throw 1 of 2,27,29
76,1,3:20.0,,C. Paul misses free throw 2 of 2,27,29
77,1,3:20.0,K. Oubre enters the game for O. Porter,,27,29
78,1,3:19.0,Defensive rebound by I. Mahinmi,,27,29
79,1,3:01.0,I. Mahinmi misses 2-pt jump shot from 3 ft,,27,29
80,1,3:00.0,,Defensive rebound by D. Jordan,27,29
81,1,2:55.0,,J. Crawford makes 2-pt jump shot from 5 ft (assist by C. Paul),27,31
82,1,2:38.0,B. Beal misses 2-pt jump shot from 17 ft,,27,31
83,1,2:36.0,,Defensive rebound by B. Griffin,27,31
84,1,2:27.0,,C. Paul makes 2-pt jump shot from 12 ft,27,33
85,1,2:12.0,Turnover by J. Wall (lost ball),,27,33
86,1,2:12.0,,M. Speights enters the game for D. Jordan,27,33
87,1,1:58.0,,B. Griffin misses 3-pt jump shot from 27 ft,27,33
88,1,1:57.0,Defensive rebound by K. Oubre,,27,33
89,1,1:50.0,,Offensive charge foul by J. Wall (drawn by M. Speights),27,33
90,1,1:50.0,Turnover by J. Wall (offensive foul),,27,33
91,1,1:50.0,B. Jennings enters the game for J. Wall,,27,33
92,1,1:37.0,,C. Paul makes 2-pt jump shot from 16 ft,27,35
93,1,1:22.0,J. Smith makes 2-pt dunk at rim (assist by B. Beal),,29,35
94,1,1:10.0,,Shooting foul by B. Jennings (drawn by C. Paul),29,35
95,1,1:10.0,,C. Paul makes free throw 1 of 2,29,36
96,1,1:10.0,B. Bogdanović enters the game for J. Smith,,29,36
97,1,1:10.0,,P. Pierce enters the game for B. Griffin,29,36
98,1,1:10.0,,C. Paul makes free throw 2 of 2,29,37
99,1,0:46.0,B. Beal misses 3-pt jump shot from 26 ft,,29,37
100,1,0:44.0,Offensive rebound by I. Mahinmi,,29,37
101,1,0:44.0,I. Mahinmi misses 2-pt hook shot from 3 ft,,29,37
102,1,0:42.0,,Defensive rebound by M. Speights,29,37
103,1,0:42.0,,R. Felton enters the game for C. Paul,29,37
104,1,0:28.0,,A. Rivers misses 2-pt jump shot from 12 ft,29,37
105,1,0:28.0,,Offensive rebound by M. Speights,29,37
106,1,0:28.0,,M. Speights makes 2-pt layup from 2 ft,29,39
107,1,0:04.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,29,39
108,1,0:04.0,Offensive rebound by K. Oubre,,29,39
109,1,0:04.0,K. Oubre makes 2-pt dunk at rim,,31,39
110,1,0:01.0,,J. Crawford misses 3-pt jump shot from 32 ft,31,39
111,1,0:00.0,,Offensive rebound by Team,31,39
112,2,11:40.0,,Turnover by R. Felton (step out of bounds),31,39
113,2,11:28.0,Personal foul by M. Speights (drawn by I. Mahinmi),,31,39
114,2,11:23.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by B. Jennings),,34,39
115,2,11:05.0,,J. Crawford misses 3-pt jump shot from 26 ft,34,39
116,2,11:03.0,Defensive rebound by B. Bogdanović,,34,39
117,2,10:57.0,K. Oubre makes 2-pt jump shot from 11 ft (assist by B. Jennings),,36,39
118,2,10:31.0,,A. Rivers misses 3-pt jump shot from 26 ft,36,39
119,2,10:27.0,Defensive rebound by J. Smith,,36,39
120,2,10:16.0,I. Mahinmi misses 2-pt hook shot from 6 ft,,36,39
121,2,10:14.0,,Defensive rebound by P. Pierce,36,39
122,2,10:06.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by J. Crawford),36,42
123,2,9:53.0,J. Smith misses 3-pt jump shot from 26 ft,,36,42
124,2,9:53.0,Offensive rebound by Team,,36,42
125,2,9:53.0,,Loose ball foul by M. Speights (drawn by I. Mahinmi),36,42
126,2,9:50.0,Turnover by B. Jennings (traveling),,36,42
127,2,9:38.0,,Personal block foul by I. Mahinmi (drawn by R. Felton),36,42
128,2,9:29.0,,M. Speights misses 2-pt layup from 3 ft,36,42
129,2,9:27.0,Defensive rebound by B. Bogdanović,,36,42
130,2,9:24.0,Shooting foul by M. Speights (drawn by I. Mahinmi),,36,42
131,2,9:24.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by B. Jennings),,38,42
132,2,9:24.0,I. Mahinmi misses free throw 1 of 1,,38,42
133,2,9:24.0,,Defensive rebound by A. Rivers,38,42
134,2,9:24.0,,D. Jordan enters the game for M. Speights,38,42
135,2,9:05.0,,J. Crawford misses 2-pt jump shot from 15 ft,38,42
136,2,9:05.0,,Offensive rebound by Team,38,42
137,2,9:05.0,Loose ball foul by I. Mahinmi (drawn by D. Jordan),,38,42
138,2,9:05.0,M. Morris enters the game for I. Mahinmi,,38,42
139,2,8:58.0,,Personal foul by K. Oubre (drawn by D. Jordan),38,42
140,2,8:58.0,Official timeout,,38,42
141,2,8:48.0,,A. Rivers misses 3-pt jump shot from 28 ft,38,42
142,2,8:47.0,Defensive rebound by M. Morris,,38,42
143,2,8:34.0,Shooting foul by P. Pierce (drawn by M. Morris),,38,42
144,2,8:34.0,M. Morris makes free throw 1 of 2,,39,42
145,2,8:34.0,,B. Griffin enters the game for P. Pierce,39,42
146,2,8:34.0,M. Morris makes free throw 2 of 2,,40,42
147,2,8:20.0,,R. Felton makes 2-pt layup from 3 ft,40,44
148,2,8:11.0,J. Smith misses 3-pt jump shot from 27 ft,,40,44
149,2,8:08.0,Offensive rebound by K. Oubre,,40,44
150,2,8:07.0,Turnover by K. Oubre (bad pass; steal by J. Crawford),,40,44
151,2,8:02.0,,J. Crawford misses 2-pt layup from 1 ft,40,44
152,2,8:00.0,,Offensive rebound by D. Jordan,40,44
153,2,8:00.0,,D. Jordan makes 2-pt dunk at rim,40,46
154,2,7:49.0,B. Jennings misses 3-pt jump shot from 27 ft,,40,46
155,2,7:47.0,,Defensive rebound by Team,40,46
156,2,7:47.0,,J. Redick enters the game for A. Rivers,40,46
157,2,7:34.0,,J. Crawford makes 2-pt jump shot from 7 ft,40,48
158,2,7:24.0,J. Smith misses 3-pt jump shot from 24 ft,,40,48
159,2,7:22.0,,Defensive rebound by R. Felton,40,48
160,2,7:15.0,J. Wall enters the game for B. Jennings,,40,48
161,2,7:15.0,B. Beal enters the game for K. Oubre,,40,48
162,2,7:11.0,,Personal foul by M. Morris (drawn by D. Jordan),40,48
163,2,7:11.0,K. Oubre enters the game for M. Morris,,40,48
164,2,7:04.0,,Personal foul by K. Oubre (drawn by B. Griffin),40,48
165,2,7:04.0,,B. Griffin misses free throw 1 of 2,40,48
166,2,7:04.0,,Offensive rebound by Team,40,48
167,2,7:04.0,,B. Griffin misses free throw 2 of 2,40,48
168,2,7:01.0,Defensive rebound by J. Smith,,40,48
169,2,6:53.0,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Wall),,43,48
170,2,6:44.0,,J. Crawford makes 2-pt jump shot from 17 ft,43,50
171,2,6:24.0,B. Beal misses 2-pt jump shot from 19 ft,,43,50
172,2,6:23.0,,Defensive rebound by J. Crawford,43,50
173,2,6:22.0,,Turnover by J. Crawford (bad pass; steal by J. Wall),43,50
174,2,6:16.0,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Wall),,46,50
175,2,5:54.0,,B. Griffin makes 2-pt hook shot from 4 ft (assist by J. Crawford),46,52
176,2,5:46.0,B. Beal misses 3-pt jump shot from 26 ft,,46,52
177,2,5:43.0,,Defensive rebound by R. Felton,46,52
178,2,5:36.0,,B. Griffin misses 2-pt jump shot from 20 ft,46,52
179,2,5:34.0,,Offensive rebound by D. Jordan,46,52
180,2,5:30.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by D. Jordan),46,54
181,2,5:30.0,Washington full timeout,,46,54
182,2,5:30.0,,C. Paul enters the game for R. Felton,46,54
183,2,5:30.0,O. Porter enters the game for K. Oubre,,46,54
184,2,5:21.0,J. Smith misses 3-pt jump shot from 26 ft,,46,54
185,2,5:20.0,,Defensive rebound by B. Griffin,46,54
186,2,5:12.0,,Shooting foul by B. Beal (drawn by D. Jordan),46,54
187,2,5:12.0,,D. Jordan makes free throw 1 of 2,46,55
188,2,5:12.0,M. Gortat enters the game for B. Bogdanović,,46,55
189,2,5:12.0,,D. Jordan makes free throw 2 of 2,46,56
190,2,5:00.0,J. Wall makes 2-pt jump shot from 13 ft,,48,56
191,2,4:42.0,,J. Redick misses 2-pt jump shot from 19 ft,48,56
192,2,4:41.0,Defensive rebound by J. Smith,,48,56
193,2,4:26.0,J. Wall makes 2-pt jump shot from 13 ft,,50,56
194,2,4:11.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),50,59
195,2,3:59.0,Personal foul by J. Redick,,50,59
196,2,3:59.0,B. Beal misses free throw 1 of 2,,50,59
197,2,3:59.0,Offensive rebound by Team,,50,59
198,2,3:59.0,B. Beal misses free throw 2 of 2,,50,59
199,2,3:55.0,,Defensive rebound by B. Griffin,50,59
200,2,3:43.0,,C. Paul misses 3-pt jump shot from 25 ft,50,59
201,2,3:42.0,Defensive rebound by O. Porter,,50,59
202,2,3:33.0,O. Porter misses 3-pt jump shot from 26 ft,,50,59
203,2,3:32.0,,Defensive rebound by D. Jordan,50,59
204,2,3:15.0,,B. Griffin makes 2-pt hook shot from 4 ft,50,61
205,2,3:01.0,J. Wall makes 2-pt layup from 3 ft,,52,61
206,2,2:46.0,,J. Redick makes 2-pt layup from 4 ft (assist by C. Paul),52,63
207,2,2:39.0,Turnover by J. Wall (bad pass; steal by D. Jordan),,52,63
208,2,2:36.0,,Shooting foul by J. Smith (drawn by B. Griffin),52,63
209,2,2:36.0,,LA Clippers full timeout,52,63
210,2,2:36.0,,B. Griffin makes free throw 1 of 2,52,64
211,2,2:36.0,,L. Mbah a Moute enters the game for J. Crawford,52,63
212,2,2:36.0,,B. Griffin makes free throw 2 of 2,52,65
213,2,2:23.0,B. Beal makes 2-pt jump shot from 17 ft,,54,65
214,2,2:06.0,,D. Jordan makes 2-pt layup from 1 ft (assist by B. Griffin),54,67
215,2,1:52.0,O. Porter misses 2-pt jump shot from 8 ft,,54,67
216,2,1:51.0,Offensive rebound by M. Gortat,,54,67
217,2,1:50.0,M. Gortat makes 2-pt hook shot from 6 ft,,56,67
218,2,1:29.0,,C. Paul misses 2-pt jump shot from 5 ft,56,67
219,2,1:26.0,,Offensive rebound by C. Paul,56,67
220,2,1:14.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by C. Paul),56,70
221,2,1:00.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,59,70
222,2,0:48.0,,J. Redick misses 3-pt jump shot from 28 ft,59,70
223,2,0:47.0,Defensive rebound by J. Wall,,59,70
224,2,0:44.0,Personal foul by L. Mbah a Moute (drawn by J. Wall),,59,70
225,2,0:44.0,J. Wall makes free throw 1 of 2,,60,70
226,2,0:44.0,,J. Crawford enters the game for L. Mbah a Moute,60,70
227,2,0:44.0,J. Wall makes free throw 2 of 2,,61,70
228,2,0:37.0,,Shooting foul by B. Beal (drawn by J. Redick),61,70
229,2,0:37.0,,J. Redick makes free throw 1 of 2,61,71
230,2,0:37.0,,L. Mbah a Moute enters the game for J. Crawford,61,71
231,2,0:37.0,K. Oubre enters the game for B. Beal,,61,71
232,2,0:37.0,,J. Redick makes free throw 2 of 2,61,72
233,2,0:30.0,J. Wall misses 2-pt jump shot from 16 ft,,61,72
234,2,0:27.0,,Defensive rebound by D. Jordan,61,72
235,2,0:21.0,Washington full timeout,,61,72
236,2,0:21.0,,J. Crawford enters the game for L. Mbah a Moute,61,72
237,2,0:12.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),61,74
238,2,0:05.0,Personal foul by B. Griffin (drawn by J. Wall),,61,74
239,2,0:05.0,J. Wall makes free throw 1 of 2,,62,74
240,2,0:05.0,,R. Felton enters the game for D. Jordan,62,74
241,2,0:05.0,J. Wall makes free throw 2 of 2,,63,74
242,2,0:02.0,,J. Crawford misses 3-pt jump shot from 52 ft,63,74
243,2,0:00.0,,Offensive rebound by Team,63,74
244,3,11:46.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),63,76
245,3,11:28.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,66,76
246,3,11:07.0,,Shooting foul by O. Porter (drawn by L. Mbah a Moute),66,76
247,3,11:07.0,,L. Mbah a Moute misses free throw 1 of 2,66,76
248,3,11:07.0,,Offensive rebound by Team,66,76
249,3,11:07.0,,L. Mbah a Moute misses free throw 2 of 2,66,76
250,3,11:05.0,Defensive rebound by M. Morris,,66,76
251,3,10:52.0,J. Wall makes 2-pt layup from 2 ft,,68,76
252,3,10:33.0,,B. Griffin misses 2-pt hook shot from 8 ft,68,76
253,3,10:31.0,,Offensive rebound by D. Jordan,68,76
254,3,10:31.0,,D. Jordan makes 2-pt layup at rim,68,78
255,3,10:22.0,Personal foul by J. Redick,,68,78
256,3,10:16.0,Shooting foul by D. Jordan (drawn by J. Wall),,68,78
257,3,10:16.0,J. Wall misses free throw 1 of 2,,68,78
258,3,10:16.0,Offensive rebound by Team,,68,78
259,3,10:16.0,J. Wall misses free throw 2 of 2,,68,78
260,3,10:13.0,,Defensive rebound by B. Griffin,68,78
261,3,10:04.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),68,81
262,3,9:44.0,Personal foul by B. Griffin (drawn by B. Beal),,68,81
263,3,9:36.0,M. Morris makes 3-pt jump shot from 24 ft (assist by B. Beal),,71,81
264,3,9:28.0,,C. Paul makes 3-pt jump shot from 28 ft,71,84
265,3,9:13.0,M. Morris misses 2-pt layup from 3 ft (block by D. Jordan),,71,84
266,3,9:13.0,Offensive rebound by Team,,71,84
267,3,9:08.0,M. Morris makes 2-pt jump shot from 18 ft (assist by O. Porter),,73,84
268,3,8:53.0,,B. Griffin makes 2-pt dunk at rim,73,86
269,3,8:36.0,J. Wall makes 2-pt jump shot from 12 ft,,75,86
270,3,8:30.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by C. Paul),75,89
271,3,8:28.0,Washington full timeout,,75,89
272,3,8:11.0,O. Porter misses 2-pt jump shot from 10 ft,,75,89
273,3,8:08.0,Offensive rebound by M. Gortat,,75,89
274,3,8:04.0,M. Gortat makes 2-pt hook shot from 8 ft,,77,89
275,3,7:40.0,,B. Griffin makes 2-pt dunk at rim,77,91
276,3,7:21.0,M. Gortat misses 2-pt hook shot from 5 ft,,77,91
277,3,7:18.0,,Defensive rebound by D. Jordan,77,91
278,3,7:09.0,,L. Mbah a Moute makes 2-pt jump shot from 18 ft (assist by B. Griffin),77,93
279,3,6:51.0,Shooting foul by C. Paul (drawn by M. Morris),,77,93
280,3,6:51.0,M. Morris makes free throw 1 of 2,,78,93
281,3,6:51.0,M. Morris makes free throw 2 of 2,,79,93
282,3,6:37.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by B. Griffin),79,96
283,3,6:12.0,J. Wall makes 2-pt jump shot from 20 ft (assist by O. Porter),,81,96
284,3,6:02.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),81,98
285,3,6:02.0,,Shooting foul by M. Morris (drawn by D. Jordan),81,98
286,3,6:02.0,,D. Jordan misses free throw 1 of 1,81,98
287,3,6:02.0,I. Mahinmi enters the game for M. Gortat,,81,98
288,3,6:00.0,Defensive rebound by I. Mahinmi,,81,98
289,3,5:49.0,Turnover by J. Wall (bad pass; steal by B. Griffin),,81,98
290,3,5:43.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),81,100
291,3,5:41.0,Washington full timeout,,81,100
292,3,5:23.0,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),,84,100
293,3,4:57.0,Technical foul by I. Mahinmi,,84,100
294,3,4:57.0,,J. Redick makes technical free throw,84,101
295,3,4:57.0,,Technical foul by B. Griffin,84,101
296,3,4:57.0,Technical foul by M. Morris,,84,101
297,3,4:49.0,,C. Paul misses 3-pt jump shot from 25 ft,84,101
298,3,4:49.0,Defensive rebound by Team,,84,101
299,3,4:30.0,M. Morris makes 2-pt jump shot from 8 ft,,86,101
300,3,4:30.0,,LA Clippers full timeout,86,101
301,3,4:19.0,,J. Redick misses 2-pt jump shot from 15 ft,86,101
302,3,4:17.0,Defensive rebound by M. Morris,,86,101
303,3,4:02.0,Turnover by M. Morris (lost ball; steal by L. Mbah a Moute),,86,101
304,3,3:44.0,,Shooting foul by J. Wall (drawn by D. Jordan),86,101
305,3,3:44.0,Technical foul by M. Morris,,86,101
306,3,3:44.0,,J. Redick makes technical free throw,86,102
307,3,3:44.0,,D. Jordan misses free throw 1 of 2,86,102
308,3,3:44.0,,Offensive rebound by Team,86,102
309,3,3:44.0,J. Smith enters the game for M. Morris,,86,101
310,3,3:44.0,,D. Jordan makes free throw 2 of 2,86,103
311,3,3:29.0,J. Wall makes 2-pt layup from 3 ft,,88,103
312,3,3:14.0,,Turnover by D. Jordan (offensive foul),88,103
313,3,3:14.0,,Offensive foul by D. Jordan (drawn by B. Beal),88,103
314,3,3:14.0,,J. Crawford enters the game for J. Redick,88,103
315,3,3:14.0,,M. Speights enters the game for D. Jordan,88,103
316,3,3:03.0,J. Smith misses 3-pt jump shot from 26 ft,,88,103
317,3,3:02.0,,Defensive rebound by C. Paul,88,103
318,3,2:48.0,,C. Paul misses 2-pt jump shot from 15 ft,88,103
319,3,2:47.0,Defensive rebound by J. Wall,,88,103
320,3,2:37.0,B. Beal makes 2-pt layup from 2 ft,,90,103
321,3,2:22.0,,Turnover by C. Paul (bad pass; steal by O. Porter),90,103
322,3,2:18.0,,Offensive charge foul by J. Wall (drawn by C. Paul),90,103
323,3,2:18.0,Turnover by J. Wall (offensive foul),,90,103
324,3,2:18.0,K. Oubre enters the game for O. Porter,,90,103
325,3,2:03.0,,B. Griffin makes 2-pt layup from 2 ft,90,105
326,3,1:49.0,B. Beal misses 2-pt jump shot from 6 ft,,90,105
327,3,1:47.0,Offensive rebound by I. Mahinmi,,90,105
328,3,1:47.0,I. Mahinmi makes 2-pt layup from 3 ft,,92,105
329,3,1:32.0,,Turnover by M. Speights (bad pass; steal by J. Wall),92,105
330,3,1:29.0,J. Wall makes 2-pt dunk at rim,,94,105
331,3,1:09.0,,M. Speights misses 3-pt jump shot from 26 ft,94,105
332,3,1:08.0,Defensive rebound by J. Smith,,94,105
333,3,0:59.0,J. Smith misses 3-pt jump shot from 28 ft,,94,105
334,3,0:58.0,Offensive rebound by I. Mahinmi,,94,105
335,3,0:58.0,Shooting foul by M. Speights (drawn by I. Mahinmi),,94,105
336,3,0:58.0,I. Mahinmi misses free throw 1 of 2,,94,105
337,3,0:58.0,Offensive rebound by Team,,94,105
338,3,0:58.0,I. Mahinmi misses free throw 2 of 2,,94,105
339,3,0:58.0,,R. Felton enters the game for L. Mbah a Moute,94,105
340,3,0:55.0,Offensive rebound by J. Smith,,94,105
341,3,0:51.0,J. Smith makes 3-pt jump shot from 25 ft (assist by B. Beal),,97,105
342,3,0:39.0,,Personal foul by J. Smith (drawn by B. Griffin),97,105
343,3,0:32.0,,C. Paul makes 3-pt jump shot from 25 ft,97,108
344,3,0:15.0,Shooting foul by R. Felton (drawn by J. Wall),,97,108
345,3,0:15.0,J. Wall makes free throw 1 of 2,,98,108
346,3,0:15.0,J. Wall misses free throw 2 of 2,,98,108
347,3,0:14.0,,Defensive rebound by B. Griffin,98,108
348,3,0:00.0,,C. Paul makes 2-pt jump shot from 9 ft,98,110
349,4,11:35.0,B. Beal misses 2-pt jump shot from 11 ft,,98,110
350,4,11:32.0,Offensive rebound by I. Mahinmi,,98,110
351,4,11:31.0,Shooting foul by A. Anderson (drawn by B. Beal),,98,110
352,4,11:31.0,B. Beal makes free throw 1 of 2,,99,110
353,4,11:31.0,B. Beal makes free throw 2 of 2,,100,110
354,4,11:09.0,,M. Speights misses 3-pt jump shot from 27 ft,100,110
355,4,11:08.0,Defensive rebound by B. Jennings,,100,110
356,4,11:03.0,I. Mahinmi misses 2-pt layup from 2 ft (block by M. Speights),,100,110
357,4,11:00.0,,Defensive rebound by P. Pierce,100,110
358,4,10:51.0,,J. Crawford misses 2-pt hook shot from 5 ft,100,110
359,4,10:49.0,Defensive rebound by I. Mahinmi,,100,110
360,4,10:38.0,B. Beal misses 2-pt jump shot from 6 ft (block by M. Speights),,100,110
361,4,10:37.0,,Defensive rebound by P. Pierce,100,110
362,4,10:31.0,,J. Crawford makes 2-pt jump shot from 20 ft,100,112
363,4,10:20.0,K. Oubre makes 2-pt layup from 2 ft,,102,112
364,4,10:20.0,Shooting foul by P. Pierce (drawn by K. Oubre),,102,112
365,4,10:20.0,K. Oubre misses free throw 1 of 1,,102,112
366,4,10:20.0,,D. Jordan enters the game for M. Speights,102,112
367,4,10:15.0,,Defensive rebound by D. Jordan,102,112
368,4,10:04.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),102,114
369,4,9:46.0,B. Jennings misses 2-pt jump shot from 13 ft,,102,114
370,4,9:44.0,,Defensive rebound by D. Jordan,102,114
371,4,9:35.0,,Personal foul by B. Jennings (drawn by P. Pierce),102,114
372,4,9:27.0,,Turnover by J. Crawford (lost ball; steal by K. Oubre),102,114
373,4,9:24.0,Shooting foul by A. Anderson (drawn by K. Oubre),,102,114
374,4,9:24.0,K. Oubre makes free throw 1 of 2,,103,114
375,4,9:24.0,J. Wall enters the game for B. Beal,,103,114
376,4,9:24.0,K. Oubre makes free throw 2 of 2,,104,114
377,4,9:09.0,,R. Felton misses 2-pt layup from 2 ft,104,114
378,4,9:06.0,Defensive rebound by K. Oubre,,104,114
379,4,9:04.0,J. Wall makes 2-pt layup from 2 ft (assist by B. Jennings),,106,114
380,4,8:48.0,,J. Crawford misses 3-pt jump shot from 26 ft,106,114
381,4,8:47.0,Defensive rebound by K. Oubre,,106,114
382,4,8:35.0,J. Wall makes 2-pt jump shot from 19 ft,,108,114
383,4,8:35.0,,LA Clippers full timeout,108,114
384,4,8:35.0,,J. Redick enters the game for P. Pierce,108,114
385,4,8:35.0,,C. Paul enters the game for R. Felton,108,114
386,4,8:35.0,,B. Griffin enters the game for A. Anderson,108,114
387,4,8:15.0,,B. Griffin misses 3-pt jump shot from 27 ft,108,114
