,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
375,4,8:10.0,E. Freedom makes 2-pt jump shot from 14 ft (assist by R. Westbrook),,97,85
376,4,7:58.0,,Turnover by I. Whitehead (bad pass; steal by V. Oladipo),97,85
377,4,7:54.0,R. Westbrook misses 2-pt dunk at rim,,97,85
378,4,7:49.0,,Defensive rebound by I. Whitehead,97,85
379,4,7:47.0,,Turnover by I. Whitehead (lost ball; steal by V. Oladipo),97,85
380,4,7:46.0,Turnover by R. Westbrook (step out of bounds),,97,85
381,4,7:32.0,,B. Lopez makes 2-pt layup from 3 ft,97,87
382,4,7:32.0,,Shooting foul by E. Freedom (drawn by B. Lopez),97,87
383,4,7:32.0,A. Roberson enters the game for V. Oladipo,,97,87
384,4,7:32.0,,J. Lin enters the game for I. Whitehead,97,87
385,4,7:32.0,,B. Lopez makes free throw 1 of 1,97,88
386,4,7:20.0,E. Freedom makes 2-pt jump shot from 12 ft (assist by R. Westbrook),,99,88
387,4,6:54.0,,Offensive foul by S. Dinwiddie (drawn by Á. Abrines),99,88
388,4,6:54.0,,Turnover by S. Dinwiddie (offensive foul),99,88
389,4,6:54.0,S. Adams enters the game for E. Freedom,,99,88
390,4,6:45.0,Turnover by R. Westbrook (lost ball; steal by R. Hollis-Jefferson),,99,88
391,4,6:39.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by J. Lin),99,90
392,4,6:29.0,Shooting foul by J. Lin (drawn by R. Westbrook),,99,90
393,4,6:29.0,R. Westbrook makes free throw 1 of 3,,100,90
394,4,6:29.0,R. Westbrook makes free throw 2 of 3,,101,90
395,4,6:29.0,R. Westbrook makes free throw 3 of 3,,102,90
396,4,6:19.0,,Turnover by B. Lopez (bad pass),102,90
397,4,6:07.0,A. Roberson misses 3-pt jump shot from 22 ft,,102,90
398,4,6:06.0,,Defensive rebound by R. Hollis-Jefferson,102,90
399,4,6:06.0,,Personal foul by R. Westbrook (drawn by R. Hollis-Jefferson),102,90
400,4,6:06.0,T. Gibson enters the game for D. Sabonis,,102,90
401,4,6:06.0,V. Oladipo enters the game for Á. Abrines,,102,90
402,4,5:53.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by J. Lin),102,93
403,4,5:34.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by A. Roberson),,105,93
404,4,5:34.0,,Brooklyn full timeout,105,93
405,4,5:34.0,,C. LeVert enters the game for R. Foye,105,93
406,4,5:34.0,,I. Whitehead enters the game for S. Dinwiddie,105,93
407,4,5:15.0,,Personal foul by V. Oladipo (drawn by J. Lin),105,93
408,4,5:12.0,,Shooting foul by A. Roberson (drawn by J. Lin),105,93
409,4,5:12.0,,J. Lin makes free throw 1 of 2,105,94
410,4,5:12.0,,J. Lin makes free throw 2 of 2,105,95
411,4,5:00.0,A. Roberson misses 3-pt jump shot from 23 ft,,105,95
412,4,4:59.0,,Defensive rebound by B. Lopez,105,95
413,4,4:51.0,,B. Lopez misses 3-pt jump shot from 26 ft,105,95
414,4,4:50.0,Defensive rebound by R. Westbrook,,105,95
415,4,4:43.0,V. Oladipo misses 3-pt jump shot from 26 ft,,105,95
416,4,4:43.0,Offensive rebound by Team,,105,95
417,4,4:43.0,,Loose ball foul by J. Lin (drawn by A. Roberson),105,95
418,4,4:43.0,A. Roberson misses free throw 1 of 2,,105,95
419,4,4:43.0,Offensive rebound by Team,,105,95
420,4,4:43.0,,Q. Acy enters the game for R. Hollis-Jefferson,105,95
421,4,4:43.0,A. Roberson makes free throw 2 of 2,,106,95
422,4,4:41.0,,Personal block foul by A. Roberson (drawn by J. Lin),106,95
423,4,4:41.0,Oklahoma City full timeout,,106,95
424,4,4:41.0,,J. Lin makes free throw 1 of 2,106,96
425,4,4:41.0,Á. Abrines enters the game for A. Roberson,,106,95
426,4,4:41.0,,J. Lin makes free throw 2 of 2,106,97
427,4,4:26.0,Shooting foul by I. Whitehead (drawn by R. Westbrook),,106,97
428,4,4:26.0,R. Westbrook makes free throw 1 of 2,,107,97
429,4,4:26.0,R. Westbrook makes free throw 2 of 2,,108,97
430,4,4:13.0,,C. LeVert misses 2-pt jump shot from 4 ft,108,97
431,4,4:11.0,Defensive rebound by T. Gibson,,108,97
432,4,3:55.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,111,97
433,4,3:43.0,,Shooting foul by S. Adams (drawn by J. Lin),111,97
434,4,3:43.0,,J. Lin makes free throw 1 of 2,111,98
435,4,3:43.0,,J. Lin makes free throw 2 of 2,111,99
436,4,3:25.0,T. Gibson makes 2-pt jump shot from 19 ft (assist by Á. Abrines),,113,99
437,4,3:17.0,,J. Lin makes 3-pt jump shot from 30 ft,113,102
438,4,2:59.0,S. Adams makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,115,102
439,4,2:49.0,,B. Lopez misses 2-pt jump shot from 10 ft,115,102
440,4,2:46.0,Defensive rebound by R. Westbrook,,115,102
441,4,2:29.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,117,102
442,4,2:29.0,,Brooklyn full timeout,117,102
443,4,2:29.0,,S. Dinwiddie enters the game for C. LeVert,117,102
444,4,2:29.0,,K. McDaniels enters the game for B. Lopez,117,102
445,4,2:29.0,,A. Nicholson enters the game for J. Lin,117,102
446,4,2:29.0,,J. Hamilton enters the game for Q. Acy,117,102
447,4,2:16.0,,Shooting foul by S. Adams (drawn by I. Whitehead),117,102
448,4,2:16.0,,I. Whitehead misses free throw 1 of 2,117,102
449,4,2:16.0,,Offensive rebound by Team,117,102
450,4,2:16.0,,I. Whitehead misses free throw 2 of 2,117,102
451,4,2:13.0,Defensive rebound by R. Westbrook,,117,102
452,4,1:59.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,120,102
453,4,1:47.0,,A. Nicholson misses 3-pt jump shot from 27 ft,120,102
454,4,1:46.0,Defensive rebound by S. Adams,,120,102
455,4,1:41.0,Oklahoma City full timeout,,120,102
456,4,1:41.0,S. Christon enters the game for R. Westbrook,,120,102
457,4,1:28.0,T. Gibson misses 2-pt jump shot from 18 ft,,120,102
458,4,1:27.0,,Defensive rebound by A. Nicholson,120,102
459,4,1:14.0,,A. Nicholson makes 2-pt layup from 3 ft (assist by I. Whitehead),120,104
460,4,0:59.0,T. Gibson misses 2-pt jump shot from 10 ft,,120,104
461,4,0:57.0,Offensive rebound by T. Gibson,,120,104
462,4,0:55.0,T. Gibson misses 2-pt layup from 3 ft,,120,104
463,4,0:53.0,Offensive rebound by T. Gibson,,120,104
464,4,0:38.0,T. Gibson makes 2-pt jump shot from 20 ft (assist by S. Christon),,122,104
465,4,0:25.0,,Turnover by S. Dinwiddie (bad pass; steal by S. Adams),122,104
