,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,HOUSTON_ACTION,CHARLOTTE_SCORE,HOUSTON_SCORE
377,4,5:02.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),,101,110
378,4,4:42.0,,R. Anderson misses 2-pt jump shot from 18 ft,101,110
379,4,4:41.0,Defensive rebound by M. Kidd-Gilchrist,,101,110
380,4,4:38.0,Personal foul by P. Beverley (drawn by K. Walker),,101,110
381,4,4:38.0,Official timeout,,101,110
382,4,4:38.0,,C. Brewer enters the game for P. Beverley,101,110
383,4,4:38.0,M. Williams enters the game for R. Hibbert,,101,110
384,4,4:25.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by K. Walker),,104,110
385,4,3:56.0,,J. Harden misses 3-pt jump shot from 25 ft,104,110
386,4,3:55.0,Defensive rebound by M. Williams,,104,110
387,4,3:41.0,M. Williams makes 2-pt layup from 3 ft (assist by K. Walker),,106,110
388,4,3:20.0,,C. Brewer misses 2-pt layup from 3 ft,106,110
389,4,3:17.0,Defensive rebound by F. Kaminsky,,106,110
390,4,3:06.0,K. Walker makes 2-pt layup from 3 ft,,108,110
391,4,3:06.0,Shooting block foul by M. Harrell (drawn by K. Walker),,108,110
392,4,3:06.0,K. Walker misses free throw 1 of 1,,108,110
393,4,3:06.0,,P. Beverley enters the game for C. Brewer,108,110
394,4,3:05.0,,Defensive rebound by J. Harden,108,110
395,4,2:43.0,,J. Harden misses 3-pt jump shot from 24 ft,108,110
396,4,2:41.0,Defensive rebound by M. Belinelli,,108,110
397,4,2:27.0,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by K. Walker),,111,110
398,4,2:26.0,,Houston full timeout,111,110
399,4,2:14.0,,R. Anderson makes 3-pt jump shot from 23 ft (assist by J. Harden),111,113
400,4,1:58.0,K. Walker misses 2-pt jump shot from 5 ft (block by M. Harrell),,111,113
401,4,1:56.0,,Defensive rebound by P. Beverley,111,113
402,4,1:51.0,,J. Harden makes 2-pt layup from 2 ft,111,115
403,4,1:51.0,Charlotte full timeout,,111,115
404,4,1:30.0,M. Belinelli misses 3-pt jump shot from 26 ft,,111,115
405,4,1:28.0,,Defensive rebound by M. Harrell,111,115
406,4,1:14.0,Offensive charge foul by J. Harden (drawn by M. Williams),,111,115
407,4,1:14.0,,Turnover by J. Harden (offensive foul),111,115
408,4,0:56.0,K. Walker misses 3-pt jump shot from 26 ft (block by M. Harrell),,111,115
409,4,0:55.0,Offensive rebound by Team,,111,115
410,4,0:55.0,,Loose ball foul by P. Beverley (drawn by K. Walker),111,115
411,4,0:44.0,K. Walker makes 3-pt jump shot from 25 ft,,114,115
412,4,0:29.0,,J. Harden makes 2-pt layup from 2 ft,114,117
413,4,0:29.0,Charlotte full timeout,,114,117
414,4,0:29.0,,C. Brewer enters the game for R. Anderson,114,117
415,4,0:29.0,J. Lamb enters the game for M. Kidd-Gilchrist,,114,117
416,4,0:25.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,114,117
417,4,0:24.0,,Defensive rebound by J. Harden,114,117
418,4,0:21.0,,Personal foul by F. Kaminsky (drawn by J. Harden),114,117
419,4,0:21.0,M. Kidd-Gilchrist enters the game for J. Lamb,,114,117
420,4,0:21.0,,R. Anderson enters the game for C. Brewer,114,117
421,4,0:21.0,,Houston full timeout,114,117
422,4,0:21.0,J. Lamb enters the game for M. Belinelli,,114,117
423,4,0:19.0,,Personal take foul by M. Williams (drawn by M. Harrell),114,117
424,4,0:19.0,,M. Harrell makes free throw 1 of 2,114,118
425,4,0:19.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,114,118
426,4,0:19.0,,C. Brewer enters the game for R. Anderson,114,118
427,4,0:19.0,,M. Harrell makes free throw 2 of 2,114,119
428,4,0:13.0,M. Belinelli misses 3-pt jump shot from 25 ft,,114,119
429,4,0:11.0,,Defensive rebound by C. Brewer,114,119
430,4,0:07.0,,Personal take foul by M. Belinelli (drawn by J. Harden),114,119
431,4,0:07.0,,J. Harden makes free throw 1 of 2,114,120
432,4,0:07.0,,J. Harden makes free throw 2 of 2,114,121
433,4,0:01.0,J. Lamb misses 3-pt jump shot from 29 ft,,114,121
434,4,0:00.0,,Defensive rebound by J. Harden,114,121
