,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
246,3,7:45.0,,Turnover by G. Dieng (traveling),43,66
247,3,7:33.0,J. Grant misses 2-pt jump shot from 6 ft,,43,66
248,3,7:32.0,Offensive rebound by T. Gibson,,43,66
249,3,7:27.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by T. Gibson),,46,66
250,3,7:08.0,,A. Wiggins misses 2-pt jump shot from 5 ft,46,66
251,3,7:07.0,Defensive rebound by R. Lopez,,46,66
252,3,7:01.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,46,66
253,3,6:59.0,Offensive rebound by T. Gibson,,46,66
254,3,6:58.0,T. Gibson makes 2-pt dunk at rim,,48,66
255,3,6:58.0,,Minnesota full timeout,48,66
256,3,6:44.0,,A. Wiggins misses 2-pt layup from 1 ft (block by R. Lopez),48,66
257,3,6:43.0,Defensive rebound by M. Carter-Williams,,48,66
258,3,6:30.0,Personal foul by B. Rush (drawn by D. McDermott),,48,66
259,3,6:25.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by R. Lopez),,51,66
260,3,6:08.0,,K. Towns makes 2-pt dunk at rim (assist by A. Wiggins),51,68
261,3,5:51.0,Turnover by M. Carter-Williams (bad pass),,51,68
262,3,5:40.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),51,70
263,3,5:11.0,R. Lopez misses 2-pt hook shot from 9 ft,,51,70
264,3,5:10.0,Offensive rebound by R. Lopez,,51,70
265,3,5:07.0,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Lopez),,54,70
266,3,4:48.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by R. Rubio),54,73
267,3,4:35.0,Turnover by R. Lopez (lost ball; steal by G. Dieng),,54,73
268,3,4:30.0,,Turnover by A. Wiggins (lost ball; steal by M. Carter-Williams),54,73
269,3,4:25.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,57,73
270,3,3:59.0,,R. Rubio misses 3-pt jump shot from 23 ft,57,73
271,3,3:58.0,Defensive rebound by M. Carter-Williams,,57,73
272,3,3:53.0,Offensive foul by M. Carter-Williams (drawn by R. Rubio),,57,73
273,3,3:53.0,Turnover by M. Carter-Williams (offensive foul),,57,73
274,3,3:35.0,,Shooting foul by R. Lopez (drawn by B. Rush),57,73
275,3,3:35.0,,B. Rush makes free throw 1 of 2,57,74
276,3,3:35.0,B. Portis enters the game for T. Gibson,,57,74
277,3,3:35.0,R. Rondo enters the game for J. Grant,,57,74
278,3,3:35.0,,B. Rush makes free throw 2 of 2,57,75
279,3,3:22.0,D. McDermott makes 2-pt jump shot from 6 ft,,59,75
280,3,2:59.0,,A. Wiggins misses 3-pt jump shot from 25 ft,59,75
281,3,2:58.0,Defensive rebound by R. Rondo,,59,75
282,3,2:51.0,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by R. Rondo),,62,75
283,3,2:29.0,,Shooting foul by R. Rondo (drawn by R. Rubio),62,75
284,3,2:29.0,Chicago full timeout,,62,75
285,3,2:29.0,,R. Rubio makes free throw 1 of 2,62,76
286,3,2:29.0,C. Felício enters the game for R. Lopez,,62,75
287,3,2:29.0,,S. Muhammad enters the game for B. Rush,62,75
288,3,2:29.0,,R. Rubio makes free throw 2 of 2,62,77
289,3,2:16.0,D. McDermott misses 3-pt jump shot from 24 ft,,62,77
290,3,2:15.0,,Defensive rebound by G. Dieng,62,77
291,3,2:02.0,,Personal foul by C. Felício (drawn by K. Towns),62,77
292,3,2:02.0,,K. Towns makes free throw 1 of 2,62,78
293,3,2:02.0,,K. Towns makes free throw 2 of 2,62,79
294,3,1:52.0,Shooting foul by G. Dieng (drawn by C. Felício),,62,79
295,3,1:52.0,C. Felício misses free throw 1 of 2,,62,79
296,3,1:52.0,Offensive rebound by Team,,62,79
297,3,1:52.0,C. Felício makes free throw 2 of 2,,63,79
298,3,1:39.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),63,82
299,3,1:18.0,M. Carter-Williams misses 2-pt layup at rim,,63,82
300,3,1:17.0,,Defensive rebound by G. Dieng,63,82
301,3,1:09.0,,S. Muhammad misses 3-pt jump shot from 23 ft,63,82
302,3,1:08.0,Defensive rebound by M. Carter-Williams,,63,82
303,3,1:02.0,Turnover by M. Carter-Williams (bad pass),,63,82
304,3,1:02.0,,N. Bjelica enters the game for K. Towns,63,82
305,3,0:48.0,,N. Bjelica misses 3-pt jump shot from 24 ft,63,82
306,3,0:47.0,,Offensive rebound by A. Wiggins,63,82
307,3,0:46.0,,A. Wiggins makes 2-pt dunk at rim,63,84
308,3,0:36.0,C. Felício makes 2-pt dunk at rim (assist by D. McDermott),,65,84
309,3,0:19.0,,R. Rubio misses 2-pt jump shot from 20 ft,65,84
310,3,0:18.0,,Offensive rebound by A. Wiggins,65,84
311,3,0:03.0,,R. Rubio misses 2-pt layup from 2 ft,65,84
312,3,0:02.0,Defensive rebound by B. Portis,,65,84
313,3,0:00.0,B. Portis misses 3-pt jump shot from 78 ft,,65,84
314,3,0:00.0,Offensive rebound by Team,,65,84
315,4,11:40.0,Turnover by C. Felício (3 sec),,65,84
316,4,11:40.0,I. Canaan enters the game for D. McDermott,,65,84
317,4,11:26.0,,Turnover by N. Bjelica (bad pass; steal by I. Canaan),65,84
318,4,11:18.0,D. Valentine misses 3-pt jump shot from 23 ft,,65,84
319,4,11:17.0,,Defensive rebound by N. Bjelica,65,84
320,4,11:06.0,,Personal foul by R. Rondo (drawn by S. Muhammad),65,84
321,4,10:58.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by N. Bjelica),65,86
322,4,10:36.0,B. Portis misses 3-pt jump shot from 24 ft,,65,86
323,4,10:34.0,,Defensive rebound by S. Muhammad,65,86
324,4,10:25.0,,S. Muhammad misses 3-pt jump shot from 25 ft,65,86
325,4,10:23.0,Defensive rebound by D. Valentine,,65,86
326,4,10:18.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Valentine),,67,86
327,4,10:03.0,,N. Bjelica misses 2-pt layup from 3 ft,67,86
328,4,10:02.0,Defensive rebound by R. Rondo,,67,86
329,4,9:55.0,C. Felício misses 2-pt dunk at rim,,67,86
330,4,9:55.0,Offensive rebound by Team,,67,86
331,4,9:55.0,,Loose ball foul by L. Stephenson (drawn by R. Rondo),67,86
332,4,9:47.0,R. Rondo makes 2-pt jump shot from 21 ft,,69,86
333,4,9:28.0,,L. Stephenson makes 2-pt jump shot from 20 ft,69,88
334,4,9:00.0,B. Portis makes 2-pt jump shot from 22 ft (assist by R. Rondo),,71,88
335,4,8:37.0,,L. Stephenson makes 2-pt layup from 3 ft,71,90
336,4,8:33.0,Turnover by R. Rondo (bad pass; steal by S. Muhammad),,71,90
337,4,8:28.0,,G. Dieng makes 2-pt dunk at rim (assist by N. Bjelica),71,92
338,4,8:16.0,,Violation by G. Dieng (def goaltending),71,92
339,4,8:16.0,R. Rondo makes 2-pt layup from 1 ft,,73,92
340,4,8:07.0,,Personal foul by D. Valentine (drawn by L. Stephenson),73,92
341,4,8:07.0,,Minnesota full timeout,73,92
342,4,8:07.0,,R. Rubio enters the game for K. Dunn,73,92
343,4,8:07.0,,K. Towns enters the game for G. Dieng,73,92
344,4,7:55.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by K. Towns),73,94
345,4,7:35.0,Turnover by R. Rondo (bad pass; steal by K. Towns),,73,94
346,4,7:32.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by R. Rubio),73,96
347,4,7:32.0,,Shooting foul by I. Canaan (drawn by S. Muhammad),73,96
348,4,7:32.0,,A. Wiggins enters the game for L. Stephenson,73,96
349,4,7:32.0,D. McDermott enters the game for I. Canaan,,73,96
350,4,7:32.0,,S. Muhammad makes free throw 1 of 1,73,97
351,4,7:21.0,D. McDermott misses 3-pt jump shot from 25 ft,,73,97
352,4,7:20.0,,Defensive rebound by N. Bjelica,73,97
353,4,7:02.0,,A. Wiggins makes 2-pt dunk at rim,73,99
354,4,6:52.0,D. McDermott misses 2-pt layup from 3 ft (block by A. Wiggins),,73,99
355,4,6:51.0,,Defensive rebound by K. Towns,73,99
356,4,6:42.0,,Shooting foul by C. Felício (drawn by A. Wiggins),73,99
357,4,6:42.0,,A. Wiggins makes free throw 1 of 2,73,100
358,4,6:42.0,M. Carter-Williams enters the game for R. Rondo,,73,100
359,4,6:42.0,,A. Wiggins makes free throw 2 of 2,73,101
360,4,6:24.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,73,101
361,4,6:23.0,,Defensive rebound by R. Rubio,73,101
362,4,6:16.0,,Turnover by R. Rubio (bad pass; steal by D. Valentine),73,101
363,4,6:11.0,D. McDermott misses 2-pt layup from 2 ft (block by N. Bjelica),,73,101
364,4,6:10.0,Offensive rebound by B. Portis,,73,101
365,4,6:09.0,B. Portis makes 2-pt layup from 1 ft,,75,101
366,4,6:02.0,,Shooting foul by C. Felício (drawn by K. Towns),75,101
367,4,6:02.0,,K. Towns makes free throw 1 of 2,75,102
368,4,6:02.0,I. Canaan enters the game for D. McDermott,,75,102
369,4,6:02.0,,K. Towns makes free throw 2 of 2,75,103
370,4,5:50.0,I. Canaan misses 3-pt jump shot from 24 ft,,75,103
371,4,5:48.0,,Defensive rebound by A. Wiggins,75,103
372,4,5:29.0,,A. Wiggins misses 2-pt jump shot from 16 ft,75,103
373,4,5:28.0,Defensive rebound by B. Portis,,75,103
374,4,5:14.0,D. Valentine makes 3-pt jump shot from 25 ft,,78,103
375,4,4:52.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by R. Rubio),78,106
376,4,4:33.0,B. Portis makes 2-pt layup from 3 ft,,80,106
