,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
88,1,2:31.0,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,24,14
89,1,2:14.0,,E. İlyasova misses 2-pt jump shot from 12 ft,24,14
90,1,2:12.0,Defensive rebound by L. Nance,,24,14
91,1,1:55.0,B. Ingram misses 2-pt jump shot from 8 ft,,24,14
92,1,1:53.0,,Defensive rebound by N. Stauskas,24,14
93,1,1:44.0,,Turnover by T. McConnell (bad pass; steal by L. Williams),24,14
94,1,1:40.0,Shooting foul by N. Stauskas (drawn by J. Randle),,24,14
95,1,1:40.0,J. Randle misses free throw 1 of 2,,24,14
96,1,1:40.0,Offensive rebound by Team,,24,14
97,1,1:40.0,,J. Okafor enters the game for N. Noel,24,14
98,1,1:40.0,J. Randle makes free throw 2 of 2,,25,14
99,1,1:28.0,,J. Okafor misses 2-pt layup from 2 ft,25,14
100,1,1:26.0,Defensive rebound by J. Randle,,25,14
101,1,1:20.0,L. Williams misses 3-pt jump shot from 27 ft,,25,14
102,1,1:19.0,Offensive rebound by Team,,25,14
103,1,1:19.0,L. Deng enters the game for J. Randle,,25,14
104,1,1:10.0,B. Ingram misses 2-pt jump shot from 19 ft,,25,14
105,1,1:08.0,Offensive rebound by L. Nance,,25,14
106,1,1:07.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by L. Deng),,28,14
107,1,0:51.0,,Shooting foul by L. Nance (drawn by J. Okafor),28,14
108,1,0:51.0,,J. Okafor makes free throw 1 of 2,28,15
109,1,0:51.0,,J. Okafor makes free throw 2 of 2,28,16
110,1,0:38.0,L. Williams makes 2-pt layup from 1 ft (assist by J. Clarkson),,30,16
111,1,0:33.0,,Turnover by E. İlyasova (traveling),30,16
112,1,0:17.0,L. Williams misses 3-pt jump shot from 25 ft,,30,16
113,1,0:16.0,,Defensive rebound by J. Okafor,30,16
114,1,0:01.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by T. McConnell),30,18
115,2,11:45.0,,Shooting foul by T. Black (drawn by J. Embiid),30,18
116,2,11:45.0,,J. Embiid makes free throw 1 of 2,30,19
117,2,11:45.0,,J. Embiid misses free throw 2 of 2,30,19
118,2,11:45.0,,S. Rodríguez enters the game for T. McConnell,30,19
119,2,11:44.0,Defensive rebound by B. Ingram,,30,19
120,2,11:30.0,Shooting foul by N. Stauskas (drawn by L. Williams),,30,19
121,2,11:30.0,L. Williams misses free throw 1 of 2,,30,19
122,2,11:30.0,Offensive rebound by Team,,30,19
123,2,11:30.0,L. Williams makes free throw 2 of 2,,31,19
124,2,11:17.0,,D. Šarić misses 3-pt jump shot from 26 ft,31,19
125,2,11:15.0,Defensive rebound by T. Black,,31,19
126,2,11:08.0,J. Clarkson misses 2-pt jump shot from 16 ft,,31,19
127,2,11:06.0,,Defensive rebound by S. Rodríguez,31,19
128,2,11:03.0,,Turnover by S. Rodríguez (lost ball; steal by L. Williams),31,19
129,2,10:51.0,B. Ingram misses 2-pt jump shot from 13 ft,,31,19
130,2,10:49.0,,Defensive rebound by J. Okafor,31,19
131,2,10:39.0,,Personal foul by T. Black (drawn by J. Embiid),31,19
132,2,10:28.0,,N. Stauskas misses 3-pt jump shot from 23 ft,31,19
133,2,10:27.0,Defensive rebound by Team,,31,19
134,2,10:13.0,L. Williams makes 2-pt layup from 2 ft,,33,19
135,2,10:13.0,,Philadelphia full timeout,33,19
136,2,9:49.0,,J. Embiid misses 2-pt layup from 2 ft,33,19
137,2,9:48.0,,Offensive rebound by J. Okafor,33,19
138,2,9:48.0,,J. Okafor makes 2-pt layup from 1 ft,33,21
139,2,9:25.0,B. Ingram misses 3-pt jump shot from 26 ft,,33,21
140,2,9:23.0,,Defensive rebound by J. Okafor,33,21
141,2,9:13.0,,G. Henderson enters the game for N. Stauskas,33,21
142,2,9:04.0,,S. Rodríguez makes 2-pt jump shot from 20 ft,33,23
143,2,8:46.0,Turnover by T. Black (lost ball; steal by J. Okafor),,33,23
144,2,8:35.0,,Personal foul by T. Black (drawn by J. Embiid),33,23
145,2,8:35.0,T. Mozgov enters the game for T. Black,,33,23
146,2,8:21.0,,J. Okafor misses 2-pt jump shot from 6 ft,33,23
147,2,8:19.0,Defensive rebound by T. Mozgov,,33,23
148,2,8:10.0,T. Mozgov makes 2-pt dunk at rim (assist by L. Williams),,35,23
149,2,7:53.0,,G. Henderson misses 2-pt jump shot from 19 ft,35,23
150,2,7:52.0,Defensive rebound by B. Ingram,,35,23
151,2,7:43.0,L. Nance makes 2-pt jump shot from 15 ft (assist by B. Ingram),,37,23
152,2,7:22.0,,Shooting foul by T. Mozgov (drawn by J. Okafor),37,23
153,2,7:22.0,,J. Okafor makes free throw 1 of 2,37,24
154,2,7:22.0,,R. Covington enters the game for D. Šarić,37,24
155,2,7:22.0,J. Randle enters the game for L. Nance,,37,24
156,2,7:22.0,,J. Okafor makes free throw 2 of 2,37,25
157,2,7:09.0,J. Clarkson misses 2-pt jump shot from 9 ft,,37,25
158,2,7:08.0,,Defensive rebound by J. Okafor,37,25
159,2,6:53.0,,R. Covington makes 2-pt layup from 1 ft (assist by J. Embiid),37,27
160,2,6:45.0,Shooting foul by J. Embiid (drawn by L. Williams),,37,27
161,2,6:45.0,L. Williams makes free throw 1 of 2,,38,27
162,2,6:45.0,L. Deng enters the game for B. Ingram,,38,27
163,2,6:45.0,L. Williams makes free throw 2 of 2,,39,27
164,2,6:24.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,39,27
165,2,6:23.0,Defensive rebound by T. Mozgov,,39,27
166,2,6:16.0,L. Williams makes 2-pt jump shot from 4 ft,,41,27
167,2,6:02.0,,S. Rodríguez makes 2-pt jump shot from 16 ft,41,29
168,2,5:46.0,T. Mozgov misses 2-pt layup from 2 ft,,41,29
169,2,5:43.0,Offensive rebound by T. Mozgov,,41,29
170,2,5:43.0,Turnover by T. Mozgov (bad pass; steal by S. Rodríguez),,41,29
171,2,5:35.0,,J. Okafor makes 2-pt jump shot from 5 ft (assist by S. Rodríguez),41,31
172,2,5:28.0,LA Lakers full timeout,,41,31
173,2,5:28.0,,E. İlyasova enters the game for J. Okafor,41,31
174,2,5:28.0,D. Russell enters the game for L. Williams,,41,31
175,2,5:28.0,N. Young enters the game for J. Clarkson,,41,31
176,2,5:16.0,T. Mozgov misses 2-pt jump shot from 20 ft,,41,31
177,2,5:15.0,,Defensive rebound by S. Rodríguez,41,31
178,2,5:10.0,Violation by D. Russell (kicked ball),,41,31
179,2,5:10.0,L. Nance enters the game for T. Mozgov,,41,31
180,2,5:03.0,,S. Rodríguez misses 2-pt jump shot from 19 ft,41,31
181,2,5:02.0,Defensive rebound by D. Russell,,41,31
182,2,5:01.0,Turnover by D. Russell (dbl dribble),,41,31
183,2,4:54.0,,E. İlyasova misses 3-pt jump shot from 26 ft,41,31
184,2,4:52.0,Defensive rebound by Team,,41,31
185,2,4:40.0,J. Randle misses 2-pt jump shot from 8 ft,,41,31
186,2,4:38.0,,Defensive rebound by E. İlyasova,41,31
187,2,4:30.0,,S. Rodríguez misses 2-pt jump shot from 4 ft (block by D. Russell),41,31
188,2,4:30.0,,Offensive rebound by S. Rodríguez,41,31
189,2,4:29.0,,Turnover by R. Covington (lost ball; steal by J. Randle),41,31
190,2,4:24.0,J. Randle makes 2-pt layup from 1 ft,,43,31
191,2,4:08.0,,Turnover by J. Embiid (lost ball; steal by N. Young),43,31
192,2,4:08.0,,Violation by J. Embiid (kicked ball),43,31
193,2,3:48.0,N. Young makes 2-pt jump shot from 17 ft (assist by J. Randle),,45,31
194,2,3:38.0,,Personal foul by J. Randle (drawn by G. Henderson),45,31
195,2,3:38.0,,G. Henderson makes free throw 1 of 2,45,32
196,2,3:38.0,,N. Noel enters the game for J. Embiid,45,32
197,2,3:38.0,,G. Henderson makes free throw 2 of 2,45,33
198,2,3:26.0,L. Nance misses 2-pt jump shot from 10 ft,,45,33
199,2,3:24.0,,Defensive rebound by R. Covington,45,33
200,2,3:19.0,,Turnover by R. Covington (traveling),45,33
201,2,3:07.0,Turnover by J. Randle (traveling),,45,33
202,2,3:07.0,,T. McConnell enters the game for S. Rodríguez,45,33
203,2,2:46.0,,Turnover by G. Henderson (bad pass; steal by J. Randle),45,33
204,2,2:43.0,J. Randle makes 2-pt dunk at rim,,47,33
205,2,2:24.0,,R. Covington misses 2-pt layup from 1 ft,47,33
206,2,2:23.0,,Offensive rebound by N. Noel,47,33
207,2,2:22.0,,N. Noel misses 2-pt layup from 2 ft,47,33
208,2,2:20.0,,Offensive rebound by R. Covington,47,33
209,2,2:20.0,,R. Covington misses 2-pt layup from 2 ft,47,33
210,2,2:18.0,Defensive rebound by D. Russell,,47,33
211,2,2:14.0,D. Russell misses 2-pt jump shot from 12 ft,,47,33
212,2,2:12.0,,Defensive rebound by E. İlyasova,47,33
213,2,1:58.0,,E. İlyasova makes 2-pt layup at rim (assist by R. Covington),47,35
214,2,1:47.0,L. Deng misses 3-pt jump shot from 25 ft,,47,35
215,2,1:46.0,,Defensive rebound by G. Henderson,47,35
216,2,1:37.0,,T. McConnell misses 2-pt jump shot from 8 ft (block by L. Nance),47,35
217,2,1:34.0,,Offensive rebound by E. İlyasova,47,35
218,2,1:33.0,,E. İlyasova misses 3-pt jump shot from 24 ft,47,35
219,2,1:31.0,Defensive rebound by L. Nance,,47,35
220,2,1:25.0,LA Lakers full timeout,,47,35
221,2,1:25.0,Official timeout,,47,35
222,2,1:24.0,LA Lakers full timeout,,47,35
223,2,1:11.0,N. Young makes 3-pt jump shot from 23 ft (assist by D. Russell),,50,35
224,2,0:55.0,,T. McConnell misses 2-pt jump shot from 5 ft,50,35
225,2,0:51.0,,Offensive rebound by N. Noel,50,35
226,2,0:50.0,,N. Noel misses 2-pt layup from 2 ft,50,35
227,2,0:48.0,Defensive rebound by J. Randle,,50,35
228,2,0:48.0,Turnover by J. Randle (bad pass; steal by T. McConnell),,50,35
229,2,0:45.0,,T. McConnell makes 2-pt layup from 1 ft,50,37
230,2,0:31.0,D. Russell makes 3-pt jump shot from 27 ft,,53,37
231,2,0:18.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by T. McConnell),53,40
232,2,0:01.0,N. Young misses 3-pt jump shot from 25 ft,,53,40
233,2,0:00.0,Offensive rebound by Team,,53,40
234,3,11:43.0,,Personal foul by J. Randle (drawn by J. Okafor),53,40
235,3,11:34.0,,J. Embiid misses 2-pt jump shot from 15 ft,53,40
236,3,11:33.0,Defensive rebound by D. Russell,,53,40
237,3,11:11.0,N. Young misses 3-pt jump shot from 25 ft,,53,40
238,3,11:09.0,,Defensive rebound by G. Henderson,53,40
239,3,10:55.0,,J. Embiid misses 2-pt jump shot from 4 ft (block by N. Young),53,40
240,3,10:53.0,,Offensive rebound by J. Embiid,53,40
241,3,10:46.0,,J. Embiid misses 3-pt jump shot from 26 ft,53,40
242,3,10:45.0,,Offensive rebound by G. Henderson,53,40
243,3,10:40.0,,G. Henderson misses 3-pt jump shot from 27 ft,53,40
244,3,10:37.0,Defensive rebound by J. Randle,,53,40
245,3,10:32.0,N. Young makes 3-pt jump shot from 26 ft (assist by J. Randle),,56,40
246,3,10:12.0,,Shooting foul by N. Young (drawn by J. Embiid),56,40
247,3,10:12.0,,J. Embiid misses free throw 1 of 2,56,40
248,3,10:12.0,,Offensive rebound by Team,56,40
249,3,10:12.0,,J. Embiid misses free throw 2 of 2,56,40
250,3,10:11.0,Defensive rebound by L. Deng,,56,40
251,3,10:00.0,D. Russell misses 2-pt layup from 1 ft,,56,40
252,3,9:58.0,,Defensive rebound by J. Embiid,56,40
253,3,9:50.0,,R. Covington misses 3-pt jump shot from 25 ft,56,40
254,3,9:49.0,Defensive rebound by N. Young,,56,40
255,3,9:44.0,J. Randle makes 2-pt layup from 1 ft,,58,40
256,3,9:43.0,,Philadelphia full timeout,58,40
257,3,9:25.0,,J. Embiid makes 2-pt layup from 1 ft,58,42
258,3,9:12.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Randle),,61,42
259,3,8:51.0,,J. Okafor makes 2-pt jump shot from 12 ft,61,44
260,3,8:41.0,Shooting foul by S. Rodríguez (drawn by N. Young),,61,44
261,3,8:41.0,N. Young makes free throw 1 of 3,,62,44
262,3,8:41.0,N. Young makes free throw 2 of 3,,63,44
263,3,8:41.0,N. Young makes free throw 3 of 3,,64,44
264,3,8:27.0,,Shooting foul by J. Randle (drawn by J. Okafor),64,44
265,3,8:27.0,,J. Okafor makes free throw 1 of 2,64,45
266,3,8:27.0,,J. Okafor makes free throw 2 of 2,64,46
267,3,8:22.0,LA Lakers full timeout,,64,46
268,3,8:17.0,J. Randle makes 2-pt layup from 2 ft (assist by L. Deng),,66,46
269,3,8:04.0,Offensive charge foul by J. Embiid (drawn by T. Mozgov),,66,46
270,3,8:04.0,,Turnover by J. Embiid (offensive foul),66,46
271,3,8:04.0,,E. İlyasova enters the game for J. Embiid,66,46
272,3,7:54.0,Personal foul by G. Henderson (drawn by L. Deng),,66,46
273,3,7:42.0,L. Deng misses 3-pt jump shot from 23 ft,,66,46
274,3,7:39.0,,Defensive rebound by E. İlyasova,66,46
275,3,7:22.0,,J. Okafor misses 2-pt jump shot from 7 ft,66,46
276,3,7:20.0,Defensive rebound by T. Mozgov,,66,46
277,3,7:14.0,Turnover by J. Randle (lost ball; steal by E. İlyasova),,66,46
278,3,7:06.0,,R. Covington misses 3-pt jump shot from 26 ft,66,46
279,3,7:04.0,Defensive rebound by T. Mozgov,,66,46
280,3,6:46.0,D. Russell misses 3-pt jump shot from 26 ft,,66,46
281,3,6:44.0,,Defensive rebound by R. Covington,66,46
282,3,6:29.0,,R. Covington misses 3-pt jump shot from 27 ft,66,46
283,3,6:27.0,Defensive rebound by J. Randle,,66,46
284,3,6:21.0,Personal foul by J. Okafor (drawn by J. Randle),,66,46
285,3,6:21.0,,N. Stauskas enters the game for J. Okafor,66,46
286,3,6:21.0,,D. Šarić enters the game for G. Henderson,66,46
287,3,6:21.0,L. Nance enters the game for T. Mozgov,,66,46
288,3,6:12.0,L. Deng misses 2-pt jump shot from 17 ft,,66,46
289,3,6:10.0,,Defensive rebound by E. İlyasova,66,46
290,3,5:51.0,,D. Šarić misses 2-pt layup from 2 ft,66,46
291,3,5:49.0,,Offensive rebound by R. Covington,66,46
292,3,5:49.0,,R. Covington misses 2-pt layup from 2 ft,66,46
293,3,5:48.0,Defensive rebound by D. Russell,,66,46
294,3,5:41.0,N. Young makes 2-pt jump shot from 16 ft,,68,46
295,3,5:41.0,Shooting foul by R. Covington (drawn by N. Young),,68,46
296,3,5:41.0,N. Young misses free throw 1 of 1,,68,46
297,3,5:41.0,,T. McConnell enters the game for S. Rodríguez,68,46
298,3,5:41.0,B. Ingram enters the game for J. Randle,,68,46
299,3,5:40.0,,Defensive rebound by E. İlyasova,68,46
300,3,5:26.0,,D. Šarić makes 2-pt jump shot from 15 ft (assist by E. İlyasova),68,48
301,3,5:11.0,Personal foul by E. İlyasova (drawn by D. Russell),,68,48
302,3,5:11.0,D. Russell makes free throw 1 of 2,,69,48
303,3,5:11.0,D. Russell makes free throw 2 of 2,,70,48
304,3,4:53.0,,E. İlyasova misses 3-pt jump shot from 27 ft,70,48
305,3,4:51.0,,Offensive rebound by D. Šarić,70,48
306,3,4:46.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by T. McConnell),70,51
307,3,4:33.0,D. Russell misses 3-pt jump shot from 25 ft,,70,51
308,3,4:31.0,,Defensive rebound by T. McConnell,70,51
309,3,4:25.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by T. McConnell),70,53
310,3,4:24.0,LA Lakers full timeout,,70,53
311,3,4:24.0,L. Williams enters the game for D. Russell,,70,53
312,3,4:24.0,J. Clarkson enters the game for L. Deng,,70,53
313,3,4:00.0,L. Williams misses 3-pt jump shot from 27 ft,,70,53
314,3,3:59.0,,Defensive rebound by D. Šarić,70,53
315,3,3:53.0,,D. Šarić misses 3-pt jump shot from 27 ft,70,53
316,3,3:51.0,Defensive rebound by J. Clarkson,,70,53
317,3,3:46.0,B. Ingram misses 2-pt layup from 1 ft,,70,53
318,3,3:44.0,Offensive rebound by B. Ingram,,70,53
319,3,3:44.0,B. Ingram makes 2-pt layup at rim,,72,53
320,3,3:34.0,,Shooting foul by N. Young (drawn by R. Covington),72,53
321,3,3:34.0,,R. Covington makes free throw 1 of 2,72,54
322,3,3:34.0,,R. Covington makes free throw 2 of 2,72,55
323,3,3:18.0,J. Clarkson misses 3-pt jump shot from 27 ft,,72,55
324,3,3:16.0,,Defensive rebound by Team,72,55
325,3,3:16.0,,J. Embiid enters the game for R. Covington,72,55
326,3,3:06.0,,Turnover by N. Stauskas (bad pass),72,55
327,3,3:06.0,J. Randle enters the game for N. Young,,72,55
328,3,2:53.0,L. Williams misses 2-pt jump shot from 15 ft (block by J. Embiid),,72,55
329,3,2:51.0,,Defensive rebound by E. İlyasova,72,55
330,3,2:39.0,,J. Embiid misses 2-pt jump shot from 3 ft,72,55
331,3,2:37.0,,Offensive rebound by D. Šarić,72,55
332,3,2:36.0,,D. Šarić misses 2-pt layup from 2 ft,72,55
333,3,2:35.0,,Offensive rebound by J. Embiid,72,55
334,3,2:34.0,,J. Embiid misses 2-pt layup from 3 ft,72,55
335,3,2:32.0,Defensive rebound by J. Clarkson,,72,55
336,3,2:30.0,L. Williams misses 3-pt jump shot from 26 ft,,72,55
337,3,2:29.0,,Defensive rebound by E. İlyasova,72,55
338,3,2:15.0,,Turnover by D. Šarić (bad pass; steal by L. Williams),72,55
339,3,2:13.0,L. Williams makes 2-pt layup from 1 ft,,74,55
340,3,2:11.0,,Philadelphia full timeout,74,55
341,3,1:57.0,,E. İlyasova makes 2-pt jump shot from 13 ft (assist by T. McConnell),74,57
342,3,1:51.0,Turnover by B. Ingram (bad pass; steal by T. McConnell),,74,57
343,3,1:48.0,,T. McConnell makes 2-pt layup from 2 ft,74,59
344,3,1:35.0,Turnover by J. Clarkson (traveling),,74,59
345,3,1:23.0,,Shooting foul by L. Nance (drawn by J. Embiid),74,59
346,3,1:23.0,,J. Embiid makes free throw 1 of 2,74,60
347,3,1:23.0,,J. Embiid misses free throw 2 of 2,74,60
348,3,1:22.0,Defensive rebound by J. Clarkson,,74,60
349,3,1:11.0,Turnover by J. Clarkson (lost ball; steal by N. Stauskas),,74,60
350,3,1:07.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by N. Stauskas),74,62
351,3,0:51.0,L. Williams misses 2-pt layup from 1 ft (block by J. Embiid),,74,62
352,3,0:50.0,Offensive rebound by L. Nance,,74,62
353,3,0:50.0,Turnover by L. Nance (step out of bounds),,74,62
354,3,0:46.0,,Shooting foul by J. Clarkson (drawn by T. McConnell),74,62
355,3,0:46.0,,T. McConnell makes free throw 1 of 2,74,63
356,3,0:46.0,,T. McConnell makes free throw 2 of 2,74,64
357,3,0:27.0,Turnover by L. Williams (bad pass; steal by T. McConnell),,74,64
358,3,0:01.0,,Turnover by J. Embiid (lost ball; steal by L. Nance),74,64
359,4,11:39.0,J. Randle makes 2-pt jump shot from 17 ft,,76,64
360,4,11:20.0,,Shooting foul by B. Ingram (drawn by D. Šarić),76,64
361,4,11:20.0,,D. Šarić makes free throw 1 of 2,76,65
362,4,11:20.0,,R. Covington enters the game for E. İlyasova,76,65
363,4,11:20.0,,D. Šarić makes free throw 2 of 2,76,66
364,4,11:03.0,J. Clarkson makes 2-pt jump shot from 18 ft,,78,66
365,4,10:52.0,,J. Okafor makes 2-pt jump shot from 11 ft (assist by T. McConnell),78,68
366,4,10:27.0,B. Ingram misses 3-pt jump shot from 27 ft,,78,68
367,4,10:24.0,,Defensive rebound by R. Covington,78,68
368,4,10:14.0,,T. McConnell misses 2-pt jump shot from 8 ft,78,68
369,4,10:12.0,Defensive rebound by L. Nance,,78,68
370,4,10:07.0,Turnover by B. Ingram (step out of bounds),,78,68
371,4,9:51.0,,N. Stauskas makes 2-pt jump shot from 20 ft,78,70
372,4,9:29.0,J. Randle misses 2-pt layup from 2 ft,,78,70
373,4,9:28.0,,Defensive rebound by J. Okafor,78,70
374,4,9:22.0,,N. Stauskas misses 3-pt jump shot from 27 ft,78,70
375,4,9:20.0,Defensive rebound by J. Randle,,78,70
376,4,9:16.0,Shooting block foul by T. McConnell (drawn by L. Williams),,78,70
377,4,9:16.0,L. Williams makes free throw 1 of 2,,79,70
378,4,9:16.0,,S. Rodríguez enters the game for T. McConnell,79,70
379,4,9:16.0,L. Deng enters the game for J. Randle,,79,70
380,4,9:16.0,L. Williams makes free throw 2 of 2,,80,70
381,4,9:07.0,,D. Šarić makes 3-pt jump shot from 28 ft,80,73
382,4,8:50.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Deng),,83,73
383,4,8:36.0,,N. Stauskas misses 2-pt jump shot from 4 ft (block by L. Nance),83,73
384,4,8:35.0,Defensive rebound by Team,,83,73
385,4,8:35.0,Official timeout,,83,73
386,4,8:25.0,B. Ingram misses 2-pt layup from 2 ft,,83,73
387,4,8:24.0,,Defensive rebound by S. Rodríguez,83,73
388,4,8:19.0,,R. Covington makes 2-pt layup from 2 ft (assist by S. Rodríguez),83,75
389,4,8:00.0,J. Clarkson misses 3-pt jump shot from 26 ft,,83,75
