,QUARTER,TIME_REMAINING,UTAH_ACTION,TORONTO_ACTION,UTAH_SCORE,TORONTO_SCORE
81,1,0:02.0,J. Johnson misses 2-pt jump shot from 7 ft (block by D. DeRozan),,27,18
82,1,0:01.0,,Defensive rebound by P. Siakam,27,18
83,2,11:50.0,,C. Joseph misses 2-pt jump shot from 17 ft,27,18
84,2,11:49.0,Defensive rebound by D. Favors,,27,18
85,2,11:42.0,Personal foul by C. Joseph (drawn by D. Exum),,27,18
86,2,11:27.0,D. Favors makes 2-pt hook shot from 5 ft,,29,18
87,2,11:15.0,,T. Ross misses 3-pt jump shot from 26 ft,29,18
88,2,11:14.0,Defensive rebound by T. Lyles,,29,18
89,2,11:02.0,Turnover by D. Favors (3 sec),,29,18
90,2,11:02.0,R. Hood enters the game for J. Johnson,,29,18
91,2,10:48.0,,C. Joseph misses 2-pt jump shot from 5 ft,29,18
92,2,10:47.0,Defensive rebound by D. Favors,,29,18
93,2,10:45.0,Turnover by D. Favors (lost ball; steal by C. Joseph),,29,18
94,2,10:30.0,,C. Joseph makes 2-pt layup from 3 ft,29,20
95,2,10:30.0,,Shooting foul by R. Hood (drawn by C. Joseph),29,20
96,2,10:30.0,,C. Joseph makes free throw 1 of 1,29,21
97,2,10:16.0,J. Ingles makes 2-pt layup from 3 ft,,31,21
98,2,10:06.0,,L. Nogueira misses 2-pt layup from 4 ft,31,21
99,2,10:05.0,Defensive rebound by J. Ingles,,31,21
100,2,9:54.0,D. Exum misses 3-pt jump shot from 24 ft,,31,21
101,2,9:54.0,Offensive rebound by D. Favors,,31,21
102,2,9:42.0,Turnover by T. Lyles (bad pass; steal by L. Nogueira),,31,21
103,2,9:37.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by L. Nogueira),31,24
104,2,9:36.0,Utah full timeout,,31,24
105,2,9:36.0,S. Mack enters the game for R. Hood,,31,24
106,2,9:36.0,A. Burks enters the game for D. Exum,,31,24
107,2,9:13.0,D. Favors misses 2-pt jump shot from 18 ft,,31,24
108,2,9:12.0,Offensive rebound by T. Lyles,,31,24
109,2,9:09.0,Turnover by T. Lyles (bad pass; steal by D. Carroll),,31,24
110,2,9:03.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by C. Joseph),31,27
111,2,8:38.0,Turnover by T. Lyles (bad pass),,31,27
112,2,8:38.0,B. Diaw enters the game for T. Lyles,,31,27
113,2,8:38.0,R. Gobert enters the game for D. Favors,,31,27
114,2,8:20.0,,K. Lowry makes 2-pt layup from 2 ft,31,29
115,2,7:58.0,A. Burks makes 2-pt jump shot from 21 ft,,33,29
116,2,7:47.0,,T. Ross misses 3-pt jump shot from 27 ft,33,29
117,2,7:46.0,Defensive rebound by J. Ingles,,33,29
118,2,7:25.0,J. Ingles makes 2-pt jump shot from 16 ft,,35,29
119,2,7:04.0,,T. Ross makes 2-pt dunk at rim (assist by L. Nogueira),35,31
120,2,6:50.0,Shooting foul by D. Carroll (drawn by A. Burks),,35,31
121,2,6:50.0,A. Burks makes free throw 1 of 3,,36,31
122,2,6:50.0,A. Burks makes free throw 2 of 3,,37,31
123,2,6:50.0,A. Burks misses free throw 3 of 3,,37,31
124,2,6:50.0,G. Hayward enters the game for J. Ingles,,37,31
125,2,6:49.0,,Defensive rebound by K. Lowry,37,31
126,2,6:38.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by T. Ross),37,34
127,2,6:19.0,S. Mack makes 2-pt layup from 2 ft (assist by B. Diaw),,39,34
128,2,6:04.0,,C. Joseph misses 2-pt jump shot from 7 ft,39,34
129,2,6:04.0,,Offensive rebound by C. Joseph,39,34
130,2,6:03.0,,C. Joseph misses 2-pt layup from 1 ft,39,34
131,2,6:02.0,,Offensive rebound by L. Nogueira,39,34
132,2,6:02.0,,L. Nogueira misses 2-pt layup from 2 ft,39,34
133,2,6:01.0,,Offensive rebound by L. Nogueira,39,34
134,2,5:57.0,,K. Lowry misses 3-pt jump shot from 24 ft,39,34
135,2,5:57.0,Defensive rebound by A. Burks,,39,34
136,2,5:37.0,,Offensive charge foul by G. Hayward (drawn by K. Lowry),39,34
137,2,5:37.0,Turnover by G. Hayward (offensive foul),,39,34
138,2,5:37.0,Official timeout,,39,34
139,2,5:37.0,,J. Valančiūnas enters the game for L. Nogueira,39,34
140,2,5:37.0,,D. DeRozan enters the game for C. Joseph,39,34
141,2,5:37.0,R. Hood enters the game for A. Burks,,39,34
142,2,5:37.0,J. Johnson enters the game for B. Diaw,,39,34
143,2,5:22.0,,K. Lowry misses 3-pt jump shot from 25 ft,39,34
144,2,5:22.0,Defensive rebound by R. Hood,,39,34
145,2,5:09.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Johnson),,41,34
146,2,4:45.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),41,36
147,2,4:28.0,Turnover by G. Hayward (lost ball; steal by D. DeRozan),,41,36
148,2,4:24.0,Violation by R. Hood (def goaltending),,41,36
149,2,4:24.0,,D. Carroll makes 2-pt jump shot from 4 ft (assist by D. DeRozan),41,38
150,2,4:08.0,R. Hood misses 3-pt jump shot from 25 ft,,41,38
151,2,4:08.0,Offensive rebound by R. Gobert,,41,38
152,2,4:05.0,R. Gobert misses 2-pt layup from 1 ft,,41,38
153,2,4:05.0,Offensive rebound by R. Gobert,,41,38
154,2,4:04.0,R. Gobert misses 2-pt layup at rim,,41,38
155,2,4:03.0,Offensive rebound by Team,,41,38
156,2,3:54.0,S. Mack misses 2-pt jump shot from 7 ft,,41,38
157,2,3:53.0,Offensive rebound by R. Gobert,,41,38
158,2,3:49.0,G. Hayward misses 3-pt jump shot from 27 ft,,41,38
159,2,3:49.0,Offensive rebound by G. Hayward,,41,38
160,2,3:44.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,43,38
161,2,3:32.0,,Turnover by K. Lowry (lost ball; steal by S. Mack),43,38
162,2,3:26.0,R. Gobert misses 2-pt layup from 3 ft,,43,38
163,2,3:25.0,Offensive rebound by R. Gobert,,43,38
164,2,3:25.0,Shooting foul by T. Ross (drawn by R. Gobert),,43,38
165,2,3:25.0,R. Gobert makes free throw 1 of 2,,44,38
166,2,3:25.0,R. Gobert makes free throw 2 of 2,,45,38
167,2,3:11.0,,Personal foul by J. Johnson (drawn by D. DeRozan),45,38
168,2,3:02.0,,Shooting foul by J. Johnson (drawn by D. DeRozan),45,38
169,2,3:02.0,,D. DeRozan makes free throw 1 of 2,45,39
170,2,3:02.0,,D. DeRozan misses free throw 2 of 2,45,39
171,2,3:02.0,,N. Powell enters the game for T. Ross,45,39
172,2,2:59.0,,Offensive rebound by J. Valančiūnas,45,39
173,2,2:58.0,,J. Valančiūnas makes 2-pt layup from 2 ft,45,41
174,2,2:44.0,G. Hayward misses 2-pt jump shot from 20 ft,,45,41
175,2,2:44.0,,Defensive rebound by N. Powell,45,41
176,2,2:37.0,,N. Powell misses 2-pt layup from 3 ft,45,41
177,2,2:36.0,Defensive rebound by R. Gobert,,45,41
178,2,2:27.0,R. Gobert misses 2-pt layup from 4 ft,,45,41
179,2,2:26.0,,Defensive rebound by J. Valančiūnas,45,41
180,2,2:18.0,,Personal foul by R. Gobert (drawn by K. Lowry),45,41
181,2,2:18.0,,Toronto full timeout,45,41
182,2,2:18.0,,C. Joseph enters the game for K. Lowry,45,41
183,2,2:18.0,J. Ingles enters the game for J. Johnson,,45,41
184,2,2:10.0,,Shooting foul by J. Ingles (drawn by D. DeRozan),45,41
185,2,2:10.0,,D. DeRozan makes free throw 1 of 2,45,42
186,2,2:10.0,,D. DeRozan misses free throw 2 of 2,45,42
187,2,2:10.0,Defensive rebound by Team,,45,42
188,2,2:10.0,,Loose ball foul by J. Valančiūnas (drawn by R. Gobert),45,42
189,2,1:50.0,J. Ingles misses 3-pt jump shot from 22 ft,,45,42
190,2,1:50.0,,Defensive rebound by D. DeRozan,45,42
191,2,1:38.0,,D. DeRozan makes 2-pt jump shot from 18 ft,45,44
192,2,1:14.0,S. Mack makes 2-pt layup at rim (assist by J. Ingles),,47,44
193,2,1:00.0,,D. DeRozan makes 2-pt jump shot from 4 ft,47,46
194,2,0:47.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by S. Mack),,50,46
195,2,0:35.0,,Shooting foul by J. Ingles (drawn by D. DeRozan),50,46
196,2,0:35.0,,D. DeRozan makes free throw 1 of 2,50,47
197,2,0:35.0,,D. DeRozan makes free throw 2 of 2,50,48
198,2,0:17.0,R. Gobert makes 2-pt dunk at rim,,52,48
199,2,0:00.0,,N. Powell misses 2-pt jump shot from 19 ft,52,48
200,2,0:00.0,,Offensive rebound by Team,52,48
201,3,11:43.0,,J. Valančiūnas misses 2-pt jump shot from 14 ft (block by R. Gobert),52,48
202,3,11:42.0,Defensive rebound by R. Gobert,,52,48
203,3,11:32.0,Personal foul by J. Valančiūnas (drawn by R. Gobert),,52,48
204,3,11:21.0,G. Hayward makes 2-pt jump shot from 15 ft,,54,48
205,3,11:07.0,,D. DeRozan misses 2-pt jump shot from 15 ft,54,48
206,3,11:06.0,,Offensive rebound by J. Valančiūnas,54,48
207,3,11:05.0,,Shooting foul by R. Gobert (drawn by J. Valančiūnas),54,48
208,3,11:05.0,,J. Valančiūnas makes free throw 1 of 2,54,49
209,3,11:05.0,,J. Valančiūnas makes free throw 2 of 2,54,50
210,3,10:51.0,S. Mack makes 2-pt jump shot from 19 ft,,56,50
211,3,10:23.0,,D. DeRozan misses 2-pt jump shot from 6 ft,56,50
212,3,10:22.0,Defensive rebound by Team,,56,50
213,3,10:22.0,,Loose ball foul by D. DeRozan (drawn by R. Gobert),56,50
214,3,10:01.0,D. Favors misses 2-pt hook shot from 6 ft,,56,50
215,3,10:01.0,,Defensive rebound by J. Valančiūnas,56,50
216,3,9:49.0,,D. DeRozan misses 3-pt jump shot from 24 ft,56,50
217,3,9:49.0,,Offensive rebound by J. Valančiūnas,56,50
218,3,9:48.0,,J. Valančiūnas misses 2-pt layup from 1 ft,56,50
219,3,9:47.0,Defensive rebound by D. Favors,,56,50
220,3,9:29.0,R. Hood misses 3-pt jump shot from 24 ft,,56,50
221,3,9:29.0,,Defensive rebound by K. Lowry,56,50
222,3,9:22.0,,Shooting foul by S. Mack (drawn by K. Lowry),56,50
223,3,9:22.0,,K. Lowry makes free throw 1 of 2,56,51
224,3,9:22.0,,K. Lowry misses free throw 2 of 2,56,51
225,3,9:19.0,Defensive rebound by D. Favors,,56,51
226,3,9:10.0,G. Hayward makes 2-pt dunk at rim (assist by S. Mack),,58,51
227,3,8:55.0,,K. Lowry makes 2-pt hook shot from 4 ft,58,53
228,3,8:39.0,Shooting foul by D. Carroll (drawn by R. Gobert),,58,53
229,3,8:39.0,R. Gobert makes free throw 1 of 2,,59,53
230,3,8:39.0,R. Gobert makes free throw 2 of 2,,60,53
231,3,8:16.0,,D. DeRozan misses 2-pt jump shot from 11 ft,60,53
232,3,8:16.0,,Offensive rebound by L. Nogueira,60,53
233,3,8:16.0,,Shooting foul by D. Favors (drawn by L. Nogueira),60,53
234,3,8:16.0,,L. Nogueira misses free throw 1 of 2,60,53
235,3,8:16.0,,Offensive rebound by Team,60,53
236,3,8:16.0,,L. Nogueira misses free throw 2 of 2,60,53
237,3,8:14.0,Defensive rebound by R. Gobert,,60,53
238,3,7:53.0,S. Mack misses 2-pt jump shot from 10 ft (block by L. Nogueira),,60,53
239,3,7:52.0,,Defensive rebound by J. Valančiūnas,60,53
240,3,7:46.0,,D. DeRozan makes 2-pt jump shot from 2 ft (assist by K. Lowry),60,55
241,3,7:33.0,Personal foul by D. Carroll (drawn by G. Hayward),,60,55
242,3,7:22.0,D. Favors misses 2-pt jump shot from 14 ft,,60,55
243,3,7:22.0,Offensive rebound by Team,,60,55
244,3,7:22.0,,Loose ball foul by L. Nogueira (drawn by R. Gobert),60,55
245,3,7:22.0,R. Gobert misses free throw 1 of 2,,60,55
246,3,7:22.0,Offensive rebound by Team,,60,55
247,3,7:22.0,R. Gobert makes free throw 2 of 2,,61,55
248,3,7:05.0,,D. DeRozan misses 2-pt jump shot from 19 ft,61,55
249,3,7:05.0,,Offensive rebound by L. Nogueira,61,55
250,3,7:00.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by L. Nogueira),61,58
251,3,6:46.0,R. Gobert misses 2-pt layup from 4 ft (block by L. Nogueira),,61,58
252,3,6:45.0,Offensive rebound by R. Gobert,,61,58
253,3,6:45.0,Personal foul by J. Valančiūnas (drawn by R. Gobert),,61,58
254,3,6:45.0,R. Gobert makes free throw 1 of 2,,62,58
255,3,6:45.0,R. Gobert makes free throw 2 of 2,,63,58
256,3,6:32.0,,D. DeRozan misses 2-pt jump shot from 15 ft (block by R. Gobert),63,58
257,3,6:31.0,,Offensive rebound by D. DeRozan,63,58
258,3,6:26.0,,D. DeRozan makes 2-pt jump shot from 6 ft,63,60
259,3,6:01.0,G. Hayward misses 2-pt jump shot from 12 ft,,63,60
260,3,6:01.0,Offensive rebound by Team,,63,60
261,3,6:01.0,Turnover by Team (shot clock),,63,60
262,3,5:40.0,,K. Lowry misses 3-pt jump shot from 26 ft,63,60
263,3,5:40.0,,Offensive rebound by L. Nogueira,63,60
264,3,5:38.0,,L. Nogueira makes 2-pt layup from 2 ft,63,62
265,3,5:24.0,Personal foul by L. Nogueira (drawn by D. Favors),,63,62
266,3,5:24.0,,Toronto full timeout,63,62
267,3,5:24.0,D. Favors misses free throw 1 of 2,,63,62
268,3,5:24.0,Offensive rebound by Team,,63,62
269,3,5:24.0,D. Exum enters the game for S. Mack,,63,62
270,3,5:24.0,D. Favors makes free throw 2 of 2,,64,62
271,3,5:17.0,,Offensive foul by L. Nogueira (drawn by D. Exum),64,62
272,3,5:17.0,,Turnover by L. Nogueira (offensive foul),64,62
273,3,5:17.0,T. Lyles enters the game for D. Favors,,64,62
274,3,5:17.0,J. Ingles enters the game for R. Hood,,64,62
275,3,5:17.0,,T. Ross enters the game for L. Nogueira,64,62
276,3,5:06.0,G. Hayward misses 2-pt jump shot from 17 ft (block by T. Ross),,64,62
277,3,5:05.0,,Defensive rebound by D. Carroll,64,62
278,3,4:58.0,,D. Carroll misses 3-pt jump shot from 25 ft,64,62
279,3,4:58.0,,Offensive rebound by J. Valančiūnas,64,62
280,3,4:58.0,,Shooting foul by D. Exum (drawn by J. Valančiūnas),64,62
281,3,4:58.0,,J. Valančiūnas makes free throw 1 of 2,64,63
282,3,4:58.0,,J. Valančiūnas makes free throw 2 of 2,64,64
283,3,4:35.0,D. Exum misses 3-pt jump shot from 25 ft,,64,64
284,3,4:35.0,,Defensive rebound by J. Valančiūnas,64,64
285,3,4:27.0,,D. DeRozan misses 2-pt jump shot from 5 ft,64,64
286,3,4:27.0,,Offensive rebound by D. Carroll,64,64
287,3,4:13.0,,T. Ross misses 2-pt hook shot from 6 ft,64,64
288,3,4:13.0,Defensive rebound by R. Gobert,,64,64
289,3,3:53.0,G. Hayward makes 2-pt jump shot from 20 ft,,66,64
290,3,3:45.0,,Shooting foul by T. Lyles (drawn by K. Lowry),66,64
291,3,3:45.0,,K. Lowry makes free throw 1 of 2,66,65
292,3,3:45.0,,K. Lowry makes free throw 2 of 2,66,66
293,3,3:28.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by G. Hayward),,69,66
294,3,3:16.0,,Shooting foul by D. Exum (drawn by K. Lowry),69,66
295,3,3:16.0,,K. Lowry makes free throw 1 of 2,69,67
296,3,3:16.0,,J. Poeltl enters the game for J. Valančiūnas,69,67
297,3,3:16.0,D. Favors enters the game for R. Gobert,,69,67
298,3,3:16.0,,K. Lowry makes free throw 2 of 2,69,68
299,3,2:55.0,D. Exum makes 2-pt layup from 1 ft (assist by J. Ingles),,71,68
300,3,2:44.0,,K. Lowry makes 2-pt jump shot from 15 ft,71,70
301,3,2:29.0,D. Favors misses 2-pt layup from 2 ft,,71,70
302,3,2:29.0,,Defensive rebound by K. Lowry,71,70
303,3,2:14.0,,K. Lowry misses 3-pt jump shot from 26 ft,71,70
304,3,2:13.0,Defensive rebound by G. Hayward,,71,70
305,3,2:02.0,Utah full timeout,,71,70
306,3,2:02.0,,C. Joseph enters the game for D. Carroll,71,70
307,3,2:02.0,,N. Powell enters the game for K. Lowry,71,70
308,3,1:52.0,T. Lyles misses 2-pt jump shot from 4 ft (block by J. Poeltl),,71,70
309,3,1:51.0,,Defensive rebound by D. DeRozan,71,70
310,3,1:51.0,,Personal foul by J. Ingles (drawn by D. DeRozan),71,70
311,3,1:51.0,,D. DeRozan misses free throw 1 of 2,71,70
312,3,1:51.0,,Offensive rebound by Team,71,70
313,3,1:51.0,J. Johnson enters the game for T. Lyles,,71,70
314,3,1:51.0,,D. DeRozan makes free throw 2 of 2,71,71
315,3,1:31.0,D. Favors misses 2-pt jump shot from 16 ft,,71,71
316,3,1:31.0,,Defensive rebound by C. Joseph,71,71
317,3,1:19.0,,D. DeRozan misses 2-pt jump shot from 16 ft,71,71
318,3,1:19.0,Defensive rebound by G. Hayward,,71,71
319,3,1:03.0,J. Johnson makes 2-pt jump shot from 18 ft,,73,71
320,3,0:45.0,,T. Ross misses 3-pt jump shot from 25 ft,73,71
321,3,0:44.0,Defensive rebound by J. Johnson,,73,71
322,3,0:27.0,J. Ingles misses 3-pt jump shot from 23 ft,,73,71
323,3,0:27.0,,Defensive rebound by J. Poeltl,73,71
324,3,0:03.0,,T. Ross misses 3-pt jump shot from 23 ft,73,71
325,3,0:02.0,,Offensive rebound by N. Powell,73,71
326,3,0:00.0,,N. Powell misses 2-pt jump shot from 18 ft,73,71
327,3,0:00.0,,Offensive rebound by Team,73,71
328,4,11:43.0,J. Johnson makes 2-pt jump shot from 17 ft,,75,71
329,4,11:18.0,,T. Ross makes 2-pt jump shot from 7 ft (assist by C. Joseph),75,73
330,4,11:00.0,J. Ingles makes 2-pt jump shot from 4 ft,,77,73
331,4,10:51.0,,C. Joseph misses 2-pt jump shot from 8 ft,77,73
332,4,10:50.0,Defensive rebound by D. Favors,,77,73
333,4,10:25.0,J. Johnson misses 2-pt jump shot from 19 ft,,77,73
334,4,10:25.0,Offensive rebound by S. Mack,,77,73
335,4,10:12.0,Personal take foul by K. Lowry (drawn by J. Johnson),,77,73
336,4,9:59.0,Shooting foul by C. Joseph (drawn by S. Mack),,77,73
337,4,9:59.0,S. Mack makes free throw 1 of 2,,78,73
338,4,9:59.0,S. Mack makes free throw 2 of 2,,79,73
339,4,9:40.0,,N. Powell misses 2-pt jump shot from 5 ft,79,73
340,4,9:39.0,Defensive rebound by J. Ingles,,79,73
341,4,9:31.0,Turnover by S. Mack (bad pass; steal by C. Joseph),,79,73
342,4,9:19.0,,T. Ross makes 2-pt jump shot from 20 ft,79,75
343,4,8:58.0,Shooting foul by N. Powell (drawn by J. Johnson),,79,75
344,4,8:58.0,Official timeout,,79,75
345,4,8:58.0,J. Johnson makes free throw 1 of 2,,80,75
346,4,8:58.0,,D. Carroll enters the game for N. Powell,79,75
347,4,8:58.0,,L. Nogueira enters the game for J. Poeltl,79,75
348,4,8:58.0,R. Gobert enters the game for D. Favors,,79,75
349,4,8:58.0,J. Johnson makes free throw 2 of 2,,81,75
350,4,8:45.0,,T. Ross misses 3-pt jump shot from 25 ft,81,75
351,4,8:45.0,Defensive rebound by J. Johnson,,81,75
352,4,8:36.0,Offensive foul by R. Gobert (drawn by K. Lowry),,81,75
353,4,8:36.0,Turnover by R. Gobert (offensive foul),,81,75
354,4,8:21.0,,C. Joseph misses 2-pt jump shot from 10 ft (block by R. Gobert),81,75
355,4,8:19.0,,Offensive rebound by C. Joseph,81,75
356,4,8:14.0,,C. Joseph misses 2-pt hook shot from 6 ft,81,75
357,4,8:13.0,Defensive rebound by S. Mack,,81,75
358,4,7:59.0,R. Hood misses 2-pt jump shot from 18 ft,,81,75
359,4,7:58.0,,Defensive rebound by K. Lowry,81,75
360,4,7:52.0,,L. Nogueira misses 2-pt layup from 2 ft,81,75
361,4,7:51.0,Defensive rebound by S. Mack,,81,75
362,4,7:38.0,Personal foul by K. Lowry (drawn by J. Ingles),,81,75
363,4,7:26.0,J. Johnson makes 2-pt jump shot from 18 ft,,83,75
364,4,7:11.0,,K. Lowry makes 2-pt jump shot from 15 ft,83,77
365,4,6:56.0,D. Exum enters the game for S. Mack,,83,77
366,4,6:56.0,G. Hayward enters the game for J. Ingles,,83,77
367,4,6:56.0,Utah full timeout,,83,77
368,4,6:56.0,,D. DeRozan enters the game for C. Joseph,83,77
369,4,6:46.0,R. Hood misses 2-pt jump shot from 20 ft,,83,77
370,4,6:45.0,,Defensive rebound by D. Carroll,83,77
371,4,6:41.0,,Shooting block foul by D. Exum (drawn by K. Lowry),83,77
372,4,6:41.0,,K. Lowry makes free throw 1 of 2,83,78
373,4,6:41.0,,K. Lowry makes free throw 2 of 2,83,79
374,4,6:24.0,Personal foul by T. Ross (drawn by G. Hayward),,83,79
375,4,6:24.0,G. Hayward makes free throw 1 of 2,,84,79
376,4,6:24.0,G. Hayward makes free throw 2 of 2,,85,79
377,4,6:11.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),85,81
378,4,5:49.0,R. Gobert misses 2-pt hook shot from 3 ft,,85,81
379,4,5:49.0,Offensive rebound by R. Gobert,,85,81
380,4,5:46.0,Turnover by R. Gobert (lost ball; steal by K. Lowry),,85,81
381,4,5:39.0,,T. Ross misses 3-pt jump shot from 26 ft,85,81
382,4,5:39.0,,Offensive rebound by K. Lowry,85,81
383,4,5:30.0,,D. DeRozan misses 2-pt jump shot from 16 ft,85,81
384,4,5:30.0,Defensive rebound by R. Gobert,,85,81
385,4,5:12.0,Turnover by J. Johnson (bad pass),,85,81
386,4,5:12.0,S. Mack enters the game for D. Exum,,85,81
387,4,5:12.0,J. Ingles enters the game for J. Johnson,,85,81
