,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
40,1,6:23.0,Turnover by D. Lillard (lost ball; steal by K. O'Quinn),,17,12
41,1,6:16.0,,D. Rose misses 2-pt jump shot from 16 ft,17,12
42,1,6:15.0,Defensive rebound by M. Plumlee,,17,12
43,1,5:59.0,M. Plumlee misses 2-pt layup from 1 ft,,17,12
44,1,5:58.0,Offensive rebound by M. Plumlee,,17,12
45,1,5:55.0,M. Plumlee makes 2-pt hook shot from 3 ft,,19,12
46,1,5:55.0,,New York full timeout,19,12
47,1,5:55.0,A. Crabbe enters the game for C. McCollum,,19,12
48,1,5:43.0,,Personal foul by M. Harkless (drawn by C. Anthony),19,12
49,1,5:36.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by C. Lee),19,14
50,1,5:18.0,D. Lillard misses 2-pt jump shot from 5 ft,,19,14
51,1,5:17.0,Offensive rebound by E. Davis,,19,14
52,1,5:17.0,E. Davis makes 2-pt layup from 1 ft,,21,14
53,1,5:05.0,,Shooting foul by E. Davis (drawn by D. Rose),21,14
54,1,5:05.0,,D. Rose makes free throw 1 of 2,21,15
55,1,5:05.0,,W. Hernangómez enters the game for K. Porziņģis,21,15
56,1,5:05.0,,D. Rose makes free throw 2 of 2,21,16
57,1,4:49.0,D. Lillard misses 2-pt jump shot from 4 ft,,21,16
58,1,4:48.0,,Defensive rebound by Team,21,16
59,1,4:48.0,M. Leonard enters the game for M. Plumlee,,21,16
60,1,4:32.0,,C. Anthony misses 2-pt jump shot from 7 ft,21,16
61,1,4:30.0,Defensive rebound by M. Harkless,,21,16
62,1,4:20.0,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),,23,16
63,1,3:57.0,,C. Lee misses 3-pt jump shot from 24 ft,23,16
64,1,3:57.0,Defensive rebound by D. Lillard,,23,16
65,1,3:51.0,Personal foul by D. Rose (drawn by D. Lillard),,23,16
66,1,3:51.0,,J. Holiday enters the game for C. Lee,23,16
67,1,3:42.0,M. Harkless misses 2-pt jump shot from 22 ft,,23,16
68,1,3:41.0,,Defensive rebound by Team,23,16
69,1,3:35.0,,Turnover by W. Hernangómez (bad pass; steal by M. Harkless),23,16
70,1,3:31.0,M. Harkless makes 2-pt dunk at rim,,25,16
71,1,3:07.0,,C. Anthony makes 2-pt jump shot from 5 ft,25,18
72,1,2:56.0,D. Lillard misses 2-pt jump shot from 9 ft,,25,18
73,1,2:55.0,,Defensive rebound by Team,25,18
74,1,2:55.0,Portland full timeout,,25,18
75,1,2:55.0,E. Turner enters the game for M. Harkless,,25,18
76,1,2:55.0,C. McCollum enters the game for D. Lillard,,25,18
77,1,2:55.0,,M. Ndour enters the game for K. O'Quinn,25,18
78,1,2:38.0,,D. Rose makes 2-pt layup from 2 ft,25,20
79,1,2:26.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by C. McCollum),,28,20
80,1,2:15.0,,Personal foul by M. Leonard (drawn by C. Anthony),28,20
81,1,2:15.0,,B. Jennings enters the game for D. Rose,28,20
82,1,2:10.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by B. Jennings),28,23
83,1,1:55.0,C. McCollum misses 2-pt layup from 2 ft,,28,23
84,1,1:54.0,,Defensive rebound by J. Holiday,28,23
85,1,1:48.0,,M. Ndour misses 2-pt jump shot from 16 ft,28,23
86,1,1:46.0,Defensive rebound by C. McCollum,,28,23
87,1,1:29.0,M. Leonard misses 3-pt jump shot from 25 ft,,28,23
88,1,1:28.0,,Defensive rebound by J. Holiday,28,23
89,1,1:23.0,,Shooting foul by M. Leonard (drawn by M. Ndour),28,23
90,1,1:23.0,,M. Ndour makes free throw 1 of 2,28,24
91,1,1:23.0,N. Vonleh enters the game for E. Davis,,28,24
92,1,1:23.0,,M. Ndour makes free throw 2 of 2,28,25
93,1,1:11.0,Personal foul by C. Anthony (drawn by E. Turner),,28,25
94,1,1:05.0,Personal foul by B. Jennings (drawn by M. Leonard),,28,25
95,1,1:05.0,M. Leonard makes free throw 1 of 2,,29,25
96,1,1:05.0,M. Leonard makes free throw 2 of 2,,30,25
97,1,0:53.0,,C. Anthony misses 2-pt jump shot from 16 ft,30,25
98,1,0:52.0,Defensive rebound by A. Crabbe,,30,25
99,1,0:52.0,,Loose ball foul by W. Hernangómez (drawn by N. Vonleh),30,25
100,1,0:52.0,N. Vonleh makes free throw 1 of 2,,31,25
101,1,0:52.0,N. Vonleh makes free throw 2 of 2,,32,25
102,1,0:38.0,,Turnover by J. Holiday (bad pass; steal by M. Leonard),32,25
103,1,0:34.0,Shooting foul by M. Ndour (drawn by A. Crabbe),,32,25
104,1,0:34.0,A. Crabbe misses free throw 1 of 2,,32,25
105,1,0:34.0,Offensive rebound by Team,,32,25
106,1,0:34.0,A. Crabbe makes free throw 2 of 2,,33,25
107,1,0:12.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by B. Jennings),33,28
108,1,0:02.0,C. McCollum misses 2-pt layup from 1 ft (block by M. Ndour),,33,28
109,1,0:01.0,,Defensive rebound by C. Anthony,33,28
110,1,0:00.0,,C. Anthony misses 3-pt jump shot from 56 ft,33,28
111,1,0:00.0,,Offensive rebound by Team,33,28
112,2,11:44.0,,W. Hernangómez makes 2-pt layup from 1 ft,33,30
113,2,11:29.0,M. Leonard misses 3-pt jump shot from 25 ft,,33,30
114,2,11:28.0,,Defensive rebound by J. Holiday,33,30
115,2,11:19.0,,Turnover by W. Hernangómez (traveling),33,30
116,2,11:04.0,C. McCollum misses 2-pt jump shot from 7 ft,,33,30
117,2,11:04.0,,Defensive rebound by K. Porziņģis,33,30
118,2,10:49.0,,B. Jennings misses 3-pt jump shot from 26 ft,33,30
119,2,10:48.0,Defensive rebound by A. Crabbe,,33,30
120,2,10:41.0,C. McCollum misses 3-pt jump shot from 23 ft,,33,30
121,2,10:40.0,,Defensive rebound by W. Hernangómez,33,30
122,2,10:28.0,,K. Porziņģis makes 2-pt dunk at rim (assist by J. Holiday),33,32
123,2,10:11.0,C. McCollum makes 2-pt jump shot from 20 ft (assist by M. Leonard),,35,32
124,2,9:55.0,,Turnover by M. Kuzminskas (lost ball; steal by E. Turner),35,32
125,2,9:41.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by E. Turner),,38,32
126,2,9:32.0,,Offensive foul by W. Hernangómez (drawn by C. McCollum),38,32
127,2,9:32.0,,Turnover by W. Hernangómez (offensive foul),38,32
128,2,9:32.0,,Technical foul by Team,38,32
129,2,9:32.0,C. McCollum makes technical free throw,,39,32
130,2,9:19.0,A. Crabbe misses 2-pt layup at rim,,39,32
131,2,9:19.0,,Defensive rebound by B. Jennings,39,32
132,2,9:06.0,,Shooting foul by A. Crabbe (drawn by K. Porziņģis),39,32
133,2,9:06.0,,K. Porziņģis makes free throw 1 of 2,39,33
134,2,9:06.0,,K. Porziņģis makes free throw 2 of 2,39,34
135,2,8:55.0,Turnover by N. Vonleh (lost ball; steal by M. Kuzminskas),,39,34
136,2,8:36.0,,K. Porziņģis makes 2-pt jump shot from 5 ft,39,36
137,2,8:23.0,E. Turner makes 2-pt jump shot from 6 ft,,41,36
138,2,8:06.0,,B. Jennings misses 3-pt jump shot from 25 ft,41,36
139,2,8:04.0,,Offensive rebound by K. Porziņģis,41,36
140,2,8:01.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,41,36
141,2,8:00.0,Defensive rebound by N. Vonleh,,41,36
142,2,7:55.0,Official timeout,,41,36
143,2,7:55.0,,Technical foul by B. Jennings,41,36
144,2,7:55.0,Technical foul by N. Vonleh,,41,36
145,2,7:55.0,D. Lillard enters the game for C. McCollum,,41,36
146,2,7:55.0,Turnover by N. Vonleh (lost ball; steal by B. Jennings),,41,36
147,2,7:47.0,,J. Holiday makes 2-pt jump shot from 13 ft,41,38
148,2,7:34.0,E. Turner misses 2-pt jump shot from 11 ft,,41,38
149,2,7:33.0,,Defensive rebound by K. Porziņģis,41,38
150,2,7:23.0,,M. Kuzminskas misses 2-pt layup from 1 ft (block by N. Vonleh),41,38
151,2,7:22.0,Defensive rebound by N. Vonleh,,41,38
152,2,7:15.0,Turnover by D. Lillard (lost ball; steal by B. Jennings),,41,38
153,2,7:11.0,,B. Jennings makes 2-pt layup from 1 ft (assist by K. Porziņģis),41,40
154,2,7:07.0,Portland full timeout,,41,40
155,2,7:07.0,M. Plumlee enters the game for N. Vonleh,,41,40
156,2,7:07.0,,D. Rose enters the game for J. Holiday,41,40
157,2,6:54.0,M. Leonard makes 2-pt jump shot from 16 ft (assist by M. Plumlee),,43,40
158,2,6:42.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,43,40
159,2,6:42.0,Defensive rebound by Team,,43,40
160,2,6:32.0,Turnover by M. Plumlee (bad pass; steal by D. Rose),,43,40
161,2,6:26.0,,W. Hernangómez makes 2-pt layup at rim (assist by D. Rose),43,42
162,2,6:13.0,A. Crabbe misses 3-pt jump shot from 24 ft,,43,42
163,2,6:12.0,,Defensive rebound by K. Porziņģis,43,42
164,2,6:01.0,,B. Jennings makes 2-pt layup at rim,43,44
165,2,5:45.0,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),,45,44
166,2,5:35.0,,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by B. Jennings),45,46
167,2,5:21.0,M. Leonard misses 3-pt jump shot from 25 ft,,45,46
168,2,5:21.0,,Defensive rebound by D. Rose,45,46
169,2,5:13.0,,Turnover by W. Hernangómez (offensive foul),45,46
170,2,5:13.0,,Offensive foul by W. Hernangómez (drawn by D. Lillard),45,46
171,2,5:13.0,,C. Anthony enters the game for W. Hernangómez,45,46
172,2,5:13.0,E. Davis enters the game for A. Crabbe,,45,46
173,2,5:13.0,M. Harkless enters the game for M. Leonard,,45,46
174,2,5:01.0,E. Turner misses 2-pt jump shot from 18 ft,,45,46
175,2,5:00.0,,Defensive rebound by B. Jennings,45,46
176,2,4:54.0,,M. Kuzminskas makes 2-pt dunk at rim (assist by B. Jennings),45,48
177,2,4:53.0,Portland full timeout,,45,48
178,2,4:53.0,,C. Lee enters the game for B. Jennings,45,48
179,2,4:38.0,M. Harkless misses 2-pt jump shot from 3 ft,,45,48
180,2,4:37.0,Offensive rebound by M. Harkless,,45,48
181,2,4:29.0,Shooting foul by D. Rose (drawn by D. Lillard),,45,48
182,2,4:29.0,D. Lillard makes free throw 1 of 2,,46,48
183,2,4:29.0,D. Lillard makes free throw 2 of 2,,47,48
184,2,4:15.0,,K. Porziņģis makes 2-pt dunk at rim (assist by M. Kuzminskas),47,50
185,2,4:03.0,E. Davis misses 2-pt layup from 3 ft,,47,50
186,2,4:02.0,Offensive rebound by M. Plumlee,,47,50
187,2,3:58.0,Shooting foul by K. Porziņģis (drawn by M. Harkless),,47,50
188,2,3:58.0,M. Harkless misses free throw 1 of 2,,47,50
189,2,3:58.0,Offensive rebound by Team,,47,50
190,2,3:58.0,,K. O'Quinn enters the game for M. Kuzminskas,47,50
191,2,3:58.0,M. Harkless makes free throw 2 of 2,,48,50
192,2,3:44.0,,D. Rose makes 2-pt layup from 2 ft,48,52
193,2,3:29.0,Personal foul by D. Rose (drawn by D. Lillard),,48,52
194,2,3:29.0,C. McCollum enters the game for E. Turner,,48,52
195,2,3:29.0,,B. Jennings enters the game for D. Rose,48,52
196,2,3:23.0,Turnover by M. Plumlee (traveling),,48,52
197,2,3:08.0,,K. O'Quinn misses 2-pt dunk at rim,48,52
198,2,3:06.0,Defensive rebound by C. McCollum,,48,52
199,2,3:00.0,M. Harkless misses 3-pt jump shot from 23 ft,,48,52
200,2,3:00.0,,Defensive rebound by C. Lee,48,52
201,2,2:54.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by B. Jennings),48,55
202,2,2:37.0,C. McCollum misses 2-pt layup from 2 ft,,48,55
203,2,2:36.0,,Defensive rebound by K. Porziņģis,48,55
204,2,2:31.0,,Turnover by K. Porziņģis (palming),48,55
205,2,2:31.0,,New York full timeout,48,55
206,2,2:12.0,M. Harkless makes 2-pt dunk at rim (assist by M. Plumlee),,50,55
207,2,1:54.0,,K. Porziņģis makes 2-pt layup from 2 ft (assist by C. Lee),50,57
208,2,1:44.0,D. Lillard misses 2-pt jump shot from 17 ft,,50,57
209,2,1:44.0,Offensive rebound by E. Davis,,50,57
210,2,1:42.0,E. Davis makes 2-pt layup from 1 ft,,52,57
211,2,1:25.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,52,57
212,2,1:25.0,Defensive rebound by E. Davis,,52,57
213,2,1:10.0,E. Davis makes 2-pt layup from 3 ft (assist by D. Lillard),,54,57
214,2,0:52.0,,C. Anthony misses 2-pt layup from 2 ft,54,57
215,2,0:51.0,Defensive rebound by M. Plumlee,,54,57
216,2,0:47.0,C. McCollum makes 2-pt jump shot from 16 ft,,56,57
217,2,0:46.0,,Personal foul by D. Lillard (drawn by B. Jennings),56,57
218,2,0:33.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by B. Jennings),56,60
219,2,0:19.0,E. Davis makes 2-pt layup at rim (assist by C. McCollum),,58,60
220,2,0:00.0,,C. Lee misses 3-pt jump shot from 26 ft,58,60
221,2,0:00.0,,Offensive rebound by Team,58,60
222,3,11:42.0,,C. Lee misses 3-pt jump shot from 25 ft,58,60
223,3,11:41.0,Defensive rebound by E. Davis,,58,60
224,3,11:22.0,C. McCollum misses 2-pt jump shot from 18 ft,,58,60
225,3,11:21.0,,Defensive rebound by K. O'Quinn,58,60
226,3,11:08.0,,K. O'Quinn misses 2-pt jump shot from 17 ft,58,60
227,3,11:08.0,Defensive rebound by M. Harkless,,58,60
228,3,10:56.0,D. Lillard makes 3-pt jump shot from 28 ft,,61,60
229,3,10:44.0,,C. Anthony misses 3-pt jump shot from 25 ft,61,60
230,3,10:43.0,,Offensive rebound by Team,61,60
231,3,10:43.0,Loose ball foul by M. Harkless (drawn by K. Porziņģis),,61,60
232,3,10:35.0,,Turnover by K. O'Quinn (lost ball; steal by D. Lillard),61,60
233,3,10:31.0,M. Harkless makes 2-pt layup at rim (assist by D. Lillard),,63,60
234,3,10:14.0,,D. Rose makes 2-pt jump shot from 9 ft,63,62
235,3,9:49.0,Shooting foul by C. Anthony (drawn by M. Plumlee),,63,62
236,3,9:49.0,M. Plumlee makes free throw 1 of 2,,64,62
237,3,9:49.0,M. Plumlee misses free throw 2 of 2,,64,62
238,3,9:48.0,,Defensive rebound by K. Porziņģis,64,62
239,3,9:32.0,,Personal foul by M. Harkless (drawn by C. Anthony),64,62
240,3,9:29.0,,Offensive foul by K. O'Quinn (drawn by M. Plumlee),64,62
241,3,9:29.0,,Turnover by K. O'Quinn (offensive foul),64,62
242,3,9:18.0,Personal foul by D. Rose (drawn by D. Lillard),,64,62
243,3,9:18.0,,B. Jennings enters the game for D. Rose,64,62
244,3,9:17.0,Turnover by C. McCollum (bad pass; steal by C. Lee),,64,62
245,3,9:09.0,,K. O'Quinn makes 2-pt jump shot from 16 ft (assist by B. Jennings),64,64
246,3,8:47.0,M. Plumlee makes 2-pt layup from 2 ft (assist by D. Lillard),,66,64
247,3,8:27.0,,C. Lee misses 3-pt jump shot from 25 ft,66,64
248,3,8:26.0,,Offensive rebound by B. Jennings,66,64
249,3,8:23.0,,Turnover by C. Lee (lost ball; steal by D. Lillard),66,64
250,3,8:19.0,Shooting foul by C. Anthony (drawn by C. McCollum),,66,64
251,3,8:19.0,C. McCollum makes free throw 1 of 2,,67,64
252,3,8:19.0,C. McCollum makes free throw 2 of 2,,68,64
253,3,7:57.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by C. Lee),68,67
254,3,7:46.0,Turnover by M. Harkless (step out of bounds),,68,67
255,3,7:34.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by B. Jennings),68,69
256,3,7:23.0,Turnover by M. Harkless (illegal screen),,68,69
257,3,7:09.0,,C. Anthony misses 3-pt jump shot from 23 ft,68,69
258,3,7:09.0,,Offensive rebound by Team,68,69
259,3,7:08.0,Loose ball foul by E. Davis (drawn by K. O'Quinn),,68,69
260,3,6:59.0,,K. O'Quinn misses 2-pt jump shot from 14 ft,68,69
261,3,6:59.0,Defensive rebound by M. Harkless,,68,69
262,3,6:49.0,D. Lillard misses 3-pt jump shot from 24 ft,,68,69
263,3,6:48.0,,Defensive rebound by Team,68,69
264,3,6:33.0,,C. Lee misses 2-pt jump shot from 13 ft,68,69
265,3,6:33.0,Defensive rebound by M. Plumlee,,68,69
266,3,6:24.0,C. McCollum misses 2-pt jump shot from 7 ft,,68,69
267,3,6:22.0,,Defensive rebound by K. O'Quinn,68,69
268,3,6:08.0,,K. Porziņģis misses 2-pt jump shot from 21 ft,68,69
269,3,6:03.0,,Offensive rebound by C. Anthony,68,69
270,3,6:03.0,,C. Anthony misses 2-pt dunk at rim,68,69
271,3,6:02.0,Defensive rebound by M. Harkless,,68,69
272,3,5:48.0,C. McCollum misses 2-pt jump shot from 11 ft,,68,69
273,3,5:47.0,,Defensive rebound by K. O'Quinn,68,69
274,3,5:34.0,,B. Jennings misses 3-pt jump shot from 23 ft,68,69
275,3,5:34.0,Defensive rebound by C. McCollum,,68,69
276,3,5:30.0,M. Plumlee makes 2-pt jump shot from 11 ft (assist by C. McCollum),,70,69
277,3,5:30.0,Shooting foul by C. Lee (drawn by M. Plumlee),,70,69
278,3,5:30.0,,New York full timeout,70,69
279,3,5:30.0,M. Plumlee misses free throw 1 of 1,,70,69
280,3,5:30.0,,J. Holiday enters the game for K. Porziņģis,70,69
281,3,5:30.0,,W. Hernangómez enters the game for C. Lee,70,69
282,3,5:29.0,,Defensive rebound by W. Hernangómez,70,69
283,3,5:11.0,,C. Anthony makes 2-pt jump shot from 6 ft (assist by J. Holiday),70,71
284,3,4:58.0,D. Lillard makes 2-pt jump shot from 7 ft,,72,71
285,3,4:45.0,,C. Anthony misses 2-pt jump shot from 18 ft,72,71
286,3,4:45.0,Defensive rebound by M. Plumlee,,72,71
287,3,4:29.0,M. Harkless misses 3-pt jump shot from 25 ft,,72,71
288,3,4:28.0,,Defensive rebound by W. Hernangómez,72,71
289,3,4:16.0,,J. Holiday misses 2-pt jump shot from 20 ft,72,71
290,3,4:16.0,Defensive rebound by Team,,72,71
291,3,4:16.0,M. Leonard enters the game for M. Plumlee,,72,71
292,3,4:10.0,A. Crabbe enters the game for C. McCollum,,72,71
293,3,3:59.0,M. Harkless makes 2-pt layup from 2 ft,,74,71
294,3,3:42.0,,C. Anthony misses 2-pt dunk from 1 ft,74,71
295,3,3:41.0,Defensive rebound by M. Harkless,,74,71
296,3,3:31.0,Turnover by E. Davis (lost ball),,74,71
297,3,3:16.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by J. Holiday),74,73
298,3,3:16.0,,Shooting foul by M. Leonard (drawn by W. Hernangómez),74,73
299,3,3:16.0,,W. Hernangómez makes free throw 1 of 1,74,74
300,3,2:56.0,D. Lillard makes 2-pt jump shot from 19 ft,,76,74
301,3,2:38.0,,W. Hernangómez misses 2-pt jump shot from 7 ft,76,74
302,3,2:37.0,Defensive rebound by D. Lillard,,76,74
303,3,2:27.0,M. Leonard misses 2-pt jump shot from 17 ft,,76,74
304,3,2:26.0,,Defensive rebound by J. Holiday,76,74
305,3,2:21.0,,C. Anthony misses 3-pt jump shot from 25 ft,76,74
306,3,2:20.0,Defensive rebound by Team,,76,74
307,3,2:20.0,Portland full timeout,,76,74
308,3,2:20.0,,K. Porziņģis enters the game for K. O'Quinn,76,74
309,3,2:08.0,D. Lillard misses 3-pt jump shot from 25 ft,,76,74
310,3,2:07.0,Offensive rebound by Team,,76,74
311,3,2:07.0,,Loose ball foul by J. Holiday (drawn by M. Harkless),76,74
312,3,2:07.0,M. Harkless makes free throw 1 of 2,,77,74
313,3,2:07.0,M. Harkless misses free throw 2 of 2,,77,74
314,3,2:03.0,,Defensive rebound by W. Hernangómez,77,74
315,3,1:49.0,,C. Anthony misses 3-pt jump shot from 25 ft,77,74
316,3,1:49.0,Defensive rebound by M. Leonard,,77,74
317,3,1:40.0,D. Lillard makes 2-pt layup from 1 ft,,79,74
318,3,1:21.0,,K. Porziņģis makes 2-pt dunk at rim (assist by B. Jennings),79,76
319,3,1:02.0,M. Leonard misses 3-pt jump shot from 24 ft,,79,76
320,3,1:00.0,,Defensive rebound by J. Holiday,79,76
321,3,0:53.0,,J. Holiday makes 2-pt layup from 1 ft (assist by B. Jennings),79,78
322,3,0:39.0,Turnover by D. Lillard (lost ball),,79,78
323,3,0:39.0,,M. Kuzminskas enters the game for C. Anthony,79,78
324,3,0:39.0,E. Turner enters the game for M. Harkless,,79,78
325,3,0:39.0,C. McCollum enters the game for D. Lillard,,79,78
326,3,0:34.0,,B. Jennings misses 3-pt jump shot from 27 ft,79,78
327,3,0:33.0,Defensive rebound by E. Davis,,79,78
328,3,0:20.0,Personal foul by M. Kuzminskas (drawn by E. Turner),,79,78
329,3,0:20.0,E. Turner makes free throw 1 of 2,,80,78
330,3,0:20.0,E. Turner makes free throw 2 of 2,,81,78
331,3,0:05.0,,M. Kuzminskas makes 3-pt jump shot from 26 ft (assist by B. Jennings),81,81
332,3,0:00.0,C. McCollum misses 3-pt jump shot from 26 ft,,81,81
333,3,0:00.0,Offensive rebound by Team,,81,81
334,4,11:44.0,E. Turner makes 2-pt jump shot from 5 ft,,83,81
335,4,11:27.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,83,81
336,4,11:26.0,Defensive rebound by Team,,83,81
337,4,11:08.0,C. McCollum makes 2-pt layup from 1 ft,,85,81
338,4,10:53.0,,D. Rose makes 2-pt jump shot from 12 ft,85,83
339,4,10:37.0,M. Leonard misses 3-pt jump shot from 25 ft,,85,83
340,4,10:37.0,,Defensive rebound by M. Kuzminskas,85,83
341,4,10:35.0,,Offensive foul by K. Porziņģis (drawn by M. Leonard),85,83
342,4,10:35.0,,Turnover by K. Porziņģis (offensive foul),85,83
343,4,10:14.0,A. Crabbe misses 3-pt jump shot from 25 ft,,85,83
344,4,10:14.0,Offensive rebound by M. Plumlee,,85,83
345,4,10:09.0,,Offensive charge foul by M. Plumlee (drawn by J. Holiday),85,83
346,4,10:09.0,Turnover by M. Plumlee (offensive foul),,85,83
347,4,9:49.0,,K. Porziņģis makes 2-pt jump shot from 11 ft,85,85
348,4,9:30.0,C. McCollum makes 2-pt layup from 1 ft,,87,85
349,4,9:17.0,,W. Hernangómez makes 2-pt dunk at rim (assist by D. Rose),87,87
350,4,8:53.0,A. Crabbe misses 2-pt jump shot from 4 ft,,87,87
351,4,8:52.0,Offensive rebound by A. Crabbe,,87,87
352,4,8:51.0,A. Crabbe misses 2-pt layup from 1 ft,,87,87
353,4,8:50.0,,Defensive rebound by M. Kuzminskas,87,87
354,4,8:41.0,,M. Kuzminskas makes 2-pt layup from 2 ft (assist by D. Rose),87,89
355,4,8:40.0,Portland full timeout,,87,89
356,4,8:40.0,E. Turner makes 2-pt layup from 1 ft,,89,89
357,4,8:40.0,Shooting foul by K. Porziņģis (drawn by E. Turner),,89,89
358,4,8:40.0,M. Harkless enters the game for M. Leonard,,87,89
359,4,8:40.0,,K. O'Quinn enters the game for W. Hernangómez,87,89
360,4,8:40.0,E. Turner makes free throw 1 of 1,,90,89
361,4,8:03.0,,K. Porziņģis misses 2-pt jump shot from 10 ft (block by M. Plumlee),90,89
362,4,8:02.0,,Offensive rebound by K. Porziņģis,90,89
363,4,8:01.0,,K. Porziņģis makes 2-pt jump shot from 14 ft,90,91
364,4,7:47.0,M. Plumlee makes 2-pt layup from 1 ft (assist by E. Turner),,92,91
365,4,7:34.0,,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by J. Holiday),92,93
366,4,7:23.0,E. Turner misses 2-pt jump shot from 16 ft,,92,93
367,4,7:22.0,,Defensive rebound by K. O'Quinn,92,93
368,4,7:09.0,,D. Rose misses 2-pt jump shot from 15 ft,92,93
369,4,7:08.0,Defensive rebound by M. Harkless,,92,93
370,4,7:02.0,M. Harkless misses 2-pt layup from 1 ft (block by K. Porziņģis),,92,93
371,4,7:00.0,Offensive rebound by M. Plumlee,,92,93
372,4,7:00.0,Shooting foul by J. Holiday (drawn by A. Crabbe),,92,93
373,4,7:00.0,A. Crabbe makes free throw 1 of 3,,93,93
374,4,7:00.0,A. Crabbe makes free throw 2 of 3,,94,93
375,4,7:00.0,,C. Lee enters the game for J. Holiday,94,93
376,4,7:00.0,,C. Anthony enters the game for K. O'Quinn,94,93
377,4,7:00.0,D. Lillard enters the game for C. McCollum,,94,93
378,4,7:00.0,A. Crabbe makes free throw 3 of 3,,95,93
