,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHICAGO_ACTION,BROOKLYN_SCORE,CHICAGO_SCORE
175,2,4:37.0,,J. Butler makes 2-pt layup from 1 ft (assist by R. Rondo),22,45
176,2,4:19.0,C. LeVert misses 3-pt jump shot from 23 ft,,22,45
177,2,4:18.0,,Defensive rebound by C. Felício,22,45
178,2,4:11.0,J. Hamilton enters the game for A. Nicholson,,22,45
179,2,4:05.0,,Offensive foul by J. Butler (drawn by R. Hollis-Jefferson),22,45
180,2,4:05.0,,Turnover by J. Butler (offensive foul),22,45
181,2,3:48.0,I. Whitehead misses 2-pt layup from 2 ft,,22,45
182,2,3:47.0,Offensive rebound by R. Hollis-Jefferson,,22,45
183,2,3:47.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,22,45
184,2,3:46.0,,Defensive rebound by C. Felício,22,45
185,2,3:41.0,,C. Felício misses 2-pt layup from 1 ft,22,45
186,2,3:40.0,Defensive rebound by R. Hollis-Jefferson,,22,45
187,2,3:40.0,Personal foul by N. Mirotić (drawn by R. Hollis-Jefferson),,22,45
188,2,3:18.0,A. Goodwin misses 2-pt layup from 2 ft (block by N. Mirotić),,22,45
189,2,3:16.0,,Defensive rebound by P. Zipser,22,45
190,2,3:08.0,,P. Zipser misses 3-pt jump shot from 24 ft,22,45
191,2,3:07.0,Defensive rebound by A. Goodwin,,22,45
192,2,3:05.0,Personal foul by C. Felício (drawn by A. Goodwin),,22,45
193,2,3:05.0,,R. Lopez enters the game for C. Felício,22,45
194,2,3:05.0,A. Nicholson enters the game for R. Hollis-Jefferson,,22,45
195,2,2:44.0,A. Nicholson makes 2-pt jump shot from 6 ft (assist by I. Whitehead),,24,45
196,2,2:26.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Butler),24,48
197,2,2:16.0,A. Goodwin makes 2-pt dunk at rim,,26,48
198,2,1:58.0,,N. Mirotić misses 3-pt jump shot from 24 ft,26,48
199,2,1:56.0,Defensive rebound by A. Nicholson,,26,48
200,2,1:41.0,J. Hamilton misses 3-pt jump shot from 25 ft,,26,48
201,2,1:40.0,,Defensive rebound by R. Rondo,26,48
202,2,1:29.0,,R. Rondo misses 2-pt jump shot from 7 ft (block by A. Goodwin),26,48
203,2,1:26.0,,Offensive rebound by N. Mirotić,26,48
204,2,1:25.0,,Turnover by N. Mirotić (bad pass; steal by A. Goodwin),26,48
205,2,1:21.0,A. Goodwin makes 2-pt layup from 2 ft (assist by C. LeVert),,28,48
206,2,1:13.0,,N. Mirotić misses 3-pt jump shot from 26 ft,28,48
207,2,1:12.0,Defensive rebound by I. Whitehead,,28,48
208,2,1:07.0,I. Whitehead misses 2-pt layup at rim,,28,48
209,2,1:05.0,Offensive rebound by A. Goodwin,,28,48
210,2,0:55.0,C. LeVert makes 2-pt jump shot from 22 ft,,30,48
211,2,0:55.0,,Chicago full timeout,30,48
212,2,0:55.0,,Chicago full timeout,30,48
213,2,0:36.0,,R. Lopez misses 2-pt hook shot from 3 ft,30,48
214,2,0:34.0,Defensive rebound by C. LeVert,,30,48
215,2,0:29.0,C. LeVert misses 3-pt jump shot from 26 ft,,30,48
216,2,0:27.0,,Defensive rebound by J. Butler,30,48
217,2,0:14.0,,Shooting foul by I. Whitehead (drawn by J. Butler),30,48
218,2,0:14.0,,J. Butler makes free throw 1 of 3,30,49
219,2,0:14.0,,J. Butler makes free throw 2 of 3,30,50
220,2,0:14.0,,J. Butler misses free throw 3 of 3,30,50
221,2,0:14.0,,J. Grant enters the game for R. Rondo,30,50
222,2,0:14.0,,B. Portis enters the game for N. Mirotić,30,50
223,2,0:12.0,Defensive rebound by Team,,30,50
224,2,0:12.0,,Loose ball foul by P. Zipser (drawn by I. Whitehead),30,50
225,2,0:04.0,C. LeVert makes 2-pt layup from 2 ft (assist by A. Goodwin),,32,50
226,3,11:50.0,C. LeVert misses 2-pt layup from 2 ft,,32,50
227,3,11:48.0,,Defensive rebound by R. Lopez,32,50
228,3,11:43.0,,D. Wade misses 2-pt jump shot from 16 ft,32,50
229,3,11:41.0,Defensive rebound by R. Hollis-Jefferson,,32,50
230,3,11:33.0,C. LeVert misses 2-pt layup from 1 ft,,32,50
231,3,11:32.0,,Defensive rebound by R. Lopez,32,50
232,3,11:22.0,,N. Mirotić misses 2-pt layup from 3 ft,32,50
233,3,11:21.0,,Offensive rebound by R. Lopez,32,50
234,3,11:21.0,,R. Lopez makes 2-pt layup from 1 ft,32,52
235,3,11:06.0,J. Hamilton makes 2-pt jump shot from 17 ft (assist by R. Foye),,34,52
236,3,10:46.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by J. Butler),34,55
237,3,10:31.0,R. Foye misses 3-pt jump shot from 24 ft,,34,55
238,3,10:30.0,,Defensive rebound by J. Butler,34,55
239,3,10:25.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Wade),34,55
240,3,10:25.0,,D. Wade misses free throw 1 of 2,34,55
241,3,10:25.0,,Offensive rebound by Team,34,55
242,3,10:25.0,,D. Wade makes free throw 2 of 2,34,56
243,3,10:14.0,R. Foye misses 2-pt layup from 3 ft (block by J. Butler),,34,56
244,3,10:14.0,Offensive rebound by Team,,34,56
245,3,10:11.0,J. Hamilton misses 3-pt jump shot from 24 ft,,34,56
246,3,10:10.0,,Defensive rebound by N. Mirotić,34,56
247,3,10:03.0,,N. Mirotić misses 3-pt jump shot from 24 ft,34,56
248,3,10:02.0,,Offensive rebound by R. Rondo,34,56
249,3,9:58.0,,N. Mirotić misses 2-pt layup from 1 ft,34,56
250,3,9:57.0,Defensive rebound by C. LeVert,,34,56
251,3,9:47.0,R. Foye misses 3-pt jump shot from 25 ft,,34,56
252,3,9:47.0,,Defensive rebound by R. Rondo,34,56
253,3,9:39.0,,Turnover by D. Wade (lost ball; steal by S. Dinwiddie),34,56
254,3,9:31.0,J. Hamilton makes 2-pt jump shot from 12 ft (assist by S. Dinwiddie),,36,56
255,3,9:09.0,,Turnover by D. Wade (bad pass; steal by R. Foye),36,56
256,3,9:01.0,C. LeVert makes 2-pt dunk at rim (assist by R. Hollis-Jefferson),,38,56
257,3,8:49.0,,J. Butler makes 2-pt layup at rim,38,58
258,3,8:33.0,Shooting foul by D. Wade (drawn by S. Dinwiddie),,38,58
259,3,8:33.0,S. Dinwiddie makes free throw 1 of 2,,39,58
260,3,8:33.0,I. Whitehead enters the game for R. Foye,,39,58
261,3,8:33.0,S. Dinwiddie makes free throw 2 of 2,,40,58
262,3,8:20.0,,R. Rondo misses 2-pt jump shot from 21 ft,40,58
263,3,8:19.0,Defensive rebound by C. LeVert,,40,58
264,3,8:10.0,I. Whitehead misses 3-pt jump shot from 25 ft,,40,58
265,3,8:09.0,,Defensive rebound by R. Lopez,40,58
266,3,7:54.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by R. Lopez),40,61
267,3,7:41.0,J. Hamilton misses 2-pt layup from 1 ft,,40,61
268,3,7:40.0,,Defensive rebound by N. Mirotić,40,61
269,3,7:33.0,,R. Rondo makes 2-pt layup at rim (assist by D. Wade),40,63
270,3,7:33.0,Brooklyn full timeout,,40,63
271,3,7:33.0,A. Nicholson enters the game for J. Hamilton,,40,63
272,3,7:17.0,Turnover by C. LeVert (bad pass; steal by N. Mirotić),,40,63
273,3,7:11.0,,D. Wade misses 2-pt jump shot from 19 ft,40,63
274,3,7:10.0,,Offensive rebound by N. Mirotić,40,63
275,3,7:10.0,,N. Mirotić misses 2-pt layup from 3 ft,40,63
276,3,7:08.0,,Offensive rebound by N. Mirotić,40,63
277,3,7:08.0,,N. Mirotić makes 2-pt layup from 1 ft,40,65
278,3,6:56.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,40,65
279,3,6:55.0,,Defensive rebound by J. Butler,40,65
280,3,6:35.0,,D. Wade misses 2-pt layup from 1 ft,40,65
281,3,6:33.0,Defensive rebound by C. LeVert,,40,65
282,3,6:18.0,C. LeVert misses 2-pt layup from 2 ft,,40,65
283,3,6:16.0,Offensive rebound by A. Nicholson,,40,65
284,3,6:16.0,A. Nicholson misses 2-pt layup from 1 ft,,40,65
285,3,6:15.0,,Defensive rebound by R. Lopez,40,65
286,3,6:06.0,,Shooting foul by R. Hollis-Jefferson (drawn by N. Mirotić),40,65
287,3,6:06.0,,N. Mirotić misses free throw 1 of 2,40,65
288,3,6:06.0,,Offensive rebound by Team,40,65
289,3,6:06.0,A. Goodwin enters the game for S. Dinwiddie,,40,65
290,3,6:06.0,,N. Mirotić makes free throw 2 of 2,40,66
291,3,5:48.0,Turnover by I. Whitehead (bad pass; steal by R. Rondo),,40,66
292,3,5:44.0,,D. Wade makes 2-pt dunk at rim (assist by R. Rondo),40,68
293,3,5:27.0,Shooting foul by N. Mirotić (drawn by A. Goodwin),,40,68
294,3,5:27.0,A. Goodwin misses free throw 1 of 2,,40,68
295,3,5:27.0,Offensive rebound by Team,,40,68
296,3,5:27.0,A. Goodwin makes free throw 2 of 2,,41,68
297,3,5:14.0,,Turnover by D. Wade (bad pass; steal by A. Nicholson),41,68
298,3,5:12.0,Personal foul by N. Mirotić (drawn by R. Hollis-Jefferson),,41,68
299,3,5:12.0,,B. Portis enters the game for N. Mirotić,41,68
300,3,5:12.0,K. McDaniels enters the game for C. LeVert,,41,68
301,3,5:12.0,S. Dinwiddie enters the game for I. Whitehead,,41,68
302,3,5:00.0,K. McDaniels makes 2-pt jump shot from 12 ft (assist by A. Goodwin),,43,68
303,3,4:56.0,I. Whitehead enters the game for A. Nicholson,,43,68
304,3,4:50.0,,J. Butler misses 3-pt jump shot from 23 ft,43,68
305,3,4:49.0,Defensive rebound by K. McDaniels,,43,68
306,3,4:40.0,Shooting foul by R. Lopez (drawn by A. Goodwin),,43,68
307,3,4:40.0,A. Goodwin misses free throw 1 of 2,,43,68
308,3,4:40.0,Offensive rebound by Team,,43,68
309,3,4:40.0,A. Goodwin misses free throw 2 of 2,,43,68
310,3,4:40.0,,P. Zipser enters the game for D. Wade,43,68
311,3,4:38.0,Offensive rebound by A. Goodwin,,43,68
312,3,4:38.0,Shooting foul by R. Lopez (drawn by A. Goodwin),,43,68
313,3,4:38.0,A. Goodwin makes free throw 1 of 2,,44,68
314,3,4:38.0,A. Goodwin makes free throw 2 of 2,,45,68
315,3,4:19.0,,P. Zipser misses 3-pt jump shot from 23 ft,45,68
316,3,4:18.0,,Offensive rebound by R. Rondo,45,68
317,3,4:17.0,Violation by R. Hollis-Jefferson (kicked ball),,45,68
318,3,4:06.0,,J. Butler misses 2-pt jump shot from 17 ft,45,68
319,3,4:05.0,Defensive rebound by S. Dinwiddie,,45,68
320,3,4:01.0,Shooting foul by P. Zipser (drawn by A. Goodwin),,45,68
321,3,4:01.0,A. Goodwin makes free throw 1 of 2,,46,68
322,3,4:01.0,,C. Felício enters the game for R. Lopez,46,68
323,3,4:01.0,A. Goodwin makes free throw 2 of 2,,47,68
324,3,3:40.0,,R. Rondo misses 2-pt jump shot from 17 ft,47,68
325,3,3:39.0,Defensive rebound by I. Whitehead,,47,68
326,3,3:36.0,Personal foul by R. Rondo,,47,68
327,3,3:36.0,K. McDaniels makes free throw 1 of 2,,48,68
328,3,3:36.0,,J. Grant enters the game for R. Rondo,48,68
329,3,3:36.0,K. McDaniels makes free throw 2 of 2,,49,68
330,3,3:21.0,,P. Zipser makes 3-pt jump shot from 26 ft (assist by J. Butler),49,71
331,3,3:06.0,I. Whitehead misses 2-pt layup from 2 ft,,49,71
332,3,3:05.0,,Defensive rebound by B. Portis,49,71
333,3,2:54.0,,J. Grant misses 2-pt jump shot from 19 ft,49,71
334,3,2:53.0,Defensive rebound by K. McDaniels,,49,71
335,3,2:49.0,Shooting foul by P. Zipser (drawn by A. Goodwin),,49,71
336,3,2:49.0,,Chicago full timeout,49,71
337,3,2:49.0,A. Goodwin makes free throw 1 of 2,,50,71
338,3,2:49.0,J. Hamilton enters the game for R. Hollis-Jefferson,,49,71
339,3,2:49.0,A. Goodwin misses free throw 2 of 2,,50,71
340,3,2:47.0,,Defensive rebound by B. Portis,50,71
341,3,2:27.0,,J. Butler makes 2-pt jump shot from 9 ft,50,73
342,3,2:13.0,I. Whitehead makes 2-pt layup from 3 ft (assist by J. Hamilton),,52,73
343,3,1:59.0,,B. Portis misses 3-pt jump shot from 24 ft,52,73
344,3,1:57.0,Defensive rebound by J. Hamilton,,52,73
345,3,1:50.0,Shooting foul by B. Portis (drawn by K. McDaniels),,52,73
346,3,1:50.0,K. McDaniels makes free throw 1 of 2,,53,73
347,3,1:50.0,K. McDaniels makes free throw 2 of 2,,54,73
348,3,1:31.0,,J. Grant misses 3-pt jump shot from 23 ft,54,73
349,3,1:30.0,,Offensive rebound by B. Portis,54,73
350,3,1:27.0,,B. Portis misses 2-pt layup from 1 ft,54,73
351,3,1:26.0,Defensive rebound by A. Goodwin,,54,73
352,3,1:16.0,I. Whitehead misses 3-pt jump shot from 24 ft,,54,73
353,3,1:15.0,,Defensive rebound by B. Portis,54,73
354,3,1:07.0,,Shooting foul by S. Dinwiddie (drawn by J. Butler),54,73
355,3,1:07.0,,J. Butler makes free throw 1 of 2,54,74
356,3,1:07.0,,J. Butler makes free throw 2 of 2,54,75
357,3,0:53.0,J. Hamilton makes 2-pt hook shot from 9 ft (assist by A. Goodwin),,56,75
358,3,0:42.0,,J. Butler misses 3-pt jump shot from 25 ft,56,75
359,3,0:40.0,,Offensive rebound by J. Butler,56,75
360,3,0:39.0,,J. Butler misses 2-pt layup from 3 ft,56,75
361,3,0:38.0,Defensive rebound by J. Hamilton,,56,75
362,3,0:28.0,K. McDaniels misses 3-pt jump shot from 25 ft,,56,75
363,3,0:26.0,,Defensive rebound by C. Felício,56,75
364,3,0:02.0,,J. Butler misses 2-pt jump shot from 12 ft,56,75
365,3,0:01.0,Defensive rebound by K. McDaniels,,56,75
366,4,11:36.0,,P. Zipser misses 2-pt jump shot from 20 ft,56,75
367,4,11:35.0,Defensive rebound by S. Dinwiddie,,56,75
368,4,11:22.0,Turnover by A. Goodwin (bad pass; steal by B. Portis),,56,75
369,4,11:21.0,,Personal foul by S. Dinwiddie (drawn by B. Portis),56,75
370,4,11:13.0,,J. Butler makes 2-pt jump shot from 11 ft,56,77
371,4,10:49.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,56,77
372,4,10:47.0,Offensive rebound by R. Hollis-Jefferson,,56,77
373,4,10:47.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,58,77
374,4,10:25.0,,J. Butler misses 2-pt jump shot from 6 ft,58,77
375,4,10:24.0,Defensive rebound by K. McDaniels,,58,77
376,4,10:15.0,K. McDaniels misses 2-pt layup from 1 ft,,58,77
377,4,10:13.0,Offensive rebound by A. Goodwin,,58,77
378,4,10:13.0,A. Goodwin makes 2-pt dunk at rim,,60,77
