,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA CLIPPERS_ACTION,MILWAUKEE_SCORE,LA CLIPPERS_SCORE
26,1,7:32.0,,Turnover by B. Griffin (bad pass; steal by T. Snell),9,12
27,1,7:27.0,M. Brogdon makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,11,12
28,1,7:09.0,,Shooting foul by T. Snell (drawn by J. Redick),11,12
29,1,7:09.0,,J. Redick makes free throw 1 of 2,11,13
30,1,7:09.0,,J. Redick misses free throw 2 of 2,11,13
31,1,7:08.0,Defensive rebound by G. Monroe,,11,13
32,1,6:53.0,T. Snell misses 3-pt jump shot from 23 ft,,11,13
33,1,6:53.0,,Defensive rebound by C. Paul,11,13
34,1,6:47.0,,C. Paul makes 3-pt jump shot from 24 ft,11,16
35,1,6:27.0,G. Antetokounmpo makes 2-pt hook shot from 7 ft (assist by M. Brogdon),,13,16
36,1,6:19.0,,C. Paul misses 3-pt jump shot from 24 ft,13,16
37,1,6:18.0,Defensive rebound by K. Middleton,,13,16
38,1,6:11.0,K. Middleton misses 2-pt jump shot from 9 ft,,13,16
39,1,6:08.0,,Defensive rebound by J. Redick,13,16
40,1,6:07.0,,LA Clippers full timeout,13,16
41,1,6:07.0,M. Dellavedova enters the game for K. Middleton,,13,16
42,1,6:07.0,J. Terry enters the game for M. Brogdon,,13,16
43,1,6:00.0,,C. Paul misses 2-pt layup from 1 ft,13,16
44,1,5:59.0,,Offensive rebound by C. Paul,13,16
45,1,5:56.0,,J. Redick misses 2-pt jump shot from 19 ft,13,16
46,1,5:54.0,Defensive rebound by T. Snell,,13,16
47,1,5:43.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,15,16
48,1,5:15.0,,C. Paul misses 3-pt jump shot from 25 ft,15,16
49,1,5:15.0,Defensive rebound by G. Antetokounmpo,,15,16
50,1,5:06.0,J. Terry misses 3-pt jump shot from 22 ft,,15,16
51,1,5:06.0,,Defensive rebound by C. Paul,15,16
52,1,4:52.0,,B. Griffin misses 3-pt jump shot from 24 ft,15,16
53,1,4:51.0,Defensive rebound by G. Monroe,,15,16
54,1,4:34.0,,Offensive charge foul by G. Antetokounmpo (drawn by B. Griffin),15,16
55,1,4:34.0,Turnover by G. Antetokounmpo (offensive foul),,15,16
56,1,4:34.0,,J. Crawford enters the game for J. Redick,15,16
57,1,4:34.0,M. Teletović enters the game for G. Antetokounmpo,,15,16
58,1,4:28.0,,Turnover by L. Mbah a Moute (lost ball),15,16
59,1,4:16.0,M. Teletović misses 3-pt jump shot from 25 ft,,15,16
60,1,4:15.0,,Defensive rebound by D. Jordan,15,16
61,1,4:14.0,,Personal foul by M. Teletović (drawn by B. Griffin),15,16
62,1,4:14.0,,A. Rivers enters the game for L. Mbah a Moute,15,16
63,1,4:06.0,,C. Paul makes 2-pt jump shot from 19 ft,15,18
64,1,3:43.0,G. Monroe makes 2-pt hook shot from 4 ft (assist by J. Terry),,17,18
65,1,3:17.0,,J. Crawford misses 3-pt jump shot from 23 ft,17,18
66,1,3:17.0,,Offensive rebound by B. Griffin,17,18
67,1,3:07.0,,B. Griffin makes 2-pt layup from 1 ft,17,20
68,1,2:49.0,G. Monroe makes 2-pt jump shot from 15 ft,,19,20
69,1,2:32.0,,B. Griffin misses 2-pt jump shot from 17 ft,19,20
70,1,2:32.0,Defensive rebound by J. Terry,,19,20
71,1,2:28.0,Offensive foul by G. Monroe (drawn by B. Griffin),,19,20
72,1,2:28.0,Turnover by G. Monroe (offensive foul),,19,20
73,1,2:28.0,Milwaukee full timeout,,19,20
74,1,2:28.0,,M. Speights enters the game for D. Jordan,19,20
75,1,2:28.0,K. Middleton enters the game for T. Snell,,19,20
76,1,2:11.0,,M. Speights misses 3-pt jump shot from 25 ft,19,20
77,1,2:10.0,,Offensive rebound by B. Griffin,19,20
78,1,2:06.0,,A. Rivers misses 3-pt jump shot from 25 ft,19,20
79,1,1:55.0,Defensive rebound by J. Terry,,19,20
80,1,1:53.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,22,20
81,1,1:37.0,,Turnover by A. Rivers (traveling),22,20
82,1,1:37.0,,R. Felton enters the game for C. Paul,22,20
83,1,1:26.0,K. Middleton makes 2-pt layup from 2 ft (assist by G. Monroe),,24,20
84,1,1:12.0,,Turnover by J. Crawford (bad pass; steal by G. Monroe),24,20
85,1,1:07.0,J. Terry makes 2-pt layup from 1 ft (assist by G. Monroe),,26,20
86,1,0:46.0,,R. Felton misses 3-pt jump shot from 24 ft,26,20
87,1,0:46.0,Defensive rebound by G. Monroe,,26,20
88,1,0:37.0,K. Middleton makes 2-pt jump shot from 8 ft,,28,20
89,1,0:16.0,,J. Crawford misses 3-pt jump shot from 25 ft,28,20
90,1,0:15.0,Defensive rebound by K. Middleton,,28,20
91,1,0:03.0,Personal foul by A. Rivers (drawn by K. Middleton),,28,20
92,1,0:02.0,M. Teletović misses 3-pt jump shot from 28 ft,,28,20
93,1,0:00.0,Offensive rebound by Team,,28,20
94,2,11:36.0,G. Monroe misses 2-pt hook shot from 4 ft,,28,20
95,2,11:34.0,,Defensive rebound by R. Felton,28,20
96,2,11:19.0,,A. Rivers misses 2-pt layup from 2 ft,28,20
97,2,11:18.0,Defensive rebound by M. Teletović,,28,20
98,2,11:12.0,Turnover by G. Monroe (bad pass; steal by R. Felton),,28,20
99,2,11:08.0,,R. Felton misses 2-pt layup from 1 ft (block by M. Teletović),28,20
100,2,11:07.0,Defensive rebound by K. Middleton,,28,20
101,2,11:01.0,M. Teletović misses 3-pt jump shot from 25 ft,,28,20
102,2,10:57.0,,Defensive rebound by J. Crawford,28,20
103,2,10:55.0,,Shooting block foul by M. Dellavedova (drawn by M. Speights),28,20
104,2,10:55.0,,M. Speights misses free throw 1 of 2,28,20
105,2,10:55.0,,Offensive rebound by Team,28,20
106,2,10:55.0,,M. Speights makes free throw 2 of 2,28,21
107,2,10:47.0,Personal foul by M. Speights (drawn by G. Monroe),,28,21
108,2,10:37.0,Turnover by K. Middleton (traveling),,28,21
109,2,10:20.0,,Turnover by J. Crawford (lost ball; steal by G. Monroe),28,21
110,2,10:10.0,G. Monroe misses 2-pt hook shot from 4 ft,,28,21
111,2,10:07.0,,Defensive rebound by M. Speights,28,21
112,2,9:55.0,,A. Rivers misses 3-pt jump shot from 25 ft,28,21
113,2,9:54.0,Defensive rebound by G. Monroe,,28,21
114,2,9:39.0,G. Monroe misses 2-pt layup from 2 ft,,28,21
115,2,9:37.0,,Defensive rebound by A. Rivers,28,21
116,2,9:33.0,,A. Rivers makes 2-pt layup from 2 ft,28,23
117,2,9:25.0,Personal foul by A. Rivers (drawn by M. Dellavedova),,28,23
118,2,9:25.0,J. Henson enters the game for G. Monroe,,28,23
119,2,9:09.0,J. Terry misses 3-pt jump shot from 24 ft,,28,23
120,2,9:08.0,,Defensive rebound by M. Speights,28,23
121,2,8:56.0,,W. Johnson makes 2-pt jump shot from 20 ft,28,25
122,2,8:42.0,Turnover by M. Dellavedova (bad pass; steal by A. Rivers),,28,25
123,2,8:36.0,,R. Felton misses 3-pt jump shot from 26 ft,28,25
124,2,8:32.0,Defensive rebound by K. Middleton,,28,25
125,2,8:29.0,Milwaukee full timeout,,28,25
126,2,8:29.0,M. Brogdon enters the game for K. Middleton,,28,25
127,2,8:29.0,G. Antetokounmpo enters the game for M. Teletović,,28,25
128,2,8:18.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,31,25
129,2,8:01.0,,W. Johnson misses 2-pt layup from 1 ft (block by G. Antetokounmpo),31,25
130,2,8:01.0,,Offensive rebound by Team,31,25
131,2,8:01.0,,D. Jordan enters the game for M. Speights,31,25
132,2,7:53.0,,R. Felton misses 2-pt jump shot from 12 ft,31,25
133,2,7:52.0,Defensive rebound by M. Dellavedova,,31,25
134,2,7:47.0,M. Brogdon makes 2-pt dunk at rim (assist by M. Dellavedova),,33,25
135,2,7:25.0,,J. Crawford makes 2-pt jump shot from 19 ft (assist by D. Jordan),33,27
136,2,7:15.0,Personal foul by R. Felton (drawn by M. Dellavedova),,33,27
137,2,7:15.0,,J. Redick enters the game for A. Rivers,33,27
138,2,7:15.0,,C. Paul enters the game for R. Felton,33,27
139,2,7:06.0,M. Dellavedova misses 2-pt jump shot from 9 ft,,33,27
140,2,7:04.0,Offensive rebound by J. Henson,,33,27
141,2,7:00.0,J. Henson makes 2-pt hook shot from 9 ft,,35,27
142,2,6:44.0,,J. Crawford makes 2-pt jump shot from 6 ft,35,29
143,2,6:21.0,M. Dellavedova misses 2-pt jump shot from 6 ft (block by W. Johnson),,35,29
144,2,6:19.0,,Defensive rebound by D. Jordan,35,29
145,2,6:19.0,,Personal block foul by J. Terry (drawn by J. Crawford),35,29
146,2,6:19.0,,B. Griffin enters the game for W. Johnson,35,29
147,2,6:19.0,T. Snell enters the game for J. Terry,,35,29
148,2,6:12.0,,Personal foul by M. Brogdon (drawn by J. Crawford),35,29
149,2,6:01.0,,Personal foul by M. Dellavedova (drawn by C. Paul),35,29
150,2,5:52.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Crawford),35,32
151,2,5:37.0,M. Brogdon makes 2-pt jump shot from 11 ft,,37,32
152,2,5:23.0,,Personal block foul by J. Henson (drawn by J. Redick),37,32
153,2,5:23.0,Official timeout,,37,32
154,2,5:23.0,,J. Redick makes free throw 1 of 2,37,33
155,2,5:23.0,,J. Redick makes free throw 2 of 2,37,34
156,2,5:06.0,Turnover by G. Antetokounmpo (step out of bounds),,37,34
157,2,4:56.0,,Shooting foul by M. Brogdon (drawn by D. Jordan),37,34
158,2,4:56.0,,D. Jordan makes free throw 1 of 2,37,35
159,2,4:56.0,,D. Jordan misses free throw 2 of 2,37,35
160,2,4:54.0,Defensive rebound by J. Henson,,37,35
161,2,4:29.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,37,35
162,2,4:29.0,,Defensive rebound by Team,37,35
163,2,4:20.0,,D. Jordan makes 2-pt hook shot from 3 ft (assist by C. Paul),37,37
164,2,4:09.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,37,37
165,2,4:08.0,,Defensive rebound by D. Jordan,37,37
166,2,4:05.0,,Personal foul by G. Antetokounmpo (drawn by B. Griffin),37,37
167,2,4:05.0,,B. Griffin makes free throw 1 of 2,37,38
168,2,4:05.0,,B. Griffin misses free throw 2 of 2,37,38
169,2,4:05.0,K. Middleton enters the game for M. Dellavedova,,37,38
170,2,4:05.0,M. Teletović enters the game for G. Antetokounmpo,,37,38
171,2,4:04.0,Defensive rebound by J. Henson,,37,38
172,2,3:51.0,M. Teletović misses 3-pt jump shot from 24 ft,,37,38
173,2,3:51.0,,Defensive rebound by D. Jordan,37,38
174,2,3:40.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by C. Paul),37,40
175,2,3:14.0,T. Snell makes 2-pt layup from 1 ft (assist by M. Teletović),,39,40
176,2,3:00.0,,Turnover by C. Paul (bad pass; steal by K. Middleton),39,40
177,2,2:55.0,M. Brogdon makes 2-pt dunk at rim (assist by K. Middleton),,41,40
178,2,2:47.0,,LA Clippers full timeout,41,40
179,2,2:47.0,G. Monroe enters the game for J. Henson,,41,40
180,2,2:35.0,,Def 3 sec tech foul by G. Monroe,41,40
181,2,2:35.0,,C. Paul makes technical free throw,41,41
182,2,2:22.0,,C. Paul misses 2-pt jump shot from 22 ft,41,41
183,2,2:22.0,Defensive rebound by K. Middleton,,41,41
184,2,2:07.0,T. Snell misses 3-pt jump shot from 24 ft,,41,41
185,2,2:04.0,,Defensive rebound by D. Jordan,41,41
186,2,2:01.0,,Turnover by C. Paul (lost ball; steal by M. Brogdon),41,41
187,2,1:40.0,Personal foul by D. Jordan (drawn by G. Monroe),,41,41
188,2,1:35.0,M. Brogdon misses 2-pt jump shot from 11 ft,,41,41
189,2,1:35.0,Offensive rebound by Team,,41,41
190,2,1:22.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,44,41
191,2,1:14.0,,J. Crawford makes 2-pt layup from 2 ft,44,43
192,2,0:58.0,M. Brogdon misses 2-pt layup from 1 ft,,44,43
193,2,0:57.0,,Defensive rebound by D. Jordan,44,43
194,2,0:50.0,,J. Redick misses 2-pt jump shot from 20 ft,44,43
195,2,0:49.0,Defensive rebound by Team,,44,43
196,2,0:37.0,K. Middleton misses 2-pt jump shot from 19 ft,,44,43
197,2,0:35.0,,Defensive rebound by D. Jordan,44,43
198,2,0:28.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by B. Griffin),44,46
199,2,0:05.0,G. Monroe makes 2-pt hook shot from 7 ft (assist by M. Brogdon),,46,46
200,2,0:05.0,,LA Clippers full timeout,46,46
201,2,0:05.0,,A. Rivers enters the game for D. Jordan,46,46
202,2,0:05.0,J. Terry enters the game for M. Teletović,,46,46
203,2,0:01.0,,B. Griffin misses 3-pt jump shot from 25 ft,46,46
204,2,0:00.0,,Offensive rebound by Team,46,46
205,3,11:46.0,Def 3 sec tech foul by D. Jordan,,46,46
206,3,11:46.0,K. Middleton makes technical free throw,,47,46
207,3,11:42.0,Turnover by K. Middleton (bad pass),,47,46
208,3,11:22.0,,D. Jordan misses 2-pt hook shot from 3 ft,47,46
209,3,11:20.0,Defensive rebound by K. Middleton,,47,46
210,3,11:15.0,Shooting foul by L. Mbah a Moute (drawn by G. Antetokounmpo),,47,46
211,3,11:15.0,G. Antetokounmpo makes free throw 1 of 2,,48,46
212,3,11:15.0,G. Antetokounmpo makes free throw 2 of 2,,49,46
213,3,10:58.0,,Personal foul by K. Middleton (drawn by B. Griffin),49,46
214,3,10:49.0,,D. Jordan misses 2-pt layup from 1 ft,49,46
215,3,10:48.0,,Offensive rebound by D. Jordan,49,46
216,3,10:48.0,,D. Jordan misses 2-pt dunk at rim,49,46
217,3,10:44.0,Defensive rebound by G. Antetokounmpo,,49,46
218,3,10:26.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by T. Maker),,52,46
219,3,10:13.0,,Shooting foul by T. Maker (drawn by B. Griffin),52,46
220,3,10:13.0,,B. Griffin makes free throw 1 of 2,52,47
221,3,10:13.0,,B. Griffin makes free throw 2 of 2,52,48
222,3,10:00.0,T. Maker makes 3-pt jump shot from 24 ft (assist by K. Middleton),,55,48
223,3,10:00.0,,LA Clippers full timeout,55,48
224,3,9:45.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),55,50
225,3,9:31.0,T. Maker misses 3-pt jump shot from 25 ft,,55,50
226,3,9:30.0,,Defensive rebound by D. Jordan,55,50
227,3,9:22.0,,J. Redick misses 3-pt jump shot from 25 ft,55,50
228,3,9:21.0,Defensive rebound by T. Snell,,55,50
229,3,9:05.0,T. Maker misses 3-pt jump shot from 22 ft,,55,50
230,3,9:05.0,,Defensive rebound by B. Griffin,55,50
231,3,8:47.0,,B. Griffin makes 2-pt layup from 2 ft,55,52
232,3,8:31.0,G. Monroe enters the game for T. Maker,,55,52
233,3,8:29.0,Turnover by K. Middleton (bad pass; steal by C. Paul),,55,52
234,3,8:23.0,,J. Redick misses 3-pt jump shot from 24 ft,55,52
235,3,8:17.0,Defensive rebound by G. Antetokounmpo,,55,52
236,3,8:13.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,55,52
237,3,8:12.0,,Defensive rebound by D. Jordan,55,52
238,3,7:53.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by D. Jordan),55,54
239,3,7:32.0,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Monroe),,58,54
240,3,7:10.0,,L. Mbah a Moute makes 2-pt jump shot from 13 ft (assist by J. Redick),58,56
241,3,6:47.0,G. Antetokounmpo makes 2-pt hook shot from 6 ft,,60,56
242,3,6:22.0,,L. Mbah a Moute makes 2-pt jump shot from 17 ft (assist by B. Griffin),60,58
243,3,5:57.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by D. Jordan),,60,58
244,3,5:57.0,Offensive rebound by Team,,60,58
245,3,5:53.0,M. Brogdon misses 2-pt layup from 1 ft (block by D. Jordan),,60,58
246,3,5:51.0,,Defensive rebound by L. Mbah a Moute,60,58
247,3,5:46.0,,J. Redick makes 2-pt layup from 2 ft (assist by L. Mbah a Moute),60,60
248,3,5:46.0,Milwaukee full timeout,,60,60
249,3,5:46.0,J. Terry enters the game for K. Middleton,,60,60
250,3,5:46.0,M. Dellavedova enters the game for M. Brogdon,,60,60
251,3,5:23.0,M. Dellavedova misses 2-pt jump shot from 20 ft,,60,60
252,3,5:20.0,,Defensive rebound by B. Griffin,60,60
253,3,5:11.0,,C. Paul misses 2-pt jump shot from 8 ft,60,60
254,3,5:11.0,,Offensive rebound by Team,60,60
255,3,5:11.0,Loose ball foul by M. Dellavedova (drawn by L. Mbah a Moute),,60,60
256,3,4:55.0,,J. Redick misses 3-pt jump shot from 24 ft,60,60
257,3,4:55.0,Defensive rebound by G. Antetokounmpo,,60,60
258,3,4:48.0,Def 3 sec tech foul by B. Griffin,,60,60
259,3,4:48.0,M. Dellavedova makes technical free throw,,61,60
260,3,4:41.0,Turnover by J. Terry (lost ball),,61,60
261,3,4:19.0,,L. Mbah a Moute misses 2-pt jump shot from 17 ft,61,60
262,3,4:18.0,Defensive rebound by J. Terry,,61,60
263,3,4:09.0,J. Terry misses 3-pt jump shot from 24 ft,,61,60
264,3,4:09.0,,Defensive rebound by D. Jordan,61,60
265,3,4:04.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by C. Paul),61,62
266,3,3:34.0,G. Monroe misses 2-pt hook shot from 3 ft,,61,62
267,3,3:31.0,,Defensive rebound by B. Griffin,61,62
268,3,3:11.0,,C. Paul misses 2-pt jump shot from 18 ft,61,62
269,3,3:09.0,Defensive rebound by G. Antetokounmpo,,61,62
270,3,3:07.0,Personal foul by C. Paul (drawn by G. Antetokounmpo),,61,62
271,3,3:07.0,,J. Crawford enters the game for J. Redick,61,62
272,3,2:52.0,T. Snell misses 3-pt jump shot from 25 ft,,61,62
273,3,2:52.0,,Defensive rebound by C. Paul,61,62
274,3,2:46.0,,Shooting foul by G. Monroe (drawn by D. Jordan),61,62
275,3,2:46.0,,D. Jordan makes free throw 1 of 2,61,63
276,3,2:46.0,,A. Rivers enters the game for C. Paul,61,63
277,3,2:46.0,K. Middleton enters the game for T. Snell,,61,63
278,3,2:46.0,,D. Jordan makes free throw 2 of 2,61,64
279,3,2:39.0,Shooting foul by L. Mbah a Moute (drawn by G. Antetokounmpo),,61,64
280,3,2:39.0,G. Antetokounmpo makes free throw 1 of 2,,62,64
281,3,2:39.0,G. Antetokounmpo makes free throw 2 of 2,,63,64
282,3,2:20.0,,B. Griffin makes 2-pt layup from 1 ft,63,66
283,3,2:01.0,G. Monroe makes 2-pt hook shot from 5 ft,,65,66
284,3,1:39.0,,Turnover by D. Jordan (bad pass),65,66
285,3,1:39.0,,M. Speights enters the game for D. Jordan,65,66
286,3,1:39.0,M. Teletović enters the game for G. Antetokounmpo,,65,66
287,3,1:39.0,,W. Johnson enters the game for B. Griffin,65,66
288,3,1:39.0,,R. Felton enters the game for L. Mbah a Moute,65,66
289,3,1:26.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,65,66
290,3,1:24.0,,Defensive rebound by M. Speights,65,66
291,3,1:14.0,,J. Crawford makes 2-pt jump shot from 18 ft,65,68
292,3,1:14.0,,Shooting foul by J. Terry (drawn by J. Crawford),65,68
293,3,1:14.0,,J. Crawford makes free throw 1 of 1,65,69
294,3,0:56.0,Shooting foul by A. Rivers (drawn by G. Monroe),,65,69
295,3,0:56.0,G. Monroe misses free throw 1 of 2,,65,69
296,3,0:56.0,Offensive rebound by Team,,65,69
297,3,0:56.0,G. Monroe misses free throw 2 of 2,,65,69
298,3,0:55.0,,Defensive rebound by M. Speights,65,69
299,3,0:35.0,,A. Rivers misses 3-pt jump shot from 25 ft,65,69
300,3,0:35.0,Defensive rebound by G. Monroe,,65,69
301,3,0:20.0,G. Monroe misses 2-pt layup from 3 ft (block by M. Speights),,65,69
302,3,0:19.0,Offensive rebound by G. Monroe,,65,69
303,3,0:17.0,G. Monroe makes 2-pt hook shot from 3 ft,,67,69
304,3,0:02.0,,M. Speights misses 3-pt jump shot from 24 ft,67,69
305,3,0:00.0,,Offensive rebound by Team,67,69
306,4,11:41.0,,J. Crawford misses 2-pt jump shot from 5 ft,67,69
307,4,11:40.0,Defensive rebound by J. Henson,,67,69
308,4,11:31.0,M. Teletović misses 2-pt layup from 1 ft,,67,69
309,4,11:29.0,Offensive rebound by J. Henson,,67,69
310,4,11:29.0,J. Henson makes 2-pt dunk at rim,,69,69
311,4,11:12.0,,A. Rivers misses 2-pt jump shot from 11 ft,69,69
312,4,11:11.0,,Offensive rebound by M. Speights,69,69
313,4,11:11.0,,M. Speights makes 2-pt layup from 1 ft,69,71
314,4,10:44.0,J. Henson misses 2-pt hook shot from 6 ft,,69,71
315,4,10:42.0,,Defensive rebound by M. Speights,69,71
316,4,10:39.0,,Shooting foul by J. Terry (drawn by J. Crawford),69,71
317,4,10:39.0,,J. Crawford makes free throw 1 of 2,69,72
318,4,10:39.0,,J. Crawford makes free throw 2 of 2,69,73
319,4,10:21.0,Turnover by K. Middleton (step out of bounds),,69,73
320,4,10:06.0,,A. Rivers misses 2-pt dunk at rim,69,73
321,4,10:04.0,Defensive rebound by J. Henson,,69,73
322,4,9:56.0,Shooting foul by M. Speights (drawn by J. Henson),,69,73
323,4,9:56.0,J. Henson misses free throw 1 of 2,,69,73
324,4,9:56.0,Offensive rebound by Team,,69,73
325,4,9:56.0,J. Henson makes free throw 2 of 2,,70,73
326,4,9:40.0,,M. Speights makes 2-pt layup from 1 ft (assist by R. Felton),70,75
327,4,9:28.0,M. Teletović makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,73,75
328,4,9:10.0,,M. Speights misses 3-pt jump shot from 26 ft,73,75
329,4,9:10.0,Defensive rebound by K. Middleton,,73,75
330,4,9:05.0,Shooting foul by J. Crawford (drawn by K. Middleton),,73,75
331,4,9:05.0,K. Middleton makes free throw 1 of 2,,74,75
332,4,9:05.0,,C. Paul enters the game for A. Rivers,74,75
333,4,9:05.0,K. Middleton makes free throw 2 of 2,,75,75
334,4,8:52.0,,Turnover by C. Paul (lost ball; steal by K. Middleton),75,75
335,4,8:49.0,Shooting foul by W. Johnson (drawn by K. Middleton),,75,75
336,4,8:49.0,Official timeout,,75,75
337,4,8:49.0,K. Middleton makes free throw 1 of 2,,76,75
338,4,8:49.0,,D. Jordan enters the game for M. Speights,75,75
339,4,8:49.0,,B. Griffin enters the game for W. Johnson,75,75
340,4,8:49.0,K. Middleton makes free throw 2 of 2,,77,75
341,4,8:41.0,,Turnover by C. Paul (bad pass; steal by M. Dellavedova),77,75
342,4,8:26.0,Turnover by M. Dellavedova (traveling),,77,75
343,4,8:13.0,,Turnover by J. Crawford (step out of bounds),77,75
344,4,8:00.0,K. Middleton misses 3-pt jump shot from 25 ft,,77,75
345,4,7:59.0,,Defensive rebound by R. Felton,77,75
346,4,7:45.0,,R. Felton makes 2-pt jump shot from 9 ft (assist by C. Paul),77,77
347,4,7:17.0,J. Terry makes 2-pt jump shot from 9 ft,,79,77
348,4,7:12.0,,Turnover by C. Paul (bad pass; steal by M. Teletović),79,77
349,4,7:12.0,Personal foul by C. Paul (drawn by M. Dellavedova),,79,77
350,4,7:12.0,,J. Redick enters the game for R. Felton,79,77
351,4,6:59.0,Personal foul by J. Crawford (drawn by K. Middleton),,79,77
352,4,6:59.0,K. Middleton makes free throw 1 of 2,,80,77
353,4,6:59.0,K. Middleton makes free throw 2 of 2,,81,77
354,4,6:50.0,,Personal foul by J. Terry (drawn by J. Redick),81,77
355,4,6:46.0,,Shooting foul by M. Teletović (drawn by B. Griffin),81,77
356,4,6:46.0,,B. Griffin misses free throw 1 of 2,81,77
357,4,6:46.0,,Offensive rebound by Team,81,77
358,4,6:46.0,,Violation by Team (double lane),81,77
359,4,6:46.0,,Turnover by D. Jordan (lane violation.),81,77
360,4,6:19.0,K. Middleton misses 2-pt jump shot from 6 ft,,81,77
361,4,6:17.0,Offensive rebound by J. Henson,,81,77
362,4,6:17.0,J. Henson misses 2-pt layup from 2 ft,,81,77
363,4,6:15.0,,Defensive rebound by J. Crawford,81,77
364,4,6:07.0,,B. Griffin misses 2-pt layup from 1 ft,81,77
365,4,6:06.0,Defensive rebound by M. Dellavedova,,81,77
366,4,6:04.0,Shooting foul by J. Crawford (drawn by M. Teletović),,81,77
367,4,6:04.0,M. Teletović makes free throw 1 of 2,,82,77
368,4,6:04.0,M. Teletović makes free throw 2 of 2,,83,77
369,4,5:52.0,,D. Jordan makes 2-pt layup from 2 ft (assist by J. Crawford),83,79
370,4,5:35.0,M. Teletović misses 3-pt jump shot from 23 ft,,83,79
371,4,5:35.0,,Defensive rebound by Team,83,79
372,4,5:35.0,,LA Clippers full timeout,83,79
373,4,5:35.0,M. Brogdon enters the game for K. Middleton,,83,79
374,4,5:35.0,G. Antetokounmpo enters the game for J. Terry,,83,79
375,4,5:35.0,T. Snell enters the game for M. Teletović,,83,79
376,4,5:24.0,,B. Griffin makes 2-pt layup from 2 ft,83,81
377,4,5:24.0,,Shooting foul by J. Henson (drawn by B. Griffin),83,81
378,4,5:24.0,,B. Griffin makes free throw 1 of 1,83,82
379,4,5:11.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,85,82
380,4,5:11.0,Shooting block foul by D. Jordan (drawn by G. Antetokounmpo),,85,82
381,4,5:11.0,G. Antetokounmpo misses free throw 1 of 1,,85,82
