,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
376,4,9:20.0,Shooting foul by T. Chandler (drawn by G. Antetokounmpo),,110,92
377,4,9:20.0,G. Antetokounmpo makes free throw 1 of 2,,111,92
378,4,9:20.0,G. Antetokounmpo makes free throw 2 of 2,,112,92
379,4,9:14.0,,Personal foul by M. Brogdon (drawn by E. Bledsoe),112,92
380,4,9:01.0,,Personal foul by G. Monroe (drawn by E. Bledsoe),112,92
381,4,8:49.0,,D. Booker misses 2-pt jump shot from 21 ft (block by J. Terry),112,92
382,4,8:47.0,Defensive rebound by G. Monroe,,112,92
383,4,8:43.0,Turnover by J. Terry (bad pass; steal by P. Tucker),,112,92
384,4,8:39.0,,P. Tucker makes 2-pt layup from 1 ft,112,94
385,4,8:39.0,,Shooting foul by G. Monroe (drawn by P. Tucker),112,94
386,4,8:39.0,,M. Chriss enters the game for T. Warren,112,94
387,4,8:39.0,J. Henson enters the game for G. Monroe,,112,94
388,4,8:39.0,,P. Tucker makes free throw 1 of 1,112,95
389,4,8:22.0,Turnover by M. Brogdon (lost ball; steal by P. Tucker),,112,95
390,4,8:16.0,,M. Chriss misses 2-pt dunk at rim,112,95
391,4,8:14.0,,Offensive rebound by T. Chandler,112,95
392,4,7:52.0,,E. Bledsoe misses 2-pt jump shot from 23 ft,112,95
393,4,7:51.0,Defensive rebound by G. Antetokounmpo,,112,95
394,4,7:35.0,Shooting foul by T. Chandler (drawn by J. Henson),,112,95
395,4,7:35.0,J. Henson misses free throw 1 of 2,,112,95
396,4,7:35.0,Offensive rebound by Team,,112,95
397,4,7:35.0,J. Henson makes free throw 2 of 2,,113,95
398,4,7:23.0,,Turnover by T. Chandler (bad pass; steal by J. Terry),113,95
399,4,7:14.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by J. Terry),,116,95
400,4,7:14.0,,Phoenix full timeout,116,95
401,4,7:14.0,,T. Warren enters the game for T. Chandler,116,95
402,4,6:58.0,,M. Chriss makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),116,97
403,4,6:40.0,J. Henson makes 2-pt layup at rim (assist by J. Terry),,118,97
404,4,6:26.0,,E. Bledsoe makes 2-pt jump shot from 5 ft,118,99
405,4,6:11.0,Shooting foul by D. Booker (drawn by J. Terry),,118,99
406,4,6:11.0,J. Terry makes free throw 1 of 2,,119,99
407,4,6:11.0,J. Terry makes free throw 2 of 2,,120,99
408,4,5:59.0,,M. Chriss makes 2-pt dunk at rim (assist by P. Tucker),120,101
409,4,5:36.0,M. Brogdon makes 2-pt layup from 1 ft,,122,101
410,4,5:26.0,,Personal foul by M. Teletović (drawn by E. Bledsoe),122,101
411,4,5:26.0,,E. Bledsoe makes free throw 1 of 2,122,102
412,4,5:26.0,,E. Bledsoe makes free throw 2 of 2,122,103
413,4,5:13.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft (assist by M. Brogdon),,124,103
414,4,4:54.0,,E. Bledsoe misses 2-pt layup from 3 ft (block by G. Antetokounmpo),124,103
415,4,4:53.0,Defensive rebound by J. Henson,,124,103
416,4,4:48.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by M. Chriss),,124,103
417,4,4:47.0,,Defensive rebound by T. Warren,124,103
418,4,4:43.0,,Shooting foul by J. Henson (drawn by M. Chriss),124,103
419,4,4:43.0,,M. Chriss misses free throw 1 of 2,124,103
420,4,4:43.0,,Offensive rebound by Team,124,103
421,4,4:43.0,,M. Chriss misses free throw 2 of 2,124,103
422,4,4:43.0,Defensive rebound by G. Antetokounmpo,,124,103
423,4,4:22.0,J. Terry makes 3-pt jump shot from 22 ft (assist by J. Henson),,127,103
424,4,4:08.0,,T. Warren makes 2-pt layup from 3 ft,127,105
425,4,3:53.0,M. Brogdon makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,129,105
426,4,3:53.0,Shooting foul by P. Tucker (drawn by M. Brogdon),,129,105
427,4,3:53.0,M. Brogdon misses free throw 1 of 1,,129,105
428,4,3:53.0,R. Vaughn enters the game for J. Terry,,129,105
429,4,3:52.0,,Defensive rebound by E. Bledsoe,129,105
430,4,3:44.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,129,105
431,4,3:42.0,Defensive rebound by R. Vaughn,,129,105
432,4,3:33.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,129,105
433,4,3:31.0,Offensive rebound by M. Brogdon,,129,105
434,4,3:31.0,M. Brogdon misses 2-pt layup from 5 ft,,129,105
435,4,3:30.0,,Defensive rebound by M. Chriss,129,105
436,4,3:15.0,,M. Chriss misses 2-pt layup from 2 ft (block by J. Henson),129,105
437,4,3:14.0,Defensive rebound by M. Brogdon,,129,105
438,4,3:10.0,M. Teletović makes 2-pt layup from 2 ft,,131,105
439,4,3:08.0,,Phoenix full timeout,131,105
440,4,3:08.0,Milwaukee full timeout,,131,105
441,4,3:08.0,,T. Ulis enters the game for T. Warren,131,105
442,4,3:08.0,,D. Jones enters the game for D. Booker,131,105
443,4,3:08.0,,A. Williams enters the game for E. Bledsoe,131,105
444,4,3:08.0,,A. Len enters the game for P. Tucker,131,105
445,4,3:08.0,T. Maker enters the game for G. Antetokounmpo,,131,105
446,4,3:08.0,M. Beasley enters the game for J. Henson,,131,105
447,4,2:56.0,Offensive charge foul by A. Williams (drawn by T. Maker),,131,105
448,4,2:56.0,,Turnover by A. Williams (offensive foul),131,105
449,4,2:37.0,R. Vaughn misses 2-pt jump shot from 12 ft (block by D. Jones),,131,105
450,4,2:37.0,,Defensive rebound by M. Chriss,131,105
451,4,2:31.0,,Personal foul by M. Teletović (drawn by M. Chriss),131,105
452,4,2:31.0,,M. Chriss makes free throw 1 of 2,131,106
453,4,2:31.0,,M. Chriss makes free throw 2 of 2,131,107
454,4,2:12.0,M. Beasley makes 2-pt jump shot from 21 ft (assist by R. Vaughn),,133,107
455,4,1:53.0,,M. Chriss misses 2-pt jump shot,133,107
456,4,1:53.0,,Offensive rebound by Team,133,107
457,4,1:53.0,,Personal foul by M. Teletović (drawn by A. Williams),133,107
458,4,1:53.0,,A. Williams makes free throw 1 of 2,133,108
459,4,1:53.0,,A. Williams misses free throw 2 of 2,133,108
460,4,1:52.0,Defensive rebound by Team,,133,108
461,4,1:34.0,T. Maker misses 2-pt jump shot from 19 ft,,133,108
462,4,1:33.0,,Defensive rebound by M. Chriss,133,108
463,4,1:23.0,,A. Williams misses 2-pt layup from 3 ft,133,108
464,4,1:22.0,,Offensive rebound by A. Len,133,108
465,4,1:22.0,,A. Len makes 2-pt layup from 2 ft,133,110
466,4,1:06.0,Personal foul by A. Len (drawn by M. Teletović),,133,110
467,4,1:06.0,M. Teletović makes free throw 1 of 2,,134,110
468,4,1:06.0,M. Teletović makes free throw 2 of 2,,135,110
469,4,0:51.0,,T. Ulis misses 2-pt jump shot from 20 ft,135,110
470,4,0:51.0,Defensive rebound by Team,,135,110
471,4,0:36.0,M. Beasley makes 2-pt jump shot from 10 ft (assist by M. Teletović),,137,110
472,4,0:22.0,,M. Chriss makes 2-pt jump shot from 9 ft,137,112
