,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHICAGO_ACTION,LA CLIPPERS_SCORE,CHICAGO_SCORE
37,1,6:14.0,C. Paul misses free throw 1 of 2,,14,16
38,1,6:14.0,Offensive rebound by Team,,14,16
39,1,6:14.0,,R. Rondo enters the game for J. Grant,14,16
40,1,6:14.0,C. Paul makes free throw 2 of 2,,15,16
41,1,5:53.0,,R. Lopez misses 2-pt hook shot from 7 ft,15,16
42,1,5:52.0,Defensive rebound by D. Jordan,,15,16
43,1,5:43.0,C. Paul misses 2-pt jump shot from 19 ft,,15,16
44,1,5:42.0,,Defensive rebound by B. Portis,15,16
45,1,5:35.0,,D. Wade makes 3-pt jump shot from 27 ft (assist by R. Rondo),15,19
46,1,5:16.0,J. Redick misses 2-pt jump shot from 19 ft,,15,19
47,1,5:16.0,,Defensive rebound by B. Portis,15,19
48,1,5:05.0,,D. Wade misses 2-pt jump shot from 16 ft,15,19
49,1,5:04.0,Defensive rebound by D. Jordan,,15,19
50,1,4:52.0,L. Mbah a Moute makes 2-pt jump shot from 21 ft (assist by B. Griffin),,17,19
51,1,4:38.0,,R. Lopez misses 2-pt jump shot from 17 ft,17,19
52,1,4:37.0,Defensive rebound by B. Griffin,,17,19
53,1,4:19.0,B. Griffin misses 3-pt jump shot from 26 ft,,17,19
54,1,4:18.0,,Defensive rebound by R. Lopez,17,19
55,1,4:05.0,,B. Portis misses 2-pt hook shot from 7 ft,17,19
56,1,4:03.0,Defensive rebound by D. Jordan,,17,19
57,1,3:47.0,B. Griffin makes 2-pt jump shot from 6 ft,,19,19
58,1,3:47.0,,Chicago full timeout,19,19
59,1,3:47.0,A. Rivers enters the game for L. Mbah a Moute,,19,19
60,1,3:47.0,M. Speights enters the game for D. Jordan,,19,19
61,1,3:47.0,J. Crawford enters the game for J. Redick,,19,19
62,1,3:47.0,,D. Valentine enters the game for B. Portis,19,19
63,1,3:47.0,,N. Mirotić enters the game for D. Wade,19,19
64,1,3:32.0,,J. Butler makes 2-pt layup from 1 ft (assist by R. Lopez),19,21
65,1,3:13.0,M. Speights misses 3-pt jump shot from 23 ft,,19,21
66,1,3:12.0,,Defensive rebound by R. Rondo,19,21
67,1,2:53.0,,R. Lopez makes 2-pt jump shot from 6 ft (assist by J. Butler),19,23
68,1,2:41.0,M. Speights misses 3-pt jump shot from 26 ft,,19,23
69,1,2:40.0,,Defensive rebound by N. Mirotić,19,23
70,1,2:33.0,,D. Valentine misses 3-pt jump shot from 24 ft,19,23
71,1,2:31.0,Defensive rebound by A. Rivers,,19,23
72,1,2:07.0,M. Speights misses 2-pt layup from 1 ft,,19,23
73,1,2:06.0,Offensive rebound by M. Speights,,19,23
74,1,2:06.0,M. Speights makes 2-pt layup from 2 ft,,21,23
75,1,1:58.0,,R. Rondo misses 2-pt layup from 3 ft,21,23
76,1,1:57.0,Defensive rebound by M. Speights,,21,23
77,1,1:36.0,Turnover by J. Crawford (lost ball; steal by J. Butler),,21,23
78,1,1:30.0,,Turnover by D. Valentine (bad pass),21,23
79,1,1:30.0,LA Clippers full timeout,,21,23
80,1,1:30.0,R. Felton enters the game for C. Paul,,21,23
81,1,1:16.0,A. Rivers misses 2-pt jump shot from 5 ft,,21,23
82,1,1:14.0,Offensive rebound by B. Griffin,,21,23
83,1,1:14.0,B. Griffin makes 2-pt layup from 2 ft,,23,23
84,1,0:56.0,,D. Valentine misses 3-pt jump shot from 24 ft,23,23
85,1,0:56.0,,Offensive rebound by R. Lopez,23,23
86,1,0:56.0,,Personal foul by M. Speights (drawn by R. Lopez),23,23
87,1,0:49.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by N. Mirotić),23,25
88,1,0:35.0,J. Crawford misses 2-pt jump shot from 22 ft,,23,25
89,1,0:34.0,,Defensive rebound by N. Mirotić,23,25
90,1,0:31.0,,Personal foul by A. Rivers (drawn by J. Butler),23,25
91,1,0:31.0,,J. Butler makes free throw 1 of 2,23,26
92,1,0:31.0,,C. Felício enters the game for R. Lopez,23,26
93,1,0:31.0,,J. Butler makes free throw 2 of 2,23,27
94,1,0:08.0,B. Griffin misses 2-pt layup from 2 ft,,23,27
95,1,0:07.0,Offensive rebound by M. Speights,,23,27
96,1,0:07.0,M. Speights misses 2-pt layup from 1 ft,,23,27
97,1,0:05.0,,Defensive rebound by N. Mirotić,23,27
98,1,0:01.0,,C. Felício makes 2-pt dunk at rim (assist by R. Rondo),23,29
99,2,11:43.0,,R. Rondo makes 2-pt jump shot from 5 ft,23,31
100,2,11:29.0,Turnover by A. Rivers (lost ball; steal by R. Rondo),,23,31
101,2,11:27.0,,Shooting foul by R. Felton (drawn by C. Felício),23,31
102,2,11:27.0,,C. Felício misses free throw 1 of 2,23,31
103,2,11:27.0,,Offensive rebound by Team,23,31
104,2,11:27.0,,C. Felício makes free throw 2 of 2,23,32
105,2,11:13.0,J. Crawford makes 2-pt jump shot from 4 ft,,25,32
106,2,10:58.0,,Turnover by R. Rondo (lost ball),25,32
107,2,10:44.0,Turnover by R. Felton (bad pass; steal by C. Felício),,25,32
108,2,10:38.0,,P. Zipser makes 3-pt jump shot from 23 ft (assist by R. Rondo),25,35
109,2,10:23.0,A. Rivers misses 3-pt jump shot from 24 ft,,25,35
110,2,10:22.0,,Defensive rebound by D. Valentine,25,35
111,2,10:13.0,,R. Rondo misses 2-pt jump shot from 20 ft,25,35
112,2,10:12.0,Defensive rebound by J. Crawford,,25,35
113,2,10:08.0,Shooting foul by P. Zipser (drawn by J. Crawford),,25,35
114,2,10:08.0,J. Crawford makes free throw 1 of 2,,26,35
115,2,10:08.0,D. Jordan enters the game for M. Speights,,26,35
116,2,10:08.0,J. Crawford makes free throw 2 of 2,,27,35
117,2,9:48.0,,N. Mirotić makes 2-pt jump shot from 14 ft (assist by R. Rondo),27,37
118,2,9:38.0,R. Felton makes 2-pt layup from 2 ft,,29,37
119,2,9:23.0,,N. Mirotić misses 3-pt jump shot from 25 ft,29,37
120,2,9:22.0,Defensive rebound by W. Johnson,,29,37
121,2,9:12.0,J. Crawford misses 2-pt jump shot from 20 ft,,29,37
122,2,9:10.0,Offensive rebound by A. Rivers,,29,37
123,2,9:05.0,J. Crawford makes 2-pt layup from 2 ft (assist by A. Rivers),,31,37
124,2,8:54.0,,N. Mirotić misses 3-pt jump shot from 25 ft,31,37
125,2,8:53.0,,Offensive rebound by C. Felício,31,37
126,2,8:49.0,,D. Valentine makes 3-pt jump shot from 24 ft (assist by C. Felício),31,40
127,2,8:26.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by D. Jordan),,34,40
128,2,8:14.0,,R. Rondo misses 2-pt hook shot from 9 ft,34,40
129,2,8:13.0,,Offensive rebound by R. Rondo,34,40
130,2,8:01.0,,P. Zipser makes 2-pt jump shot from 6 ft (assist by R. Rondo),34,42
131,2,7:51.0,J. Crawford misses 3-pt jump shot from 27 ft,,34,42
132,2,7:50.0,Offensive rebound by J. Crawford,,34,42
133,2,7:47.0,J. Crawford makes 2-pt jump shot from 18 ft,,36,42
134,2,7:47.0,,Chicago full timeout,36,42
135,2,7:47.0,,C. Payne enters the game for R. Rondo,36,42
136,2,7:47.0,C. Paul enters the game for R. Felton,,36,42
137,2,7:47.0,,D. Wade enters the game for D. Valentine,36,42
138,2,7:23.0,,P. Zipser makes 2-pt jump shot from 21 ft (assist by C. Felício),36,44
139,2,7:05.0,J. Crawford misses 2-pt jump shot from 17 ft,,36,44
140,2,7:04.0,Offensive rebound by D. Jordan,,36,44
141,2,7:04.0,D. Jordan misses 2-pt layup from 1 ft,,36,44
142,2,7:03.0,,Defensive rebound by N. Mirotić,36,44
143,2,6:59.0,,C. Felício makes 2-pt layup from 2 ft (assist by D. Wade),36,46
144,2,6:59.0,,Shooting foul by C. Paul (drawn by C. Felício),36,46
145,2,6:59.0,J. Redick enters the game for A. Rivers,,36,46
146,2,6:59.0,,Turnover by P. Zipser (lane violation.),36,46
147,2,6:44.0,J. Redick misses 3-pt jump shot from 25 ft,,36,46
148,2,6:44.0,,Defensive rebound by C. Payne,36,46
149,2,6:33.0,,Turnover by C. Felício (lost ball; steal by C. Paul),36,46
150,2,6:29.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,38,46
151,2,6:11.0,,Personal foul by W. Johnson (drawn by P. Zipser),38,46
152,2,6:11.0,,J. Butler enters the game for P. Zipser,38,46
153,2,6:11.0,B. Griffin enters the game for J. Crawford,,38,46
154,2,6:11.0,L. Mbah a Moute enters the game for W. Johnson,,38,46
155,2,6:06.0,,D. Wade makes 2-pt jump shot from 17 ft (assist by C. Payne),38,48
156,2,5:57.0,,Violation by C. Felício (def goaltending),38,48
157,2,5:57.0,C. Paul makes 2-pt layup from 2 ft,,40,48
158,2,5:43.0,,N. Mirotić misses 3-pt jump shot from 25 ft,40,48
159,2,5:41.0,,Offensive rebound by C. Felício,40,48
160,2,5:41.0,,C. Felício makes 2-pt layup from 2 ft,40,50
161,2,5:36.0,Turnover by C. Paul (bad pass; steal by J. Butler),,40,50
162,2,5:27.0,,C. Payne misses 3-pt jump shot from 24 ft,40,50
163,2,5:24.0,Defensive rebound by C. Paul,,40,50
164,2,5:22.0,Personal foul by D. Wade (drawn by B. Griffin),,40,50
165,2,5:22.0,LA Clippers full timeout,,40,50
166,2,5:22.0,,R. Lopez enters the game for N. Mirotić,40,50
167,2,5:22.0,,B. Portis enters the game for C. Felício,40,50
168,2,5:09.0,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Griffin),,43,50
169,2,4:48.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Butler),43,52
170,2,4:31.0,C. Paul misses 2-pt jump shot from 12 ft,,43,52
171,2,4:29.0,,Defensive rebound by B. Portis,43,52
172,2,4:15.0,,R. Lopez misses 2-pt hook shot from 6 ft,43,52
173,2,4:14.0,Defensive rebound by D. Jordan,,43,52
174,2,4:05.0,Shooting foul by B. Portis (drawn by B. Griffin),,43,52
175,2,4:05.0,B. Griffin makes free throw 1 of 2,,44,52
176,2,4:05.0,B. Griffin makes free throw 2 of 2,,45,52
177,2,3:49.0,,C. Payne misses 3-pt jump shot from 25 ft,45,52
178,2,3:48.0,Defensive rebound by L. Mbah a Moute,,45,52
179,2,3:39.0,J. Redick makes 2-pt jump shot from 23 ft (assist by D. Jordan),,47,52
180,2,3:26.0,,J. Butler misses 2-pt jump shot from 9 ft,47,52
181,2,3:25.0,Defensive rebound by J. Redick,,47,52
182,2,3:16.0,J. Redick misses 2-pt jump shot from 17 ft,,47,52
183,2,3:15.0,,Defensive rebound by J. Butler,47,52
184,2,3:05.0,,C. Payne makes 2-pt jump shot from 7 ft,47,54
185,2,2:46.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,49,54
186,2,2:21.0,,Turnover by J. Butler (lost ball; steal by L. Mbah a Moute),49,54
187,2,2:13.0,J. Redick misses 3-pt jump shot from 25 ft,,49,54
188,2,2:13.0,,Defensive rebound by B. Portis,49,54
189,2,2:03.0,LA Clippers full timeout,,49,54
190,2,2:03.0,,R. Rondo enters the game for C. Payne,49,54
191,2,2:00.0,,R. Lopez misses 2-pt jump shot from 11 ft,49,54
192,2,1:59.0,Defensive rebound by L. Mbah a Moute,,49,54
193,2,1:48.0,L. Mbah a Moute makes 2-pt layup from 3 ft (assist by C. Paul),,51,54
194,2,1:48.0,Shooting foul by R. Rondo (drawn by L. Mbah a Moute),,51,54
195,2,1:48.0,L. Mbah a Moute makes free throw 1 of 1,,52,54
196,2,1:35.0,,D. Wade misses 2-pt jump shot from 18 ft,52,54
197,2,1:34.0,Defensive rebound by C. Paul,,52,54
198,2,1:25.0,C. Paul misses 2-pt jump shot from 19 ft,,52,54
199,2,1:24.0,,Defensive rebound by R. Rondo,52,54
200,2,1:20.0,,Shooting foul by L. Mbah a Moute (drawn by B. Portis),52,54
201,2,1:20.0,,B. Portis misses free throw 1 of 2,52,54
202,2,1:20.0,,Offensive rebound by Team,52,54
203,2,1:20.0,,B. Portis makes free throw 2 of 2,52,55
204,2,1:05.0,Turnover by B. Griffin (lost ball; steal by D. Wade),,52,55
205,2,1:01.0,,B. Portis makes 2-pt layup from 1 ft (assist by R. Rondo),52,57
206,2,0:37.0,Turnover by B. Griffin (lost ball; steal by J. Butler),,52,57
207,2,0:36.0,,B. Portis makes 2-pt dunk at rim (assist by D. Wade),52,59
208,2,0:36.0,LA Clippers full timeout,,52,59
209,2,0:36.0,M. Speights enters the game for D. Jordan,,52,59
210,2,0:36.0,J. Crawford enters the game for L. Mbah a Moute,,52,59
211,2,0:30.0,B. Griffin misses 2-pt layup from 2 ft,,52,59
212,2,0:29.0,,Defensive rebound by R. Lopez,52,59
213,2,0:25.0,,B. Portis makes 2-pt layup from 1 ft (assist by J. Butler),52,61
214,2,0:04.0,C. Paul makes 3-pt jump shot from 25 ft,,55,61
215,2,0:00.0,,R. Rondo misses 2-pt hook shot from 12 ft,55,61
216,2,0:00.0,,Offensive rebound by Team,55,61
217,3,11:43.0,,Shooting foul by J. Redick (drawn by D. Wade),55,61
218,3,11:43.0,,D. Wade makes free throw 1 of 2,55,62
219,3,11:43.0,,D. Wade makes free throw 2 of 2,55,63
220,3,11:26.0,B. Griffin misses 2-pt jump shot from 15 ft,,55,63
221,3,11:25.0,,Defensive rebound by D. Wade,55,63
222,3,11:15.0,,D. Wade misses 2-pt jump shot from 16 ft,55,63
223,3,11:12.0,,Offensive rebound by R. Lopez,55,63
224,3,11:12.0,,R. Lopez misses 2-pt layup from 2 ft,55,63
225,3,11:11.0,Defensive rebound by D. Jordan,,55,63
226,3,11:08.0,Personal foul by D. Wade (drawn by C. Paul),,55,63
227,3,10:53.0,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),,58,63
228,3,10:30.0,,Offensive foul by R. Lopez (drawn by D. Jordan),58,63
229,3,10:30.0,,Turnover by R. Lopez (offensive foul),58,63
230,3,10:06.0,C. Paul misses 3-pt jump shot from 25 ft,,58,63
231,3,10:04.0,Offensive rebound by D. Jordan,,58,63
232,3,10:04.0,D. Jordan makes 2-pt dunk at rim,,60,63
233,3,9:42.0,,Offensive foul by R. Lopez (drawn by L. Mbah a Moute),60,63
234,3,9:42.0,,Turnover by R. Lopez (offensive foul),60,63
235,3,9:20.0,B. Griffin misses 3-pt jump shot from 24 ft,,60,63
236,3,9:20.0,Offensive rebound by Team,,60,63
237,3,9:10.0,J. Redick misses 3-pt jump shot from 24 ft,,60,63
238,3,9:09.0,,Defensive rebound by B. Portis,60,63
239,3,8:48.0,,B. Portis makes 2-pt jump shot from 10 ft (assist by D. Wade),60,65
240,3,8:29.0,D. Jordan misses 2-pt layup from 2 ft,,60,65
241,3,8:28.0,Offensive rebound by D. Jordan,,60,65
242,3,8:28.0,D. Jordan makes 2-pt dunk at rim,,62,65
243,3,8:11.0,,Turnover by J. Grant (lost ball; steal by C. Paul),62,65
244,3,8:11.0,Personal foul by J. Grant (drawn by C. Paul),,62,65
245,3,7:55.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by B. Griffin),,64,65
246,3,7:55.0,,Chicago full timeout,64,65
247,3,7:55.0,,R. Rondo enters the game for J. Grant,64,65
248,3,7:44.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by R. Rondo),64,68
249,3,7:22.0,J. Redick misses 3-pt jump shot from 25 ft,,64,68
250,3,7:21.0,,Defensive rebound by B. Portis,64,68
251,3,7:10.0,,R. Lopez misses 2-pt hook shot from 7 ft,64,68
252,3,7:08.0,Defensive rebound by D. Jordan,,64,68
253,3,7:05.0,Personal foul by D. Wade (drawn by B. Griffin),,64,68
254,3,6:56.0,Offensive foul by D. Jordan (drawn by R. Rondo),,64,68
255,3,6:56.0,Turnover by D. Jordan (offensive foul),,64,68
256,3,6:35.0,,D. Wade misses 2-pt jump shot from 17 ft,64,68
257,3,6:34.0,,Offensive rebound by J. Butler,64,68
258,3,6:31.0,,B. Portis misses 3-pt jump shot from 24 ft,64,68
259,3,6:31.0,Defensive rebound by Team,,64,68
260,3,6:15.0,C. Paul makes 2-pt jump shot from 20 ft,,66,68
261,3,5:55.0,,B. Portis misses 2-pt layup from 2 ft (block by D. Jordan),66,68
262,3,5:54.0,,Offensive rebound by B. Portis,66,68
263,3,5:50.0,,B. Portis misses 2-pt jump shot from 16 ft,66,68
264,3,5:48.0,Defensive rebound by B. Griffin,,66,68
265,3,5:38.0,Shooting foul by B. Portis (drawn by B. Griffin),,66,68
266,3,5:38.0,B. Griffin makes free throw 1 of 2,,67,68
267,3,5:38.0,,P. Zipser enters the game for D. Wade,67,68
268,3,5:38.0,B. Griffin makes free throw 2 of 2,,68,68
269,3,5:24.0,,J. Butler misses 2-pt jump shot from 15 ft,68,68
270,3,5:23.0,Defensive rebound by D. Jordan,,68,68
271,3,5:18.0,L. Mbah a Moute makes 2-pt layup from 3 ft,,70,68
272,3,4:59.0,,J. Butler misses 2-pt jump shot from 15 ft,70,68
273,3,4:58.0,,Offensive rebound by Team,70,68
274,3,4:52.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by R. Lopez),70,71
275,3,4:49.0,LA Clippers full timeout,,70,71
276,3,4:49.0,,N. Mirotić enters the game for B. Portis,70,71
277,3,4:49.0,,C. Payne enters the game for R. Rondo,70,71
278,3,4:29.0,Turnover by D. Jordan (lost ball; steal by N. Mirotić),,70,71
279,3,4:21.0,,Personal foul by C. Paul (drawn by J. Butler),70,71
280,3,4:14.0,,R. Lopez misses 2-pt jump shot from 19 ft,70,71
281,3,4:13.0,Defensive rebound by B. Griffin,,70,71
282,3,3:58.0,B. Griffin makes 2-pt dunk at rim,,72,71
283,3,3:40.0,,Shooting foul by D. Jordan (drawn by J. Butler),72,71
284,3,3:40.0,,J. Butler makes free throw 1 of 2,72,72
285,3,3:40.0,J. Crawford enters the game for J. Redick,,72,72
286,3,3:40.0,,J. Butler makes free throw 2 of 2,72,73
287,3,3:24.0,B. Griffin misses 2-pt jump shot from 18 ft,,72,73
288,3,3:23.0,,Defensive rebound by P. Zipser,72,73
289,3,3:16.0,,Turnover by C. Payne (bad pass; steal by J. Crawford),72,73
290,3,3:11.0,Personal foul by C. Payne (drawn by B. Griffin),,72,73
291,3,3:11.0,B. Griffin makes free throw 1 of 2,,73,73
292,3,3:11.0,M. Speights enters the game for D. Jordan,,73,73
293,3,3:11.0,B. Griffin makes free throw 2 of 2,,74,73
294,3,2:57.0,,P. Zipser misses 3-pt jump shot from 25 ft,74,73
295,3,2:56.0,,Offensive rebound by R. Lopez,74,73
296,3,2:55.0,,R. Lopez misses 2-pt layup from 2 ft,74,73
297,3,2:54.0,Defensive rebound by M. Speights,,74,73
298,3,2:40.0,C. Paul misses 2-pt jump shot from 14 ft,,74,73
299,3,2:38.0,Offensive rebound by M. Speights,,74,73
300,3,2:38.0,M. Speights misses 2-pt layup from 2 ft,,74,73
301,3,2:38.0,Offensive rebound by Team,,74,73
302,3,2:22.0,B. Griffin misses 2-pt jump shot from 20 ft,,74,73
303,3,2:22.0,,Defensive rebound by Team,74,73
304,3,2:04.0,,Offensive foul by N. Mirotić (drawn by M. Speights),74,73
305,3,2:04.0,,Turnover by N. Mirotić (offensive foul),74,73
306,3,2:04.0,A. Rivers enters the game for C. Paul,,74,73
307,3,2:04.0,,C. Felício enters the game for R. Lopez,74,73
308,3,1:48.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Crawford),,76,73
309,3,1:32.0,,C. Payne misses 2-pt jump shot from 14 ft,76,73
310,3,1:32.0,Defensive rebound by Team,,76,73
311,3,1:32.0,,Loose ball foul by C. Felício (drawn by L. Mbah a Moute),76,73
312,3,1:32.0,L. Mbah a Moute makes free throw 1 of 2,,77,73
313,3,1:32.0,L. Mbah a Moute misses free throw 2 of 2,,77,73
314,3,1:32.0,,R. Rondo enters the game for C. Payne,77,73
315,3,1:31.0,,Defensive rebound by C. Felício,77,73
316,3,1:18.0,,Turnover by R. Rondo (bad pass; steal by A. Rivers),77,73
317,3,1:10.0,J. Crawford makes 2-pt jump shot from 21 ft (assist by L. Mbah a Moute),,79,73
318,3,0:49.0,,Turnover by C. Felício (lost ball; steal by J. Crawford),79,73
319,3,0:44.0,A. Rivers misses 3-pt jump shot from 24 ft,,79,73
320,3,0:43.0,Offensive rebound by L. Mbah a Moute,,79,73
321,3,0:33.0,Turnover by J. Crawford (bad pass; steal by R. Rondo),,79,73
322,3,0:22.0,,Personal foul by J. Crawford (drawn by N. Mirotić),79,73
323,3,0:10.0,,C. Felício misses 2-pt layup from 2 ft,79,73
324,3,0:07.0,Defensive rebound by B. Griffin,,79,73
325,3,0:01.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by B. Griffin),,82,73
326,4,11:44.0,W. Johnson misses 3-pt jump shot from 26 ft,,82,73
327,4,11:43.0,,Defensive rebound by D. Wade,82,73
328,4,11:28.0,,D. Wade misses 2-pt layup from 2 ft,82,73
329,4,11:26.0,,Offensive rebound by C. Felício,82,73
330,4,11:25.0,,C. Felício misses 2-pt layup from 2 ft (block by M. Speights),82,73
331,4,11:25.0,,Offensive rebound by D. Wade,82,73
332,4,11:25.0,,Personal foul by A. Rivers (drawn by D. Wade),82,73
333,4,11:25.0,,D. Wade misses free throw 1 of 2,82,73
334,4,11:25.0,,Offensive rebound by Team,82,73
335,4,11:25.0,,D. Wade makes free throw 2 of 2,82,74
336,4,11:14.0,M. Speights misses 3-pt jump shot from 24 ft,,82,74
337,4,11:13.0,,Defensive rebound by D. Wade,82,74
338,4,11:04.0,,Turnover by R. Rondo (bad pass; steal by M. Speights),82,74
339,4,10:57.0,J. Crawford makes 2-pt layup from 2 ft,,84,74
340,4,10:39.0,,N. Mirotić makes 2-pt jump shot from 13 ft,84,76
341,4,10:20.0,J. Crawford makes 2-pt jump shot from 22 ft (assist by A. Rivers),,86,76
342,4,9:59.0,,D. Wade misses 2-pt jump shot from 11 ft,86,76
343,4,9:57.0,Defensive rebound by M. Speights,,86,76
344,4,9:44.0,J. Crawford misses 3-pt jump shot from 26 ft,,86,76
345,4,9:43.0,,Defensive rebound by N. Mirotić,86,76
346,4,9:35.0,Offensive charge foul by P. Zipser (drawn by M. Speights),,86,76
347,4,9:35.0,,Turnover by P. Zipser (offensive foul),86,76
348,4,9:35.0,,Technical foul by Team,86,76
349,4,9:35.0,J. Crawford makes technical free throw,,87,76
350,4,9:19.0,M. Speights makes 2-pt dunk at rim (assist by A. Rivers),,89,76
351,4,9:19.0,,Chicago full timeout,89,76
352,4,9:01.0,,N. Mirotić misses 2-pt jump shot from 8 ft,89,76
353,4,9:01.0,Defensive rebound by Team,,89,76
354,4,8:38.0,A. Rivers misses 3-pt jump shot from 25 ft,,89,76
355,4,8:37.0,,Defensive rebound by N. Mirotić,89,76
356,4,8:31.0,,D. Wade misses 2-pt layup from 2 ft (block by W. Johnson),89,76
357,4,8:31.0,,Offensive rebound by Team,89,76
358,4,8:23.0,,Personal foul by J. Crawford (drawn by P. Zipser),89,76
359,4,8:10.0,,D. Wade misses 2-pt jump shot from 20 ft,89,76
360,4,8:10.0,Defensive rebound by Team,,89,76
361,4,8:10.0,,Loose ball foul by C. Felício (drawn by W. Johnson),89,76
362,4,7:54.0,J. Crawford makes 2-pt jump shot from 22 ft,,91,76
363,4,7:37.0,,P. Zipser misses 2-pt jump shot from 21 ft,91,76
364,4,7:36.0,,Offensive rebound by N. Mirotić,91,76
365,4,7:36.0,,N. Mirotić makes 2-pt hook shot from 2 ft,91,78
366,4,7:14.0,W. Johnson makes 2-pt jump shot from 21 ft,,93,78
367,4,7:04.0,,R. Rondo misses 2-pt jump shot from 7 ft (block by M. Speights),93,78
368,4,7:01.0,,Offensive rebound by C. Felício,93,78
369,4,7:01.0,,Offensive foul by C. Felício (drawn by M. Speights),93,78
370,4,7:01.0,,Turnover by C. Felício (offensive foul),93,78
371,4,7:01.0,,J. Butler enters the game for C. Felício,93,78
372,4,6:49.0,Turnover by R. Felton (lost ball; steal by R. Rondo),,93,78
373,4,6:44.0,,P. Zipser makes 2-pt layup from 2 ft (assist by R. Rondo),93,80
374,4,6:29.0,J. Crawford makes 3-pt jump shot from 26 ft,,96,80
375,4,6:07.0,,Shooting foul by R. Felton (drawn by P. Zipser),96,80
376,4,6:07.0,,P. Zipser misses free throw 1 of 2,96,80
377,4,6:07.0,,Offensive rebound by Team,96,80
378,4,6:07.0,,P. Zipser makes free throw 2 of 2,96,81
379,4,5:49.0,J. Crawford misses 3-pt jump shot from 25 ft,,96,81
380,4,5:48.0,,Defensive rebound by P. Zipser,96,81
381,4,5:44.0,,Offensive foul by J. Butler (drawn by R. Felton),96,81
382,4,5:44.0,,Turnover by J. Butler (offensive foul),96,81
383,4,5:44.0,LA Clippers full timeout,,96,81
384,4,5:44.0,,D. Valentine enters the game for P. Zipser,96,81
