,QUARTER,TIME_REMAINING,DETROIT_ACTION,GOLDEN STATE_ACTION,DETROIT_SCORE,GOLDEN STATE_SCORE
112,2,10:41.0,D. Hilliard misses 2-pt jump shot from 18 ft,,33,41
113,2,10:41.0,,Defensive rebound by D. Green,33,41
114,2,10:31.0,,I. Clark misses 3-pt jump shot from 26 ft,33,41
115,2,10:31.0,,Offensive rebound by S. Livingston,33,41
116,2,10:20.0,,I. Clark misses 2-pt layup from 2 ft (block by I. Smith),33,41
117,2,10:20.0,Defensive rebound by B. Marjanović,,33,41
118,2,10:08.0,D. Hilliard misses 2-pt jump shot from 3 ft (block by D. Green),,33,41
119,2,10:07.0,Offensive rebound by Team,,33,41
120,2,10:07.0,,K. Thompson enters the game for I. Clark,33,41
121,2,10:00.0,S. Johnson misses 3-pt jump shot from 27 ft,,33,41
122,2,10:00.0,,Defensive rebound by D. Green,33,41
123,2,9:49.0,,Turnover by D. Green (bad pass; steal by M. Morris),33,41
124,2,9:30.0,I. Smith misses 2-pt jump shot from 12 ft,,33,41
125,2,9:30.0,Offensive rebound by B. Marjanović,,33,41
126,2,9:25.0,D. Hilliard misses 2-pt jump shot from 18 ft,,33,41
127,2,9:24.0,Offensive rebound by B. Marjanović,,33,41
128,2,9:22.0,B. Marjanović makes 2-pt jump shot from 5 ft,,35,41
129,2,9:03.0,,K. Thompson misses 2-pt jump shot from 20 ft,35,41
130,2,9:03.0,Defensive rebound by I. Smith,,35,41
131,2,8:55.0,D. Hilliard misses 3-pt jump shot from 24 ft,,35,41
132,2,8:55.0,,Defensive rebound by Team,35,41
133,2,8:55.0,Official timeout,,35,41
134,2,8:55.0,T. Harris enters the game for S. Johnson,,35,41
135,2,8:38.0,,D. West misses 2-pt jump shot from 18 ft,35,41
136,2,8:38.0,Defensive rebound by M. Morris,,35,41
137,2,8:22.0,I. Smith makes 2-pt jump shot from 19 ft (assist by D. Hilliard),,37,41
138,2,8:10.0,,S. Livingston misses 2-pt jump shot from 11 ft,37,41
139,2,8:10.0,Defensive rebound by T. Harris,,37,41
140,2,8:00.0,I. Smith makes 2-pt jump shot from 10 ft,,39,41
141,2,7:48.0,,D. Green misses 3-pt jump shot from 25 ft,39,41
142,2,7:48.0,Defensive rebound by B. Marjanović,,39,41
143,2,7:34.0,M. Morris misses 3-pt jump shot from 25 ft,,39,41
144,2,7:34.0,,Defensive rebound by D. Green,39,41
145,2,7:27.0,,Personal foul by D. Hilliard (drawn by K. Thompson),39,41
146,2,7:27.0,,K. Durant enters the game for D. Green,39,41
147,2,7:27.0,A. Drummond enters the game for B. Marjanović,,39,41
148,2,7:27.0,R. Jackson enters the game for I. Smith,,39,41
149,2,7:27.0,,Z. Pachulia enters the game for D. West,39,41
150,2,7:21.0,,K. Thompson misses 2-pt jump shot from 17 ft,39,41
151,2,7:21.0,Defensive rebound by T. Harris,,39,41
152,2,7:02.0,M. Morris makes 2-pt jump shot from 16 ft,,41,41
153,2,6:45.0,,K. Thompson makes 2-pt jump shot from 3 ft (assist by K. Durant),41,43
154,2,6:20.0,M. Morris makes 2-pt jump shot from 15 ft,,43,43
155,2,6:07.0,,K. Durant misses 2-pt jump shot from 15 ft,43,43
156,2,6:06.0,Defensive rebound by R. Jackson,,43,43
157,2,5:51.0,Shooting foul by A. Iguodala (drawn by T. Harris),,43,43
158,2,5:51.0,,Golden State full timeout,43,43
159,2,5:51.0,T. Harris makes free throw 1 of 2,,44,43
160,2,5:51.0,,S. Curry enters the game for A. Iguodala,43,43
161,2,5:51.0,S. Johnson enters the game for D. Hilliard,,43,43
162,2,5:51.0,T. Harris misses free throw 2 of 2,,44,43
163,2,5:50.0,,Defensive rebound by K. Durant,44,43
164,2,5:33.0,,Turnover by K. Durant (bad pass; steal by T. Harris),44,43
165,2,5:25.0,R. Jackson misses 3-pt jump shot from 26 ft,,44,43
166,2,5:25.0,,Defensive rebound by K. Durant,44,43
167,2,5:19.0,,K. Durant misses 3-pt jump shot from 27 ft,44,43
168,2,5:18.0,Defensive rebound by A. Drummond,,44,43
169,2,5:03.0,Turnover by A. Drummond (lost ball; steal by S. Curry),,44,43
170,2,4:57.0,,S. Curry misses 3-pt jump shot from 26 ft,44,43
171,2,4:57.0,Defensive rebound by A. Drummond,,44,43
172,2,4:48.0,Turnover by R. Jackson (bad pass; steal by K. Durant),,44,43
173,2,4:42.0,,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),44,45
174,2,4:32.0,Detroit full timeout,,44,45
175,2,4:17.0,M. Morris makes 2-pt jump shot from 15 ft,,46,45
176,2,4:01.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by K. Thompson),46,47
177,2,3:42.0,M. Morris misses 2-pt jump shot from 15 ft,,46,47
178,2,3:41.0,Offensive rebound by A. Drummond,,46,47
179,2,3:32.0,T. Harris misses 2-pt jump shot from 10 ft,,46,47
180,2,3:32.0,,Defensive rebound by Team,46,47
181,2,3:32.0,,D. Green enters the game for S. Livingston,46,47
182,2,3:22.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),46,49
183,2,3:08.0,R. Jackson misses 3-pt jump shot from 25 ft,,46,49
184,2,3:08.0,,Defensive rebound by D. Green,46,49
185,2,3:00.0,,K. Thompson misses 2-pt jump shot from 18 ft,46,49
186,2,3:00.0,Defensive rebound by A. Drummond,,46,49
187,2,2:47.0,M. Morris makes 2-pt jump shot from 5 ft,,48,49
188,2,2:31.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Durant),48,51
189,2,2:20.0,Shooting foul by Z. Pachulia (drawn by R. Jackson),,48,51
190,2,2:20.0,R. Jackson makes free throw 1 of 2,,49,51
191,2,2:20.0,R. Jackson makes free throw 2 of 2,,50,51
192,2,2:10.0,,S. Curry misses 3-pt jump shot from 24 ft,50,51
193,2,2:09.0,Defensive rebound by S. Johnson,,50,51
194,2,2:02.0,Turnover by A. Drummond (3 sec),,50,51
195,2,1:56.0,,D. Green misses 2-pt hook shot from 7 ft,50,51
196,2,1:50.0,,Offensive rebound by K. Thompson,50,51
197,2,1:50.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by A. Drummond),50,51
198,2,1:49.0,Defensive rebound by S. Johnson,,50,51
199,2,1:29.0,R. Jackson makes 2-pt jump shot from 4 ft,,52,51
200,2,1:19.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),52,54
201,2,1:06.0,M. Morris makes 2-pt jump shot from 17 ft,,54,54
202,2,0:57.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Durant),54,56
203,2,0:40.0,T. Harris makes 2-pt layup from 2 ft,,56,56
204,2,0:32.0,,Shooting foul by A. Drummond (drawn by Z. Pachulia),56,56
205,2,0:32.0,,Z. Pachulia misses free throw 1 of 2,56,56
206,2,0:32.0,,Offensive rebound by Team,56,56
207,2,0:32.0,,Z. Pachulia makes free throw 2 of 2,56,57
208,2,0:22.0,R. Jackson makes 2-pt layup from 2 ft,,58,57
209,2,0:05.0,,S. Curry makes 2-pt layup from 2 ft,58,59
210,2,0:05.0,,Shooting foul by A. Drummond (drawn by S. Curry),58,59
211,2,0:05.0,,D. West enters the game for Z. Pachulia,58,59
212,2,0:05.0,,S. Curry makes free throw 1 of 1,58,60
213,2,0:03.0,Personal take foul by K. Thompson (drawn by R. Jackson),,58,60
214,2,0:03.0,Detroit full timeout,,58,60
215,2,0:03.0,,S. Livingston enters the game for K. Thompson,58,60
216,2,0:03.0,Turnover by M. Morris (lost ball; steal by D. West),,58,60
217,2,0:01.0,,D. West misses 3-pt jump shot from 61 ft,58,60
218,2,0:00.0,,Offensive rebound by Team,58,60
219,3,11:42.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),58,62
220,3,11:25.0,M. Morris misses 2-pt jump shot from 18 ft,,58,62
221,3,11:25.0,,Defensive rebound by Z. Pachulia,58,62
222,3,11:18.0,,S. Curry misses 2-pt layup from 2 ft (block by S. Johnson),58,62
223,3,11:16.0,Defensive rebound by T. Harris,,58,62
224,3,11:04.0,M. Morris makes 2-pt jump shot from 13 ft,,60,62
225,3,10:54.0,,Shooting foul by S. Johnson (drawn by K. Thompson),60,62
226,3,10:54.0,,K. Thompson misses free throw 1 of 2,60,62
227,3,10:54.0,,Offensive rebound by Team,60,62
228,3,10:54.0,,K. Thompson makes free throw 2 of 2,60,63
229,3,10:45.0,Turnover by M. Morris (bad pass; steal by S. Curry),,60,63
230,3,10:39.0,,K. Thompson makes 2-pt layup from 2 ft (assist by Z. Pachulia),60,65
231,3,10:18.0,T. Harris makes 2-pt jump shot from 14 ft,,62,65
232,3,10:13.0,,Personal foul by R. Jackson (drawn by K. Thompson),62,65
233,3,10:07.0,,Turnover by Z. Pachulia (bad pass),62,65
234,3,9:57.0,T. Harris misses 3-pt jump shot from 24 ft,,62,65
235,3,9:57.0,,Defensive rebound by K. Durant,62,65
236,3,9:45.0,,K. Durant misses 3-pt jump shot from 26 ft,62,65
237,3,9:45.0,Defensive rebound by A. Drummond,,62,65
238,3,9:34.0,Turnover by A. Drummond (bad pass; steal by S. Curry),,62,65
239,3,9:28.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),62,68
240,3,9:07.0,R. Jackson misses 3-pt jump shot from 27 ft,,62,68
241,3,9:07.0,,Defensive rebound by Team,62,68
242,3,9:03.0,,Turnover by S. Curry (bad pass; steal by A. Drummond),62,68
243,3,8:54.0,R. Jackson makes 3-pt jump shot from 26 ft,,65,68
244,3,8:38.0,,Turnover by K. Durant (bad pass; steal by T. Harris),65,68
245,3,8:37.0,Personal foul by K. Thompson (drawn by S. Johnson),,65,68
246,3,8:23.0,Shooting foul by D. Green (drawn by A. Drummond),,65,68
247,3,8:23.0,A. Drummond misses free throw 1 of 2,,65,68
248,3,8:23.0,Offensive rebound by Team,,65,68
249,3,8:23.0,A. Drummond misses free throw 2 of 2,,65,68
250,3,8:21.0,,Defensive rebound by D. Green,65,68
251,3,8:16.0,,Shooting foul by R. Jackson (drawn by D. Green),65,68
252,3,8:16.0,,D. Green makes free throw 1 of 2,65,69
253,3,8:16.0,,D. Green makes free throw 2 of 2,65,70
254,3,7:52.0,,Offensive charge foul by R. Jackson (drawn by D. Green),65,70
255,3,7:52.0,Turnover by R. Jackson (offensive foul),,65,70
256,3,7:35.0,,K. Durant misses 2-pt jump shot from 14 ft,65,70
257,3,7:35.0,Defensive rebound by A. Drummond,,65,70
258,3,7:24.0,R. Jackson misses 3-pt jump shot from 29 ft,,65,70
259,3,7:24.0,,Defensive rebound by Z. Pachulia,65,70
260,3,7:08.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),65,73
261,3,7:07.0,Detroit full timeout,,65,73
262,3,6:54.0,Turnover by A. Drummond (lost ball; steal by S. Curry),,65,73
263,3,6:49.0,,S. Curry misses 3-pt jump shot from 27 ft,65,73
264,3,6:48.0,,Offensive rebound by D. Green,65,73
265,3,6:48.0,,D. Green misses 2-pt layup from 2 ft,65,73
266,3,6:48.0,,Offensive rebound by Team,65,73
267,3,6:48.0,Loose ball foul by A. Drummond (drawn by Z. Pachulia),,65,73
268,3,6:37.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),65,76
269,3,6:15.0,A. Drummond misses 2-pt jump shot from 5 ft (block by Z. Pachulia),,65,76
270,3,6:15.0,Offensive rebound by Team,,65,76
271,3,6:15.0,Detroit full timeout,,65,76
272,3,6:10.0,R. Jackson misses 2-pt jump shot from 10 ft,,65,76
273,3,6:10.0,,Defensive rebound by S. Curry,65,76
274,3,5:56.0,,Personal foul by T. Harris (drawn by S. Curry),65,76
275,3,5:56.0,,S. Curry makes free throw 1 of 2,65,77
276,3,5:56.0,,S. Curry makes free throw 2 of 2,65,78
277,3,5:34.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by R. Jackson),,68,78
278,3,5:22.0,,Turnover by K. Durant (lost ball),68,78
279,3,5:22.0,,A. Iguodala enters the game for D. Green,68,78
280,3,5:09.0,S. Johnson misses 2-pt jump shot from 18 ft,,68,78
281,3,5:08.0,,Defensive rebound by K. Thompson,68,78
282,3,4:56.0,,S. Curry misses 3-pt jump shot from 26 ft,68,78
283,3,4:56.0,Defensive rebound by R. Jackson,,68,78
284,3,4:44.0,T. Harris misses 2-pt jump shot from 16 ft,,68,78
285,3,4:43.0,,Defensive rebound by K. Durant,68,78
286,3,4:37.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),68,81
287,3,4:16.0,A. Drummond makes 2-pt hook shot from 8 ft (assist by S. Johnson),,70,81
288,3,4:04.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),70,84
289,3,3:43.0,M. Morris misses 3-pt jump shot from 24 ft,,70,84
290,3,3:42.0,,Defensive rebound by Z. Pachulia,70,84
291,3,3:31.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),70,86
292,3,3:28.0,Detroit full timeout,,70,86
293,3,3:28.0,D. Hilliard enters the game for M. Morris,,70,86
294,3,3:28.0,I. Smith enters the game for R. Jackson,,70,86
295,3,3:28.0,,J. McGee enters the game for Z. Pachulia,70,86
296,3,3:28.0,,I. Clark enters the game for K. Thompson,70,86
297,3,3:13.0,T. Harris makes 3-pt jump shot from 24 ft (assist by D. Hilliard),,73,86
298,3,2:56.0,,S. Curry misses 2-pt layup from 2 ft,73,86
299,3,2:55.0,,Offensive rebound by J. McGee,73,86
300,3,2:55.0,,J. McGee makes 2-pt dunk at rim,73,88
301,3,2:44.0,Offensive foul by A. Drummond (drawn by J. McGee),,73,88
302,3,2:44.0,Turnover by A. Drummond (offensive foul),,73,88
303,3,2:44.0,B. Marjanović enters the game for A. Drummond,,73,88
304,3,2:26.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by K. Durant),73,91
305,3,2:11.0,D. Hilliard misses 2-pt jump shot from 20 ft,,73,91
306,3,2:10.0,,Defensive rebound by K. Durant,73,91
307,3,2:03.0,,S. Curry misses 3-pt jump shot from 26 ft,73,91
308,3,2:03.0,Defensive rebound by B. Marjanović,,73,91
309,3,1:52.0,T. Harris misses 2-pt layup from 2 ft,,73,91
310,3,1:50.0,,Defensive rebound by J. McGee,73,91
311,3,1:47.0,,Personal foul by I. Smith (drawn by I. Clark),73,91
312,3,1:47.0,,I. Clark makes free throw 1 of 2,73,92
313,3,1:47.0,,D. Green enters the game for K. Durant,73,91
314,3,1:47.0,,I. Clark makes free throw 2 of 2,73,93
315,3,1:27.0,Shooting foul by A. Iguodala (drawn by D. Hilliard),,73,93
316,3,1:27.0,D. Hilliard makes free throw 1 of 2,,74,93
317,3,1:27.0,,Golden State full timeout,74,93
318,3,1:27.0,D. Hilliard makes free throw 2 of 2,,75,93
319,3,1:15.0,,J. McGee makes 2-pt dunk at rim (assist by D. Green),75,95
320,3,0:57.0,Turnover by D. Hilliard (dbl dribble),,75,95
321,3,0:49.0,,S. Curry makes 3-pt jump shot from 26 ft,75,98
322,3,0:39.0,Turnover by I. Smith (lost ball; steal by I. Clark),,75,98
323,3,0:38.0,,Turnover by S. Curry (kicked ball),75,98
324,3,0:24.0,T. Harris makes 2-pt jump shot from 18 ft (assist by B. Marjanović),,77,98
325,3,0:04.0,,I. Clark makes 3-pt jump shot from 25 ft (assist by S. Curry),77,101
326,3,0:00.0,I. Smith misses 3-pt jump shot from 35 ft,,77,101
327,3,0:00.0,Offensive rebound by Team,,77,101
328,4,11:49.0,I. Smith misses 2-pt jump shot from 18 ft,,77,101
329,4,11:48.0,,Defensive rebound by D. Green,77,101
330,4,11:43.0,,J. McGee makes 2-pt dunk at rim (assist by D. Green),77,103
331,4,11:23.0,B. Udrih enters the game for I. Smith,,77,103
332,4,11:14.0,Turnover by Team (shot clock),,77,103
333,4,10:58.0,,A. Iguodala misses 3-pt jump shot from 26 ft,77,103
334,4,10:58.0,,Offensive rebound by J. McGee,77,103
335,4,10:54.0,,Turnover by K. Thompson (lost ball),77,103
336,4,10:37.0,Shooting foul by J. McGee (drawn by M. Morris),,77,103
337,4,10:37.0,M. Morris makes free throw 1 of 2,,78,103
338,4,10:37.0,,D. West enters the game for J. McGee,78,103
339,4,10:37.0,M. Morris makes free throw 2 of 2,,79,103
340,4,10:23.0,,D. Green misses 3-pt jump shot from 25 ft,79,103
341,4,10:23.0,Defensive rebound by M. Morris,,79,103
342,4,10:13.0,B. Marjanović misses 2-pt jump shot from 6 ft,,79,103
343,4,10:12.0,Offensive rebound by B. Marjanović,,79,103
344,4,10:12.0,B. Marjanović makes 2-pt layup from 1 ft,,81,103
345,4,10:00.0,,K. Thompson misses 3-pt jump shot from 25 ft,81,103
346,4,9:58.0,Defensive rebound by M. Morris,,81,103
347,4,9:49.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Udrih),,84,103
348,4,9:32.0,,Shooting foul by D. Hilliard (drawn by K. Thompson),84,103
349,4,9:32.0,,K. Thompson misses free throw 1 of 2,84,103
350,4,9:32.0,,Offensive rebound by Team,84,103
351,4,9:32.0,,K. Thompson misses free throw 2 of 2,84,103
352,4,9:31.0,Defensive rebound by M. Morris,,84,103
353,4,9:14.0,M. Morris makes 2-pt jump shot from 21 ft (assist by S. Johnson),,86,103
354,4,9:12.0,,Golden State full timeout,86,103
355,4,9:00.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),86,105
356,4,8:40.0,M. Morris makes 2-pt layup from 2 ft (assist by B. Udrih),,88,105
357,4,8:19.0,,S. Livingston makes 2-pt jump shot from 16 ft (assist by A. Iguodala),88,107
358,4,8:04.0,D. Hilliard makes 2-pt jump shot from 20 ft (assist by B. Marjanović),,90,107
359,4,7:46.0,,K. Thompson misses 2-pt jump shot from 18 ft,90,107
360,4,7:45.0,Defensive rebound by B. Marjanović,,90,107
361,4,7:35.0,B. Udrih misses 2-pt jump shot from 19 ft,,90,107
362,4,7:34.0,,Defensive rebound by K. Thompson,90,107
363,4,7:29.0,,S. Livingston makes 2-pt jump shot from 13 ft (assist by K. Thompson),90,109
364,4,7:08.0,Turnover by B. Udrih (bad pass; steal by K. Thompson),,90,109
365,4,7:04.0,,Personal foul by M. Morris (drawn by A. Iguodala),90,109
366,4,7:04.0,,I. Clark enters the game for A. Iguodala,90,109
367,4,7:04.0,,K. Durant enters the game for D. Green,90,109
368,4,7:04.0,T. Harris enters the game for M. Morris,,90,109
369,4,7:00.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by S. Livingston),90,111
370,4,6:45.0,B. Udrih misses 2-pt jump shot from 17 ft,,90,111
371,4,6:45.0,Offensive rebound by B. Marjanović,,90,111
372,4,6:45.0,Shooting foul by S. Livingston (drawn by B. Marjanović),,90,111
373,4,6:45.0,B. Marjanović makes free throw 1 of 2,,91,111
374,4,6:45.0,B. Marjanović makes free throw 2 of 2,,92,111
375,4,6:29.0,,K. Durant makes 2-pt jump shot from 18 ft,92,113
376,4,6:08.0,D. Hilliard misses 3-pt jump shot from 29 ft,,92,113
377,4,6:07.0,,Defensive rebound by Team,92,113
378,4,6:07.0,Loose ball foul by B. Marjanović (drawn by D. West),,92,113
379,4,5:52.0,,I. Clark misses 2-pt jump shot from 14 ft,92,113
380,4,5:52.0,Defensive rebound by Team,,92,113
381,4,5:49.0,Official timeout,,92,113
