,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
381,4,5:17.0,,Personal foul by D. Howard (drawn by D. Cousins),93,88
382,4,5:11.0,Violation by D. Howard (def goaltending),,93,88
383,4,5:11.0,,D. Cousins makes 2-pt jump shot from 7 ft (assist by M. Barnes),93,90
384,4,5:01.0,D. Schröder misses 2-pt jump shot from 14 ft,,93,90
385,4,5:00.0,,Defensive rebound by B. McLemore,93,90
386,4,4:52.0,,D. Cousins misses 2-pt jump shot from 6 ft (block by D. Howard),93,90
387,4,4:51.0,,Offensive rebound by A. Tolliver,93,90
388,4,4:42.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),93,93
389,4,4:23.0,K. Bazemore makes 2-pt jump shot from 9 ft (assist by P. Millsap),,95,93
390,4,4:02.0,,Personal foul by D. Howard (drawn by D. Cousins),95,93
391,4,4:02.0,Technical foul by D. Howard,,95,93
392,4,4:02.0,,D. Collison makes technical free throw,95,94
393,4,3:51.0,,D. Collison misses 2-pt layup from 4 ft,95,94
394,4,3:49.0,Defensive rebound by K. Bazemore,,95,94
395,4,3:40.0,T. Hardaway makes 2-pt jump shot from 13 ft,,97,94
396,4,3:40.0,Shooting foul by B. McLemore (drawn by T. Hardaway),,97,94
397,4,3:40.0,D. Bembry enters the game for D. Howard,,97,94
398,4,3:40.0,T. Hardaway makes free throw 1 of 1,,98,94
399,4,3:24.0,,Turnover by D. Cousins (lost ball; steal by D. Bembry),98,94
400,4,3:17.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,101,94
401,4,2:59.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by M. Barnes),101,97
402,4,2:34.0,K. Bazemore misses 2-pt jump shot from 23 ft,,101,97
403,4,2:33.0,,Defensive rebound by Team,101,97
404,4,2:33.0,Atlanta full timeout,,101,97
405,4,2:09.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),101,100
406,4,1:53.0,T. Hardaway misses 3-pt jump shot from 25 ft,,101,100
407,4,1:51.0,,Defensive rebound by M. Barnes,101,100
408,4,1:39.0,,Turnover by D. Cousins (lost ball; steal by P. Millsap),101,100
409,4,1:23.0,Turnover by T. Hardaway (lost ball; steal by B. McLemore),,101,100
410,4,1:16.0,,B. McLemore misses 3-pt jump shot from 24 ft,101,100
411,4,1:15.0,,Offensive rebound by M. Barnes,101,100
412,4,1:14.0,,M. Barnes makes 2-pt layup from 4 ft,101,102
413,4,1:11.0,Atlanta full timeout,,101,102
414,4,1:11.0,M. Dunleavy enters the game for D. Bembry,,101,102
415,4,1:01.0,Personal foul by D. Collison (drawn by D. Schröder),,101,102
416,4,1:01.0,D. Schröder makes free throw 1 of 2,,102,102
417,4,1:01.0,D. Howard enters the game for M. Dunleavy,,102,102
418,4,1:01.0,D. Schröder makes free throw 2 of 2,,103,102
419,4,0:45.0,,Shooting foul by D. Howard (drawn by D. Cousins),103,102
420,4,0:45.0,,D. Cousins makes free throw 1 of 2,103,103
421,4,0:45.0,M. Dunleavy enters the game for D. Howard,,103,102
422,4,0:45.0,,D. Cousins makes free throw 2 of 2,103,104
423,4,0:35.0,D. Schröder makes 2-pt jump shot from 18 ft,,105,104
424,4,0:35.0,,Sacramento full timeout,105,104
425,4,0:35.0,D. Bembry enters the game for M. Dunleavy,,105,104
426,4,0:21.0,,D. Cousins misses 2-pt jump shot from 5 ft,105,104
427,4,0:21.0,,Offensive rebound by D. Cousins,105,104
428,4,0:21.0,,D. Cousins makes 2-pt layup from 5 ft,105,106
429,4,0:21.0,Atlanta full timeout,,105,106
430,4,0:21.0,M. Dunleavy enters the game for D. Bembry,,105,106
431,4,0:08.0,P. Millsap makes 2-pt jump shot from 11 ft,,107,106
432,4,0:08.0,,Sacramento full timeout,107,106
433,4,0:08.0,D. Bembry enters the game for M. Dunleavy,,107,106
434,4,0:04.0,,D. Collison makes 2-pt layup from 2 ft,107,108
435,4,0:04.0,Atlanta full timeout,,107,108
436,4,0:04.0,M. Dunleavy enters the game for D. Schröder,,107,108
437,4,0:04.0,K. Humphries enters the game for D. Bembry,,107,108
438,4,0:01.0,T. Hardaway misses 2-pt layup from 3 ft (block by M. Barnes),,107,108
439,4,0:00.0,,Defensive rebound by D. Collison,107,108
