,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
383,4,9:37.0,L. Scola misses 2-pt layup from 2 ft,,92,97
384,4,9:36.0,,Defensive rebound by T. Black,92,97
385,4,9:31.0,,L. Williams misses 2-pt jump shot from 6 ft,92,97
386,4,9:27.0,,Offensive rebound by J. Clarkson,92,97
387,4,9:11.0,,T. Black makes 2-pt layup from 3 ft (assist by N. Young),92,99
388,4,8:59.0,Personal foul by J. Clarkson (drawn by I. Whitehead),,92,99
389,4,8:59.0,Official timeout,,92,99
390,4,8:56.0,J. Hamilton misses 3-pt jump shot from 25 ft,,92,99
391,4,8:56.0,Offensive rebound by Team,,92,99
392,4,8:56.0,,Loose ball foul by N. Young (drawn by J. Harris),92,99
393,4,8:53.0,Personal foul by J. Clarkson (drawn by R. Foye),,92,99
394,4,8:42.0,J. Hamilton misses 3-pt jump shot from 25 ft,,92,99
395,4,8:41.0,,Defensive rebound by N. Young,92,99
396,4,8:35.0,,L. Williams misses 2-pt jump shot from 12 ft,92,99
397,4,8:34.0,,Offensive rebound by T. Black,92,99
398,4,8:34.0,,Shooting foul by L. Scola (drawn by T. Black),92,99
399,4,8:34.0,,T. Black makes free throw 1 of 2,92,100
400,4,8:34.0,T. Booker enters the game for J. Hamilton,,92,100
401,4,8:34.0,,T. Black makes free throw 2 of 2,92,101
402,4,8:26.0,R. Foye misses 3-pt jump shot from 26 ft,,92,101
403,4,8:24.0,,Defensive rebound by L. Nance,92,101
404,4,8:13.0,,N. Young misses 3-pt jump shot from 24 ft,92,101
405,4,8:12.0,Defensive rebound by J. Harris,,92,101
406,4,7:50.0,I. Whitehead misses 3-pt jump shot from 28 ft,,92,101
407,4,7:49.0,,Defensive rebound by T. Black,92,101
408,4,7:35.0,,L. Nance misses 2-pt layup from 3 ft (block by I. Whitehead),92,101
409,4,7:33.0,,Offensive rebound by J. Clarkson,92,101
410,4,7:30.0,,N. Young misses 3-pt jump shot from 22 ft,92,101
411,4,7:28.0,,Offensive rebound by T. Black,92,101
412,4,7:19.0,,N. Young misses 3-pt jump shot from 24 ft,92,101
413,4,7:17.0,Defensive rebound by J. Harris,,92,101
414,4,7:11.0,Personal foul by J. Clarkson (drawn by I. Whitehead),,92,101
415,4,7:11.0,B. Lopez enters the game for R. Foye,,92,101
416,4,7:11.0,B. Bogdanović enters the game for J. Harris,,92,101
417,4,7:11.0,S. Kilpatrick enters the game for L. Scola,,92,101
418,4,7:11.0,,T. Mozgov enters the game for T. Black,92,101
419,4,7:00.0,B. Lopez makes 2-pt hook shot from 6 ft,,94,101
420,4,6:43.0,,Shooting foul by S. Kilpatrick (drawn by J. Clarkson),94,101
421,4,6:43.0,,J. Clarkson makes 2-pt jump shot from 8 ft,94,103
422,4,6:43.0,,J. Clarkson makes free throw 1 of 1,94,104
423,4,6:34.0,I. Whitehead makes 2-pt layup from 1 ft,,96,104
424,4,6:22.0,,L. Williams misses 2-pt jump shot from 6 ft (block by T. Booker),96,104
425,4,6:22.0,,Offensive rebound by Team,96,104
426,4,6:22.0,,B. Ingram enters the game for L. Nance,96,104
427,4,6:22.0,,J. Randle enters the game for J. Clarkson,96,104
428,4,6:15.0,,L. Williams misses 2-pt jump shot from 4 ft,96,104
429,4,6:13.0,,Offensive rebound by J. Randle,96,104
430,4,6:00.0,,L. Williams misses 3-pt jump shot from 26 ft,96,104
431,4,5:59.0,Defensive rebound by B. Bogdanović,,96,104
432,4,5:54.0,Personal foul by B. Ingram (drawn by B. Bogdanović),,96,104
433,4,5:54.0,,LA Lakers full timeout,96,104
434,4,5:54.0,B. Bogdanović makes free throw 1 of 2,,97,104
435,4,5:54.0,Y. Ferrell enters the game for S. Kilpatrick,,96,104
436,4,5:54.0,J. Harris enters the game for I. Whitehead,,96,104
437,4,5:54.0,,D. Russell enters the game for L. Williams,96,104
438,4,5:54.0,B. Bogdanović makes free throw 2 of 2,,98,104
439,4,5:32.0,,J. Randle makes 2-pt jump shot from 12 ft (assist by D. Russell),98,106
440,4,5:20.0,B. Bogdanović makes 2-pt layup from 2 ft,,100,106
441,4,5:01.0,,D. Russell makes 2-pt jump shot from 12 ft,100,108
442,4,4:50.0,B. Lopez misses 3-pt jump shot from 25 ft,,100,108
443,4,4:49.0,,Defensive rebound by J. Randle,100,108
444,4,4:49.0,Loose ball foul by T. Booker (drawn by J. Randle),,100,108
445,4,4:49.0,,J. Randle makes free throw 1 of 2,100,109
446,4,4:49.0,,J. Randle makes free throw 2 of 2,100,110
447,4,4:35.0,Y. Ferrell makes 3-pt jump shot from 27 ft (assist by T. Booker),,103,110
448,4,4:25.0,,Personal foul by T. Booker (drawn by T. Mozgov),103,110
449,4,4:25.0,,T. Mozgov makes free throw 1 of 2,103,111
450,4,4:25.0,,T. Mozgov makes free throw 2 of 2,103,112
451,4,4:05.0,B. Bogdanović makes 2-pt dunk at rim,,105,112
452,4,3:49.0,,Turnover by D. Russell (bad pass),105,112
453,4,3:49.0,,LA Lakers full timeout,105,112
454,4,3:49.0,,J. Clarkson enters the game for N. Young,105,112
455,4,3:36.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),,107,112
456,4,3:14.0,,B. Ingram makes 2-pt layup from 1 ft,107,114
457,4,3:02.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,110,114
458,4,2:55.0,,T. Mozgov makes 2-pt dunk at rim (assist by J. Randle),110,116
459,4,2:49.0,T. Booker makes 2-pt layup from 1 ft,,112,116
460,4,2:24.0,,B. Ingram misses 2-pt jump shot from 17 ft,112,116
461,4,2:19.0,Defensive rebound by T. Booker,,112,116
462,4,2:08.0,T. Booker misses 2-pt layup from 1 ft (block by B. Ingram),,112,116
463,4,2:05.0,Offensive rebound by T. Booker,,112,116
464,4,2:00.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,112,116
465,4,1:57.0,,Defensive rebound by D. Russell,112,116
466,4,1:37.0,,D. Russell misses 3-pt jump shot from 26 ft (block by B. Lopez),112,116
467,4,1:37.0,,Offensive rebound by Team,112,116
468,4,1:37.0,,LA Lakers full timeout,112,116
469,4,1:36.0,,Shooting foul by J. Harris (drawn by J. Clarkson),112,116
470,4,1:36.0,,J. Clarkson makes free throw 1 of 2,112,117
471,4,1:36.0,,J. Clarkson makes free throw 2 of 2,112,118
472,4,1:36.0,Brooklyn full timeout,,112,118
473,4,1:25.0,Y. Ferrell misses 2-pt layup from 2 ft,,112,118
474,4,1:22.0,,Defensive rebound by B. Ingram,112,118
475,4,1:06.0,,D. Russell misses 3-pt jump shot from 25 ft,112,118
476,4,1:04.0,Defensive rebound by T. Booker,,112,118
477,4,1:00.0,Turnover by T. Booker (bad pass),,112,118
478,4,0:57.0,,Personal take foul by T. Booker (drawn by B. Ingram),112,118
479,4,0:57.0,,B. Ingram makes free throw 1 of 2,112,119
480,4,0:57.0,,B. Ingram makes free throw 2 of 2,112,120
481,4,0:57.0,Brooklyn full timeout,,112,120
482,4,0:57.0,J. Hamilton enters the game for T. Booker,,112,120
483,4,0:54.0,J. Harris misses 3-pt jump shot from 23 ft,,112,120
484,4,0:53.0,,Defensive rebound by J. Randle,112,120
485,4,0:46.0,,Personal take foul by J. Harris (drawn by D. Russell),112,120
486,4,0:46.0,,D. Russell makes free throw 1 of 2,112,121
487,4,0:46.0,,D. Russell misses free throw 2 of 2,112,121
488,4,0:45.0,Defensive rebound by B. Lopez,,112,121
489,4,0:45.0,Brooklyn full timeout,,112,121
490,4,0:39.0,B. Lopez misses 3-pt jump shot from 26 ft,,112,121
491,4,0:38.0,,Defensive rebound by J. Randle,112,121
492,4,0:34.0,,Turnover by J. Randle (lost ball; steal by J. Harris),112,121
493,4,0:33.0,J. Hamilton makes 2-pt layup from 2 ft (assist by J. Harris),,114,121
494,4,0:26.0,,Personal take foul by J. Harris (drawn by B. Ingram),114,121
495,4,0:26.0,,B. Ingram makes free throw 1 of 2,114,122
496,4,0:26.0,,B. Ingram makes free throw 2 of 2,114,123
497,4,0:18.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by Y. Ferrell),,116,123
498,4,0:18.0,,Personal take foul by B. Bogdanović (drawn by J. Clarkson),116,123
499,4,0:18.0,,J. Clarkson misses free throw 1 of 2,116,123
500,4,0:18.0,,Offensive rebound by Team,116,123
501,4,0:18.0,,J. Clarkson misses free throw 2 of 2,116,123
502,4,0:16.0,Defensive rebound by J. Harris,,116,123
503,4,0:12.0,Shooting foul by T. Mozgov (drawn by J. Hamilton),,116,123
504,4,0:12.0,J. Hamilton makes free throw 1 of 2,,117,123
505,4,0:12.0,T. Booker enters the game for B. Lopez,,117,123
506,4,0:12.0,J. Hamilton makes free throw 2 of 2,,118,123
507,4,0:10.0,,Personal take foul by Y. Ferrell (drawn by D. Russell),118,123
508,4,0:10.0,,D. Russell makes free throw 1 of 2,118,124
509,4,0:10.0,,D. Russell makes free throw 2 of 2,118,125
510,4,0:06.0,Turnover by B. Bogdanović (lost ball),,118,125
