,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
394,4,1:53.0,,Shooting foul by J. Smith (drawn by J. Randle),117,108
395,4,1:53.0,,J. Randle makes free throw 1 of 2,117,109
396,4,1:53.0,,J. Randle makes free throw 2 of 2,117,110
397,4,1:27.0,L. James misses 3-pt jump shot from 26 ft,,117,110
398,4,1:26.0,,Defensive rebound by D. Nwaba,117,110
399,4,1:21.0,Violation by L. James (def goaltending),,117,110
400,4,1:21.0,,J. Clarkson makes 2-pt layup from 2 ft,117,112
401,4,1:03.0,K. Irving makes 2-pt layup at rim,,119,112
402,4,0:52.0,,J. Clarkson makes 2-pt layup from 1 ft,119,114
403,4,0:50.0,Personal foul by J. Clarkson (drawn by K. Irving),,119,114
404,4,0:50.0,K. Irving makes free throw 1 of 2,,120,114
405,4,0:50.0,K. Irving makes free throw 2 of 2,,121,114
406,4,0:50.0,,LA Lakers full timeout,121,114
407,4,0:50.0,,C. Brewer enters the game for D. Nwaba,121,114
408,4,0:43.0,,D. Russell misses 3-pt jump shot from 26 ft,121,114
409,4,0:42.0,Defensive rebound by J. Smith,,121,114
410,4,0:41.0,Turnover by J. Smith (lost ball; steal by C. Brewer),,121,114
411,4,0:36.0,,Personal foul by R. Jefferson (drawn by B. Ingram),121,114
412,4,0:36.0,,B. Ingram makes free throw 1 of 2,121,115
413,4,0:36.0,,B. Ingram makes free throw 2 of 2,121,116
414,4,0:31.0,Cleveland full timeout,,121,116
415,4,0:31.0,Cleveland full timeout,,121,116
416,4,0:29.0,Shooting foul by C. Brewer (drawn by L. James),,121,116
417,4,0:29.0,L. James makes free throw 1 of 2,,122,116
418,4,0:29.0,L. James makes free throw 2 of 2,,123,116
419,4,0:14.0,,B. Ingram misses 3-pt jump shot from 25 ft,123,116
420,4,0:13.0,,Offensive rebound by C. Brewer,123,116
421,4,0:10.0,,C. Brewer makes 2-pt jump shot from 3 ft,123,118
422,4,0:06.0,J. Smith makes 2-pt dunk at rim,,125,118
423,4,0:04.0,,J. Randle misses 3-pt jump shot from 25 ft,125,118
424,4,0:04.0,,Offensive rebound by C. Brewer,125,118
425,4,0:03.0,,C. Brewer makes 2-pt dunk at rim,125,120
