,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MILWAUKEE_ACTION,LA CLIPPERS_SCORE,MILWAUKEE_SCORE
84,1,2:32.0,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),19,24
85,1,2:32.0,,G. Antetokounmpo makes free throw 1 of 2,19,25
86,1,2:32.0,M. Speights enters the game for D. Jordan,,19,25
87,1,2:32.0,R. Felton enters the game for C. Paul,,19,25
88,1,2:32.0,,G. Antetokounmpo makes free throw 2 of 2,19,26
89,1,2:13.0,Turnover by A. Rivers (step out of bounds),,19,26
90,1,1:49.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),19,28
91,1,1:39.0,Turnover by J. Crawford (lost ball; steal by J. Terry),,19,28
92,1,1:34.0,,J. Terry makes 2-pt layup from 2 ft (assist by G. Monroe),19,30
93,1,1:21.0,Turnover by R. Felton (lost ball),,19,30
94,1,1:21.0,,M. Teletović enters the game for G. Antetokounmpo,19,30
95,1,1:02.0,,M. Teletović misses 3-pt jump shot from 25 ft,19,30
96,1,1:00.0,,Offensive rebound by G. Monroe,19,30
97,1,1:00.0,,G. Monroe makes 2-pt layup at rim,19,32
98,1,0:41.0,M. Speights misses 3-pt jump shot from 27 ft,,19,32
99,1,0:39.0,,Defensive rebound by J. Terry,19,32
100,1,0:30.0,,G. Monroe makes 2-pt jump shot from 13 ft (assist by J. Terry),19,34
101,1,0:09.0,M. Speights misses 3-pt jump shot from 23 ft,,19,34
102,1,0:08.0,,Defensive rebound by M. Teletović,19,34
103,1,0:01.0,,K. Middleton misses 3-pt jump shot from 25 ft,19,34
104,1,0:00.0,,Offensive rebound by M. Dellavedova,19,34
105,2,11:44.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Dellavedova),19,36
106,2,11:27.0,A. Rivers makes 2-pt jump shot from 4 ft,,21,36
107,2,11:14.0,,Shooting foul by A. Rivers (drawn by M. Dellavedova),21,36
108,2,11:14.0,,M. Dellavedova makes free throw 1 of 2,21,37
109,2,11:14.0,,M. Dellavedova makes free throw 2 of 2,21,38
110,2,11:08.0,Shooting foul by M. Brogdon (drawn by A. Rivers),,21,38
111,2,11:08.0,A. Rivers makes free throw 1 of 2,,22,38
112,2,11:08.0,A. Rivers makes free throw 2 of 2,,23,38
113,2,10:51.0,,M. Teletović misses 3-pt jump shot from 26 ft,23,38
114,2,10:50.0,Defensive rebound by J. Crawford,,23,38
115,2,10:37.0,R. Felton misses 3-pt jump shot from 28 ft,,23,38
116,2,10:36.0,,Defensive rebound by Team,23,38
117,2,10:24.0,,M. Brogdon misses 2-pt layup from 2 ft,23,38
118,2,10:22.0,Defensive rebound by B. Griffin,,23,38
119,2,10:15.0,M. Speights makes 2-pt hook shot from 4 ft (assist by B. Griffin),,25,38
120,2,10:03.0,,Personal block foul by M. Speights (drawn by G. Monroe),25,38
121,2,9:58.0,,M. Dellavedova makes 2-pt layup at rim (assist by G. Monroe),25,40
122,2,9:39.0,A. Rivers misses 2-pt jump shot from 7 ft,,25,40
123,2,9:39.0,,Defensive rebound by Team,25,40
124,2,9:39.0,Loose ball foul by A. Rivers (drawn by M. Dellavedova),,25,40
125,2,9:28.0,,G. Monroe makes 2-pt jump shot from 18 ft (assist by M. Dellavedova),25,42
126,2,9:06.0,R. Felton misses 2-pt layup from 2 ft,,25,42
127,2,9:04.0,,Defensive rebound by G. Monroe,25,42
128,2,8:48.0,,G. Monroe misses 2-pt hook shot from 3 ft,25,42
129,2,8:48.0,Defensive rebound by M. Speights,,25,42
130,2,8:40.0,Turnover by J. Crawford (lost ball),,25,42
131,2,8:40.0,Official timeout,,25,42
132,2,8:40.0,D. Jordan enters the game for M. Speights,,25,42
133,2,8:40.0,C. Paul enters the game for R. Felton,,25,42
134,2,8:24.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),25,45
135,2,8:06.0,J. Crawford misses 2-pt jump shot from 17 ft,,25,45
136,2,8:05.0,,Defensive rebound by M. Brogdon,25,45
137,2,7:59.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,25,45
138,2,7:56.0,Defensive rebound by B. Griffin,,25,45
139,2,7:52.0,Shooting foul by G. Monroe (drawn by B. Griffin),,25,45
140,2,7:52.0,B. Griffin makes 2-pt layup from 1 ft,,27,45
141,2,7:52.0,J. Redick enters the game for J. Crawford,,27,45
142,2,7:52.0,,G. Antetokounmpo enters the game for M. Teletović,27,45
143,2,7:52.0,,T. Maker enters the game for G. Monroe,27,45
144,2,7:52.0,B. Griffin makes free throw 1 of 1,,28,45
145,2,7:31.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),28,47
146,2,7:17.0,B. Griffin misses 2-pt hook shot from 4 ft,,28,47
147,2,7:16.0,Offensive rebound by D. Jordan,,28,47
148,2,7:16.0,D. Jordan makes 2-pt layup from 1 ft,,30,47
149,2,7:03.0,,M. Brogdon misses 2-pt layup from 2 ft,30,47
150,2,7:01.0,Defensive rebound by D. Jordan,,30,47
151,2,6:59.0,Personal foul by G. Antetokounmpo (drawn by B. Griffin),,30,47
152,2,6:59.0,,K. Middleton enters the game for M. Brogdon,30,47
153,2,6:48.0,Turnover by A. Rivers (bad pass; steal by J. Terry),,30,47
154,2,6:39.0,,K. Middleton makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),30,49
155,2,6:39.0,,Shooting foul by C. Paul (drawn by K. Middleton),30,49
156,2,6:39.0,,T. Snell enters the game for J. Terry,30,49
157,2,6:39.0,,K. Middleton makes free throw 1 of 1,30,50
158,2,6:31.0,Turnover by B. Griffin (dbl dribble),,30,50
159,2,6:21.0,,T. Maker misses 3-pt jump shot from 25 ft,30,50
160,2,6:20.0,Defensive rebound by C. Paul,,30,50
161,2,6:14.0,Turnover by A. Rivers (bad pass),,30,50
162,2,6:02.0,,T. Maker makes 2-pt dunk at rim (assist by K. Middleton),30,52
163,2,5:48.0,Personal block foul by G. Antetokounmpo (drawn by C. Paul),,30,52
164,2,5:48.0,,Milwaukee full timeout,30,52
165,2,5:48.0,L. Mbah a Moute enters the game for A. Rivers,,30,52
166,2,5:48.0,,G. Monroe enters the game for G. Antetokounmpo,30,52
167,2,5:33.0,D. Jordan makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),,32,52
168,2,5:10.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by T. Snell),32,55
169,2,4:59.0,Personal block foul by M. Dellavedova (drawn by C. Paul),,32,55
170,2,4:59.0,C. Paul makes free throw 1 of 2,,33,55
171,2,4:59.0,C. Paul makes free throw 2 of 2,,34,55
172,2,4:47.0,,Turnover by K. Middleton (bad pass; steal by L. Mbah a Moute),34,55
173,2,4:34.0,D. Jordan makes 2-pt jump shot from 5 ft (assist by J. Redick),,36,55
174,2,4:20.0,,K. Middleton misses 2-pt jump shot from 19 ft,36,55
175,2,4:18.0,Defensive rebound by B. Griffin,,36,55
176,2,4:13.0,Offensive foul by C. Paul (drawn by K. Middleton),,36,55
177,2,4:13.0,Turnover by C. Paul (offensive foul),,36,55
178,2,4:09.0,Technical foul by C. Paul,,36,55
179,2,4:09.0,,K. Middleton makes technical free throw,36,56
180,2,3:56.0,,K. Middleton misses 3-pt jump shot from 27 ft,36,56
181,2,3:55.0,Defensive rebound by B. Griffin,,36,56
182,2,3:42.0,J. Redick misses 2-pt jump shot from 5 ft (block by T. Maker),,36,56
183,2,3:41.0,,Defensive rebound by T. Snell,36,56
184,2,3:35.0,,T. Maker misses 2-pt jump shot from 12 ft,36,56
185,2,3:34.0,Defensive rebound by C. Paul,,36,56
186,2,3:30.0,Shooting block foul by K. Middleton (drawn by B. Griffin),,36,56
187,2,3:30.0,B. Griffin makes free throw 1 of 2,,37,56
188,2,3:30.0,A. Rivers enters the game for C. Paul,,37,56
189,2,3:30.0,B. Griffin makes free throw 2 of 2,,38,56
190,2,3:07.0,,G. Monroe misses 2-pt hook shot from 3 ft,38,56
191,2,3:06.0,,Offensive rebound by Team,38,56
192,2,2:57.0,,G. Monroe makes 2-pt layup at rim (assist by T. Maker),38,58
193,2,2:50.0,Personal take foul by M. Dellavedova (drawn by D. Jordan),,38,58
194,2,2:50.0,LA Clippers full timeout,,38,58
195,2,2:50.0,D. Jordan misses free throw 1 of 2,,38,58
196,2,2:50.0,Offensive rebound by Team,,38,58
197,2,2:50.0,D. Jordan makes free throw 2 of 2,,39,58
198,2,2:26.0,,Turnover by Team (shot clock),39,58
199,2,2:14.0,Turnover by J. Redick (bad pass),,39,58
200,2,2:13.0,Loose ball foul by D. Jordan (drawn by K. Middleton),,39,58
201,2,2:13.0,,K. Middleton makes free throw 1 of 2,39,59
202,2,2:13.0,B. Bass enters the game for D. Jordan,,39,59
203,2,2:13.0,,K. Middleton makes free throw 2 of 2,39,60
204,2,1:59.0,B. Griffin makes 2-pt jump shot from 18 ft,,41,60
205,2,1:39.0,,T. Maker misses 3-pt jump shot from 24 ft,41,60
206,2,1:37.0,Defensive rebound by B. Bass,,41,60
207,2,1:26.0,Turnover by B. Griffin (bad pass; steal by K. Middleton),,41,60
208,2,1:22.0,,T. Maker makes 2-pt dunk at rim (assist by K. Middleton),41,62
209,2,1:02.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),,44,62
210,2,0:50.0,,M. Dellavedova makes 2-pt jump shot from 17 ft,44,64
211,2,0:50.0,LA Clippers full timeout,,44,64
212,2,0:50.0,J. Crawford enters the game for L. Mbah a Moute,,44,64
213,2,0:36.0,B. Griffin makes 2-pt jump shot from 19 ft,,46,64
214,2,0:24.0,,G. Monroe makes 2-pt layup at rim (assist by M. Dellavedova),46,66
215,2,0:03.0,Shooting block foul by M. Dellavedova (drawn by A. Rivers),,46,66
216,2,0:03.0,A. Rivers misses free throw 1 of 2,,46,66
217,2,0:03.0,Offensive rebound by Team,,46,66
218,2,0:03.0,L. Mbah a Moute enters the game for J. Crawford,,46,66
219,2,0:03.0,A. Rivers makes free throw 2 of 2,,47,66
220,3,11:35.0,,T. Maker misses 2-pt layup from 1 ft,47,66
221,3,11:33.0,Defensive rebound by B. Griffin,,47,66
222,3,11:25.0,Def 3 sec tech foul by K. Middleton,,47,66
223,3,11:25.0,J. Redick makes technical free throw,,48,66
224,3,11:16.0,B. Griffin makes 2-pt jump shot from 21 ft,,50,66
225,3,11:07.0,,Personal foul by B. Griffin (drawn by T. Snell),50,66
226,3,10:57.0,,T. Snell misses 2-pt jump shot from 3 ft,50,66
227,3,10:56.0,Defensive rebound by D. Jordan,,50,66
228,3,10:43.0,Shooting foul by T. Maker (drawn by D. Jordan),,50,66
229,3,10:43.0,D. Jordan misses free throw 1 of 2,,50,66
230,3,10:43.0,Offensive rebound by Team,,50,66
231,3,10:43.0,D. Jordan misses free throw 2 of 2,,50,66
232,3,10:42.0,,Defensive rebound by K. Middleton,50,66
233,3,10:17.0,,K. Middleton misses 3-pt jump shot from 28 ft,50,66
234,3,10:16.0,Defensive rebound by D. Jordan,,50,66
235,3,9:53.0,C. Paul misses 2-pt jump shot from 19 ft (block by G. Antetokounmpo),,50,66
236,3,9:51.0,,Defensive rebound by T. Snell,50,66
237,3,9:51.0,,Turnover by T. Snell (bad pass),50,66
238,3,9:41.0,D. Jordan misses 2-pt layup from 2 ft,,50,66
239,3,9:39.0,,Defensive rebound by T. Snell,50,66
240,3,9:28.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,50,66
241,3,9:27.0,,Offensive rebound by Team,50,66
242,3,9:18.0,,Turnover by M. Brogdon (bad pass),50,66
243,3,9:04.0,B. Griffin makes 2-pt layup at rim (assist by J. Redick),,52,66
244,3,8:36.0,,Turnover by Team (shot clock),52,66
245,3,8:36.0,,M. Dellavedova enters the game for M. Brogdon,52,66
246,3,8:36.0,,G. Monroe enters the game for T. Maker,52,66
247,3,8:20.0,J. Redick makes 2-pt layup at rim (assist by C. Paul),,54,66
248,3,8:20.0,,Milwaukee full timeout,54,66
249,3,8:10.0,,T. Snell misses 3-pt jump shot from 23 ft,54,66
250,3,8:08.0,Defensive rebound by D. Jordan,,54,66
251,3,7:59.0,J. Redick misses 2-pt jump shot from 14 ft,,54,66
252,3,7:58.0,Offensive rebound by L. Mbah a Moute,,54,66
253,3,7:46.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,54,66
254,3,7:45.0,,Defensive rebound by G. Antetokounmpo,54,66
255,3,7:35.0,,Turnover by G. Monroe (traveling),54,66
256,3,7:17.0,B. Griffin makes 2-pt jump shot from 15 ft (assist by C. Paul),,56,66
257,3,7:02.0,,M. Dellavedova makes 2-pt layup at rim (assist by G. Monroe),56,68
258,3,6:57.0,LA Clippers full timeout,,56,68
259,3,6:43.0,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),,58,68
260,3,6:19.0,,M. Dellavedova makes 2-pt jump shot from 10 ft,58,70
261,3,5:54.0,C. Paul makes 3-pt jump shot from 25 ft,,61,70
262,3,5:41.0,,Shooting foul by C. Paul (drawn by G. Antetokounmpo),61,70
263,3,5:41.0,,G. Antetokounmpo misses free throw 1 of 2,61,70
264,3,5:41.0,,Offensive rebound by Team,61,70
265,3,5:41.0,,G. Antetokounmpo makes free throw 2 of 2,61,71
266,3,5:25.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by J. Redick),,63,71
267,3,5:05.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),63,73
268,3,4:39.0,C. Paul makes 3-pt jump shot from 29 ft (assist by B. Griffin),,66,73
269,3,4:21.0,,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by G. Monroe),66,75
270,3,3:57.0,B. Griffin misses 2-pt jump shot from 21 ft,,66,75
271,3,3:56.0,Offensive rebound by L. Mbah a Moute,,66,75
272,3,3:52.0,,Offensive charge foul by J. Redick (drawn by G. Monroe),66,75
273,3,3:52.0,Turnover by J. Redick (offensive foul),,66,75
274,3,3:39.0,,G. Monroe misses 2-pt hook shot from 5 ft,66,75
275,3,3:37.0,Defensive rebound by J. Redick,,66,75
276,3,3:17.0,C. Paul makes 3-pt jump shot from 23 ft (assist by B. Griffin),,69,75
277,3,2:51.0,,G. Monroe makes 2-pt jump shot from 11 ft (assist by M. Dellavedova),69,77
278,3,2:34.0,Personal foul by T. Snell (drawn by J. Redick),,69,77
279,3,2:34.0,,J. Terry enters the game for T. Snell,69,77
280,3,2:34.0,,M. Brogdon enters the game for K. Middleton,69,77
281,3,2:19.0,C. Paul makes 2-pt jump shot from 14 ft,,71,77
282,3,1:58.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,71,77
283,3,1:57.0,Defensive rebound by B. Griffin,,71,77
284,3,1:41.0,C. Paul makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),,74,77
285,3,1:41.0,,Milwaukee full timeout,74,77
286,3,1:41.0,A. Rivers enters the game for J. Redick,,74,77
287,3,1:41.0,J. Crawford enters the game for C. Paul,,74,77
288,3,1:29.0,,Turnover by G. Antetokounmpo (bad pass; steal by L. Mbah a Moute),74,77
289,3,1:20.0,Personal foul by M. Brogdon (drawn by B. Griffin),,74,77
290,3,1:13.0,Turnover by B. Griffin (bad pass; steal by G. Monroe),,74,77
291,3,1:07.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),74,80
292,3,0:48.0,Turnover by J. Crawford (bad pass; steal by G. Monroe),,74,80
293,3,0:45.0,,Personal foul by B. Griffin (drawn by G. Antetokounmpo),74,80
294,3,0:45.0,R. Felton enters the game for L. Mbah a Moute,,74,80
295,3,0:38.0,,G. Monroe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),74,82
296,3,0:25.0,Shooting foul by G. Monroe (drawn by B. Griffin),,74,82
297,3,0:25.0,B. Griffin makes free throw 1 of 2,,75,82
298,3,0:25.0,B. Griffin makes free throw 2 of 2,,76,82
299,3,0:07.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Dellavedova),76,84
300,3,0:07.0,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),76,84
301,3,0:07.0,C. Paul enters the game for D. Jordan,,76,84
302,3,0:07.0,,G. Antetokounmpo makes free throw 1 of 1,76,85
303,3,0:00.0,C. Paul misses 2-pt layup at rim (block by G. Antetokounmpo),,76,85
304,3,0:00.0,,Defensive rebound by M. Brogdon,76,85
305,4,11:51.0,Personal foul by G. Monroe (drawn by B. Griffin),,76,85
306,4,11:47.0,Turnover by A. Rivers (dbl dribble),,76,85
307,4,11:38.0,,Turnover by M. Dellavedova (lost ball),76,85
308,4,11:38.0,,Loose ball foul by M. Dellavedova (drawn by R. Felton),76,85
309,4,11:12.0,M. Speights misses 3-pt jump shot from 29 ft,,76,85
310,4,11:10.0,,Defensive rebound by G. Monroe,76,85
311,4,10:59.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),76,87
312,4,10:35.0,A. Rivers misses 2-pt layup from 2 ft,,76,87
313,4,10:33.0,,Defensive rebound by K. Middleton,76,87
314,4,10:30.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),76,89
315,4,10:29.0,LA Clippers full timeout,,76,89
316,4,10:13.0,R. Felton misses 2-pt jump shot from 8 ft,,76,89
317,4,10:10.0,Offensive rebound by R. Felton,,76,89
318,4,10:02.0,B. Griffin misses 3-pt jump shot from 26 ft,,76,89
319,4,10:00.0,,Defensive rebound by K. Middleton,76,89
320,4,9:47.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by K. Middleton),76,92
321,4,9:19.0,J. Crawford makes 2-pt jump shot from 10 ft,,78,92
322,4,8:51.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),78,95
323,4,8:26.0,R. Felton makes 2-pt layup from 4 ft,,80,95
324,4,8:13.0,,Offensive foul by K. Middleton (drawn by A. Rivers),80,95
325,4,8:13.0,,Turnover by K. Middleton (offensive foul),80,95
326,4,8:13.0,Official timeout,,80,95
327,4,8:13.0,C. Paul enters the game for A. Rivers,,80,95
328,4,8:13.0,J. Redick enters the game for M. Speights,,80,95
329,4,8:13.0,D. Jordan enters the game for R. Felton,,80,95
330,4,8:13.0,,M. Teletović enters the game for G. Antetokounmpo,80,95
331,4,8:04.0,Turnover by J. Crawford (bad pass; steal by K. Middleton),,80,95
332,4,7:56.0,,Personal foul by C. Paul (drawn by K. Middleton),80,95
333,4,7:56.0,L. Mbah a Moute enters the game for B. Griffin,,80,95
334,4,7:50.0,,Shooting foul by J. Crawford (drawn by G. Monroe),80,95
335,4,7:50.0,,G. Monroe makes free throw 1 of 2,80,96
336,4,7:50.0,A. Rivers enters the game for J. Crawford,,80,96
337,4,7:50.0,,G. Monroe makes free throw 2 of 2,80,97
338,4,7:34.0,A. Rivers misses 2-pt layup from 2 ft (block by G. Monroe),,80,97
339,4,7:33.0,,Defensive rebound by M. Teletović,80,97
340,4,7:10.0,,K. Middleton misses 2-pt jump shot from 12 ft,80,97
341,4,7:09.0,Defensive rebound by J. Redick,,80,97
342,4,6:55.0,Turnover by C. Paul (bad pass; steal by M. Teletović),,80,97
343,4,6:39.0,,M. Dellavedova makes 2-pt layup from 2 ft,80,99
344,4,6:13.0,J. Redick misses 2-pt jump shot from 5 ft,,80,99
345,4,6:12.0,,Defensive rebound by K. Middleton,80,99
346,4,6:00.0,,G. Monroe misses 2-pt jump shot from 14 ft,80,99
347,4,5:59.0,Defensive rebound by A. Rivers,,80,99
348,4,5:49.0,D. Jordan makes 2-pt layup at rim (assist by C. Paul),,82,99
349,4,5:49.0,Shooting foul by M. Teletović (drawn by D. Jordan),,82,99
350,4,5:49.0,,Milwaukee full timeout,82,99
351,4,5:49.0,D. Jordan misses free throw 1 of 1,,82,99
352,4,5:49.0,,M. Brogdon enters the game for K. Middleton,82,99
353,4,5:49.0,,T. Maker enters the game for G. Monroe,82,99
354,4,5:49.0,,G. Antetokounmpo enters the game for M. Teletović,82,99
355,4,5:47.0,,Defensive rebound by T. Maker,82,99
356,4,5:38.0,,Turnover by M. Dellavedova (bad pass; steal by C. Paul),82,99
357,4,5:36.0,Shooting block foul by M. Brogdon (drawn by A. Rivers),,82,99
358,4,5:36.0,A. Rivers misses free throw 1 of 2,,82,99
359,4,5:36.0,Offensive rebound by Team,,82,99
360,4,5:36.0,A. Rivers makes free throw 2 of 2,,83,99
361,4,5:22.0,,T. Maker misses 3-pt jump shot from 27 ft,83,99
362,4,5:21.0,Defensive rebound by J. Redick,,83,99
363,4,5:15.0,Shooting foul by T. Maker (drawn by D. Jordan),,83,99
364,4,5:15.0,D. Jordan misses free throw 1 of 2,,83,99
365,4,5:15.0,Offensive rebound by Team,,83,99
366,4,5:15.0,,G. Monroe enters the game for T. Maker,83,99
367,4,5:15.0,B. Griffin enters the game for L. Mbah a Moute,,83,99
368,4,5:15.0,D. Jordan makes free throw 2 of 2,,84,99
369,4,5:04.0,,J. Terry misses 3-pt jump shot from 23 ft,84,99
370,4,5:03.0,Defensive rebound by B. Griffin,,84,99
371,4,4:55.0,C. Paul misses 3-pt jump shot from 29 ft,,84,99
372,4,4:54.0,Offensive rebound by D. Jordan,,84,99
373,4,4:54.0,D. Jordan misses 2-pt layup from 1 ft,,84,99
374,4,4:52.0,Offensive rebound by D. Jordan,,84,99
375,4,4:51.0,Turnover by D. Jordan (lost ball),,84,99
