,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
388,4,4:57.0,,E. Bledsoe makes free throw 1 of 2,87,101
389,4,4:57.0,,E. Bledsoe makes free throw 2 of 2,87,102
390,4,4:37.0,R. Rondo misses 2-pt jump shot from 20 ft,,87,102
391,4,4:35.0,,Defensive rebound by D. Booker,87,102
392,4,4:20.0,,D. Booker makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),87,104
393,4,4:20.0,Chicago full timeout,,87,104
394,4,4:20.0,M. Carter-Williams enters the game for J. Butler,,87,104
395,4,4:20.0,B. Portis enters the game for T. Gibson,,87,104
396,4,4:20.0,D. Valentine enters the game for D. Wade,,87,104
397,4,4:20.0,I. Canaan enters the game for R. Rondo,,87,104
398,4,4:06.0,D. Valentine misses 3-pt jump shot from 25 ft,,87,104
399,4,4:05.0,,Defensive rebound by P. Tucker,87,104
400,4,3:50.0,,A. Williams makes 2-pt jump shot from 4 ft (assist by D. Booker),87,106
401,4,3:37.0,B. Portis misses 2-pt jump shot from 14 ft,,87,106
402,4,3:36.0,,Defensive rebound by Team,87,106
403,4,3:28.0,,Turnover by E. Bledsoe (bad pass; steal by B. Portis),87,106
404,4,3:22.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by B. Portis),,89,106
405,4,2:58.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),89,109
406,4,2:43.0,C. Felício makes 2-pt dunk at rim (assist by M. Carter-Williams),,91,109
407,4,2:18.0,,P. Tucker misses 3-pt jump shot from 26 ft,91,109
408,4,2:17.0,,Offensive rebound by D. Booker,91,109
409,4,2:09.0,,Phoenix full timeout,91,109
410,4,2:09.0,,R. Price enters the game for D. Booker,91,109
411,4,2:09.0,,L. Barbosa enters the game for E. Bledsoe,91,109
412,4,2:09.0,,T. Ulis enters the game for P. Tucker,91,109
413,4,2:00.0,,A. Williams misses 2-pt hook shot from 10 ft,91,109
414,4,1:58.0,Defensive rebound by D. Valentine,,91,109
415,4,1:46.0,C. Felício misses 2-pt hook shot from 9 ft,,91,109
416,4,1:45.0,Offensive rebound by B. Portis,,91,109
417,4,1:45.0,Shooting foul by T. Warren (drawn by B. Portis),,91,109
418,4,1:45.0,B. Portis makes free throw 1 of 2,,92,109
419,4,1:45.0,B. Portis makes free throw 2 of 2,,93,109
420,4,1:27.0,,A. Williams makes 2-pt layup from 2 ft (assist by T. Ulis),93,111
421,4,1:09.0,M. Carter-Williams makes 2-pt layup from 1 ft,,95,111
422,4,0:57.0,,T. Ulis makes 2-pt jump shot from 13 ft,95,113
423,4,0:38.0,B. Portis misses 2-pt jump shot from 15 ft,,95,113
424,4,0:36.0,Offensive rebound by C. Felício,,95,113
425,4,0:36.0,C. Felício misses 2-pt layup from 2 ft,,95,113
426,4,0:34.0,,Defensive rebound by A. Williams,95,113
427,4,0:15.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by T. Ulis),95,115
428,4,0:02.0,B. Portis makes 2-pt jump shot from 19 ft (assist by I. Canaan),,97,115
