,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
391,4,6:48.0,,J. Wall misses 3-pt jump shot from 23 ft,88,87
392,4,6:47.0,,Offensive rebound by Team,88,87
393,4,6:42.0,,M. Thornton misses 3-pt jump shot from 26 ft,88,87
394,4,6:42.0,Defensive rebound by J. Dudley,,88,87
395,4,6:27.0,E. Bledsoe makes 2-pt jump shot from 11 ft (assist by J. Dudley),,90,87
396,4,6:15.0,,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),90,89
397,4,6:08.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,90,89
398,4,6:07.0,Offensive rebound by A. Williams,,90,89
399,4,6:06.0,Personal foul by J. Wall (drawn by A. Williams),,90,89
400,4,6:06.0,,Violation by Team (jump ball),90,89
401,4,6:06.0,,Technical foul by Team,90,89
402,4,6:06.0,E. Bledsoe makes technical free throw,,91,89
403,4,5:53.0,Turnover by A. Williams (lost ball),,91,89
404,4,5:53.0,,Washington full timeout,91,89
405,4,5:45.0,D. Booker enters the game for A. Williams,,91,89
406,4,5:45.0,A. Len enters the game for L. Barbosa,,91,89
407,4,5:45.0,B. Knight enters the game for T. Ulis,,91,89
408,4,5:45.0,,M. Morris enters the game for K. Oubre,91,89
409,4,5:39.0,,Shooting foul by D. Booker (drawn by B. Beal),91,89
410,4,5:39.0,,B. Beal misses free throw 1 of 2,91,89
411,4,5:39.0,,Offensive rebound by Team,91,89
412,4,5:39.0,,B. Beal makes free throw 2 of 2,91,90
413,4,5:28.0,Shooting foul by M. Gortat (drawn by E. Bledsoe),,91,90
414,4,5:28.0,E. Bledsoe makes free throw 1 of 2,,92,90
415,4,5:28.0,E. Bledsoe makes free throw 2 of 2,,93,90
416,4,5:12.0,,B. Beal makes 3-pt jump shot from 22 ft (assist by J. Wall),93,93
417,4,4:49.0,D. Booker misses 3-pt jump shot from 27 ft,,93,93
418,4,4:47.0,,Defensive rebound by M. Gortat,93,93
419,4,4:31.0,,B. Beal misses 3-pt jump shot from 27 ft,93,93
420,4,4:29.0,,Offensive rebound by M. Morris,93,93
421,4,4:22.0,,J. Wall makes 2-pt jump shot from 14 ft,93,95
422,4,4:05.0,Turnover by A. Len (lost ball),,93,95
423,4,3:51.0,,J. Wall misses 2-pt jump shot from 15 ft (block by E. Bledsoe),93,95
424,4,3:48.0,Defensive rebound by J. Dudley,,93,95
425,4,3:45.0,E. Bledsoe misses 2-pt jump shot from 6 ft,,93,95
426,4,3:45.0,Offensive rebound by Team,,93,95
427,4,3:45.0,Personal foul by M. Gortat (drawn by A. Len),,93,95
428,4,3:28.0,Shooting foul by B. Beal (drawn by A. Len),,93,95
429,4,3:28.0,A. Len misses free throw 1 of 2,,93,95
430,4,3:28.0,Offensive rebound by Team,,93,95
431,4,3:28.0,A. Len makes free throw 2 of 2,,94,95
432,4,3:14.0,,B. Beal makes 2-pt layup at rim (assist by J. Wall),94,97
433,4,2:56.0,D. Booker misses 2-pt jump shot from 22 ft,,94,97
434,4,2:55.0,,Defensive rebound by B. Beal,94,97
435,4,2:55.0,,Personal foul by D. Booker (drawn by B. Beal),94,97
436,4,2:55.0,Phoenix full timeout,,94,97
437,4,2:55.0,,B. Beal makes free throw 1 of 2,94,98
438,4,2:55.0,P. Tucker enters the game for B. Knight,,94,98
439,4,2:55.0,,B. Beal makes free throw 2 of 2,94,99
440,4,2:23.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,94,99
441,4,2:20.0,Offensive rebound by D. Booker,,94,99
442,4,2:18.0,D. Booker makes 3-pt jump shot from 26 ft,,97,99
443,4,2:08.0,,M. Morris misses 3-pt jump shot from 27 ft,97,99
444,4,2:06.0,Defensive rebound by E. Bledsoe,,97,99
445,4,2:03.0,E. Bledsoe misses 2-pt layup from 2 ft (block by J. Wall),,97,99
446,4,2:02.0,Offensive rebound by Team,,97,99
447,4,1:57.0,D. Booker makes 2-pt jump shot from 18 ft (assist by J. Dudley),,99,99
448,4,1:44.0,,J. Wall misses 2-pt jump shot from 17 ft,99,99
449,4,1:43.0,,Offensive rebound by M. Morris,99,99
450,4,1:41.0,,M. Morris misses 2-pt layup from 2 ft,99,99
451,4,1:40.0,Defensive rebound by A. Len,,99,99
452,4,1:27.0,D. Booker makes 2-pt jump shot from 15 ft,,101,99
453,4,1:27.0,,Washington full timeout,101,99
454,4,1:08.0,,M. Gortat misses 2-pt layup from 1 ft (block by A. Len),101,99
455,4,1:08.0,,Offensive rebound by J. Wall,101,99
456,4,1:08.0,,J. Wall makes 2-pt layup at rim,101,101
457,4,1:08.0,,Shooting foul by E. Bledsoe (drawn by J. Wall),101,101
458,4,1:08.0,,K. Oubre enters the game for M. Thornton,101,101
459,4,1:08.0,,J. Wall makes free throw 1 of 1,101,102
460,4,0:57.0,J. Dudley misses 3-pt jump shot from 23 ft,,101,102
461,4,0:56.0,,Defensive rebound by K. Oubre,101,102
462,4,0:38.0,,J. Wall makes 2-pt jump shot from 17 ft,101,104
463,4,0:38.0,Phoenix full timeout,,101,104
464,4,0:31.0,E. Bledsoe misses 2-pt jump shot from 3 ft (block by M. Gortat),,101,104
465,4,0:28.0,Offensive rebound by Team,,101,104
466,4,0:26.0,D. Booker misses 2-pt layup from 2 ft,,101,104
467,4,0:25.0,,Defensive rebound by B. Beal,101,104
468,4,0:21.0,,Personal take foul by J. Dudley (drawn by J. Wall),101,104
469,4,0:21.0,,J. Wall makes free throw 1 of 2,101,105
470,4,0:21.0,,J. Wall makes free throw 2 of 2,101,106
471,4,0:21.0,Phoenix full timeout,,101,106
472,4,0:14.0,D. Booker misses 3-pt jump shot from 28 ft,,101,106
473,4,0:13.0,Offensive rebound by E. Bledsoe,,101,106
474,4,0:09.0,E. Bledsoe misses 2-pt jump shot from 23 ft,,101,106
475,4,0:07.0,,Defensive rebound by Team,101,106
476,4,0:07.0,,Washington full timeout,101,106
477,4,0:07.0,,Personal take foul by A. Len (drawn by M. Morris),101,106
478,4,0:07.0,,M. Morris misses free throw 1 of 2,101,106
479,4,0:07.0,,Offensive rebound by Team,101,106
480,4,0:07.0,,M. Morris misses free throw 2 of 2,101,106
481,4,0:07.0,Defensive rebound by A. Len,,101,106
482,4,0:07.0,,M. Thornton enters the game for M. Gortat,101,106
483,4,0:02.0,Turnover by D. Booker (lost ball; steal by J. Wall),,101,106
