,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
387,4,4:20.0,,J. Wall misses free throw 1 of 2,83,85
388,4,4:20.0,,Offensive rebound by Team,83,85
389,4,4:20.0,,J. Wall makes free throw 2 of 2,83,86
390,4,3:58.0,Turnover by N. Jokić (traveling),,83,86
391,4,3:47.0,,J. Wall makes 2-pt jump shot from 21 ft,83,88
392,4,3:46.0,Denver full timeout,,83,88
393,4,3:35.0,W. Chandler misses 2-pt layup from 2 ft (block by O. Porter),,83,88
394,4,3:32.0,Offensive rebound by N. Jokić,,83,88
395,4,3:25.0,D. Gallinari misses 3-pt jump shot from 28 ft,,83,88
396,4,3:24.0,Offensive rebound by N. Jokić,,83,88
397,4,3:18.0,W. Barton misses 3-pt jump shot from 29 ft,,83,88
398,4,3:16.0,,Defensive rebound by J. Wall,83,88
399,4,2:54.0,,J. Wall misses 3-pt jump shot from 34 ft,83,88
400,4,2:52.0,Defensive rebound by W. Chandler,,83,88
401,4,2:44.0,Turnover by J. Nelson (bad pass; steal by O. Porter),,83,88
402,4,2:39.0,,Turnover by B. Beal (bad pass),83,88
403,4,2:25.0,J. Nelson makes 2-pt jump shot from 21 ft,,85,88
404,4,2:05.0,,K. Oubre misses 2-pt jump shot from 20 ft,85,88
405,4,2:02.0,Defensive rebound by N. Jokić,,85,88
406,4,1:44.0,Turnover by D. Gallinari (bad pass; steal by J. Wall),,85,88
407,4,1:41.0,,Personal take foul by J. Nelson (drawn by B. Beal),85,88
408,4,1:41.0,,B. Beal makes free throw 1 of 2,85,89
409,4,1:41.0,,B. Beal makes free throw 2 of 2,85,90
410,4,1:30.0,D. Gallinari misses 3-pt jump shot from 25 ft,,85,90
411,4,1:29.0,,Defensive rebound by K. Oubre,85,90
412,4,1:20.0,,B. Beal misses 3-pt jump shot from 23 ft,85,90
413,4,1:18.0,,Offensive rebound by K. Oubre,85,90
414,4,1:16.0,,K. Oubre misses 2-pt layup from 1 ft,85,90
415,4,1:15.0,Defensive rebound by J. Nelson,,85,90
416,4,1:03.0,W. Chandler misses 3-pt jump shot from 23 ft,,85,90
417,4,1:01.0,Offensive rebound by Team,,85,90
418,4,0:58.0,W. Barton misses 3-pt jump shot from 24 ft,,85,90
419,4,0:57.0,Offensive rebound by W. Chandler,,85,90
420,4,0:54.0,D. Gallinari misses 3-pt jump shot from 29 ft,,85,90
421,4,0:53.0,Offensive rebound by W. Barton,,85,90
422,4,0:49.0,J. Nelson misses 3-pt jump shot from 23 ft,,85,90
423,4,0:47.0,,Defensive rebound by B. Beal,85,90
424,4,0:46.0,,Washington full timeout,85,90
425,4,0:46.0,A. Gee enters the game for D. Gallinari,,85,90
426,4,0:30.0,,Offensive foul by J. Wall (drawn by J. Nelson),85,90
427,4,0:30.0,,Turnover by J. Wall (offensive foul),85,90
428,4,0:30.0,Denver full timeout,,85,90
429,4,0:30.0,D. Gallinari enters the game for A. Gee,,85,90
430,4,0:21.0,W. Chandler misses 3-pt jump shot from 26 ft,,85,90
431,4,0:19.0,,Defensive rebound by J. Wall,85,90
432,4,0:15.0,,Personal take foul by N. Jokić (drawn by J. Wall),85,90
433,4,0:15.0,,J. Wall makes free throw 1 of 2,85,91
434,4,0:15.0,,J. Wall makes free throw 2 of 2,85,92
435,4,0:15.0,Denver full timeout,,85,92
436,4,0:15.0,Turnover by Team (5 sec inbounds),,85,92
437,4,0:15.0,,M. Morris enters the game for M. Gortat,85,92
