,QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
309,3,4:34.0,Defensive rebound by N. Jokić,,53,70
310,3,4:21.0,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),,56,70
311,3,4:14.0,,Personal take foul by J. Nelson (drawn by R. Gobert),56,70
312,3,4:14.0,,R. Gobert makes free throw 1 of 2,56,71
313,3,4:14.0,,R. Gobert makes free throw 2 of 2,56,72
314,3,3:54.0,D. Arthur misses 3-pt jump shot from 24 ft,,56,72
315,3,3:53.0,,Defensive rebound by R. Gobert,56,72
316,3,3:34.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by T. Lyles),56,75
317,3,3:25.0,Personal foul by R. Hood (drawn by J. Nelson),,56,75
318,3,3:12.0,D. Arthur makes 3-pt jump shot from 24 ft (assist by J. Murray),,59,75
319,3,2:47.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),59,77
320,3,2:38.0,J. Murray misses 3-pt jump shot from 25 ft,,59,77
321,3,2:37.0,,Defensive rebound by R. Hood,59,77
322,3,2:29.0,,R. Hood makes 2-pt hook shot from 8 ft,59,79
323,3,2:07.0,D. Arthur misses 3-pt jump shot from 24 ft,,59,79
324,3,2:07.0,,Defensive rebound by G. Hayward,59,79
325,3,1:57.0,,G. Hayward misses 2-pt jump shot from 3 ft,59,79
326,3,1:57.0,,Offensive rebound by R. Gobert,59,79
327,3,1:57.0,Loose ball foul by N. Jokić (drawn by R. Gobert),,59,79
328,3,1:57.0,,R. Gobert makes free throw 1 of 2,59,80
329,3,1:57.0,,S. Mack enters the game for G. Hill,59,80
330,3,1:57.0,,J. Johnson enters the game for G. Hayward,59,80
331,3,1:57.0,,R. Gobert makes free throw 2 of 2,59,81
332,3,1:46.0,Turnover by J. Nelson (lost ball),,59,81
333,3,1:46.0,,J. Withey enters the game for R. Gobert,59,81
334,3,1:34.0,,Personal foul by N. Jokić (drawn by J. Withey),59,81
335,3,1:34.0,,J. Withey misses free throw 1 of 2,59,81
336,3,1:34.0,,Offensive rebound by Team,59,81
337,3,1:34.0,J. Nurkić enters the game for N. Jokić,,59,81
338,3,1:34.0,,J. Withey makes free throw 2 of 2,59,82
339,3,1:23.0,D. Arthur makes 2-pt dunk at rim (assist by J. Murray),,61,82
340,3,1:06.0,,R. Hood misses 3-pt jump shot from 25 ft,61,82
341,3,1:06.0,Defensive rebound by J. Murray,,61,82
342,3,0:55.0,W. Chandler misses 2-pt layup from 2 ft,,61,82
343,3,0:55.0,,Defensive rebound by T. Lyles,61,82
344,3,0:49.0,,Utah full timeout,61,82
345,3,0:31.0,,R. Hood misses 2-pt jump shot from 13 ft,61,82
346,3,0:31.0,Defensive rebound by W. Chandler,,61,82
347,3,0:13.0,D. Arthur misses 3-pt jump shot from 24 ft,,61,82
348,3,0:13.0,Offensive rebound by J. Nurkić,,61,82
349,3,0:13.0,,Loose ball foul by J. Withey (drawn by J. Nurkić),61,82
350,3,0:13.0,J. Nurkić misses free throw 1 of 2,,61,82
351,3,0:13.0,Offensive rebound by Team,,61,82
352,3,0:13.0,J. Nurkić misses free throw 2 of 2,,61,82
353,3,0:12.0,,Defensive rebound by T. Lyles,61,82
354,3,0:01.0,,R. Hood makes 2-pt jump shot from 15 ft,61,84
355,4,11:42.0,,J. Johnson misses 2-pt jump shot from 6 ft,61,84
356,4,11:41.0,,Offensive rebound by T. Lyles,61,84
357,4,11:39.0,,T. Lyles makes 2-pt layup from 2 ft,61,86
358,4,11:25.0,K. Faried misses 2-pt layup from 2 ft,,61,86
359,4,11:24.0,,Defensive rebound by J. Withey,61,86
360,4,11:21.0,,Turnover by J. Withey (traveling),61,86
361,4,11:06.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by A. Gee),,64,86
362,4,10:46.0,Offensive charge foul by T. Lyles (drawn by K. Faried),,64,86
363,4,10:46.0,,Turnover by T. Lyles (offensive foul),64,86
364,4,10:46.0,,J. Ingles enters the game for T. Lyles,64,86
365,4,10:35.0,Shooting foul by J. Withey (drawn by M. Beasley),,64,86
366,4,10:35.0,M. Beasley makes free throw 1 of 2,,65,86
367,4,10:35.0,M. Beasley misses free throw 2 of 2,,65,86
368,4,10:34.0,,Defensive rebound by S. Mack,65,86
369,4,10:09.0,,J. Ingles misses 3-pt jump shot from 24 ft,65,86
370,4,10:09.0,Defensive rebound by K. Faried,,65,86
371,4,10:01.0,Turnover by J. Murray (bad pass; steal by G. Hayward),,65,86
372,4,9:55.0,,J. Ingles makes 2-pt layup from 3 ft (assist by G. Hayward),65,88
373,4,9:55.0,Denver full timeout,,65,88
374,4,9:38.0,M. Beasley misses 2-pt jump shot from 20 ft,,65,88
375,4,9:37.0,,Defensive rebound by G. Hayward,65,88
376,4,9:27.0,,Shooting foul by M. Beasley (drawn by G. Hayward),65,88
377,4,9:27.0,,G. Hayward makes free throw 1 of 2,65,89
378,4,9:27.0,,G. Hayward makes free throw 2 of 2,65,90
379,4,9:10.0,M. Beasley makes 2-pt jump shot from 18 ft,,67,90
380,4,8:49.0,,S. Mack misses 2-pt layup from 3 ft,67,90
381,4,8:48.0,,Offensive rebound by J. Withey,67,90
382,4,8:47.0,,J. Withey makes 2-pt layup from 2 ft,67,92
383,4,8:32.0,J. Murray makes 2-pt jump shot from 6 ft,,69,92
384,4,8:14.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),69,94
385,4,7:58.0,Personal foul by J. Ingles (drawn by J. Murray),,69,94
386,4,7:52.0,J. Murray misses 3-pt jump shot from 24 ft,,69,94
387,4,7:50.0,Offensive rebound by J. Hernangómez,,69,94
388,4,7:45.0,M. Beasley misses 3-pt jump shot from 24 ft,,69,94
389,4,7:44.0,,Defensive rebound by G. Hayward,69,94
390,4,7:31.0,,Shooting foul by K. Faried (drawn by G. Hayward),69,94
391,4,7:31.0,,G. Hayward makes 2-pt layup from 3 ft,69,96
392,4,7:31.0,N. Jokić enters the game for K. Faried,,69,96
393,4,7:31.0,,R. Gobert enters the game for J. Withey,69,96
394,4,7:31.0,,G. Hill enters the game for S. Mack,69,96
