,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
381,4,5:31.0,D. Collison makes 2-pt layup from 2 ft (assist by R. Gay),,107,93
382,4,5:31.0,Shooting foul by R. Foye (drawn by D. Collison),,107,93
383,4,5:31.0,,Technical foul by R. Foye,107,93
384,4,5:31.0,,Brooklyn full timeout,107,93
385,4,5:31.0,D. Collison makes technical free throw,,108,93
386,4,5:31.0,D. Collison misses free throw 1 of 1,,108,93
387,4,5:29.0,,Defensive rebound by B. Lopez,108,93
388,4,5:11.0,,Turnover by R. Foye (lost ball; steal by G. Temple),108,93
389,4,5:06.0,D. Collison makes 2-pt layup from 2 ft,,110,93
390,4,4:55.0,,S. Kilpatrick misses 2-pt jump shot from 17 ft,110,93
391,4,4:54.0,Defensive rebound by R. Gay,,110,93
392,4,4:53.0,Personal foul by T. Booker (drawn by R. Gay),,110,93
393,4,4:53.0,R. Gay makes free throw 1 of 2,,111,93
394,4,4:53.0,,J. Hamilton enters the game for B. Lopez,111,93
395,4,4:53.0,R. Gay makes free throw 2 of 2,,112,93
396,4,4:38.0,,T. Booker misses 2-pt jump shot from 6 ft,112,93
397,4,4:37.0,Defensive rebound by D. Cousins,,112,93
398,4,4:19.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by G. Temple),,115,93
399,4,4:08.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft,115,96
400,4,3:45.0,R. Gay misses 2-pt jump shot from 16 ft,,115,96
401,4,3:44.0,,Defensive rebound by J. Hamilton,115,96
402,4,3:36.0,,R. Foye misses 2-pt jump shot from 19 ft,115,96
403,4,3:35.0,Defensive rebound by Team,,115,96
404,4,3:35.0,,J. Harris enters the game for S. Kilpatrick,115,96
405,4,3:35.0,,I. Whitehead enters the game for R. Foye,115,96
406,4,3:35.0,,C. McCullough enters the game for T. Booker,115,96
407,4,3:18.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,117,96
408,4,3:18.0,Shooting foul by J. Harris (drawn by D. Cousins),,117,96
409,4,3:18.0,,Y. Ferrell enters the game for B. Bogdanović,117,96
410,4,3:18.0,T. Lawson enters the game for R. Gay,,117,96
411,4,3:18.0,W. Cauley-Stein enters the game for K. Koufos,,117,96
412,4,3:18.0,D. Cousins makes free throw 1 of 1,,118,96
413,4,3:00.0,,J. Harris makes 3-pt jump shot from 25 ft,118,99
414,4,2:53.0,Sacramento full timeout,,118,99
415,4,2:53.0,B. McLemore enters the game for D. Cousins,,118,99
416,4,2:34.0,G. Temple misses 3-pt jump shot from 24 ft,,118,99
417,4,2:34.0,,Defensive rebound by C. McCullough,118,99
418,4,2:16.0,,C. McCullough misses 3-pt jump shot from 25 ft,118,99
419,4,2:15.0,Defensive rebound by B. McLemore,,118,99
420,4,1:59.0,W. Cauley-Stein misses 2-pt hook shot from 3 ft,,118,99
421,4,1:58.0,,Defensive rebound by J. Hamilton,118,99
422,4,1:43.0,,I. Whitehead makes 3-pt jump shot from 24 ft (assist by J. Harris),118,102
423,4,1:24.0,B. McLemore misses 3-pt jump shot from 24 ft,,118,102
424,4,1:23.0,,Defensive rebound by I. Whitehead,118,102
425,4,1:17.0,,I. Whitehead misses 2-pt jump shot from 20 ft,118,102
426,4,1:16.0,Defensive rebound by T. Lawson,,118,102
427,4,1:07.0,T. Lawson makes 2-pt layup from 2 ft,,120,102
428,4,0:56.0,,I. Whitehead makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),120,105
429,4,0:35.0,B. McLemore makes 2-pt jump shot from 16 ft,,122,105
430,4,0:27.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,122,105
431,4,0:26.0,Defensive rebound by W. Cauley-Stein,,122,105
432,4,0:02.0,Turnover by Team (shot clock),,122,105
