,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
65,1,3:17.0,Offensive rebound by M. Gortat,,20,26
66,1,3:10.0,B. Beal misses 2-pt jump shot from 17 ft,,20,26
67,1,3:07.0,,Defensive rebound by G. Monroe,20,26
68,1,2:54.0,,Turnover by M. Brogdon (lost ball; steal by K. Oubre),20,26
69,1,2:49.0,J. Wall misses 2-pt layup from 1 ft (block by J. Parker),,20,26
70,1,2:47.0,,Defensive rebound by T. Snell,20,26
71,1,2:44.0,,T. Snell makes 2-pt layup from 2 ft,20,28
72,1,2:33.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by B. Beal),,23,28
73,1,2:08.0,,M. Teletović misses 2-pt jump shot from 15 ft,23,28
74,1,2:07.0,Defensive rebound by J. Wall,,23,28
75,1,2:00.0,J. Wall makes 2-pt layup at rim,,25,28
76,1,1:37.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by J. Parker),25,30
77,1,1:24.0,B. Beal makes 2-pt jump shot from 11 ft (assist by J. Wall),,27,30
78,1,1:09.0,,Personal foul by S. Mac (drawn by J. Parker),27,30
79,1,1:09.0,,G. Antetokounmpo enters the game for J. Parker,27,30
80,1,1:09.0,,J. Terry enters the game for T. Snell,27,30
81,1,1:07.0,,Personal foul by K. Oubre (drawn by G. Antetokounmpo),27,30
82,1,1:07.0,,G. Antetokounmpo makes free throw 1 of 2,27,31
83,1,1:07.0,M. Thornton enters the game for B. Beal,,27,30
84,1,1:07.0,,G. Antetokounmpo makes free throw 2 of 2,27,32
85,1,0:48.0,J. Wall makes 2-pt jump shot from 14 ft,,29,32
86,1,0:31.0,,G. Monroe makes 2-pt layup at rim (assist by M. Brogdon),29,34
87,1,0:07.0,J. Wall misses 2-pt jump shot from 5 ft,,29,34
88,1,0:06.0,,Defensive rebound by G. Monroe,29,34
89,1,0:02.0,,J. Terry makes 3-pt jump shot from 27 ft (assist by G. Monroe),29,37
90,1,0:00.0,S. Mac misses 3-pt jump shot from 40 ft,,29,37
91,1,0:00.0,Offensive rebound by Team,,29,37
92,2,11:40.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,29,39
93,2,11:23.0,S. Mac misses 3-pt jump shot from 25 ft,,29,39
94,2,11:20.0,,Defensive rebound by G. Monroe,29,39
95,2,11:17.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),29,41
96,2,10:59.0,Personal foul by G. Antetokounmpo (drawn by S. Mac),,29,41
97,2,10:48.0,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Burke),,32,41
98,2,10:37.0,,M. Dellavedova enters the game for M. Brogdon,32,41
99,2,10:37.0,J. Smith enters the game for M. Gortat,,32,41
100,2,10:29.0,,G. Monroe makes 2-pt hook shot from 3 ft,32,43
101,2,10:23.0,Offensive foul by J. Smith (drawn by J. Terry),,32,43
102,2,10:23.0,Turnover by J. Smith (offensive foul),,32,43
103,2,10:08.0,,G. Monroe makes 2-pt layup from 1 ft,32,45
104,2,9:53.0,M. Morris misses 2-pt layup from 1 ft (block by M. Teletović),,32,45
105,2,9:51.0,,Defensive rebound by J. Terry,32,45
106,2,9:32.0,,M. Teletović misses 3-pt jump shot from 24 ft,32,45
107,2,9:31.0,Defensive rebound by S. Mac,,32,45
108,2,9:26.0,T. Burke makes 2-pt layup at rim,,34,45
109,2,9:15.0,,G. Monroe makes 2-pt dunk at rim (assist by M. Dellavedova),34,47
110,2,9:15.0,Washington full timeout,,34,47
111,2,9:01.0,M. Morris makes 2-pt jump shot from 15 ft,,36,47
112,2,8:43.0,,Offensive foul by G. Monroe (drawn by J. Smith),36,47
113,2,8:43.0,,Turnover by G. Monroe (offensive foul),36,47
114,2,8:29.0,M. Morris misses 2-pt hook shot from 6 ft,,36,47
115,2,8:28.0,,Defensive rebound by G. Monroe,36,47
116,2,8:18.0,,Shooting foul by M. Morris (drawn by G. Antetokounmpo),36,47
117,2,8:18.0,,G. Antetokounmpo makes free throw 1 of 2,36,48
118,2,8:18.0,,J. Parker enters the game for M. Teletović,36,48
119,2,8:18.0,,G. Antetokounmpo makes free throw 2 of 2,36,49
120,2,8:05.0,M. Thornton misses 3-pt jump shot from 26 ft,,36,49
121,2,8:04.0,,Defensive rebound by G. Monroe,36,49
122,2,7:59.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),36,52
123,2,7:54.0,Washington full timeout,,36,52
124,2,7:54.0,J. Wall enters the game for M. Thornton,,36,52
125,2,7:54.0,B. Beal enters the game for T. Burke,,36,52
126,2,7:43.0,Turnover by B. Beal (bad pass; steal by G. Monroe),,36,52
127,2,7:39.0,,J. Parker makes 2-pt dunk at rim (assist by G. Monroe),36,54
128,2,7:13.0,Turnover by Team (shot clock),,36,54
129,2,7:13.0,,T. Snell enters the game for J. Terry,36,54
130,2,7:13.0,O. Porter enters the game for S. Mac,,36,54
131,2,6:55.0,,Shooting foul by J. Smith (drawn by G. Monroe),36,54
132,2,6:55.0,,G. Monroe makes free throw 1 of 2,36,55
133,2,6:55.0,M. Gortat enters the game for J. Smith,,36,55
134,2,6:55.0,,G. Monroe makes free throw 2 of 2,36,56
135,2,6:49.0,Personal foul by M. Dellavedova (drawn by J. Wall),,36,56
136,2,6:43.0,M. Gortat makes 2-pt jump shot from 8 ft (assist by B. Beal),,38,56
137,2,6:20.0,,Turnover by G. Monroe (lost ball),38,56
138,2,6:06.0,J. Wall makes 2-pt layup from 1 ft,,40,56
139,2,5:45.0,,M. Dellavedova misses 2-pt jump shot from 16 ft,40,56
140,2,5:44.0,Defensive rebound by O. Porter,,40,56
141,2,5:34.0,J. Wall misses 2-pt layup from 1 ft,,40,56
142,2,5:32.0,,Defensive rebound by G. Monroe,40,56
143,2,5:24.0,,J. Parker makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),40,58
144,2,5:10.0,M. Gortat makes 2-pt jump shot from 12 ft,,42,58
145,2,4:46.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,42,58
146,2,4:44.0,,Offensive rebound by J. Parker,42,58
147,2,4:44.0,,J. Parker makes 2-pt dunk at rim,42,60
148,2,4:24.0,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),,45,60
149,2,4:23.0,,Milwaukee full timeout,45,60
150,2,4:23.0,,J. Henson enters the game for T. Snell,45,60
151,2,4:23.0,,M. Brogdon enters the game for G. Monroe,45,60
152,2,4:01.0,,J. Henson misses 2-pt jump shot from 6 ft,45,60
153,2,3:59.0,,Offensive rebound by J. Parker,45,60
154,2,3:59.0,,J. Parker misses 2-pt layup at rim,45,60
155,2,3:57.0,Defensive rebound by M. Gortat,,45,60
156,2,3:57.0,Shooting foul by M. Brogdon (drawn by J. Wall),,45,60
157,2,3:57.0,J. Wall makes free throw 1 of 2,,46,60
158,2,3:57.0,J. Wall makes free throw 2 of 2,,47,60
159,2,3:46.0,,J. Henson makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),47,62
160,2,3:26.0,J. Wall misses 3-pt jump shot from 24 ft,,47,62
161,2,3:25.0,,Defensive rebound by J. Parker,47,62
162,2,3:19.0,,J. Parker makes 2-pt layup from 1 ft,47,64
163,2,2:59.0,Turnover by B. Beal (bad pass; steal by M. Brogdon),,47,64
164,2,2:55.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),47,66
165,2,2:55.0,Washington full timeout,,47,66
166,2,2:43.0,M. Morris makes 2-pt dunk at rim (assist by M. Gortat),,49,66
167,2,2:28.0,,Shooting foul by O. Porter (drawn by J. Henson),49,66
168,2,2:28.0,,J. Henson makes free throw 1 of 2,49,67
169,2,2:28.0,,J. Henson misses free throw 2 of 2,49,67
170,2,2:25.0,Defensive rebound by M. Gortat,,49,67
171,2,2:14.0,J. Wall misses 2-pt jump shot from 17 ft,,49,67
172,2,2:12.0,,Defensive rebound by G. Antetokounmpo,49,67
173,2,2:06.0,,Shooting foul by M. Gortat (drawn by G. Antetokounmpo),49,67
174,2,2:06.0,,G. Antetokounmpo makes free throw 1 of 2,49,68
175,2,2:06.0,,G. Antetokounmpo makes free throw 2 of 2,49,69
176,2,2:03.0,Personal foul by M. Dellavedova (drawn by J. Wall),,49,69
177,2,1:52.0,M. Gortat makes 2-pt hook shot from 4 ft (assist by B. Beal),,51,69
178,2,1:33.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,51,69
179,2,1:32.0,,Offensive rebound by G. Antetokounmpo,51,69
180,2,1:28.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,51,71
181,2,1:15.0,Personal foul by M. Brogdon (drawn by B. Beal),,51,71
182,2,1:15.0,B. Beal makes free throw 1 of 2,,52,71
183,2,1:15.0,,T. Snell enters the game for M. Brogdon,52,71
184,2,1:15.0,B. Beal makes free throw 2 of 2,,53,71
185,2,0:54.0,Violation by O. Porter (kicked ball),,53,71
186,2,0:47.0,,Shooting foul by M. Gortat (drawn by G. Antetokounmpo),53,71
187,2,0:47.0,,G. Antetokounmpo makes free throw 1 of 2,53,72
188,2,0:47.0,J. Smith enters the game for M. Gortat,,53,72
189,2,0:47.0,,G. Antetokounmpo makes free throw 2 of 2,53,73
190,2,0:35.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,55,73
191,2,0:18.0,,Turnover by J. Parker (lost ball),55,73
192,2,0:03.0,J. Smith makes 2-pt hook shot from 4 ft (assist by J. Wall),,57,73
193,2,0:03.0,Shooting foul by T. Snell (drawn by J. Smith),,57,73
194,2,0:03.0,K. Oubre enters the game for O. Porter,,57,73
195,2,0:03.0,J. Smith makes free throw 1 of 1,,58,73
196,2,0:00.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,58,73
197,2,0:00.0,,Offensive rebound by Team,58,73
198,3,11:51.0,,T. Snell makes 2-pt layup from 1 ft (assist by J. Henson),58,75
199,3,11:38.0,Turnover by B. Beal (offensive foul),,58,75
200,3,11:38.0,,Offensive charge foul by B. Beal (drawn by M. Dellavedova),58,75
201,3,11:21.0,,J. Parker misses 2-pt jump shot from 4 ft,58,75
202,3,11:20.0,Defensive rebound by O. Porter,,58,75
203,3,11:08.0,O. Porter misses 3-pt jump shot from 26 ft,,58,75
204,3,11:06.0,,Defensive rebound by G. Antetokounmpo,58,75
205,3,10:49.0,,M. Dellavedova makes 3-pt jump shot from 27 ft,58,78
206,3,10:32.0,Shooting foul by J. Henson (drawn by M. Morris),,58,78
207,3,10:32.0,M. Morris misses free throw 1 of 2,,58,78
208,3,10:32.0,Offensive rebound by Team,,58,78
209,3,10:32.0,M. Morris makes free throw 2 of 2,,59,78
210,3,10:17.0,,J. Parker misses 2-pt layup at rim,59,78
211,3,10:15.0,,Offensive rebound by J. Parker,59,78
212,3,10:14.0,,J. Parker misses 2-pt layup from 1 ft,59,78
213,3,10:13.0,Defensive rebound by J. Wall,,59,78
214,3,10:06.0,B. Beal misses 3-pt jump shot from 26 ft,,59,78
215,3,10:06.0,Offensive rebound by Team,,59,78
216,3,10:00.0,M. Gortat misses 2-pt dunk at rim,,59,78
217,3,9:59.0,Offensive rebound by O. Porter,,59,78
218,3,9:53.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,61,78
219,3,9:40.0,,Shooting foul by B. Beal (drawn by G. Antetokounmpo),61,78
220,3,9:40.0,,G. Antetokounmpo misses free throw 1 of 2,61,78
221,3,9:40.0,,Offensive rebound by Team,61,78
222,3,9:40.0,,G. Antetokounmpo makes free throw 2 of 2,61,79
223,3,9:28.0,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),,63,79
224,3,9:04.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,63,79
225,3,9:03.0,,Offensive rebound by J. Henson,63,79
226,3,8:58.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,63,79
227,3,8:57.0,Defensive rebound by M. Morris,,63,79
228,3,8:46.0,B. Beal misses 3-pt jump shot from 28 ft,,63,79
229,3,8:45.0,,Defensive rebound by G. Antetokounmpo,63,79
230,3,8:37.0,,T. Snell misses 3-pt jump shot from 26 ft,63,79
231,3,8:36.0,Defensive rebound by O. Porter,,63,79
232,3,8:11.0,J. Wall makes 2-pt jump shot from 16 ft,,65,79
233,3,7:59.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),65,81
234,3,7:59.0,,Shooting foul by M. Morris (drawn by G. Antetokounmpo),65,81
235,3,7:59.0,,G. Antetokounmpo makes free throw 1 of 1,65,82
236,3,7:43.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Gortat),,67,82
237,3,7:19.0,,T. Snell misses 3-pt jump shot from 24 ft,67,82
238,3,7:18.0,,Offensive rebound by J. Parker,67,82
239,3,7:10.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),67,84
240,3,6:55.0,Def 3 sec tech foul by J. Henson,,67,84
241,3,6:55.0,B. Beal makes technical free throw,,68,84
242,3,6:46.0,Turnover by M. Morris (lost ball; steal by G. Antetokounmpo),,68,84
243,3,6:43.0,,Turnover by M. Dellavedova (bad pass),68,84
244,3,6:26.0,J. Wall makes 2-pt jump shot from 13 ft,,70,84
245,3,6:14.0,,J. Parker makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),70,87
246,3,6:01.0,J. Wall misses 2-pt layup from 1 ft,,70,87
247,3,5:59.0,,Defensive rebound by G. Antetokounmpo,70,87
248,3,5:59.0,,Personal take foul by M. Morris (drawn by G. Antetokounmpo),70,87
249,3,5:59.0,,Milwaukee full timeout,70,87
250,3,5:59.0,K. Oubre enters the game for B. Beal,,70,87
251,3,5:59.0,,M. Teletović enters the game for G. Antetokounmpo,70,87
252,3,5:59.0,,M. Brogdon enters the game for M. Dellavedova,70,87
253,3,5:59.0,B. Beal enters the game for M. Morris,,70,87
254,3,5:39.0,,M. Teletović misses 2-pt jump shot from 16 ft (block by B. Beal),70,87
255,3,5:37.0,Defensive rebound by B. Beal,,70,87
256,3,5:35.0,J. Wall misses 2-pt layup at rim (block by T. Snell),,70,87
257,3,5:32.0,,Defensive rebound by T. Snell,70,87
258,3,5:27.0,,Shooting foul by O. Porter (drawn by J. Henson),70,87
259,3,5:27.0,,J. Henson makes free throw 1 of 2,70,88
260,3,5:27.0,J. Smith enters the game for M. Gortat,,70,88
261,3,5:27.0,,J. Henson makes free throw 2 of 2,70,89
262,3,5:16.0,Turnover by J. Wall (bad pass; steal by J. Henson),,70,89
263,3,5:13.0,,T. Snell makes 2-pt dunk at rim,70,91
264,3,5:01.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,72,91
265,3,4:48.0,,M. Teletović misses 3-pt jump shot from 25 ft,72,91
266,3,4:47.0,Defensive rebound by J. Smith,,72,91
267,3,4:41.0,,Violation by J. Henson (kicked ball),72,91
268,3,4:28.0,B. Beal misses 3-pt jump shot from 26 ft,,72,91
269,3,4:27.0,,Defensive rebound by J. Henson,72,91
270,3,4:12.0,,M. Teletović misses 3-pt jump shot from 26 ft,72,91
271,3,4:11.0,Defensive rebound by K. Oubre,,72,91
272,3,4:07.0,Offensive foul by J. Smith (drawn by J. Henson),,72,91
273,3,4:07.0,Turnover by J. Smith (offensive foul),,72,91
274,3,3:52.0,,J. Henson misses 2-pt jump shot from 18 ft,72,91
275,3,3:50.0,Defensive rebound by K. Oubre,,72,91
276,3,3:40.0,J. Wall misses 2-pt jump shot from 8 ft,,72,91
277,3,3:39.0,,Defensive rebound by M. Teletović,72,91
278,3,3:25.0,,Turnover by J. Henson (lost ball; steal by J. Wall),72,91
279,3,3:20.0,J. Wall makes 2-pt layup from 1 ft,,74,91
280,3,3:04.0,,J. Parker makes 2-pt layup at rim (assist by M. Brogdon),74,93
281,3,2:44.0,B. Beal makes 2-pt layup at rim,,76,93
282,3,2:24.0,,J. Henson misses 2-pt hook shot from 6 ft,76,93
283,3,2:22.0,Defensive rebound by Team,,76,93
284,3,2:22.0,Washington full timeout,,76,93
285,3,2:22.0,S. Mac enters the game for O. Porter,,76,93
286,3,2:22.0,,G. Monroe enters the game for J. Henson,76,93
287,3,2:11.0,K. Oubre misses 3-pt jump shot from 23 ft,,76,93
288,3,2:09.0,,Defensive rebound by M. Brogdon,76,93
289,3,1:56.0,,Turnover by M. Brogdon (traveling),76,93
290,3,1:46.0,Turnover by J. Wall (bad pass),,76,93
291,3,1:37.0,,Offensive foul by M. Brogdon (drawn by B. Beal),76,93
292,3,1:37.0,,Turnover by M. Brogdon (offensive foul),76,93
293,3,1:37.0,,G. Antetokounmpo enters the game for J. Parker,76,93
294,3,1:16.0,S. Mac misses 3-pt jump shot from 24 ft,,76,93
295,3,1:14.0,,Defensive rebound by M. Brogdon,76,93
296,3,1:08.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,76,93
297,3,1:05.0,,Offensive rebound by G. Monroe,76,93
298,3,1:05.0,,G. Monroe makes 2-pt layup at rim,76,95
299,3,0:55.0,S. Mac makes 2-pt layup from 5 ft (assist by J. Wall),,78,95
300,3,0:36.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),78,98
301,3,0:30.0,B. Beal misses 3-pt jump shot from 26 ft,,78,98
302,3,0:29.0,,Defensive rebound by Team,78,98
303,3,0:04.0,,G. Antetokounmpo makes 2-pt jump shot from 11 ft,78,100
304,3,0:00.0,J. Wall misses 3-pt jump shot from 26 ft,,78,100
305,3,0:00.0,Offensive rebound by Team,,78,100
306,4,11:41.0,K. Oubre makes 2-pt layup from 1 ft,,80,100
307,4,11:26.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),80,102
308,4,11:06.0,M. Thornton misses 2-pt jump shot from 8 ft,,80,102
309,4,11:01.0,,Defensive rebound by G. Monroe,80,102
310,4,10:48.0,,M. Teletović misses 2-pt layup from 1 ft (block by J. Smith),80,102
311,4,10:48.0,,Offensive rebound by Team,80,102
312,4,10:48.0,D. Ochefu enters the game for J. Smith,,80,102
313,4,10:42.0,,Turnover by Team (shot clock),80,102
314,4,10:31.0,Personal foul by M. Teletović (drawn by S. Mac),,80,102
315,4,10:24.0,T. Burke misses 2-pt layup from 1 ft,,80,102
316,4,10:22.0,,Defensive rebound by M. Teletović,80,102
317,4,10:02.0,,G. Monroe misses 2-pt layup from 1 ft,80,102
318,4,10:00.0,Defensive rebound by K. Oubre,,80,102
319,4,9:51.0,K. Oubre misses 3-pt jump shot from 26 ft,,80,102
320,4,9:50.0,,Defensive rebound by G. Monroe,80,102
321,4,9:33.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Monroe),80,104
322,4,9:14.0,S. Mac misses 2-pt jump shot from 22 ft,,80,104
323,4,9:13.0,,Defensive rebound by G. Antetokounmpo,80,104
324,4,9:00.0,,G. Monroe misses 2-pt hook shot from 6 ft,80,104
325,4,8:58.0,Defensive rebound by S. Mac,,80,104
326,4,8:51.0,Shooting foul by M. Brogdon (drawn by D. Ochefu),,80,104
327,4,8:51.0,Official timeout,,80,104
328,4,8:51.0,D. Ochefu misses free throw 1 of 2,,80,104
329,4,8:51.0,Offensive rebound by Team,,80,104
330,4,8:51.0,D. Ochefu misses free throw 2 of 2,,80,104
331,4,8:49.0,,Defensive rebound by G. Monroe,80,104
332,4,8:32.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,80,104
333,4,8:31.0,Defensive rebound by M. Thornton,,80,104
334,4,8:24.0,M. Thornton misses 2-pt jump shot from 3 ft (block by G. Antetokounmpo),,80,104
335,4,8:23.0,,Defensive rebound by Team,80,104
336,4,8:09.0,,Shooting foul by D. Ochefu (drawn by G. Antetokounmpo),80,104
337,4,8:09.0,,G. Antetokounmpo makes free throw 1 of 2,80,105
338,4,8:09.0,T. Satoranský enters the game for M. Thornton,,80,105
339,4,8:09.0,,G. Antetokounmpo makes free throw 2 of 2,80,106
340,4,7:52.0,Turnover by T. Burke (lost ball; steal by M. Brogdon),,80,106
341,4,7:50.0,,Shooting foul by S. Mac (drawn by G. Antetokounmpo),80,106
342,4,7:50.0,,G. Antetokounmpo makes free throw 1 of 2,80,107
343,4,7:50.0,,T. Maker enters the game for G. Monroe,80,107
344,4,7:50.0,A. Nicholson enters the game for K. Oubre,,80,107
345,4,7:50.0,,G. Antetokounmpo makes free throw 2 of 2,80,108
346,4,7:30.0,D. Ochefu makes 2-pt dunk at rim (assist by T. Satoranský),,82,108
347,4,7:17.0,,M. Teletović misses 3-pt jump shot from 25 ft,82,108
348,4,7:16.0,Defensive rebound by A. Nicholson,,82,108
349,4,7:00.0,Turnover by T. Satoranský (bad pass),,82,108
350,4,6:40.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,82,108
351,4,6:39.0,Defensive rebound by A. Nicholson,,82,108
352,4,6:28.0,Turnover by T. Burke (lost ball; steal by G. Antetokounmpo),,82,108
353,4,6:26.0,,Shooting foul by T. Burke (drawn by G. Antetokounmpo),82,108
354,4,6:26.0,,G. Antetokounmpo makes free throw 1 of 2,82,109
355,4,6:26.0,,G. Antetokounmpo misses free throw 2 of 2,82,109
356,4,6:23.0,Defensive rebound by D. Ochefu,,82,109
357,4,6:05.0,A. Nicholson misses 3-pt jump shot from 27 ft,,82,109
358,4,6:03.0,,Defensive rebound by G. Antetokounmpo,82,109
359,4,6:02.0,,Turnover by G. Antetokounmpo (lost ball),82,109
360,4,6:02.0,,J. Parker enters the game for G. Antetokounmpo,82,109
361,4,5:52.0,Shooting foul by T. Maker (drawn by T. Burke),,82,109
362,4,5:52.0,,Milwaukee full timeout,82,109
363,4,5:52.0,T. Burke makes free throw 1 of 2,,83,109
364,4,5:52.0,T. Burke makes free throw 2 of 2,,84,109
365,4,5:38.0,,J. Parker makes 2-pt layup at rim (assist by M. Brogdon),84,111
366,4,5:19.0,Turnover by T. Satoranský (bad pass),,84,111
367,4,5:17.0,,T. Maker makes 2-pt dunk at rim (assist by J. Terry),84,113
368,4,5:01.0,D. Ochefu makes 2-pt layup from 1 ft,,86,113
369,4,4:46.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by M. Brogdon),86,116
370,4,4:34.0,T. Burke misses 2-pt jump shot from 16 ft,,86,116
371,4,4:32.0,,Defensive rebound by T. Maker,86,116
372,4,4:08.0,,M. Teletović misses 3-pt jump shot from 25 ft,86,116
373,4,4:07.0,Defensive rebound by D. Ochefu,,86,116
374,4,3:47.0,Shooting foul by M. Teletović (drawn by S. Mac),,86,116
375,4,3:47.0,S. Mac makes free throw 1 of 2,,87,116
376,4,3:47.0,,S. Novak enters the game for M. Teletović,87,116
377,4,3:47.0,S. Mac makes free throw 2 of 2,,88,116
378,4,3:38.0,,Personal foul by D. Ochefu (drawn by T. Maker),88,116
379,4,3:38.0,,M. Plumlee enters the game for J. Parker,88,116
