,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
128,2,7:30.0,,B. Wright makes 2-pt dunk at rim (assist by M. Conley),27,37
129,2,7:11.0,K. O'Quinn makes 2-pt layup from 2 ft,,29,37
130,2,6:55.0,,Z. Randolph misses 2-pt jump shot from 21 ft,29,37
131,2,6:55.0,,Offensive rebound by Z. Randolph,29,37
132,2,6:51.0,,Z. Randolph misses 2-pt hook shot from 5 ft,29,37
133,2,6:48.0,,Offensive rebound by T. Allen,29,37
134,2,6:48.0,,T. Allen makes 2-pt layup at rim,29,39
135,2,6:23.0,C. Randle misses 2-pt layup from 2 ft (block by V. Carter),,29,39
136,2,6:22.0,,Defensive rebound by Z. Randolph,29,39
137,2,6:16.0,,M. Conley misses 3-pt jump shot from 25 ft,29,39
138,2,6:14.0,Defensive rebound by M. Kuzminskas,,29,39
139,2,6:10.0,M. Kuzminskas misses 2-pt layup from 2 ft (block by V. Carter),,29,39
140,2,6:07.0,,Defensive rebound by M. Conley,29,39
141,2,6:04.0,,T. Allen makes 2-pt dunk at rim (assist by Z. Randolph),29,41
142,2,6:04.0,New York full timeout,,29,41
143,2,6:04.0,,J. Green enters the game for M. Conley,29,41
144,2,6:04.0,,M. Gasol enters the game for Z. Randolph,29,41
145,2,6:04.0,,A. Harrison enters the game for B. Wright,29,41
146,2,6:04.0,R. Baker enters the game for C. Randle,,29,41
147,2,6:04.0,M. Ndour enters the game for K. O'Quinn,,29,41
148,2,6:04.0,W. Hernangómez enters the game for M. Plumlee,,29,41
149,2,6:04.0,J. Holiday enters the game for S. Vujačić,,29,41
150,2,5:47.0,W. Hernangómez makes 2-pt layup from 1 ft,,31,41
151,2,5:47.0,Shooting foul by A. Harrison (drawn by W. Hernangómez),,31,41
152,2,5:47.0,W. Hernangómez makes free throw 1 of 1,,32,41
153,2,5:29.0,,M. Gasol misses 2-pt hook shot from 6 ft,32,41
154,2,5:27.0,Defensive rebound by M. Ndour,,32,41
155,2,5:16.0,Turnover by W. Hernangómez (step out of bounds),,32,41
156,2,5:16.0,C. Lee enters the game for M. Kuzminskas,,32,41
157,2,5:02.0,,T. Allen misses 2-pt jump shot from 22 ft,32,41
158,2,5:02.0,Defensive rebound by M. Ndour,,32,41
159,2,4:50.0,J. Holiday misses 3-pt jump shot from 25 ft,,32,41
160,2,4:50.0,,Defensive rebound by V. Carter,32,41
161,2,4:32.0,,J. Green makes 3-pt jump shot from 23 ft (assist by V. Carter),32,44
162,2,4:13.0,J. Holiday misses 3-pt jump shot from 23 ft,,32,44
163,2,4:12.0,,Defensive rebound by T. Allen,32,44
164,2,3:58.0,,J. Green misses 2-pt layup from 2 ft (block by M. Ndour),32,44
165,2,3:56.0,Defensive rebound by R. Baker,,32,44
166,2,3:51.0,Turnover by J. Holiday (bad pass; steal by V. Carter),,32,44
167,2,3:44.0,,T. Allen misses 2-pt layup from 1 ft,32,44
168,2,3:41.0,Defensive rebound by W. Hernangómez,,32,44
169,2,3:35.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by C. Lee),,35,44
170,2,3:24.0,,Turnover by A. Harrison (kicked ball),35,44
171,2,3:14.0,M. Ndour makes 2-pt jump shot from 12 ft (assist by R. Baker),,37,44
172,2,3:06.0,,Memphis full timeout,37,44
173,2,3:06.0,,W. Selden enters the game for A. Harrison,37,44
174,2,3:06.0,,M. Conley enters the game for V. Carter,37,44
175,2,2:53.0,,Turnover by M. Conley (bad pass; steal by C. Lee),37,44
176,2,2:48.0,C. Lee makes 2-pt jump shot from 22 ft (assist by R. Baker),,39,44
177,2,2:27.0,,Shooting foul by W. Hernangómez (drawn by M. Gasol),39,44
178,2,2:27.0,,M. Gasol makes free throw 1 of 2,39,45
179,2,2:27.0,,M. Gasol makes free throw 2 of 2,39,46
180,2,2:07.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Lee),,41,46
181,2,1:45.0,,M. Conley makes 3-pt jump shot from 25 ft,41,49
182,2,1:35.0,Shooting foul by M. Gasol (drawn by W. Hernangómez),,41,49
183,2,1:35.0,W. Hernangómez makes free throw 1 of 2,,42,49
184,2,1:35.0,W. Hernangómez misses free throw 2 of 2,,42,49
185,2,1:35.0,,V. Carter enters the game for J. Green,42,49
186,2,1:34.0,,Defensive rebound by T. Allen,42,49
187,2,1:20.0,,Turnover by M. Gasol (bad pass; steal by M. Ndour),42,49
188,2,1:03.0,J. Holiday makes 2-pt jump shot from 7 ft,,44,49
189,2,0:44.0,,W. Selden makes 2-pt layup from 2 ft (assist by M. Gasol),44,51
190,2,0:19.0,C. Lee makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),,47,51
191,2,0:02.0,,M. Conley makes 2-pt layup at rim,47,53
192,2,0:01.0,R. Baker misses 3-pt jump shot from 47 ft,,47,53
193,2,0:00.0,Offensive rebound by Team,,47,53
194,3,11:38.0,M. Ndour makes 2-pt dunk at rim (assist by R. Baker),,49,53
195,3,11:18.0,,M. Gasol misses 2-pt jump shot from 19 ft,49,53
196,3,11:15.0,,Offensive rebound by J. Green,49,53
197,3,11:15.0,,J. Green misses 2-pt dunk at rim,49,53
198,3,11:13.0,,Offensive rebound by T. Allen,49,53
199,3,11:10.0,,T. Allen makes 2-pt layup from 1 ft,49,55
200,3,10:55.0,Shooting foul by M. Gasol (drawn by W. Hernangómez),,49,55
201,3,10:55.0,W. Hernangómez misses free throw 1 of 2,,49,55
202,3,10:55.0,Offensive rebound by Team,,49,55
203,3,10:55.0,W. Hernangómez makes free throw 2 of 2,,50,55
204,3,10:39.0,,M. Conley makes 2-pt jump shot from 21 ft (assist by M. Gasol),50,57
205,3,10:16.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by R. Baker),,53,57
206,3,9:49.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by J. Green),53,60
207,3,9:36.0,R. Baker makes 2-pt jump shot from 18 ft,,55,60
208,3,9:21.0,,M. Conley misses 3-pt jump shot from 25 ft,55,60
209,3,9:20.0,Defensive rebound by W. Hernangómez,,55,60
210,3,9:10.0,C. Lee misses 3-pt jump shot from 30 ft,,55,60
211,3,9:10.0,,Defensive rebound by Team,55,60
212,3,8:53.0,,M. Gasol misses 2-pt layup from 3 ft,55,60
213,3,8:51.0,Defensive rebound by M. Ndour,,55,60
214,3,8:35.0,J. Holiday misses 3-pt jump shot from 25 ft,,55,60
215,3,8:34.0,,Defensive rebound by M. Gasol,55,60
216,3,8:24.0,,Turnover by M. Conley (bad pass; steal by J. Holiday),55,60
217,3,8:13.0,C. Lee makes 2-pt layup from 1 ft,,57,60
218,3,8:13.0,,Memphis full timeout,57,60
219,3,8:01.0,,M. Gasol misses 3-pt jump shot from 25 ft,57,60
220,3,8:00.0,Defensive rebound by M. Ndour,,57,60
221,3,7:35.0,Turnover by Team (shot clock),,57,60
222,3,7:21.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),57,62
223,3,7:01.0,M. Ndour makes 2-pt jump shot from 15 ft (assist by R. Baker),,59,62
224,3,6:50.0,,Personal foul by R. Baker (drawn by M. Conley),59,62
225,3,6:50.0,,W. Selden enters the game for T. Allen,59,62
226,3,6:36.0,,Turnover by Team (shot clock),59,62
227,3,6:21.0,J. Holiday misses 2-pt jump shot from 20 ft,,59,62
228,3,6:20.0,Offensive rebound by W. Hernangómez,,59,62
229,3,6:14.0,C. Lee misses 3-pt jump shot from 23 ft,,59,62
230,3,6:14.0,,Defensive rebound by J. Green,59,62
231,3,6:06.0,,J. Green misses 3-pt jump shot from 26 ft,59,62
232,3,6:04.0,Defensive rebound by R. Baker,,59,62
233,3,5:58.0,Turnover by W. Hernangómez (offensive foul),,59,62
234,3,5:58.0,Offensive foul by W. Hernangómez (drawn by M. Conley),,59,62
235,3,5:58.0,,Z. Randolph enters the game for M. Gasol,59,62
236,3,5:42.0,,Turnover by W. Selden (lost ball; steal by J. Holiday),59,62
237,3,5:37.0,J. Holiday misses 2-pt layup from 2 ft,,59,62
238,3,5:34.0,Offensive rebound by W. Hernangómez,,59,62
239,3,5:34.0,W. Hernangómez makes 2-pt layup from 2 ft,,61,62
240,3,5:17.0,,V. Carter misses 3-pt jump shot from 26 ft,61,62
241,3,5:17.0,,Offensive rebound by Team,61,62
242,3,5:17.0,,A. Harrison enters the game for V. Carter,61,62
243,3,5:08.0,,A. Harrison misses 3-pt jump shot from 25 ft,61,62
244,3,5:08.0,,Offensive rebound by J. Green,61,62
245,3,5:06.0,,J. Green makes 2-pt layup from 1 ft,61,64
246,3,4:37.0,R. Baker misses 3-pt jump shot from 25 ft,,61,64
247,3,4:35.0,Offensive rebound by C. Lee,,61,64
248,3,4:35.0,C. Lee makes 2-pt layup from 1 ft,,63,64
249,3,4:04.0,,A. Harrison misses 2-pt jump shot from 12 ft,63,64
250,3,4:04.0,,Offensive rebound by Team,63,64
251,3,4:04.0,,Turnover by Team (shot clock),63,64
252,3,4:04.0,S. Vujačić enters the game for C. Lee,,63,64
253,3,4:04.0,M. Kuzminskas enters the game for M. Ndour,,63,64
254,3,3:46.0,M. Kuzminskas misses 3-pt jump shot from 27 ft,,63,64
255,3,3:45.0,,Defensive rebound by A. Harrison,63,64
256,3,3:40.0,,W. Selden makes 2-pt layup from 2 ft,63,66
257,3,3:17.0,R. Baker misses 2-pt jump shot from 16 ft,,63,66
258,3,3:17.0,,Defensive rebound by Z. Randolph,63,66
259,3,3:09.0,,Turnover by M. Conley (bad pass; steal by W. Hernangómez),63,66
260,3,2:58.0,S. Vujačić makes 3-pt jump shot from 25 ft,,66,66
261,3,2:50.0,,Memphis full timeout,66,66
262,3,2:50.0,New York full timeout,,66,66
263,3,2:50.0,,M. Gasol enters the game for J. Green,66,66
264,3,2:50.0,,T. Daniels enters the game for M. Conley,66,66
265,3,2:50.0,K. O'Quinn enters the game for J. Holiday,,66,66
266,3,2:39.0,,Z. Randolph misses 2-pt hook shot from 5 ft,66,66
267,3,2:38.0,Defensive rebound by W. Hernangómez,,66,66
268,3,2:31.0,Personal foul by A. Harrison (drawn by R. Baker),,66,66
269,3,2:21.0,S. Vujačić makes 3-pt jump shot from 25 ft,,69,66
270,3,2:00.0,,Turnover by Z. Randolph (back court),69,66
271,3,1:52.0,S. Vujačić misses 3-pt jump shot from 26 ft,,69,66
272,3,1:51.0,,Defensive rebound by A. Harrison,69,66
273,3,1:51.0,,Personal foul by W. Hernangómez (drawn by A. Harrison),69,66
274,3,1:36.0,,Z. Randolph misses 2-pt hook shot from 7 ft,69,66
275,3,1:35.0,Defensive rebound by K. O'Quinn,,69,66
276,3,1:19.0,Shooting foul by T. Daniels (drawn by S. Vujačić),,69,66
277,3,1:19.0,S. Vujačić makes free throw 1 of 2,,70,66
278,3,1:19.0,S. Vujačić misses free throw 2 of 2,,70,66
279,3,1:19.0,C. Randle enters the game for R. Baker,,70,66
280,3,1:19.0,M. Plumlee enters the game for W. Hernangómez,,70,66
281,3,1:18.0,,Defensive rebound by M. Gasol,70,66
282,3,1:13.0,,W. Selden makes 2-pt dunk at rim,70,68
283,3,0:53.0,K. O'Quinn misses 2-pt jump shot from 20 ft,,70,68
284,3,0:53.0,Offensive rebound by S. Vujačić,,70,68
285,3,0:50.0,K. O'Quinn makes 2-pt layup at rim (assist by S. Vujačić),,72,68
286,3,0:35.0,,Shooting foul by M. Plumlee (drawn by M. Gasol),72,68
287,3,0:35.0,,M. Gasol makes free throw 1 of 2,72,69
288,3,0:35.0,,B. Wright enters the game for Z. Randolph,72,69
289,3,0:35.0,,M. Gasol makes free throw 2 of 2,72,70
290,3,0:23.0,K. O'Quinn misses 2-pt jump shot from 20 ft,,72,70
291,3,0:22.0,Offensive rebound by K. O'Quinn,,72,70
292,3,0:00.0,S. Vujačić misses 2-pt layup from 2 ft (block by B. Wright),,72,70
293,3,0:00.0,Offensive rebound by M. Plumlee,,72,70
294,3,0:00.0,Shooting foul by A. Harrison (drawn by M. Plumlee),,72,70
295,3,0:00.0,M. Plumlee misses free throw 1 of 2,,72,70
296,3,0:00.0,Offensive rebound by Team,,72,70
297,3,0:00.0,M. Plumlee misses free throw 2 of 2,,72,70
298,3,0:00.0,Offensive rebound by M. Plumlee,,72,70
299,4,11:40.0,,T. Daniels misses 3-pt jump shot from 24 ft,72,70
300,4,11:39.0,Defensive rebound by M. Plumlee,,72,70
301,4,11:32.0,Personal foul by W. Selden (drawn by M. Kuzminskas),,72,70
302,4,11:18.0,Turnover by Team (shot clock),,72,70
303,4,11:08.0,,M. Gasol misses 3-pt jump shot from 26 ft,72,70
304,4,11:08.0,Defensive rebound by K. O'Quinn,,72,70
305,4,10:52.0,K. O'Quinn misses 2-pt layup from 2 ft (block by B. Wright),,72,70
306,4,10:51.0,,Defensive rebound by M. Gasol,72,70
307,4,10:36.0,,Shooting foul by K. O'Quinn (drawn by M. Gasol),72,70
308,4,10:36.0,,M. Gasol makes free throw 1 of 2,72,71
309,4,10:36.0,,M. Gasol makes free throw 2 of 2,72,72
310,4,10:12.0,Turnover by Team (shot clock),,72,72
311,4,10:01.0,,M. Conley makes 3-pt jump shot from 26 ft,72,75
312,4,9:51.0,M. Kuzminskas misses 3-pt jump shot from 26 ft,,72,75
313,4,9:50.0,Offensive rebound by M. Plumlee,,72,75
314,4,9:45.0,M. Plumlee misses 2-pt hook shot from 4 ft,,72,75
315,4,9:41.0,Offensive rebound by S. Vujačić,,72,75
316,4,9:41.0,C. Randle misses 3-pt jump shot from 24 ft,,72,75
317,4,9:41.0,Offensive rebound by Team,,72,75
318,4,9:41.0,,Loose ball foul by W. Selden (drawn by M. Kuzminskas),72,75
319,4,9:41.0,M. Ndour enters the game for M. Plumlee,,72,75
320,4,9:38.0,Personal foul by W. Selden (drawn by M. Kuzminskas),,72,75
321,4,9:32.0,M. Kuzminskas makes 2-pt layup from 1 ft (assist by K. O'Quinn),,74,75
322,4,9:17.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),74,77
323,4,9:07.0,C. Randle misses 2-pt layup from 1 ft (block by M. Gasol),,74,77
324,4,9:06.0,,Defensive rebound by M. Gasol,74,77
325,4,8:58.0,,Turnover by W. Selden (bad pass),74,77
326,4,8:58.0,New York full timeout,,74,77
327,4,8:43.0,K. O'Quinn makes 2-pt jump shot from 7 ft (assist by S. Vujačić),,76,77
328,4,8:24.0,,Personal foul by M. Ndour (drawn by M. Gasol),76,77
329,4,8:17.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),76,80
330,4,7:55.0,M. Kuzminskas makes 2-pt jump shot from 8 ft,,78,80
331,4,7:28.0,,M. Conley makes 2-pt layup from 2 ft,78,82
332,4,7:16.0,S. Vujačić misses 3-pt jump shot from 26 ft,,78,82
333,4,7:15.0,,Defensive rebound by M. Gasol,78,82
334,4,6:58.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by W. Selden),78,85
335,4,6:58.0,New York full timeout,,78,85
336,4,6:58.0,,V. Carter enters the game for B. Wright,78,85
337,4,6:58.0,,J. Green enters the game for T. Daniels,78,85
338,4,6:58.0,C. Lee enters the game for C. Randle,,78,85
339,4,6:58.0,R. Baker enters the game for S. Vujačić,,78,85
340,4,6:45.0,R. Baker misses 3-pt jump shot from 25 ft,,78,85
341,4,6:45.0,,Defensive rebound by M. Gasol,78,85
342,4,6:33.0,,Personal foul by K. O'Quinn (drawn by W. Selden),78,85
343,4,6:18.0,,M. Conley misses 3-pt jump shot from 25 ft,78,85
344,4,6:17.0,Defensive rebound by M. Ndour,,78,85
345,4,6:00.0,Personal foul by M. Gasol (drawn by M. Kuzminskas),,78,85
346,4,6:00.0,J. Holiday enters the game for M. Kuzminskas,,78,85
347,4,6:00.0,,A. Harrison enters the game for M. Conley,78,85
348,4,5:52.0,C. Lee makes 2-pt jump shot from 20 ft,,80,85
349,4,5:22.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by A. Harrison),80,88
350,4,5:00.0,C. Lee misses 2-pt jump shot from 8 ft,,80,88
351,4,4:54.0,,Defensive rebound by V. Carter,80,88
352,4,4:43.0,,W. Selden misses 2-pt layup from 3 ft (block by M. Ndour),80,88
353,4,4:43.0,,Offensive rebound by W. Selden,80,88
354,4,4:43.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by A. Harrison),80,91
355,4,4:40.0,,Violation by Team (jump ball),80,91
356,4,4:23.0,J. Holiday misses 3-pt jump shot from 24 ft,,80,91
357,4,4:22.0,,Defensive rebound by M. Gasol,80,91
358,4,4:02.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by W. Selden),80,93
359,4,4:02.0,New York full timeout,,80,93
360,4,4:02.0,W. Hernangómez enters the game for M. Ndour,,80,93
361,4,4:02.0,S. Vujačić enters the game for K. O'Quinn,,80,93
362,4,3:50.0,Turnover by R. Baker (bad pass; steal by A. Harrison),,80,93
363,4,3:47.0,,Turnover by J. Green (bad pass; steal by J. Holiday),80,93
364,4,3:32.0,J. Holiday misses 2-pt layup from 1 ft (block by M. Gasol),,80,93
365,4,3:32.0,,Defensive rebound by J. Green,80,93
366,4,3:07.0,,V. Carter makes 3-pt jump shot from 31 ft (assist by A. Harrison),80,96
367,4,2:51.0,J. Holiday makes 2-pt jump shot from 21 ft (assist by W. Hernangómez),,82,96
368,4,2:32.0,,Shooting foul by R. Baker (drawn by J. Green),82,96
369,4,2:32.0,,J. Green misses free throw 1 of 2,82,96
370,4,2:32.0,,Offensive rebound by Team,82,96
371,4,2:32.0,M. Plumlee enters the game for C. Lee,,82,96
372,4,2:32.0,,W. Baldwin enters the game for V. Carter,82,96
373,4,2:32.0,,J. Green makes free throw 2 of 2,82,97
374,4,2:18.0,W. Hernangómez misses 2-pt jump shot from 7 ft,,82,97
375,4,2:17.0,Offensive rebound by W. Hernangómez,,82,97
376,4,2:17.0,W. Hernangómez misses 2-pt layup from 1 ft,,82,97
377,4,2:14.0,,Defensive rebound by A. Harrison,82,97
378,4,2:08.0,,M. Gasol misses 2-pt jump shot from 8 ft,82,97
379,4,2:06.0,Defensive rebound by M. Plumlee,,82,97
380,4,1:44.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by J. Holiday),,84,97
381,4,1:44.0,,Memphis full timeout,84,97
382,4,1:44.0,C. Randle enters the game for R. Baker,,84,97
383,4,1:44.0,,D. Davis enters the game for M. Gasol,84,97
384,4,1:34.0,,Personal foul by S. Vujačić (drawn by W. Selden),84,97
385,4,1:34.0,,W. Selden misses free throw 1 of 2,84,97
