,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW YORK_ACTION,LA LAKERS_SCORE,NEW YORK_SCORE
392,4,9:39.0,L. Williams makes 2-pt jump shot from 4 ft,,101,81
393,4,9:22.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by W. Hernangómez),101,84
394,4,9:10.0,Personal foul by W. Hernangómez,,101,84
395,4,9:00.0,J. Clarkson misses 2-pt jump shot from 8 ft,,101,84
396,4,8:59.0,,Defensive rebound by K. Porziņģis,101,84
397,4,8:53.0,,B. Jennings misses 3-pt jump shot from 25 ft,101,84
398,4,8:52.0,Defensive rebound by L. Williams,,101,84
399,4,8:42.0,L. Williams misses 2-pt jump shot from 8 ft,,101,84
400,4,8:41.0,,Defensive rebound by K. Porziņģis,101,84
401,4,8:40.0,,Personal foul by J. Clarkson (drawn by B. Jennings),101,84
402,4,8:24.0,,J. Holiday misses 3-pt jump shot from 24 ft,101,84
403,4,8:23.0,Defensive rebound by L. Nance,,101,84
404,4,8:03.0,I. Zubac makes 2-pt dunk at rim (assist by J. Clarkson),,103,84
405,4,8:02.0,,New York full timeout,103,84
406,4,7:45.0,,K. Porziņģis makes 2-pt jump shot from 13 ft,103,86
407,4,7:45.0,,Shooting foul by L. Nance (drawn by K. Porziņģis),103,86
408,4,7:45.0,,K. Porziņģis makes free throw 1 of 1,103,87
409,4,7:32.0,Shooting foul by M. Kuzminskas (drawn by L. Williams),,103,87
410,4,7:32.0,L. Williams makes free throw 1 of 2,,104,87
411,4,7:32.0,J. Randle enters the game for L. Nance,,104,87
412,4,7:32.0,L. Williams makes free throw 2 of 2,,105,87
413,4,7:20.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by B. Jennings),105,90
414,4,7:01.0,J. Clarkson misses 2-pt layup from 2 ft,,105,90
415,4,7:00.0,Offensive rebound by I. Zubac,,105,90
416,4,6:58.0,I. Zubac makes 2-pt layup at rim,,107,90
417,4,6:52.0,,B. Jennings misses 2-pt layup from 3 ft,107,90
418,4,6:51.0,,Offensive rebound by Team,107,90
419,4,6:51.0,Loose ball foul by J. Randle (drawn by W. Hernangómez),,107,90
420,4,6:38.0,,M. Kuzminskas misses 2-pt layup from 1 ft,107,90
421,4,6:37.0,,Offensive rebound by W. Hernangómez,107,90
422,4,6:37.0,,W. Hernangómez misses 2-pt layup from 1 ft,107,90
423,4,6:35.0,,Offensive rebound by W. Hernangómez,107,90
424,4,6:34.0,,W. Hernangómez misses 2-pt hook shot from 2 ft,107,90
425,4,6:32.0,Defensive rebound by I. Zubac,,107,90
426,4,6:23.0,I. Zubac makes 2-pt jump shot from 11 ft (assist by L. Williams),,109,90
427,4,6:11.0,,K. Porziņģis misses 2-pt jump shot from 10 ft,109,90
428,4,6:10.0,Defensive rebound by J. Clarkson,,109,90
429,4,5:51.0,J. Randle makes 2-pt layup from 2 ft (assist by L. Deng),,111,90
430,4,5:51.0,,New York full timeout,111,90
431,4,5:51.0,,D. Rose enters the game for W. Hernangómez,111,90
432,4,5:51.0,,C. Lee enters the game for J. Holiday,111,90
433,4,5:51.0,,C. Anthony enters the game for M. Kuzminskas,111,90
434,4,5:51.0,B. Ingram enters the game for I. Zubac,,111,90
435,4,5:42.0,,Shooting foul by J. Randle (drawn by K. Porziņģis),111,90
436,4,5:42.0,,K. Porziņģis makes free throw 1 of 2,111,91
437,4,5:42.0,L. Nance enters the game for J. Randle,,111,90
438,4,5:42.0,,K. Porziņģis makes free throw 2 of 2,111,92
439,4,5:29.0,L. Williams misses 3-pt jump shot from 26 ft,,111,92
440,4,5:28.0,,Defensive rebound by B. Jennings,111,92
441,4,5:22.0,,B. Jennings makes 3-pt jump shot from 25 ft,111,95
442,4,5:09.0,Personal foul by B. Jennings (drawn by J. Clarkson),,111,95
443,4,5:02.0,L. Williams misses 2-pt jump shot from 10 ft,,111,95
444,4,5:01.0,,Defensive rebound by D. Rose,111,95
445,4,4:54.0,,Turnover by D. Rose (bad pass; steal by B. Ingram),111,95
446,4,4:35.0,Shooting foul by C. Lee (drawn by L. Deng),,111,95
447,4,4:35.0,L. Deng makes free throw 1 of 2,,112,95
448,4,4:35.0,L. Deng makes free throw 2 of 2,,113,95
449,4,4:16.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,113,95
450,4,4:15.0,Defensive rebound by J. Clarkson,,113,95
451,4,3:51.0,L. Deng misses 3-pt jump shot from 25 ft,,113,95
452,4,3:50.0,,Defensive rebound by K. Porziņģis,113,95
453,4,3:45.0,Violation by L. Nance (def goaltending),,113,95
454,4,3:45.0,,D. Rose makes 2-pt layup from 1 ft,113,97
455,4,3:31.0,L. Nance misses 2-pt jump shot from 15 ft,,113,97
456,4,3:30.0,,Defensive rebound by C. Lee,113,97
457,4,3:17.0,,B. Jennings misses 3-pt jump shot from 24 ft,113,97
458,4,3:16.0,Defensive rebound by L. Deng,,113,97
459,4,3:06.0,Turnover by J. Clarkson (bad pass; steal by B. Jennings),,113,97
460,4,3:05.0,,Personal foul by J. Clarkson (drawn by B. Jennings),113,97
461,4,3:05.0,,B. Jennings makes free throw 1 of 2,113,98
462,4,3:05.0,,B. Jennings makes free throw 2 of 2,113,99
463,4,2:49.0,Shooting foul by K. Porziņģis (drawn by L. Deng),,113,99
464,4,2:49.0,L. Deng makes free throw 1 of 2,,114,99
465,4,2:49.0,L. Deng makes free throw 2 of 2,,115,99
466,4,2:35.0,,Personal foul by J. Clarkson (drawn by K. Porziņģis),115,99
467,4,2:35.0,,K. Porziņģis makes free throw 1 of 2,115,100
468,4,2:35.0,,K. Porziņģis misses free throw 2 of 2,115,100
469,4,2:34.0,Defensive rebound by L. Nance,,115,100
470,4,2:33.0,Personal foul by D. Rose (drawn by B. Ingram),,115,100
471,4,2:33.0,B. Ingram makes free throw 1 of 2,,116,100
472,4,2:33.0,B. Ingram makes free throw 2 of 2,,117,100
473,4,2:17.0,,B. Jennings makes 2-pt layup from 2 ft (assist by D. Rose),117,102
474,4,1:58.0,Shooting foul by D. Rose (drawn by L. Williams),,117,102
475,4,1:58.0,L. Williams makes free throw 1 of 2,,118,102
476,4,1:58.0,L. Williams makes free throw 2 of 2,,119,102
477,4,1:58.0,,New York full timeout,119,102
478,4,1:58.0,M. World Peace enters the game for L. Deng,,119,102
479,4,1:58.0,N. Young enters the game for L. Williams,,119,102
480,4,1:55.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by C. Anthony),119,105
481,4,1:35.0,B. Ingram misses 3-pt jump shot from 24 ft,,119,105
482,4,1:34.0,,Defensive rebound by K. Porziņģis,119,105
483,4,1:28.0,,B. Jennings makes 2-pt layup at rim,119,107
484,4,1:10.0,M. World Peace makes 2-pt jump shot from 14 ft,,121,107
485,4,1:02.0,,Turnover by B. Jennings (bad pass; steal by L. Nance),121,107
486,4,0:55.0,Personal take foul by B. Jennings (drawn by M. World Peace),,121,107
487,4,0:55.0,M. World Peace misses free throw 1 of 2,,121,107
488,4,0:55.0,Offensive rebound by Team,,121,107
489,4,0:55.0,M. World Peace misses free throw 2 of 2,,121,107
490,4,0:55.0,,M. Ndour enters the game for C. Anthony,121,107
491,4,0:55.0,,M. Plumlee enters the game for K. Porziņģis,121,107
492,4,0:55.0,,M. Kuzminskas enters the game for C. Lee,121,107
493,4,0:55.0,,R. Baker enters the game for D. Rose,121,107
494,4,0:55.0,,S. Vujačić enters the game for B. Jennings,121,107
495,4,0:54.0,Offensive rebound by B. Ingram,,121,107
496,4,0:49.0,M. World Peace misses 3-pt jump shot from 27 ft,,121,107
497,4,0:49.0,,Defensive rebound by S. Vujačić,121,107
498,4,0:37.0,,Turnover by R. Baker (lost ball),121,107
499,4,0:16.0,M. World Peace misses 2-pt jump shot from 10 ft,,121,107
500,4,0:16.0,Offensive rebound by Team,,121,107
