,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PORTLAND_ACTION,MINNESOTA_SCORE,PORTLAND_SCORE
91,1,0:14.0,K. Dunn enters the game for R. Rubio,,32,20
92,1,0:14.0,S. Muhammad enters the game for B. Rush,,32,20
93,1,0:14.0,G. Dieng makes free throw 2 of 2,,34,20
94,1,0:00.0,,C. McCollum misses 2-pt jump shot from 15 ft,34,20
95,1,0:00.0,,Offensive rebound by Team,34,20
96,2,11:40.0,,C. McCollum misses 2-pt jump shot from 20 ft,34,20
97,2,11:39.0,Defensive rebound by K. Dunn,,34,20
98,2,11:25.0,Turnover by T. Jones (bad pass),,34,20
99,2,11:14.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. McCollum),34,23
100,2,11:08.0,Minnesota full timeout,,34,23
101,2,10:58.0,S. Muhammad misses 2-pt jump shot from 7 ft,,34,23
102,2,10:58.0,Offensive rebound by Team,,34,23
103,2,10:58.0,,Loose ball foul by N. Vonleh (drawn by K. Towns),34,23
104,2,10:49.0,K. Towns misses 2-pt jump shot from 18 ft,,34,23
105,2,10:49.0,,Defensive rebound by E. Turner,34,23
106,2,10:40.0,,Shooting foul by S. Muhammad (drawn by E. Turner),34,23
107,2,10:40.0,,E. Turner makes free throw 1 of 2,34,24
108,2,10:40.0,,E. Turner makes free throw 2 of 2,34,25
109,2,10:28.0,Turnover by K. Towns (bad pass),,34,25
110,2,10:07.0,,Shooting foul by K. Towns (drawn by N. Vonleh),34,25
111,2,10:07.0,,N. Vonleh makes free throw 1 of 2,34,26
112,2,10:07.0,,N. Vonleh makes free throw 2 of 2,34,27
113,2,9:47.0,T. Jones misses 2-pt layup from 3 ft,,34,27
114,2,9:47.0,Offensive rebound by Team,,34,27
115,2,9:37.0,S. Muhammad makes 2-pt layup from 3 ft (assist by T. Jones),,36,27
116,2,9:28.0,,M. Harkless makes 2-pt layup from 2 ft (assist by C. McCollum),36,29
117,2,9:09.0,K. Dunn misses 2-pt layup from 2 ft,,36,29
118,2,9:08.0,Offensive rebound by K. Towns,,36,29
119,2,9:07.0,K. Towns makes 2-pt layup from 2 ft,,38,29
120,2,8:56.0,,C. McCollum misses 2-pt jump shot from 17 ft,38,29
121,2,8:44.0,Defensive rebound by O. Casspi,,38,29
122,2,8:44.0,Turnover by O. Casspi (lost ball; steal by C. McCollum),,38,29
123,2,8:43.0,,C. McCollum makes 2-pt layup from 1 ft,38,31
124,2,8:41.0,Personal foul by N. Vonleh (drawn by K. Towns),,38,31
125,2,8:41.0,Official timeout,,38,31
126,2,8:41.0,,A. Aminu enters the game for N. Vonleh,38,31
127,2,8:28.0,K. Towns makes 3-pt jump shot from 23 ft (assist by O. Casspi),,41,31
128,2,8:09.0,,M. Harkless makes 2-pt layup from 1 ft,41,33
129,2,7:46.0,Shooting foul by A. Aminu (drawn by K. Towns),,41,33
130,2,7:46.0,K. Towns makes free throw 1 of 2,,42,33
131,2,7:46.0,K. Towns makes free throw 2 of 2,,43,33
132,2,7:23.0,,M. Harkless misses 2-pt jump shot from 8 ft,43,33
133,2,7:23.0,Defensive rebound by K. Towns,,43,33
134,2,7:12.0,O. Casspi misses 3-pt jump shot from 25 ft,,43,33
135,2,7:11.0,Offensive rebound by K. Towns,,43,33
136,2,7:07.0,O. Casspi makes 2-pt layup from 1 ft (assist by K. Towns),,45,33
137,2,6:53.0,,A. Crabbe makes 3-pt jump shot from 27 ft (assist by C. McCollum),45,36
138,2,6:42.0,T. Jones makes 2-pt layup from 2 ft,,47,36
139,2,6:34.0,,Shooting foul by O. Casspi (drawn by E. Turner),47,36
140,2,6:34.0,,E. Turner misses free throw 1 of 2,47,36
141,2,6:34.0,,Offensive rebound by Team,47,36
142,2,6:34.0,A. Wiggins enters the game for T. Jones,,47,36
143,2,6:34.0,R. Rubio enters the game for K. Dunn,,47,36
144,2,6:34.0,G. Dieng enters the game for O. Casspi,,47,36
145,2,6:34.0,,E. Turner makes free throw 2 of 2,47,37
146,2,6:20.0,Personal foul by A. Crabbe (drawn by K. Towns),,47,37
147,2,6:06.0,R. Rubio misses 2-pt jump shot from 20 ft,,47,37
148,2,6:04.0,,Defensive rebound by A. Crabbe,47,37
149,2,5:52.0,,Turnover by A. Aminu (bad pass),47,37
150,2,5:52.0,,Portland full timeout,47,37
151,2,5:52.0,,D. Lillard enters the game for E. Turner,47,37
152,2,5:52.0,B. Rush enters the game for S. Muhammad,,47,37
153,2,5:30.0,A. Wiggins makes 2-pt jump shot from 16 ft,,49,37
154,2,5:08.0,,A. Aminu misses 3-pt jump shot from 25 ft,49,37
155,2,5:08.0,Defensive rebound by B. Rush,,49,37
156,2,4:43.0,R. Rubio misses 3-pt jump shot from 25 ft,,49,37
157,2,4:42.0,,Defensive rebound by A. Crabbe,49,37
158,2,4:33.0,,C. McCollum makes 2-pt layup from 1 ft (assist by A. Crabbe),49,39
159,2,4:10.0,A. Wiggins makes 2-pt layup from 2 ft,,51,39
160,2,4:00.0,,C. McCollum makes 2-pt jump shot from 7 ft,51,41
161,2,3:46.0,R. Rubio makes 2-pt jump shot from 18 ft,,53,41
162,2,3:24.0,,A. Aminu makes 2-pt jump shot from 8 ft (assist by A. Crabbe),53,43
163,2,3:24.0,,Shooting foul by K. Towns (drawn by A. Aminu),53,43
164,2,3:24.0,,M. Leonard enters the game for M. Harkless,53,43
165,2,3:24.0,,A. Aminu makes free throw 1 of 1,53,44
166,2,3:12.0,R. Rubio misses 2-pt jump shot from 22 ft,,53,44
167,2,3:12.0,,Defensive rebound by A. Aminu,53,44
168,2,3:00.0,,A. Crabbe misses 3-pt jump shot from 25 ft,53,44
169,2,2:58.0,Defensive rebound by G. Dieng,,53,44
170,2,2:47.0,G. Dieng misses 2-pt jump shot from 22 ft,,53,44
171,2,2:46.0,,Defensive rebound by C. McCollum,53,44
172,2,2:40.0,,C. McCollum misses 2-pt layup from 2 ft,53,44
173,2,2:38.0,Defensive rebound by K. Towns,,53,44
174,2,2:27.0,Minnesota full timeout,,53,44
175,2,2:25.0,Shooting foul by A. Crabbe (drawn by A. Wiggins),,53,44
176,2,2:25.0,A. Wiggins makes free throw 1 of 2,,54,44
177,2,2:25.0,A. Wiggins makes free throw 2 of 2,,55,44
178,2,2:10.0,,D. Lillard makes 2-pt jump shot from 12 ft,55,46
179,2,1:53.0,A. Wiggins makes 2-pt jump shot from 16 ft,,57,46
180,2,1:53.0,Shooting foul by A. Crabbe (drawn by A. Wiggins),,57,46
181,2,1:53.0,A. Wiggins misses free throw 1 of 1,,57,46
182,2,1:49.0,,Defensive rebound by A. Aminu,57,46
183,2,1:37.0,,C. McCollum misses 2-pt jump shot from 9 ft,57,46
184,2,1:36.0,Defensive rebound by K. Towns,,57,46
185,2,1:20.0,A. Wiggins misses 2-pt jump shot from 19 ft,,57,46
186,2,1:19.0,,Defensive rebound by D. Lillard,57,46
187,2,1:04.0,,A. Aminu misses 3-pt jump shot from 25 ft,57,46
188,2,1:04.0,Defensive rebound by G. Dieng,,57,46
189,2,0:58.0,K. Towns misses 2-pt jump shot from 4 ft,,57,46
190,2,0:57.0,,Defensive rebound by M. Leonard,57,46
191,2,0:52.0,,D. Lillard makes 3-pt jump shot from 26 ft,57,49
192,2,0:36.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,59,49
193,2,0:32.0,,Shooting foul by K. Towns (drawn by D. Lillard),59,49
194,2,0:32.0,,D. Lillard makes free throw 1 of 2,59,50
195,2,0:32.0,O. Casspi enters the game for K. Towns,,59,50
196,2,0:32.0,,E. Turner enters the game for A. Crabbe,59,50
197,2,0:32.0,,D. Lillard makes free throw 2 of 2,59,51
198,2,0:08.0,G. Dieng makes 2-pt jump shot from 20 ft,,61,51
199,2,0:02.0,,E. Turner makes 2-pt jump shot from 7 ft,61,53
200,2,0:00.0,R. Rubio misses 3-pt jump shot from 50 ft,,61,53
201,2,0:00.0,Offensive rebound by Team,,61,53
202,3,11:40.0,,C. McCollum makes 2-pt jump shot from 17 ft,61,55
203,3,11:22.0,R. Rubio misses 2-pt jump shot from 15 ft,,61,55
204,3,11:21.0,,Defensive rebound by Team,61,55
205,3,11:03.0,,A. Aminu misses 2-pt dunk at rim,61,55
206,3,11:03.0,Defensive rebound by A. Wiggins,,61,55
207,3,10:57.0,Shooting foul by C. McCollum (drawn by K. Towns),,61,55
208,3,10:57.0,K. Towns makes free throw 1 of 2,,62,55
209,3,10:57.0,K. Towns makes free throw 2 of 2,,63,55
210,3,10:44.0,,C. McCollum misses 2-pt jump shot from 4 ft,63,55
211,3,10:43.0,,Offensive rebound by C. McCollum,63,55
212,3,10:35.0,,Turnover by A. Aminu (traveling),63,55
213,3,10:23.0,K. Towns makes 2-pt layup from 2 ft (assist by G. Dieng),,65,55
214,3,10:23.0,Shooting foul by D. Lillard (drawn by K. Towns),,65,55
215,3,10:23.0,K. Towns makes free throw 1 of 1,,66,55
216,3,10:13.0,,D. Lillard misses 3-pt jump shot from 25 ft,66,55
217,3,10:11.0,Defensive rebound by R. Rubio,,66,55
218,3,10:03.0,Shooting foul by M. Harkless (drawn by K. Towns),,66,55
219,3,10:03.0,K. Towns makes free throw 1 of 2,,67,55
220,3,10:03.0,K. Towns makes free throw 2 of 2,,68,55
221,3,9:44.0,,C. McCollum misses 3-pt jump shot from 25 ft,68,55
222,3,9:42.0,Defensive rebound by G. Dieng,,68,55
223,3,9:39.0,B. Rush makes 2-pt dunk at rim (assist by R. Rubio),,70,55
224,3,9:39.0,,Portland full timeout,70,55
225,3,9:20.0,,D. Lillard misses 3-pt jump shot from 27 ft,70,55
226,3,9:18.0,Defensive rebound by A. Wiggins,,70,55
227,3,9:16.0,Turnover by A. Wiggins (lost ball; steal by M. Harkless),,70,55
228,3,9:08.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),70,58
229,3,8:49.0,Turnover by R. Rubio (bad pass; steal by A. Aminu),,70,58
230,3,8:41.0,,D. Lillard makes 2-pt layup at rim,70,60
231,3,8:41.0,Minnesota full timeout,,70,60
232,3,8:27.0,Personal foul by M. Harkless (drawn by A. Wiggins),,70,60
233,3,8:16.0,R. Rubio misses 2-pt jump shot from 13 ft,,70,60
234,3,8:16.0,,Defensive rebound by Team,70,60
235,3,8:16.0,Loose ball foul by K. Towns (drawn by N. Vonleh),,70,60
236,3,8:04.0,,Shooting foul by G. Dieng (drawn by D. Lillard),70,60
237,3,8:04.0,,D. Lillard makes free throw 1 of 2,70,61
238,3,8:04.0,A. Payne enters the game for K. Towns,,70,61
239,3,8:04.0,,E. Turner enters the game for A. Aminu,70,61
240,3,8:04.0,,D. Lillard makes free throw 2 of 2,70,62
241,3,7:57.0,Shooting foul by D. Lillard (drawn by R. Rubio),,70,62
242,3,7:57.0,R. Rubio makes free throw 1 of 2,,71,62
243,3,7:57.0,R. Rubio makes free throw 2 of 2,,72,62
244,3,7:51.0,,D. Lillard makes 2-pt jump shot from 4 ft,72,64
245,3,7:51.0,,Shooting foul by A. Wiggins (drawn by D. Lillard),72,64
246,3,7:51.0,,D. Lillard makes free throw 1 of 1,72,65
247,3,7:32.0,A. Payne misses 3-pt jump shot from 25 ft,,72,65
248,3,7:31.0,,Defensive rebound by E. Turner,72,65
249,3,7:25.0,,D. Lillard misses 2-pt jump shot from 3 ft (block by G. Dieng),72,65
250,3,7:24.0,Defensive rebound by B. Rush,,72,65
251,3,7:17.0,R. Rubio misses 2-pt jump shot from 3 ft (block by N. Vonleh),,72,65
252,3,7:16.0,,Defensive rebound by D. Lillard,72,65
253,3,7:05.0,,E. Turner makes 2-pt layup from 2 ft (assist by D. Lillard),72,67
254,3,7:04.0,Minnesota full timeout,,72,67
255,3,6:48.0,A. Wiggins misses 2-pt layup from 2 ft,,72,67
256,3,6:48.0,,Defensive rebound by E. Turner,72,67
257,3,6:47.0,,Personal take foul by A. Payne (drawn by E. Turner),72,67
258,3,6:34.0,,E. Turner misses 2-pt jump shot from 14 ft,72,67
259,3,6:34.0,,Offensive rebound by N. Vonleh,72,67
260,3,6:29.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by N. Vonleh),72,70
261,3,6:06.0,A. Wiggins misses 3-pt jump shot from 27 ft,,72,70
262,3,6:05.0,,Defensive rebound by N. Vonleh,72,70
263,3,6:05.0,,Personal foul by A. Payne (drawn by N. Vonleh),72,70
264,3,6:05.0,,N. Vonleh makes free throw 1 of 2,72,71
265,3,6:05.0,,A. Aminu enters the game for M. Harkless,72,71
266,3,6:05.0,K. Towns enters the game for A. Payne,,72,71
267,3,6:05.0,,N. Vonleh makes free throw 2 of 2,72,72
268,3,5:44.0,A. Wiggins makes 2-pt jump shot from 3 ft,,74,72
269,3,5:31.0,,Turnover by D. Lillard (bad pass; steal by A. Wiggins),74,72
270,3,5:26.0,A. Wiggins makes 2-pt layup from 2 ft,,76,72
271,3,5:01.0,,N. Vonleh misses 2-pt hook shot from 3 ft,76,72
272,3,5:01.0,Defensive rebound by K. Towns,,76,72
273,3,4:45.0,,A. Crabbe enters the game for C. McCollum,76,72
274,3,4:40.0,A. Wiggins misses 3-pt jump shot from 26 ft,,76,72
275,3,4:38.0,,Defensive rebound by A. Crabbe,76,72
276,3,4:29.0,,D. Lillard misses 2-pt jump shot from 3 ft,76,72
277,3,4:26.0,,Offensive rebound by N. Vonleh,76,72
278,3,4:24.0,,Turnover by N. Vonleh (lost ball; steal by R. Rubio),76,72
279,3,4:08.0,K. Towns misses 3-pt jump shot from 25 ft,,76,72
280,3,4:08.0,,Defensive rebound by A. Crabbe,76,72
281,3,3:58.0,,D. Lillard misses 3-pt jump shot from 26 ft,76,72
282,3,3:56.0,Defensive rebound by K. Towns,,76,72
283,3,3:38.0,A. Wiggins makes 2-pt jump shot from 22 ft (assist by R. Rubio),,78,72
284,3,3:19.0,,E. Turner misses 2-pt jump shot from 5 ft,78,72
285,3,3:17.0,Defensive rebound by A. Wiggins,,78,72
286,3,3:00.0,Turnover by A. Wiggins (lost ball; steal by D. Lillard),,78,72
287,3,2:53.0,,Shooting foul by G. Dieng (drawn by A. Aminu),78,72
288,3,2:53.0,,A. Aminu makes free throw 1 of 2,78,73
289,3,2:53.0,,A. Aminu misses free throw 2 of 2,78,73
290,3,2:53.0,,M. Leonard enters the game for N. Vonleh,78,73
291,3,2:51.0,,Offensive rebound by Team,78,73
292,3,2:44.0,,D. Lillard misses 2-pt jump shot from 9 ft,78,73
293,3,2:44.0,Defensive rebound by G. Dieng,,78,73
294,3,2:30.0,Offensive foul by G. Dieng (drawn by D. Lillard),,78,73
295,3,2:30.0,Turnover by G. Dieng (offensive foul),,78,73
296,3,2:30.0,,M. Harkless enters the game for M. Leonard,78,73
297,3,2:30.0,O. Casspi enters the game for G. Dieng,,78,73
298,3,2:30.0,S. Muhammad enters the game for B. Rush,,78,73
299,3,2:30.0,,C. McCollum enters the game for D. Lillard,78,73
300,3,2:19.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by E. Turner),78,76
301,3,1:52.0,S. Muhammad makes 2-pt layup from 2 ft (assist by A. Wiggins),,80,76
302,3,1:43.0,,Offensive foul by E. Turner (drawn by R. Rubio),80,76
303,3,1:43.0,,Turnover by E. Turner (offensive foul),80,76
304,3,1:26.0,K. Towns misses 2-pt jump shot from 8 ft,,80,76
305,3,1:25.0,Offensive rebound by K. Towns,,80,76
306,3,1:21.0,S. Muhammad makes 3-pt jump shot from 24 ft (assist by K. Towns),,83,76
307,3,1:04.0,,Turnover by C. McCollum (bad pass; steal by K. Towns),83,76
308,3,1:00.0,O. Casspi makes 2-pt layup at rim (assist by K. Towns),,85,76
309,3,0:47.0,,C. McCollum makes 2-pt jump shot from 20 ft,85,78
310,3,0:32.0,Turnover by K. Towns (traveling),,85,78
311,3,0:24.0,,C. McCollum makes 2-pt layup from 1 ft,85,80
312,3,0:02.0,A. Wiggins makes 2-pt jump shot from 5 ft,,87,80
313,3,0:00.0,,C. McCollum misses 3-pt jump shot from 26 ft,87,80
314,3,0:00.0,,Offensive rebound by Team,87,80
315,4,11:48.0,T. Jones misses 2-pt jump shot from 19 ft,,87,80
316,4,11:48.0,,Defensive rebound by E. Turner,87,80
317,4,11:43.0,,Turnover by A. Crabbe (lost ball),87,80
318,4,11:21.0,G. Dieng misses 2-pt layup from 2 ft,,87,80
319,4,11:20.0,,Defensive rebound by M. Leonard,87,80
320,4,11:06.0,,C. McCollum misses 2-pt layup from 2 ft,87,80
321,4,11:05.0,Defensive rebound by G. Dieng,,87,80
322,4,10:47.0,S. Muhammad misses 2-pt jump shot from 8 ft (block by E. Turner),,87,80
323,4,10:47.0,,Defensive rebound by E. Turner,87,80
324,4,10:36.0,,M. Leonard makes 2-pt jump shot from 19 ft (assist by E. Turner),87,82
325,4,10:13.0,S. Muhammad misses 2-pt jump shot from 8 ft,,87,82
326,4,10:12.0,,Defensive rebound by M. Leonard,87,82
327,4,10:06.0,,Turnover by M. Harkless (bad pass; steal by T. Jones),87,82
328,4,9:53.0,G. Dieng misses 2-pt jump shot from 18 ft,,87,82
329,4,9:52.0,,Defensive rebound by E. Turner,87,82
330,4,9:46.0,,M. Harkless misses 2-pt layup from 1 ft,87,82
331,4,9:45.0,Defensive rebound by G. Dieng,,87,82
332,4,9:23.0,K. Dunn misses 2-pt jump shot from 21 ft,,87,82
333,4,9:20.0,Offensive rebound by G. Dieng,,87,82
334,4,9:18.0,Turnover by T. Jones (lost ball; steal by M. Leonard),,87,82
335,4,9:13.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by C. McCollum),87,85
336,4,9:13.0,,Shooting foul by O. Casspi (drawn by A. Crabbe),87,85
337,4,9:13.0,,D. Lillard enters the game for E. Turner,87,85
338,4,9:13.0,K. Towns enters the game for O. Casspi,,87,85
339,4,9:13.0,A. Wiggins enters the game for T. Jones,,87,85
340,4,9:13.0,,A. Aminu enters the game for M. Harkless,87,85
341,4,9:13.0,,A. Crabbe makes free throw 1 of 1,87,86
342,4,9:01.0,Shooting foul by A. Crabbe (drawn by A. Wiggins),,87,86
343,4,9:01.0,A. Wiggins makes free throw 1 of 2,,88,86
344,4,9:01.0,,E. Turner enters the game for C. McCollum,88,86
345,4,9:01.0,A. Wiggins makes free throw 2 of 2,,89,86
346,4,8:49.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),89,89
347,4,8:30.0,S. Muhammad misses 3-pt jump shot from 25 ft,,89,89
348,4,8:29.0,,Defensive rebound by D. Lillard,89,89
349,4,8:25.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),89,92
350,4,8:25.0,Minnesota full timeout,,89,92
351,4,8:25.0,B. Rush enters the game for K. Dunn,,89,92
352,4,8:25.0,R. Rubio enters the game for S. Muhammad,,89,92
353,4,8:03.0,Turnover by A. Wiggins (lost ball; steal by E. Turner),,89,92
354,4,7:54.0,Violation by K. Towns (def goaltending),,89,92
355,4,7:54.0,,D. Lillard makes 2-pt layup at rim,89,94
356,4,7:41.0,Shooting foul by M. Leonard (drawn by A. Wiggins),,89,94
357,4,7:41.0,A. Wiggins makes free throw 1 of 2,,90,94
358,4,7:41.0,A. Wiggins makes free throw 2 of 2,,91,94
359,4,7:28.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),91,97
360,4,7:06.0,A. Wiggins misses 2-pt jump shot from 15 ft,,91,97
361,4,7:05.0,,Defensive rebound by A. Crabbe,91,97
362,4,6:54.0,,D. Lillard misses 3-pt jump shot from 24 ft,91,97
363,4,6:53.0,Defensive rebound by K. Towns,,91,97
364,4,6:39.0,Turnover by K. Towns (lost ball; steal by A. Aminu),,91,97
365,4,6:28.0,,A. Crabbe misses 3-pt jump shot from 23 ft,91,97
366,4,6:27.0,Defensive rebound by R. Rubio,,91,97
367,4,6:14.0,Turnover by G. Dieng (traveling),,91,97
368,4,5:52.0,,E. Turner misses 2-pt jump shot from 14 ft,91,97
369,4,5:51.0,Defensive rebound by G. Dieng,,91,97
370,4,5:35.0,A. Wiggins misses 2-pt jump shot from 18 ft,,91,97
371,4,5:33.0,Offensive rebound by K. Towns,,91,97
372,4,5:33.0,Personal foul by M. Leonard (drawn by K. Towns),,91,97
373,4,5:33.0,Official timeout,,91,97
374,4,5:27.0,Shooting foul by E. Turner (drawn by A. Wiggins),,91,97
375,4,5:27.0,A. Wiggins makes free throw 1 of 2,,92,97
376,4,5:27.0,A. Wiggins misses free throw 2 of 2,,92,97
377,4,5:27.0,,Defensive rebound by E. Turner,92,97
378,4,5:03.0,,Turnover by Team (shot clock),92,97
379,4,4:55.0,A. Wiggins misses 2-pt jump shot from 21 ft,,92,97
380,4,4:53.0,,Defensive rebound by A. Aminu,92,97
381,4,4:47.0,,A. Crabbe misses 2-pt layup from 2 ft (block by R. Rubio),92,97
382,4,4:47.0,,Offensive rebound by Team,92,97
383,4,4:47.0,,N. Vonleh enters the game for M. Leonard,92,97
384,4,4:41.0,,A. Crabbe misses 2-pt jump shot from 19 ft,92,97
