,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
373,4,9:15.0,Shooting foul by V. Oladipo (drawn by A. Bennett),,85,101
374,4,9:15.0,A. Bennett makes free throw 1 of 2,,86,101
375,4,9:15.0,A. Bennett makes free throw 2 of 2,,87,101
376,4,8:56.0,,Á. Abrines misses 3-pt jump shot from 25 ft,87,101
377,4,8:55.0,Defensive rebound by Y. Ferrell,,87,101
378,4,8:38.0,A. Bennett makes 2-pt layup from 1 ft,,89,101
379,4,8:20.0,,Á. Abrines misses 2-pt layup from 2 ft,89,101
380,4,8:20.0,Defensive rebound by B. Lopez,,89,101
381,4,8:14.0,Shooting block foul by K. Singler (drawn by S. Kilpatrick),,89,101
382,4,8:14.0,Official timeout,,89,101
383,4,8:14.0,S. Kilpatrick makes free throw 1 of 2,,90,101
384,4,8:14.0,,D. Sabonis enters the game for V. Oladipo,89,101
385,4,8:14.0,,R. Westbrook enters the game for J. Grant,89,101
386,4,8:14.0,,A. Roberson enters the game for K. Singler,89,101
387,4,8:14.0,S. Kilpatrick makes free throw 2 of 2,,91,101
388,4,8:05.0,Violation by S. Kilpatrick (kicked ball),,91,101
389,4,7:56.0,,R. Westbrook makes 2-pt jump shot from 14 ft,91,103
390,4,7:36.0,B. Lopez misses 3-pt jump shot from 25 ft,,91,103
391,4,7:36.0,,Defensive rebound by Á. Abrines,91,103
392,4,7:31.0,,R. Westbrook misses 2-pt layup from 2 ft (block by B. Lopez),91,103
393,4,7:30.0,,Offensive rebound by Team,91,103
394,4,7:30.0,B. Bogdanović enters the game for J. Harris,,91,103
395,4,7:30.0,,S. Adams enters the game for E. Freedom,91,103
396,4,7:23.0,,R. Westbrook misses 2-pt jump shot from 13 ft,91,103
397,4,7:22.0,Defensive rebound by B. Bogdanović,,91,103
398,4,7:20.0,Turnover by B. Bogdanović (lost ball; steal by A. Roberson),,91,103
399,4,7:16.0,,R. Westbrook misses 2-pt jump shot from 16 ft,91,103
400,4,7:15.0,,Offensive rebound by A. Roberson,91,103
401,4,7:13.0,,A. Roberson misses 2-pt layup from 1 ft,91,103
402,4,7:12.0,,Offensive rebound by A. Roberson,91,103
403,4,7:12.0,,A. Roberson makes 2-pt layup at rim,91,105
404,4,7:00.0,S. Kilpatrick misses 2-pt layup from 1 ft,,91,105
405,4,6:59.0,,Defensive rebound by D. Sabonis,91,105
406,4,6:55.0,,Turnover by Á. Abrines (traveling),91,105
407,4,6:48.0,Personal foul by A. Roberson (drawn by B. Bogdanović),,91,105
408,4,6:37.0,B. Lopez makes 2-pt hook shot from 5 ft,,93,105
409,4,6:20.0,,S. Adams misses 2-pt jump shot from 6 ft,93,105
410,4,6:20.0,Defensive rebound by A. Bennett,,93,105
411,4,6:08.0,A. Bennett makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,96,105
412,4,5:55.0,,R. Westbrook makes 2-pt layup from 2 ft,96,107
413,4,5:43.0,Y. Ferrell misses 2-pt layup from 2 ft,,96,107
414,4,5:43.0,,Defensive rebound by D. Sabonis,96,107
415,4,5:41.0,,Personal foul by B. Lopez (drawn by S. Adams),96,107
416,4,5:41.0,,Oklahoma City full timeout,96,107
417,4,5:41.0,,V. Oladipo enters the game for Á. Abrines,96,107
418,4,5:41.0,R. Hollis-Jefferson enters the game for B. Lopez,,96,107
419,4,5:41.0,T. Booker enters the game for S. Kilpatrick,,96,107
420,4,5:24.0,,R. Westbrook misses 2-pt layup from 2 ft,96,107
421,4,5:23.0,Defensive rebound by R. Hollis-Jefferson,,96,107
422,4,5:08.0,A. Bennett makes 2-pt layup from 2 ft (assist by T. Booker),,98,107
423,4,4:51.0,,V. Oladipo makes 3-pt jump shot from 24 ft,98,110
424,4,4:34.0,Turnover by T. Booker (lost ball; steal by A. Roberson),,98,110
425,4,4:29.0,,Shooting foul by Y. Ferrell (drawn by A. Roberson),98,110
426,4,4:29.0,,A. Roberson misses free throw 1 of 2,98,110
427,4,4:29.0,,Offensive rebound by Team,98,110
428,4,4:29.0,,A. Roberson misses free throw 2 of 2,98,110
429,4,4:29.0,,Offensive rebound by Team,98,110
430,4,4:29.0,Loose ball foul by T. Booker (drawn by S. Adams),,98,110
431,4,4:29.0,,Technical foul by S. Adams,98,110
432,4,4:29.0,Technical foul by T. Booker,,98,110
433,4,4:29.0,,S. Adams makes free throw 1 of 2,98,111
434,4,4:29.0,,S. Adams makes free throw 2 of 2,98,112
435,4,4:10.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,98,112
436,4,4:09.0,,Defensive rebound by R. Westbrook,98,112
437,4,3:51.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by A. Roberson),98,115
438,4,3:45.0,Brooklyn full timeout,,98,115
439,4,3:45.0,C. McCullough enters the game for T. Booker,,98,115
440,4,3:45.0,I. Whitehead enters the game for B. Bogdanović,,98,115
441,4,3:29.0,A. Bennett misses 3-pt jump shot from 25 ft,,98,115
442,4,3:28.0,,Defensive rebound by A. Roberson,98,115
443,4,3:16.0,,Turnover by R. Westbrook (bad pass),98,115
444,4,3:08.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,100,115
445,4,3:08.0,Shooting foul by A. Roberson (drawn by R. Hollis-Jefferson),,100,115
446,4,3:08.0,,Á. Abrines enters the game for A. Roberson,100,115
447,4,3:08.0,R. Hollis-Jefferson makes free throw 1 of 1,,101,115
448,4,2:58.0,,Shooting foul by C. McCullough (drawn by R. Westbrook),101,115
449,4,2:58.0,,R. Westbrook makes free throw 1 of 2,101,116
450,4,2:58.0,,R. Westbrook makes free throw 2 of 2,101,117
451,4,2:46.0,C. McCullough misses 2-pt dunk at rim (block by S. Adams),,101,117
452,4,2:44.0,,Defensive rebound by V. Oladipo,101,117
453,4,2:30.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by R. Westbrook),101,119
454,4,2:18.0,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,,101,119
455,4,2:17.0,,Defensive rebound by V. Oladipo,101,119
456,4,2:04.0,,D. Sabonis misses 3-pt jump shot from 23 ft,101,119
457,4,2:03.0,Defensive rebound by R. Hollis-Jefferson,,101,119
458,4,1:59.0,C. McCullough makes 2-pt dunk at rim (assist by R. Hollis-Jefferson),,103,119
459,4,1:40.0,,Turnover by D. Sabonis (bad pass),103,119
460,4,1:40.0,,J. Lauvergne enters the game for S. Adams,103,119
461,4,1:40.0,,J. Grant enters the game for R. Westbrook,103,119
462,4,1:22.0,Shooting block foul by J. Lauvergne (drawn by Y. Ferrell),,103,119
463,4,1:22.0,Y. Ferrell makes free throw 1 of 2,,104,119
464,4,1:22.0,Y. Ferrell makes free throw 2 of 2,,105,119
465,4,1:11.0,,V. Oladipo makes 3-pt jump shot from 25 ft,105,122
466,4,1:02.0,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Grant),,105,122
467,4,1:00.0,,Turnover by V. Oladipo (bad pass),105,122
468,4,0:49.0,I. Whitehead misses 2-pt jump shot from 6 ft,,105,122
469,4,0:49.0,,Defensive rebound by J. Lauvergne,105,122
470,4,0:28.0,,D. Sabonis makes 2-pt layup from 2 ft,105,124
471,4,0:18.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,105,124
472,4,0:17.0,,Defensive rebound by V. Oladipo,105,124
