,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MEMPHIS_ACTION,PHILADELPHIA_SCORE,MEMPHIS_SCORE
206,2,3:06.0,T. McConnell misses 2-pt layup from 1 ft,,38,36
207,2,3:06.0,,Defensive rebound by T. Douglas,38,36
208,2,2:59.0,,T. Allen makes 2-pt layup from 2 ft (assist by T. Douglas),38,38
209,2,2:45.0,Turnover by T. McConnell (bad pass; steal by J. Green),,38,38
210,2,2:41.0,,T. Douglas makes 2-pt layup from 1 ft (assist by J. Green),38,40
211,2,2:17.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by T. McConnell),,41,40
212,2,2:03.0,,Shooting foul by E. İlyasova (drawn by M. Gasol),41,40
213,2,2:03.0,,M. Gasol misses free throw 1 of 2,41,40
214,2,2:03.0,,Offensive rebound by Team,41,40
215,2,2:03.0,S. Rodríguez enters the game for T. McConnell,,41,40
216,2,2:03.0,,T. Daniels enters the game for T. Douglas,41,40
217,2,2:03.0,,M. Gasol makes free throw 2 of 2,41,41
218,2,1:42.0,N. Stauskas misses 3-pt jump shot from 25 ft,,41,41
219,2,1:42.0,,Defensive rebound by M. Gasol,41,41
220,2,1:32.0,,M. Gasol makes 2-pt dunk at rim (assist by A. Harrison),41,43
221,2,1:26.0,Philadelphia full timeout,,41,43
222,2,1:26.0,T. Luwawu-Cabarrot enters the game for E. İlyasova,,41,43
223,2,1:12.0,N. Stauskas misses 3-pt jump shot from 25 ft,,41,43
224,2,1:11.0,,Defensive rebound by A. Harrison,41,43
225,2,1:03.0,,T. Daniels misses 2-pt jump shot from 16 ft,41,43
226,2,1:03.0,Defensive rebound by T. Luwawu-Cabarrot,,41,43
227,2,0:53.0,H. Thompson misses 3-pt jump shot from 25 ft,,41,43
228,2,0:52.0,,Defensive rebound by Team,41,43
229,2,0:51.0,E. İlyasova enters the game for R. Holmes,,41,43
230,2,0:39.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Green),41,43
231,2,0:39.0,,J. Green makes free throw 1 of 2,41,44
232,2,0:39.0,,J. Green makes free throw 2 of 2,41,45
233,2,0:32.0,Turnover by S. Rodríguez (traveling),,41,45
234,2,0:32.0,T. McConnell enters the game for S. Rodríguez,,41,45
235,2,0:14.0,,Shooting foul by E. İlyasova (drawn by M. Gasol),41,45
236,2,0:14.0,,M. Gasol makes free throw 1 of 2,41,46
237,2,0:14.0,,T. Douglas enters the game for T. Daniels,41,46
238,2,0:14.0,,M. Gasol makes free throw 2 of 2,41,47
239,2,0:01.0,T. McConnell makes 2-pt jump shot from 8 ft,,43,47
240,3,11:37.0,E. İlyasova makes 2-pt jump shot from 8 ft,,45,47
241,3,11:20.0,,M. Gasol misses 2-pt jump shot from 9 ft,45,47
242,3,11:19.0,Defensive rebound by E. İlyasova,,45,47
243,3,11:04.0,R. Holmes misses 2-pt jump shot from 8 ft,,45,47
244,3,11:02.0,,Defensive rebound by M. Gasol,45,47
245,3,10:49.0,,M. Gasol misses 3-pt jump shot from 26 ft,45,47
246,3,10:49.0,,Offensive rebound by M. Gasol,45,47
247,3,10:46.0,Offensive charge foul by M. Gasol (drawn by E. İlyasova),,45,47
248,3,10:46.0,,Turnover by M. Gasol (offensive foul),45,47
249,3,10:29.0,Shooting foul by T. Allen (drawn by N. Stauskas),,45,47
250,3,10:29.0,N. Stauskas makes free throw 1 of 2,,46,47
251,3,10:29.0,N. Stauskas misses free throw 2 of 2,,46,47
252,3,10:28.0,,Defensive rebound by M. Gasol,46,47
253,3,10:12.0,,Turnover by T. Allen (3 sec),46,47
254,3,10:03.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,46,47
255,3,10:02.0,,Defensive rebound by A. Harrison,46,47
256,3,9:45.0,,A. Harrison misses 2-pt layup from 2 ft,46,47
257,3,9:44.0,,Offensive rebound by J. Green,46,47
258,3,9:44.0,,J. Green misses 2-pt layup from 1 ft,46,47
259,3,9:43.0,,Offensive rebound by J. Green,46,47
260,3,9:43.0,,J. Green misses 2-pt layup from 1 ft,46,47
261,3,9:43.0,,Offensive rebound by Team,46,47
262,3,9:43.0,Loose ball foul by E. İlyasova (drawn by J. Green),,46,47
263,3,9:36.0,,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),46,49
264,3,9:18.0,E. İlyasova misses 3-pt jump shot from 27 ft,,46,49
265,3,9:18.0,,Defensive rebound by J. Green,46,49
266,3,9:10.0,,T. Williams makes 2-pt layup from 2 ft,46,51
267,3,9:10.0,Philadelphia full timeout,,46,51
268,3,8:47.0,N. Stauskas misses 3-pt jump shot from 25 ft,,46,51
269,3,8:46.0,Offensive rebound by R. Holmes,,46,51
270,3,8:45.0,R. Holmes misses 2-pt layup from 1 ft (block by M. Gasol),,46,51
271,3,8:45.0,,Defensive rebound by Team,46,51
272,3,8:32.0,,Turnover by J. Green (bad pass; steal by R. Holmes),46,51
273,3,8:17.0,G. Henderson misses 2-pt jump shot from 11 ft,,46,51
274,3,8:16.0,,Defensive rebound by T. Williams,46,51
275,3,8:08.0,,A. Harrison misses 2-pt layup from 2 ft,46,51
276,3,8:08.0,Defensive rebound by Team,,46,51
277,3,7:56.0,S. Rodríguez makes 3-pt jump shot from 26 ft,,49,51
278,3,7:39.0,,J. Green makes 2-pt jump shot from 20 ft (assist by T. Allen),49,53
279,3,7:27.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by R. Holmes),,52,53
280,3,7:09.0,,T. Williams misses 3-pt jump shot from 25 ft,52,53
281,3,7:09.0,Defensive rebound by R. Holmes,,52,53
282,3,6:59.0,S. Rodríguez makes 2-pt jump shot from 9 ft,,54,53
283,3,6:59.0,,Memphis full timeout,54,53
284,3,6:59.0,,T. Daniels enters the game for T. Williams,54,53
285,3,6:59.0,,W. Baldwin enters the game for A. Harrison,54,53
286,3,6:59.0,D. Šarić enters the game for E. İlyasova,,54,53
287,3,6:47.0,,Shooting foul by G. Henderson (drawn by M. Gasol),54,53
288,3,6:47.0,,M. Gasol makes free throw 1 of 2,54,54
289,3,6:47.0,,M. Gasol makes free throw 2 of 2,54,55
290,3,6:36.0,R. Holmes misses 2-pt jump shot from 4 ft (block by J. Green),,54,55
291,3,6:34.0,,Defensive rebound by J. Green,54,55
292,3,6:31.0,,Shooting foul by N. Stauskas (drawn by J. Green),54,55
293,3,6:31.0,,J. Green makes free throw 1 of 2,54,56
294,3,6:31.0,H. Thompson enters the game for G. Henderson,,54,56
295,3,6:31.0,,J. Green makes free throw 2 of 2,54,57
296,3,6:17.0,S. Rodríguez misses 3-pt jump shot from 24 ft,,54,57
297,3,6:16.0,,Defensive rebound by T. Allen,54,57
298,3,6:07.0,,M. Gasol makes 2-pt layup at rim (assist by T. Allen),54,59
299,3,5:55.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by R. Holmes),,57,59
300,3,5:38.0,,M. Gasol makes 2-pt hook shot from 6 ft,57,61
301,3,5:23.0,R. Holmes misses 3-pt jump shot from 25 ft,,57,61
302,3,5:23.0,,Defensive rebound by T. Allen,57,61
303,3,5:16.0,,Shooting foul by S. Rodríguez (drawn by W. Baldwin),57,61
304,3,5:16.0,,W. Baldwin makes free throw 1 of 2,57,62
305,3,5:16.0,E. İlyasova enters the game for R. Holmes,,57,62
306,3,5:16.0,,Z. Randolph enters the game for J. Green,57,62
307,3,5:16.0,,W. Baldwin makes free throw 2 of 2,57,63
308,3,5:02.0,N. Stauskas makes 2-pt layup from 1 ft,,59,63
309,3,4:47.0,,Offensive foul by M. Gasol (drawn by E. İlyasova),59,63
310,3,4:47.0,,Turnover by M. Gasol (offensive foul),59,63
311,3,4:37.0,D. Šarić misses 3-pt jump shot from 25 ft,,59,63
312,3,4:36.0,,Defensive rebound by Z. Randolph,59,63
313,3,4:26.0,,T. Allen makes 2-pt layup from 1 ft (assist by T. Daniels),59,65
314,3,4:20.0,Shooting foul by T. Daniels (drawn by N. Stauskas),,59,65
315,3,4:20.0,N. Stauskas misses free throw 1 of 2,,59,65
316,3,4:20.0,Offensive rebound by Team,,59,65
317,3,4:20.0,T. McConnell enters the game for S. Rodríguez,,59,65
318,3,4:20.0,N. Stauskas makes free throw 2 of 2,,60,65
319,3,4:00.0,,M. Gasol makes 2-pt jump shot from 8 ft (assist by Z. Randolph),60,67
320,3,3:51.0,Turnover by D. Šarić (traveling),,60,67
321,3,3:49.0,,Turnover by T. Allen (bad pass; steal by T. McConnell),60,67
322,3,3:42.0,E. İlyasova makes 2-pt layup at rim (assist by N. Stauskas),,62,67
323,3,3:32.0,,Turnover by W. Baldwin (bad pass),62,67
324,3,3:32.0,,T. Williams enters the game for T. Allen,62,67
325,3,3:16.0,Shooting foul by T. Daniels (drawn by H. Thompson),,62,67
326,3,3:16.0,H. Thompson misses free throw 1 of 2,,62,67
327,3,3:16.0,Offensive rebound by Team,,62,67
328,3,3:16.0,,J. Green enters the game for M. Gasol,62,67
329,3,3:16.0,H. Thompson makes free throw 2 of 2,,63,67
330,3,2:59.0,,T. Daniels misses 3-pt jump shot from 25 ft,63,67
331,3,2:58.0,,Offensive rebound by Z. Randolph,63,67
332,3,2:47.0,,Z. Randolph misses 2-pt jump shot from 16 ft,63,67
333,3,2:47.0,Defensive rebound by E. İlyasova,,63,67
334,3,2:36.0,H. Thompson misses 2-pt layup from 3 ft (block by T. Williams),,63,67
335,3,2:36.0,Offensive rebound by Team,,63,67
336,3,2:36.0,T. Luwawu-Cabarrot enters the game for N. Stauskas,,63,67
337,3,2:26.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. McConnell),,66,67
338,3,2:26.0,,Memphis full timeout,66,67
339,3,2:07.0,,T. Daniels misses 2-pt jump shot from 5 ft (block by H. Thompson),66,67
340,3,2:07.0,,Offensive rebound by Team,66,67
341,3,2:03.0,,Z. Randolph misses 2-pt jump shot from 8 ft,66,67
342,3,2:01.0,,Offensive rebound by Team,66,67
343,3,1:54.0,,T. Daniels makes 2-pt jump shot from 7 ft (assist by W. Baldwin),66,69
344,3,1:54.0,,Shooting foul by D. Šarić (drawn by T. Daniels),66,69
345,3,1:54.0,,T. Daniels makes free throw 1 of 1,66,70
346,3,1:46.0,Personal foul by J. Green (drawn by E. İlyasova),,66,70
347,3,1:46.0,R. Holmes enters the game for D. Šarić,,66,70
348,3,1:42.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by H. Thompson),,69,70
349,3,1:25.0,,T. Daniels misses 3-pt jump shot from 26 ft,69,70
350,3,1:23.0,,Offensive rebound by Z. Randolph,69,70
351,3,1:22.0,,Z. Randolph makes 2-pt layup from 1 ft,69,72
352,3,1:15.0,H. Thompson misses 3-pt jump shot from 25 ft,,69,72
353,3,1:14.0,,Defensive rebound by J. Green,69,72
354,3,1:07.0,,W. Baldwin makes 2-pt layup from 1 ft,69,74
355,3,0:54.0,R. Holmes makes 2-pt layup from 2 ft (assist by T. McConnell),,71,74
356,3,0:54.0,Shooting foul by W. Baldwin (drawn by R. Holmes),,71,74
357,3,0:54.0,R. Holmes misses free throw 1 of 1,,71,74
358,3,0:53.0,,Defensive rebound by J. Green,71,74
359,3,0:41.0,Offensive charge foul by W. Baldwin (drawn by T. McConnell),,71,74
360,3,0:41.0,,Turnover by W. Baldwin (offensive foul),71,74
361,3,0:30.0,T. McConnell makes 3-pt jump shot from 26 ft,,74,74
362,3,0:18.0,,Turnover by J. Green (offensive goaltending),74,74
363,3,0:18.0,D. Šarić enters the game for R. Holmes,,74,74
364,3,0:18.0,,J. Martin enters the game for Z. Randolph,74,74
365,3,0:04.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),,77,74
366,3,0:01.0,,T. Williams makes 2-pt jump shot from 14 ft,77,76
367,4,11:46.0,,Z. Randolph misses 2-pt layup from 2 ft,77,76
368,4,11:46.0,Defensive rebound by D. Šarić,,77,76
369,4,11:34.0,Personal foul by J. Green (drawn by D. Šarić),,77,76
370,4,11:21.0,D. Šarić misses 3-pt jump shot from 25 ft,,77,76
371,4,11:21.0,,Defensive rebound by T. Williams,77,76
372,4,11:10.0,,Z. Randolph makes 2-pt layup from 1 ft,77,78
373,4,10:54.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 5 ft,,77,78
374,4,10:54.0,,Defensive rebound by Z. Randolph,77,78
375,4,10:49.0,,J. Green makes 2-pt dunk at rim (assist by T. Williams),77,80
376,4,10:28.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by H. Thompson),,80,80
377,4,10:02.0,,T. Daniels makes 2-pt layup from 2 ft,80,82
378,4,9:43.0,R. Holmes misses 2-pt jump shot from 14 ft,,80,82
379,4,9:42.0,Offensive rebound by T. McConnell,,80,82
380,4,9:29.0,T. McConnell misses 2-pt jump shot from 17 ft,,80,82
381,4,9:27.0,,Defensive rebound by Z. Randolph,80,82
