,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
384,4,6:19.0,,D. Augustin makes free throw 1 of 3,105,89
385,4,6:19.0,,D. Augustin makes free throw 2 of 3,105,90
386,4,6:19.0,,E. Fournier enters the game for E. Payton,105,90
387,4,6:19.0,,D. Augustin makes free throw 3 of 3,105,91
388,4,5:54.0,T. Jones makes 2-pt jump shot from 14 ft (assist by A. Wiggins),,107,91
389,4,5:43.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. Augustin),107,94
390,4,5:30.0,Personal foul by A. Gordon (drawn by A. Wiggins),,107,94
391,4,5:30.0,,E. Payton enters the game for D. Augustin,107,94
392,4,5:17.0,T. Jones misses 2-pt layup from 1 ft,,107,94
393,4,5:16.0,,Defensive rebound by E. Fournier,107,94
394,4,5:10.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),107,96
395,4,5:10.0,Minnesota full timeout,,107,96
396,4,4:55.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by T. Jones),,110,96
397,4,4:28.0,,A. Gordon misses 3-pt jump shot from 27 ft,110,96
398,4,4:27.0,,Offensive rebound by S. Ibaka,110,96
399,4,4:23.0,,E. Fournier misses 3-pt jump shot from 25 ft,110,96
400,4,4:22.0,Defensive rebound by Z. LaVine,,110,96
401,4,4:04.0,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),,112,96
402,4,4:04.0,,Orlando full timeout,112,96
403,4,3:49.0,,Turnover by E. Fournier (bad pass; steal by T. Jones),112,96
404,4,3:46.0,Shooting foul by N. Vučević (drawn by Z. LaVine),,112,96
405,4,3:46.0,Z. LaVine misses free throw 1 of 2,,112,96
406,4,3:46.0,Offensive rebound by Team,,112,96
407,4,3:46.0,,M. Hezonja enters the game for E. Fournier,112,96
408,4,3:46.0,Z. LaVine makes free throw 2 of 2,,113,96
409,4,3:39.0,,E. Payton misses 2-pt jump shot from 17 ft,113,96
410,4,3:39.0,Defensive rebound by Z. LaVine,,113,96
411,4,3:19.0,Z. LaVine misses 2-pt jump shot from 16 ft,,113,96
412,4,3:18.0,,Defensive rebound by N. Vučević,113,96
413,4,3:12.0,,Shooting foul by K. Towns (drawn by S. Ibaka),113,96
414,4,3:12.0,,S. Ibaka makes free throw 1 of 2,113,97
415,4,3:12.0,,C. Watson enters the game for A. Gordon,113,97
416,4,3:12.0,,C. Wilcox enters the game for N. Vučević,113,97
417,4,3:12.0,,D. Rudež enters the game for E. Payton,113,97
418,4,3:12.0,,S. Ibaka makes free throw 2 of 2,113,98
419,4,3:09.0,Personal take foul by C. Watson (drawn by T. Jones),,113,98
420,4,3:09.0,,S. Zimmerman enters the game for S. Ibaka,113,98
421,4,2:57.0,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),,115,98
422,4,2:45.0,,M. Hezonja makes 3-pt jump shot from 25 ft,115,101
423,4,2:21.0,Z. LaVine makes 2-pt hook shot from 9 ft,,117,101
424,4,2:15.0,,M. Hezonja misses 3-pt jump shot from 25 ft,117,101
425,4,2:13.0,Defensive rebound by Z. LaVine,,117,101
426,4,1:56.0,A. Wiggins makes 2-pt jump shot from 17 ft,,119,101
427,4,1:42.0,,Turnover by M. Hezonja (bad pass; steal by T. Jones),119,101
428,4,1:30.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by G. Dieng),,122,101
429,4,1:16.0,,S. Zimmerman makes 2-pt jump shot from 4 ft,122,103
430,4,1:16.0,,Shooting foul by G. Dieng (drawn by M. Hezonja),122,103
431,4,1:16.0,,S. Zimmerman misses free throw 1 of 1,122,103
432,4,1:16.0,J. Lucas III enters the game for A. Wiggins,,122,103
433,4,1:16.0,A. Payne enters the game for Z. LaVine,,122,103
434,4,1:16.0,K. Dunn enters the game for T. Jones,,122,103
435,4,1:16.0,N. Bjelica enters the game for K. Towns,,122,103
436,4,1:15.0,Defensive rebound by A. Payne,,122,103
437,4,1:02.0,Turnover by K. Dunn (bad pass; steal by M. Hezonja),,122,103
438,4,1:00.0,,M. Hezonja makes 2-pt dunk at rim,122,105
439,4,0:49.0,A. Payne misses 3-pt jump shot from 26 ft,,122,105
440,4,0:48.0,,Defensive rebound by M. Hezonja,122,105
441,4,0:43.0,,Shooting foul by G. Dieng (drawn by M. Hezonja),122,105
442,4,0:43.0,,M. Hezonja makes free throw 1 of 2,122,106
443,4,0:43.0,S. Muhammad enters the game for G. Dieng,,122,106
444,4,0:43.0,,M. Hezonja makes free throw 2 of 2,122,107
445,4,0:34.0,Shooting foul by M. Hezonja (drawn by S. Muhammad),,122,107
446,4,0:34.0,S. Muhammad misses free throw 1 of 2,,122,107
447,4,0:34.0,Offensive rebound by Team,,122,107
448,4,0:34.0,S. Muhammad makes free throw 2 of 2,,123,107
449,4,0:26.0,,M. Hezonja misses 3-pt jump shot from 25 ft,123,107
450,4,0:25.0,Defensive rebound by S. Muhammad,,123,107
451,4,0:01.0,Turnover by Team (shot clock),,123,107
