,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
49,1,6:26.0,,Defensive rebound by K. Irving,6,15
50,1,6:16.0,Offensive charge foul by R. Jefferson (drawn by G. Monroe),,6,15
51,1,6:16.0,,Turnover by R. Jefferson (offensive foul),6,15
52,1,5:56.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,6,15
53,1,5:53.0,,Defensive rebound by L. James,6,15
54,1,5:48.0,,I. Shumpert misses 3-pt jump shot from 24 ft,6,15
55,1,5:47.0,Defensive rebound by J. Terry,,6,15
56,1,5:34.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,6,15
57,1,5:31.0,,Defensive rebound by R. Jefferson,6,15
58,1,5:22.0,,K. Irving makes 2-pt jump shot from 7 ft,6,17
59,1,5:02.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,6,17
60,1,4:59.0,Offensive rebound by G. Monroe,,6,17
61,1,4:56.0,G. Monroe makes 2-pt layup from 1 ft,,8,17
62,1,4:45.0,,Turnover by T. Thompson (traveling),8,17
63,1,4:18.0,J. Terry makes 2-pt jump shot from 19 ft (assist by G. Antetokounmpo),,10,17
64,1,4:05.0,,Shooting block foul by J. Terry (drawn by T. Thompson),10,17
65,1,4:05.0,,T. Thompson makes free throw 1 of 2,10,18
66,1,4:05.0,,T. Thompson misses free throw 2 of 2,10,18
67,1,4:05.0,M. Brogdon enters the game for M. Dellavedova,,10,18
68,1,4:04.0,Defensive rebound by G. Antetokounmpo,,10,18
69,1,3:49.0,G. Monroe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,12,18
70,1,3:45.0,,Turnover by R. Jefferson (lost ball),12,18
71,1,3:32.0,G. Antetokounmpo makes 2-pt jump shot from 4 ft,,14,18
72,1,3:21.0,,K. Irving makes 2-pt jump shot from 7 ft,14,20
73,1,3:12.0,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,17,20
74,1,3:12.0,,Cleveland full timeout,17,20
75,1,3:12.0,,D. Williams enters the game for L. James,17,20
76,1,3:12.0,,K. Korver enters the game for R. Jefferson,17,20
77,1,2:56.0,,K. Korver misses 3-pt jump shot from 23 ft,17,20
78,1,2:56.0,Defensive rebound by G. Antetokounmpo,,17,20
79,1,2:45.0,G. Antetokounmpo makes 2-pt dunk at rim,,19,20
80,1,2:27.0,,Turnover by K. Irving (bad pass; steal by T. Snell),19,20
81,1,2:11.0,M. Brogdon makes 2-pt layup from 2 ft (assist by G. Monroe),,21,20
82,1,1:51.0,,Def 3 sec tech foul by G. Antetokounmpo,21,20
83,1,1:51.0,,K. Irving makes technical free throw,21,21
84,1,1:44.0,,K. Irving makes 2-pt jump shot from 12 ft,21,23
85,1,1:26.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,21,23
86,1,1:25.0,,Defensive rebound by I. Shumpert,21,23
87,1,1:20.0,,K. Irving misses 3-pt jump shot from 27 ft (block by T. Snell),21,23
88,1,1:19.0,Defensive rebound by G. Antetokounmpo,,21,23
89,1,1:11.0,T. Snell misses 3-pt jump shot from 25 ft,,21,23
90,1,1:10.0,,Defensive rebound by T. Thompson,21,23
91,1,1:06.0,,Turnover by D. Williams (palming),21,23
92,1,0:51.0,Milwaukee full timeout,,21,23
93,1,0:48.0,M. Brogdon makes 2-pt jump shot from 21 ft (assist by G. Monroe),,23,23
94,1,0:37.0,,K. Korver makes 2-pt jump shot from 19 ft (assist by K. Irving),23,25
95,1,0:19.0,G. Monroe makes 2-pt hook shot from 10 ft,,25,25
96,1,0:00.0,,K. Irving makes 2-pt jump shot from 16 ft,25,27
97,2,11:38.0,J. Terry misses 3-pt jump shot from 25 ft,,25,27
98,2,11:38.0,,Defensive rebound by D. Williams,25,27
99,2,11:22.0,,Turnover by C. Frye (bad pass; steal by R. Vaughn),25,27
100,2,11:13.0,R. Vaughn misses 3-pt jump shot from 25 ft,,25,27
101,2,11:12.0,,Defensive rebound by R. Jefferson,25,27
102,2,11:10.0,,Personal foul by R. Vaughn (drawn by D. Williams),25,27
103,2,11:04.0,,D. Williams makes 2-pt dunk at rim (assist by L. James),25,29
104,2,10:50.0,M. Beasley makes 2-pt jump shot from 7 ft (assist by M. Brogdon),,27,29
105,2,10:50.0,Shooting foul by D. Williams (drawn by M. Beasley),,27,29
106,2,10:50.0,M. Beasley makes free throw 1 of 1,,28,29
107,2,10:26.0,,C. Frye misses 3-pt jump shot from 25 ft,28,29
108,2,10:25.0,Defensive rebound by R. Vaughn,,28,29
109,2,10:20.0,Shooting foul by C. Frye (drawn by M. Beasley),,28,29
110,2,10:20.0,M. Beasley makes free throw 1 of 2,,29,29
111,2,10:20.0,M. Beasley makes free throw 2 of 2,,30,29
112,2,9:57.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by C. Frye),30,31
113,2,9:44.0,M. Beasley makes 2-pt jump shot from 19 ft (assist by M. Brogdon),,32,31
114,2,9:26.0,,L. James makes 2-pt jump shot from 15 ft,32,33
115,2,9:07.0,R. Vaughn makes 3-pt jump shot from 24 ft (assist by M. Beasley),,35,33
116,2,8:57.0,,C. Frye misses 3-pt jump shot from 24 ft,35,33
117,2,8:57.0,Defensive rebound by R. Vaughn,,35,33
118,2,8:39.0,M. Brogdon misses 2-pt layup from 2 ft,,35,33
119,2,8:39.0,,Defensive rebound by D. Williams,35,33
120,2,8:34.0,,Personal block foul by M. Beasley (drawn by L. James),35,33
121,2,8:34.0,Official timeout,,35,33
122,2,8:34.0,M. Teletović enters the game for M. Beasley,,35,33
123,2,8:25.0,,D. Williams misses 3-pt jump shot from 24 ft,35,33
124,2,8:25.0,,Offensive rebound by C. Frye,35,33
125,2,8:23.0,,C. Frye misses 2-pt layup from 1 ft (block by R. Vaughn),35,33
126,2,8:23.0,,Offensive rebound by Team,35,33
127,2,8:19.0,,Personal foul by M. Brogdon (drawn by L. James),35,33
128,2,8:08.0,,D. Williams makes 2-pt dunk at rim (assist by L. James),35,35
129,2,7:40.0,M. Brogdon misses 2-pt jump shot from 12 ft,,35,35
130,2,7:39.0,,Defensive rebound by C. Frye,35,35
131,2,7:33.0,,L. James misses 2-pt layup from 1 ft,35,35
132,2,7:32.0,Defensive rebound by J. Henson,,35,35
133,2,7:25.0,M. Brogdon makes 2-pt layup from 1 ft,,37,35
134,2,7:25.0,Shooting foul by C. Frye (drawn by M. Brogdon),,37,35
135,2,7:25.0,M. Brogdon misses free throw 1 of 1,,37,35
136,2,7:24.0,,Defensive rebound by D. Williams,37,35
137,2,7:05.0,,K. Korver misses 3-pt jump shot from 26 ft,37,35
138,2,7:04.0,Defensive rebound by R. Vaughn,,37,35
139,2,6:56.0,J. Henson misses 2-pt layup from 2 ft,,37,35
140,2,6:55.0,,Defensive rebound by C. Frye,37,35
141,2,6:55.0,,Personal foul by J. Terry (drawn by L. James),37,35
142,2,6:55.0,,K. Irving enters the game for R. Jefferson,37,35
143,2,6:42.0,,C. Frye misses 2-pt jump shot from 23 ft,37,35
144,2,6:41.0,Defensive rebound by R. Vaughn,,37,35
145,2,6:33.0,J. Terry makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,40,35
146,2,6:15.0,,Personal foul by J. Henson (drawn by C. Frye),40,35
147,2,6:15.0,,C. Frye makes free throw 1 of 2,40,36
148,2,6:15.0,G. Antetokounmpo enters the game for J. Henson,,40,36
149,2,6:15.0,M. Dellavedova enters the game for R. Vaughn,,40,36
150,2,6:15.0,,C. Frye makes free throw 2 of 2,40,37
151,2,5:56.0,J. Terry misses 2-pt jump shot from 13 ft,,40,37
152,2,5:55.0,,Defensive rebound by K. Irving,40,37
153,2,5:47.0,,C. Frye makes 2-pt layup from 3 ft (assist by L. James),40,39
154,2,5:34.0,M. Teletović misses 3-pt jump shot from 28 ft,,40,39
155,2,5:34.0,,Defensive rebound by K. Korver,40,39
156,2,5:29.0,,Personal foul by M. Dellavedova (drawn by L. James),40,39
157,2,5:29.0,,Cleveland full timeout,40,39
158,2,5:29.0,,L. James makes free throw 1 of 2,40,40
159,2,5:29.0,,T. Thompson enters the game for C. Frye,40,39
160,2,5:29.0,J. Henson enters the game for J. Terry,,40,39
161,2,5:29.0,T. Snell enters the game for M. Brogdon,,40,39
162,2,5:29.0,,L. James makes free throw 2 of 2,40,41
163,2,5:09.0,T. Snell misses 2-pt layup from 1 ft,,40,41
164,2,5:07.0,,Defensive rebound by L. James,40,41
165,2,4:48.0,,K. Korver misses 3-pt jump shot from 24 ft,40,41
166,2,4:48.0,,Offensive rebound by D. Williams,40,41
167,2,4:36.0,,Shooting foul by J. Henson (drawn by T. Thompson),40,41
168,2,4:36.0,,T. Thompson misses free throw 1 of 2,40,41
169,2,4:36.0,,Offensive rebound by Team,40,41
170,2,4:36.0,,R. Jefferson enters the game for L. James,40,41
171,2,4:36.0,,I. Shumpert enters the game for K. Korver,40,41
172,2,4:36.0,,T. Thompson makes free throw 2 of 2,40,42
173,2,4:13.0,M. Dellavedova misses 2-pt jump shot from 13 ft (block by I. Shumpert),,40,42
174,2,4:12.0,,Defensive rebound by T. Thompson,40,42
175,2,4:12.0,,Shooting foul by M. Teletović (drawn by D. Williams),40,42
176,2,4:12.0,,D. Williams makes free throw 1 of 2,40,43
177,2,4:12.0,,D. Williams makes free throw 2 of 2,40,44
178,2,3:52.0,J. Henson makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,42,44
179,2,3:38.0,,T. Thompson misses 2-pt jump shot from 4 ft (block by J. Henson),42,44
180,2,3:37.0,Defensive rebound by G. Antetokounmpo,,42,44
181,2,3:31.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,42,44
182,2,3:30.0,,Defensive rebound by R. Jefferson,42,44
183,2,3:20.0,,K. Irving makes 2-pt jump shot from 15 ft,42,46
184,2,2:58.0,M. Teletović misses 2-pt jump shot from 11 ft,,42,46
185,2,2:57.0,Offensive rebound by J. Henson,,42,46
186,2,2:57.0,J. Henson misses 2-pt layup from 3 ft,,42,46
187,2,2:56.0,,Defensive rebound by T. Thompson,42,46
188,2,2:51.0,,Turnover by D. Williams (bad pass),42,46
189,2,2:51.0,Milwaukee full timeout,,42,46
190,2,2:51.0,,K. Korver enters the game for D. Williams,42,46
191,2,2:35.0,Turnover by G. Antetokounmpo (3 sec),,42,46
192,2,2:16.0,,Turnover by T. Thompson (3 sec),42,46
193,2,1:54.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,42,46
194,2,1:54.0,,Defensive rebound by K. Korver,42,46
195,2,1:36.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Irving),42,49
196,2,1:24.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,45,49
197,2,1:00.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Irving),45,52
198,2,0:44.0,J. Henson makes 2-pt dunk at rim (assist by M. Teletović),,47,52
199,2,0:26.0,,Turnover by K. Irving (back court),47,52
200,2,0:02.0,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Henson),,50,52
201,2,0:00.0,,K. Korver misses 3-pt jump shot from 26 ft,50,52
202,2,0:00.0,,Offensive rebound by Team,50,52
203,3,11:44.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,50,52
204,3,11:44.0,,Defensive rebound by K. Irving,50,52
205,3,11:26.0,,I. Shumpert misses 3-pt jump shot from 24 ft,50,52
206,3,11:25.0,Defensive rebound by G. Antetokounmpo,,50,52
207,3,11:12.0,G. Antetokounmpo makes 2-pt jump shot from 12 ft,,52,52
208,3,10:59.0,,Turnover by K. Irving (traveling),52,52
209,3,10:42.0,Turnover by M. Brogdon (lost ball; steal by I. Shumpert),,52,52
210,3,10:33.0,,L. James misses 2-pt jump shot from 22 ft,52,52
211,3,10:33.0,Defensive rebound by M. Brogdon,,52,52
212,3,10:23.0,T. Maker makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,55,52
213,3,9:56.0,,K. Irving misses 2-pt jump shot from 16 ft,55,52
214,3,9:54.0,Defensive rebound by T. Snell,,55,52
215,3,9:46.0,Personal foul by K. Irving (drawn by M. Brogdon),,55,52
216,3,9:33.0,T. Maker misses 2-pt jump shot from 11 ft,,55,52
217,3,9:30.0,,Defensive rebound by I. Shumpert,55,52
218,3,9:25.0,,I. Shumpert misses 2-pt jump shot from 12 ft,55,52
219,3,9:25.0,Defensive rebound by Team,,55,52
220,3,9:13.0,T. Maker makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,58,52
221,3,8:51.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),58,54
222,3,8:31.0,M. Brogdon makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,61,54
223,3,8:10.0,,T. Thompson misses 2-pt jump shot from 4 ft,61,54
224,3,8:09.0,Defensive rebound by T. Snell,,61,54
225,3,8:03.0,T. Maker misses 3-pt jump shot from 26 ft,,61,54
226,3,8:02.0,,Defensive rebound by R. Jefferson,61,54
227,3,7:39.0,,K. Irving makes 2-pt jump shot from 16 ft,61,56
228,3,7:25.0,Turnover by M. Dellavedova (bad pass; steal by K. Irving),,61,56
229,3,7:20.0,,Turnover by K. Irving (bad pass; steal by M. Brogdon),61,56
230,3,7:19.0,Shooting foul by R. Jefferson (drawn by T. Snell),,61,56
231,3,7:19.0,T. Snell makes free throw 1 of 2,,62,56
232,3,7:19.0,T. Snell makes free throw 2 of 2,,63,56
233,3,7:03.0,,L. James makes 3-pt jump shot from 28 ft (assist by K. Irving),63,59
234,3,6:41.0,M. Dellavedova misses 2-pt jump shot from 4 ft,,63,59
235,3,6:39.0,,Defensive rebound by L. James,63,59
236,3,6:32.0,,K. Irving makes 3-pt jump shot from 24 ft,63,62
237,3,6:32.0,Milwaukee full timeout,,63,62
238,3,6:11.0,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving),,63,62
239,3,6:05.0,,K. Irving misses 2-pt layup from 2 ft,63,62
240,3,6:03.0,Defensive rebound by M. Dellavedova,,63,62
241,3,5:56.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,63,62
242,3,5:56.0,,Defensive rebound by L. James,63,62
243,3,5:51.0,,L. James makes 2-pt layup from 1 ft,63,64
244,3,5:51.0,,Shooting foul by T. Snell (drawn by L. James),63,64
245,3,5:51.0,G. Monroe enters the game for T. Maker,,63,64
246,3,5:51.0,J. Terry enters the game for M. Dellavedova,,63,64
247,3,5:51.0,,L. James makes free throw 1 of 1,63,65
248,3,5:29.0,M. Brogdon misses 3-pt jump shot from 24 ft,,63,65
249,3,5:28.0,,Defensive rebound by R. Jefferson,63,65
250,3,5:14.0,,K. Irving makes 2-pt layup from 2 ft (assist by T. Thompson),63,67
251,3,4:50.0,M. Brogdon misses 3-pt jump shot from 24 ft,,63,67
252,3,4:50.0,,Defensive rebound by T. Thompson,63,67
253,3,4:43.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),63,69
254,3,4:24.0,Turnover by G. Antetokounmpo (traveling),,63,69
255,3,4:00.0,,K. Irving misses 3-pt jump shot from 27 ft,63,69
256,3,3:58.0,Defensive rebound by J. Terry,,63,69
257,3,3:38.0,Shooting foul by L. James (drawn by G. Antetokounmpo),,63,69
258,3,3:38.0,G. Antetokounmpo makes free throw 1 of 2,,64,69
259,3,3:38.0,G. Antetokounmpo misses free throw 2 of 2,,64,69
260,3,3:38.0,,K. Korver enters the game for I. Shumpert,64,69
261,3,3:37.0,,Defensive rebound by T. Thompson,64,69
262,3,3:18.0,,R. Jefferson misses 3-pt jump shot from 25 ft,64,69
263,3,3:18.0,Defensive rebound by M. Brogdon,,64,69
264,3,3:01.0,Shooting foul by T. Thompson (drawn by M. Brogdon),,64,69
265,3,3:01.0,M. Brogdon misses free throw 1 of 2,,64,69
266,3,3:01.0,Offensive rebound by Team,,64,69
267,3,3:01.0,,D. Williams enters the game for L. James,64,69
268,3,3:01.0,M. Brogdon makes free throw 2 of 2,,65,69
269,3,2:46.0,,K. Irving misses 2-pt jump shot from 14 ft,65,69
270,3,2:46.0,Defensive rebound by G. Antetokounmpo,,65,69
271,3,2:35.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by G. Monroe),,68,69
272,3,2:12.0,,Shooting foul by G. Antetokounmpo (drawn by T. Thompson),68,69
273,3,2:12.0,,Cleveland full timeout,68,69
274,3,2:12.0,,T. Thompson makes free throw 1 of 2,68,70
275,3,2:12.0,R. Vaughn enters the game for T. Snell,,68,69
276,3,2:12.0,,T. Thompson makes free throw 2 of 2,68,71
277,3,1:53.0,J. Terry makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,71,71
278,3,1:25.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by K. Irving),71,74
279,3,1:00.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,71,74
280,3,1:00.0,,Defensive rebound by D. Williams,71,74
281,3,0:35.0,,Turnover by T. Thompson (bad pass),71,74
282,3,0:29.0,M. Brogdon makes 2-pt layup from 2 ft,,73,74
283,3,0:07.0,,K. Irving misses 2-pt jump shot from 15 ft,73,74
284,3,0:06.0,Defensive rebound by G. Antetokounmpo,,73,74
285,3,0:04.0,Turnover by G. Monroe (lost ball),,73,74
286,3,0:03.0,,Personal foul by M. Brogdon (drawn by K. Irving),73,74
287,3,0:00.0,,D. Williams makes 3-pt jump shot from 34 ft (assist by R. Jefferson),73,77
288,4,11:40.0,,Personal foul by R. Vaughn (drawn by C. Frye),73,77
289,4,11:31.0,,K. Korver misses 3-pt jump shot from 30 ft,73,77
290,4,11:31.0,Defensive rebound by M. Dellavedova,,73,77
291,4,11:20.0,M. Dellavedova makes 2-pt jump shot from 10 ft,,75,77
292,4,10:54.0,,Turnover by I. Shumpert (step out of bounds),75,77
293,4,10:38.0,R. Vaughn misses 3-pt jump shot from 28 ft,,75,77
294,4,10:38.0,,Defensive rebound by K. Korver,75,77
295,4,10:20.0,,L. James makes 2-pt layup from 2 ft,75,79
296,4,10:08.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),,77,79
297,4,9:39.0,,K. Korver makes 2-pt jump shot from 17 ft (assist by L. James),77,81
298,4,9:12.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,77,81
299,4,9:09.0,Offensive rebound by J. Henson,,77,81
300,4,9:09.0,J. Henson makes 2-pt layup from 1 ft,,79,81
301,4,8:51.0,,C. Frye misses 2-pt jump shot from 24 ft,79,81
302,4,8:50.0,Defensive rebound by R. Vaughn,,79,81
303,4,8:40.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,79,81
304,4,8:39.0,Offensive rebound by Team,,79,81
305,4,8:37.0,Official timeout,,79,81
306,4,8:37.0,M. Brogdon enters the game for J. Terry,,79,81
307,4,8:28.0,Turnover by M. Brogdon (bad pass),,79,81
308,4,8:16.0,,D. Williams makes 2-pt dunk at rim (assist by L. James),79,83
309,4,7:53.0,J. Henson makes 2-pt hook shot from 4 ft (assist by R. Vaughn),,81,83
310,4,7:26.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by C. Frye),81,86
311,4,7:05.0,J. Henson misses 2-pt jump shot from 17 ft,,81,86
312,4,7:05.0,,Defensive rebound by D. Williams,81,86
313,4,6:51.0,,Turnover by L. James (lost ball),81,86
314,4,6:29.0,J. Henson misses 2-pt layup from 1 ft,,81,86
315,4,6:29.0,Offensive rebound by J. Henson,,81,86
316,4,6:17.0,J. Henson makes 2-pt hook shot from 8 ft (assist by M. Brogdon),,83,86
317,4,5:53.0,,D. Williams misses 3-pt jump shot from 24 ft,83,86
318,4,5:53.0,Defensive rebound by J. Henson,,83,86
319,4,5:38.0,R. Vaughn misses 2-pt layup from 1 ft,,83,86
320,4,5:38.0,,Defensive rebound by Team,83,86
321,4,5:38.0,Loose ball foul by J. Henson (drawn by C. Frye),,83,86
322,4,5:38.0,,Cleveland full timeout,83,86
323,4,5:38.0,,K. Irving enters the game for I. Shumpert,83,86
324,4,5:38.0,T. Snell enters the game for R. Vaughn,,83,86
325,4,5:24.0,,K. Korver misses 3-pt jump shot from 25 ft,83,86
326,4,5:24.0,Defensive rebound by M. Brogdon,,83,86
327,4,5:11.0,M. Dellavedova makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),,85,86
328,4,4:47.0,,L. James makes 2-pt dunk at rim,85,88
329,4,4:47.0,,Shooting foul by J. Henson (drawn by L. James),85,88
330,4,4:47.0,,T. Thompson enters the game for C. Frye,85,88
331,4,4:47.0,,L. James makes free throw 1 of 1,85,89
332,4,4:23.0,Shooting foul by K. Korver (drawn by G. Antetokounmpo),,85,89
333,4,4:23.0,G. Antetokounmpo misses free throw 1 of 2,,85,89
334,4,4:23.0,Offensive rebound by Team,,85,89
335,4,4:23.0,G. Antetokounmpo misses free throw 2 of 2,,85,89
336,4,4:22.0,,Defensive rebound by L. James,85,89
337,4,4:04.0,,K. Irving makes 2-pt jump shot from 10 ft,85,91
338,4,3:48.0,M. Brogdon misses 2-pt layup from 3 ft (block by T. Thompson),,85,91
339,4,3:46.0,,Defensive rebound by T. Thompson,85,91
340,4,3:38.0,,K. Irving makes 3-pt jump shot from 24 ft,85,94
341,4,3:36.0,Milwaukee full timeout,,85,94
342,4,3:36.0,G. Monroe enters the game for J. Henson,,85,94
343,4,3:21.0,T. Snell misses 3-pt jump shot from 25 ft,,85,94
344,4,3:20.0,,Defensive rebound by D. Williams,85,94
345,4,2:59.0,,L. James misses 2-pt jump shot from 16 ft,85,94
346,4,2:58.0,,Offensive rebound by T. Thompson,85,94
347,4,2:58.0,,Personal foul by G. Monroe (drawn by T. Thompson),85,94
348,4,2:38.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by K. Irving),85,97
349,4,2:27.0,Shooting foul by K. Korver (drawn by G. Monroe),,85,97
350,4,2:27.0,G. Monroe makes free throw 1 of 2,,86,97
351,4,2:27.0,G. Monroe misses free throw 2 of 2,,86,97
352,4,2:26.0,,Defensive rebound by L. James,86,97
353,4,2:07.0,,K. Irving misses 2-pt layup from 3 ft,86,97
354,4,2:07.0,Defensive rebound by Team,,86,97
355,4,1:55.0,M. Brogdon makes 2-pt layup at rim (assist by G. Antetokounmpo),,88,97
356,4,1:35.0,,Shooting foul by G. Antetokounmpo (drawn by L. James),88,97
357,4,1:35.0,,L. James makes free throw 1 of 2,88,98
358,4,1:35.0,,L. James makes free throw 2 of 2,88,99
359,4,1:27.0,M. Brogdon misses 3-pt jump shot from 25 ft,,88,99
360,4,1:26.0,Offensive rebound by Team,,88,99
361,4,1:17.0,Shooting foul by D. Williams (drawn by G. Monroe),,88,99
362,4,1:17.0,G. Monroe makes free throw 1 of 2,,89,99
363,4,1:17.0,G. Monroe makes free throw 2 of 2,,90,99
364,4,0:59.0,,L. James misses 3-pt jump shot from 27 ft,90,99
365,4,0:59.0,Defensive rebound by G. Monroe,,90,99
366,4,0:49.0,G. Monroe makes 2-pt layup from 2 ft (assist by M. Dellavedova),,92,99
367,4,0:32.0,,K. Irving misses 2-pt jump shot from 8 ft,92,99
368,4,0:30.0,Defensive rebound by M. Dellavedova,,92,99
369,4,0:26.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,92,99
370,4,0:25.0,,Defensive rebound by L. James,92,99
371,4,0:24.0,,Personal foul by G. Antetokounmpo (drawn by L. James),92,99
372,4,0:24.0,,L. James misses free throw 1 of 2,92,99
373,4,0:24.0,,Offensive rebound by Team,92,99
374,4,0:24.0,,L. James makes free throw 2 of 2,92,100
375,4,0:17.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,95,100
376,4,0:16.0,,Personal foul by T. Snell (drawn by K. Irving),95,100
377,4,0:16.0,,K. Irving makes free throw 1 of 2,95,101
378,4,0:16.0,,K. Irving makes free throw 2 of 2,95,102
379,4,0:09.0,M. Brogdon misses 2-pt jump shot from 23 ft,,95,102
380,4,0:08.0,,Defensive rebound by K. Irving,95,102
