,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,INDIANA_ACTION,WASHINGTON_SCORE,INDIANA_SCORE
100,1,1:57.0,J. Wall misses free throw 1 of 2,,30,23
101,1,1:57.0,Offensive rebound by Team,,30,23
102,1,1:57.0,A. Nicholson enters the game for M. Gortat,,30,23
103,1,1:57.0,J. Wall makes free throw 2 of 2,,31,23
104,1,1:49.0,,Shooting foul by J. Smith (drawn by C. Miles),31,23
105,1,1:49.0,,C. Miles makes free throw 1 of 2,31,24
106,1,1:49.0,D. Ochefu enters the game for J. Smith,,31,24
107,1,1:49.0,,C. Miles makes free throw 2 of 2,31,25
108,1,1:36.0,Turnover by A. Nicholson (traveling),,31,25
109,1,1:17.0,,A. Jefferson misses 2-pt hook shot from 7 ft,31,25
110,1,1:16.0,Defensive rebound by D. Ochefu,,31,25
111,1,1:07.0,K. Oubre misses 3-pt jump shot from 23 ft,,31,25
112,1,1:06.0,Offensive rebound by K. Oubre,,31,25
113,1,1:03.0,K. Oubre misses 2-pt jump shot from 11 ft (block by A. Jefferson),,31,25
114,1,1:01.0,,Defensive rebound by C. Miles,31,25
115,1,0:54.0,,L. Allen misses 2-pt jump shot from 19 ft,31,25
116,1,0:53.0,Defensive rebound by A. Nicholson,,31,25
117,1,0:41.0,A. Nicholson makes 3-pt jump shot from 28 ft (assist by J. Wall),,34,25
118,1,0:29.0,,G. Robinson makes 2-pt jump shot from 18 ft (assist by J. Teague),34,27
119,1,0:05.0,J. Wall makes 2-pt layup from 2 ft,,36,27
120,1,0:01.0,,Shooting foul by J. Wall (drawn by J. Teague),36,27
121,1,0:01.0,,J. Teague makes free throw 1 of 2,36,28
122,1,0:01.0,,J. Teague makes free throw 2 of 2,36,29
123,2,11:44.0,,A. Jefferson makes 2-pt jump shot from 10 ft (assist by A. Brooks),36,31
124,2,11:16.0,T. Burke makes 3-pt jump shot from 27 ft (assist by M. Thornton),,39,31
125,2,11:00.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by A. Brooks),39,33
126,2,10:44.0,M. Thornton makes 2-pt layup from 3 ft (assist by A. Nicholson),,41,33
127,2,10:33.0,,A. Jefferson makes 2-pt jump shot from 20 ft,41,35
128,2,10:21.0,Personal foul by L. Allen (drawn by D. Ochefu),,41,35
129,2,10:11.0,Shooting foul by C. Miles (drawn by K. Oubre),,41,35
130,2,10:11.0,K. Oubre misses free throw 1 of 2,,41,35
131,2,10:11.0,Offensive rebound by Team,,41,35
132,2,10:11.0,K. Oubre makes free throw 2 of 2,,42,35
133,2,9:55.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by A. Brooks),42,38
134,2,9:35.0,D. Ochefu misses 2-pt layup from 2 ft,,42,38
135,2,9:34.0,Offensive rebound by K. Oubre,,42,38
136,2,9:34.0,K. Oubre makes 2-pt layup from 2 ft,,44,38
137,2,9:12.0,,A. Jefferson makes 2-pt layup from 2 ft,44,40
138,2,9:00.0,M. Thornton misses 3-pt jump shot from 26 ft,,44,40
139,2,8:57.0,,Defensive rebound by Team,44,40
140,2,8:57.0,Official timeout,,44,40
141,2,8:57.0,M. Gortat enters the game for D. Ochefu,,44,40
142,2,8:57.0,,P. George enters the game for G. Robinson,44,40
143,2,8:57.0,,T. Young enters the game for L. Allen,44,40
144,2,8:43.0,,A. Jefferson misses 2-pt jump shot from 14 ft,44,40
145,2,8:43.0,Defensive rebound by A. Nicholson,,44,40
146,2,8:27.0,A. Nicholson makes 3-pt jump shot from 27 ft (assist by K. Oubre),,47,40
147,2,8:03.0,,A. Jefferson misses 2-pt jump shot from 17 ft,47,40
148,2,8:02.0,,Offensive rebound by P. George,47,40
149,2,7:58.0,,A. Brooks misses 3-pt jump shot from 26 ft,47,40
150,2,7:58.0,Defensive rebound by K. Oubre,,47,40
151,2,7:48.0,T. Burke misses 3-pt jump shot from 27 ft,,47,40
152,2,7:48.0,,Defensive rebound by P. George,47,40
153,2,7:41.0,,C. Miles misses 2-pt layup from 2 ft (block by A. Nicholson),47,40
154,2,7:41.0,,Offensive rebound by Team,47,40
155,2,7:41.0,,M. Turner enters the game for A. Jefferson,47,40
156,2,7:41.0,B. Beal enters the game for M. Thornton,,47,40
157,2,7:35.0,,P. George makes 2-pt jump shot from 18 ft (assist by T. Young),47,42
158,2,7:13.0,K. Oubre misses 3-pt jump shot from 23 ft,,47,42
159,2,7:12.0,,Defensive rebound by M. Turner,47,42
160,2,7:05.0,,T. Young misses 3-pt jump shot from 24 ft,47,42
161,2,7:04.0,,Offensive rebound by A. Brooks,47,42
162,2,6:59.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by P. George),47,45
163,2,6:52.0,Washington full timeout,,47,45
164,2,6:52.0,M. Morris enters the game for A. Nicholson,,47,45
165,2,6:38.0,B. Beal misses 3-pt jump shot from 24 ft,,47,45
166,2,6:38.0,,Defensive rebound by P. George,47,45
167,2,6:19.0,,P. George misses 2-pt layup from 1 ft,47,45
168,2,6:19.0,Defensive rebound by M. Gortat,,47,45
169,2,6:12.0,K. Oubre misses 2-pt jump shot from 3 ft (block by M. Turner),,47,45
170,2,6:11.0,Offensive rebound by M. Gortat,,47,45
171,2,6:07.0,K. Oubre misses 2-pt layup from 2 ft,,47,45
172,2,6:06.0,Offensive rebound by K. Oubre,,47,45
173,2,5:56.0,Turnover by T. Burke (traveling),,47,45
174,2,5:56.0,,J. Teague enters the game for A. Brooks,47,45
175,2,5:56.0,J. Wall enters the game for K. Oubre,,47,45
176,2,5:56.0,O. Porter enters the game for T. Burke,,47,45
177,2,5:46.0,,Turnover by T. Young (bad pass),47,45
178,2,5:22.0,J. Wall misses 2-pt jump shot from 18 ft,,47,45
179,2,5:21.0,,Defensive rebound by T. Young,47,45
180,2,5:10.0,Offensive charge foul by P. George (drawn by J. Wall),,47,45
181,2,5:10.0,,Turnover by P. George (offensive foul),47,45
182,2,4:57.0,Turnover by B. Beal (lost ball; steal by T. Young),,47,45
183,2,4:50.0,,P. George misses 3-pt jump shot from 28 ft,47,45
184,2,4:49.0,Defensive rebound by O. Porter,,47,45
185,2,4:44.0,Turnover by M. Gortat (bad pass),,47,45
186,2,4:44.0,,Indiana full timeout,47,45
187,2,4:22.0,,J. Teague makes 2-pt layup from 2 ft,47,47
188,2,3:52.0,B. Beal misses 3-pt jump shot from 27 ft,,47,47
189,2,3:52.0,,Defensive rebound by T. Young,47,47
190,2,3:46.0,,J. Teague makes 2-pt layup from 3 ft,47,49
191,2,3:36.0,M. Morris misses 3-pt jump shot from 27 ft,,47,49
192,2,3:36.0,,Defensive rebound by J. Teague,47,49
193,2,3:11.0,,M. Turner misses 2-pt jump shot from 17 ft,47,49
194,2,3:11.0,,Offensive rebound by P. George,47,49
195,2,3:07.0,,Shooting block foul by B. Beal (drawn by M. Turner),47,49
196,2,3:07.0,,M. Turner makes free throw 1 of 2,47,50
197,2,3:07.0,,M. Turner misses free throw 2 of 2,47,50
198,2,3:07.0,Defensive rebound by M. Morris,,47,50
199,2,3:07.0,,G. Robinson enters the game for C. Miles,47,50
200,2,2:51.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,49,50
201,2,2:31.0,,Turnover by T. Young (back court),49,50
202,2,2:21.0,M. Morris makes 2-pt jump shot from 13 ft,,51,50
203,2,2:01.0,,Turnover by G. Robinson (bad pass; steal by J. Wall),51,50
204,2,1:59.0,Offensive foul by M. Gortat (drawn by M. Turner),,51,50
205,2,1:59.0,Turnover by M. Gortat (bad pass),,51,50
206,2,1:44.0,,Turnover by J. Teague (bad pass; steal by O. Porter),51,50
207,2,1:30.0,Shooting foul by G. Robinson (drawn by M. Morris),,51,50
208,2,1:30.0,M. Morris makes free throw 1 of 2,,52,50
209,2,1:30.0,,C. Miles enters the game for G. Robinson,52,50
210,2,1:30.0,M. Morris makes free throw 2 of 2,,53,50
211,2,1:13.0,,C. Miles makes 2-pt jump shot from 20 ft (assist by P. George),53,52
212,2,1:03.0,B. Beal misses 3-pt jump shot from 27 ft,,53,52
213,2,1:03.0,,Defensive rebound by T. Young,53,52
214,2,0:53.0,,Personal foul by B. Beal (drawn by P. George),53,52
215,2,0:53.0,M. Thornton enters the game for B. Beal,,53,52
216,2,0:45.0,,J. Teague misses 2-pt jump shot from 17 ft,53,52
217,2,0:44.0,Defensive rebound by M. Gortat,,53,52
218,2,0:35.0,O. Porter misses 3-pt jump shot from 23 ft,,53,52
219,2,0:34.0,Offensive rebound by O. Porter,,53,52
220,2,0:33.0,Personal foul by M. Turner (drawn by O. Porter),,53,52
221,2,0:33.0,O. Porter makes free throw 1 of 2,,54,52
222,2,0:33.0,K. Oubre enters the game for M. Morris,,54,52
223,2,0:33.0,O. Porter makes free throw 2 of 2,,55,52
224,2,0:30.0,,Shooting foul by K. Oubre (drawn by P. George),55,52
225,2,0:30.0,,P. George makes free throw 1 of 3,55,53
226,2,0:30.0,,P. George makes free throw 2 of 3,55,54
227,2,0:30.0,B. Beal enters the game for K. Oubre,,55,54
228,2,0:30.0,,P. George makes free throw 3 of 3,55,55
229,2,0:09.0,J. Wall makes 2-pt jump shot from 4 ft,,57,55
230,2,0:05.0,,J. Teague misses 2-pt layup from 4 ft,57,55
231,2,0:04.0,,Offensive rebound by T. Young,57,55
232,2,0:04.0,,T. Young makes 2-pt layup from 1 ft,57,57
233,2,0:00.0,B. Beal misses 3-pt jump shot from 23 ft,,57,57
234,2,0:00.0,Offensive rebound by Team,,57,57
235,3,11:46.0,,P. George misses 2-pt layup from 1 ft (block by M. Morris),57,57
236,3,11:45.0,,Offensive rebound by Team,57,57
237,3,11:36.0,,P. George misses 2-pt jump shot from 8 ft,57,57
238,3,11:35.0,Defensive rebound by M. Morris,,57,57
239,3,11:29.0,Personal foul by P. George (drawn by B. Beal),,57,57
240,3,11:25.0,M. Gortat misses 2-pt jump shot from 16 ft,,57,57
241,3,11:24.0,,Defensive rebound by T. Young,57,57
242,3,11:12.0,,Turnover by T. Young (bad pass),57,57
243,3,11:01.0,M. Morris makes 2-pt dunk from 3 ft (assist by J. Wall),,59,57
244,3,10:44.0,,T. Young misses 2-pt jump shot from 12 ft,59,57
245,3,10:43.0,Defensive rebound by M. Gortat,,59,57
246,3,10:33.0,B. Beal misses 2-pt jump shot from 8 ft,,59,57
247,3,10:33.0,,Defensive rebound by M. Turner,59,57
248,3,10:33.0,,Personal foul by B. Beal (drawn by M. Turner),59,57
249,3,10:33.0,M. Thornton enters the game for B. Beal,,59,57
250,3,10:10.0,,J. Teague misses 3-pt jump shot from 29 ft,59,57
251,3,10:09.0,Defensive rebound by J. Wall,,59,57
252,3,9:55.0,O. Porter misses 2-pt layup from 1 ft (block by M. Turner),,59,57
253,3,9:52.0,Offensive rebound by M. Gortat,,59,57
254,3,9:52.0,M. Gortat misses 2-pt layup from 1 ft,,59,57
255,3,9:51.0,Offensive rebound by M. Gortat,,59,57
256,3,9:51.0,M. Gortat misses 2-pt layup from 1 ft,,59,57
257,3,9:51.0,Offensive rebound by Team,,59,57
258,3,9:43.0,M. Morris misses 3-pt jump shot from 28 ft,,59,57
259,3,9:42.0,,Defensive rebound by M. Turner,59,57
260,3,9:37.0,,Turnover by G. Robinson (lost ball),59,57
261,3,9:21.0,M. Morris misses 2-pt jump shot from 16 ft,,59,57
262,3,9:20.0,,Defensive rebound by M. Turner,59,57
263,3,9:10.0,,Turnover by J. Teague (bad pass),59,57
264,3,8:54.0,M. Gortat makes 2-pt jump shot from 4 ft (assist by J. Wall),,61,57
265,3,8:39.0,,M. Turner misses 3-pt jump shot from 27 ft,61,57
266,3,8:38.0,,Offensive rebound by T. Young,61,57
267,3,8:35.0,,T. Young misses 2-pt jump shot from 8 ft,61,57
268,3,8:35.0,Defensive rebound by M. Morris,,61,57
269,3,8:27.0,Offensive foul by M. Morris (drawn by J. Teague),,61,57
270,3,8:27.0,Turnover by M. Morris (offensive foul),,61,57
271,3,8:17.0,,Personal foul by M. Thornton (drawn by M. Turner),61,57
272,3,8:04.0,,M. Turner makes 2-pt dunk at rim (assist by J. Teague),61,59
273,3,7:48.0,M. Morris misses 2-pt jump shot from 7 ft,,61,59
274,3,7:47.0,Offensive rebound by M. Gortat,,61,59
275,3,7:47.0,M. Gortat misses 2-pt layup from 3 ft,,61,59
276,3,7:46.0,,Defensive rebound by M. Turner,61,59
277,3,7:41.0,,Personal foul by O. Porter (drawn by J. Teague),61,59
278,3,7:38.0,,P. George makes 3-pt jump shot from 27 ft (assist by J. Teague),61,62
279,3,7:24.0,J. Wall misses 2-pt layup from 2 ft (block by M. Turner),,61,62
280,3,7:24.0,Offensive rebound by Team,,61,62
281,3,7:21.0,J. Wall misses 3-pt jump shot from 28 ft,,61,62
282,3,7:20.0,,Defensive rebound by P. George,61,62
283,3,7:13.0,,Offensive foul by M. Turner (drawn by J. Wall),61,62
284,3,7:13.0,,Turnover by M. Turner (offensive foul),61,62
285,3,6:56.0,M. Gortat makes 2-pt hook shot from 8 ft,,63,62
286,3,6:46.0,,T. Young makes 3-pt jump shot from 26 ft (assist by J. Teague),63,65
287,3,6:31.0,M. Gortat misses 2-pt jump shot from 15 ft,,63,65
288,3,6:30.0,,Defensive rebound by P. George,63,65
289,3,6:21.0,,J. Teague makes 2-pt layup from 2 ft,63,67
290,3,6:21.0,Washington full timeout,,63,67
291,3,6:09.0,M. Gortat makes 2-pt layup from 2 ft (assist by M. Morris),,65,67
292,3,5:48.0,,P. George misses 3-pt jump shot from 26 ft,65,67
293,3,5:46.0,Defensive rebound by O. Porter,,65,67
294,3,5:40.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,67,67
295,3,5:14.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by T. Young),67,70
296,3,4:52.0,M. Morris misses 3-pt jump shot from 26 ft,,67,70
297,3,4:52.0,,Defensive rebound by M. Turner,67,70
298,3,4:39.0,,T. Young makes 3-pt jump shot from 24 ft (assist by M. Turner),67,73
299,3,4:26.0,Shooting foul by M. Turner (drawn by O. Porter),,67,73
300,3,4:26.0,O. Porter makes free throw 1 of 2,,68,73
301,3,4:26.0,,C. Miles enters the game for G. Robinson,68,73
302,3,4:26.0,K. Oubre enters the game for M. Morris,,68,73
303,3,4:26.0,O. Porter makes free throw 2 of 2,,69,73
304,3,4:08.0,,P. George makes 2-pt jump shot from 6 ft,69,75
305,3,3:55.0,M. Gortat makes 2-pt layup from 2 ft (assist by M. Thornton),,71,75
306,3,3:33.0,,M. Turner makes 2-pt jump shot from 14 ft,71,77
307,3,3:18.0,Turnover by J. Wall (bad pass; steal by P. George),,71,77
308,3,3:14.0,,A. Jefferson enters the game for M. Turner,71,77
309,3,3:14.0,T. Satoranský enters the game for M. Thornton,,71,77
310,3,3:07.0,,J. Teague makes 2-pt layup from 3 ft,71,79
311,3,2:50.0,O. Porter misses 3-pt jump shot from 28 ft,,71,79
312,3,2:49.0,Offensive rebound by K. Oubre,,71,79
313,3,2:45.0,K. Oubre makes 2-pt jump shot from 5 ft,,73,79
314,3,2:36.0,,C. Miles misses 2-pt layup from 3 ft,73,79
315,3,2:35.0,Defensive rebound by M. Gortat,,73,79
316,3,2:30.0,O. Porter makes 2-pt layup from 2 ft,,75,79
317,3,2:30.0,,Indiana full timeout,75,79
318,3,2:10.0,,J. Teague makes 2-pt jump shot from 6 ft,75,81
319,3,1:50.0,M. Gortat makes 2-pt hook shot from 7 ft (assist by J. Wall),,77,81
320,3,1:42.0,,J. Teague makes 2-pt jump shot from 8 ft,77,83
321,3,1:42.0,,Shooting foul by T. Satoranský (drawn by J. Teague),77,83
322,3,1:42.0,,G. Robinson enters the game for P. George,77,83
323,3,1:42.0,,J. Teague makes free throw 1 of 1,77,84
324,3,1:20.0,O. Porter makes 2-pt jump shot from 15 ft,,79,84
325,3,1:08.0,,Personal foul by K. Oubre (drawn by J. Teague),79,84
326,3,1:08.0,,J. Teague makes free throw 1 of 2,79,85
327,3,1:08.0,,J. Teague makes free throw 2 of 2,79,86
328,3,0:59.0,,Offensive charge foul by J. Wall (drawn by A. Jefferson),79,86
329,3,0:59.0,Turnover by J. Wall (offensive foul),,79,86
330,3,0:42.0,,J. Teague misses 2-pt layup from 3 ft (block by O. Porter),79,86
331,3,0:40.0,Defensive rebound by K. Oubre,,79,86
332,3,0:35.0,Turnover by T. Satoranský (traveling),,79,86
333,3,0:17.0,,A. Jefferson makes 2-pt jump shot from 4 ft,79,88
334,3,0:00.0,J. Wall misses 3-pt jump shot from 28 ft,,79,88
335,3,0:00.0,Offensive rebound by T. Satoranský,,79,88
336,4,11:43.0,M. Gortat makes 2-pt hook shot from 6 ft,,81,88
337,4,11:43.0,Shooting foul by A. Jefferson (drawn by M. Gortat),,81,88
338,4,11:43.0,M. Gortat misses free throw 1 of 1,,81,88
339,4,11:43.0,,Defensive rebound by A. Jefferson,81,88
340,4,11:43.0,,P. George enters the game for T. Young,81,88
341,4,11:21.0,,A. Jefferson misses 2-pt jump shot from 11 ft,81,88
342,4,11:20.0,Defensive rebound by K. Oubre,,81,88
343,4,11:13.0,Shooting block foul by A. Jefferson (drawn by B. Beal),,81,88
344,4,11:13.0,B. Beal makes free throw 1 of 2,,82,88
345,4,11:13.0,B. Beal misses free throw 2 of 2,,82,88
346,4,11:13.0,,Defensive rebound by A. Jefferson,82,88
347,4,10:59.0,,Turnover by G. Robinson (bad pass),82,88
348,4,10:50.0,Personal foul by A. Brooks (drawn by T. Satoranský),,82,88
349,4,10:45.0,O. Porter makes 3-pt jump shot from 28 ft,,85,88
350,4,10:45.0,Shooting foul by P. George (drawn by O. Porter),,85,88
351,4,10:45.0,O. Porter makes free throw 1 of 1,,86,88
352,4,10:22.0,,Turnover by P. George (bad pass; steal by T. Satoranský),86,88
353,4,10:17.0,O. Porter misses 2-pt layup from 1 ft,,86,88
354,4,10:16.0,,Defensive rebound by G. Robinson,86,88
355,4,10:09.0,,A. Brooks misses 3-pt jump shot from 24 ft,86,88
356,4,10:08.0,Defensive rebound by O. Porter,,86,88
357,4,10:04.0,B. Beal misses 3-pt jump shot from 26 ft,,86,88
358,4,9:59.0,,Defensive rebound by G. Robinson,86,88
359,4,9:42.0,,G. Robinson misses 2-pt jump shot from 7 ft,86,88
360,4,9:40.0,Defensive rebound by T. Satoranský,,86,88
361,4,9:16.0,B. Beal makes 2-pt jump shot from 19 ft,,88,88
362,4,9:16.0,,Indiana full timeout,88,88
363,4,9:16.0,,J. Teague enters the game for A. Jefferson,88,88
364,4,9:16.0,,M. Turner enters the game for A. Brooks,88,88
365,4,9:03.0,,M. Turner makes 2-pt layup from 3 ft (assist by J. Teague),88,90
366,4,8:36.0,K. Oubre misses 2-pt jump shot from 14 ft,,88,90
367,4,8:35.0,,Defensive rebound by G. Robinson,88,90
368,4,8:10.0,,J. Teague makes 2-pt layup from 3 ft,88,92
369,4,7:55.0,T. Satoranský misses 3-pt jump shot from 27 ft,,88,92
370,4,7:55.0,,Defensive rebound by Team,88,92
371,4,7:55.0,J. Wall enters the game for T. Satoranský,,88,92
372,4,7:37.0,,Personal foul by K. Oubre (drawn by M. Turner),88,92
373,4,7:37.0,,Turnover by P. George (back court),88,92
374,4,7:37.0,M. Morris enters the game for K. Oubre,,88,92
375,4,7:37.0,,T. Young enters the game for C. Miles,88,92
376,4,7:15.0,J. Wall makes 2-pt jump shot from 7 ft,,90,92
377,4,7:02.0,,P. George misses 3-pt jump shot from 27 ft,90,92
378,4,7:01.0,Defensive rebound by O. Porter,,90,92
379,4,6:51.0,B. Beal misses 2-pt jump shot from 13 ft,,90,92
380,4,6:50.0,Offensive rebound by J. Wall,,90,92
381,4,6:45.0,J. Wall misses 3-pt jump shot from 27 ft,,90,92
382,4,6:44.0,,Defensive rebound by P. George,90,92
383,4,6:29.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by J. Teague),90,94
384,4,6:15.0,Personal foul by P. George (drawn by B. Beal),,90,94
385,4,6:15.0,B. Beal makes free throw 1 of 2,,91,94
386,4,6:15.0,B. Beal makes free throw 2 of 2,,92,94
387,4,6:04.0,,J. Teague makes 2-pt jump shot from 17 ft,92,96
388,4,5:47.0,M. Morris misses 2-pt jump shot from 16 ft,,92,96
389,4,5:46.0,,Defensive rebound by M. Turner,92,96
390,4,5:33.0,,G. Robinson misses 3-pt jump shot from 25 ft,92,96
391,4,5:32.0,Defensive rebound by J. Wall,,92,96
392,4,5:27.0,B. Beal misses 3-pt jump shot from 24 ft,,92,96
393,4,5:26.0,,Defensive rebound by J. Teague,92,96
394,4,5:18.0,,M. Turner misses 2-pt layup from 2 ft,92,96
395,4,5:17.0,Defensive rebound by M. Gortat,,92,96
