,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SACRAMENTO_ACTION,CHARLOTTE_SCORE,SACRAMENTO_SCORE
52,1,5:58.0,,W. Cauley-Stein enters the game for B. McLemore,12,11
53,1,5:58.0,J. Lamb enters the game for M. Williams,,12,11
54,1,5:42.0,,K. Koufos makes 2-pt jump shot from 7 ft (assist by D. Collison),12,13
55,1,5:25.0,N. Batum misses 2-pt jump shot from 19 ft,,12,13
56,1,5:24.0,,Defensive rebound by T. Evans,12,13
57,1,5:14.0,,K. Koufos makes 2-pt jump shot from 9 ft (assist by T. Evans),12,15
58,1,4:40.0,J. Lamb misses 3-pt jump shot from 27 ft,,12,15
59,1,4:39.0,Offensive rebound by M. Kidd-Gilchrist,,12,15
60,1,4:34.0,K. Walker makes 2-pt layup from 3 ft (assist by N. Batum),,14,15
61,1,4:29.0,,Offensive foul by T. Evans (drawn by C. Wood),14,15
62,1,4:29.0,,Turnover by T. Evans (offensive foul),14,15
63,1,4:29.0,,B. Hield enters the game for K. Koufos,14,15
64,1,4:20.0,Personal foul by W. Cauley-Stein (drawn by C. Wood),,14,15
65,1,4:07.0,J. Lamb misses 2-pt jump shot from 13 ft,,14,15
66,1,4:06.0,Offensive rebound by C. Wood,,14,15
67,1,4:06.0,Shooting foul by A. Tolliver (drawn by C. Wood),,14,15
68,1,4:06.0,C. Wood makes free throw 1 of 2,,15,15
69,1,4:06.0,M. Belinelli enters the game for N. Batum,,15,15
70,1,4:06.0,,T. Lawson enters the game for T. Evans,15,15
71,1,4:06.0,C. Wood makes free throw 2 of 2,,16,15
72,1,3:46.0,,Offensive foul by T. Lawson (drawn by K. Walker),16,15
73,1,3:46.0,,Turnover by T. Lawson (offensive foul),16,15
74,1,3:46.0,F. Kaminsky enters the game for C. Wood,,16,15
75,1,3:46.0,,S. Labissière enters the game for A. Tolliver,16,15
76,1,3:39.0,Personal foul by D. Collison (drawn by M. Belinelli),,16,15
77,1,3:39.0,M. Belinelli makes free throw 1 of 3,,17,15
78,1,3:39.0,M. Belinelli makes free throw 2 of 3,,18,15
79,1,3:39.0,M. Belinelli makes free throw 3 of 3,,19,15
80,1,3:17.0,,S. Labissière makes 2-pt jump shot from 10 ft (assist by W. Cauley-Stein),19,17
81,1,3:04.0,K. Walker misses 2-pt jump shot from 21 ft,,19,17
82,1,3:04.0,,Defensive rebound by D. Collison,19,17
83,1,2:48.0,,T. Lawson misses 2-pt jump shot from 19 ft,19,17
84,1,2:47.0,,Offensive rebound by S. Labissière,19,17
85,1,2:45.0,,Personal foul by M. Kidd-Gilchrist (drawn by S. Labissière),19,17
86,1,2:45.0,Charlotte full timeout,,19,17
87,1,2:45.0,B. Roberts enters the game for K. Walker,,19,17
88,1,2:45.0,,L. Galloway enters the game for D. Collison,19,17
89,1,2:30.0,,S. Labissière makes 2-pt jump shot from 6 ft (assist by T. Lawson),19,19
90,1,2:15.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,19,19
91,1,2:15.0,,Defensive rebound by B. Hield,19,19
92,1,2:00.0,,B. Hield misses 3-pt jump shot from 26 ft,19,19
93,1,2:00.0,Defensive rebound by J. Lamb,,19,19
94,1,1:50.0,J. Lamb makes 3-pt jump shot from 26 ft,,22,19
95,1,1:34.0,M. Williams enters the game for M. Kidd-Gilchrist,,22,19
96,1,1:28.0,,Turnover by T. Lawson (bad pass; steal by F. Kaminsky),22,19
97,1,1:14.0,Turnover by M. Williams (traveling),,22,19
98,1,0:57.0,,W. Cauley-Stein misses 2-pt jump shot from 10 ft,22,19
99,1,0:56.0,Defensive rebound by M. Williams,,22,19
100,1,0:48.0,F. Kaminsky makes 2-pt jump shot from 8 ft (assist by B. Roberts),,24,19
101,1,0:28.0,,S. Labissière misses 2-pt jump shot from 8 ft,24,19
102,1,0:27.0,Defensive rebound by M. Williams,,24,19
103,1,0:02.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,24,19
104,1,0:02.0,,Defensive rebound by S. Labissière,24,19
105,2,11:38.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by F. Kaminsky),,26,19
106,2,11:21.0,,B. Hield makes 2-pt jump shot from 10 ft,26,21
107,2,11:02.0,F. Kaminsky misses 2-pt jump shot from 10 ft,,26,21
108,2,11:01.0,,Defensive rebound by W. Cauley-Stein,26,21
109,2,10:53.0,,W. Cauley-Stein misses 2-pt jump shot from 15 ft,26,21
110,2,10:53.0,Defensive rebound by F. Kaminsky,,26,21
111,2,10:42.0,F. Kaminsky makes 2-pt dunk at rim (assist by B. Roberts),,28,21
112,2,10:33.0,,Turnover by B. Hield (bad pass; steal by J. Lamb),28,21
113,2,10:28.0,J. Lamb makes 2-pt layup from 3 ft (assist by B. Roberts),,30,21
114,2,10:10.0,,S. Labissière misses 2-pt jump shot from 20 ft,30,21
115,2,10:09.0,Defensive rebound by M. Williams,,30,21
116,2,9:57.0,M. Belinelli misses 3-pt jump shot from 26 ft,,30,21
117,2,9:57.0,,Defensive rebound by S. Labissière,30,21
118,2,9:47.0,,Shooting foul by B. Roberts (drawn by T. Lawson),30,21
119,2,9:47.0,,T. Lawson misses free throw 1 of 2,30,21
120,2,9:47.0,,Offensive rebound by Team,30,21
121,2,9:47.0,N. Batum enters the game for J. Lamb,,30,21
122,2,9:47.0,C. Wood enters the game for F. Kaminsky,,30,21
123,2,9:47.0,,T. Lawson makes free throw 2 of 2,30,22
124,2,9:30.0,C. Wood makes 2-pt dunk at rim (assist by M. Belinelli),,32,22
125,2,9:20.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft,32,22
126,2,9:19.0,,Offensive rebound by S. Labissière,32,22
127,2,9:19.0,,S. Labissière makes 2-pt dunk at rim,32,24
128,2,9:06.0,Personal foul by B. Hield (drawn by C. Wood),,32,24
129,2,9:01.0,N. Batum misses 3-pt jump shot from 25 ft,,32,24
130,2,9:00.0,,Defensive rebound by S. Labissière,32,24
131,2,8:47.0,,W. Cauley-Stein misses 2-pt jump shot from 7 ft,32,24
132,2,8:47.0,,Offensive rebound by Team,32,24
133,2,8:47.0,Official timeout,,32,24
134,2,8:29.0,,S. Labissière misses 3-pt jump shot from 26 ft,32,24
135,2,8:29.0,Defensive rebound by N. Batum,,32,24
136,2,8:19.0,B. Roberts misses 2-pt jump shot from 6 ft (block by W. Cauley-Stein),,32,24
137,2,8:17.0,,Defensive rebound by T. Lawson,32,24
138,2,8:13.0,,B. Hield misses 3-pt jump shot from 25 ft,32,24
139,2,8:12.0,Defensive rebound by N. Batum,,32,24
140,2,7:56.0,Shooting foul by S. Labissière (drawn by C. Wood),,32,24
141,2,7:56.0,C. Wood misses free throw 1 of 2,,32,24
142,2,7:56.0,Offensive rebound by Team,,32,24
143,2,7:56.0,K. Walker enters the game for B. Roberts,,32,24
144,2,7:56.0,,T. Evans enters the game for B. Hield,32,24
145,2,7:56.0,,B. McLemore enters the game for L. Galloway,32,24
146,2,7:56.0,C. Wood makes free throw 2 of 2,,33,24
147,2,7:32.0,,B. McLemore misses 3-pt jump shot from 24 ft,33,24
148,2,7:29.0,Defensive rebound by M. Belinelli,,33,24
149,2,7:22.0,Turnover by M. Belinelli (bad pass),,33,24
150,2,7:09.0,,B. McLemore misses 2-pt jump shot from 15 ft,33,24
151,2,7:08.0,Defensive rebound by M. Williams,,33,24
152,2,6:55.0,C. Wood misses 3-pt jump shot from 26 ft,,33,24
153,2,6:55.0,,Defensive rebound by W. Cauley-Stein,33,24
154,2,6:49.0,,Shooting foul by C. Wood (drawn by T. Evans),33,24
155,2,6:49.0,,T. Evans makes free throw 1 of 2,33,25
156,2,6:49.0,,A. Tolliver enters the game for S. Labissière,33,25
157,2,6:49.0,M. Kidd-Gilchrist enters the game for M. Williams,,33,25
158,2,6:49.0,F. Kaminsky enters the game for C. Wood,,33,25
159,2,6:49.0,,T. Evans makes free throw 2 of 2,33,26
160,2,6:38.0,N. Batum misses 2-pt layup from 4 ft (block by W. Cauley-Stein),,33,26
161,2,6:35.0,,Defensive rebound by T. Evans,33,26
162,2,6:29.0,,T. Evans makes 2-pt layup from 2 ft,33,28
163,2,6:21.0,Charlotte full timeout,,33,28
164,2,6:07.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,36,28
165,2,5:50.0,,Turnover by A. Tolliver (bad pass; steal by N. Batum),36,28
166,2,5:45.0,K. Walker makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),,38,28
167,2,5:30.0,,T. Evans makes 2-pt layup from 4 ft,38,30
168,2,5:15.0,M. Kidd-Gilchrist misses 3-pt jump shot from 23 ft,,38,30
169,2,5:14.0,,Defensive rebound by T. Lawson,38,30
170,2,5:07.0,,B. McLemore misses 3-pt jump shot from 26 ft,38,30
171,2,5:06.0,,Offensive rebound by T. Lawson,38,30
172,2,4:45.0,,T. Lawson makes 3-pt jump shot from 25 ft (assist by T. Evans),38,33
173,2,4:23.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Walker),,41,33
174,2,4:10.0,,T. Evans misses 3-pt jump shot from 25 ft,41,33
175,2,4:10.0,Defensive rebound by F. Kaminsky,,41,33
176,2,4:01.0,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,44,33
177,2,3:45.0,,B. McLemore makes 2-pt dunk at rim (assist by T. Lawson),44,35
178,2,3:35.0,Personal foul by T. Lawson (drawn by K. Walker),,44,35
179,2,3:35.0,,K. Koufos enters the game for W. Cauley-Stein,44,35
180,2,3:35.0,,D. Collison enters the game for T. Lawson,44,35
181,2,3:35.0,M. Williams enters the game for M. Belinelli,,44,35
182,2,3:22.0,Turnover by K. Walker (lost ball; steal by B. McLemore),,44,35
183,2,3:15.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by T. Evans),44,38
184,2,2:58.0,K. Walker misses 3-pt jump shot from 25 ft,,44,38
185,2,2:57.0,,Defensive rebound by Team,44,38
186,2,2:57.0,,Sacramento full timeout,44,38
187,2,2:35.0,,A. Tolliver misses 2-pt hook shot from 8 ft,44,38
188,2,2:31.0,,Offensive rebound by K. Koufos,44,38
189,2,2:20.0,,T. Evans makes 2-pt layup from 4 ft (assist by A. Tolliver),44,40
190,2,2:06.0,Personal foul by T. Evans (drawn by N. Batum),,44,40
191,2,2:06.0,,Violation by Team (jump ball),44,40
192,2,1:54.0,N. Batum misses 2-pt jump shot from 21 ft,,44,40
193,2,1:54.0,Offensive rebound by F. Kaminsky,,44,40
194,2,1:43.0,F. Kaminsky makes 2-pt jump shot from 21 ft,,46,40
195,2,1:36.0,,Offensive foul by A. Tolliver (drawn by K. Walker),46,40
196,2,1:36.0,,Turnover by A. Tolliver (offensive foul),46,40
197,2,1:24.0,Turnover by K. Walker (bad pass; steal by D. Collison),,46,40
198,2,1:18.0,,Shooting foul by M. Williams (drawn by A. Tolliver),46,40
199,2,1:18.0,,A. Tolliver misses free throw 1 of 2,46,40
200,2,1:18.0,,Offensive rebound by Team,46,40
201,2,1:18.0,,A. Tolliver misses free throw 2 of 2,46,40
202,2,1:17.0,Defensive rebound by K. Walker,,46,40
203,2,1:02.0,Personal foul by B. McLemore (drawn by N. Batum),,46,40
204,2,1:02.0,N. Batum makes free throw 1 of 2,,47,40
205,2,1:02.0,,W. Cauley-Stein enters the game for A. Tolliver,47,40
206,2,1:02.0,N. Batum makes free throw 2 of 2,,48,40
207,2,0:54.0,,K. Koufos misses 2-pt jump shot from 10 ft,48,40
208,2,0:53.0,,Offensive rebound by K. Koufos,48,40
209,2,0:50.0,,Turnover by K. Koufos (lost ball; steal by M. Kidd-Gilchrist),48,40
210,2,0:42.0,N. Batum misses 3-pt jump shot from 26 ft,,48,40
211,2,0:41.0,,Defensive rebound by B. McLemore,48,40
212,2,0:29.0,,B. McLemore misses 2-pt jump shot from 8 ft,48,40
213,2,0:29.0,Defensive rebound by F. Kaminsky,,48,40
214,2,0:06.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),,51,40
215,3,11:43.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,51,40
216,3,11:42.0,,Defensive rebound by A. Tolliver,51,40
217,3,11:29.0,,A. Tolliver misses 3-pt jump shot from 25 ft,51,40
218,3,11:27.0,Defensive rebound by F. Kaminsky,,51,40
219,3,11:21.0,M. Williams misses 2-pt layup from 2 ft,,51,40
220,3,11:19.0,Offensive rebound by M. Williams,,51,40
221,3,11:18.0,M. Williams makes 2-pt layup from 2 ft,,53,40
222,3,10:58.0,,B. McLemore misses 3-pt jump shot from 25 ft,53,40
223,3,10:58.0,Defensive rebound by F. Kaminsky,,53,40
224,3,10:51.0,Personal foul by B. McLemore (drawn by N. Batum),,53,40
225,3,10:51.0,N. Batum makes free throw 1 of 2,,54,40
226,3,10:51.0,N. Batum makes free throw 2 of 2,,55,40
227,3,10:32.0,,D. Collison misses 3-pt jump shot from 25 ft,55,40
228,3,10:31.0,Defensive rebound by F. Kaminsky,,55,40
229,3,10:17.0,N. Batum misses 3-pt jump shot from 25 ft,,55,40
230,3,10:16.0,,Defensive rebound by K. Koufos,55,40
231,3,10:02.0,,D. Collison misses 2-pt layup from 3 ft,55,40
232,3,10:01.0,Defensive rebound by M. Kidd-Gilchrist,,55,40
233,3,9:41.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),,57,40
234,3,9:27.0,,T. Evans misses 2-pt layup from 3 ft,57,40
235,3,9:25.0,Defensive rebound by M. Kidd-Gilchrist,,57,40
236,3,9:19.0,K. Walker misses 2-pt jump shot from 15 ft,,57,40
237,3,9:19.0,,Defensive rebound by Team,57,40
238,3,9:00.0,,A. Tolliver misses 3-pt jump shot from 25 ft,57,40
239,3,8:59.0,Defensive rebound by M. Kidd-Gilchrist,,57,40
240,3,8:43.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,60,40
241,3,8:42.0,,Sacramento full timeout,60,40
242,3,8:30.0,,Turnover by A. Tolliver (bad pass; steal by M. Kidd-Gilchrist),60,40
243,3,8:24.0,K. Walker misses 2-pt jump shot from 9 ft (block by T. Evans),,60,40
244,3,8:21.0,Offensive rebound by M. Kidd-Gilchrist,,60,40
245,3,8:19.0,Shooting foul by T. Evans (drawn by M. Williams),,60,40
246,3,8:19.0,M. Williams makes 2-pt jump shot from 5 ft,,62,40
247,3,8:19.0,M. Williams makes free throw 1 of 1,,63,40
248,3,8:10.0,,Offensive foul by K. Koufos (drawn by M. Kidd-Gilchrist),63,40
249,3,8:10.0,,Turnover by K. Koufos (offensive foul),63,40
250,3,7:53.0,F. Kaminsky misses 2-pt hook shot from 9 ft,,63,40
251,3,7:53.0,,Defensive rebound by A. Tolliver,63,40
252,3,7:35.0,,T. Evans misses 3-pt jump shot from 25 ft,63,40
253,3,7:34.0,,Offensive rebound by K. Koufos,63,40
254,3,7:27.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. Collison),63,43
255,3,7:06.0,K. Walker misses 3-pt jump shot from 26 ft,,63,43
256,3,7:06.0,Offensive rebound by K. Walker,,63,43
257,3,6:48.0,N. Batum makes 2-pt jump shot from 11 ft,,65,43
258,3,6:32.0,,K. Koufos misses 2-pt hook shot from 7 ft,65,43
259,3,6:32.0,Defensive rebound by M. Kidd-Gilchrist,,65,43
260,3,6:22.0,Turnover by K. Walker (bad pass),,65,43
261,3,6:22.0,,W. Cauley-Stein enters the game for A. Tolliver,65,43
262,3,6:11.0,,Shooting foul by F. Kaminsky (drawn by T. Evans),65,43
263,3,6:11.0,,T. Evans makes 2-pt layup from 4 ft,65,45
264,3,6:11.0,C. Wood enters the game for M. Williams,,65,45
265,3,6:11.0,J. Lamb enters the game for F. Kaminsky,,65,45
266,3,6:11.0,,T. Evans makes free throw 1 of 1,65,46
267,3,5:56.0,N. Batum makes 2-pt hook shot from 7 ft,,67,46
268,3,5:40.0,,B. McLemore misses 3-pt jump shot from 26 ft,67,46
269,3,5:40.0,,Offensive rebound by Team,67,46
270,3,5:40.0,Loose ball foul by C. Wood (drawn by K. Koufos),,67,46
271,3,5:40.0,,B. Hield enters the game for T. Evans,67,46
272,3,5:26.0,,B. McLemore misses 2-pt dunk at rim,67,46
273,3,5:25.0,,Offensive rebound by K. Koufos,67,46
274,3,5:24.0,,K. Koufos makes 2-pt layup from 2 ft,67,48
275,3,5:06.0,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,,67,48
276,3,5:06.0,Offensive rebound by Team,,67,48
277,3,5:06.0,,Loose ball foul by K. Koufos (drawn by C. Wood),67,48
278,3,4:55.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft,,67,48
279,3,4:54.0,,Defensive rebound by B. McLemore,67,48
280,3,4:45.0,,B. McLemore makes 2-pt jump shot from 18 ft,67,50
281,3,4:18.0,J. Lamb misses 2-pt jump shot from 6 ft,,67,50
282,3,4:16.0,Offensive rebound by M. Kidd-Gilchrist,,67,50
283,3,4:10.0,J. Lamb misses 3-pt jump shot from 24 ft,,67,50
284,3,4:09.0,Offensive rebound by M. Kidd-Gilchrist,,67,50
285,3,4:07.0,J. Lamb misses 3-pt jump shot from 26 ft,,67,50
286,3,4:07.0,,Defensive rebound by Team,67,50
287,3,4:07.0,F. Kaminsky enters the game for N. Batum,,67,50
288,3,4:07.0,M. Belinelli enters the game for C. Wood,,67,50
289,3,3:50.0,,B. McLemore misses 2-pt jump shot from 20 ft,67,50
290,3,3:49.0,Defensive rebound by M. Kidd-Gilchrist,,67,50
291,3,3:40.0,Personal foul by D. Collison (drawn by K. Walker),,67,50
292,3,3:40.0,,T. Lawson enters the game for K. Koufos,67,50
293,3,3:30.0,F. Kaminsky misses 2-pt layup from 5 ft,,67,50
294,3,3:30.0,Offensive rebound by M. Kidd-Gilchrist,,67,50
295,3,3:30.0,Shooting foul by T. Lawson (drawn by M. Kidd-Gilchrist),,67,50
296,3,3:30.0,M. Kidd-Gilchrist makes free throw 1 of 2,,68,50
297,3,3:30.0,M. Kidd-Gilchrist makes free throw 2 of 2,,69,50
298,3,3:15.0,,W. Cauley-Stein misses 2-pt hook shot from 9 ft,69,50
299,3,3:14.0,Defensive rebound by J. Lamb,,69,50
300,3,2:56.0,M. Kidd-Gilchrist makes 2-pt hook shot from 7 ft (assist by K. Walker),,71,50
301,3,2:46.0,,D. Collison makes 2-pt jump shot from 19 ft,71,52
302,3,2:21.0,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by M. Belinelli),,74,52
303,3,2:06.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),74,55
304,3,1:50.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by K. Walker),,76,55
305,3,1:48.0,,Sacramento full timeout,76,55
306,3,1:48.0,Charlotte full timeout,,76,55
307,3,1:48.0,B. Roberts enters the game for M. Kidd-Gilchrist,,76,55
308,3,1:48.0,M. Williams enters the game for K. Walker,,76,55
309,3,1:48.0,,S. Labissière enters the game for B. McLemore,76,55
310,3,1:31.0,,B. Hield misses 2-pt jump shot from 20 ft,76,55
311,3,1:31.0,Defensive rebound by M. Williams,,76,55
312,3,1:11.0,F. Kaminsky misses 2-pt jump shot from 18 ft,,76,55
313,3,1:11.0,,Defensive rebound by D. Collison,76,55
314,3,0:59.0,,D. Collison makes 3-pt jump shot from 26 ft (assist by B. Hield),76,58
315,3,0:39.0,M. Williams misses 3-pt jump shot from 25 ft,,76,58
316,3,0:38.0,Offensive rebound by F. Kaminsky,,76,58
317,3,0:22.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,79,58
318,3,0:01.0,,B. Hield misses 3-pt jump shot from 25 ft,79,58
319,3,0:01.0,,Offensive rebound by T. Lawson,79,58
320,4,11:36.0,,T. Lawson misses 3-pt jump shot from 25 ft,79,58
321,4,11:35.0,Defensive rebound by M. Belinelli,,79,58
322,4,11:21.0,M. Belinelli misses 2-pt jump shot from 14 ft,,79,58
323,4,11:20.0,,Defensive rebound by S. Labissière,79,58
324,4,11:10.0,,S. Labissière misses 2-pt hook shot from 7 ft,79,58
325,4,11:10.0,Defensive rebound by J. Lamb,,79,58
326,4,10:50.0,M. Williams misses 3-pt jump shot from 25 ft,,79,58
327,4,10:50.0,,Defensive rebound by S. Labissière,79,58
328,4,10:35.0,,Shooting foul by F. Kaminsky (drawn by W. Cauley-Stein),79,58
329,4,10:35.0,,W. Cauley-Stein makes free throw 1 of 2,79,59
330,4,10:35.0,,W. Cauley-Stein makes free throw 2 of 2,79,60
331,4,10:16.0,J. Lamb makes 2-pt jump shot from 6 ft (assist by M. Belinelli),,81,60
332,4,10:01.0,,T. Lawson misses 2-pt layup from 1 ft,81,60
333,4,10:01.0,Defensive rebound by J. Lamb,,81,60
334,4,9:52.0,B. Roberts makes 2-pt jump shot from 18 ft (assist by J. Lamb),,83,60
335,4,9:35.0,,B. Hield makes 2-pt jump shot from 8 ft,83,62
336,4,9:15.0,F. Kaminsky misses 2-pt jump shot from 11 ft,,83,62
337,4,9:14.0,,Defensive rebound by S. Labissière,83,62
338,4,8:58.0,,D. Collison makes 2-pt jump shot from 16 ft,83,64
339,4,8:41.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by B. Roberts),,86,64
340,4,8:27.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Collison),86,67
341,4,8:27.0,Charlotte full timeout,,86,67
342,4,8:27.0,N. Batum enters the game for F. Kaminsky,,86,67
343,4,8:27.0,C. Wood enters the game for J. Lamb,,86,67
344,4,8:27.0,K. Walker enters the game for B. Roberts,,86,67
345,4,8:27.0,,B. McLemore enters the game for D. Collison,86,67
346,4,8:12.0,M. Williams misses 3-pt jump shot from 25 ft,,86,67
347,4,8:12.0,,Defensive rebound by Team,86,67
348,4,8:12.0,Loose ball foul by C. Wood (drawn by S. Labissière),,86,67
349,4,7:54.0,,Turnover by S. Labissière (lost ball; steal by M. Williams),86,67
350,4,7:39.0,M. Williams misses 3-pt jump shot from 24 ft,,86,67
351,4,7:38.0,Offensive rebound by C. Wood,,86,67
352,4,7:37.0,C. Wood misses 2-pt jump shot from 3 ft (block by W. Cauley-Stein),,86,67
353,4,7:37.0,Offensive rebound by Team,,86,67
354,4,7:32.0,Offensive foul by M. Williams (drawn by T. Lawson),,86,67
355,4,7:32.0,Turnover by M. Williams (offensive foul),,86,67
356,4,7:23.0,,B. Hield makes 2-pt layup from 4 ft,86,69
357,4,7:02.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,89,69
358,4,6:47.0,,B. Hield misses 2-pt jump shot from 19 ft,89,69
359,4,6:47.0,Defensive rebound by Team,,89,69
360,4,6:47.0,F. Kaminsky enters the game for C. Wood,,89,69
361,4,6:31.0,M. Belinelli misses 3-pt jump shot from 26 ft,,89,69
362,4,6:31.0,,Defensive rebound by S. Labissière,89,69
363,4,6:17.0,,Turnover by B. Hield (bad pass; steal by M. Williams),89,69
364,4,6:06.0,Turnover by K. Walker (bad pass; steal by S. Labissière),,89,69
365,4,6:00.0,,T. Lawson misses 2-pt jump shot from 17 ft,89,69
366,4,5:59.0,,Offensive rebound by S. Labissière,89,69
367,4,5:54.0,,S. Labissière misses 2-pt hook shot from 8 ft,89,69
368,4,5:53.0,Defensive rebound by F. Kaminsky,,89,69
369,4,5:34.0,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),,92,69
370,4,5:28.0,,Personal foul by M. Williams (drawn by W. Cauley-Stein),92,69
371,4,5:28.0,Official timeout,,92,69
372,4,5:28.0,,L. Galloway enters the game for W. Cauley-Stein,92,69
373,4,5:28.0,,G. Papagiannis enters the game for T. Lawson,92,69
374,4,5:10.0,,S. Labissière makes 2-pt hook shot from 5 ft,92,71
