,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PORTLAND_ACTION,NEW YORK_SCORE,PORTLAND_SCORE
379,4,5:57.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by J. Nurkić),81,95
380,4,5:44.0,K. Porziņģis makes 2-pt layup from 3 ft (assist by J. Holiday),,83,95
381,4,5:44.0,Shooting foul by J. Nurkić (drawn by K. Porziņģis),,83,95
382,4,5:44.0,,Portland full timeout,83,95
383,4,5:44.0,K. Porziņģis misses free throw 1 of 1,,83,95
384,4,5:44.0,,Defensive rebound by A. Crabbe,83,95
385,4,5:29.0,,Shooting foul by K. O'Quinn (drawn by J. Nurkić),83,95
386,4,5:29.0,,J. Nurkić makes free throw 1 of 2,83,96
387,4,5:29.0,,J. Nurkić makes free throw 2 of 2,83,97
388,4,5:13.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,83,97
389,4,5:12.0,,Defensive rebound by N. Vonleh,83,97
390,4,4:58.0,,D. Lillard misses 3-pt jump shot from 28 ft,83,97
391,4,4:57.0,Defensive rebound by J. Holiday,,83,97
392,4,4:43.0,J. Holiday makes 2-pt layup from 1 ft (assist by K. O'Quinn),,85,97
393,4,4:43.0,Shooting foul by A. Crabbe (drawn by J. Holiday),,85,97
394,4,4:43.0,J. Holiday makes free throw 1 of 1,,86,97
395,4,4:23.0,,Shooting foul by K. O'Quinn (drawn by J. Nurkić),86,97
396,4,4:23.0,,J. Nurkić misses free throw 1 of 2,86,97
397,4,4:23.0,,Offensive rebound by Team,86,97
398,4,4:23.0,,J. Nurkić makes free throw 2 of 2,86,98
399,4,4:12.0,C. Lee makes 2-pt jump shot from 16 ft (assist by C. Randle),,88,98
400,4,3:52.0,,C. McCollum makes 2-pt jump shot from 12 ft,88,100
401,4,3:42.0,Shooting foul by D. Lillard (drawn by C. Randle),,88,100
402,4,3:42.0,C. Randle makes free throw 1 of 2,,89,100
403,4,3:42.0,C. Randle makes free throw 2 of 2,,90,100
404,4,3:24.0,,D. Lillard makes 2-pt layup from 2 ft,90,102
405,4,3:07.0,Turnover by K. O'Quinn (bad pass; steal by D. Lillard),,90,102
406,4,3:00.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Crabbe),90,105
407,4,2:59.0,New York full timeout,,90,105
408,4,2:46.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,90,105
409,4,2:46.0,,Defensive rebound by J. Nurkić,90,105
410,4,2:29.0,,D. Lillard makes 3-pt jump shot from 27 ft,90,108
411,4,2:14.0,J. Holiday misses 2-pt jump shot from 23 ft,,90,108
412,4,2:13.0,,Defensive rebound by J. Nurkić,90,108
413,4,1:57.0,,D. Lillard makes 2-pt layup from 1 ft,90,110
414,4,1:57.0,New York full timeout,,90,110
415,4,1:57.0,S. Vujačić enters the game for K. Porziņģis,,90,110
416,4,1:57.0,M. Plumlee enters the game for C. Lee,,90,110
417,4,1:57.0,R. Baker enters the game for J. Holiday,,90,110
418,4,1:57.0,M. Kuzminskas enters the game for K. O'Quinn,,90,110
419,4,1:57.0,,S. Napier enters the game for J. Nurkić,90,110
420,4,1:57.0,,J. Layman enters the game for C. McCollum,90,110
421,4,1:57.0,,E. Turner enters the game for D. Lillard,90,110
422,4,1:57.0,,P. Connaughton enters the game for A. Crabbe,90,110
423,4,1:45.0,S. Vujačić makes 2-pt jump shot from 22 ft (assist by M. Plumlee),,92,110
424,4,1:28.0,,J. Layman misses 2-pt layup from 1 ft (block by M. Plumlee),92,110
425,4,1:28.0,Defensive rebound by Team,,92,110
426,4,1:20.0,C. Randle misses 2-pt jump shot from 2 ft,,92,110
427,4,1:20.0,,Defensive rebound by N. Vonleh,92,110
428,4,1:17.0,,Turnover by N. Vonleh (bad pass),92,110
429,4,1:04.0,Turnover by M. Plumlee (lost ball; steal by N. Vonleh),,92,110
430,4,0:51.0,,J. Layman misses 3-pt jump shot from 25 ft,92,110
431,4,0:51.0,Defensive rebound by M. Plumlee,,92,110
432,4,0:39.0,C. Randle makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,95,110
433,4,0:16.0,,Turnover by E. Turner (traveling),95,110
434,4,0:09.0,Turnover by S. Vujačić (bad pass; steal by J. Layman),,95,110
