,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
378,4,7:12.0,,J. Harden makes free throw 2 of 2,76,86
379,4,6:56.0,T. Snell makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,79,86
380,4,6:42.0,,E. Gordon misses 3-pt jump shot from 26 ft,79,86
381,4,6:41.0,,Offensive rebound by M. Harrell,79,86
382,4,6:38.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by M. Harrell),79,89
383,4,6:24.0,M. Brogdon misses 3-pt jump shot from 25 ft,,79,89
384,4,6:22.0,,Defensive rebound by J. Harden,79,89
385,4,6:14.0,,J. Harden makes 3-pt jump shot from 25 ft,79,92
386,4,6:14.0,Milwaukee full timeout,,79,92
387,4,5:57.0,M. Beasley misses 2-pt jump shot from 21 ft,,79,92
388,4,5:55.0,,Defensive rebound by E. Gordon,79,92
389,4,5:49.0,,J. Harden makes 3-pt jump shot from 25 ft,79,95
390,4,5:37.0,Personal block foul by T. Ariza (drawn by G. Antetokounmpo),,79,95
391,4,5:34.0,M. Brogdon misses 2-pt layup from 2 ft (block by M. Harrell),,79,95
392,4,5:32.0,,Defensive rebound by P. Beverley,79,95
393,4,5:27.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Beverley),79,98
394,4,5:08.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,82,98
395,4,4:50.0,,M. Harrell misses 2-pt layup from 2 ft,82,98
396,4,4:48.0,,Offensive rebound by M. Harrell,82,98
397,4,4:47.0,,M. Harrell makes 2-pt dunk at rim,82,100
398,4,4:32.0,M. Beasley makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,84,100
399,4,4:16.0,,J. Harden misses 3-pt jump shot from 26 ft,84,100
400,4,4:14.0,Defensive rebound by G. Antetokounmpo,,84,100
401,4,4:05.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,84,100
402,4,4:03.0,,Defensive rebound by T. Ariza,84,100
403,4,4:01.0,,J. Harden makes 2-pt layup from 2 ft (assist by P. Beverley),84,102
404,4,4:01.0,Violation by G. Antetokounmpo (def goaltending),,84,102
405,4,3:50.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,87,102
406,4,3:26.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),87,105
407,4,3:11.0,M. Beasley misses 2-pt jump shot from 22 ft,,87,105
408,4,3:10.0,,Defensive rebound by Team,87,105
409,4,2:55.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by J. Harden),87,108
410,4,2:42.0,Turnover by G. Antetokounmpo (traveling),,87,108
411,4,2:42.0,Official timeout,,87,108
412,4,2:42.0,M. Teletović enters the game for G. Antetokounmpo,,87,108
413,4,2:42.0,R. Vaughn enters the game for J. Parker,,87,108
414,4,2:42.0,T. Maker enters the game for T. Snell,,87,108
415,4,2:42.0,M. Plumlee enters the game for M. Beasley,,87,108
416,4,2:30.0,,Turnover by J. Harden (bad pass; steal by R. Vaughn),87,108
417,4,2:14.0,M. Teletović misses 3-pt jump shot from 24 ft,,87,108
418,4,2:13.0,,Defensive rebound by P. Beverley,87,108
419,4,2:11.0,,Shooting foul by M. Teletović (drawn by M. Harrell),87,108
420,4,2:11.0,,M. Harrell makes free throw 1 of 2,87,109
421,4,2:11.0,,M. Harrell misses free throw 2 of 2,87,109
422,4,2:11.0,Defensive rebound by T. Maker,,87,109
423,4,2:11.0,,S. Dekker enters the game for T. Ariza,87,109
424,4,2:11.0,,T. Ennis enters the game for P. Beverley,87,109
425,4,2:11.0,,K. McDaniels enters the game for J. Harden,87,109
426,4,2:11.0,,B. Brown enters the game for E. Gordon,87,109
427,4,1:54.0,R. Vaughn misses 2-pt jump shot from 15 ft (block by M. Harrell),,87,109
428,4,1:51.0,Offensive rebound by M. Brogdon,,87,109
429,4,1:48.0,T. Maker misses 3-pt jump shot from 25 ft,,87,109
430,4,1:47.0,,Defensive rebound by Team,87,109
431,4,1:47.0,,C. Capela enters the game for M. Harrell,87,109
432,4,1:33.0,,T. Ennis misses 2-pt layup from 3 ft,87,109
433,4,1:31.0,Defensive rebound by M. Plumlee,,87,109
434,4,1:20.0,T. Maker makes 2-pt hook shot from 9 ft (assist by M. Brogdon),,89,109
435,4,1:20.0,Shooting foul by K. McDaniels (drawn by T. Maker),,89,109
436,4,1:20.0,T. Maker makes free throw 1 of 1,,90,109
437,4,1:03.0,,K. McDaniels makes 2-pt jump shot from 7 ft,90,111
438,4,0:50.0,M. Plumlee misses 2-pt dunk at rim,,90,111
439,4,0:47.0,,Defensive rebound by B. Brown,90,111
440,4,0:27.0,,B. Brown misses 2-pt jump shot from 10 ft,90,111
441,4,0:26.0,Defensive rebound by T. Maker,,90,111
442,4,0:20.0,R. Vaughn misses 3-pt jump shot from 25 ft,,90,111
443,4,0:19.0,Offensive rebound by M. Brogdon,,90,111
444,4,0:17.0,R. Vaughn makes 2-pt layup from 2 ft (assist by M. Brogdon),,92,111
