,QUARTER,TIME_REMAINING,ORLANDO_ACTION,OKLAHOMA CITY_ACTION,ORLANDO_SCORE,OKLAHOMA CITY_SCORE
42,1,6:10.0,,D. Sabonis misses 2-pt hook shot from 3 ft,12,4
43,1,6:08.0,,Offensive rebound by Team,12,4
44,1,6:06.0,,D. Sabonis misses 3-pt jump shot from 23 ft,12,4
45,1,6:05.0,,Offensive rebound by R. Westbrook,12,4
46,1,6:03.0,,R. Westbrook makes 2-pt layup from 1 ft,12,6
47,1,5:37.0,S. Ibaka makes 2-pt layup from 1 ft (assist by E. Fournier),,14,6
48,1,5:16.0,,A. Roberson misses 3-pt jump shot from 24 ft,14,6
49,1,5:16.0,Defensive rebound by E. Payton,,14,6
50,1,5:10.0,S. Ibaka misses 2-pt jump shot from 11 ft,,14,6
51,1,5:09.0,,Defensive rebound by R. Westbrook,14,6
52,1,4:59.0,,D. Sabonis misses 3-pt jump shot from 25 ft,14,6
53,1,4:59.0,Defensive rebound by E. Payton,,14,6
54,1,4:54.0,S. Ibaka makes 2-pt dunk at rim (assist by E. Payton),,16,6
55,1,4:32.0,,S. Adams misses 2-pt hook shot from 5 ft,16,6
56,1,4:31.0,Defensive rebound by N. Vučević,,16,6
57,1,4:27.0,Personal foul by A. Roberson (drawn by J. Green),,16,6
58,1,4:27.0,,J. Grant enters the game for A. Roberson,16,6
59,1,4:15.0,E. Payton makes 2-pt jump shot from 3 ft,,18,6
60,1,4:06.0,,Shooting foul by N. Vučević (drawn by R. Westbrook),18,6
61,1,4:06.0,,R. Westbrook makes free throw 1 of 2,18,7
62,1,4:06.0,,R. Westbrook misses free throw 2 of 2,18,7
63,1,4:06.0,B. Biyombo enters the game for N. Vučević,,18,7
64,1,4:06.0,A. Gordon enters the game for J. Green,,18,7
65,1,4:04.0,,Offensive rebound by S. Adams,18,7
66,1,4:00.0,,R. Westbrook misses 3-pt jump shot from 25 ft,18,7
67,1,3:59.0,Defensive rebound by B. Biyombo,,18,7
68,1,3:57.0,Orlando full timeout,,18,7
69,1,3:54.0,,E. Freedom enters the game for D. Sabonis,18,7
70,1,3:54.0,,Á. Abrines enters the game for V. Oladipo,18,7
71,1,3:52.0,Personal foul by R. Westbrook (drawn by E. Payton),,18,7
72,1,3:43.0,S. Ibaka misses 2-pt jump shot from 15 ft,,18,7
73,1,3:42.0,Offensive rebound by B. Biyombo,,18,7
74,1,3:32.0,E. Payton makes 2-pt layup from 1 ft,,20,7
75,1,3:19.0,,R. Westbrook misses 2-pt jump shot from 7 ft,20,7
76,1,3:19.0,Defensive rebound by S. Ibaka,,20,7
77,1,3:14.0,Turnover by S. Ibaka (bad pass),,20,7
78,1,3:02.0,,E. Freedom misses 3-pt jump shot from 23 ft,20,7
79,1,3:01.0,,Offensive rebound by Team,20,7
80,1,2:58.0,,J. Grant misses 2-pt layup from 1 ft (block by S. Ibaka),20,7
81,1,2:58.0,,Offensive rebound by Team,20,7
82,1,2:51.0,,S. Adams misses 2-pt layup from 2 ft (block by S. Ibaka),20,7
83,1,2:50.0,Defensive rebound by S. Ibaka,,20,7
84,1,2:28.0,B. Biyombo misses 2-pt jump shot from 11 ft,,20,7
85,1,2:28.0,,Defensive rebound by S. Adams,20,7
86,1,2:20.0,,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),20,9
87,1,2:04.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by E. Payton),,23,9
88,1,1:49.0,,R. Westbrook makes 2-pt layup from 1 ft,23,11
89,1,1:26.0,E. Payton misses 3-pt jump shot from 25 ft,,23,11
90,1,1:24.0,,Defensive rebound by Á. Abrines,23,11
91,1,1:18.0,,R. Westbrook misses 2-pt jump shot from 9 ft,23,11
92,1,1:17.0,Defensive rebound by E. Fournier,,23,11
93,1,1:11.0,S. Ibaka makes 2-pt dunk at rim (assist by E. Fournier),,25,11
94,1,1:02.0,,Oklahoma City full timeout,25,11
95,1,1:02.0,,J. Lauvergne enters the game for S. Adams,25,11
96,1,1:02.0,,S. Christon enters the game for R. Westbrook,25,11
97,1,1:02.0,D. Rudež enters the game for S. Ibaka,,25,11
98,1,1:02.0,D. Augustin enters the game for E. Payton,,25,11
99,1,0:52.0,,Turnover by J. Grant (bad pass),25,11
100,1,0:41.0,E. Fournier makes 2-pt layup from 1 ft,,27,11
101,1,0:30.0,,E. Freedom makes 2-pt hook shot from 3 ft,27,13
102,1,0:09.0,Turnover by E. Fournier (bad pass),,27,13
103,1,0:06.0,,Personal take foul by D. Augustin (drawn by S. Christon),27,13
104,1,0:06.0,J. Green enters the game for D. Rudež,,27,13
105,1,0:02.0,,Á. Abrines misses 3-pt jump shot from 25 ft,27,13
106,1,0:02.0,Defensive rebound by A. Gordon,,27,13
107,2,11:39.0,A. Gordon misses 2-pt jump shot from 15 ft,,27,13
108,2,11:38.0,,Defensive rebound by E. Freedom,27,13
109,2,11:25.0,,J. Lauvergne misses 2-pt jump shot from 20 ft,27,13
110,2,11:24.0,Defensive rebound by B. Biyombo,,27,13
111,2,11:09.0,B. Biyombo makes 2-pt dunk at rim (assist by A. Gordon),,29,13
112,2,10:51.0,,J. Grant makes 2-pt jump shot from 5 ft,29,15
113,2,10:31.0,A. Gordon makes 2-pt jump shot from 21 ft (assist by B. Biyombo),,31,15
114,2,10:17.0,,E. Freedom misses 2-pt layup from 2 ft,31,15
115,2,10:16.0,Defensive rebound by B. Biyombo,,31,15
116,2,10:06.0,D. Rudež misses 3-pt jump shot from 23 ft,,31,15
117,2,10:05.0,,Defensive rebound by E. Freedom,31,15
118,2,9:58.0,,S. Christon misses 2-pt jump shot from 16 ft,31,15
119,2,9:57.0,Defensive rebound by C. Watson,,31,15
120,2,9:50.0,A. Gordon makes 2-pt layup from 1 ft (assist by C. Watson),,33,15
121,2,9:50.0,Shooting foul by Á. Abrines (drawn by A. Gordon),,33,15
122,2,9:50.0,A. Gordon makes free throw 1 of 1,,34,15
123,2,9:39.0,,Turnover by Á. Abrines (bad pass),34,15
124,2,9:26.0,A. Gordon misses 3-pt jump shot from 25 ft,,34,15
125,2,9:26.0,,Defensive rebound by Á. Abrines,34,15
126,2,9:20.0,,Á. Abrines makes 2-pt dunk at rim,34,17
127,2,8:55.0,Shooting foul by J. Grant (drawn by B. Biyombo),,34,17
128,2,8:55.0,Official timeout,,34,17
129,2,8:55.0,B. Biyombo makes free throw 1 of 2,,35,17
130,2,8:55.0,,N. Collison enters the game for E. Freedom,34,17
131,2,8:55.0,B. Biyombo misses free throw 2 of 2,,35,17
132,2,8:54.0,,Defensive rebound by J. Grant,35,17
133,2,8:30.0,,Á. Abrines misses 3-pt jump shot from 25 ft,35,17
134,2,8:29.0,Defensive rebound by D. Augustin,,35,17
135,2,8:26.0,Shooting foul by Á. Abrines (drawn by D. Augustin),,35,17
136,2,8:26.0,D. Augustin misses free throw 1 of 2,,35,17
137,2,8:26.0,Offensive rebound by Team,,35,17
138,2,8:26.0,S. Ibaka enters the game for C. Watson,,35,17
139,2,8:26.0,E. Payton enters the game for D. Rudež,,35,17
140,2,8:26.0,,R. Westbrook enters the game for S. Christon,35,17
141,2,8:26.0,D. Augustin makes free throw 2 of 2,,36,17
142,2,8:11.0,,J. Grant misses 2-pt jump shot from 5 ft,36,17
143,2,8:11.0,Defensive rebound by B. Biyombo,,36,17
144,2,8:02.0,B. Biyombo makes 2-pt layup from 3 ft (assist by E. Payton),,38,17
145,2,7:49.0,,Á. Abrines misses 2-pt jump shot from 12 ft,38,17
146,2,7:49.0,Defensive rebound by Team,,38,17
147,2,7:49.0,,Loose ball foul by J. Lauvergne (drawn by B. Biyombo),38,17
148,2,7:49.0,,V. Oladipo enters the game for J. Grant,38,17
149,2,7:49.0,,A. Roberson enters the game for Á. Abrines,38,17
150,2,7:49.0,,S. Adams enters the game for J. Lauvergne,38,17
151,2,7:38.0,S. Ibaka misses 2-pt jump shot from 21 ft,,38,17
152,2,7:38.0,,Defensive rebound by R. Westbrook,38,17
153,2,7:33.0,,Shooting foul by A. Gordon (drawn by R. Westbrook),38,17
154,2,7:33.0,,R. Westbrook makes free throw 1 of 2,38,18
155,2,7:33.0,,R. Westbrook makes free throw 2 of 2,38,19
156,2,7:14.0,Turnover by D. Augustin (lost ball; steal by V. Oladipo),,38,19
157,2,7:10.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by V. Oladipo),38,21
158,2,6:48.0,A. Gordon makes 2-pt jump shot from 19 ft,,40,21
159,2,6:30.0,,N. Collison misses 2-pt layup from 1 ft,40,21
160,2,6:29.0,,Offensive rebound by S. Adams,40,21
161,2,6:28.0,,S. Adams misses 2-pt hook shot from 4 ft,40,21
162,2,6:27.0,Defensive rebound by B. Biyombo,,40,21
163,2,6:18.0,E. Payton misses 2-pt layup from 1 ft (block by A. Roberson),,40,21
164,2,6:17.0,,Defensive rebound by S. Adams,40,21
165,2,6:12.0,,V. Oladipo misses 3-pt jump shot from 25 ft,40,21
166,2,6:12.0,Defensive rebound by S. Ibaka,,40,21
167,2,6:10.0,Orlando full timeout,,40,21
168,2,6:10.0,E. Fournier enters the game for B. Biyombo,,40,21
169,2,6:10.0,N. Vučević enters the game for D. Augustin,,40,21
170,2,5:59.0,A. Gordon misses 2-pt jump shot from 7 ft,,40,21
171,2,5:59.0,,Defensive rebound by R. Westbrook,40,21
172,2,5:47.0,,S. Adams misses 2-pt jump shot from 8 ft,40,21
173,2,5:47.0,,Offensive rebound by A. Roberson,40,21
174,2,5:42.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),40,23
175,2,5:16.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by E. Payton),,42,23
176,2,5:04.0,,R. Westbrook makes 2-pt layup from 2 ft,42,25
177,2,4:47.0,N. Vučević misses 2-pt layup from 1 ft,,42,25
178,2,4:47.0,,Defensive rebound by S. Adams,42,25
179,2,4:37.0,,A. Roberson makes 3-pt jump shot from 24 ft (assist by N. Collison),42,28
180,2,4:25.0,E. Payton makes 2-pt layup from 2 ft,,44,28
181,2,4:13.0,,Shooting foul by N. Vučević (drawn by R. Westbrook),44,28
182,2,4:13.0,,R. Westbrook misses free throw 1 of 2,44,28
183,2,4:13.0,,Offensive rebound by Team,44,28
184,2,4:13.0,B. Biyombo enters the game for N. Vučević,,44,28
185,2,4:13.0,,D. Sabonis enters the game for N. Collison,44,28
186,2,4:13.0,J. Green enters the game for A. Gordon,,44,28
187,2,4:13.0,,R. Westbrook makes free throw 2 of 2,44,29
188,2,4:00.0,Shooting foul by D. Sabonis (drawn by S. Ibaka),,44,29
189,2,4:00.0,S. Ibaka makes free throw 1 of 2,,45,29
190,2,4:00.0,S. Ibaka makes free throw 2 of 2,,46,29
191,2,3:50.0,,R. Westbrook makes 2-pt layup from 1 ft,46,31
192,2,3:23.0,E. Payton makes 2-pt layup from 1 ft,,48,31
193,2,3:09.0,,A. Roberson makes 2-pt layup from 1 ft,48,33
194,2,3:09.0,,Shooting foul by E. Payton (drawn by A. Roberson),48,33
195,2,3:09.0,,A. Roberson misses free throw 1 of 1,48,33
196,2,3:08.0,,Offensive rebound by S. Adams,48,33
197,2,3:02.0,,D. Sabonis makes 3-pt jump shot from 23 ft (assist by V. Oladipo),48,36
198,2,2:53.0,Orlando full timeout,,48,36
199,2,2:53.0,,Oklahoma City full timeout,48,36
200,2,2:41.0,S. Ibaka misses 2-pt hook shot from 7 ft,,48,36
201,2,2:41.0,,Defensive rebound by R. Westbrook,48,36
202,2,2:23.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by R. Westbrook),48,38
203,2,2:06.0,J. Green misses 2-pt layup from 1 ft,,48,38
204,2,2:05.0,,Defensive rebound by R. Westbrook,48,38
205,2,1:59.0,,A. Roberson misses 2-pt layup from 1 ft,48,38
206,2,1:58.0,,Offensive rebound by R. Westbrook,48,38
207,2,1:58.0,,R. Westbrook makes 2-pt layup from 1 ft,48,40
208,2,1:43.0,E. Payton misses 2-pt layup from 2 ft (block by A. Roberson),,48,40
209,2,1:42.0,,Defensive rebound by A. Roberson,48,40
210,2,1:35.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by R. Westbrook),48,42
211,2,1:10.0,J. Green makes 3-pt jump shot from 25 ft,,51,42
212,2,1:02.0,,Turnover by R. Westbrook (bad pass; steal by E. Payton),51,42
213,2,0:59.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,53,42
214,2,0:40.0,,V. Oladipo makes 2-pt jump shot from 13 ft,53,44
215,2,0:31.0,Shooting foul by R. Westbrook (drawn by J. Green),,53,44
216,2,0:31.0,J. Green makes free throw 1 of 2,,54,44
217,2,0:31.0,A. Gordon enters the game for E. Payton,,54,44
218,2,0:31.0,,Á. Abrines enters the game for A. Roberson,54,44
219,2,0:31.0,J. Green makes free throw 2 of 2,,55,44
220,2,0:29.0,,Shooting foul by A. Gordon (drawn by R. Westbrook),55,44
221,2,0:29.0,,R. Westbrook makes free throw 1 of 2,55,45
222,2,0:29.0,D. Augustin enters the game for A. Gordon,,55,45
223,2,0:29.0,,K. Singler enters the game for Á. Abrines,55,45
224,2,0:29.0,,R. Westbrook makes free throw 2 of 2,55,46
225,2,0:07.0,S. Ibaka makes 2-pt hook shot from 8 ft (assist by E. Fournier),,57,46
226,2,0:03.0,,Shooting foul by J. Green (drawn by R. Westbrook),57,46
227,2,0:03.0,,R. Westbrook makes free throw 1 of 2,57,47
228,2,0:03.0,,R. Westbrook misses free throw 2 of 2,57,47
229,2,0:03.0,Defensive rebound by S. Ibaka,,57,47
230,2,0:00.0,J. Green misses 3-pt jump shot from 48 ft,,57,47
231,2,0:00.0,Offensive rebound by Team,,57,47
232,3,11:39.0,N. Vučević misses 2-pt jump shot from 14 ft,,57,47
233,3,11:38.0,,Defensive rebound by R. Westbrook,57,47
234,3,11:22.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),57,49
235,3,11:03.0,S. Ibaka makes 2-pt jump shot from 8 ft (assist by N. Vučević),,59,49
236,3,10:48.0,,D. Sabonis misses 3-pt jump shot from 24 ft,59,49
237,3,10:48.0,,Offensive rebound by Team,59,49
238,3,10:48.0,Loose ball foul by N. Vučević (drawn by S. Adams),,59,49
239,3,10:48.0,B. Biyombo enters the game for N. Vučević,,59,49
240,3,10:38.0,,Turnover by D. Sabonis (traveling),59,49
241,3,10:29.0,Personal block foul by A. Roberson (drawn by E. Payton),,59,49
242,3,10:21.0,E. Fournier makes 2-pt layup from 3 ft,,61,49
243,3,10:12.0,,R. Westbrook makes 2-pt jump shot from 13 ft,61,51
244,3,10:03.0,E. Payton misses 2-pt layup from 2 ft (block by A. Roberson),,61,51
245,3,10:03.0,Offensive rebound by Team,,61,51
246,3,9:53.0,Turnover by E. Fournier (lost ball; steal by A. Roberson),,61,51
247,3,9:49.0,,Personal foul by J. Green (drawn by A. Roberson),61,51
248,3,9:49.0,,A. Roberson misses free throw 1 of 2,61,51
249,3,9:49.0,,Offensive rebound by Team,61,51
250,3,9:49.0,,A. Roberson misses free throw 2 of 2,61,51
251,3,9:48.0,Defensive rebound by E. Payton,,61,51
252,3,9:29.0,J. Green makes 2-pt jump shot from 10 ft,,63,51
253,3,9:14.0,,R. Westbrook makes 2-pt layup from 1 ft,63,53
254,3,8:58.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by E. Payton),,66,53
255,3,8:40.0,,A. Roberson makes 3-pt jump shot from 22 ft (assist by D. Sabonis),66,56
256,3,8:17.0,J. Green makes 2-pt jump shot from 9 ft,,68,56
257,3,7:57.0,,R. Westbrook makes 2-pt jump shot from 13 ft,68,58
258,3,7:57.0,,Shooting foul by E. Fournier (drawn by R. Westbrook),68,58
259,3,7:57.0,,R. Westbrook makes free throw 1 of 1,68,59
260,3,7:36.0,J. Green misses 2-pt jump shot from 8 ft (block by A. Roberson),,68,59
261,3,7:36.0,Offensive rebound by Team,,68,59
262,3,7:33.0,E. Payton misses 3-pt jump shot from 22 ft,,68,59
263,3,7:33.0,,Defensive rebound by D. Sabonis,68,59
264,3,7:29.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),68,61
265,3,7:29.0,,Shooting foul by S. Ibaka (drawn by S. Adams),68,61
266,3,7:29.0,,S. Adams makes free throw 1 of 1,68,62
267,3,7:14.0,S. Ibaka misses 2-pt jump shot from 14 ft,,68,62
268,3,7:13.0,,Defensive rebound by S. Adams,68,62
269,3,7:03.0,,Turnover by D. Sabonis (bad pass; steal by B. Biyombo),68,62
270,3,6:54.0,S. Ibaka makes 2-pt layup from 1 ft,,70,62
271,3,6:54.0,Shooting foul by D. Sabonis (drawn by S. Ibaka),,70,62
272,3,6:54.0,S. Ibaka makes free throw 1 of 1,,71,62
273,3,6:41.0,,V. Oladipo makes 2-pt layup from 1 ft,71,64
274,3,6:29.0,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),,73,64
275,3,6:15.0,,Personal foul by E. Payton (drawn by R. Westbrook),73,64
276,3,6:15.0,,R. Westbrook makes free throw 1 of 2,73,65
277,3,6:15.0,,R. Westbrook misses free throw 2 of 2,73,65
278,3,6:15.0,Defensive rebound by B. Biyombo,,73,65
279,3,6:15.0,,E. Freedom enters the game for D. Sabonis,73,65
280,3,6:02.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by E. Payton),,76,65
281,3,5:45.0,,A. Roberson misses 3-pt jump shot from 23 ft,76,65
282,3,5:45.0,,Offensive rebound by Team,76,65
283,3,5:45.0,Loose ball foul by E. Fournier (drawn by E. Freedom),,76,65
284,3,5:45.0,,Oklahoma City full timeout,76,65
285,3,5:45.0,,E. Freedom makes free throw 1 of 2,76,66
286,3,5:45.0,,Á. Abrines enters the game for V. Oladipo,76,65
287,3,5:45.0,,E. Freedom makes free throw 2 of 2,76,67
288,3,5:26.0,E. Payton makes 2-pt jump shot from 15 ft,,78,67
289,3,5:05.0,,Á. Abrines makes 2-pt layup from 2 ft,78,69
290,3,4:42.0,B. Biyombo misses 2-pt hook shot from 5 ft,,78,69
291,3,4:41.0,,Defensive rebound by E. Freedom,78,69
292,3,4:37.0,,Personal foul by S. Ibaka (drawn by R. Westbrook),78,69
293,3,4:37.0,Orlando full timeout,,78,69
294,3,4:37.0,,R. Westbrook makes free throw 1 of 2,78,70
295,3,4:37.0,A. Gordon enters the game for J. Green,,78,69
296,3,4:37.0,,R. Westbrook makes free throw 2 of 2,78,71
297,3,4:29.0,Offensive foul by S. Ibaka (drawn by Á. Abrines),,78,71
298,3,4:29.0,Turnover by S. Ibaka (offensive foul),,78,71
299,3,4:11.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),78,73
300,3,3:46.0,Turnover by B. Biyombo (lost ball; steal by S. Adams),,78,73
301,3,3:35.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),78,76
302,3,3:09.0,E. Payton misses 3-pt jump shot from 22 ft,,78,76
303,3,3:08.0,,Defensive rebound by Á. Abrines,78,76
304,3,3:00.0,,E. Freedom misses 3-pt jump shot from 24 ft,78,76
305,3,2:59.0,Defensive rebound by E. Payton,,78,76
306,3,2:52.0,S. Ibaka misses 2-pt layup from 1 ft (block by E. Freedom),,78,76
307,3,2:50.0,Offensive rebound by S. Ibaka,,78,76
308,3,2:48.0,S. Ibaka makes 2-pt hook shot from 5 ft,,80,76
309,3,2:28.0,,E. Freedom misses 2-pt layup from 2 ft,80,76
310,3,2:27.0,Defensive rebound by B. Biyombo,,80,76
311,3,2:11.0,E. Fournier misses 3-pt jump shot from 25 ft,,80,76
312,3,2:11.0,,Defensive rebound by R. Westbrook,80,76
313,3,2:06.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),80,78
314,3,1:45.0,E. Payton misses 2-pt jump shot from 18 ft,,80,78
315,3,1:45.0,,Defensive rebound by S. Adams,80,78
316,3,1:37.0,,R. Westbrook misses 3-pt jump shot from 25 ft,80,78
317,3,1:36.0,,Offensive rebound by E. Freedom,80,78
318,3,1:35.0,,E. Freedom makes 2-pt layup from 2 ft,80,80
319,3,1:35.0,Orlando full timeout,,80,80
320,3,1:35.0,D. Augustin enters the game for S. Ibaka,,80,80
321,3,1:35.0,D. Rudež enters the game for E. Payton,,80,80
322,3,1:35.0,,V. Oladipo enters the game for A. Roberson,80,80
323,3,1:35.0,,S. Christon enters the game for R. Westbrook,80,80
324,3,1:17.0,Turnover by A. Gordon (bad pass),,80,80
325,3,1:00.0,,V. Oladipo misses 2-pt layup from 1 ft,80,80
326,3,1:00.0,,Offensive rebound by E. Freedom,80,80
327,3,0:56.0,,E. Freedom makes 2-pt jump shot from 6 ft,80,82
328,3,0:45.0,D. Rudež misses 3-pt jump shot from 25 ft,,80,82
329,3,0:45.0,,Defensive rebound by E. Freedom,80,82
330,3,0:34.0,,V. Oladipo makes 2-pt layup from 2 ft,80,84
331,3,0:22.0,Shooting foul by S. Christon (drawn by D. Augustin),,80,84
332,3,0:22.0,D. Augustin makes free throw 1 of 2,,81,84
333,3,0:22.0,,J. Lauvergne enters the game for S. Adams,81,84
334,3,0:22.0,J. Green enters the game for D. Rudež,,81,84
335,3,0:22.0,D. Augustin makes free throw 2 of 2,,82,84
336,3,0:00.0,,S. Christon misses 3-pt jump shot from 23 ft (block by J. Green),82,84
337,3,0:00.0,,Offensive rebound by Team,82,84
338,4,11:47.0,,Shooting foul by A. Gordon (drawn by J. Grant),82,84
339,4,11:47.0,,J. Grant misses free throw 1 of 2,82,84
340,4,11:47.0,,Offensive rebound by Team,82,84
341,4,11:47.0,,J. Grant misses free throw 2 of 2,82,84
342,4,11:46.0,,Offensive rebound by Team,82,84
343,4,11:39.0,,Offensive foul by E. Freedom (drawn by D. Augustin),82,84
344,4,11:39.0,,Turnover by E. Freedom (offensive foul),82,84
345,4,11:31.0,Personal foul by J. Grant (drawn by A. Gordon),,82,84
346,4,11:18.0,N. Vučević makes 2-pt jump shot from 16 ft,,84,84
347,4,10:58.0,,Á. Abrines misses 3-pt jump shot from 26 ft,84,84
348,4,10:57.0,,Offensive rebound by E. Freedom,84,84
349,4,10:54.0,,E. Freedom misses 2-pt jump shot from 6 ft,84,84
350,4,10:54.0,Defensive rebound by N. Vučević,,84,84
351,4,10:45.0,D. Augustin makes 2-pt layup from 2 ft,,86,84
352,4,10:45.0,,Oklahoma City full timeout,86,84
353,4,10:35.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by S. Christon),86,86
354,4,10:11.0,A. Gordon misses 3-pt jump shot from 25 ft,,86,86
355,4,10:11.0,,Defensive rebound by Team,86,86
356,4,10:00.0,,S. Christon misses 2-pt layup from 2 ft,86,86
357,4,9:59.0,,Offensive rebound by E. Freedom,86,86
358,4,9:59.0,,E. Freedom makes 2-pt dunk at rim,86,88
359,4,9:39.0,D. Augustin misses 3-pt jump shot from 23 ft,,86,88
360,4,9:39.0,,Defensive rebound by J. Grant,86,88
361,4,9:26.0,,E. Freedom makes 2-pt layup from 1 ft (assist by S. Christon),86,90
362,4,9:02.0,A. Gordon makes 2-pt jump shot from 16 ft,,88,90
363,4,8:48.0,,E. Freedom misses 2-pt jump shot from 17 ft,88,90
364,4,8:48.0,Defensive rebound by C. Watson,,88,90
365,4,8:44.0,Personal foul by E. Freedom (drawn by N. Vučević),,88,90
366,4,8:35.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),,91,90
367,4,8:16.0,,S. Christon misses 3-pt jump shot from 25 ft,91,90
368,4,8:15.0,Defensive rebound by D. Rudež,,91,90
369,4,8:05.0,D. Augustin makes 3-pt jump shot from 25 ft,,94,90
370,4,7:53.0,,Turnover by J. Lauvergne (bad pass; steal by C. Watson),94,90
371,4,7:49.0,D. Augustin makes 2-pt layup from 2 ft (assist by C. Watson),,96,90
372,4,7:49.0,,Oklahoma City full timeout,96,90
373,4,7:49.0,,R. Westbrook enters the game for S. Christon,96,90
374,4,7:49.0,J. Green enters the game for D. Rudež,,96,90
375,4,7:49.0,E. Payton enters the game for C. Watson,,96,90
376,4,7:38.0,,R. Westbrook makes 2-pt jump shot from 17 ft,96,92
377,4,7:20.0,D. Augustin misses 3-pt jump shot from 24 ft,,96,92
378,4,7:20.0,,Defensive rebound by R. Westbrook,96,92
379,4,7:11.0,,J. Lauvergne makes 3-pt jump shot from 25 ft (assist by R. Westbrook),96,95
380,4,6:58.0,Shooting foul by Á. Abrines (drawn by D. Augustin),,96,95
381,4,6:58.0,D. Augustin makes free throw 1 of 2,,97,95
382,4,6:58.0,S. Ibaka enters the game for A. Gordon,,97,95
383,4,6:58.0,,A. Roberson enters the game for Á. Abrines,97,95
