,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
31,1,7:44.0,E. İlyasova makes 2-pt jump shot from 16 ft (assist by R. Covington),,4,8
32,1,7:26.0,,Utah full timeout,4,8
33,1,7:22.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by R. Gobert),4,11
34,1,7:12.0,R. Covington misses 3-pt jump shot from 24 ft,,4,11
35,1,7:11.0,,Defensive rebound by R. Gobert,4,11
36,1,6:59.0,,G. Hayward misses 2-pt jump shot from 10 ft,4,11
37,1,6:58.0,,Offensive rebound by D. Favors,4,11
38,1,6:48.0,,Shooting foul by R. Covington (drawn by R. Gobert),4,11
39,1,6:48.0,,R. Gobert makes free throw 1 of 2,4,12
40,1,6:48.0,,R. Gobert misses free throw 2 of 2,4,12
41,1,6:48.0,D. Šarić enters the game for S. Rodríguez,,4,12
42,1,6:48.0,T. McConnell enters the game for E. İlyasova,,4,12
43,1,6:48.0,,S. Mack enters the game for G. Hill,4,12
44,1,6:47.0,,Offensive rebound by S. Mack,4,12
45,1,6:33.0,,D. Favors misses 2-pt jump shot from 2 ft,4,12
46,1,6:33.0,,Offensive rebound by D. Favors,4,12
47,1,6:32.0,,Shooting foul by D. Šarić (drawn by D. Favors),4,12
48,1,6:32.0,,D. Favors misses free throw 1 of 2,4,12
49,1,6:32.0,,Offensive rebound by Team,4,12
50,1,6:32.0,,D. Favors misses free throw 2 of 2,4,12
51,1,6:31.0,Defensive rebound by N. Noel,,4,12
52,1,6:18.0,T. McConnell makes 2-pt jump shot from 9 ft,,6,12
53,1,6:05.0,,S. Mack misses 3-pt jump shot from 24 ft,6,12
54,1,6:04.0,Defensive rebound by Team,,6,12
55,1,6:03.0,,B. Diaw enters the game for D. Favors,6,12
56,1,5:46.0,Turnover by D. Šarić (lost ball),,6,12
57,1,5:46.0,,J. Ingles enters the game for R. Hood,6,12
58,1,5:37.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by B. Diaw),6,15
59,1,5:36.0,Philadelphia full timeout,,6,15
60,1,5:18.0,D. Šarić makes 2-pt hook shot from 4 ft,,8,15
61,1,5:02.0,,Turnover by B. Diaw (step out of bounds),8,15
62,1,4:49.0,N. Stauskas misses 2-pt layup from 3 ft (block by R. Gobert),,8,15
63,1,4:49.0,Offensive rebound by Team,,8,15
64,1,4:39.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,10,15
65,1,4:24.0,,G. Hayward misses 3-pt jump shot from 24 ft,10,15
66,1,4:23.0,Defensive rebound by N. Noel,,10,15
67,1,4:12.0,N. Noel misses 2-pt layup from 2 ft,,10,15
68,1,4:12.0,,Defensive rebound by G. Hayward,10,15
69,1,4:04.0,,S. Mack makes 2-pt jump shot from 11 ft (assist by G. Hayward),10,17
70,1,3:52.0,N. Noel makes 2-pt jump shot from 7 ft (assist by N. Stauskas),,12,17
71,1,3:27.0,,Personal foul by R. Covington (drawn by R. Gobert),12,17
72,1,3:27.0,,R. Gobert misses free throw 1 of 2,12,17
73,1,3:27.0,,Offensive rebound by Team,12,17
74,1,3:27.0,H. Thompson enters the game for N. Stauskas,,12,17
75,1,3:27.0,T. Luwawu-Cabarrot enters the game for R. Covington,,12,17
76,1,3:27.0,,R. Gobert makes free throw 2 of 2,12,18
77,1,3:16.0,D. Šarić misses 2-pt jump shot from 21 ft,,12,18
78,1,3:16.0,,Defensive rebound by S. Mack,12,18
79,1,2:56.0,,B. Diaw makes 2-pt layup from 3 ft (assist by R. Gobert),12,20
80,1,2:37.0,N. Noel makes 2-pt layup from 3 ft,,14,20
81,1,2:21.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),14,22
82,1,2:04.0,T. McConnell makes 2-pt jump shot from 17 ft,,16,22
83,1,1:42.0,,J. Ingles misses 3-pt jump shot from 24 ft,16,22
84,1,1:41.0,Defensive rebound by Team,,16,22
85,1,1:41.0,,J. Johnson enters the game for G. Hayward,16,22
86,1,1:41.0,,D. Favors enters the game for R. Gobert,16,22
87,1,1:41.0,E. İlyasova enters the game for N. Noel,,16,22
88,1,1:25.0,H. Thompson makes 2-pt layup from 2 ft,,18,22
89,1,1:25.0,,Utah full timeout,18,22
90,1,1:25.0,,G. Hill enters the game for S. Mack,18,22
91,1,1:09.0,,Turnover by D. Favors (bad pass),18,22
92,1,0:54.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by H. Thompson),,21,22
93,1,0:36.0,,G. Hill misses 2-pt jump shot from 13 ft,21,22
94,1,0:36.0,Defensive rebound by Team,,21,22
95,1,0:26.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,24,22
96,1,0:04.0,,J. Ingles misses 2-pt jump shot from 6 ft,24,22
97,1,0:04.0,Defensive rebound by E. İlyasova,,24,22
98,1,0:01.0,Personal foul by J. Ingles (drawn by T. McConnell),,24,22
99,2,11:45.0,J. Okafor misses 2-pt jump shot from 5 ft,,24,22
100,2,11:45.0,,Defensive rebound by D. Favors,24,22
101,2,11:26.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by J. Johnson),24,25
102,2,11:09.0,D. Šarić makes 2-pt layup from 1 ft,,26,25
103,2,10:51.0,,J. Johnson misses 2-pt jump shot from 8 ft,26,25
104,2,10:51.0,,Offensive rebound by Team,26,25
105,2,10:45.0,,J. Johnson misses 2-pt hook shot from 4 ft,26,25
106,2,10:45.0,Defensive rebound by D. Šarić,,26,25
107,2,10:36.0,J. Okafor makes 2-pt jump shot from 8 ft (assist by D. Šarić),,28,25
108,2,10:22.0,,Turnover by J. Johnson (step out of bounds),28,25
109,2,10:22.0,,R. Hood enters the game for J. Ingles,28,25
110,2,10:07.0,J. Okafor misses 2-pt jump shot from 9 ft,,28,25
111,2,10:07.0,,Defensive rebound by G. Hill,28,25
112,2,9:54.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by R. Hood),28,28
113,2,9:38.0,D. Šarić misses 2-pt jump shot from 19 ft,,28,28
114,2,9:38.0,,Defensive rebound by D. Favors,28,28
115,2,9:21.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Hill),28,31
116,2,9:19.0,Philadelphia full timeout,,28,31
117,2,9:19.0,E. İlyasova enters the game for T. McConnell,,28,31
118,2,9:19.0,S. Rodríguez enters the game for D. Šarić,,28,31
119,2,9:19.0,,S. Mack enters the game for G. Hill,28,31
120,2,8:55.0,S. Rodríguez misses 2-pt jump shot from 21 ft,,28,31
121,2,8:54.0,,Defensive rebound by T. Lyles,28,31
122,2,8:38.0,,T. Lyles misses 3-pt jump shot from 23 ft,28,31
123,2,8:38.0,,Offensive rebound by D. Favors,28,31
124,2,8:35.0,,D. Favors misses 2-pt jump shot from 3 ft,28,31
125,2,8:33.0,,Offensive rebound by T. Lyles,28,31
126,2,8:33.0,,T. Lyles misses 2-pt layup from 1 ft,28,31
127,2,8:32.0,Defensive rebound by S. Rodríguez,,28,31
128,2,8:26.0,E. İlyasova makes 2-pt layup from 2 ft (assist by S. Rodríguez),,30,31
129,2,8:10.0,,D. Favors misses 2-pt jump shot from 13 ft,30,31
130,2,8:09.0,Defensive rebound by E. İlyasova,,30,31
131,2,7:57.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 17 ft,,30,31
132,2,7:57.0,,Defensive rebound by D. Favors,30,31
133,2,7:46.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Favors),30,31
134,2,7:46.0,,D. Favors makes free throw 1 of 2,30,32
135,2,7:46.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,30,32
136,2,7:46.0,R. Covington enters the game for H. Thompson,,30,32
137,2,7:46.0,,D. Favors makes free throw 2 of 2,30,33
138,2,7:33.0,R. Covington misses 3-pt jump shot from 25 ft,,30,33
139,2,7:32.0,Offensive rebound by J. Okafor,,30,33
140,2,7:27.0,J. Okafor makes 2-pt jump shot from 7 ft,,32,33
141,2,7:10.0,,S. Mack makes 2-pt jump shot from 8 ft,32,35
142,2,6:57.0,J. Okafor makes 2-pt jump shot from 6 ft,,34,35
143,2,6:36.0,,Turnover by T. Lyles (lost ball; steal by N. Stauskas),34,35
144,2,6:29.0,R. Covington misses 3-pt jump shot from 25 ft,,34,35
145,2,6:28.0,Offensive rebound by R. Covington,,34,35
146,2,6:22.0,N. Stauskas misses 3-pt jump shot from 25 ft,,34,35
147,2,6:21.0,Offensive rebound by E. İlyasova,,34,35
148,2,6:17.0,E. İlyasova misses 2-pt jump shot from 13 ft (block by J. Johnson),,34,35
149,2,6:16.0,Offensive rebound by E. İlyasova,,34,35
150,2,6:09.0,J. Okafor makes 2-pt hook shot from 7 ft,,36,35
151,2,6:09.0,Shooting foul by D. Favors (drawn by J. Okafor),,36,35
152,2,6:09.0,,R. Gobert enters the game for D. Favors,36,35
153,2,6:09.0,,G. Hayward enters the game for J. Johnson,36,35
154,2,6:09.0,J. Okafor makes free throw 1 of 1,,37,35
155,2,5:57.0,,R. Hood misses 2-pt jump shot from 4 ft,37,35
156,2,5:57.0,,Offensive rebound by R. Gobert,37,35
157,2,5:57.0,,Shooting foul by N. Stauskas (drawn by R. Gobert),37,35
158,2,5:57.0,,Utah full timeout,37,35
159,2,5:57.0,,R. Gobert misses free throw 1 of 2,37,35
160,2,5:57.0,,Offensive rebound by Team,37,35
161,2,5:57.0,,R. Gobert misses free throw 2 of 2,37,35
162,2,5:56.0,Defensive rebound by E. İlyasova,,37,35
163,2,5:41.0,E. İlyasova makes 3-pt jump shot from 24 ft,,40,35
164,2,5:25.0,,R. Hood makes 2-pt jump shot from 11 ft,40,37
165,2,5:10.0,J. Okafor makes 2-pt jump shot from 13 ft,,42,37
166,2,4:48.0,,T. Lyles makes 3-pt jump shot from 24 ft,42,40
167,2,4:34.0,,G. Hill enters the game for S. Mack,42,40
168,2,4:34.0,,B. Diaw enters the game for T. Lyles,42,40
169,2,4:21.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,42,40
170,2,4:20.0,Offensive rebound by Team,,42,40
171,2,4:20.0,Turnover by Team (shot clock),,42,40
172,2,4:20.0,,J. Ingles enters the game for R. Hood,42,40
173,2,4:20.0,D. Šarić enters the game for E. İlyasova,,42,40
174,2,4:10.0,,Shooting foul by R. Covington (drawn by G. Hill),42,40
175,2,4:10.0,,G. Hill misses free throw 1 of 2,42,40
176,2,4:10.0,,Offensive rebound by Team,42,40
177,2,4:10.0,T. Luwawu-Cabarrot enters the game for R. Covington,,42,40
178,2,4:10.0,,G. Hill makes free throw 2 of 2,42,41
179,2,3:56.0,Turnover by S. Rodríguez (bad pass; steal by R. Gobert),,42,41
180,2,3:45.0,,J. Ingles misses 2-pt jump shot from 5 ft,42,41
181,2,3:45.0,Defensive rebound by N. Stauskas,,42,41
182,2,3:36.0,N. Stauskas misses 3-pt jump shot from 24 ft,,42,41
183,2,3:36.0,,Defensive rebound by R. Gobert,42,41
184,2,3:27.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by G. Hayward),42,41
185,2,3:27.0,,G. Hayward makes 2-pt layup from 3 ft (assist by G. Hill),42,43
186,2,3:27.0,T. McConnell enters the game for S. Rodríguez,,42,43
187,2,3:27.0,,G. Hayward makes free throw 1 of 1,42,44
188,2,3:06.0,J. Okafor makes 2-pt layup from 1 ft,,44,44
189,2,2:51.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by R. Gobert),44,44
190,2,2:51.0,,Utah full timeout,44,44
191,2,2:51.0,,R. Gobert misses free throw 1 of 2,44,44
192,2,2:51.0,,Offensive rebound by Team,44,44
193,2,2:51.0,,R. Gobert misses free throw 2 of 2,44,44
194,2,2:51.0,H. Thompson enters the game for T. Luwawu-Cabarrot,,44,44
195,2,2:50.0,Defensive rebound by J. Okafor,,44,44
196,2,2:31.0,D. Šarić makes 2-pt jump shot from 12 ft (assist by J. Okafor),,46,44
197,2,2:13.0,,G. Hayward misses 3-pt jump shot from 23 ft,46,44
198,2,2:13.0,Defensive rebound by N. Stauskas,,46,44
199,2,1:57.0,J. Okafor misses 2-pt jump shot from 10 ft,,46,44
200,2,1:57.0,,Defensive rebound by J. Ingles,46,44
201,2,1:39.0,,G. Hayward misses 2-pt layup from 2 ft,46,44
202,2,1:39.0,Defensive rebound by H. Thompson,,46,44
203,2,1:33.0,D. Šarić makes 2-pt jump shot from 7 ft,,48,44
204,2,1:33.0,Shooting foul by G. Hill (drawn by D. Šarić),,48,44
205,2,1:33.0,,R. Hood enters the game for J. Ingles,48,44
206,2,1:33.0,N. Noel enters the game for J. Okafor,,48,44
207,2,1:33.0,D. Šarić makes free throw 1 of 1,,49,44
208,2,1:20.0,,Turnover by G. Hill (lost ball; steal by T. McConnell),49,44
209,2,1:13.0,H. Thompson misses 2-pt jump shot from 23 ft,,49,44
210,2,1:13.0,Offensive rebound by D. Šarić,,49,44
211,2,1:05.0,Turnover by D. Šarić (traveling),,49,44
212,2,0:45.0,,G. Hill makes 2-pt jump shot from 12 ft,49,46
213,2,0:41.0,Philadelphia full timeout,,49,46
214,2,0:30.0,N. Noel makes 2-pt layup from 2 ft,,51,46
215,2,0:13.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hill),51,49
216,2,0:02.0,T. McConnell misses 2-pt jump shot from 8 ft,,51,49
217,2,0:01.0,,Defensive rebound by R. Gobert,51,49
218,3,11:44.0,E. İlyasova misses 2-pt jump shot from 10 ft,,51,49
219,3,11:43.0,,Defensive rebound by R. Hood,51,49
220,3,11:21.0,,G. Hill misses 2-pt jump shot from 17 ft,51,49
221,3,11:20.0,Defensive rebound by R. Covington,,51,49
222,3,11:01.0,J. Okafor misses 2-pt jump shot from 16 ft,,51,49
223,3,11:01.0,,Defensive rebound by D. Favors,51,49
224,3,10:40.0,,Turnover by R. Hood (lost ball; steal by R. Covington),51,49
225,3,10:31.0,R. Covington misses 3-pt jump shot from 24 ft,,51,49
226,3,10:30.0,,Defensive rebound by G. Hayward,51,49
227,3,10:23.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hill),51,52
228,3,10:02.0,N. Stauskas makes 2-pt layup from 1 ft (assist by J. Okafor),,53,52
229,3,9:46.0,,Turnover by R. Hood (traveling),53,52
230,3,9:46.0,N. Noel enters the game for J. Okafor,,53,52
231,3,9:37.0,E. İlyasova makes 2-pt layup from 2 ft (assist by T. McConnell),,55,52
232,3,9:22.0,,Turnover by D. Favors (offensive foul),55,52
233,3,9:22.0,Offensive charge foul by D. Favors (drawn by E. İlyasova),,55,52
234,3,9:01.0,Turnover by T. McConnell (bad pass),,55,52
235,3,8:46.0,,D. Favors makes 2-pt layup from 3 ft (assist by G. Hayward),55,54
236,3,8:34.0,Turnover by T. McConnell (bad pass; steal by G. Hill),,55,54
237,3,8:31.0,,Personal foul by N. Noel (drawn by G. Hill),55,54
238,3,8:22.0,,G. Hayward misses 2-pt jump shot from 12 ft,55,54
239,3,8:22.0,Defensive rebound by R. Covington,,55,54
240,3,8:08.0,Shooting foul by G. Hayward (drawn by R. Covington),,55,54
241,3,8:08.0,R. Covington makes free throw 1 of 2,,56,54
242,3,8:08.0,R. Covington misses free throw 2 of 2,,56,54
243,3,8:07.0,,Defensive rebound by R. Gobert,56,54
244,3,7:47.0,,R. Gobert makes 2-pt layup from 2 ft (assist by G. Hayward),56,56
245,3,7:47.0,,Shooting foul by N. Noel (drawn by R. Gobert),56,56
246,3,7:47.0,,R. Gobert misses free throw 1 of 1,56,56
247,3,7:46.0,Defensive rebound by R. Covington,,56,56
248,3,7:34.0,N. Noel misses 2-pt jump shot from 13 ft,,56,56
249,3,7:34.0,,Defensive rebound by R. Gobert,56,56
250,3,7:19.0,,Shooting foul by T. McConnell (drawn by G. Hill),56,56
251,3,7:19.0,,G. Hill makes free throw 1 of 2,56,57
252,3,7:19.0,,G. Hill misses free throw 2 of 2,56,57
253,3,7:19.0,Defensive rebound by N. Stauskas,,56,57
254,3,7:19.0,J. Okafor enters the game for N. Noel,,56,57
255,3,7:19.0,,B. Diaw enters the game for D. Favors,56,57
256,3,7:06.0,T. McConnell makes 2-pt jump shot from 16 ft (assist by N. Stauskas),,58,57
257,3,6:48.0,,R. Gobert misses 2-pt layup from 2 ft,58,57
258,3,6:48.0,,Offensive rebound by G. Hill,58,57
259,3,6:46.0,,G. Hill makes 2-pt layup from 2 ft,58,59
260,3,6:26.0,J. Okafor misses 2-pt jump shot from 5 ft,,58,59
261,3,6:25.0,,Defensive rebound by R. Gobert,58,59
262,3,6:15.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),58,61
263,3,6:15.0,Philadelphia full timeout,,58,61
264,3,6:15.0,,S. Mack enters the game for G. Hill,58,61
265,3,6:04.0,E. İlyasova makes 2-pt jump shot from 9 ft (assist by T. McConnell),,60,61
266,3,5:45.0,,R. Hood misses 3-pt jump shot from 23 ft,60,61
267,3,5:44.0,,Offensive rebound by R. Gobert,60,61
268,3,5:37.0,,G. Hayward misses 2-pt jump shot from 23 ft,60,61
269,3,5:37.0,Defensive rebound by E. İlyasova,,60,61
270,3,5:25.0,J. Okafor misses 2-pt jump shot from 5 ft,,60,61
271,3,5:24.0,,Defensive rebound by R. Gobert,60,61
272,3,5:11.0,,Turnover by R. Hood (lost ball),60,61
273,3,4:56.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by R. Covington),,63,61
274,3,4:40.0,,G. Hayward makes 2-pt jump shot from 21 ft,63,63
275,3,4:27.0,Shooting foul by R. Hood (drawn by N. Stauskas),,63,63
276,3,4:27.0,N. Stauskas makes free throw 1 of 2,,64,63
277,3,4:27.0,S. Rodríguez enters the game for T. McConnell,,64,63
278,3,4:27.0,H. Thompson enters the game for R. Covington,,64,63
279,3,4:27.0,N. Noel enters the game for J. Okafor,,64,63
280,3,4:27.0,,J. Ingles enters the game for R. Hood,64,63
281,3,4:27.0,N. Stauskas makes free throw 2 of 2,,65,63
282,3,4:12.0,,B. Diaw misses 2-pt jump shot from 21 ft,65,63
283,3,4:11.0,Defensive rebound by S. Rodríguez,,65,63
284,3,3:55.0,H. Thompson misses 3-pt jump shot from 24 ft,,65,63
285,3,3:55.0,Offensive rebound by Team,,65,63
286,3,3:55.0,,Loose ball foul by S. Mack (drawn by E. İlyasova),65,63
287,3,3:55.0,D. Šarić enters the game for E. İlyasova,,65,63
288,3,3:36.0,Turnover by N. Stauskas (bad pass),,65,63
289,3,3:22.0,,Shooting foul by N. Stauskas (drawn by G. Hayward),65,63
290,3,3:22.0,,G. Hayward makes free throw 1 of 2,65,64
291,3,3:22.0,,G. Hayward makes free throw 2 of 2,65,65
292,3,3:01.0,N. Noel makes 2-pt dunk at rim (assist by N. Stauskas),,67,65
293,3,2:53.0,,Utah full timeout,67,65
294,3,2:53.0,,D. Favors enters the game for R. Gobert,67,65
295,3,2:46.0,,G. Hayward makes 2-pt hook shot from 4 ft,67,67
296,3,2:34.0,Shooting foul by D. Favors (drawn by N. Noel),,67,67
297,3,2:34.0,N. Noel makes free throw 1 of 2,,68,67
298,3,2:34.0,R. Covington enters the game for N. Stauskas,,68,67
299,3,2:34.0,N. Noel makes free throw 2 of 2,,69,67
300,3,2:25.0,,G. Hayward makes 3-pt jump shot from 24 ft,69,70
301,3,2:15.0,S. Rodríguez makes 3-pt jump shot from 24 ft,,72,70
302,3,1:50.0,,B. Diaw misses 2-pt jump shot from 9 ft,72,70
303,3,1:50.0,Defensive rebound by N. Noel,,72,70
304,3,1:41.0,Turnover by S. Rodríguez (bad pass; steal by G. Hayward),,72,70
305,3,1:35.0,,B. Diaw misses 2-pt layup from 2 ft,72,70
306,3,1:34.0,Defensive rebound by D. Šarić,,72,70
307,3,1:23.0,N. Noel makes 2-pt dunk at rim (assist by S. Rodríguez),,74,70
308,3,1:00.0,,D. Favors misses 2-pt dunk at rim (block by D. Šarić),74,70
309,3,0:59.0,,Offensive rebound by D. Favors,74,70
310,3,0:58.0,,D. Favors misses 2-pt layup from 2 ft,74,70
311,3,0:58.0,,Offensive rebound by Team,74,70
312,3,0:58.0,,T. Lyles enters the game for B. Diaw,74,70
313,3,0:58.0,,R. Hood enters the game for J. Ingles,74,70
314,3,0:48.0,,G. Hayward misses 2-pt jump shot from 5 ft,74,70
315,3,0:47.0,Defensive rebound by R. Covington,,74,70
316,3,0:38.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,74,70
317,3,0:37.0,,Defensive rebound by G. Hayward,74,70
318,3,0:15.0,,S. Mack misses 2-pt jump shot from 12 ft,74,70
319,3,0:15.0,,Offensive rebound by Team,74,70
320,3,0:15.0,,Turnover by Team (shot clock),74,70
321,3,0:07.0,,Violation by D. Favors (kicked ball),74,70
322,3,0:01.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,74,70
323,3,0:00.0,Offensive rebound by Team,,74,70
324,4,11:42.0,,R. Hood makes 2-pt jump shot from 17 ft (assist by D. Favors),74,72
325,4,11:32.0,R. Covington misses 3-pt jump shot from 24 ft,,74,72
326,4,11:32.0,,Defensive rebound by G. Hill,74,72
327,4,11:11.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by J. Johnson),74,75
328,4,10:53.0,J. Okafor misses 2-pt jump shot from 4 ft (block by D. Favors),,74,75
329,4,10:52.0,,Defensive rebound by D. Favors,74,75
330,4,10:34.0,,G. Hill makes 2-pt jump shot from 11 ft,74,77
331,4,10:13.0,D. Šarić misses 2-pt layup from 3 ft (block by T. Lyles),,74,77
332,4,10:12.0,Offensive rebound by D. Šarić,,74,77
333,4,10:09.0,R. Covington misses 2-pt jump shot from 6 ft,,74,77
334,4,10:08.0,,Defensive rebound by D. Favors,74,77
335,4,9:50.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by J. Johnson),74,80
336,4,9:49.0,Philadelphia full timeout,,74,80
337,4,9:34.0,D. Šarić makes 2-pt jump shot from 6 ft,,76,80
338,4,9:16.0,,R. Hood makes 2-pt jump shot from 19 ft,76,82
339,4,9:02.0,H. Thompson misses 2-pt jump shot from 17 ft,,76,82
340,4,9:02.0,,Defensive rebound by D. Favors,76,82
341,4,8:40.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by R. Hood),76,85
342,4,8:24.0,T. McConnell misses 2-pt layup from 3 ft (block by G. Hill),,76,85
343,4,8:24.0,Offensive rebound by Team,,76,85
344,4,8:24.0,N. Stauskas enters the game for H. Thompson,,76,85
345,4,8:24.0,,R. Gobert enters the game for D. Favors,76,85
346,4,8:24.0,,J. Ingles enters the game for R. Hood,76,85
347,4,8:19.0,Personal foul by J. Johnson (drawn by J. Okafor),,76,85
348,4,8:05.0,D. Šarić misses 3-pt jump shot from 25 ft,,76,85
349,4,8:04.0,,Defensive rebound by G. Hill,76,85
350,4,7:46.0,,G. Hill makes 3-pt jump shot from 30 ft (assist by T. Lyles),76,88
351,4,7:35.0,Turnover by T. McConnell (bad pass; steal by G. Hill),,76,88
352,4,7:28.0,,T. Lyles misses 3-pt jump shot from 24 ft,76,88
353,4,7:27.0,Defensive rebound by J. Okafor,,76,88
354,4,7:17.0,D. Šarić misses 3-pt jump shot from 24 ft,,76,88
355,4,7:16.0,,Defensive rebound by R. Gobert,76,88
356,4,6:57.0,,Shooting foul by N. Stauskas (drawn by G. Hill),76,88
357,4,6:57.0,,G. Hill misses free throw 1 of 2,76,88
358,4,6:57.0,,Offensive rebound by Team,76,88
359,4,6:57.0,E. İlyasova enters the game for D. Šarić,,76,88
360,4,6:57.0,,R. Hood enters the game for J. Ingles,76,88
361,4,6:57.0,,G. Hill makes free throw 2 of 2,76,89
362,4,6:46.0,R. Covington misses 3-pt jump shot from 24 ft,,76,89
363,4,6:46.0,Offensive rebound by R. Covington,,76,89
364,4,6:37.0,N. Stauskas misses 3-pt jump shot from 25 ft,,76,89
365,4,6:37.0,,Defensive rebound by G. Hill,76,89
366,4,6:23.0,,J. Johnson misses 3-pt jump shot from 23 ft,76,89
367,4,6:23.0,Defensive rebound by E. İlyasova,,76,89
368,4,6:07.0,E. İlyasova misses 3-pt jump shot from 25 ft,,76,89
369,4,6:07.0,,Defensive rebound by G. Hill,76,89
370,4,5:57.0,,G. Hill makes 2-pt jump shot from 15 ft,76,91
371,4,5:57.0,Philadelphia full timeout,,76,91
372,4,5:57.0,Philadelphia full timeout,,76,91
373,4,5:57.0,T. Luwawu-Cabarrot enters the game for T. McConnell,,76,91
374,4,5:57.0,N. Noel enters the game for J. Okafor,,76,91
375,4,5:57.0,,S. Mack enters the game for G. Hill,76,91
376,4,5:44.0,Turnover by N. Stauskas (bad pass; steal by R. Gobert),,76,91
377,4,5:20.0,,J. Johnson misses 3-pt jump shot from 23 ft,76,91
378,4,5:20.0,Defensive rebound by E. İlyasova,,76,91
379,4,5:13.0,R. Covington misses 2-pt layup from 2 ft,,76,91
380,4,5:12.0,Offensive rebound by N. Noel,,76,91
381,4,5:11.0,N. Noel misses 2-pt layup from 2 ft,,76,91
382,4,5:11.0,Offensive rebound by N. Noel,,76,91
383,4,5:03.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by T. Lyles),,76,91
384,4,4:46.0,,S. Mack misses 2-pt jump shot from 18 ft,76,91
385,4,4:46.0,Defensive rebound by Team,,76,91
386,4,4:46.0,,Loose ball foul by R. Gobert (drawn by N. Noel),76,91
387,4,4:33.0,N. Stauskas makes 2-pt jump shot from 13 ft,,78,91
388,4,4:11.0,,Shooting foul by E. İlyasova (drawn by R. Hood),78,91
