,QUARTER,TIME_REMAINING,MIAMI_ACTION,DENVER_ACTION,MIAMI_SCORE,DENVER_SCORE
384,4,10:53.0,Shooting foul by J. Murray (drawn by T. Johnson),,77,82
385,4,10:53.0,T. Johnson makes free throw 1 of 2,,78,82
386,4,10:53.0,T. Johnson makes free throw 2 of 2,,79,82
387,4,10:38.0,,W. Chandler misses 3-pt jump shot from 23 ft,79,82
388,4,10:37.0,Defensive rebound by R. McGruder,,79,82
389,4,10:28.0,Turnover by J. Johnson (offensive foul),,79,82
390,4,10:28.0,,Offensive charge foul by J. Johnson (drawn by K. Faried),79,82
391,4,10:14.0,,Turnover by E. Mudiay (lost ball; steal by W. Ellington),79,82
392,4,10:09.0,T. Johnson makes 2-pt layup from 1 ft (assist by W. Ellington),,81,82
393,4,10:09.0,,Denver full timeout,81,82
394,4,9:47.0,,N. Jokić misses 2-pt hook shot from 7 ft,81,82
395,4,9:46.0,Defensive rebound by W. Reed,,81,82
396,4,9:40.0,Loose ball foul by J. Johnson (drawn by J. Murray),,81,82
397,4,9:40.0,Turnover by J. Johnson (offensive foul),,81,82
398,4,9:30.0,,W. Chandler makes 2-pt jump shot from 13 ft (assist by K. Faried),81,84
399,4,9:17.0,Personal foul by N. Jokić (drawn by W. Reed),,81,84
400,4,9:05.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by T. Johnson),,84,84
401,4,8:44.0,,Turnover by W. Chandler (lost ball),84,84
402,4,8:29.0,T. Johnson makes 2-pt jump shot from 13 ft (assist by W. Reed),,86,84
403,4,8:05.0,,D. Gallinari enters the game for W. Chandler,86,84
404,4,8:04.0,,N. Jokić misses 2-pt jump shot from 10 ft (block by J. Johnson),86,84
405,4,8:03.0,Defensive rebound by Team,,86,84
406,4,8:03.0,,Loose ball foul by N. Jokić (drawn by J. Johnson),86,84
407,4,8:03.0,,J. Nelson enters the game for J. Murray,86,84
408,4,7:48.0,J. Johnson misses 2-pt jump shot from 16 ft,,86,84
409,4,7:47.0,,Defensive rebound by N. Jokić,86,84
410,4,7:39.0,,Turnover by D. Gallinari (lost ball; steal by R. McGruder),86,84
411,4,7:33.0,W. Ellington makes 3-pt jump shot from 23 ft,,89,84
412,4,7:32.0,,Denver full timeout,89,84
413,4,7:18.0,,D. Gallinari misses 2-pt jump shot from 23 ft,89,84
414,4,7:17.0,,Offensive rebound by N. Jokić,89,84
415,4,7:07.0,,J. Nelson misses 2-pt jump shot from 19 ft,89,84
416,4,7:06.0,,Offensive rebound by E. Mudiay,89,84
417,4,7:05.0,,Turnover by E. Mudiay (lost ball; steal by J. Johnson),89,84
418,4,6:43.0,T. Johnson misses 2-pt jump shot from 12 ft,,89,84
419,4,6:43.0,,Defensive rebound by K. Faried,89,84
420,4,6:35.0,,E. Mudiay misses 2-pt jump shot from 12 ft,89,84
421,4,6:34.0,,Offensive rebound by K. Faried,89,84
422,4,6:34.0,,Offensive foul by K. Faried (drawn by W. Reed),89,84
423,4,6:34.0,,Turnover by K. Faried (offensive foul),89,84
424,4,6:34.0,H. Whiteside enters the game for W. Reed,,89,84
425,4,6:34.0,,W. Chandler enters the game for N. Jokić,89,84
426,4,6:19.0,W. Ellington makes 3-pt jump shot from 28 ft (assist by T. Johnson),,92,84
427,4,5:59.0,,W. Chandler misses 3-pt jump shot from 24 ft,92,84
428,4,5:59.0,Defensive rebound by R. McGruder,,92,84
429,4,5:51.0,H. Whiteside misses 2-pt hook shot from 3 ft,,92,84
430,4,5:50.0,Offensive rebound by R. McGruder,,92,84
431,4,5:50.0,R. McGruder misses 2-pt layup from 2 ft,,92,84
432,4,5:49.0,,Defensive rebound by K. Faried,92,84
433,4,5:34.0,,D. Gallinari misses 3-pt jump shot from 24 ft,92,84
434,4,5:31.0,Defensive rebound by R. McGruder,,92,84
435,4,5:28.0,Miami full timeout,,92,84
436,4,5:28.0,G. Dragić enters the game for R. McGruder,,92,84
437,4,5:19.0,W. Ellington misses 3-pt jump shot from 26 ft,,92,84
438,4,5:18.0,,Defensive rebound by E. Mudiay,92,84
439,4,4:59.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by J. Nelson),92,87
440,4,4:25.0,H. Whiteside makes 2-pt jump shot from 3 ft (assist by J. Johnson),,94,87
441,4,4:03.0,,J. Nelson makes 2-pt jump shot from 18 ft,94,89
442,4,3:44.0,H. Whiteside makes 2-pt hook shot from 6 ft (assist by J. Johnson),,96,89
443,4,3:30.0,,J. Nelson misses 2-pt layup from 1 ft,96,89
444,4,3:27.0,Defensive rebound by W. Ellington,,96,89
445,4,3:13.0,J. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),,98,89
446,4,3:13.0,Shooting foul by D. Gallinari (drawn by J. Johnson),,98,89
447,4,3:13.0,J. Johnson misses free throw 1 of 1,,98,89
448,4,3:13.0,,N. Jokić enters the game for K. Faried,98,89
449,4,3:12.0,,Defensive rebound by N. Jokić,98,89
450,4,2:56.0,,W. Chandler makes 2-pt jump shot from 14 ft (assist by E. Mudiay),98,91
451,4,2:41.0,G. Dragić misses 2-pt jump shot from 15 ft,,98,91
452,4,2:40.0,,Defensive rebound by N. Jokić,98,91
453,4,2:30.0,,Turnover by W. Chandler (lost ball; steal by W. Ellington),98,91
454,4,2:25.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by T. Johnson),,101,91
455,4,2:25.0,,Denver full timeout,101,91
456,4,2:25.0,,J. Murray enters the game for E. Mudiay,101,91
457,4,2:13.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by J. Nelson),101,94
458,4,1:57.0,H. Whiteside makes 2-pt dunk at rim (assist by T. Johnson),,103,94
459,4,1:51.0,,Personal foul by G. Dragić (drawn by J. Nelson),103,94
460,4,1:44.0,,Personal foul by G. Dragić (drawn by J. Nelson),103,94
461,4,1:44.0,,J. Nelson misses free throw 1 of 2,103,94
462,4,1:44.0,,Offensive rebound by Team,103,94
463,4,1:44.0,,J. Nelson makes free throw 2 of 2,103,95
464,4,1:25.0,Turnover by T. Johnson (bad pass; steal by N. Jokić),,103,95
465,4,1:21.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by J. Nelson),103,98
466,4,1:00.0,Turnover by H. Whiteside (lost ball; steal by W. Chandler),,103,98
467,4,0:43.0,,J. Murray misses 2-pt layup from 1 ft (block by H. Whiteside),103,98
468,4,0:42.0,Defensive rebound by G. Dragić,,103,98
469,4,0:42.0,Personal block foul by J. Nelson (drawn by G. Dragić),,103,98
470,4,0:42.0,G. Dragić misses free throw 1 of 2,,103,98
471,4,0:42.0,Offensive rebound by Team,,103,98
472,4,0:42.0,G. Dragić misses free throw 2 of 2,,103,98
473,4,0:42.0,,Defensive rebound by N. Jokić,103,98
474,4,0:30.0,,J. Nelson misses 2-pt jump shot from 23 ft,103,98
475,4,0:29.0,Defensive rebound by W. Ellington,,103,98
476,4,0:23.0,Personal foul by J. Murray (drawn by T. Johnson),,103,98
477,4,0:23.0,T. Johnson misses free throw 1 of 2,,103,98
478,4,0:23.0,Offensive rebound by Team,,103,98
479,4,0:23.0,T. Johnson makes free throw 2 of 2,,104,98
480,4,0:23.0,,Denver full timeout,104,98
481,4,0:17.0,,J. Murray misses 3-pt jump shot from 25 ft,104,98
482,4,0:14.0,,Offensive rebound by N. Jokić,104,98
483,4,0:14.0,,N. Jokić misses 2-pt layup from 2 ft,104,98
484,4,0:12.0,Defensive rebound by J. Johnson,,104,98
485,4,0:11.0,Personal take foul by J. Nelson (drawn by J. Johnson),,104,98
486,4,0:11.0,J. Johnson makes free throw 1 of 2,,105,98
487,4,0:11.0,J. Johnson makes free throw 2 of 2,,106,98
488,4,0:05.0,,J. Murray misses 3-pt jump shot from 25 ft,106,98
489,4,0:05.0,,Offensive rebound by Team,106,98
490,4,0:03.0,,D. Gallinari misses 3-pt jump shot from 25 ft (block by J. Johnson),106,98
491,4,0:01.0,Defensive rebound by T. Johnson,,106,98
