,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
81,1,1:54.0,K. Irving misses 2-pt jump shot from 6 ft,,23,27
82,1,1:54.0,,Defensive rebound by W. Barton,23,27
83,1,1:44.0,,W. Barton makes 3-pt jump shot from 25 ft,23,30
84,1,1:26.0,C. Frye misses 2-pt hook shot from 6 ft,,23,30
85,1,1:25.0,,Defensive rebound by J. Hernangómez,23,30
86,1,1:16.0,,W. Barton misses 2-pt layup from 2 ft,23,30
87,1,1:15.0,,Offensive rebound by K. Faried,23,30
88,1,1:15.0,,K. Faried misses 2-pt layup from 1 ft,23,30
89,1,1:15.0,,Offensive rebound by K. Faried,23,30
90,1,1:15.0,,K. Faried misses 2-pt layup from 1 ft,23,30
91,1,1:13.0,Defensive rebound by I. Shumpert,,23,30
92,1,1:01.0,I. Shumpert makes 2-pt jump shot from 19 ft,,25,30
93,1,0:47.0,,Shooting foul by C. Frye (drawn by G. Harris),25,30
94,1,0:47.0,,G. Harris makes free throw 1 of 2,25,31
95,1,0:47.0,D. Williams enters the game for T. Thompson,,25,31
96,1,0:47.0,R. Jefferson enters the game for K. Irving,,25,31
97,1,0:47.0,,G. Harris makes free throw 2 of 2,25,32
98,1,0:34.0,D. Williams makes 3-pt jump shot from 24 ft (assist by R. Jefferson),,28,32
99,1,0:16.0,,J. Murray makes 2-pt jump shot from 17 ft,28,34
100,1,0:03.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Williams),,31,34
101,1,0:00.0,,J. Murray misses 3-pt jump shot from 49 ft,31,34
102,1,0:00.0,,Offensive rebound by Team,31,34
103,2,11:35.0,,W. Barton misses 3-pt jump shot from 24 ft,31,34
104,2,11:34.0,,Offensive rebound by Team,31,34
105,2,11:34.0,Loose ball foul by D. Williams (drawn by J. Murray),,31,34
106,2,11:21.0,,J. Hernangómez misses 2-pt jump shot from 14 ft,31,34
107,2,11:20.0,Defensive rebound by C. Frye,,31,34
108,2,11:02.0,D. Williams makes 3-pt jump shot from 25 ft (assist by K. Korver),,34,34
109,2,10:42.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Hernangómez),34,37
110,2,10:12.0,K. Korver misses 2-pt jump shot from 20 ft,,34,37
111,2,10:11.0,,Defensive rebound by J. Hernangómez,34,37
112,2,10:02.0,,M. Plumlee misses 2-pt jump shot from 3 ft,34,37
113,2,10:01.0,,Offensive rebound by M. Plumlee,34,37
114,2,10:00.0,,Shooting foul by K. Korver (drawn by M. Plumlee),34,37
115,2,10:00.0,,M. Plumlee makes free throw 1 of 2,34,38
116,2,10:00.0,,M. Plumlee makes free throw 2 of 2,34,39
117,2,9:48.0,L. James makes 2-pt dunk at rim,,36,39
118,2,9:34.0,,W. Chandler makes 2-pt jump shot from 20 ft,36,41
119,2,9:21.0,L. James makes 2-pt dunk at rim,,38,41
120,2,9:21.0,,Denver full timeout,38,41
121,2,9:09.0,,J. Murray misses 2-pt jump shot from 14 ft,38,41
122,2,9:07.0,Defensive rebound by L. James,,38,41
123,2,8:59.0,C. Frye misses 2-pt jump shot from 21 ft,,38,41
124,2,8:59.0,Offensive rebound by D. Williams,,38,41
125,2,8:54.0,D. Williams makes 2-pt jump shot from 13 ft,,40,41
126,2,8:42.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by M. Plumlee),40,44
127,2,8:26.0,Turnover by K. Korver (step out of bounds),,40,44
128,2,8:26.0,I. Shumpert enters the game for C. Frye,,40,44
129,2,8:10.0,,W. Chandler misses 2-pt jump shot from 6 ft,40,44
130,2,8:09.0,Defensive rebound by R. Jefferson,,40,44
131,2,8:08.0,Turnover by R. Jefferson (lost ball; steal by M. Plumlee),,40,44
132,2,8:02.0,,J. Murray makes 3-pt jump shot from 23 ft,40,47
133,2,7:40.0,K. Korver misses 3-pt jump shot from 24 ft,,40,47
134,2,7:39.0,,Defensive rebound by W. Barton,40,47
135,2,7:31.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by W. Barton),40,50
136,2,7:31.0,Cleveland full timeout,,40,50
137,2,7:04.0,R. Jefferson misses 3-pt jump shot from 38 ft,,40,50
138,2,7:03.0,Offensive rebound by L. James,,40,50
139,2,6:44.0,K. Korver makes 3-pt jump shot from 27 ft (assist by R. Jefferson),,43,50
140,2,6:27.0,,M. Plumlee makes 2-pt layup from 1 ft,43,52
141,2,6:14.0,D. Williams makes 2-pt jump shot from 21 ft,,45,52
142,2,5:53.0,,J. Murray makes 2-pt layup from 2 ft,45,54
143,2,5:30.0,L. James makes 2-pt jump shot from 7 ft,,47,54
144,2,5:13.0,,M. Plumlee misses 2-pt layup from 2 ft (block by D. Williams),47,54
145,2,5:10.0,,Offensive rebound by J. Hernangómez,47,54
146,2,5:09.0,,J. Hernangómez makes 2-pt layup from 1 ft,47,56
147,2,4:49.0,K. Korver misses 3-pt jump shot from 25 ft,,47,56
148,2,4:49.0,,Defensive rebound by W. Chandler,47,56
149,2,4:33.0,,M. Plumlee misses 2-pt hook shot from 2 ft,47,56
150,2,4:32.0,Defensive rebound by I. Shumpert,,47,56
151,2,4:25.0,L. James misses 2-pt layup from 2 ft (block by J. Hernangómez),,47,56
152,2,4:23.0,,Defensive rebound by J. Hernangómez,47,56
153,2,4:19.0,,J. Murray misses 3-pt jump shot from 28 ft,47,56
154,2,4:19.0,Defensive rebound by D. Williams,,47,56
155,2,4:15.0,Turnover by I. Shumpert (lost ball; steal by W. Barton),,47,56
156,2,4:13.0,,Flagrant foul type 1 by R. Jefferson (drawn by J. Hernangómez),47,56
157,2,4:13.0,,J. Hernangómez makes flagrant free throw 1 of 2,47,57
158,2,4:13.0,,N. Jokić enters the game for M. Plumlee,47,56
159,2,4:13.0,,J. Nelson enters the game for J. Murray,47,56
160,2,4:13.0,J. Smith enters the game for I. Shumpert,,47,56
161,2,4:13.0,K. Love enters the game for K. Korver,,47,56
162,2,4:13.0,K. Irving enters the game for D. Williams,,47,56
163,2,4:13.0,T. Thompson enters the game for R. Jefferson,,47,56
164,2,4:13.0,,G. Harris enters the game for J. Hernangómez,47,58
165,2,4:13.0,,J. Hernangómez makes flagrant free throw 2 of 2,47,58
166,2,3:58.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),47,61
167,2,3:39.0,K. Irving makes 2-pt jump shot from 11 ft,,49,61
168,2,3:31.0,,Turnover by N. Jokić (bad pass),49,61
169,2,3:17.0,K. Irving misses 2-pt layup from 2 ft,,49,61
170,2,3:16.0,,Defensive rebound by N. Jokić,49,61
171,2,2:57.0,,N. Jokić makes 2-pt hook shot from 5 ft,49,63
172,2,2:50.0,Personal foul by W. Barton (drawn by L. James),,49,63
173,2,2:50.0,Official timeout,,49,63
174,2,2:39.0,K. Love misses 3-pt jump shot from 25 ft,,49,63
175,2,2:38.0,,Defensive rebound by W. Barton,49,63
176,2,2:17.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),49,66
177,2,1:56.0,Turnover by L. James (lost ball; steal by J. Nelson),,49,66
178,2,1:48.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Chandler),49,69
179,2,1:31.0,Personal foul by G. Harris (drawn by K. Irving),,49,69
180,2,1:31.0,I. Shumpert enters the game for L. James,,49,69
181,2,1:19.0,K. Irving makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,52,69
182,2,1:04.0,,W. Barton makes 2-pt layup from 2 ft (assist by J. Nelson),52,71
183,2,0:52.0,T. Thompson makes 2-pt jump shot from 5 ft (assist by I. Shumpert),,54,71
184,2,0:40.0,,W. Chandler makes 2-pt dunk at rim (assist by J. Nelson),54,73
185,2,0:30.0,K. Irving makes 2-pt jump shot from 15 ft,,56,73
186,2,0:17.0,,W. Chandler misses 3-pt jump shot from 26 ft,56,73
187,2,0:17.0,Defensive rebound by J. Smith,,56,73
188,2,0:02.0,Shooting foul by G. Harris (drawn by K. Irving),,56,73
189,2,0:02.0,K. Irving makes free throw 1 of 3,,57,73
190,2,0:02.0,K. Irving makes free throw 2 of 3,,58,73
191,2,0:02.0,K. Irving makes free throw 3 of 3,,59,73
192,2,0:01.0,,Turnover by W. Chandler (bad pass; steal by J. Smith),59,73
193,2,0:00.0,J. Smith misses 3-pt jump shot from 33 ft,,59,73
194,2,0:00.0,Offensive rebound by Team,,59,73
195,3,11:34.0,,M. Plumlee misses 2-pt layup from 2 ft,59,73
196,3,11:33.0,Defensive rebound by T. Thompson,,59,73
197,3,11:26.0,K. Irving misses 2-pt layup from 1 ft,,59,73
198,3,11:26.0,Offensive rebound by K. Irving,,59,73
199,3,11:22.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,62,73
200,3,11:09.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Nelson),62,76
201,3,10:40.0,L. James makes 2-pt jump shot from 20 ft,,64,76
202,3,10:25.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),64,78
203,3,10:10.0,K. Love misses 3-pt jump shot from 25 ft,,64,78
204,3,10:09.0,,Defensive rebound by G. Harris,64,78
205,3,9:56.0,,M. Plumlee makes 2-pt dunk at rim (assist by N. Jokić),64,80
206,3,9:56.0,Cleveland full timeout,,64,80
207,3,9:41.0,L. James makes 2-pt jump shot from 19 ft,,66,80
208,3,9:16.0,,N. Jokić makes 2-pt hook shot from 5 ft,66,82
209,3,8:51.0,K. Love misses 2-pt jump shot from 6 ft,,66,82
210,3,8:50.0,,Defensive rebound by N. Jokić,66,82
211,3,8:44.0,,J. Nelson misses 3-pt jump shot from 25 ft,66,82
212,3,8:42.0,Defensive rebound by K. Love,,66,82
213,3,8:33.0,K. Love misses 2-pt layup from 2 ft,,66,82
214,3,8:32.0,,Defensive rebound by M. Plumlee,66,82
215,3,8:17.0,,M. Plumlee misses 2-pt jump shot from 3 ft,66,82
216,3,8:16.0,Defensive rebound by K. Love,,66,82
217,3,8:08.0,K. Irving makes 3-pt jump shot from 26 ft (assist by K. Love),,69,82
218,3,7:54.0,,G. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),69,84
219,3,7:43.0,K. Irving makes 3-pt jump shot from 26 ft,,72,84
220,3,7:31.0,,G. Harris misses 2-pt layup from 2 ft (block by T. Thompson),72,84
221,3,7:29.0,Defensive rebound by L. James,,72,84
222,3,7:29.0,Personal foul by W. Chandler (drawn by L. James),,72,84
223,3,7:18.0,K. Irving makes 2-pt jump shot from 22 ft (assist by T. Thompson),,74,84
224,3,6:58.0,,Shooting block foul by K. Love (drawn by M. Plumlee),74,84
225,3,6:58.0,,M. Plumlee makes free throw 1 of 2,74,85
226,3,6:58.0,,M. Plumlee makes free throw 2 of 2,74,86
227,3,6:43.0,K. Irving misses 2-pt layup from 3 ft,,74,86
228,3,6:43.0,,Defensive rebound by N. Jokić,74,86
229,3,6:28.0,,G. Harris misses 2-pt jump shot from 5 ft,74,86
230,3,6:27.0,Defensive rebound by K. Love,,74,86
231,3,6:17.0,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),,77,86
232,3,5:59.0,,N. Jokić misses 2-pt hook shot from 5 ft,77,86
233,3,5:58.0,Defensive rebound by K. Love,,77,86
234,3,5:55.0,K. Irving misses 2-pt layup from 1 ft,,77,86
235,3,5:54.0,Offensive rebound by L. James,,77,86
236,3,5:53.0,L. James makes 2-pt layup at rim,,79,86
237,3,5:53.0,,Denver full timeout,79,86
238,3,5:53.0,,K. Faried enters the game for M. Plumlee,79,86
239,3,5:45.0,,Turnover by W. Chandler (bad pass; steal by J. Smith),79,86
240,3,5:39.0,L. James makes 2-pt dunk at rim (assist by J. Smith),,81,86
241,3,5:28.0,,J. Nelson misses 2-pt jump shot from 19 ft,81,86
242,3,5:27.0,,Offensive rebound by Team,81,86
243,3,5:14.0,,K. Faried makes 2-pt dunk at rim (assist by G. Harris),81,88
244,3,4:54.0,J. Smith misses 3-pt jump shot from 25 ft,,81,88
245,3,4:54.0,,Defensive rebound by W. Chandler,81,88
246,3,4:43.0,,K. Faried makes 2-pt layup from 2 ft (assist by J. Nelson),81,90
247,3,4:27.0,K. Irving makes 2-pt jump shot from 18 ft,,83,90
248,3,4:14.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),83,93
249,3,4:00.0,K. Irving misses 2-pt jump shot from 13 ft,,83,93
250,3,4:00.0,,Defensive rebound by K. Faried,83,93
251,3,3:47.0,,K. Faried makes 2-pt layup from 1 ft (assist by J. Nelson),83,95
252,3,3:47.0,,Shooting foul by L. James (drawn by K. Faried),83,95
253,3,3:47.0,,W. Barton enters the game for G. Harris,83,95
254,3,3:47.0,,K. Faried makes free throw 1 of 1,83,96
255,3,3:31.0,K. Irving misses 3-pt jump shot from 26 ft,,83,96
256,3,3:29.0,,Defensive rebound by J. Nelson,83,96
257,3,3:13.0,,Turnover by N. Jokić (lost ball; steal by K. Love),83,96
258,3,3:10.0,Personal block foul by J. Nelson (drawn by K. Irving),,83,96
259,3,3:10.0,Technical foul by Team,,83,96
260,3,3:10.0,,W. Barton makes technical free throw,83,97
261,3,3:05.0,L. James misses 3-pt jump shot from 25 ft,,83,97
262,3,3:04.0,,Defensive rebound by K. Faried,83,97
263,3,3:01.0,,Personal foul by K. Irving (drawn by J. Nelson),83,97
264,3,2:45.0,,N. Jokić makes 2-pt hook shot from 5 ft,83,99
265,3,2:33.0,Shooting foul by N. Jokić (drawn by L. James),,83,99
266,3,2:33.0,L. James misses free throw 1 of 2,,83,99
267,3,2:33.0,Offensive rebound by Team,,83,99
268,3,2:33.0,C. Frye enters the game for K. Love,,83,99
269,3,2:33.0,L. James makes free throw 2 of 2,,84,99
270,3,2:19.0,,K. Faried makes 2-pt dunk at rim (assist by J. Nelson),84,101
271,3,2:04.0,Personal foul by J. Nelson (drawn by K. Irving),,84,101
272,3,2:04.0,D. Williams enters the game for L. James,,84,101
273,3,2:04.0,I. Shumpert enters the game for J. Smith,,84,101
274,3,2:04.0,,G. Harris enters the game for W. Chandler,84,101
275,3,1:56.0,K. Irving misses 2-pt jump shot from 21 ft,,84,101
276,3,1:55.0,,Defensive rebound by N. Jokić,84,101
277,3,1:49.0,,N. Jokić misses 2-pt jump shot from 21 ft,84,101
278,3,1:48.0,Defensive rebound by D. Williams,,84,101
279,3,1:40.0,Shooting foul by W. Barton (drawn by K. Irving),,84,101
280,3,1:40.0,K. Irving makes free throw 1 of 2,,85,101
281,3,1:40.0,,M. Plumlee enters the game for N. Jokić,85,101
282,3,1:40.0,K. Irving makes free throw 2 of 2,,86,101
283,3,1:18.0,,K. Faried misses 2-pt jump shot from 18 ft,86,101
284,3,1:18.0,Defensive rebound by C. Frye,,86,101
285,3,1:10.0,T. Thompson makes 2-pt layup from 3 ft (assist by K. Irving),,88,101
286,3,0:49.0,,K. Faried misses 2-pt jump shot from 4 ft (block by I. Shumpert),88,101
287,3,0:49.0,Defensive rebound by I. Shumpert,,88,101
288,3,0:49.0,Turnover by I. Shumpert (bad pass),,88,101
289,3,0:43.0,,J. Nelson misses 2-pt jump shot from 21 ft,88,101
290,3,0:42.0,,Offensive rebound by M. Plumlee,88,101
291,3,0:28.0,,W. Barton misses 2-pt jump shot from 18 ft,88,101
292,3,0:28.0,Defensive rebound by K. Irving,,88,101
293,3,0:23.0,K. Irving makes 2-pt layup from 2 ft,,90,101
294,3,0:04.0,,Personal foul by K. Irving (drawn by J. Nelson),90,101
295,3,0:01.0,,M. Plumlee misses 2-pt jump shot from 10 ft,90,101
296,3,0:00.0,,Offensive rebound by Team,90,101
297,4,11:47.0,K. Korver misses 3-pt jump shot from 24 ft,,90,101
298,4,11:46.0,,Defensive rebound by M. Plumlee,90,101
299,4,11:36.0,,K. Faried makes 2-pt layup from 2 ft (assist by J. Murray),90,103
300,4,11:16.0,D. Williams misses 3-pt jump shot from 26 ft,,90,103
301,4,11:15.0,,Defensive rebound by K. Faried,90,103
302,4,10:57.0,,Shooting foul by K. Korver (drawn by W. Chandler),90,103
303,4,10:57.0,,W. Chandler makes 2-pt jump shot from 6 ft,90,105
304,4,10:57.0,,W. Chandler makes free throw 1 of 1,90,106
305,4,10:43.0,C. Frye makes 2-pt jump shot from 23 ft (assist by D. Williams),,92,106
306,4,10:22.0,,W. Chandler misses 2-pt jump shot from 14 ft,92,106
307,4,10:20.0,Defensive rebound by L. James,,92,106
308,4,10:17.0,Personal foul by K. Faried (drawn by L. James),,92,106
309,4,10:03.0,L. James misses 3-pt jump shot from 26 ft,,92,106
310,4,10:03.0,,Defensive rebound by M. Plumlee,92,106
311,4,9:38.0,,J. Murray misses 3-pt jump shot from 27 ft,92,106
312,4,9:38.0,Defensive rebound by C. Frye,,92,106
313,4,9:30.0,Turnover by L. James (bad pass; steal by W. Chandler),,92,106
314,4,9:24.0,,W. Barton makes 2-pt jump shot from 6 ft (assist by W. Chandler),92,108
315,4,9:07.0,Offensive foul by C. Frye (drawn by J. Murray),,92,108
316,4,9:07.0,Turnover by C. Frye (offensive foul),,92,108
317,4,8:54.0,,W. Chandler makes 2-pt jump shot from 4 ft,92,110
318,4,8:53.0,Cleveland full timeout,,92,110
319,4,8:30.0,K. Korver makes 3-pt jump shot from 24 ft (assist by L. James),,95,110
320,4,8:07.0,,W. Barton misses 3-pt jump shot from 23 ft,95,110
321,4,8:06.0,,Offensive rebound by K. Faried,95,110
322,4,7:46.0,,W. Barton misses 2-pt jump shot from 6 ft,95,110
323,4,7:45.0,,Offensive rebound by M. Plumlee,95,110
324,4,7:27.0,,Shooting foul by C. Frye (drawn by J. Murray),95,110
325,4,7:27.0,,J. Murray makes free throw 1 of 2,95,111
326,4,7:27.0,R. Jefferson enters the game for I. Shumpert,,95,111
327,4,7:27.0,,G. Harris enters the game for W. Chandler,95,111
328,4,7:27.0,,J. Murray makes free throw 2 of 2,95,112
329,4,7:16.0,D. Williams makes 2-pt layup from 1 ft (assist by L. James),,97,112
330,4,6:58.0,,G. Harris makes 2-pt layup from 2 ft (assist by M. Plumlee),97,114
331,4,6:46.0,K. Korver misses 3-pt jump shot from 23 ft,,97,114
332,4,6:45.0,,Defensive rebound by W. Barton,97,114
333,4,6:44.0,,K. Faried misses 2-pt layup from 2 ft,97,114
334,4,6:43.0,,Offensive rebound by K. Faried,97,114
335,4,6:42.0,,K. Faried makes 2-pt layup from 2 ft,97,116
336,4,6:42.0,Cleveland full timeout,,97,116
337,4,6:42.0,D. Williams enters the game for L. James,,97,116
338,4,6:35.0,Personal foul by K. Faried (drawn by D. Williams),,97,116
339,4,6:27.0,D. Williams makes 2-pt jump shot from 18 ft,,99,116
340,4,6:04.0,,Personal foul by C. Frye (drawn by K. Faried),99,116
341,4,6:04.0,,W. Chandler enters the game for M. Plumlee,99,116
342,4,6:04.0,,N. Jokić enters the game for K. Faried,99,116
343,4,5:51.0,,G. Harris misses 3-pt jump shot from 25 ft,99,116
344,4,5:50.0,Defensive rebound by K. Korver,,99,116
345,4,5:41.0,K. Korver misses 3-pt jump shot from 26 ft,,99,116
346,4,5:40.0,,Defensive rebound by W. Chandler,99,116
347,4,5:28.0,,J. Murray misses 2-pt layup from 3 ft,99,116
348,4,5:26.0,,Offensive rebound by N. Jokić,99,116
349,4,5:26.0,,N. Jokić makes 2-pt dunk at rim,99,118
350,4,5:11.0,D. Williams misses 3-pt jump shot from 25 ft,,99,118
351,4,5:11.0,,Defensive rebound by W. Chandler,99,118
352,4,4:47.0,,N. Jokić makes 2-pt jump shot from 11 ft (assist by J. Murray),99,120
353,4,4:26.0,D. Williams misses 3-pt jump shot from 26 ft,,99,120
354,4,4:25.0,,Defensive rebound by N. Jokić,99,120
355,4,4:07.0,,G. Harris misses 3-pt jump shot from 26 ft,99,120
356,4,4:06.0,Defensive rebound by C. Frye,,99,120
357,4,3:54.0,D. Williams makes 2-pt layup from 2 ft,,101,120
358,4,3:54.0,Shooting foul by J. Murray (drawn by D. Williams),,101,120
359,4,3:54.0,,J. Nelson enters the game for J. Murray,101,120
360,4,3:54.0,D. Liggins enters the game for K. Korver,,101,120
361,4,3:54.0,D. Williams makes free throw 1 of 1,,102,120
362,4,3:39.0,,W. Barton misses 3-pt jump shot from 25 ft,102,120
363,4,3:38.0,Defensive rebound by D. Liggins,,102,120
364,4,3:35.0,Turnover by D. Liggins (bad pass; steal by W. Barton),,102,120
365,4,3:14.0,,J. Nelson misses 3-pt jump shot from 25 ft,102,120
366,4,3:13.0,Defensive rebound by D. Williams,,102,120
367,4,3:06.0,D. Williams makes 2-pt layup from 2 ft,,104,120
368,4,2:39.0,,N. Jokić makes 2-pt layup from 3 ft,104,122
369,4,2:38.0,Cleveland full timeout,,104,122
370,4,2:38.0,Official timeout,,104,122
371,4,2:38.0,J. Jones enters the game for D. Williams,,104,122
372,4,2:21.0,J. Jones makes 2-pt jump shot from 11 ft (assist by C. Frye),,106,122
373,4,1:57.0,,W. Barton makes 2-pt layup from 2 ft (assist by W. Chandler),106,124
374,4,1:35.0,D. Williams makes 2-pt jump shot from 16 ft,,108,124
375,4,1:12.0,,W. Chandler misses 2-pt jump shot from 5 ft,108,124
376,4,1:12.0,Defensive rebound by R. Jefferson,,108,124
377,4,1:11.0,Personal foul by N. Jokić (drawn by R. Jefferson),,108,124
378,4,1:11.0,,D. Arthur enters the game for W. Chandler,108,124
379,4,1:11.0,,J. Murray enters the game for N. Jokić,108,124
380,4,1:11.0,,J. Hernangómez enters the game for J. Nelson,108,124
381,4,0:54.0,Personal take foul by J. Murray (drawn by C. Frye),,108,124
382,4,0:54.0,C. Frye makes free throw 1 of 2,,109,124
383,4,0:54.0,C. Frye makes free throw 2 of 2,,110,124
384,4,0:42.0,,G. Harris makes 2-pt layup from 2 ft (assist by D. Arthur),110,126
385,4,0:31.0,D. Liggins misses 2-pt layup from 3 ft,,110,126
