,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
58,1,3:49.0,Defensive rebound by L. Williams,,19,10
59,1,3:43.0,J. Clarkson misses 3-pt jump shot from 24 ft,,19,10
60,1,3:42.0,,Defensive rebound by H. Whiteside,19,10
61,1,3:38.0,,Turnover by J. Johnson (bad pass; steal by D. Russell),19,10
62,1,3:34.0,Personal foul by J. McRoberts (drawn by J. Clarkson),,19,10
63,1,3:34.0,B. Ingram enters the game for L. Deng,,19,10
64,1,3:34.0,,W. Reed enters the game for J. McRoberts,19,10
65,1,3:34.0,,J. Richardson enters the game for H. Whiteside,19,10
66,1,3:17.0,B. Ingram misses 2-pt jump shot from 12 ft,,19,10
67,1,3:16.0,Offensive rebound by B. Ingram,,19,10
68,1,3:07.0,Turnover by D. Russell (bad pass; steal by W. Reed),,19,10
69,1,3:02.0,,Turnover by J. Johnson (bad pass),19,10
70,1,2:50.0,T. Mozgov misses 2-pt layup from 1 ft (block by W. Reed),,19,10
71,1,2:49.0,,Defensive rebound by Team,19,10
72,1,2:49.0,LA Lakers full timeout,,19,10
73,1,2:49.0,T. Robinson enters the game for T. Mozgov,,19,10
74,1,2:49.0,N. Young enters the game for D. Russell,,19,10
75,1,2:27.0,,J. Johnson misses 3-pt jump shot from 24 ft,19,10
76,1,2:26.0,Defensive rebound by T. Robinson,,19,10
77,1,2:22.0,L. Williams misses 2-pt layup from 2 ft,,19,10
78,1,2:20.0,,Defensive rebound by J. Johnson,19,10
79,1,2:13.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by J. Johnson),19,13
80,1,1:53.0,J. Clarkson makes 2-pt layup from 2 ft (assist by T. Robinson),,21,13
81,1,1:36.0,,J. Johnson makes 2-pt jump shot from 3 ft (assist by T. Johnson),21,15
82,1,1:19.0,J. Clarkson misses 2-pt layup from 2 ft,,21,15
83,1,1:18.0,Offensive rebound by T. Robinson,,21,15
84,1,1:17.0,T. Robinson makes 2-pt jump shot from 2 ft,,23,15
85,1,1:07.0,,Shooting foul by T. Robinson (drawn by J. Johnson),23,15
86,1,1:07.0,,J. Johnson misses free throw 1 of 2,23,15
87,1,1:07.0,,Offensive rebound by Team,23,15
88,1,1:07.0,,J. Johnson misses free throw 2 of 2,23,15
89,1,1:07.0,,G. Dragić enters the game for J. Winslow,23,15
90,1,1:06.0,Defensive rebound by T. Robinson,,23,15
91,1,0:54.0,L. Williams misses 3-pt jump shot from 27 ft,,23,15
92,1,0:52.0,,Defensive rebound by J. Johnson,23,15
93,1,0:38.0,,G. Dragić misses 3-pt jump shot from 25 ft,23,15
94,1,0:37.0,Defensive rebound by B. Ingram,,23,15
95,1,0:29.0,L. Williams makes 2-pt jump shot from 14 ft,,25,15
96,1,0:07.0,,J. Johnson makes 2-pt jump shot from 4 ft,25,17
97,1,0:01.0,J. Clarkson misses 2-pt jump shot from 6 ft (block by W. Reed),,25,17
98,1,0:00.0,,Defensive rebound by J. Johnson,25,17
99,2,11:36.0,,Turnover by Team (shot clock),25,17
100,2,11:26.0,N. Young makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,28,17
101,2,11:26.0,Shooting foul by G. Dragić (drawn by N. Young),,28,17
102,2,11:26.0,N. Young makes free throw 1 of 1,,29,17
103,2,11:05.0,,G. Dragić misses 2-pt layup from 2 ft,29,17
104,2,11:04.0,,Offensive rebound by W. Reed,29,17
105,2,11:01.0,,W. Reed misses 2-pt hook shot from 6 ft,29,17
106,2,11:00.0,Defensive rebound by T. Robinson,,29,17
107,2,10:54.0,N. Young makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,32,17
108,2,10:40.0,,T. Johnson misses 2-pt jump shot from 17 ft,32,17
109,2,10:39.0,,Offensive rebound by W. Reed,32,17
110,2,10:38.0,,W. Reed makes 2-pt layup from 1 ft,32,19
111,2,10:31.0,L. Williams makes 2-pt layup from 2 ft,,34,19
112,2,10:31.0,,Miami full timeout,34,19
113,2,10:14.0,,T. Johnson makes 2-pt jump shot from 18 ft,34,21
114,2,10:00.0,L. Williams makes 3-pt jump shot from 24 ft,,37,21
115,2,9:44.0,,J. Richardson misses 2-pt dunk at rim,37,21
116,2,9:43.0,Defensive rebound by J. Clarkson,,37,21
117,2,9:27.0,Turnover by J. Clarkson (traveling),,37,21
118,2,9:17.0,,G. Dragić makes 2-pt layup from 1 ft,37,23
119,2,9:08.0,Shooting foul by W. Reed (drawn by T. Robinson),,37,23
120,2,9:08.0,T. Robinson makes free throw 1 of 2,,38,23
121,2,9:08.0,,J. Winslow enters the game for J. Richardson,38,23
122,2,9:08.0,,H. Whiteside enters the game for W. Reed,38,23
123,2,9:08.0,T. Robinson makes free throw 2 of 2,,39,23
124,2,8:59.0,,J. Johnson misses 2-pt layup from 1 ft,39,23
125,2,8:58.0,Defensive rebound by Team,,39,23
126,2,8:47.0,L. Williams makes 3-pt jump shot from 25 ft (assist by B. Ingram),,42,23
127,2,8:23.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),42,26
128,2,8:08.0,T. Robinson makes 2-pt layup from 2 ft,,44,26
129,2,7:56.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by T. Johnson),44,29
130,2,7:42.0,L. Williams misses 3-pt jump shot from 25 ft,,44,29
131,2,7:41.0,Offensive rebound by T. Robinson,,44,29
132,2,7:35.0,Turnover by B. Ingram (bad pass),,44,29
133,2,7:35.0,LA Lakers full timeout,,44,29
134,2,7:35.0,T. Mozgov enters the game for B. Ingram,,44,29
135,2,7:35.0,L. Deng enters the game for L. Williams,,44,29
136,2,7:35.0,D. Russell enters the game for T. Robinson,,44,29
137,2,7:15.0,,J. Winslow makes 2-pt hook shot from 8 ft,44,31
138,2,6:53.0,Turnover by D. Russell (bad pass; steal by T. Johnson),,44,31
139,2,6:30.0,,G. Dragić makes 2-pt layup from 2 ft (assist by J. Johnson),44,33
140,2,6:13.0,J. Clarkson misses 3-pt jump shot from 25 ft,,44,33
141,2,6:12.0,,Defensive rebound by J. Johnson,44,33
142,2,6:02.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),44,35
143,2,5:55.0,LA Lakers full timeout,,44,35
144,2,5:55.0,B. Ingram enters the game for J. Clarkson,,44,35
145,2,5:46.0,N. Young misses 2-pt jump shot from 22 ft,,44,35
146,2,5:45.0,,Defensive rebound by J. Johnson,44,35
147,2,5:28.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),44,37
148,2,5:13.0,D. Russell makes 3-pt jump shot from 23 ft,,47,37
149,2,4:57.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),47,40
150,2,4:37.0,D. Russell makes 2-pt jump shot from 10 ft,,49,40
151,2,4:27.0,,Turnover by G. Dragić (bad pass; steal by L. Deng),49,40
152,2,4:19.0,D. Russell makes 3-pt jump shot from 25 ft (assist by L. Deng),,52,40
153,2,3:52.0,,J. Johnson makes 2-pt jump shot from 18 ft,52,42
154,2,3:47.0,Personal foul by T. Johnson (drawn by L. Deng),,52,42
155,2,3:47.0,,J. Richardson enters the game for G. Dragić,52,42
156,2,3:47.0,,L. Babbitt enters the game for T. Johnson,52,42
157,2,3:47.0,L. Williams enters the game for N. Young,,52,42
158,2,3:40.0,Turnover by D. Russell (bad pass; steal by J. Winslow),,52,42
159,2,3:37.0,,J. Winslow misses 2-pt jump shot from 11 ft,52,42
160,2,3:36.0,Defensive rebound by L. Williams,,52,42
161,2,3:28.0,B. Ingram misses 3-pt jump shot from 25 ft,,52,42
162,2,3:26.0,,Defensive rebound by H. Whiteside,52,42
163,2,3:22.0,,H. Whiteside makes 2-pt layup from 2 ft,52,44
164,2,3:07.0,T. Mozgov misses 2-pt jump shot from 18 ft,,52,44
165,2,3:06.0,,Defensive rebound by L. Babbitt,52,44
166,2,2:56.0,,H. Whiteside misses 2-pt jump shot from 18 ft,52,44
167,2,2:55.0,Defensive rebound by Team,,52,44
168,2,2:55.0,Official timeout,,52,44
169,2,2:35.0,L. Deng makes 3-pt jump shot from 23 ft (assist by B. Ingram),,55,44
170,2,2:18.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Richardson),55,46
171,2,2:07.0,D. Russell misses 3-pt jump shot from 24 ft (block by J. Richardson),,55,46
172,2,2:06.0,,Defensive rebound by J. Richardson,55,46
173,2,1:57.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),55,49
174,2,1:40.0,T. Mozgov makes 2-pt hook shot from 6 ft (assist by L. Williams),,57,49
175,2,1:21.0,,J. Richardson misses 2-pt jump shot from 19 ft,57,49
176,2,1:20.0,Defensive rebound by D. Russell,,57,49
177,2,1:15.0,L. Williams makes 2-pt jump shot from 8 ft,,59,49
178,2,1:15.0,Shooting foul by L. Babbitt (drawn by L. Williams),,59,49
179,2,1:15.0,,T. Johnson enters the game for L. Babbitt,59,49
180,2,1:15.0,,G. Dragić enters the game for J. Johnson,59,49
181,2,1:15.0,J. Clarkson enters the game for B. Ingram,,59,49
182,2,1:15.0,L. Williams makes free throw 1 of 1,,60,49
183,2,1:03.0,,H. Whiteside makes 2-pt jump shot from 6 ft (assist by J. Winslow),60,51
184,2,0:52.0,D. Russell misses 2-pt hook shot from 8 ft,,60,51
185,2,0:51.0,Offensive rebound by Team,,60,51
186,2,0:51.0,Offensive foul by D. Russell (drawn by J. Richardson),,60,51
187,2,0:51.0,Turnover by D. Russell (offensive foul),,60,51
188,2,0:41.0,,J. Winslow makes 2-pt jump shot from 9 ft,60,53
189,2,0:31.0,L. Deng misses 2-pt jump shot from 19 ft,,60,53
190,2,0:30.0,,Defensive rebound by J. Richardson,60,53
191,2,0:07.0,,J. Winslow misses 2-pt jump shot from 13 ft,60,53
192,2,0:06.0,Defensive rebound by L. Deng,,60,53
193,2,0:01.0,D. Russell misses 3-pt jump shot from 27 ft,,60,53
194,2,0:00.0,Offensive rebound by Team,,60,53
195,3,11:45.0,,J. Winslow misses 3-pt jump shot from 23 ft,60,53
196,3,11:44.0,,Offensive rebound by J. McRoberts,60,53
197,3,11:42.0,,J. McRoberts makes 2-pt layup from 1 ft,60,55
198,3,11:26.0,Shooting foul by G. Dragić (drawn by B. Ingram),,60,55
199,3,11:26.0,B. Ingram misses free throw 1 of 2,,60,55
200,3,11:26.0,Offensive rebound by Team,,60,55
201,3,11:26.0,B. Ingram misses free throw 2 of 2,,60,55
202,3,11:25.0,,Defensive rebound by H. Whiteside,60,55
203,3,11:10.0,,Shooting foul by D. Russell (drawn by G. Dragić),60,55
204,3,11:10.0,,G. Dragić makes free throw 1 of 2,60,56
205,3,11:10.0,,G. Dragić misses free throw 2 of 2,60,56
206,3,11:09.0,Defensive rebound by L. Deng,,60,56
207,3,10:52.0,N. Young misses 3-pt jump shot from 24 ft,,60,56
208,3,10:51.0,,Defensive rebound by H. Whiteside,60,56
209,3,10:47.0,,G. Dragić makes 2-pt layup from 1 ft,60,58
210,3,10:47.0,,Shooting foul by D. Russell (drawn by G. Dragić),60,58
211,3,10:47.0,,G. Dragić makes free throw 1 of 1,60,59
212,3,10:28.0,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Russell),,63,59
213,3,10:15.0,,Turnover by G. Dragić (bad pass; steal by N. Young),63,59
214,3,10:09.0,N. Young makes 3-pt jump shot from 26 ft (assist by D. Russell),,66,59
215,3,9:47.0,,J. Winslow makes 2-pt jump shot from 17 ft (assist by G. Dragić),66,61
216,3,9:30.0,T. Mozgov misses 2-pt layup from 2 ft,,66,61
217,3,9:29.0,,Defensive rebound by J. Winslow,66,61
218,3,9:15.0,,J. Richardson misses 3-pt jump shot from 23 ft,66,61
219,3,9:14.0,Defensive rebound by L. Deng,,66,61
220,3,9:01.0,N. Young makes 2-pt layup from 2 ft,,68,61
221,3,8:42.0,,J. Richardson makes 2-pt jump shot from 9 ft,68,63
222,3,8:20.0,B. Ingram makes 2-pt jump shot from 4 ft,,70,63
223,3,8:01.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by J. Richardson),70,66
224,3,7:35.0,N. Young makes 3-pt jump shot from 24 ft,,73,66
225,3,7:23.0,,G. Dragić misses 3-pt jump shot from 24 ft,73,66
226,3,7:22.0,Defensive rebound by T. Mozgov,,73,66
227,3,7:09.0,B. Ingram misses 3-pt jump shot from 24 ft,,73,66
228,3,7:08.0,Offensive rebound by Team,,73,66
229,3,7:03.0,L. Deng misses 2-pt jump shot from 22 ft,,73,66
230,3,7:02.0,,Defensive rebound by H. Whiteside,73,66
231,3,6:58.0,,G. Dragić misses 2-pt layup from 2 ft,73,66
232,3,6:57.0,Defensive rebound by T. Mozgov,,73,66
233,3,6:50.0,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),,76,66
234,3,6:50.0,,Miami full timeout,76,66
235,3,6:36.0,,Shooting foul by N. Young (drawn by H. Whiteside),76,66
236,3,6:36.0,,H. Whiteside makes free throw 1 of 2,76,67
237,3,6:36.0,,H. Whiteside misses free throw 2 of 2,76,67
238,3,6:36.0,,T. Johnson enters the game for J. Richardson,76,67
239,3,6:35.0,Defensive rebound by T. Mozgov,,76,67
240,3,6:17.0,D. Russell misses 3-pt jump shot from 24 ft,,76,67
241,3,6:16.0,,Defensive rebound by J. McRoberts,76,67
242,3,6:03.0,,T. Johnson misses 2-pt jump shot from 20 ft,76,67
243,3,6:02.0,,Offensive rebound by J. Winslow,76,67
244,3,6:01.0,,J. Winslow misses 2-pt layup from 1 ft,76,67
245,3,6:00.0,Defensive rebound by B. Ingram,,76,67
246,3,5:50.0,Turnover by T. Mozgov (traveling),,76,67
247,3,5:50.0,J. Clarkson enters the game for B. Ingram,,76,67
248,3,5:44.0,,Personal foul by D. Russell (drawn by G. Dragić),76,67
249,3,5:30.0,,H. Whiteside makes 2-pt jump shot from 12 ft (assist by G. Dragić),76,69
250,3,5:11.0,N. Young misses 3-pt jump shot from 25 ft,,76,69
251,3,5:10.0,,Defensive rebound by G. Dragić,76,69
252,3,4:52.0,,G. Dragić misses 2-pt jump shot from 6 ft,76,69
253,3,4:51.0,Defensive rebound by T. Mozgov,,76,69
254,3,4:33.0,Turnover by L. Deng (3 sec),,76,69
255,3,4:33.0,,J. Johnson enters the game for J. McRoberts,76,69
256,3,4:21.0,,T. Johnson misses 2-pt jump shot from 19 ft,76,69
257,3,4:20.0,Defensive rebound by T. Mozgov,,76,69
258,3,4:09.0,D. Russell misses 2-pt jump shot from 15 ft,,76,69
259,3,4:08.0,,Defensive rebound by H. Whiteside,76,69
260,3,4:03.0,,Turnover by G. Dragić (bad pass),76,69
261,3,4:03.0,L. Williams enters the game for N. Young,,76,69
262,3,3:39.0,D. Russell makes 2-pt jump shot from 9 ft,,78,69
263,3,3:10.0,,J. Winslow makes 2-pt jump shot from 6 ft,78,71
264,3,2:48.0,Turnover by L. Deng (bad pass; steal by H. Whiteside),,78,71
265,3,2:43.0,,J. Johnson makes 2-pt layup from 2 ft (assist by J. Winslow),78,73
266,3,2:43.0,LA Lakers full timeout,,78,73
267,3,2:43.0,,J. Richardson enters the game for G. Dragić,78,73
268,3,2:43.0,M. World Peace enters the game for T. Mozgov,,78,73
269,3,2:43.0,B. Ingram enters the game for D. Russell,,78,73
270,3,2:43.0,T. Robinson enters the game for L. Deng,,78,73
271,3,2:33.0,Turnover by T. Robinson (bad pass),,78,73
272,3,2:17.0,,J. Winslow makes 2-pt layup from 2 ft,78,75
273,3,2:05.0,M. World Peace misses 3-pt jump shot from 24 ft,,78,75
274,3,2:04.0,Offensive rebound by B. Ingram,,78,75
275,3,2:04.0,Personal foul by J. Winslow (drawn by B. Ingram),,78,75
276,3,1:59.0,J. Clarkson misses 3-pt jump shot from 25 ft,,78,75
277,3,1:58.0,,Defensive rebound by H. Whiteside,78,75
278,3,1:48.0,,T. Johnson misses 2-pt layup from 3 ft,78,75
279,3,1:47.0,Defensive rebound by T. Robinson,,78,75
280,3,1:40.0,L. Williams misses 2-pt jump shot from 17 ft,,78,75
281,3,1:39.0,,Defensive rebound by J. Richardson,78,75
282,3,1:31.0,,J. Johnson misses 3-pt jump shot from 24 ft,78,75
283,3,1:30.0,,Offensive rebound by J. Richardson,78,75
284,3,1:27.0,,J. Richardson makes 2-pt dunk at rim,78,77
285,3,1:08.0,L. Williams misses 3-pt jump shot from 24 ft,,78,77
286,3,1:07.0,,Defensive rebound by J. Winslow,78,77
287,3,1:02.0,,J. Winslow makes 2-pt jump shot from 6 ft,78,79
288,3,0:36.0,B. Ingram makes 2-pt jump shot from 12 ft,,80,79
289,3,0:23.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Johnson),80,82
290,3,0:03.0,L. Williams misses 2-pt layup from 3 ft (block by T. Johnson),,80,82
291,3,0:02.0,,Defensive rebound by J. Winslow,80,82
292,4,11:47.0,L. Williams makes 2-pt jump shot from 12 ft,,82,82
293,4,11:29.0,,T. Johnson misses 2-pt jump shot from 17 ft,82,82
294,4,11:28.0,,Offensive rebound by H. Whiteside,82,82
295,4,11:27.0,,Shooting foul by B. Ingram (drawn by H. Whiteside),82,82
296,4,11:27.0,,H. Whiteside makes free throw 1 of 2,82,83
297,4,11:27.0,,H. Whiteside makes free throw 2 of 2,82,84
298,4,11:15.0,N. Young makes 2-pt jump shot from 19 ft,,84,84
299,4,10:54.0,Offensive charge foul by H. Whiteside (drawn by T. Robinson),,84,84
300,4,10:54.0,,Turnover by H. Whiteside (offensive foul),84,84
301,4,10:54.0,,Technical foul by H. Whiteside,84,84
302,4,10:54.0,Technical foul by T. Robinson,,84,84
303,4,10:46.0,Personal foul by J. Richardson,,84,84
304,4,10:36.0,J. Clarkson misses 2-pt jump shot from 9 ft,,84,84
305,4,10:35.0,Offensive rebound by T. Robinson,,84,84
306,4,10:34.0,T. Robinson makes 2-pt dunk at rim,,86,84
307,4,10:25.0,,Personal foul by L. Williams,86,84
308,4,10:15.0,,Turnover by J. Richardson (bad pass; steal by N. Young),86,84
309,4,10:10.0,Shooting foul by J. Johnson (drawn by L. Williams),,86,84
310,4,10:10.0,L. Williams makes free throw 1 of 2,,87,84
311,4,10:10.0,,J. Winslow enters the game for H. Whiteside,87,84
312,4,10:10.0,L. Williams makes free throw 2 of 2,,88,84
313,4,9:57.0,,J. Richardson misses 2-pt jump shot from 16 ft,88,84
314,4,9:56.0,,Offensive rebound by J. Winslow,88,84
315,4,9:56.0,,Shooting foul by B. Ingram (drawn by J. Winslow),88,84
316,4,9:56.0,,J. Winslow makes free throw 1 of 2,88,85
317,4,9:56.0,,J. Winslow misses free throw 2 of 2,88,85
318,4,9:55.0,Defensive rebound by T. Robinson,,88,85
319,4,9:33.0,B. Ingram misses 2-pt jump shot from 17 ft,,88,85
320,4,9:32.0,,Defensive rebound by J. Johnson,88,85
321,4,9:23.0,,J. Winslow makes 2-pt jump shot from 12 ft (assist by J. Johnson),88,87
322,4,9:05.0,Turnover by L. Williams (bad pass; steal by J. Winslow),,88,87
323,4,9:00.0,,Turnover by J. Winslow (bad pass; steal by J. Clarkson),88,87
324,4,8:53.0,J. Clarkson misses 2-pt layup from 1 ft (block by J. Johnson),,88,87
325,4,8:52.0,,Defensive rebound by J. Johnson,88,87
326,4,8:46.0,,L. Babbitt misses 3-pt jump shot from 25 ft,88,87
327,4,8:45.0,Defensive rebound by T. Robinson,,88,87
328,4,8:36.0,Turnover by Team (turnover),,88,87
329,4,8:36.0,Official timeout,,88,87
330,4,8:36.0,L. Deng enters the game for B. Ingram,,88,87
331,4,8:36.0,,G. Dragić enters the game for L. Babbitt,88,87
332,4,8:19.0,,J. Johnson makes 2-pt layup from 2 ft (assist by T. Johnson),88,89
333,4,7:59.0,J. Clarkson misses 2-pt jump shot from 13 ft,,88,89
334,4,7:58.0,,Defensive rebound by J. Winslow,88,89
335,4,7:42.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),88,92
336,4,7:25.0,Shooting foul by J. Johnson (drawn by L. Williams),,88,92
337,4,7:25.0,L. Williams makes free throw 1 of 2,,89,92
338,4,7:25.0,L. Williams makes free throw 2 of 2,,90,92
339,4,7:06.0,,T. Johnson misses 2-pt jump shot from 10 ft (block by T. Robinson),90,92
340,4,7:05.0,Defensive rebound by L. Deng,,90,92
341,4,6:58.0,L. Williams makes 2-pt jump shot from 12 ft,,92,92
342,4,6:43.0,,G. Dragić misses 2-pt jump shot from 16 ft,92,92
343,4,6:42.0,Defensive rebound by T. Robinson,,92,92
344,4,6:33.0,N. Young misses 3-pt jump shot from 25 ft,,92,92
345,4,6:32.0,,Defensive rebound by J. Johnson,92,92
346,4,6:23.0,,Turnover by J. Johnson (lost ball; steal by J. Clarkson),92,92
347,4,6:07.0,L. Williams misses 2-pt layup from 1 ft,,92,92
348,4,6:06.0,Offensive rebound by T. Robinson,,92,92
349,4,6:00.0,J. Clarkson makes 2-pt layup from 2 ft (assist by T. Robinson),,94,92
350,4,5:53.0,,Miami full timeout,94,92
351,4,5:53.0,B. Ingram enters the game for N. Young,,94,92
352,4,5:53.0,D. Russell enters the game for J. Clarkson,,94,92
353,4,5:53.0,,H. Whiteside enters the game for J. Johnson,94,92
354,4,5:29.0,,J. Richardson misses 3-pt jump shot from 25 ft,94,92
355,4,5:28.0,,Offensive rebound by H. Whiteside,94,92
356,4,5:27.0,,Shooting foul by T. Robinson (drawn by H. Whiteside),94,92
357,4,5:27.0,,H. Whiteside makes free throw 1 of 2,94,93
358,4,5:27.0,,H. Whiteside makes free throw 2 of 2,94,94
359,4,5:17.0,L. Williams misses 2-pt jump shot from 11 ft,,94,94
360,4,5:16.0,Offensive rebound by T. Robinson,,94,94
361,4,5:14.0,T. Robinson misses 2-pt layup from 1 ft,,94,94
362,4,5:13.0,,Defensive rebound by J. Winslow,94,94
363,4,5:03.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by T. Johnson),94,97
364,4,4:38.0,D. Russell makes 2-pt jump shot from 16 ft,,96,97
365,4,4:27.0,,Shooting foul by B. Ingram (drawn by G. Dragić),96,97
366,4,4:27.0,,G. Dragić makes free throw 1 of 2,96,98
367,4,4:27.0,T. Mozgov enters the game for T. Robinson,,96,98
368,4,4:27.0,,G. Dragić makes free throw 2 of 2,96,99
369,4,4:18.0,L. Williams makes 3-pt jump shot from 25 ft,,99,99
370,4,4:06.0,,G. Dragić makes 3-pt jump shot from 25 ft,99,102
371,4,3:52.0,D. Russell misses 2-pt jump shot from 17 ft,,99,102
372,4,3:51.0,,Defensive rebound by H. Whiteside,99,102
373,4,3:40.0,,G. Dragić misses 2-pt jump shot from 16 ft,99,102
374,4,3:39.0,Defensive rebound by B. Ingram,,99,102
375,4,3:23.0,T. Mozgov misses 2-pt hook shot from 7 ft,,99,102
376,4,3:22.0,,Defensive rebound by J. Winslow,99,102
377,4,3:17.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),99,105
378,4,3:16.0,LA Lakers full timeout,,99,105
379,4,3:16.0,N. Young enters the game for B. Ingram,,99,105
380,4,3:03.0,L. Deng makes 3-pt jump shot from 26 ft (assist by D. Russell),,102,105
381,4,2:44.0,,J. Winslow makes 2-pt jump shot from 20 ft (assist by T. Johnson),102,107
382,4,2:25.0,Shooting foul by H. Whiteside (drawn by T. Mozgov),,102,107
383,4,2:25.0,T. Mozgov makes free throw 1 of 2,,103,107
