,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ATLANTA_ACTION,OKLAHOMA CITY_SCORE,ATLANTA_SCORE
380,4,9:03.0,,Offensive foul by M. Delaney (drawn by S. Christon),85,74
381,4,8:46.0,E. Freedom misses 2-pt jump shot from 15 ft,,85,74
382,4,8:44.0,,Defensive rebound by K. Korver,85,74
383,4,8:38.0,,T. Hardaway makes 2-pt jump shot from 12 ft,85,76
384,4,8:38.0,,Shooting foul by V. Oladipo (drawn by T. Hardaway),85,76
385,4,8:38.0,Official timeout,,85,76
386,4,8:38.0,R. Westbrook enters the game for E. Freedom,,85,76
387,4,8:38.0,S. Adams enters the game for S. Christon,,85,76
388,4,8:38.0,,T. Sefolosha enters the game for D. Howard,85,76
389,4,8:38.0,,P. Millsap enters the game for M. Muscala,85,76
390,4,8:38.0,,T. Hardaway makes free throw 1 of 1,85,77
391,4,8:27.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,88,77
392,4,8:08.0,,Shooting foul by S. Adams (drawn by P. Millsap),88,77
393,4,8:08.0,,P. Millsap misses free throw 1 of 2,88,77
394,4,8:08.0,,Offensive rebound by Team,88,77
395,4,8:08.0,,P. Millsap makes free throw 2 of 2,88,78
396,4,7:55.0,Shooting foul by T. Hardaway (drawn by R. Westbrook),,88,78
397,4,7:55.0,R. Westbrook misses free throw 1 of 2,,88,78
398,4,7:55.0,Offensive rebound by Team,,88,78
399,4,7:55.0,R. Westbrook misses free throw 2 of 2,,88,78
400,4,7:55.0,Offensive rebound by Team,,88,78
401,4,7:55.0,,Loose ball foul by T. Sefolosha (drawn by S. Adams),88,78
402,4,7:48.0,J. Grant misses 2-pt layup from 2 ft,,88,78
403,4,7:48.0,,Defensive rebound by Team,88,78
404,4,7:48.0,,D. Schröder enters the game for M. Delaney,88,78
405,4,7:31.0,,P. Millsap makes 2-pt layup from 1 ft (assist by T. Hardaway),88,80
406,4,7:14.0,J. Grant misses 3-pt jump shot from 23 ft,,88,80
407,4,7:12.0,,Defensive rebound by T. Sefolosha,88,80
408,4,7:06.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),88,83
409,4,7:05.0,Oklahoma City full timeout,,88,83
410,4,7:05.0,A. Roberson enters the game for A. Morrow,,88,83
411,4,7:05.0,D. Sabonis enters the game for J. Grant,,88,83
412,4,6:55.0,R. Westbrook misses 2-pt layup from 1 ft,,88,83
413,4,6:53.0,Offensive rebound by S. Adams,,88,83
414,4,6:53.0,S. Adams misses 2-pt layup at rim,,88,83
415,4,6:51.0,Offensive rebound by S. Adams,,88,83
416,4,6:43.0,A. Roberson misses 3-pt jump shot from 25 ft,,88,83
417,4,6:42.0,,Defensive rebound by Team,88,83
418,4,6:31.0,,Turnover by P. Millsap (traveling),88,83
419,4,6:23.0,R. Westbrook makes 2-pt jump shot from 18 ft,,90,83
420,4,6:12.0,,Personal foul by R. Westbrook (drawn by K. Korver),90,83
421,4,6:12.0,,K. Korver makes free throw 1 of 2,90,84
422,4,6:12.0,,K. Korver makes free throw 2 of 2,90,85
423,4,6:10.0,Turnover by D. Sabonis (bad pass; steal by T. Sefolosha),,90,85
424,4,6:05.0,,T. Hardaway misses 3-pt jump shot from 25 ft,90,85
425,4,6:01.0,Defensive rebound by A. Roberson,,90,85
426,4,5:59.0,Turnover by A. Roberson (lost ball; steal by T. Sefolosha),,90,85
427,4,5:57.0,,Shooting foul by A. Roberson (drawn by D. Schröder),90,85
428,4,5:57.0,,D. Schröder makes free throw 1 of 2,90,86
429,4,5:57.0,,D. Schröder makes free throw 2 of 2,90,87
430,4,5:36.0,R. Westbrook misses 3-pt jump shot from 27 ft,,90,87
431,4,5:34.0,,Defensive rebound by T. Sefolosha,90,87
432,4,5:21.0,,D. Schröder misses 2-pt layup at rim (block by A. Roberson),90,87
433,4,5:19.0,Defensive rebound by D. Sabonis,,90,87
434,4,5:11.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,93,87
435,4,4:50.0,,T. Hardaway misses 2-pt layup from 2 ft (block by D. Sabonis),93,87
436,4,4:47.0,Defensive rebound by S. Adams,,93,87
437,4,4:47.0,Oklahoma City full timeout,,93,87
438,4,4:47.0,J. Grant enters the game for S. Adams,,93,87
439,4,4:42.0,Turnover by V. Oladipo (lost ball; steal by D. Schröder),,93,87
440,4,4:42.0,,Atlanta full timeout,93,87
441,4,4:42.0,S. Adams enters the game for D. Sabonis,,93,87
442,4,4:19.0,,D. Schröder makes 2-pt layup at rim,93,89
443,4,4:01.0,R. Westbrook makes 2-pt jump shot from 19 ft,,95,89
444,4,3:45.0,,Personal foul by S. Adams (drawn by P. Millsap),95,89
445,4,3:45.0,,P. Millsap makes free throw 1 of 2,95,90
446,4,3:45.0,A. Morrow enters the game for J. Grant,,95,90
447,4,3:45.0,,P. Millsap makes free throw 2 of 2,95,91
448,4,3:29.0,Shooting foul by T. Sefolosha (drawn by R. Westbrook),,95,91
449,4,3:29.0,R. Westbrook makes 2-pt jump shot from 16 ft,,97,91
450,4,3:29.0,R. Westbrook makes free throw 1 of 1,,98,91
451,4,3:12.0,,D. Schröder misses 2-pt layup from 1 ft,98,91
452,4,3:10.0,Defensive rebound by R. Westbrook,,98,91
453,4,3:06.0,R. Westbrook makes 2-pt layup from 1 ft,,100,91
454,4,3:05.0,,Atlanta full timeout,100,91
455,4,3:05.0,J. Grant enters the game for S. Adams,,100,91
456,4,2:41.0,,T. Sefolosha misses 2-pt jump shot from 7 ft,100,91
457,4,2:39.0,Defensive rebound by V. Oladipo,,100,91
458,4,2:23.0,J. Grant misses 2-pt jump shot from 15 ft,,100,91
459,4,2:21.0,,Defensive rebound by P. Millsap,100,91
460,4,2:08.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by D. Schröder),100,93
461,4,1:44.0,A. Morrow misses 3-pt jump shot from 26 ft,,100,93
462,4,1:43.0,,Defensive rebound by T. Hardaway,100,93
463,4,1:36.0,,D. Schröder makes 2-pt layup from 1 ft,100,95
464,4,1:18.0,Shooting foul by K. Korver (drawn by R. Westbrook),,100,95
465,4,1:18.0,R. Westbrook makes free throw 1 of 2,,101,95
466,4,1:18.0,R. Westbrook makes free throw 2 of 2,,102,95
467,4,1:08.0,,P. Millsap makes 2-pt layup from 1 ft,102,97
468,4,0:47.0,R. Westbrook misses 3-pt jump shot from 25 ft,,102,97
469,4,0:45.0,,Defensive rebound by K. Korver,102,97
470,4,0:35.0,,D. Schröder makes 2-pt layup from 2 ft,102,99
471,4,0:11.0,,M. Muscala enters the game for D. Schröder,102,99
472,4,0:11.0,Turnover by V. Oladipo (lost ball; steal by K. Korver),,102,99
473,4,0:10.0,,Atlanta full timeout,102,99
474,4,0:10.0,,D. Schröder enters the game for M. Muscala,102,99
475,4,0:10.0,S. Christon enters the game for A. Morrow,,102,99
476,4,0:02.0,,T. Hardaway misses 3-pt jump shot from 29 ft,102,99
477,4,0:01.0,Defensive rebound by R. Westbrook,,102,99
