,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
389,3,0:16.0,,S. Kilpatrick makes 2-pt jump shot from 9 ft,74,75
390,3,0:04.0,L. Williams makes 2-pt jump shot from 14 ft,,76,75
391,3,0:01.0,,J. Harris misses 3-pt jump shot from 31 ft,76,75
392,3,0:00.0,,Offensive rebound by Team,76,75
393,4,11:46.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by L. Scola),76,78
394,4,11:20.0,B. Ingram makes 2-pt jump shot from 12 ft,,78,78
395,4,11:03.0,,B. Bogdanović makes 2-pt jump shot from 8 ft,78,80
396,4,10:55.0,Personal foul by B. Bogdanović,,78,80
397,4,10:55.0,L. Williams makes free throw 1 of 2,,79,80
398,4,10:55.0,L. Williams makes free throw 2 of 2,,80,80
399,4,10:37.0,,C. LeVert makes 2-pt jump shot from 12 ft,80,82
400,4,10:29.0,L. Williams makes 2-pt layup from 2 ft,,82,82
401,4,10:20.0,,Shooting foul by J. Clarkson (drawn by I. Whitehead),82,82
402,4,10:20.0,,I. Whitehead makes free throw 1 of 2,82,83
403,4,10:20.0,,I. Whitehead makes free throw 2 of 2,82,84
404,4,10:10.0,L. Nance makes 2-pt jump shot from 17 ft (assist by B. Ingram),,84,84
405,4,9:49.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. LeVert),84,87
406,4,9:43.0,Shooting block foul by I. Whitehead (drawn by L. Williams),,84,87
407,4,9:43.0,L. Williams makes free throw 1 of 2,,85,87
408,4,9:43.0,L. Williams makes free throw 2 of 2,,86,87
409,4,9:31.0,,Turnover by B. Bogdanović (bad pass; steal by L. Williams),86,87
410,4,9:27.0,J. Clarkson makes 2-pt layup from 2 ft (assist by L. Williams),,88,87
411,4,9:16.0,,I. Whitehead makes 2-pt layup from 3 ft,88,89
412,4,9:06.0,L. Williams misses 2-pt jump shot from 16 ft,,88,89
413,4,9:05.0,,Defensive rebound by C. LeVert,88,89
414,4,8:53.0,,I. Whitehead makes 2-pt layup from 3 ft (assist by L. Scola),88,91
415,4,8:31.0,L. Deng misses 2-pt jump shot from 11 ft (block by R. Hollis-Jefferson),,88,91
416,4,8:29.0,,Defensive rebound by R. Hollis-Jefferson,88,91
417,4,8:23.0,,Turnover by I. Whitehead (step out of bounds),88,91
418,4,8:23.0,Official timeout,,88,91
419,4,8:13.0,J. Clarkson misses 2-pt layup from 2 ft (block by L. Scola),,88,91
420,4,8:12.0,Offensive rebound by J. Clarkson,,88,91
421,4,8:11.0,J. Clarkson makes 2-pt layup from 2 ft,,90,91
422,4,7:56.0,,L. Scola misses 2-pt jump shot from 8 ft,90,91
423,4,7:55.0,Defensive rebound by Team,,90,91
424,4,7:55.0,,Loose ball foul by R. Hollis-Jefferson (drawn by B. Ingram),90,91
425,4,7:55.0,,J. Harris enters the game for B. Bogdanović,90,91
426,4,7:42.0,L. Nance makes 2-pt hook shot from 9 ft (assist by J. Clarkson),,92,91
427,4,7:19.0,,J. Harris misses 2-pt layup from 2 ft (block by L. Nance),92,91
428,4,7:17.0,,Offensive rebound by L. Scola,92,91
429,4,7:15.0,,L. Scola makes 2-pt layup from 1 ft,92,93
430,4,7:07.0,Turnover by J. Clarkson (lost ball; steal by J. Harris),,92,93
431,4,7:01.0,,Personal foul by L. Deng (drawn by C. LeVert),92,93
432,4,7:01.0,,B. Lopez enters the game for L. Scola,92,93
433,4,7:01.0,,T. Booker enters the game for C. LeVert,92,93
434,4,7:01.0,,S. Kilpatrick enters the game for R. Hollis-Jefferson,92,93
435,4,7:01.0,T. Mozgov enters the game for L. Deng,,92,93
436,4,6:52.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,92,93
437,4,6:50.0,,Offensive rebound by T. Booker,92,93
438,4,6:48.0,,T. Booker misses 2-pt layup from 3 ft,92,93
439,4,6:47.0,,Offensive rebound by B. Lopez,92,93
440,4,6:46.0,,B. Lopez makes 2-pt layup from 1 ft,92,95
441,4,6:33.0,L. Williams misses 2-pt layup from 2 ft,,92,95
442,4,6:32.0,Offensive rebound by T. Mozgov,,92,95
443,4,6:27.0,J. Clarkson misses 2-pt jump shot from 6 ft,,92,95
444,4,6:26.0,Offensive rebound by T. Mozgov,,92,95
445,4,6:18.0,L. Williams makes 2-pt layup from 3 ft,,94,95
446,4,6:01.0,,Personal foul by L. Williams,94,95
447,4,5:51.0,,B. Lopez makes 2-pt layup from 3 ft (assist by S. Kilpatrick),94,97
448,4,5:32.0,Personal foul by T. Booker (drawn by T. Mozgov),,94,97
449,4,5:32.0,,Brooklyn full timeout,94,97
450,4,5:32.0,N. Young enters the game for J. Clarkson,,94,97
451,4,5:32.0,J. Randle enters the game for L. Nance,,94,97
452,4,5:23.0,L. Williams misses 3-pt jump shot from 24 ft,,94,97
453,4,5:22.0,,Defensive rebound by T. Booker,94,97
454,4,5:17.0,,B. Lopez makes 2-pt layup from 2 ft (assist by I. Whitehead),94,99
455,4,4:59.0,B. Ingram misses 2-pt jump shot from 16 ft,,94,99
456,4,4:58.0,,Defensive rebound by B. Lopez,94,99
457,4,4:47.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by I. Whitehead),94,102
458,4,4:47.0,LA Lakers full timeout,,94,102
459,4,4:47.0,D. Russell enters the game for B. Ingram,,94,102
460,4,4:47.0,L. Deng enters the game for L. Williams,,94,102
461,4,4:28.0,N. Young misses 3-pt jump shot from 25 ft,,94,102
462,4,4:27.0,,Defensive rebound by I. Whitehead,94,102
463,4,4:13.0,,S. Kilpatrick misses 2-pt jump shot from 21 ft,94,102
464,4,4:11.0,Defensive rebound by J. Randle,,94,102
465,4,4:02.0,D. Russell misses 2-pt jump shot from 6 ft,,94,102
466,4,4:01.0,Offensive rebound by J. Randle,,94,102
467,4,3:50.0,Shooting foul by I. Whitehead (drawn by D. Russell),,94,102
468,4,3:50.0,D. Russell makes free throw 1 of 2,,95,102
469,4,3:50.0,,B. Bogdanović enters the game for I. Whitehead,94,102
470,4,3:50.0,D. Russell makes free throw 2 of 2,,96,102
471,4,3:45.0,,Turnover by B. Lopez (bad pass; steal by D. Russell),96,102
472,4,3:39.0,N. Young misses 3-pt jump shot from 24 ft,,96,102
473,4,3:37.0,,Defensive rebound by T. Booker,96,102
474,4,3:14.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,96,102
475,4,3:13.0,Defensive rebound by L. Deng,,96,102
476,4,3:03.0,L. Deng misses 3-pt jump shot from 22 ft,,96,102
477,4,3:01.0,,Defensive rebound by B. Bogdanović,96,102
478,4,2:40.0,,J. Harris misses 3-pt jump shot from 24 ft,96,102
479,4,2:39.0,,Offensive rebound by B. Bogdanović,96,102
480,4,2:21.0,,Personal foul by J. Randle (drawn by T. Booker),96,102
481,4,2:21.0,Technical foul by N. Young,,96,102
482,4,2:21.0,,S. Kilpatrick misses technical free throw,96,102
483,4,2:21.0,,Offensive rebound by Team,96,102
484,4,2:20.0,,Turnover by S. Kilpatrick (offensive foul),96,102
485,4,2:20.0,,Offensive foul by S. Kilpatrick (drawn by N. Young),96,102
486,4,2:20.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,96,102
487,4,2:11.0,D. Russell misses 2-pt jump shot from 9 ft,,96,102
488,4,2:10.0,,Defensive rebound by B. Lopez,96,102
489,4,2:01.0,,Shooting foul by T. Mozgov (drawn by B. Lopez),96,102
490,4,2:01.0,,B. Lopez makes free throw 1 of 2,96,103
491,4,2:01.0,,B. Lopez makes free throw 2 of 2,96,104
492,4,1:44.0,N. Young misses 3-pt jump shot from 25 ft,,96,104
493,4,1:43.0,,Defensive rebound by J. Harris,96,104
494,4,1:34.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Mozgov),96,104
495,4,1:24.0,L. Deng misses 3-pt jump shot from 26 ft,,96,104
496,4,1:23.0,,Defensive rebound by B. Lopez,96,104
497,4,1:12.0,,S. Kilpatrick misses 2-pt jump shot from 12 ft,96,104
498,4,1:11.0,,Offensive rebound by S. Kilpatrick,96,104
499,4,1:10.0,,S. Kilpatrick misses 2-pt layup from 2 ft,96,104
500,4,1:09.0,,Offensive rebound by Team,96,104
501,4,1:09.0,,J. Harris misses 2-pt jump shot from 5 ft,96,104
502,4,1:08.0,,Offensive rebound by T. Booker,96,104
503,4,1:05.0,,Shooting foul by T. Mozgov (drawn by T. Booker),96,104
504,4,1:05.0,,T. Booker misses free throw 1 of 2,96,104
505,4,1:05.0,,Offensive rebound by Team,96,104
506,4,1:05.0,,T. Booker makes free throw 2 of 2,96,105
507,4,0:46.0,T. Mozgov misses 2-pt jump shot from 15 ft,,96,105
508,4,0:45.0,Offensive rebound by Team,,96,105
509,4,0:45.0,,Loose ball foul by B. Lopez (drawn by J. Randle),96,105
510,4,0:45.0,J. Randle misses free throw 1 of 2,,96,105
511,4,0:45.0,Offensive rebound by Team,,96,105
512,4,0:45.0,J. Randle misses free throw 2 of 2,,96,105
513,4,0:45.0,,B. Bogdanović enters the game for R. Hollis-Jefferson,96,105
514,4,0:44.0,Offensive rebound by L. Deng,,96,105
515,4,0:42.0,Shooting foul by S. Kilpatrick (drawn by J. Randle),,96,105
516,4,0:42.0,J. Randle makes free throw 1 of 2,,97,105
517,4,0:42.0,J. Randle misses free throw 2 of 2,,97,105
518,4,0:41.0,,Defensive rebound by S. Kilpatrick,97,105
519,4,0:26.0,,Personal foul by D. Russell (drawn by J. Harris),97,105
520,4,0:26.0,,J. Harris makes free throw 1 of 2,97,106
521,4,0:26.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,97,106
522,4,0:26.0,,J. Harris makes free throw 2 of 2,97,107
523,4,0:26.0,LA Lakers full timeout,,97,107
524,4,0:24.0,Offensive foul by T. Mozgov (drawn by R. Hollis-Jefferson),,97,107
525,4,0:24.0,Turnover by T. Mozgov (offensive foul),,97,107
526,4,0:24.0,,B. Bogdanović enters the game for R. Hollis-Jefferson,97,107
