,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MIAMI_ACTION,MILWAUKEE_SCORE,MIAMI_SCORE
29,1,7:58.0,M. Brogdon enters the game for M. Dellavedova,,9,5
30,1,7:55.0,,D. Waiters misses 2-pt jump shot from 15 ft,9,5
31,1,7:54.0,Defensive rebound by J. Henson,,9,5
32,1,7:45.0,J. Henson misses 2-pt jump shot from 7 ft,,9,5
33,1,7:44.0,Offensive rebound by G. Antetokounmpo,,9,5
34,1,7:43.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,11,5
35,1,7:18.0,,Turnover by H. Whiteside (3 sec),11,5
36,1,6:56.0,M. Brogdon misses 2-pt layup from 1 ft (block by H. Whiteside),,11,5
37,1,6:55.0,,Defensive rebound by L. Babbitt,11,5
38,1,6:45.0,,L. Babbitt misses 3-pt jump shot from 25 ft,11,5
39,1,6:44.0,Defensive rebound by J. Henson,,11,5
40,1,6:27.0,Offensive foul by G. Antetokounmpo (drawn by R. McGruder),,11,5
41,1,6:27.0,Turnover by G. Antetokounmpo (offensive foul),,11,5
42,1,6:27.0,,W. Ellington enters the game for G. Dragić,11,5
43,1,6:27.0,,J. Johnson enters the game for L. Babbitt,11,5
44,1,6:27.0,G. Monroe enters the game for J. Henson,,11,5
45,1,6:15.0,,Shooting foul by T. Snell (drawn by D. Waiters),11,5
46,1,6:15.0,,D. Waiters makes free throw 1 of 2,11,6
47,1,6:15.0,,D. Waiters misses free throw 2 of 2,11,6
48,1,6:15.0,M. Beasley enters the game for T. Snell,,11,6
49,1,6:15.0,R. Vaughn enters the game for T. Maker,,11,6
50,1,6:14.0,Defensive rebound by G. Antetokounmpo,,11,6
51,1,5:53.0,M. Beasley misses 2-pt jump shot from 14 ft,,11,6
52,1,5:52.0,,Defensive rebound by H. Whiteside,11,6
53,1,5:48.0,,Personal block foul by M. Brogdon (drawn by D. Waiters),11,6
54,1,5:48.0,,Miami full timeout,11,6
55,1,5:31.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by J. Johnson),11,9
56,1,5:19.0,Turnover by G. Monroe (bad pass; steal by W. Ellington),,11,9
57,1,5:13.0,,R. McGruder misses 2-pt layup from 1 ft,11,9
58,1,5:12.0,Defensive rebound by G. Monroe,,11,9
59,1,5:06.0,R. Vaughn misses 3-pt jump shot from 25 ft,,11,9
60,1,5:05.0,,Defensive rebound by D. Waiters,11,9
61,1,4:59.0,,D. Waiters makes 2-pt layup from 1 ft,11,11
62,1,4:40.0,M. Brogdon misses 2-pt jump shot from 17 ft,,11,11
63,1,4:39.0,,Defensive rebound by W. Ellington,11,11
64,1,4:30.0,,H. Whiteside makes 2-pt jump shot from 3 ft (assist by J. Johnson),11,13
65,1,4:07.0,Shooting foul by J. Johnson (drawn by M. Beasley),,11,13
66,1,4:07.0,M. Beasley misses free throw 1 of 2,,11,13
67,1,4:07.0,Offensive rebound by Team,,11,13
68,1,4:07.0,,O. White enters the game for R. McGruder,11,13
69,1,4:07.0,M. Beasley makes free throw 2 of 2,,12,13
70,1,3:53.0,,W. Ellington makes 2-pt jump shot from 20 ft,12,15
71,1,3:34.0,G. Antetokounmpo makes 2-pt dunk at rim,,14,15
72,1,3:10.0,,W. Ellington misses 3-pt jump shot from 25 ft,14,15
73,1,3:09.0,Defensive rebound by M. Beasley,,14,15
74,1,3:01.0,Shooting block foul by O. White (drawn by G. Antetokounmpo),,14,15
75,1,3:01.0,G. Antetokounmpo makes free throw 1 of 2,,15,15
76,1,3:01.0,G. Antetokounmpo makes free throw 2 of 2,,16,15
77,1,2:56.0,,Miami full timeout,16,15
78,1,2:56.0,Milwaukee full timeout,,16,15
79,1,2:56.0,M. Dellavedova enters the game for M. Brogdon,,16,15
80,1,2:52.0,,Personal foul by G. Monroe (drawn by D. Waiters),16,15
81,1,2:52.0,,D. Waiters misses free throw 1 of 2,16,15
82,1,2:52.0,,Offensive rebound by Team,16,15
83,1,2:52.0,,D. Waiters makes free throw 2 of 2,16,16
84,1,2:40.0,Turnover by M. Dellavedova (bad pass; steal by O. White),,16,16
85,1,2:34.0,,W. Ellington makes 2-pt jump shot from 17 ft (assist by J. Johnson),16,18
86,1,2:12.0,,G. Dragić enters the game for D. Waiters,16,18
87,1,2:12.0,,W. Reed enters the game for H. Whiteside,16,18
88,1,2:06.0,M. Beasley makes 2-pt jump shot from 8 ft (assist by M. Dellavedova),,18,18
89,1,1:41.0,,J. Johnson misses 3-pt jump shot from 25 ft,18,18
90,1,1:40.0,Defensive rebound by M. Beasley,,18,18
91,1,1:29.0,G. Monroe misses 2-pt hook shot from 6 ft,,18,18
92,1,1:28.0,,Defensive rebound by W. Reed,18,18
93,1,1:22.0,,Shooting foul by M. Dellavedova (drawn by G. Dragić),18,18
94,1,1:22.0,,G. Dragić makes free throw 1 of 2,18,19
95,1,1:22.0,,G. Dragić makes free throw 2 of 2,18,20
96,1,1:03.0,Shooting block foul by W. Reed (drawn by G. Monroe),,18,20
97,1,1:03.0,G. Monroe makes free throw 1 of 2,,19,20
98,1,1:03.0,G. Monroe makes free throw 2 of 2,,20,20
99,1,0:52.0,,Shooting foul by M. Dellavedova (drawn by G. Dragić),20,20
100,1,0:52.0,,G. Dragić makes free throw 1 of 3,20,21
101,1,0:52.0,,G. Dragić makes free throw 2 of 3,20,22
102,1,0:52.0,,G. Dragić makes free throw 3 of 3,20,23
103,1,0:39.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,22,23
104,1,0:21.0,,J. Johnson makes 2-pt jump shot from 13 ft,22,25
105,1,0:03.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,22,25
106,1,0:02.0,,Defensive rebound by W. Ellington,22,25
107,1,0:00.0,,J. Johnson misses 3-pt jump shot from 45 ft,22,25
108,1,0:00.0,,Offensive rebound by Team,22,25
109,2,11:37.0,,W. Ellington misses 3-pt jump shot from 27 ft,22,25
110,2,11:36.0,Defensive rebound by T. Snell,,22,25
111,2,11:12.0,J. Parker misses 3-pt jump shot from 25 ft,,22,25
112,2,11:11.0,,Defensive rebound by W. Reed,22,25
113,2,11:03.0,,Turnover by G. Dragić (lost ball),22,25
114,2,10:52.0,M. Brogdon misses 2-pt jump shot from 8 ft,,22,25
115,2,10:50.0,,Defensive rebound by W. Reed,22,25
116,2,10:41.0,,Personal foul by R. Vaughn (drawn by O. White),22,25
117,2,10:31.0,,O. White misses 2-pt jump shot from 16 ft,22,25
118,2,10:30.0,Defensive rebound by M. Brogdon,,22,25
119,2,10:15.0,,Violation by J. Johnson (kicked ball),22,25
120,2,10:09.0,G. Monroe misses 2-pt hook shot from 5 ft,,22,25
121,2,10:08.0,,Defensive rebound by O. White,22,25
122,2,10:01.0,,Turnover by O. White (lost ball; steal by R. Vaughn),22,25
123,2,9:47.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Brogdon),,24,25
124,2,9:37.0,,Personal foul by R. Vaughn (drawn by W. Ellington),24,25
125,2,9:28.0,,W. Ellington makes 2-pt jump shot from 19 ft (assist by G. Dragić),24,27
126,2,9:15.0,M. Brogdon misses 3-pt jump shot from 25 ft,,24,27
127,2,9:14.0,,Defensive rebound by W. Ellington,24,27
128,2,9:07.0,,Offensive foul by J. Johnson (drawn by G. Monroe),24,27
129,2,9:07.0,,Turnover by J. Johnson (offensive foul),24,27
130,2,9:07.0,J. Henson enters the game for G. Monroe,,24,27
131,2,9:07.0,,L. Babbitt enters the game for J. Johnson,24,27
132,2,8:56.0,,Violation by W. Reed (def goaltending),24,27
133,2,8:56.0,J. Parker makes 2-pt jump shot from 5 ft,,26,27
134,2,8:42.0,,W. Reed misses 2-pt hook shot from 8 ft,26,27
135,2,8:41.0,Defensive rebound by J. Henson,,26,27
136,2,8:26.0,M. Brogdon misses 2-pt layup from 2 ft,,26,27
137,2,8:25.0,,Defensive rebound by L. Babbitt,26,27
138,2,8:19.0,,G. Dragić makes 2-pt jump shot from 6 ft,26,29
139,2,8:04.0,J. Parker makes 2-pt jump shot from 20 ft (assist by M. Brogdon),,28,29
140,2,7:52.0,,G. Dragić makes 3-pt jump shot from 25 ft,28,32
141,2,7:37.0,J. Parker misses 2-pt jump shot from 19 ft,,28,32
142,2,7:36.0,,Defensive rebound by L. Babbitt,28,32
143,2,7:29.0,,G. Dragić makes 2-pt jump shot from 2 ft,28,34
144,2,7:29.0,Milwaukee full timeout,,28,34
145,2,7:29.0,M. Dellavedova enters the game for R. Vaughn,,28,34
146,2,7:08.0,M. Dellavedova makes 2-pt jump shot from 9 ft,,30,34
147,2,6:49.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by G. Dragić),30,37
148,2,6:31.0,J. Parker misses 2-pt jump shot from 12 ft,,30,37
149,2,6:30.0,,Defensive rebound by W. Reed,30,37
150,2,6:20.0,,O. White misses 2-pt layup from 1 ft,30,37
151,2,6:19.0,Defensive rebound by J. Henson,,30,37
152,2,6:18.0,Turnover by J. Henson (bad pass),,30,37
153,2,6:18.0,,H. Whiteside enters the game for W. Reed,30,37
154,2,6:01.0,,Personal foul by J. Henson (drawn by H. Whiteside),30,37
155,2,6:01.0,G. Antetokounmpo enters the game for M. Brogdon,,30,37
156,2,6:01.0,,J. Johnson enters the game for O. White,30,37
157,2,5:45.0,,W. Ellington misses 3-pt jump shot from 25 ft,30,37
158,2,5:44.0,Defensive rebound by M. Dellavedova,,30,37
159,2,5:38.0,J. Parker makes 2-pt jump shot from 8 ft (assist by M. Dellavedova),,32,37
160,2,5:23.0,Official timeout,,32,37
161,2,5:23.0,,D. Waiters enters the game for G. Dragić,32,37
162,2,5:20.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),32,39
163,2,5:03.0,M. Dellavedova makes 2-pt jump shot from 7 ft,,34,39
164,2,4:45.0,,D. Waiters misses 2-pt layup from 3 ft,34,39
165,2,4:44.0,,Offensive rebound by H. Whiteside,34,39
166,2,4:43.0,,H. Whiteside makes 2-pt dunk at rim,34,41
167,2,4:14.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,34,41
168,2,4:13.0,,Defensive rebound by H. Whiteside,34,41
169,2,4:08.0,,J. Johnson misses 2-pt layup from 2 ft,34,41
170,2,4:07.0,Defensive rebound by Team,,34,41
171,2,3:52.0,J. Parker misses 2-pt jump shot from 15 ft,,34,41
172,2,3:51.0,Offensive rebound by J. Henson,,34,41
173,2,3:46.0,J. Henson misses 2-pt layup from 4 ft (block by H. Whiteside),,34,41
174,2,3:45.0,,Defensive rebound by H. Whiteside,34,41
175,2,3:31.0,,J. Johnson misses 3-pt jump shot from 24 ft,34,41
176,2,3:30.0,Defensive rebound by T. Snell,,34,41
177,2,3:17.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,34,41
178,2,3:16.0,Offensive rebound by G. Antetokounmpo,,34,41
179,2,3:14.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,34,41
180,2,3:13.0,,Defensive rebound by H. Whiteside,34,41
181,2,3:08.0,,D. Waiters makes 2-pt layup from 1 ft,34,43
182,2,2:41.0,Turnover by T. Snell (lost ball; steal by L. Babbitt),,34,43
183,2,2:28.0,,Miami full timeout,34,43
184,2,2:21.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),34,45
185,2,1:57.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by J. Parker),,37,45
186,2,1:30.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by J. Johnson),37,48
187,2,1:12.0,Shooting foul by L. Babbitt (drawn by J. Henson),,37,48
188,2,1:12.0,J. Henson makes free throw 1 of 2,,38,48
189,2,1:12.0,,G. Dragić enters the game for W. Ellington,38,48
190,2,1:12.0,,O. White enters the game for J. Johnson,38,48
191,2,1:12.0,J. Henson makes free throw 2 of 2,,39,48
192,2,1:01.0,,D. Waiters makes 2-pt layup from 2 ft,39,50
193,2,0:53.0,J. Parker misses 2-pt hook shot from 7 ft,,39,50
194,2,0:52.0,Offensive rebound by J. Henson,,39,50
195,2,0:51.0,J. Henson makes 2-pt dunk at rim,,41,50
196,2,0:37.0,,D. Waiters misses 3-pt jump shot from 25 ft,41,50
197,2,0:36.0,Defensive rebound by G. Antetokounmpo,,41,50
198,2,0:27.0,Turnover by J. Henson (bad pass),,41,50
199,2,0:05.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by G. Dragić),41,53
200,2,0:00.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Parker),,43,53
201,3,11:47.0,,Shooting foul by J. Henson (drawn by H. Whiteside),43,53
202,3,11:47.0,,H. Whiteside misses free throw 1 of 2,43,53
203,3,11:47.0,,Offensive rebound by Team,43,53
204,3,11:47.0,,H. Whiteside makes free throw 2 of 2,43,54
205,3,11:31.0,Personal foul by R. McGruder (drawn by M. Dellavedova),,43,54
206,3,11:18.0,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,46,54
207,3,10:57.0,,G. Dragić makes 2-pt jump shot from 10 ft,46,56
208,3,10:37.0,G. Antetokounmpo makes 2-pt hook shot from 10 ft,,48,56
209,3,10:20.0,,L. Babbitt makes 3-pt jump shot from 24 ft (assist by R. McGruder),48,59
210,3,10:01.0,Personal foul by R. McGruder (drawn by G. Antetokounmpo),,48,59
211,3,9:51.0,T. Snell makes 2-pt jump shot from 10 ft,,50,59
212,3,9:35.0,,Turnover by G. Dragić (bad pass),50,59
213,3,9:17.0,Turnover by G. Antetokounmpo (lost ball; steal by L. Babbitt),,50,59
214,3,9:12.0,,Shooting foul by T. Snell (drawn by D. Waiters),50,59
215,3,9:12.0,,D. Waiters misses free throw 1 of 2,50,59
216,3,9:12.0,,Offensive rebound by Team,50,59
217,3,9:12.0,,D. Waiters makes free throw 2 of 2,50,60
218,3,9:00.0,J. Henson makes 2-pt hook shot from 7 ft (assist by M. Dellavedova),,52,60
219,3,8:47.0,,L. Babbitt makes 2-pt jump shot from 19 ft (assist by G. Dragić),52,62
220,3,8:32.0,J. Henson misses 2-pt hook shot from 7 ft,,52,62
221,3,8:30.0,,Defensive rebound by H. Whiteside,52,62
222,3,8:22.0,,Turnover by D. Waiters (bad pass; steal by G. Antetokounmpo),52,62
223,3,8:21.0,Personal foul by L. Babbitt (drawn by G. Antetokounmpo),,52,62
224,3,8:14.0,Shooting foul by L. Babbitt (drawn by G. Antetokounmpo),,52,62
225,3,8:14.0,G. Antetokounmpo misses free throw 1 of 2,,52,62
226,3,8:14.0,Offensive rebound by Team,,52,62
227,3,8:14.0,,J. Johnson enters the game for L. Babbitt,52,62
228,3,8:14.0,G. Antetokounmpo makes free throw 2 of 2,,53,62
229,3,8:06.0,,Personal foul by T. Maker (drawn by G. Dragić),53,62
230,3,8:06.0,J. Parker enters the game for T. Maker,,53,62
231,3,7:56.0,,D. Waiters misses 3-pt jump shot from 24 ft,53,62
232,3,7:55.0,Defensive rebound by J. Parker,,53,62
233,3,7:32.0,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by J. Parker),,56,62
234,3,7:20.0,,G. Dragić misses 2-pt layup from 3 ft (block by J. Henson),56,62
235,3,7:19.0,,Offensive rebound by Team,56,62
236,3,7:19.0,M. Brogdon enters the game for M. Dellavedova,,56,62
237,3,7:08.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by J. Johnson),56,65
238,3,6:51.0,J. Parker misses 2-pt jump shot from 15 ft,,56,65
239,3,6:50.0,,Defensive rebound by H. Whiteside,56,65
240,3,6:35.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by R. McGruder),56,68
241,3,6:35.0,Milwaukee full timeout,,56,68
242,3,6:25.0,Personal foul by J. Johnson (drawn by J. Henson),,56,68
243,3,6:25.0,J. Henson misses free throw 1 of 2,,56,68
244,3,6:25.0,Offensive rebound by Team,,56,68
245,3,6:25.0,J. Henson makes free throw 2 of 2,,57,68
246,3,6:12.0,,J. Johnson makes 2-pt layup from 2 ft (assist by R. McGruder),57,70
247,3,6:12.0,,Shooting foul by J. Parker (drawn by J. Johnson),57,70
248,3,6:12.0,,W. Ellington enters the game for G. Dragić,57,70
249,3,6:12.0,,J. Johnson makes free throw 1 of 1,57,71
250,3,6:01.0,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),,59,71
251,3,5:35.0,,J. Johnson misses 2-pt layup from 2 ft,59,71
252,3,5:34.0,Defensive rebound by J. Henson,,59,71
253,3,5:25.0,Shooting foul by H. Whiteside (drawn by T. Snell),,59,71
254,3,5:25.0,T. Snell makes free throw 1 of 2,,60,71
255,3,5:25.0,T. Snell makes free throw 2 of 2,,61,71
256,3,5:06.0,,R. McGruder makes 2-pt dunk at rim (assist by D. Waiters),61,73
257,3,4:51.0,M. Brogdon misses 2-pt jump shot from 10 ft,,61,73
258,3,4:50.0,,Defensive rebound by H. Whiteside,61,73
259,3,4:40.0,,Turnover by D. Waiters (bad pass),61,73
260,3,4:40.0,M. Dellavedova enters the game for T. Snell,,61,73
261,3,4:20.0,J. Henson makes 2-pt hook shot from 10 ft (assist by J. Parker),,63,73
262,3,4:20.0,,Miami full timeout,63,73
263,3,4:20.0,G. Monroe enters the game for J. Henson,,63,73
264,3,4:20.0,,W. Reed enters the game for H. Whiteside,63,73
265,3,4:09.0,,Personal foul by G. Antetokounmpo (drawn by R. McGruder),63,73
266,3,4:09.0,,R. McGruder misses free throw 1 of 2,63,73
267,3,4:09.0,,Offensive rebound by Team,63,73
268,3,4:09.0,,R. McGruder makes free throw 2 of 2,63,74
269,3,3:49.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,66,74
270,3,3:31.0,,Turnover by W. Reed (bad pass; steal by M. Brogdon),66,74
271,3,3:24.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,66,74
272,3,3:23.0,,Defensive rebound by W. Ellington,66,74
273,3,3:15.0,,D. Waiters makes 2-pt layup from 2 ft,66,76
274,3,2:59.0,G. Monroe misses 2-pt layup from 2 ft (block by W. Reed),,66,76
275,3,2:58.0,Offensive rebound by G. Monroe,,66,76
276,3,2:57.0,G. Monroe misses 2-pt hook shot from 9 ft,,66,76
277,3,2:52.0,,Defensive rebound by D. Waiters,66,76
278,3,2:45.0,,R. McGruder misses 2-pt layup from 2 ft,66,76
279,3,2:44.0,,Offensive rebound by W. Reed,66,76
280,3,2:43.0,,W. Reed makes 2-pt layup from 1 ft,66,78
281,3,2:26.0,Turnover by J. Parker (lost ball; steal by D. Waiters),,66,78
282,3,2:20.0,,J. Johnson misses 2-pt layup from 2 ft,66,78
283,3,2:19.0,Defensive rebound by M. Brogdon,,66,78
284,3,2:04.0,J. Parker misses 3-pt jump shot from 24 ft,,66,78
285,3,2:03.0,,Defensive rebound by J. Johnson,66,78
286,3,1:48.0,,W. Ellington misses 3-pt jump shot from 25 ft,66,78
287,3,1:47.0,Defensive rebound by J. Parker,,66,78
288,3,1:33.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,66,78
289,3,1:32.0,Offensive rebound by Team,,66,78
290,3,1:32.0,,Loose ball foul by W. Reed (drawn by G. Monroe),66,78
291,3,1:32.0,G. Monroe makes free throw 1 of 2,,67,78
292,3,1:32.0,G. Monroe misses free throw 2 of 2,,67,78
293,3,1:32.0,M. Beasley enters the game for G. Antetokounmpo,,67,78
294,3,1:32.0,,O. White enters the game for R. McGruder,67,78
295,3,1:31.0,Offensive rebound by J. Parker,,67,78
296,3,1:27.0,Turnover by J. Parker (lost ball; steal by J. Johnson),,67,78
297,3,1:07.0,,J. Johnson misses 3-pt jump shot from 25 ft,67,78
298,3,1:06.0,Defensive rebound by J. Parker,,67,78
299,3,0:58.0,J. Parker misses 2-pt layup from 1 ft,,67,78
300,3,0:58.0,Offensive rebound by G. Monroe,,67,78
301,3,0:57.0,G. Monroe makes 2-pt layup from 1 ft,,69,78
302,3,0:45.0,,D. Waiters makes 2-pt jump shot from 9 ft,69,80
303,3,0:37.0,Personal foul by D. Waiters (drawn by M. Brogdon),,69,80
304,3,0:37.0,M. Brogdon makes free throw 1 of 2,,70,80
305,3,0:37.0,M. Brogdon makes free throw 2 of 2,,71,80
306,3,0:17.0,,D. Waiters misses 2-pt jump shot from 20 ft,71,80
307,3,0:16.0,Defensive rebound by G. Monroe,,71,80
308,3,0:11.0,Turnover by G. Monroe (lost ball; steal by W. Ellington),,71,80
309,3,0:03.0,,D. Waiters makes 2-pt layup from 2 ft,71,82
310,3,0:00.0,J. Parker misses 3-pt jump shot from 32 ft,,71,82
311,3,0:00.0,Offensive rebound by Team,,71,82
312,4,11:43.0,M. Beasley misses 2-pt jump shot from 15 ft,,71,82
313,4,11:42.0,,Defensive rebound by W. Ellington,71,82
314,4,11:27.0,,Turnover by J. Johnson (bad pass; steal by J. Parker),71,82
315,4,11:05.0,M. Beasley makes 2-pt jump shot from 10 ft,,73,82
316,4,10:36.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),73,85
317,4,10:23.0,Turnover by M. Beasley (bad pass; steal by G. Dragić),,73,85
318,4,10:05.0,,G. Dragić makes 2-pt jump shot from 9 ft,73,87
319,4,9:50.0,M. Brogdon misses 2-pt layup from 2 ft,,73,87
320,4,9:49.0,Offensive rebound by G. Monroe,,73,87
321,4,9:48.0,G. Monroe makes 2-pt layup from 2 ft,,75,87
322,4,9:30.0,,J. Johnson misses 2-pt layup from 1 ft,75,87
323,4,9:29.0,Defensive rebound by G. Monroe,,75,87
324,4,9:27.0,Personal foul by G. Dragić (drawn by M. Brogdon),,75,87
325,4,9:27.0,G. Antetokounmpo enters the game for M. Beasley,,75,87
326,4,9:23.0,J. Parker makes 2-pt dunk at rim,,77,87
327,4,9:00.0,,Shooting foul by M. Brogdon (drawn by G. Dragić),77,87
328,4,9:00.0,,G. Dragić makes free throw 1 of 2,77,88
329,4,9:00.0,,G. Dragić misses free throw 2 of 2,77,88
330,4,8:59.0,Defensive rebound by G. Antetokounmpo,,77,88
331,4,8:39.0,J. Parker misses 2-pt jump shot from 10 ft,,77,88
332,4,8:38.0,,Defensive rebound by O. White,77,88
333,4,8:29.0,,W. Ellington misses 3-pt jump shot from 25 ft,77,88
334,4,8:28.0,,Offensive rebound by J. Johnson,77,88
335,4,8:27.0,,J. Johnson makes 2-pt dunk at rim,77,90
336,4,8:27.0,Milwaukee full timeout,,77,90
337,4,8:27.0,T. Maker enters the game for G. Monroe,,77,90
338,4,8:19.0,M. Dellavedova misses 2-pt jump shot from 9 ft,,77,90
339,4,8:18.0,Offensive rebound by G. Antetokounmpo,,77,90
340,4,8:17.0,G. Antetokounmpo misses 2-pt layup at rim,,77,90
341,4,8:16.0,Offensive rebound by G. Antetokounmpo,,77,90
342,4,8:15.0,Personal foul by O. White (drawn by G. Antetokounmpo),,77,90
343,4,8:15.0,G. Antetokounmpo makes free throw 1 of 2,,78,90
344,4,8:15.0,G. Antetokounmpo makes free throw 2 of 2,,79,90
345,4,7:55.0,,J. Johnson misses 2-pt jump shot from 16 ft,79,90
346,4,7:55.0,Defensive rebound by J. Parker,,79,90
347,4,7:49.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,79,90
348,4,7:48.0,,Defensive rebound by O. White,79,90
349,4,7:22.0,,G. Dragić makes 2-pt jump shot from 12 ft,79,92
350,4,7:06.0,T. Maker makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,82,92
351,4,6:42.0,,W. Ellington misses 3-pt jump shot from 25 ft,82,92
352,4,6:41.0,Defensive rebound by G. Antetokounmpo,,82,92
353,4,6:35.0,Shooting foul by W. Reed (drawn by T. Maker),,82,92
354,4,6:35.0,T. Maker makes free throw 1 of 2,,83,92
355,4,6:35.0,T. Maker misses free throw 2 of 2,,83,92
356,4,6:35.0,,Defensive rebound by Team,83,92
357,4,6:33.0,,Miami full timeout,83,92
358,4,6:33.0,,H. Whiteside enters the game for W. Reed,83,92
359,4,6:14.0,,G. Dragić misses 3-pt jump shot from 25 ft,83,92
360,4,6:13.0,Defensive rebound by G. Antetokounmpo,,83,92
361,4,6:02.0,T. Maker misses 3-pt jump shot from 25 ft,,83,92
362,4,6:01.0,,Defensive rebound by J. Johnson,83,92
363,4,5:57.0,,Shooting foul by T. Maker (drawn by H. Whiteside),83,92
364,4,5:57.0,,H. Whiteside misses free throw 1 of 2,83,92
365,4,5:57.0,,Offensive rebound by Team,83,92
366,4,5:57.0,,D. Waiters enters the game for O. White,83,92
367,4,5:57.0,,H. Whiteside makes free throw 2 of 2,83,93
368,4,5:48.0,M. Brogdon makes 2-pt layup from 1 ft (assist by M. Dellavedova),,85,93
369,4,5:26.0,,H. Whiteside makes 2-pt hook shot from 5 ft,85,95
370,4,5:26.0,,Technical foul by J. Johnson,85,95
371,4,5:26.0,M. Dellavedova makes technical free throw,,86,95
372,4,5:16.0,T. Maker misses 2-pt layup from 2 ft,,86,95
373,4,5:15.0,,Defensive rebound by H. Whiteside,86,95
374,4,5:05.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by D. Waiters),86,98
375,4,4:51.0,Personal foul by J. Johnson (drawn by J. Parker),,86,98
376,4,4:46.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,86,98
377,4,4:45.0,,Defensive rebound by H. Whiteside,86,98
378,4,4:33.0,,D. Waiters misses 2-pt jump shot from 19 ft,86,98
379,4,4:32.0,Defensive rebound by G. Antetokounmpo,,86,98
380,4,4:22.0,J. Parker makes 2-pt jump shot from 5 ft,,88,98
381,4,4:08.0,,Turnover by G. Dragić (lost ball; steal by T. Maker),88,98
