,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MIAMI_ACTION,GOLDEN STATE_SCORE,MIAMI_SCORE
387,4,6:51.0,,L. Babbitt makes flagrant free throw 1 of 2,84,91
388,4,6:51.0,,L. Babbitt makes flagrant free throw 2 of 2,84,92
389,4,6:43.0,,Personal foul by S. Livingston (drawn by G. Dragić),84,92
390,4,6:43.0,,G. Dragić makes free throw 1 of 2,84,93
391,4,6:43.0,,G. Dragić misses free throw 2 of 2,84,93
392,4,6:43.0,K. Thompson enters the game for Z. Pachulia,,84,93
393,4,6:42.0,Defensive rebound by K. Durant,,84,93
394,4,6:25.0,K. Durant makes 2-pt jump shot from 18 ft,,86,93
395,4,6:02.0,,W. Ellington misses 2-pt jump shot from 16 ft,86,93
396,4,6:01.0,Defensive rebound by K. Thompson,,86,93
397,4,5:52.0,Turnover by D. Green (bad pass; steal by L. Babbitt),,86,93
398,4,5:28.0,,G. Dragić misses 2-pt jump shot from 8 ft (block by D. Green),86,93
399,4,5:27.0,Defensive rebound by S. Curry,,86,93
400,4,5:15.0,K. Thompson misses 3-pt jump shot from 24 ft,,86,93
401,4,5:14.0,,Defensive rebound by H. Whiteside,86,93
402,4,5:08.0,,Miami full timeout,86,93
403,4,5:08.0,,D. Waiters enters the game for L. Babbitt,86,93
404,4,5:08.0,,J. Johnson enters the game for O. White,86,93
405,4,4:58.0,,D. Waiters makes 2-pt jump shot from 10 ft,86,95
406,4,4:58.0,,Shooting foul by S. Livingston (drawn by D. Waiters),86,95
407,4,4:58.0,,D. Waiters makes free throw 1 of 1,86,96
408,4,4:49.0,Shooting foul by H. Whiteside (drawn by K. Durant),,86,96
409,4,4:49.0,K. Durant makes free throw 1 of 2,,87,96
410,4,4:49.0,K. Durant makes free throw 2 of 2,,88,96
411,4,4:34.0,,J. Johnson misses 2-pt layup from 2 ft (block by S. Curry),88,96
412,4,4:33.0,Defensive rebound by K. Durant,,88,96
413,4,4:22.0,Turnover by S. Curry (bad pass; steal by W. Ellington),,88,96
414,4,4:03.0,,D. Waiters makes 2-pt jump shot from 18 ft,88,98
415,4,3:52.0,S. Curry misses 3-pt jump shot from 26 ft,,88,98
416,4,3:51.0,,Defensive rebound by D. Waiters,88,98
417,4,3:33.0,Violation by D. Green (kicked ball),,88,98
418,4,3:19.0,,Turnover by Team (shot clock),88,98
419,4,3:13.0,Shooting foul by H. Whiteside (drawn by S. Curry),,88,98
420,4,3:13.0,S. Curry makes free throw 1 of 2,,89,98
421,4,3:13.0,S. Curry makes free throw 2 of 2,,90,98
422,4,3:10.0,,Personal take foul by K. Durant (drawn by H. Whiteside),90,98
423,4,3:10.0,,H. Whiteside misses free throw 1 of 2,90,98
424,4,3:10.0,,Offensive rebound by Team,90,98
425,4,3:10.0,,H. Whiteside misses free throw 2 of 2,90,98
426,4,3:09.0,Defensive rebound by S. Livingston,,90,98
427,4,3:03.0,D. Green misses 2-pt layup from 2 ft (block by J. Johnson),,90,98
428,4,3:02.0,Offensive rebound by S. Livingston,,90,98
429,4,3:01.0,,O. White enters the game for H. Whiteside,90,98
430,4,2:57.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,93,98
431,4,2:35.0,,W. Ellington misses 3-pt jump shot from 25 ft,93,98
432,4,2:34.0,Defensive rebound by S. Livingston,,93,98
433,4,2:26.0,,Offensive charge foul by K. Thompson (drawn by O. White),93,98
434,4,2:26.0,Turnover by K. Thompson (offensive foul),,93,98
435,4,2:26.0,Golden State full timeout,,93,98
436,4,2:09.0,,D. Waiters misses 2-pt jump shot from 15 ft,93,98
437,4,2:08.0,Defensive rebound by K. Thompson,,93,98
438,4,1:54.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),,96,98
439,4,1:47.0,,Miami full timeout,96,98
440,4,1:47.0,,H. Whiteside enters the game for O. White,96,98
441,4,1:31.0,,D. Waiters makes 3-pt jump shot from 24 ft,96,101
442,4,1:19.0,K. Durant misses 3-pt jump shot from 24 ft,,96,101
443,4,1:18.0,Offensive rebound by D. Green,,96,101
444,4,1:17.0,Turnover by S. Livingston (bad pass),,96,101
445,4,0:57.0,,D. Waiters misses 2-pt jump shot from 6 ft,96,101
446,4,0:56.0,Defensive rebound by S. Livingston,,96,101
447,4,0:50.0,K. Durant makes 2-pt layup from 1 ft (assist by D. Green),,98,101
448,4,0:26.0,,D. Waiters misses 2-pt jump shot from 19 ft,98,101
449,4,0:26.0,Defensive rebound by S. Curry,,98,101
450,4,0:21.0,S. Livingston makes 2-pt layup from 1 ft (assist by S. Curry),,100,101
451,4,0:21.0,,Miami full timeout,100,101
452,4,0:21.0,,O. White enters the game for H. Whiteside,100,101
453,4,0:19.0,,Miami full timeout,100,101
454,4,0:19.0,Violation by K. Durant (kicked ball),,100,101
455,4,0:18.0,,Personal foul by D. Green (drawn by G. Dragić),100,101
456,4,0:18.0,,G. Dragić misses free throw 1 of 2,100,101
457,4,0:18.0,,Offensive rebound by Team,100,101
458,4,0:18.0,Z. Pachulia enters the game for K. Thompson,,100,101
459,4,0:18.0,K. Thompson enters the game for Z. Pachulia,,100,102
460,4,0:18.0,,G. Dragić makes free throw 2 of 2,100,102
461,4,0:18.0,Golden State full timeout,,100,102
462,4,0:12.0,K. Durant makes 2-pt dunk at rim,,102,102
463,4,0:01.0,,D. Waiters makes 3-pt jump shot from 25 ft,102,105
464,4,0:01.0,Golden State full timeout,,102,105
465,4,0:01.0,,H. Whiteside enters the game for W. Ellington,102,105
466,4,0:00.0,S. Curry misses 2-pt jump shot from 22 ft,,102,105
467,4,0:00.0,Offensive rebound by Team,,102,105
