,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHILADELPHIA_ACTION,GOLDEN STATE_SCORE,PHILADELPHIA_SCORE
80,1,2:56.0,K. Durant misses 2-pt jump shot from 15 ft,,26,29
81,1,2:54.0,Offensive rebound by K. Durant,,26,29
82,1,2:52.0,S. Curry misses 3-pt jump shot from 27 ft,,26,29
83,1,2:50.0,Offensive rebound by A. Iguodala,,26,29
84,1,2:36.0,K. Durant misses 2-pt jump shot from 4 ft,,26,29
85,1,2:35.0,Offensive rebound by K. Durant,,26,29
86,1,2:35.0,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Durant),,26,29
87,1,2:35.0,K. Durant makes free throw 1 of 2,,27,29
88,1,2:35.0,K. Durant makes free throw 2 of 2,,28,29
89,1,2:26.0,,D. Šarić misses 3-pt jump shot from 25 ft,28,29
90,1,2:25.0,,Offensive rebound by R. Holmes,28,29
91,1,2:23.0,,R. Holmes makes 2-pt jump shot from 9 ft,28,31
92,1,2:08.0,S. Curry misses 3-pt jump shot from 24 ft,,28,31
93,1,2:05.0,Offensive rebound by J. McGee,,28,31
94,1,2:02.0,Turnover by A. Iguodala (bad pass; steal by D. Šarić),,28,31
95,1,1:53.0,,Turnover by T. Luwawu-Cabarrot (bad pass),28,31
96,1,1:53.0,D. Green enters the game for K. Durant,,28,31
97,1,1:37.0,J. McGee misses 2-pt jump shot from 4 ft (block by R. Holmes),,28,31
98,1,1:36.0,,Defensive rebound by D. Šarić,28,31
99,1,1:31.0,,N. Stauskas misses 3-pt jump shot from 26 ft,28,31
100,1,1:29.0,Defensive rebound by D. Green,,28,31
101,1,1:14.0,S. Curry misses 3-pt jump shot from 26 ft,,28,31
102,1,1:13.0,,Defensive rebound by N. Stauskas,28,31
103,1,1:02.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,28,31
104,1,1:01.0,Defensive rebound by P. McCaw,,28,31
105,1,1:00.0,Personal foul by S. Rodríguez (drawn by P. McCaw),,28,31
106,1,1:00.0,P. McCaw makes free throw 1 of 2,,29,31
107,1,1:00.0,P. McCaw makes free throw 2 of 2,,30,31
108,1,0:45.0,,D. Šarić misses 3-pt jump shot from 25 ft,30,31
109,1,0:44.0,,Offensive rebound by R. Holmes,30,31
110,1,0:38.0,,N. Stauskas misses 3-pt jump shot from 25 ft,30,31
111,1,0:36.0,Defensive rebound by A. Iguodala,,30,31
112,1,0:33.0,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),,32,31
113,1,0:18.0,,Personal foul by J. McGee (drawn by R. Holmes),32,31
114,1,0:18.0,S. Livingston enters the game for S. Curry,,32,31
115,1,0:18.0,D. West enters the game for J. McGee,,32,31
116,1,0:06.0,,S. Rodríguez misses 3-pt jump shot from 27 ft,32,31
117,1,0:04.0,,Offensive rebound by T. Luwawu-Cabarrot,32,31
118,1,0:04.0,,Turnover by Team (shot clock),32,31
119,1,0:04.0,S. Curry enters the game for P. McCaw,,32,31
120,1,0:00.0,S. Curry misses 2-pt hook shot from 6 ft,,32,31
121,1,0:00.0,Offensive rebound by Team,,32,31
122,2,11:46.0,D. West makes 2-pt jump shot from 17 ft (assist by D. Green),,34,31
123,2,11:19.0,,S. Rodríguez misses 2-pt jump shot from 15 ft,34,31
124,2,11:18.0,Defensive rebound by D. Green,,34,31
125,2,11:08.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),,37,31
126,2,11:06.0,,Philadelphia full timeout,37,31
127,2,10:51.0,,D. Šarić makes 2-pt jump shot from 18 ft,37,33
128,2,10:35.0,Shooting block foul by D. Šarić (drawn by D. Green),,37,33
129,2,10:35.0,D. Green misses free throw 1 of 2,,37,33
130,2,10:35.0,Offensive rebound by Team,,37,33
131,2,10:35.0,D. Green misses free throw 2 of 2,,37,33
132,2,10:35.0,,T. McConnell enters the game for S. Rodríguez,37,33
133,2,10:35.0,,J. Okafor enters the game for R. Holmes,37,33
134,2,10:34.0,,Defensive rebound by D. Šarić,37,33
135,2,10:22.0,,Shooting foul by D. West (drawn by G. Henderson),37,33
136,2,10:22.0,,G. Henderson makes free throw 1 of 2,37,34
137,2,10:22.0,,G. Henderson makes free throw 2 of 2,37,35
138,2,10:04.0,K. Thompson misses 2-pt jump shot from 18 ft,,37,35
139,2,10:03.0,,Defensive rebound by J. Anderson,37,35
140,2,9:43.0,,G. Henderson misses 2-pt layup from 2 ft,37,35
141,2,9:42.0,Defensive rebound by A. Iguodala,,37,35
142,2,9:33.0,,R. Covington enters the game for D. Šarić,37,35
143,2,9:30.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Livingston),,39,35
144,2,9:16.0,,G. Henderson misses 2-pt jump shot from 11 ft,39,35
145,2,9:14.0,Defensive rebound by D. West,,39,35
146,2,9:11.0,Personal foul by T. McConnell,,39,35
147,2,9:11.0,K. Thompson makes free throw 1 of 2,,40,35
148,2,9:11.0,,S. Rodríguez enters the game for T. McConnell,40,35
149,2,9:11.0,K. Thompson makes free throw 2 of 2,,41,35
150,2,8:49.0,,Turnover by J. Okafor (bad pass),41,35
151,2,8:40.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,43,35
152,2,8:26.0,,Turnover by J. Okafor (lost ball; steal by D. Green),43,35
153,2,8:20.0,Shooting foul by J. Anderson (drawn by D. West),,43,35
154,2,8:20.0,D. West makes free throw 1 of 2,,44,35
155,2,8:20.0,D. West makes free throw 2 of 2,,45,35
156,2,7:56.0,,Turnover by J. Anderson (lost ball),45,35
157,2,7:45.0,D. West misses 2-pt jump shot from 19 ft,,45,35
158,2,7:44.0,,Defensive rebound by J. Okafor,45,35
159,2,7:37.0,Offensive charge foul by J. Okafor (drawn by D. West),,45,35
160,2,7:37.0,,Turnover by J. Okafor (offensive foul),45,35
161,2,7:37.0,,R. Holmes enters the game for J. Okafor,45,35
162,2,7:37.0,K. Durant enters the game for D. Green,,45,35
163,2,7:37.0,P. McCaw enters the game for A. Iguodala,,45,35
164,2,7:20.0,Personal foul by R. Covington (drawn by D. West),,45,35
165,2,7:16.0,Turnover by K. Thompson (bad pass),,45,35
166,2,7:05.0,,J. Anderson misses 3-pt jump shot from 26 ft,45,35
167,2,7:04.0,Defensive rebound by Team,,45,35
168,2,7:04.0,,Loose ball foul by S. Rodríguez (drawn by S. Livingston),45,35
169,2,7:04.0,S. Livingston misses free throw 1 of 2,,45,35
170,2,7:04.0,Offensive rebound by Team,,45,35
171,2,7:04.0,,D. Šarić enters the game for J. Anderson,45,35
172,2,7:04.0,S. Livingston makes free throw 2 of 2,,46,35
173,2,6:43.0,,R. Covington makes 2-pt layup from 1 ft (assist by D. Šarić),46,37
174,2,6:24.0,K. Durant misses 2-pt jump shot from 18 ft,,46,37
175,2,6:23.0,,Defensive rebound by G. Henderson,46,37
176,2,6:17.0,,G. Henderson misses 2-pt layup from 2 ft,46,37
177,2,6:15.0,,Offensive rebound by G. Henderson,46,37
178,2,6:10.0,,S. Rodríguez misses 3-pt jump shot from 28 ft,46,37
179,2,6:09.0,,Offensive rebound by D. Šarić,46,37
180,2,6:07.0,,G. Henderson makes 3-pt jump shot from 26 ft (assist by D. Šarić),46,40
181,2,6:05.0,Golden State full timeout,,46,40
182,2,6:05.0,S. Curry enters the game for K. Thompson,,46,40
183,2,6:05.0,D. Green enters the game for D. West,,46,40
184,2,5:51.0,S. Curry misses 3-pt jump shot from 27 ft,,46,40
185,2,5:49.0,,Defensive rebound by R. Covington,46,40
186,2,5:42.0,,R. Holmes makes 2-pt layup from 1 ft (assist by S. Rodríguez),46,42
187,2,5:33.0,D. Green misses 2-pt jump shot from 4 ft (block by R. Holmes),,46,42
188,2,5:33.0,Offensive rebound by Team,,46,42
189,2,5:30.0,K. Durant misses 3-pt jump shot from 26 ft,,46,42
190,2,5:29.0,,Defensive rebound by S. Rodríguez,46,42
191,2,5:15.0,,G. Henderson makes 3-pt jump shot from 26 ft (assist by D. Šarić),46,45
192,2,4:51.0,S. Curry makes 2-pt layup from 1 ft,,48,45
193,2,4:38.0,,D. Šarić makes 2-pt layup from 1 ft,48,47
194,2,4:32.0,Shooting block foul by D. Šarić (drawn by K. Durant),,48,47
195,2,4:32.0,K. Durant makes free throw 1 of 2,,49,47
196,2,4:32.0,,N. Stauskas enters the game for G. Henderson,49,47
197,2,4:32.0,K. Thompson enters the game for P. McCaw,,49,47
198,2,4:32.0,A. Iguodala enters the game for S. Livingston,,49,47
199,2,4:32.0,K. Durant makes free throw 2 of 2,,50,47
200,2,4:23.0,,Turnover by D. Šarić (bad pass; steal by K. Thompson),50,47
201,2,4:12.0,Turnover by S. Curry (bad pass; steal by R. Covington),,50,47
202,2,4:07.0,,R. Covington makes 2-pt layup from 2 ft (assist by S. Rodríguez),50,49
203,2,3:51.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,52,49
204,2,3:34.0,,D. Šarić misses 2-pt jump shot from 5 ft,52,49
205,2,3:32.0,,Offensive rebound by R. Covington,52,49
206,2,3:30.0,,R. Holmes misses 2-pt layup from 1 ft,52,49
207,2,3:28.0,Defensive rebound by Team,,52,49
208,2,3:18.0,S. Curry misses 2-pt jump shot from 13 ft,,52,49
209,2,3:16.0,,Defensive rebound by R. Covington,52,49
210,2,3:09.0,,D. Šarić misses 3-pt jump shot from 26 ft,52,49
211,2,3:08.0,Defensive rebound by A. Iguodala,,52,49
212,2,3:02.0,K. Durant misses 3-pt jump shot from 28 ft,,52,49
213,2,3:00.0,Offensive rebound by Team,,52,49
214,2,3:00.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,52,49
215,2,2:59.0,Shooting foul by N. Stauskas (drawn by K. Thompson),,52,49
216,2,2:59.0,Official timeout,,52,49
217,2,2:59.0,K. Thompson makes free throw 1 of 2,,53,49
218,2,2:59.0,K. Thompson makes free throw 2 of 2,,54,49
219,2,2:47.0,,Shooting foul by K. Thompson (drawn by N. Stauskas),54,49
220,2,2:47.0,,N. Stauskas misses free throw 1 of 3,54,49
221,2,2:47.0,,Offensive rebound by Team,54,49
222,2,2:47.0,,N. Stauskas makes free throw 2 of 3,54,50
223,2,2:47.0,,N. Stauskas makes free throw 3 of 3,54,51
224,2,2:30.0,S. Curry misses 3-pt jump shot from 26 ft,,54,51
225,2,2:29.0,,Defensive rebound by T. Luwawu-Cabarrot,54,51
226,2,2:08.0,,N. Stauskas makes 3-pt jump shot from 26 ft,54,54
227,2,1:54.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,56,54
228,2,1:40.0,,Turnover by R. Covington (bad pass; steal by A. Iguodala),56,54
229,2,1:33.0,Shooting foul by T. Luwawu-Cabarrot (drawn by S. Curry),,56,54
230,2,1:33.0,S. Curry makes free throw 1 of 2,,57,54
231,2,1:33.0,S. Curry makes free throw 2 of 2,,58,54
232,2,1:21.0,,R. Holmes makes 2-pt dunk at rim (assist by S. Rodríguez),58,56
233,2,1:04.0,Shooting foul by R. Holmes (drawn by D. Green),,58,56
234,2,1:04.0,D. Green makes free throw 1 of 2,,59,56
235,2,1:04.0,D. Green misses free throw 2 of 2,,59,56
236,2,1:04.0,,G. Henderson enters the game for R. Covington,59,56
237,2,1:02.0,,Defensive rebound by N. Stauskas,59,56
238,2,0:54.0,,S. Rodríguez misses 3-pt jump shot from 24 ft,59,56
239,2,0:52.0,Defensive rebound by A. Iguodala,,59,56
240,2,0:46.0,K. Thompson misses 3-pt jump shot from 24 ft,,59,56
241,2,0:45.0,Offensive rebound by S. Curry,,59,56
242,2,0:40.0,K. Durant misses 3-pt jump shot from 25 ft,,59,56
243,2,0:39.0,,Defensive rebound by Team,59,56
244,2,0:39.0,,Philadelphia full timeout,59,56
245,2,0:29.0,,G. Henderson misses 3-pt jump shot from 25 ft,59,56
246,2,0:26.0,Defensive rebound by A. Iguodala,,59,56
247,2,0:06.0,K. Thompson misses 3-pt jump shot from 27 ft,,59,56
248,2,0:04.0,,Defensive rebound by S. Rodríguez,59,56
249,2,0:00.0,,S. Rodríguez misses 3-pt jump shot from 36 ft,59,56
250,2,0:00.0,,Offensive rebound by Team,59,56
251,3,11:44.0,D. Green misses 2-pt dunk at rim,,59,56
252,3,11:43.0,Offensive rebound by Z. Pachulia,,59,56
253,3,11:41.0,K. Durant makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,62,56
254,3,11:19.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),62,59
255,3,11:06.0,Z. Pachulia makes 2-pt layup from 2 ft,,64,59
256,3,11:06.0,Shooting foul by J. Okafor (drawn by Z. Pachulia),,64,59
257,3,11:06.0,Z. Pachulia makes free throw 1 of 1,,65,59
258,3,10:58.0,,R. Covington misses 3-pt jump shot from 26 ft,65,59
259,3,10:56.0,Defensive rebound by K. Durant,,65,59
260,3,10:51.0,K. Durant misses 2-pt jump shot from 4 ft,,65,59
261,3,10:49.0,,Defensive rebound by G. Henderson,65,59
262,3,10:45.0,,Personal foul by S. Curry (drawn by G. Henderson),65,59
263,3,10:36.0,,D. Šarić misses 3-pt jump shot from 26 ft,65,59
264,3,10:34.0,Defensive rebound by K. Durant,,65,59
265,3,10:26.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),,67,59
266,3,10:04.0,,Turnover by R. Covington (bad pass; steal by D. Green),67,59
267,3,10:00.0,K. Durant makes 2-pt dunk at rim (assist by D. Green),,69,59
268,3,10:00.0,,Philadelphia full timeout,69,59
269,3,9:44.0,Offensive charge foul by J. Okafor (drawn by D. Green),,69,59
270,3,9:44.0,,Turnover by J. Okafor (offensive foul),69,59
271,3,9:44.0,,R. Holmes enters the game for J. Okafor,69,59
272,3,9:28.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Green),,71,59
273,3,9:13.0,,Shooting foul by S. Curry (drawn by G. Henderson),71,59
274,3,9:13.0,,G. Henderson makes free throw 1 of 2,71,60
275,3,9:13.0,,G. Henderson makes free throw 2 of 2,71,61
276,3,9:01.0,S. Curry misses 3-pt jump shot from 27 ft,,71,61
277,3,8:59.0,,Defensive rebound by R. Holmes,71,61
278,3,8:53.0,,Turnover by T. McConnell (bad pass; steal by S. Curry),71,61
279,3,8:44.0,Shooting foul by R. Holmes (drawn by Z. Pachulia),,71,61
280,3,8:44.0,Z. Pachulia makes free throw 1 of 2,,72,61
281,3,8:44.0,Z. Pachulia makes free throw 2 of 2,,73,61
282,3,8:32.0,,G. Henderson misses 2-pt jump shot from 14 ft,73,61
283,3,8:30.0,Defensive rebound by Z. Pachulia,,73,61
284,3,8:19.0,Turnover by D. Green (bad pass; steal by R. Covington),,73,61
285,3,8:11.0,,R. Holmes misses 2-pt jump shot from 3 ft,73,61
286,3,8:09.0,Defensive rebound by K. Durant,,73,61
287,3,8:03.0,S. Curry misses 2-pt layup from 2 ft,,73,61
288,3,8:01.0,,Defensive rebound by D. Šarić,73,61
289,3,7:54.0,,R. Covington misses 3-pt jump shot from 29 ft,73,61
290,3,7:52.0,,Offensive rebound by T. McConnell,73,61
291,3,7:52.0,,T. McConnell makes 2-pt layup from 1 ft,73,63
292,3,7:40.0,Turnover by D. Green (lost ball; steal by T. McConnell),,73,63
293,3,7:35.0,,R. Covington makes 2-pt dunk at rim (assist by T. McConnell),73,65
294,3,7:35.0,Golden State full timeout,,73,65
295,3,7:20.0,K. Durant misses 2-pt jump shot from 16 ft,,73,65
296,3,7:18.0,,Defensive rebound by T. McConnell,73,65
297,3,7:12.0,,D. Šarić misses 3-pt jump shot from 25 ft,73,65
298,3,7:11.0,Defensive rebound by Z. Pachulia,,73,65
299,3,6:51.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),,75,65
300,3,6:45.0,,R. Covington misses 3-pt jump shot from 24 ft,75,65
301,3,6:42.0,Defensive rebound by K. Thompson,,75,65
302,3,6:32.0,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),,77,65
303,3,6:25.0,,Turnover by R. Covington (bad pass; steal by K. Thompson),77,65
304,3,6:18.0,Turnover by S. Curry (bad pass; steal by G. Henderson),,77,65
305,3,6:12.0,,R. Holmes makes 3-pt jump shot from 25 ft (assist by G. Henderson),77,68
306,3,5:55.0,S. Curry misses 2-pt layup from 2 ft,,77,68
307,3,5:54.0,,Defensive rebound by R. Covington,77,68
308,3,5:47.0,,R. Covington misses 3-pt jump shot from 25 ft,77,68
309,3,5:42.0,,Offensive rebound by D. Šarić,77,68
310,3,5:41.0,,D. Šarić misses 2-pt layup from 1 ft (block by Z. Pachulia),77,68
311,3,5:39.0,Defensive rebound by Z. Pachulia,,77,68
312,3,5:34.0,K. Thompson misses 3-pt jump shot from 25 ft,,77,68
313,3,5:32.0,,Defensive rebound by D. Šarić,77,68
314,3,5:09.0,,Turnover by D. Šarić (lost ball; steal by D. Green),77,68
315,3,5:02.0,Turnover by D. Green (bad pass; steal by R. Covington),,77,68
316,3,4:58.0,,R. Covington makes 2-pt dunk at rim,77,70
317,3,4:55.0,Golden State full timeout,,77,70
318,3,4:55.0,A. Iguodala enters the game for D. Green,,77,70
319,3,4:55.0,I. Clark enters the game for Z. Pachulia,,77,70
320,3,4:55.0,J. McAdoo enters the game for K. Thompson,,77,70
321,3,4:55.0,,T. Luwawu-Cabarrot enters the game for R. Covington,77,70
322,3,4:55.0,,N. Stauskas enters the game for G. Henderson,77,70
323,3,4:35.0,I. Clark makes 3-pt jump shot from 24 ft (assist by K. Durant),,80,70
324,3,4:27.0,,Turnover by T. McConnell (lost ball),80,70
325,3,4:11.0,J. McAdoo makes 2-pt layup from 1 ft (assist by S. Curry),,82,70
326,3,3:50.0,,R. Holmes misses 3-pt jump shot from 26 ft,82,70
327,3,3:49.0,Defensive rebound by Team,,82,70
328,3,3:49.0,,J. Anderson enters the game for R. Holmes,82,70
329,3,3:49.0,,Loose ball foul by D. Šarić (drawn by S. Curry),82,70
330,3,3:41.0,Shooting foul by J. Anderson (drawn by K. Durant),,82,70
331,3,3:41.0,K. Durant makes free throw 1 of 2,,83,70
332,3,3:41.0,K. Durant makes free throw 2 of 2,,84,70
333,3,3:29.0,,Turnover by T. McConnell (lost ball; steal by S. Curry),84,70
334,3,3:24.0,Turnover by S. Curry (bad pass; steal by J. Anderson),,84,70
335,3,3:18.0,,D. Šarić makes 2-pt layup from 2 ft (assist by N. Stauskas),84,72
336,3,3:18.0,,Shooting foul by J. McAdoo (drawn by D. Šarić),84,72
337,3,3:18.0,,S. Rodríguez enters the game for T. McConnell,84,72
338,3,3:18.0,,D. Šarić makes free throw 1 of 1,84,73
339,3,2:56.0,K. Durant misses 2-pt jump shot from 15 ft,,84,73
340,3,2:54.0,Offensive rebound by J. McAdoo,,84,73
341,3,2:50.0,S. Curry misses 3-pt jump shot from 25 ft,,84,73
342,3,2:48.0,,Defensive rebound by J. Anderson,84,73
343,3,2:37.0,,N. Stauskas misses 2-pt layup from 1 ft,84,73
344,3,2:36.0,,Offensive rebound by J. Anderson,84,73
345,3,2:36.0,,J. Anderson makes 2-pt layup from 1 ft,84,75
346,3,2:16.0,K. Durant makes 2-pt jump shot from 11 ft,,86,75
347,3,2:16.0,Shooting block foul by J. Anderson (drawn by K. Durant),,86,75
348,3,2:16.0,K. Durant makes free throw 1 of 1,,87,75
349,3,2:03.0,,Shooting block foul by J. McAdoo (drawn by D. Šarić),87,75
350,3,2:03.0,,D. Šarić makes free throw 1 of 2,87,76
351,3,2:03.0,D. Green enters the game for K. Durant,,87,76
352,3,2:03.0,,D. Šarić makes free throw 2 of 2,87,77
353,3,1:51.0,S. Curry misses 2-pt jump shot from 23 ft,,87,77
354,3,1:48.0,Offensive rebound by A. Iguodala,,87,77
355,3,1:44.0,D. Green misses 2-pt layup from 1 ft,,87,77
356,3,1:41.0,Offensive rebound by D. Green,,87,77
357,3,1:41.0,D. Green makes 2-pt layup from 1 ft,,89,77
358,3,1:31.0,,Personal foul by D. Green (drawn by T. Luwawu-Cabarrot),89,77
359,3,1:31.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,89,78
360,3,1:31.0,,R. Holmes enters the game for D. Šarić,89,78
361,3,1:31.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,89,79
362,3,1:13.0,J. McAdoo misses 2-pt jump shot from 3 ft (block by R. Holmes),,89,79
363,3,1:11.0,Offensive rebound by J. McAdoo,,89,79
364,3,1:10.0,J. McAdoo misses 2-pt layup from 1 ft,,89,79
365,3,1:09.0,Offensive rebound by J. McAdoo,,89,79
366,3,1:09.0,J. McAdoo misses 2-pt layup from 1 ft,,89,79
367,3,1:08.0,,Defensive rebound by S. Rodríguez,89,79
368,3,1:02.0,,J. Anderson misses 3-pt jump shot from 23 ft,89,79
369,3,1:00.0,Defensive rebound by A. Iguodala,,89,79
370,3,0:53.0,S. Curry misses 3-pt jump shot from 23 ft,,89,79
371,3,0:51.0,Offensive rebound by J. McAdoo,,89,79
372,3,0:48.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,91,79
373,3,0:33.0,,Personal foul by J. McAdoo (drawn by J. Anderson),91,79
374,3,0:33.0,,J. Anderson makes free throw 1 of 2,91,80
375,3,0:33.0,,Turnover by T. Luwawu-Cabarrot (lane violation.),91,80
376,3,0:25.0,S. Curry makes 2-pt layup from 2 ft,,93,80
377,3,0:03.0,,Turnover by S. Rodríguez (bad pass; steal by A. Iguodala),93,80
378,3,0:00.0,A. Iguodala misses 3-pt jump shot from 50 ft,,93,80
379,3,0:00.0,Offensive rebound by Team,,93,80
380,4,11:33.0,,Turnover by T. Luwawu-Cabarrot (lost ball; steal by S. Livingston),93,80
381,4,11:18.0,S. Livingston misses 2-pt jump shot from 12 ft,,93,80
