,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA CLIPPERS_ACTION,CHARLOTTE_SCORE,LA CLIPPERS_SCORE
28,1,7:17.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by C. Paul),8,17
29,1,6:57.0,F. Kaminsky misses 2-pt jump shot from 13 ft,,8,17
30,1,6:55.0,,Defensive rebound by D. Jordan,8,17
31,1,6:45.0,,L. Mbah a Moute misses 2-pt jump shot from 17 ft,8,17
32,1,6:44.0,Defensive rebound by M. Kidd-Gilchrist,,8,17
33,1,6:37.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Redick),,8,17
34,1,6:32.0,,B. Griffin makes 2-pt layup from 2 ft,8,19
35,1,6:11.0,M. Williams misses 3-pt jump shot from 24 ft,,8,19
36,1,6:11.0,,Defensive rebound by D. Jordan,8,19
37,1,6:05.0,,Personal foul by M. Kidd-Gilchrist (drawn by D. Jordan),8,19
38,1,6:05.0,C. Wood enters the game for F. Kaminsky,,8,19
39,1,6:05.0,J. Lamb enters the game for M. Williams,,8,19
40,1,5:57.0,,Turnover by D. Jordan (lost ball),8,19
41,1,5:46.0,K. Walker makes 3-pt jump shot from 24 ft,,11,19
42,1,5:46.0,Shooting foul by C. Paul (drawn by K. Walker),,11,19
43,1,5:46.0,K. Walker misses free throw 1 of 1,,11,19
44,1,5:45.0,,Defensive rebound by B. Griffin,11,19
45,1,5:29.0,,Turnover by J. Redick (step out of bounds),11,19
46,1,5:16.0,N. Batum misses 2-pt jump shot from 17 ft,,11,19
47,1,5:16.0,Offensive rebound by Team,,11,19
48,1,5:02.0,N. Batum makes 2-pt jump shot from 9 ft,,13,19
49,1,4:49.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by C. Paul),13,22
50,1,4:43.0,Charlotte full timeout,,13,22
51,1,4:36.0,K. Walker makes 3-pt jump shot from 25 ft,,16,22
52,1,4:08.0,,C. Paul misses 3-pt jump shot from 25 ft,16,22
53,1,4:07.0,Defensive rebound by M. Kidd-Gilchrist,,16,22
54,1,3:55.0,C. Wood misses 3-pt jump shot from 25 ft,,16,22
55,1,3:55.0,,Defensive rebound by C. Paul,16,22
56,1,3:45.0,,J. Redick misses 2-pt jump shot from 20 ft,16,22
57,1,3:43.0,Defensive rebound by M. Kidd-Gilchrist,,16,22
58,1,3:27.0,N. Batum misses 2-pt jump shot from 16 ft (block by L. Mbah a Moute),,16,22
59,1,3:25.0,,Defensive rebound by C. Paul,16,22
60,1,3:17.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by C. Paul),16,25
61,1,2:55.0,J. Lamb makes 2-pt jump shot from 6 ft,,18,25
62,1,2:36.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),18,27
63,1,2:25.0,Turnover by K. Walker (lost ball; steal by L. Mbah a Moute),,18,27
64,1,2:19.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,18,27
65,1,2:18.0,Defensive rebound by Team,,18,27
66,1,2:18.0,,Loose ball foul by J. Redick (drawn by M. Kidd-Gilchrist),18,27
67,1,2:18.0,,Technical foul by J. Redick,18,27
68,1,2:18.0,,LA Clippers full timeout,18,27
69,1,2:18.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,18,27
70,1,2:18.0,M. Williams enters the game for N. Batum,,18,27
71,1,2:18.0,B. Roberts enters the game for K. Walker,,18,27
72,1,2:18.0,F. Kaminsky enters the game for C. Wood,,18,27
73,1,2:18.0,,A. Rivers enters the game for L. Mbah a Moute,18,27
74,1,2:18.0,,J. Crawford enters the game for J. Redick,18,27
75,1,2:18.0,J. Lamb makes technical free throw,,19,27
76,1,2:07.0,Turnover by J. Lamb (bad pass; steal by J. Crawford),,19,27
77,1,1:53.0,,Turnover by J. Crawford (bad pass),19,27
78,1,1:53.0,,R. Felton enters the game for C. Paul,19,27
79,1,1:38.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by J. Lamb),,22,27
80,1,1:16.0,,B. Griffin misses 2-pt jump shot from 5 ft,22,27
81,1,1:14.0,,Offensive rebound by D. Jordan,22,27
82,1,1:12.0,,D. Jordan misses 2-pt layup from 1 ft,22,27
83,1,1:10.0,Defensive rebound by F. Kaminsky,,22,27
84,1,1:05.0,B. Roberts misses 3-pt jump shot from 25 ft,,22,27
85,1,1:05.0,,Defensive rebound by D. Jordan,22,27
86,1,1:05.0,,Personal foul by M. Belinelli (drawn by B. Griffin),22,27
87,1,1:05.0,,M. Speights enters the game for D. Jordan,22,27
88,1,1:05.0,,W. Johnson enters the game for B. Griffin,22,27
89,1,0:57.0,,W. Johnson misses 3-pt jump shot from 25 ft,22,27
90,1,0:56.0,Defensive rebound by B. Roberts,,22,27
91,1,0:44.0,F. Kaminsky misses 2-pt hook shot from 8 ft,,22,27
92,1,0:43.0,,Defensive rebound by J. Crawford,22,27
93,1,0:33.0,,M. Speights makes 3-pt jump shot from 24 ft (assist by A. Rivers),22,30
94,1,0:13.0,J. Lamb makes 2-pt jump shot from 12 ft,,24,30
95,1,0:02.0,,J. Crawford makes 2-pt layup from 2 ft,24,32
96,2,11:44.0,Shooting foul by J. Crawford (drawn by J. Lamb),,24,32
97,2,11:44.0,J. Lamb makes free throw 1 of 2,,25,32
98,2,11:44.0,J. Lamb makes free throw 2 of 2,,26,32
99,2,11:33.0,,Turnover by J. Crawford (bad pass),26,32
100,2,11:20.0,F. Kaminsky misses 2-pt jump shot from 14 ft,,26,32
101,2,11:19.0,,Defensive rebound by W. Johnson,26,32
102,2,11:11.0,,M. Speights misses 3-pt jump shot from 26 ft,26,32
103,2,11:10.0,Defensive rebound by M. Williams,,26,32
104,2,10:58.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,29,32
105,2,10:38.0,,A. Rivers misses 2-pt jump shot from 7 ft,29,32
106,2,10:38.0,,Offensive rebound by A. Rivers,29,32
107,2,10:38.0,Loose ball foul by M. Williams (drawn by A. Rivers),,29,32
108,2,10:24.0,,R. Felton misses 3-pt jump shot from 23 ft,29,32
109,2,10:23.0,Defensive rebound by M. Belinelli,,29,32
110,2,10:18.0,Shooting foul by M. Speights (drawn by F. Kaminsky),,29,32
111,2,10:18.0,F. Kaminsky makes free throw 1 of 2,,30,32
112,2,10:18.0,F. Kaminsky makes free throw 2 of 2,,31,32
113,2,10:10.0,,Personal foul by F. Kaminsky (drawn by A. Rivers),31,32
114,2,10:10.0,C. Wood enters the game for F. Kaminsky,,31,32
115,2,10:00.0,,A. Rivers misses 3-pt jump shot from 24 ft,31,32
116,2,9:59.0,Defensive rebound by C. Wood,,31,32
117,2,9:36.0,B. Roberts makes 2-pt layup from 2 ft,,33,32
118,2,9:15.0,,J. Crawford misses 3-pt jump shot from 27 ft,33,32
119,2,9:14.0,,Offensive rebound by R. Felton,33,32
120,2,9:07.0,,A. Rivers misses 3-pt jump shot from 26 ft,33,32
121,2,9:07.0,Defensive rebound by C. Wood,,33,32
122,2,9:00.0,J. Lamb misses 2-pt jump shot from 18 ft,,33,32
123,2,8:59.0,,Defensive rebound by W. Johnson,33,32
124,2,8:50.0,,M. Speights misses 3-pt jump shot from 25 ft,33,32
125,2,8:49.0,Defensive rebound by M. Williams,,33,32
126,2,8:29.0,B. Roberts misses 3-pt jump shot from 24 ft,,33,32
127,2,8:27.0,Offensive rebound by C. Wood,,33,32
128,2,8:24.0,C. Wood makes 2-pt layup from 1 ft,,35,32
129,2,8:15.0,,Offensive foul by M. Speights (drawn by C. Wood),35,32
130,2,8:15.0,,Turnover by M. Speights (offensive foul),35,32
131,2,8:15.0,Official timeout,,35,32
132,2,8:15.0,K. Walker enters the game for J. Lamb,,35,32
133,2,8:15.0,N. Batum enters the game for B. Roberts,,35,32
134,2,8:01.0,Personal foul by A. Rivers (drawn by C. Wood),,35,32
135,2,8:01.0,,B. Griffin enters the game for W. Johnson,35,32
136,2,7:56.0,M. Belinelli makes 2-pt layup from 2 ft (assist by N. Batum),,37,32
137,2,7:37.0,,B. Griffin misses 2-pt layup from 2 ft,37,32
138,2,7:37.0,,Offensive rebound by Team,37,32
139,2,7:37.0,,C. Paul enters the game for R. Felton,37,32
140,2,7:37.0,,D. Jordan enters the game for M. Speights,37,32
141,2,7:34.0,,Personal foul by C. Wood (drawn by B. Griffin),37,32
142,2,7:34.0,,B. Griffin makes free throw 1 of 2,37,33
143,2,7:34.0,,B. Griffin misses free throw 2 of 2,37,33
144,2,7:33.0,Defensive rebound by M. Williams,,37,33
145,2,7:07.0,M. Belinelli misses 3-pt jump shot from 26 ft,,37,33
146,2,7:07.0,,Defensive rebound by D. Jordan,37,33
147,2,7:02.0,,Personal foul by M. Belinelli (drawn by B. Griffin),37,33
148,2,7:02.0,M. Kidd-Gilchrist enters the game for M. Williams,,37,33
149,2,7:02.0,,J. Redick enters the game for J. Crawford,37,33
150,2,7:02.0,,L. Mbah a Moute enters the game for A. Rivers,37,33
151,2,6:47.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by B. Griffin),37,35
152,2,6:30.0,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by N. Batum),,39,35
153,2,6:07.0,,J. Redick makes 2-pt jump shot from 15 ft (assist by B. Griffin),39,37
154,2,5:57.0,Personal foul by L. Mbah a Moute (drawn by C. Wood),,39,37
155,2,5:57.0,,LA Clippers full timeout,39,37
156,2,5:57.0,F. Kaminsky enters the game for C. Wood,,39,37
157,2,5:48.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,39,37
158,2,5:48.0,,Defensive rebound by D. Jordan,39,37
159,2,5:40.0,,L. Mbah a Moute makes 2-pt jump shot from 20 ft (assist by C. Paul),39,39
160,2,5:13.0,K. Walker misses 2-pt hook shot from 2 ft,,39,39
161,2,5:12.0,,Defensive rebound by B. Griffin,39,39
162,2,5:03.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),39,41
163,2,5:03.0,,Shooting foul by M. Kidd-Gilchrist (drawn by B. Griffin),39,41
164,2,5:03.0,,B. Griffin makes free throw 1 of 1,39,42
165,2,4:45.0,Personal foul by L. Mbah a Moute (drawn by F. Kaminsky),,39,42
166,2,4:45.0,F. Kaminsky makes free throw 1 of 2,,40,42
167,2,4:45.0,F. Kaminsky makes free throw 2 of 2,,41,42
168,2,4:36.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),41,45
169,2,4:09.0,F. Kaminsky makes 2-pt hook shot from 9 ft,,43,45
170,2,4:01.0,,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),43,47
171,2,3:54.0,Charlotte full timeout,,43,47
172,2,3:54.0,M. Williams enters the game for M. Kidd-Gilchrist,,43,47
173,2,3:54.0,J. Lamb enters the game for M. Belinelli,,43,47
174,2,3:43.0,F. Kaminsky makes 2-pt jump shot from 11 ft,,45,47
175,2,3:43.0,Shooting foul by L. Mbah a Moute (drawn by F. Kaminsky),,45,47
176,2,3:43.0,,A. Rivers enters the game for L. Mbah a Moute,45,47
177,2,3:43.0,F. Kaminsky makes free throw 1 of 1,,46,47
178,2,3:24.0,,J. Redick misses 3-pt jump shot from 23 ft,46,47
179,2,3:24.0,,Offensive rebound by B. Griffin,46,47
180,2,3:14.0,,B. Griffin makes 2-pt jump shot from 10 ft,46,49
181,2,3:00.0,Personal foul by A. Rivers (drawn by N. Batum),,46,49
182,2,3:00.0,N. Batum makes free throw 1 of 2,,47,49
183,2,3:00.0,C. Wood enters the game for F. Kaminsky,,47,49
184,2,3:00.0,N. Batum makes free throw 2 of 2,,48,49
185,2,2:47.0,,B. Griffin misses 2-pt jump shot from 20 ft,48,49
186,2,2:45.0,Defensive rebound by N. Batum,,48,49
187,2,2:29.0,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),,50,49
188,2,2:18.0,,Personal block foul by K. Walker (drawn by C. Paul),50,49
189,2,2:18.0,,C. Paul makes free throw 1 of 2,50,50
190,2,2:18.0,,C. Paul makes free throw 2 of 2,50,51
191,2,2:09.0,Def 3 sec tech foul by D. Jordan,,50,51
192,2,2:09.0,N. Batum makes technical free throw,,51,51
193,2,2:00.0,Offensive foul by N. Batum (drawn by A. Rivers),,51,51
194,2,2:00.0,Turnover by N. Batum (offensive foul),,51,51
195,2,1:40.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),51,54
196,2,1:19.0,M. Williams misses 2-pt jump shot from 6 ft,,51,54
197,2,1:17.0,,Defensive rebound by B. Griffin,51,54
198,2,0:59.0,,C. Paul misses 2-pt jump shot from 15 ft,51,54
199,2,0:58.0,Defensive rebound by M. Williams,,51,54
200,2,0:53.0,Offensive foul by C. Wood (drawn by C. Paul),,51,54
201,2,0:53.0,Turnover by C. Wood (offensive foul),,51,54
202,2,0:41.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),51,57
203,2,0:23.0,K. Walker misses 3-pt jump shot from 25 ft,,51,57
204,2,0:23.0,,Defensive rebound by Team,51,57
205,2,0:02.0,,A. Rivers misses 3-pt jump shot from 25 ft,51,57
206,2,0:00.0,,Offensive rebound by D. Jordan,51,57
207,2,0:00.0,,D. Jordan makes 2-pt dunk at rim,51,59
208,3,11:41.0,N. Batum misses 2-pt jump shot from 20 ft,,51,59
209,3,11:39.0,,Defensive rebound by B. Griffin,51,59
210,3,11:33.0,Violation by K. Walker (kicked ball),,51,59
211,3,11:14.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by C. Paul),51,62
212,3,10:59.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,51,62
213,3,10:57.0,,Defensive rebound by D. Jordan,51,62
214,3,10:47.0,,C. Paul makes 2-pt jump shot from 11 ft,51,64
215,3,10:24.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,51,64
216,3,10:23.0,Offensive rebound by M. Kidd-Gilchrist,,51,64
217,3,10:18.0,N. Batum misses 3-pt jump shot from 25 ft,,51,64
218,3,10:17.0,,Defensive rebound by D. Jordan,51,64
219,3,10:13.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),51,66
220,3,10:13.0,Charlotte full timeout,,51,66
221,3,10:01.0,Turnover by F. Kaminsky (lost ball; steal by C. Paul),,51,66
222,3,9:57.0,,D. Jordan makes 2-pt dunk from 1 ft,51,68
223,3,9:32.0,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,,51,68
224,3,9:31.0,,Defensive rebound by D. Jordan,51,68
225,3,9:25.0,,Personal foul by F. Kaminsky (drawn by D. Jordan),51,68
226,3,9:14.0,,B. Griffin misses 3-pt jump shot from 23 ft,51,68
227,3,9:13.0,Defensive rebound by N. Batum,,51,68
228,3,9:02.0,K. Walker makes 2-pt jump shot from 18 ft,,53,68
229,3,8:33.0,,C. Paul misses 3-pt jump shot from 25 ft,53,68
230,3,8:33.0,,Offensive rebound by D. Jordan,53,68
231,3,8:33.0,,Turnover by D. Jordan (lost ball),53,68
232,3,8:18.0,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),,56,68
233,3,8:02.0,,J. Redick misses 2-pt jump shot from 22 ft,56,68
234,3,8:02.0,Defensive rebound by N. Batum,,56,68
235,3,7:44.0,N. Batum makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),,59,68
236,3,7:44.0,,LA Clippers full timeout,59,68
237,3,7:35.0,,J. Redick misses 2-pt jump shot from 22 ft,59,68
238,3,7:34.0,Defensive rebound by K. Walker,,59,68
239,3,7:21.0,F. Kaminsky makes 2-pt jump shot from 11 ft (assist by M. Kidd-Gilchrist),,61,68
240,3,7:07.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by N. Batum),61,68
241,3,7:05.0,Defensive rebound by F. Kaminsky,,61,68
242,3,6:51.0,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),,64,68
243,3,6:36.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Redick),64,68
244,3,6:36.0,,J. Redick misses free throw 1 of 2,64,68
245,3,6:36.0,,Offensive rebound by Team,64,68
246,3,6:36.0,,J. Redick makes free throw 2 of 2,64,69
247,3,6:23.0,F. Kaminsky makes 2-pt layup from 1 ft,,66,69
248,3,6:08.0,,C. Paul misses 2-pt jump shot from 20 ft,66,69
249,3,6:08.0,,Offensive rebound by Team,66,69
250,3,6:08.0,J. Lamb enters the game for M. Kidd-Gilchrist,,66,69
251,3,6:08.0,Loose ball foul by M. Kidd-Gilchrist (drawn by D. Jordan),,66,69
252,3,5:59.0,,Turnover by D. Jordan (lost ball),66,69
253,3,5:42.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,69,69
254,3,5:31.0,,C. Paul misses 2-pt jump shot from 13 ft,69,69
255,3,5:31.0,Defensive rebound by N. Batum,,69,69
256,3,5:31.0,,Loose ball foul by C. Paul (drawn by N. Batum),69,69
257,3,5:09.0,M. Williams misses 2-pt hook shot from 7 ft,,69,69
258,3,5:07.0,Offensive rebound by J. Lamb,,69,69
259,3,5:03.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,69,69
260,3,5:02.0,,Defensive rebound by C. Paul,69,69
261,3,4:53.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),69,71
262,3,4:31.0,J. Lamb misses 3-pt jump shot from 25 ft,,69,71
263,3,4:31.0,,Defensive rebound by C. Paul,69,71
264,3,4:14.0,,B. Griffin makes 2-pt hook shot from 2 ft,69,73
265,3,3:58.0,M. Williams misses 3-pt jump shot from 25 ft,,69,73
266,3,3:57.0,,Defensive rebound by B. Griffin,69,73
267,3,3:47.0,,B. Griffin misses 2-pt jump shot from 19 ft,69,73
268,3,3:46.0,,Offensive rebound by B. Griffin,69,73
269,3,3:41.0,,J. Redick misses 3-pt jump shot from 24 ft,69,73
270,3,3:40.0,,Offensive rebound by B. Griffin,69,73
271,3,3:40.0,,B. Griffin makes 2-pt dunk at rim,69,75
272,3,3:26.0,N. Batum makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,72,75
273,3,3:06.0,,Shooting foul by F. Kaminsky (drawn by B. Griffin),72,75
274,3,3:06.0,,B. Griffin makes free throw 1 of 2,72,76
275,3,3:06.0,M. Belinelli enters the game for N. Batum,,72,76
276,3,3:06.0,C. Wood enters the game for F. Kaminsky,,72,76
277,3,3:06.0,,A. Rivers enters the game for L. Mbah a Moute,72,76
278,3,3:06.0,,B. Griffin makes free throw 2 of 2,72,77
279,3,2:57.0,Personal foul by A. Rivers (drawn by J. Lamb),,72,77
280,3,2:57.0,,J. Crawford enters the game for B. Griffin,72,77
281,3,2:57.0,T. Graham enters the game for M. Williams,,72,77
282,3,2:48.0,K. Walker makes 2-pt jump shot from 17 ft,,74,77
283,3,2:29.0,,J. Redick misses 3-pt jump shot from 24 ft,74,77
284,3,2:28.0,,Offensive rebound by D. Jordan,74,77
285,3,2:22.0,,C. Paul misses 3-pt jump shot from 25 ft,74,77
286,3,2:21.0,Defensive rebound by J. Lamb,,74,77
287,3,2:14.0,Turnover by J. Lamb (bad pass; steal by D. Jordan),,74,77
288,3,2:09.0,,Turnover by J. Redick (bad pass; steal by K. Walker),74,77
289,3,2:05.0,Turnover by M. Belinelli (bad pass; steal by J. Crawford),,74,77
290,3,1:47.0,,J. Redick makes 2-pt layup from 2 ft (assist by D. Jordan),74,79
291,3,1:32.0,K. Walker makes 2-pt layup from 6 ft,,76,79
292,3,1:32.0,Shooting foul by J. Crawford (drawn by K. Walker),,76,79
293,3,1:32.0,,R. Felton enters the game for C. Paul,76,79
294,3,1:32.0,,A. Anderson enters the game for J. Redick,76,79
295,3,1:32.0,K. Walker makes free throw 1 of 1,,77,79
296,3,1:23.0,,A. Rivers makes 2-pt layup from 2 ft,77,81
297,3,1:23.0,,Shooting foul by C. Wood (drawn by A. Rivers),77,81
298,3,1:23.0,,A. Rivers makes free throw 1 of 1,77,82
299,3,1:09.0,K. Walker makes 3-pt jump shot from 25 ft,,80,82
300,3,0:48.0,,A. Rivers makes 2-pt jump shot from 15 ft,80,84
301,3,0:33.0,Turnover by K. Walker (bad pass; steal by R. Felton),,80,84
302,3,0:15.0,,A. Rivers misses 3-pt jump shot from 24 ft,80,84
303,3,0:14.0,Defensive rebound by J. Lamb,,80,84
304,3,0:04.0,K. Walker misses 3-pt jump shot from 27 ft,,80,84
305,3,0:00.0,Offensive rebound by Team,,80,84
306,4,11:46.0,,A. Anderson misses 3-pt jump shot from 23 ft,80,84
307,4,11:45.0,Defensive rebound by M. Belinelli,,80,84
308,4,11:35.0,M. Belinelli misses 3-pt jump shot from 25 ft,,80,84
309,4,11:34.0,,Defensive rebound by A. Anderson,80,84
310,4,11:27.0,,J. Crawford misses 2-pt jump shot from 20 ft,80,84
311,4,11:24.0,Defensive rebound by T. Graham,,80,84
312,4,11:14.0,Shooting foul by A. Rivers (drawn by J. Lamb),,80,84
313,4,11:14.0,J. Lamb makes free throw 1 of 2,,81,84
314,4,11:14.0,N. Batum enters the game for M. Belinelli,,81,84
315,4,11:14.0,J. Lamb makes free throw 2 of 2,,82,84
316,4,11:02.0,,A. Anderson makes 2-pt layup from 2 ft (assist by R. Felton),82,86
317,4,11:02.0,,Shooting foul by B. Roberts (drawn by A. Anderson),82,86
318,4,11:02.0,,A. Anderson makes free throw 1 of 1,82,87
319,4,10:38.0,N. Batum makes 3-pt jump shot from 25 ft,,85,87
320,4,10:24.0,,Shooting foul by N. Batum (drawn by M. Speights),85,87
321,4,10:24.0,,M. Speights makes free throw 1 of 2,85,88
322,4,10:24.0,,M. Speights makes free throw 2 of 2,85,89
323,4,10:07.0,N. Batum misses 3-pt jump shot from 25 ft,,85,89
324,4,10:07.0,,Defensive rebound by R. Felton,85,89
325,4,10:00.0,,J. Crawford misses 3-pt jump shot from 25 ft,85,89
326,4,9:59.0,Defensive rebound by J. Lamb,,85,89
327,4,9:53.0,J. Lamb makes 2-pt jump shot from 17 ft,,87,89
328,4,9:53.0,Shooting foul by M. Speights (drawn by J. Lamb),,87,89
329,4,9:53.0,J. Lamb makes free throw 1 of 1,,88,89
330,4,9:32.0,,R. Felton misses 2-pt layup from 2 ft,88,89
331,4,9:30.0,Defensive rebound by F. Kaminsky,,88,89
332,4,9:20.0,Shooting foul by R. Felton (drawn by N. Batum),,88,89
333,4,9:20.0,N. Batum makes free throw 1 of 2,,89,89
334,4,9:20.0,,B. Griffin enters the game for M. Speights,89,89
335,4,9:20.0,N. Batum makes free throw 2 of 2,,90,89
336,4,8:57.0,,A. Rivers misses 3-pt jump shot from 26 ft,90,89
337,4,8:56.0,Defensive rebound by F. Kaminsky,,90,89
338,4,8:44.0,J. Lamb misses 3-pt jump shot from 24 ft,,90,89
339,4,8:44.0,,Defensive rebound by Team,90,89
340,4,8:44.0,Official timeout,,90,89
341,4,8:44.0,,L. Mbah a Moute enters the game for A. Anderson,90,89
342,4,8:30.0,,B. Griffin makes 2-pt hook shot from 6 ft,90,91
343,4,8:13.0,N. Batum makes 3-pt jump shot from 25 ft (assist by J. Lamb),,93,91
344,4,7:58.0,,Shooting foul by J. Lamb (drawn by J. Crawford),93,91
345,4,7:58.0,,J. Crawford makes free throw 1 of 2,93,92
346,4,7:58.0,M. Williams enters the game for T. Graham,,93,92
347,4,7:58.0,K. Walker enters the game for B. Roberts,,93,92
348,4,7:58.0,,J. Crawford makes free throw 2 of 2,93,93
349,4,7:39.0,Turnover by F. Kaminsky (lost ball; steal by B. Griffin),,93,93
350,4,7:27.0,,B. Griffin misses 2-pt hook shot from 3 ft,93,93
351,4,7:23.0,Defensive rebound by N. Batum,,93,93
352,4,7:19.0,K. Walker misses 3-pt jump shot from 24 ft,,93,93
353,4,7:19.0,,Defensive rebound by Team,93,93
354,4,7:19.0,Loose ball foul by F. Kaminsky (drawn by J. Crawford),,93,93
355,4,7:19.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,93,93
356,4,7:19.0,,D. Jordan enters the game for A. Rivers,93,93
357,4,7:19.0,,C. Paul enters the game for R. Felton,93,93
358,4,7:15.0,,Turnover by B. Griffin (offensive foul),93,93
359,4,7:15.0,,Offensive foul by B. Griffin (drawn by M. Kidd-Gilchrist),93,93
360,4,6:58.0,N. Batum makes 3-pt jump shot from 25 ft,,96,93
361,4,6:58.0,,LA Clippers full timeout,96,93
362,4,6:58.0,,J. Redick enters the game for J. Crawford,96,93
363,4,6:49.0,,C. Paul makes 3-pt jump shot from 24 ft,96,96
364,4,6:29.0,K. Walker makes 2-pt layup from 2 ft,,98,96
365,4,6:12.0,,C. Paul misses 2-pt jump shot from 15 ft,98,96
366,4,6:10.0,Defensive rebound by N. Batum,,98,96
367,4,6:00.0,N. Batum misses 3-pt jump shot from 24 ft,,98,96
368,4,6:00.0,,Defensive rebound by J. Redick,98,96
369,4,5:41.0,,B. Griffin makes 2-pt hook shot from 3 ft,98,98
370,4,5:41.0,,Shooting foul by M. Kidd-Gilchrist (drawn by B. Griffin),98,98
371,4,5:41.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,98,98
372,4,5:41.0,,B. Griffin makes free throw 1 of 1,98,99
373,4,5:27.0,Personal foul by D. Jordan (drawn by N. Batum),,98,99
374,4,5:15.0,K. Walker misses 3-pt jump shot from 24 ft,,98,99
375,4,5:15.0,,Defensive rebound by Team,98,99
376,4,5:01.0,,Personal block foul by M. Williams (drawn by C. Paul),98,99
377,4,5:01.0,,C. Paul makes free throw 1 of 2,98,100
378,4,5:01.0,,C. Paul makes free throw 2 of 2,98,101
