,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,INDIANA_ACTION,SAN ANTONIO_SCORE,INDIANA_SCORE
30,1,7:43.0,K. Leonard misses 2-pt jump shot from 18 ft,,9,7
31,1,7:42.0,,Defensive rebound by J. Teague,9,7
32,1,7:20.0,,J. Teague misses 2-pt layup from 3 ft,9,7
33,1,7:19.0,Defensive rebound by D. Green,,9,7
34,1,7:00.0,K. Leonard misses 2-pt jump shot from 13 ft,,9,7
35,1,6:59.0,Offensive rebound by D. Dedmon,,9,7
36,1,6:56.0,D. Dedmon misses 2-pt layup from 2 ft,,9,7
37,1,6:56.0,Offensive rebound by D. Dedmon,,9,7
38,1,6:54.0,D. Dedmon makes 2-pt layup from 2 ft,,11,7
39,1,6:39.0,,K. Séraphin makes 2-pt jump shot from 10 ft (assist by P. George),11,9
40,1,6:18.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by D. Green),,13,9
41,1,6:06.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),13,12
42,1,5:52.0,L. Aldridge misses 2-pt jump shot from 17 ft,,13,12
43,1,5:51.0,,Defensive rebound by Team,13,12
44,1,5:51.0,M. Ginóbili enters the game for D. Green,,13,12
45,1,5:41.0,,M. Turner makes 2-pt dunk from 3 ft (assist by P. George),13,14
46,1,5:24.0,Turnover by M. Ginóbili (bad pass; steal by G. Robinson),,13,14
47,1,5:20.0,,Shooting foul by M. Ginóbili (drawn by P. George),13,14
48,1,5:20.0,,P. George makes free throw 1 of 2,13,15
49,1,5:20.0,San Antonio full timeout,,13,15
50,1,5:20.0,,M. Ellis enters the game for G. Robinson,13,15
51,1,5:20.0,P. Mills enters the game for D. Dedmon,,13,15
52,1,5:20.0,D. Lee enters the game for T. Parker,,13,15
53,1,5:20.0,,P. George makes free throw 2 of 2,13,16
54,1,4:57.0,D. Lee makes 2-pt layup from 2 ft,,15,16
55,1,4:40.0,,M. Turner makes 2-pt jump shot from 12 ft (assist by J. Teague),15,18
56,1,4:23.0,L. Aldridge misses 2-pt jump shot from 20 ft,,15,18
57,1,4:23.0,,Defensive rebound by J. Teague,15,18
58,1,4:07.0,,M. Turner makes 2-pt dunk from 2 ft (assist by K. Séraphin),15,20
59,1,3:50.0,K. Leonard makes 2-pt jump shot from 9 ft,,17,20
60,1,3:32.0,,J. Teague makes 2-pt jump shot from 13 ft,17,22
61,1,3:21.0,Shooting foul by M. Ellis (drawn by M. Ginóbili),,17,22
62,1,3:21.0,M. Ginóbili makes free throw 1 of 2,,18,22
63,1,3:21.0,,R. Stuckey enters the game for J. Teague,18,22
64,1,3:21.0,D. Dedmon enters the game for K. Leonard,,18,22
65,1,3:21.0,J. Simmons enters the game for L. Aldridge,,18,22
66,1,3:21.0,M. Ginóbili makes free throw 2 of 2,,19,22
67,1,3:08.0,,P. George misses 2-pt jump shot from 16 ft,19,22
68,1,3:06.0,,Offensive rebound by R. Stuckey,19,22
69,1,2:53.0,,P. George makes 2-pt jump shot from 6 ft,19,24
70,1,2:42.0,Shooting foul by K. Séraphin (drawn by D. Lee),,19,24
71,1,2:42.0,D. Lee misses free throw 1 of 2,,19,24
72,1,2:42.0,Offensive rebound by Team,,19,24
73,1,2:42.0,,A. Jefferson enters the game for K. Séraphin,19,24
74,1,2:42.0,D. Lee makes free throw 2 of 2,,20,24
75,1,2:27.0,,P. George makes 2-pt jump shot from 20 ft (assist by A. Jefferson),20,26
76,1,2:11.0,P. Mills misses 3-pt jump shot from 26 ft,,20,26
77,1,2:11.0,Offensive rebound by D. Dedmon,,20,26
78,1,2:11.0,Personal foul by P. George (drawn by D. Dedmon),,20,26
79,1,2:11.0,,C. Miles enters the game for M. Turner,20,26
80,1,2:11.0,,G. Robinson enters the game for P. George,20,26
81,1,2:00.0,Turnover by D. Dedmon (lost ball; steal by A. Jefferson),,20,26
82,1,1:48.0,,R. Stuckey makes 2-pt jump shot from 17 ft,20,28
83,1,1:37.0,M. Ginóbili misses 2-pt jump shot from 6 ft,,20,28
84,1,1:36.0,Offensive rebound by D. Lee,,20,28
85,1,1:36.0,D. Lee misses 2-pt layup from 2 ft,,20,28
86,1,1:35.0,Offensive rebound by Team,,20,28
87,1,1:32.0,J. Simmons misses 2-pt jump shot from 19 ft,,20,28
88,1,1:31.0,,Defensive rebound by R. Stuckey,20,28
89,1,1:16.0,,R. Stuckey misses 2-pt jump shot from 20 ft,20,28
90,1,1:16.0,Defensive rebound by D. Dedmon,,20,28
91,1,1:00.0,J. Simmons makes 2-pt hook shot from 7 ft,,22,28
92,1,0:47.0,,A. Jefferson misses 2-pt layup from 2 ft,22,28
93,1,0:47.0,Defensive rebound by J. Simmons,,22,28
94,1,0:42.0,J. Simmons makes 2-pt layup from 3 ft,,24,28
95,1,0:31.0,,C. Miles misses 3-pt jump shot from 26 ft,24,28
96,1,0:29.0,Defensive rebound by J. Simmons,,24,28
97,1,0:21.0,D. Lee makes 2-pt layup from 3 ft (assist by P. Mills),,26,28
98,1,0:05.0,,Personal foul by M. Ginóbili (drawn by M. Ellis),26,28
99,1,0:00.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by R. Stuckey),26,31
100,2,11:45.0,,A. Jefferson misses 2-pt jump shot from 4 ft,26,31
101,2,11:43.0,Defensive rebound by D. Dedmon,,26,31
102,2,11:35.0,P. Mills misses 2-pt jump shot from 20 ft,,26,31
103,2,11:34.0,Offensive rebound by D. Lee,,26,31
104,2,11:30.0,P. Mills misses 3-pt jump shot from 26 ft,,26,31
105,2,11:29.0,,Defensive rebound by M. Ellis,26,31
106,2,11:22.0,,Shooting foul by J. Simmons (drawn by R. Stuckey),26,31
107,2,11:22.0,,R. Stuckey makes free throw 1 of 2,26,32
108,2,11:22.0,,R. Stuckey makes free throw 2 of 2,26,33
109,2,11:14.0,Turnover by D. Green (bad pass; steal by G. Robinson),,26,33
110,2,11:11.0,Offensive charge foul by G. Robinson (drawn by J. Simmons),,26,33
111,2,11:11.0,,Turnover by G. Robinson (offensive foul),26,33
112,2,10:56.0,D. Green misses 3-pt jump shot from 25 ft,,26,33
113,2,10:55.0,,Defensive rebound by A. Jefferson,26,33
114,2,10:47.0,,C. Miles misses 3-pt jump shot from 26 ft,26,33
115,2,10:46.0,Defensive rebound by D. Dedmon,,26,33
116,2,10:38.0,Turnover by D. Green (bad pass; steal by M. Ellis),,26,33
117,2,10:34.0,Offensive charge foul by M. Ellis (drawn by P. Mills),,26,33
118,2,10:34.0,,Turnover by M. Ellis (offensive foul),26,33
119,2,10:34.0,T. Parker enters the game for P. Mills,,26,33
120,2,10:34.0,L. Aldridge enters the game for D. Lee,,26,33
121,2,10:34.0,K. Leonard enters the game for D. Green,,26,33
122,2,10:34.0,,K. Séraphin enters the game for G. Robinson,26,33
123,2,10:18.0,K. Leonard misses 2-pt jump shot from 20 ft,,26,33
124,2,10:17.0,Offensive rebound by D. Dedmon,,26,33
125,2,10:08.0,L. Aldridge misses 2-pt jump shot from 19 ft,,26,33
126,2,10:06.0,Offensive rebound by Team,,26,33
127,2,10:00.0,T. Parker makes 2-pt jump shot from 3 ft,,28,33
128,2,9:45.0,,K. Séraphin makes 2-pt jump shot from 19 ft (assist by M. Ellis),28,35
129,2,9:25.0,T. Parker misses 2-pt jump shot from 16 ft,,28,35
130,2,9:25.0,,Defensive rebound by R. Stuckey,28,35
131,2,9:17.0,,R. Stuckey makes 2-pt jump shot from 14 ft,28,37
132,2,9:03.0,K. Leonard makes 2-pt jump shot from 5 ft,,30,37
133,2,8:54.0,,Personal foul by J. Simmons (drawn by C. Miles),30,37
134,2,8:54.0,Official timeout,,30,37
135,2,8:45.0,,A. Jefferson misses 2-pt layup from 4 ft,30,37
136,2,8:45.0,Defensive rebound by K. Leonard,,30,37
137,2,8:30.0,K. Leonard makes 2-pt jump shot from 18 ft,,32,37
138,2,8:08.0,,Turnover by C. Miles (bad pass; steal by J. Simmons),32,37
139,2,7:57.0,D. Dedmon misses 2-pt layup from 2 ft (block by K. Séraphin),,32,37
140,2,7:56.0,,Defensive rebound by A. Jefferson,32,37
141,2,7:46.0,,Turnover by K. Séraphin (lost ball; steal by K. Leonard),32,37
142,2,7:37.0,K. Leonard misses 2-pt jump shot from 20 ft,,32,37
143,2,7:35.0,,Defensive rebound by C. Miles,32,37
144,2,7:19.0,,R. Stuckey makes 3-pt jump shot from 26 ft (assist by A. Jefferson),32,40
145,2,7:19.0,San Antonio full timeout,,32,40
146,2,7:19.0,D. Green enters the game for J. Simmons,,32,40
147,2,7:19.0,,P. George enters the game for M. Ellis,32,40
148,2,7:19.0,,M. Turner enters the game for A. Jefferson,32,40
149,2,7:19.0,,J. Teague enters the game for C. Miles,32,40
150,2,7:05.0,Personal foul by K. Séraphin (drawn by K. Leonard),,32,40
151,2,6:50.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Green),,34,40
152,2,6:26.0,,K. Séraphin misses 2-pt jump shot from 10 ft,34,40
153,2,6:25.0,Defensive rebound by D. Green,,34,40
154,2,6:17.0,L. Aldridge misses 2-pt jump shot from 20 ft,,34,40
155,2,6:16.0,,Defensive rebound by J. Teague,34,40
156,2,6:06.0,,J. Teague makes 2-pt jump shot from 17 ft,34,42
157,2,5:43.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),,37,42
158,2,5:18.0,,Turnover by J. Teague (bad pass),37,42
159,2,5:18.0,D. Lee enters the game for D. Dedmon,,37,42
160,2,4:55.0,Turnover by D. Lee (lost ball),,37,42
161,2,4:45.0,,Personal foul by D. Green (drawn by P. George),37,42
162,2,4:45.0,,C. Miles enters the game for K. Séraphin,37,42
163,2,4:34.0,,P. George misses 2-pt jump shot from 7 ft,37,42
164,2,4:34.0,Defensive rebound by L. Aldridge,,37,42
165,2,4:20.0,L. Aldridge misses 2-pt layup from 3 ft,,37,42
166,2,4:19.0,Offensive rebound by L. Aldridge,,37,42
167,2,4:19.0,L. Aldridge makes 2-pt layup from 2 ft,,39,42
168,2,4:09.0,,J. Teague makes 2-pt jump shot from 18 ft,39,44
169,2,4:09.0,,Shooting foul by T. Parker (drawn by J. Teague),39,44
170,2,4:09.0,,J. Teague misses free throw 1 of 1,39,44
171,2,4:09.0,Defensive rebound by D. Lee,,39,44
172,2,4:09.0,,M. Ellis enters the game for R. Stuckey,39,44
173,2,3:57.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),,41,44
174,2,3:46.0,,Turnover by C. Miles (bad pass),41,44
175,2,3:46.0,P. Mills enters the game for T. Parker,,41,44
176,2,3:25.0,Shooting foul by C. Miles (drawn by K. Leonard),,41,44
177,2,3:25.0,K. Leonard makes free throw 1 of 2,,42,44
178,2,3:25.0,K. Leonard makes free throw 2 of 2,,43,44
179,2,3:10.0,,M. Turner misses 2-pt jump shot from 19 ft,43,44
180,2,3:10.0,Defensive rebound by D. Lee,,43,44
181,2,3:00.0,D. Green misses 3-pt jump shot from 26 ft,,43,44
182,2,3:00.0,,Defensive rebound by P. George,43,44
183,2,2:51.0,,C. Miles makes 2-pt jump shot from 12 ft,43,46
184,2,2:31.0,Turnover by L. Aldridge (bad pass),,43,46
185,2,2:31.0,,Indiana full timeout,43,46
186,2,2:17.0,,P. George misses 3-pt jump shot from 26 ft,43,46
187,2,2:17.0,Defensive rebound by D. Lee,,43,46
188,2,2:07.0,P. Mills makes 3-pt jump shot from 25 ft,,46,46
189,2,1:51.0,,C. Miles misses 3-pt jump shot from 25 ft,46,46
190,2,1:50.0,Defensive rebound by D. Lee,,46,46
191,2,1:39.0,L. Aldridge misses 2-pt jump shot from 18 ft,,46,46
192,2,1:38.0,,Defensive rebound by M. Ellis,46,46
193,2,1:23.0,,C. Miles misses 2-pt jump shot from 3 ft,46,46
194,2,1:22.0,Defensive rebound by D. Lee,,46,46
195,2,1:06.0,L. Aldridge misses 2-pt jump shot from 5 ft,,46,46
196,2,1:06.0,,Defensive rebound by M. Turner,46,46
197,2,1:06.0,Loose ball foul by L. Aldridge (drawn by M. Turner),,46,46
198,2,1:06.0,,M. Turner misses free throw 1 of 2,46,46
199,2,1:06.0,,Offensive rebound by Team,46,46
200,2,1:06.0,,G. Robinson enters the game for M. Ellis,46,46
201,2,1:06.0,,M. Turner makes free throw 2 of 2,46,47
202,2,0:50.0,P. Mills makes 3-pt jump shot from 23 ft (assist by K. Leonard),,49,47
203,2,0:33.0,,Shooting foul by L. Aldridge (drawn by M. Turner),49,47
204,2,0:33.0,,M. Turner makes free throw 1 of 2,49,48
205,2,0:33.0,,M. Turner makes free throw 2 of 2,49,49
206,2,0:14.0,K. Leonard misses 2-pt jump shot from 22 ft,,49,49
207,2,0:12.0,,Defensive rebound by M. Turner,49,49
208,2,0:07.0,,Indiana full timeout,49,49
209,2,0:07.0,J. Simmons enters the game for L. Aldridge,,49,49
210,2,0:07.0,D. Dedmon enters the game for D. Lee,,49,49
211,2,0:00.0,,P. George misses 2-pt jump shot from 21 ft,49,49
212,2,0:00.0,,Offensive rebound by Team,49,49
213,3,11:45.0,,P. George makes 3-pt jump shot from 26 ft (assist by J. Teague),49,52
214,3,11:25.0,K. Leonard makes 2-pt jump shot from 14 ft,,51,52
215,3,11:05.0,,M. Turner makes 2-pt jump shot from 12 ft (assist by J. Teague),51,54
216,3,10:51.0,K. Leonard makes 2-pt jump shot from 13 ft,,53,54
217,3,10:40.0,,Turnover by J. Teague (bad pass; steal by K. Leonard),53,54
218,3,10:30.0,K. Leonard misses 2-pt jump shot from 18 ft,,53,54
219,3,10:29.0,,Defensive rebound by K. Séraphin,53,54
220,3,10:20.0,,Personal foul by D. Green (drawn by M. Turner),53,54
221,3,10:09.0,,G. Robinson misses 2-pt jump shot from 16 ft,53,54
222,3,10:09.0,Defensive rebound by D. Green,,53,54
223,3,9:55.0,L. Aldridge misses 2-pt jump shot from 10 ft,,53,54
224,3,9:54.0,,Defensive rebound by G. Robinson,53,54
225,3,9:41.0,,Shooting foul by L. Aldridge (drawn by M. Turner),53,54
226,3,9:41.0,,M. Turner misses free throw 1 of 2,53,54
227,3,9:41.0,,Offensive rebound by Team,53,54
228,3,9:41.0,,M. Turner makes free throw 2 of 2,53,55
229,3,9:23.0,L. Aldridge misses 2-pt jump shot from 6 ft,,53,55
230,3,9:21.0,Offensive rebound by L. Aldridge,,53,55
231,3,9:21.0,L. Aldridge makes 2-pt layup from 2 ft,,55,55
232,3,9:05.0,,M. Turner misses 2-pt jump shot from 22 ft,55,55
233,3,9:05.0,Defensive rebound by D. Dedmon,,55,55
234,3,8:47.0,K. Leonard misses 3-pt jump shot from 25 ft,,55,55
235,3,8:46.0,,Defensive rebound by J. Teague,55,55
236,3,8:40.0,,J. Teague makes 3-pt jump shot from 26 ft,55,58
237,3,8:22.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),,57,58
238,3,8:08.0,,M. Turner misses 2-pt jump shot from 7 ft,57,58
239,3,8:07.0,Defensive rebound by D. Dedmon,,57,58
240,3,7:54.0,Personal foul by K. Séraphin (drawn by L. Aldridge),,57,58
241,3,7:43.0,Personal foul by P. George (drawn by K. Leonard),,57,58
242,3,7:30.0,D. Green makes 2-pt layup from 4 ft,,59,58
243,3,7:06.0,,M. Turner misses 2-pt jump shot from 5 ft,59,58
244,3,7:05.0,Defensive rebound by Team,,59,58
245,3,6:51.0,K. Leonard misses 2-pt jump shot from 12 ft,,59,58
246,3,6:50.0,,Defensive rebound by K. Séraphin,59,58
247,3,6:30.0,,Shooting foul by D. Dedmon (drawn by J. Teague),59,58
248,3,6:30.0,,J. Teague makes free throw 1 of 2,59,59
249,3,6:30.0,,J. Teague makes free throw 2 of 2,59,60
250,3,6:22.0,Personal foul by K. Séraphin (drawn by K. Leonard),,59,60
251,3,6:22.0,,A. Jefferson enters the game for K. Séraphin,59,60
252,3,6:09.0,T. Parker makes 2-pt jump shot from 16 ft,,61,60
253,3,5:46.0,,P. George makes 2-pt layup from 3 ft,61,62
254,3,5:46.0,,Shooting foul by L. Aldridge (drawn by P. George),61,62
255,3,5:46.0,,Indiana full timeout,61,62
256,3,5:46.0,D. Lee enters the game for L. Aldridge,,61,62
257,3,5:46.0,,P. George makes free throw 1 of 1,61,63
258,3,5:37.0,K. Leonard makes 2-pt layup from 3 ft (assist by T. Parker),,63,63
259,3,5:37.0,Shooting foul by P. George (drawn by K. Leonard),,63,63
260,3,5:37.0,K. Leonard makes free throw 1 of 1,,64,63
261,3,5:23.0,,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),64,66
262,3,5:21.0,San Antonio full timeout,,64,66
263,3,5:21.0,,M. Ellis enters the game for G. Robinson,64,66
264,3,5:11.0,K. Leonard makes 2-pt dunk from 2 ft (assist by T. Parker),,66,66
265,3,4:54.0,,J. Teague makes 2-pt jump shot from 6 ft,66,68
266,3,4:42.0,Shooting foul by A. Jefferson (drawn by T. Parker),,66,68
267,3,4:42.0,T. Parker makes free throw 1 of 2,,67,68
268,3,4:42.0,,C. Miles enters the game for A. Jefferson,67,68
269,3,4:42.0,J. Simmons enters the game for D. Green,,67,68
270,3,4:42.0,K. Anderson enters the game for D. Dedmon,,67,68
271,3,4:42.0,T. Parker makes free throw 2 of 2,,68,68
272,3,4:30.0,,M. Ellis makes 2-pt layup from 2 ft,68,70
273,3,4:14.0,T. Parker makes 2-pt jump shot from 16 ft,,70,70
274,3,3:58.0,,Personal foul by J. Simmons (drawn by M. Turner),70,70
275,3,3:58.0,,M. Turner makes free throw 1 of 2,70,71
276,3,3:58.0,P. Mills enters the game for T. Parker,,70,71
277,3,3:58.0,,M. Turner makes free throw 2 of 2,70,72
278,3,3:34.0,P. Mills misses 3-pt jump shot from 25 ft,,70,72
279,3,3:34.0,,Defensive rebound by P. George,70,72
280,3,3:23.0,,P. George misses 3-pt jump shot from 25 ft,70,72
281,3,3:22.0,,Offensive rebound by J. Teague,70,72
282,3,3:14.0,,M. Ellis misses 2-pt jump shot from 4 ft,70,72
283,3,3:13.0,Defensive rebound by D. Lee,,70,72
284,3,3:07.0,D. Lee makes 2-pt layup from 1 ft (assist by P. Mills),,72,72
285,3,2:49.0,,M. Turner misses 2-pt jump shot from 8 ft (block by K. Anderson),72,72
286,3,2:48.0,Defensive rebound by K. Anderson,,72,72
287,3,2:38.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by J. Simmons),,75,72
288,3,2:14.0,,M. Ellis misses 2-pt layup from 4 ft,75,72
289,3,2:14.0,Defensive rebound by J. Simmons,,75,72
290,3,2:01.0,D. Lee makes 2-pt jump shot from 4 ft (assist by K. Anderson),,77,72
291,3,2:01.0,Shooting foul by C. Miles (drawn by D. Lee),,77,72
292,3,2:01.0,,R. Stuckey enters the game for J. Teague,77,72
293,3,2:01.0,,A. Jefferson enters the game for M. Turner,77,72
294,3,2:01.0,M. Ginóbili enters the game for K. Leonard,,77,72
295,3,2:01.0,D. Lee makes free throw 1 of 1,,78,72
296,3,1:46.0,,M. Ellis misses 3-pt jump shot from 26 ft,78,72
297,3,1:45.0,Defensive rebound by D. Lee,,78,72
298,3,1:42.0,Turnover by D. Lee (bad pass; steal by C. Miles),,78,72
299,3,1:30.0,,Turnover by M. Ellis (lost ball; steal by J. Simmons),78,72
300,3,1:24.0,P. Mills makes 3-pt jump shot from 26 ft (assist by J. Simmons),,81,72
301,3,1:00.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by A. Jefferson),81,75
302,3,0:46.0,K. Anderson misses 2-pt jump shot from 20 ft,,81,75
303,3,0:45.0,,Defensive rebound by P. George,81,75
304,3,0:38.0,,Shooting foul by J. Simmons (drawn by P. George),81,75
305,3,0:38.0,,P. George makes free throw 1 of 3,81,76
306,3,0:38.0,,P. George makes free throw 2 of 3,81,77
307,3,0:38.0,D. Green enters the game for J. Simmons,,81,77
308,3,0:38.0,K. Leonard enters the game for K. Anderson,,81,77
309,3,0:38.0,,M. Turner enters the game for A. Jefferson,81,77
310,3,0:38.0,,P. George makes free throw 3 of 3,81,78
311,3,0:30.0,P. Mills misses 2-pt jump shot from 16 ft,,81,78
312,3,0:29.0,Offensive rebound by D. Lee,,81,78
313,3,0:29.0,,Loose ball foul by P. George (drawn by D. Lee),81,78
314,3,0:29.0,D. Lee makes free throw 1 of 2,,82,78
315,3,0:29.0,,G. Robinson enters the game for P. George,82,78
316,3,0:29.0,K. Anderson enters the game for K. Leonard,,82,78
317,3,0:29.0,D. Lee makes free throw 2 of 2,,83,78
318,3,0:16.0,,Shooting foul by P. Mills (drawn by M. Turner),83,78
319,3,0:16.0,,M. Turner misses free throw 1 of 2,83,78
320,3,0:16.0,,Offensive rebound by Team,83,78
321,3,0:16.0,K. Leonard enters the game for K. Anderson,,83,78
322,3,0:16.0,D. Bertāns enters the game for D. Lee,,83,78
323,3,0:16.0,,M. Turner makes free throw 2 of 2,83,79
324,3,0:00.0,K. Leonard misses 2-pt jump shot from 12 ft,,83,79
325,3,0:00.0,Offensive rebound by Team,,83,79
326,4,11:47.0,D. Green misses 2-pt jump shot from 4 ft,,83,79
327,4,11:47.0,Offensive rebound by K. Anderson,,83,79
328,4,11:47.0,Shooting foul by A. Jefferson (drawn by K. Anderson),,83,79
329,4,11:47.0,K. Anderson makes free throw 1 of 2,,84,79
330,4,11:47.0,K. Anderson misses free throw 2 of 2,,84,79
331,4,11:44.0,,Defensive rebound by C. Miles,84,79
332,4,11:22.0,,A. Jefferson makes 2-pt layup from 2 ft (assist by R. Stuckey),84,81
333,4,10:58.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,84,81
334,4,10:57.0,,Defensive rebound by R. Stuckey,84,81
335,4,10:43.0,,A. Jefferson misses 2-pt jump shot from 9 ft,84,81
336,4,10:42.0,Defensive rebound by D. Lee,,84,81
337,4,10:28.0,M. Ginóbili misses 2-pt jump shot from 5 ft (block by A. Jefferson),,84,81
338,4,10:27.0,,Defensive rebound by A. Jefferson,84,81
339,4,10:27.0,,Personal take foul by D. Lee (drawn by M. Ellis),84,81
340,4,10:27.0,L. Aldridge enters the game for D. Lee,,84,81
341,4,10:10.0,,A. Jefferson misses 2-pt layup from 2 ft (block by L. Aldridge),84,81
342,4,10:09.0,Defensive rebound by L. Aldridge,,84,81
343,4,10:01.0,L. Aldridge misses 2-pt jump shot from 20 ft,,84,81
344,4,9:59.0,,Defensive rebound by G. Robinson,84,81
345,4,9:45.0,,R. Stuckey makes 2-pt jump shot from 15 ft,84,83
346,4,9:24.0,Turnover by D. Green (bad pass; steal by M. Ellis),,84,83
347,4,9:19.0,,M. Ellis makes 2-pt dunk from 3 ft,84,85
348,4,9:19.0,San Antonio full timeout,,84,85
349,4,9:19.0,,P. George enters the game for G. Robinson,84,85
350,4,9:19.0,K. Leonard enters the game for M. Ginóbili,,84,85
351,4,9:05.0,Turnover by K. Leonard (lost ball; steal by R. Stuckey),,84,85
352,4,9:00.0,,M. Ellis makes 2-pt dunk from 3 ft (assist by R. Stuckey),84,87
353,4,8:34.0,K. Leonard makes 2-pt jump shot from 11 ft (assist by D. Green),,86,87
354,4,8:11.0,,R. Stuckey misses 2-pt jump shot from 15 ft,86,87
355,4,8:11.0,Defensive rebound by K. Leonard,,86,87
356,4,8:01.0,Shooting foul by C. Miles (drawn by K. Anderson),,86,87
357,4,8:01.0,K. Anderson makes free throw 1 of 2,,87,87
358,4,8:01.0,K. Anderson misses free throw 2 of 2,,87,87
359,4,8:01.0,,Defensive rebound by C. Miles,87,87
360,4,8:01.0,,M. Turner enters the game for A. Jefferson,87,87
361,4,8:01.0,T. Parker enters the game for P. Mills,,87,87
362,4,7:52.0,,M. Turner makes 2-pt dunk from 2 ft (assist by M. Ellis),87,89
363,4,7:33.0,L. Aldridge misses 2-pt jump shot from 19 ft,,87,89
364,4,7:33.0,,Defensive rebound by P. George,87,89
365,4,7:11.0,,M. Ellis misses 2-pt jump shot from 19 ft,87,89
366,4,7:10.0,Defensive rebound by K. Anderson,,87,89
367,4,7:00.0,Turnover by T. Parker (lost ball),,87,89
368,4,7:00.0,D. Lee enters the game for K. Anderson,,87,89
369,4,7:00.0,,K. Séraphin enters the game for C. Miles,87,89
370,4,6:38.0,,K. Séraphin makes 2-pt jump shot from 9 ft (assist by M. Ellis),87,91
371,4,6:20.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. Lee),,89,91
372,4,6:03.0,,M. Turner misses 2-pt jump shot from 16 ft,89,91
373,4,6:03.0,Defensive rebound by D. Green,,89,91
374,4,5:51.0,L. Aldridge misses 2-pt layup from 2 ft,,89,91
375,4,5:50.0,,Defensive rebound by P. George,89,91
376,4,5:44.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by P. George),89,93
377,4,5:24.0,T. Parker makes 2-pt layup from 2 ft,,91,93
378,4,5:17.0,,R. Stuckey makes 2-pt layup from 3 ft,91,95
379,4,5:17.0,,Shooting foul by D. Green (drawn by R. Stuckey),91,95
380,4,5:17.0,Official timeout,,91,95
381,4,5:17.0,,R. Stuckey misses free throw 1 of 1,91,95
382,4,5:17.0,Defensive rebound by L. Aldridge,,91,95
383,4,5:02.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),,94,95
384,4,4:42.0,,R. Stuckey misses 3-pt jump shot from 26 ft,94,95
385,4,4:41.0,Defensive rebound by L. Aldridge,,94,95
386,4,4:23.0,L. Aldridge misses 2-pt jump shot from 12 ft,,94,95
387,4,4:22.0,,Defensive rebound by Team,94,95
388,4,4:22.0,,Personal foul by D. Lee (drawn by M. Turner),94,95
