,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CLEVELAND_ACTION,MEMPHIS_SCORE,CLEVELAND_SCORE
395,4,3:22.0,Shooting foul by T. Thompson (drawn by J. Martin),,76,96
396,4,3:22.0,J. Martin makes free throw 1 of 2,,77,96
397,4,3:22.0,,J. McRae enters the game for L. James,77,96
398,4,3:22.0,J. Green enters the game for Z. Randolph,,77,96
399,4,3:22.0,J. Martin makes free throw 2 of 2,,78,96
400,4,3:04.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by D. Liggins),78,99
401,4,2:56.0,Personal foul by D. Liggins (drawn by W. Baldwin),,78,99
402,4,2:56.0,W. Baldwin makes free throw 1 of 2,,79,99
403,4,2:56.0,,C. Andersen enters the game for K. Love,79,99
404,4,2:56.0,,J. Jones enters the game for T. Thompson,79,99
405,4,2:56.0,,K. Felder enters the game for J. Smith,79,99
406,4,2:56.0,W. Baldwin makes free throw 2 of 2,,80,99
407,4,2:32.0,,K. Felder misses 2-pt jump shot from 15 ft,80,99
408,4,2:32.0,Defensive rebound by J. Martin,,80,99
409,4,2:22.0,J. Martin misses 2-pt jump shot from 8 ft,,80,99
410,4,2:21.0,Offensive rebound by J. Green,,80,99
411,4,2:17.0,J. Green makes 2-pt dunk at rim,,82,99
412,4,1:52.0,,D. Liggins misses 2-pt layup from 1 ft,82,99
413,4,1:51.0,Defensive rebound by J. Green,,82,99
414,4,1:41.0,Turnover by T. Williams (lost ball; steal by J. McRae),,82,99
415,4,1:38.0,,Personal foul by T. Williams (drawn by D. Liggins),82,99
416,4,1:38.0,,Cleveland full timeout,82,99
417,4,1:38.0,,D. Liggins misses free throw 1 of 2,82,99
418,4,1:38.0,,Offensive rebound by Team,82,99
419,4,1:38.0,,D. Liggins misses free throw 2 of 2,82,99
420,4,1:38.0,T. Douglas enters the game for J. Green,,82,99
421,4,1:37.0,Defensive rebound by J. Martin,,82,99
422,4,1:23.0,T. Daniels misses 3-pt jump shot from 26 ft,,82,99
423,4,1:23.0,Offensive rebound by T. Williams,,82,99
424,4,1:19.0,T. Williams misses 2-pt jump shot from 8 ft,,82,99
425,4,1:17.0,,Defensive rebound by J. McRae,82,99
426,4,1:11.0,,J. McRae makes 2-pt layup at rim,82,101
427,4,1:01.0,Shooting foul by K. Felder (drawn by W. Baldwin),,82,101
428,4,1:01.0,W. Baldwin makes free throw 1 of 2,,83,101
429,4,1:01.0,W. Baldwin makes free throw 2 of 2,,84,101
430,4,0:55.0,,Offensive foul by J. McRae (drawn by W. Baldwin),84,101
431,4,0:55.0,,Turnover by J. McRae (offensive foul),84,101
432,4,0:48.0,W. Baldwin makes 2-pt jump shot from 17 ft,,86,101
433,4,0:34.0,,K. Felder makes 2-pt jump shot from 16 ft,86,103
434,4,0:28.0,T. Williams misses 2-pt layup from 2 ft,,86,103
435,4,0:26.0,,Defensive rebound by K. Felder,86,103
436,4,0:05.0,,Turnover by Team (shot clock),86,103
