,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,TORONTO_ACTION,MEMPHIS_SCORE,TORONTO_SCORE
54,1,4:35.0,,Turnover by Team (back court),19,17
55,1,4:19.0,J. Green misses 2-pt jump shot from 18 ft,,19,17
56,1,4:19.0,,Defensive rebound by K. Lowry,19,17
57,1,4:10.0,,K. Lowry misses 2-pt jump shot from 20 ft,19,17
58,1,4:10.0,,Offensive rebound by J. Valančiūnas,19,17
59,1,4:09.0,,J. Valančiūnas misses 2-pt layup from 1 ft,19,17
60,1,4:08.0,,Offensive rebound by P. Siakam,19,17
61,1,3:50.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by P. Siakam),19,19
62,1,3:36.0,Shooting foul by D. Carroll (drawn by M. Gasol),,19,19
63,1,3:36.0,M. Gasol makes free throw 1 of 2,,20,19
64,1,3:36.0,A. Harrison enters the game for T. Allen,,20,19
65,1,3:36.0,,T. Ross enters the game for D. Carroll,20,19
66,1,3:36.0,,C. Joseph enters the game for K. Lowry,20,19
67,1,3:36.0,M. Gasol makes free throw 2 of 2,,21,19
68,1,3:25.0,,Turnover by D. DeRozan (lost ball; steal by J. Green),21,19
69,1,3:17.0,J. Green misses 2-pt layup from 3 ft,,21,19
70,1,3:16.0,,Defensive rebound by C. Joseph,21,19
71,1,3:10.0,,T. Ross misses 3-pt jump shot from 25 ft,21,19
72,1,3:10.0,Defensive rebound by M. Gasol,,21,19
73,1,2:58.0,A. Harrison misses 2-pt jump shot from 10 ft,,21,19
74,1,2:58.0,Offensive rebound by J. Green,,21,19
75,1,2:57.0,J. Green misses 2-pt layup from 1 ft (block by P. Siakam),,21,19
76,1,2:55.0,,Defensive rebound by D. DeRozan,21,19
77,1,2:52.0,,Turnover by D. DeRozan (bad pass),21,19
78,1,2:52.0,Memphis full timeout,,21,19
79,1,2:52.0,,L. Nogueira enters the game for P. Siakam,21,19
80,1,2:52.0,,P. Patterson enters the game for J. Valančiūnas,21,19
81,1,2:38.0,Personal foul by L. Nogueira (drawn by M. Gasol),,21,19
82,1,2:26.0,W. Baldwin misses 2-pt jump shot from 16 ft,,21,19
83,1,2:25.0,,Defensive rebound by P. Patterson,21,19
84,1,2:14.0,,D. DeRozan misses 2-pt jump shot from 16 ft,21,19
85,1,2:14.0,Defensive rebound by J. Martin,,21,19
86,1,1:58.0,M. Gasol makes 2-pt jump shot from 11 ft,,23,19
87,1,1:40.0,,C. Joseph makes 2-pt jump shot from 17 ft,23,21
88,1,1:19.0,Turnover by J. Green (bad pass; steal by L. Nogueira),,23,21
89,1,1:08.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. DeRozan),23,24
90,1,0:51.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by J. Green),,26,24
91,1,0:42.0,,Shooting foul by W. Baldwin (drawn by C. Joseph),26,24
92,1,0:42.0,,C. Joseph misses free throw 1 of 2,26,24
93,1,0:42.0,,Offensive rebound by Team,26,24
94,1,0:42.0,D. Davis enters the game for M. Gasol,,26,24
95,1,0:42.0,,C. Joseph makes free throw 2 of 2,26,25
96,1,0:25.0,W. Baldwin misses 2-pt layup from 3 ft (block by L. Nogueira),,26,25
97,1,0:24.0,,Defensive rebound by T. Ross,26,25
98,1,0:04.0,,Turnover by D. DeRozan (lost ball; steal by A. Harrison),26,25
99,1,0:00.0,A. Harrison makes 2-pt layup from 2 ft,,28,25
100,2,11:37.0,,C. Joseph misses 3-pt jump shot from 23 ft,28,25
101,2,11:36.0,Defensive rebound by J. Martin,,28,25
102,2,11:11.0,A. Harrison makes 3-pt jump shot from 24 ft,,31,25
103,2,10:59.0,,K. Lowry misses 3-pt jump shot from 27 ft,31,25
104,2,10:58.0,Defensive rebound by Team,,31,25
105,2,10:42.0,D. Davis makes 2-pt jump shot from 16 ft (assist by T. Daniels),,33,25
106,2,10:26.0,,L. Nogueira misses 2-pt layup at rim,33,25
107,2,10:25.0,Defensive rebound by D. Davis,,33,25
108,2,10:17.0,Turnover by D. Davis (offensive foul),,33,25
109,2,10:17.0,Offensive foul by D. Davis (drawn by K. Lowry),,33,25
110,2,10:04.0,,K. Lowry makes 2-pt jump shot from 10 ft,33,27
111,2,9:40.0,W. Baldwin misses 3-pt jump shot from 27 ft,,33,27
112,2,9:40.0,,Defensive rebound by Team,33,27
113,2,9:40.0,Loose ball foul by J. Martin (drawn by P. Patterson),,33,27
114,2,9:24.0,,T. Ross misses 3-pt jump shot from 23 ft,33,27
115,2,9:24.0,Defensive rebound by J. Martin,,33,27
116,2,9:15.0,Turnover by A. Harrison (bad pass; steal by L. Nogueira),,33,27
117,2,9:11.0,,C. Joseph makes 2-pt layup from 3 ft,33,29
118,2,9:03.0,Memphis full timeout,,33,29
119,2,9:03.0,T. Williams enters the game for W. Baldwin,,33,29
120,2,8:54.0,T. Daniels makes 2-pt jump shot from 17 ft (assist by A. Harrison),,35,29
121,2,8:35.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),35,31
122,2,8:16.0,T. Daniels misses 3-pt jump shot from 27 ft,,35,31
123,2,8:15.0,,Defensive rebound by P. Patterson,35,31
124,2,8:09.0,,Shooting foul by D. Davis (drawn by K. Lowry),35,31
125,2,8:09.0,,K. Lowry makes free throw 1 of 2,35,32
126,2,8:09.0,,K. Lowry makes free throw 2 of 2,35,33
127,2,7:54.0,J. Martin misses 2-pt hook shot from 6 ft,,35,33
128,2,7:53.0,,Defensive rebound by P. Patterson,35,33
129,2,7:41.0,,Turnover by P. Patterson (bad pass),35,33
130,2,7:41.0,,Loose ball foul by K. Lowry (drawn by T. Williams),35,33
131,2,7:41.0,M. Gasol enters the game for A. Harrison,,35,33
132,2,7:41.0,W. Baldwin enters the game for D. Davis,,35,33
133,2,7:27.0,Personal foul by L. Nogueira (drawn by M. Gasol),,35,33
134,2,7:21.0,W. Baldwin misses 2-pt jump shot from 18 ft,,35,33
135,2,7:21.0,,Defensive rebound by C. Joseph,35,33
136,2,7:10.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),35,36
137,2,6:49.0,W. Baldwin makes 2-pt layup from 3 ft (assist by J. Martin),,37,36
138,2,6:25.0,,K. Lowry misses 2-pt layup from 2 ft,37,36
139,2,6:25.0,Defensive rebound by W. Baldwin,,37,36
140,2,6:14.0,T. Williams misses 3-pt jump shot from 26 ft,,37,36
141,2,6:14.0,,Defensive rebound by P. Patterson,37,36
142,2,6:09.0,,Turnover by K. Lowry (bad pass; steal by T. Williams),37,36
143,2,6:02.0,Personal foul by L. Nogueira (drawn by M. Gasol),,37,36
144,2,6:02.0,,J. Valančiūnas enters the game for L. Nogueira,37,36
145,2,5:53.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by W. Baldwin),,40,36
146,2,5:43.0,,Personal foul by W. Baldwin (drawn by C. Joseph),40,36
147,2,5:43.0,Official timeout,,40,36
148,2,5:43.0,,P. Siakam enters the game for T. Ross,40,36
149,2,5:43.0,,D. Carroll enters the game for C. Joseph,40,36
150,2,5:43.0,,D. DeRozan enters the game for P. Patterson,40,36
151,2,5:43.0,T. Allen enters the game for T. Daniels,,40,36
152,2,5:29.0,,K. Lowry makes 3-pt jump shot from 26 ft,40,39
153,2,5:11.0,Shooting foul by J. Valančiūnas (drawn by J. Martin),,40,39
154,2,5:11.0,J. Martin makes free throw 1 of 2,,41,39
155,2,5:11.0,J. Martin makes free throw 2 of 2,,42,39
156,2,4:58.0,,D. Carroll makes 2-pt jump shot from 21 ft (assist by K. Lowry),42,41
157,2,4:36.0,J. Martin makes 3-pt jump shot from 25 ft (assist by T. Williams),,45,41
158,2,4:23.0,J. Green enters the game for J. Martin,,45,41
159,2,4:15.0,,Turnover by P. Siakam (bad pass; steal by T. Williams),45,41
160,2,4:03.0,J. Green makes 2-pt jump shot from 22 ft (assist by T. Williams),,47,41
161,2,3:46.0,,Shooting foul by M. Gasol (drawn by D. DeRozan),47,41
162,2,3:46.0,,D. DeRozan makes free throw 1 of 2,47,42
163,2,3:46.0,,D. DeRozan makes free throw 2 of 2,47,43
164,2,3:32.0,M. Gasol misses 2-pt jump shot from 15 ft,,47,43
165,2,3:31.0,Offensive rebound by J. Green,,47,43
166,2,3:30.0,J. Green makes 2-pt hook shot from 3 ft,,49,43
167,2,3:30.0,Shooting foul by D. Carroll (drawn by J. Green),,49,43
168,2,3:30.0,J. Green makes free throw 1 of 1,,50,43
169,2,3:10.0,,Shooting foul by T. Williams (drawn by D. Carroll),50,43
170,2,3:10.0,,D. Carroll misses free throw 1 of 2,50,43
171,2,3:10.0,,Offensive rebound by Team,50,43
172,2,3:10.0,,D. Carroll misses free throw 2 of 2,50,43
173,2,3:10.0,Defensive rebound by M. Gasol,,50,43
174,2,3:10.0,A. Harrison enters the game for T. Williams,,50,43
175,2,2:47.0,M. Gasol misses 2-pt jump shot from 17 ft,,50,43
176,2,2:47.0,,Defensive rebound by J. Valančiūnas,50,43
177,2,2:34.0,,K. Lowry makes 2-pt jump shot from 6 ft,50,45
178,2,2:21.0,T. Allen misses 2-pt hook shot from 5 ft,,50,45
179,2,2:20.0,Offensive rebound by Team,,50,45
180,2,2:20.0,,Toronto full timeout,50,45
181,2,2:20.0,,C. Joseph enters the game for D. Carroll,50,45
182,2,2:20.0,,N. Powell enters the game for P. Siakam,50,45
183,2,2:20.0,,P. Patterson enters the game for K. Lowry,50,45
184,2,2:10.0,M. Gasol misses 2-pt jump shot from 12 ft,,50,45
185,2,2:10.0,Offensive rebound by T. Allen,,50,45
186,2,2:08.0,T. Allen makes 2-pt layup from 1 ft,,52,45
187,2,1:54.0,,Shooting foul by T. Allen (drawn by D. DeRozan),52,45
188,2,1:54.0,,D. DeRozan makes 2-pt jump shot from 17 ft,52,47
189,2,1:54.0,,D. DeRozan misses free throw 1 of 1,52,47
190,2,1:54.0,Defensive rebound by J. Green,,52,47
191,2,1:47.0,Personal foul by P. Patterson (drawn by J. Green),,52,47
192,2,1:47.0,J. Green makes free throw 1 of 2,,53,47
193,2,1:47.0,J. Green makes free throw 2 of 2,,54,47
194,2,1:35.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by D. DeRozan),54,50
195,2,1:17.0,Shooting foul by N. Powell (drawn by A. Harrison),,54,50
196,2,1:17.0,A. Harrison makes free throw 1 of 2,,55,50
197,2,1:17.0,A. Harrison makes free throw 2 of 2,,56,50
198,2,1:06.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by D. DeRozan),56,53
199,2,0:54.0,Personal foul by N. Powell (drawn by A. Harrison),,56,53
200,2,0:54.0,A. Harrison misses free throw 1 of 2,,56,53
201,2,0:54.0,Offensive rebound by Team,,56,53
202,2,0:54.0,A. Harrison makes free throw 2 of 2,,57,53
203,2,0:33.0,,C. Joseph misses 2-pt jump shot from 10 ft,57,53
204,2,0:33.0,,Offensive rebound by D. DeRozan,57,53
205,2,0:30.0,,P. Siakam enters the game for J. Valančiūnas,57,53
206,2,0:27.0,,Toronto full timeout,57,53
207,2,0:11.0,,Shooting foul by M. Gasol (drawn by D. DeRozan),57,53
208,2,0:11.0,,D. DeRozan makes free throw 1 of 2,57,54
209,2,0:11.0,,D. DeRozan makes free throw 2 of 2,57,55
210,2,0:08.0,Memphis full timeout,,57,55
211,2,0:08.0,T. Daniels enters the game for W. Baldwin,,57,55
212,2,0:03.0,A. Harrison misses 3-pt jump shot from 22 ft,,57,55
213,2,0:02.0,Offensive rebound by T. Allen,,57,55
214,2,0:00.0,T. Allen misses 2-pt jump shot from 5 ft,,57,55
215,2,0:00.0,,Defensive rebound by P. Patterson,57,55
216,3,11:40.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by P. Siakam),57,57
217,3,11:17.0,J. Green makes 2-pt jump shot from 2 ft (assist by M. Gasol),,59,57
218,3,11:05.0,,K. Lowry makes 3-pt jump shot from 26 ft,59,60
219,3,10:49.0,J. Green misses 2-pt jump shot from 15 ft,,59,60
220,3,10:48.0,,Defensive rebound by J. Valančiūnas,59,60
221,3,10:41.0,,Personal foul by T. Allen (drawn by D. DeRozan),59,60
222,3,10:34.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),59,62
223,3,10:34.0,Memphis full timeout,,59,62
224,3,10:23.0,A. Harrison misses 2-pt layup from 1 ft (block by J. Valančiūnas),,59,62
225,3,10:22.0,,Defensive rebound by D. DeRozan,59,62
226,3,10:22.0,,Personal foul by T. Allen (drawn by D. DeRozan),59,62
227,3,10:09.0,,D. Carroll misses 3-pt jump shot from 24 ft,59,62
228,3,10:09.0,Defensive rebound by J. Green,,59,62
229,3,9:45.0,A. Harrison makes 3-pt jump shot from 25 ft (assist by M. Gasol),,62,62
230,3,9:25.0,,Turnover by D. DeRozan (dbl dribble),62,62
231,3,9:07.0,A. Harrison makes 2-pt layup from 1 ft,,64,62
232,3,8:57.0,,Turnover by J. Valančiūnas (step out of bounds),64,62
233,3,8:48.0,Shooting block foul by K. Lowry (drawn by J. Green),,64,62
234,3,8:48.0,J. Green makes free throw 1 of 2,,65,62
235,3,8:48.0,J. Green makes free throw 2 of 2,,66,62
236,3,8:31.0,,Turnover by P. Siakam (bad pass; steal by A. Harrison),66,62
237,3,8:30.0,Personal block foul by K. Lowry (drawn by A. Harrison),,66,62
238,3,8:20.0,Turnover by T. Allen (lost ball),,66,62
239,3,8:03.0,,K. Lowry makes 2-pt layup from 3 ft,66,64
240,3,7:40.0,Turnover by T. Williams (bad pass),,66,64
241,3,7:33.0,,K. Lowry makes 3-pt jump shot from 26 ft,66,67
242,3,7:22.0,Turnover by T. Allen (traveling),,66,67
243,3,7:11.0,,Turnover by P. Siakam (lost ball; steal by J. Green),66,67
244,3,7:01.0,T. Williams misses 3-pt jump shot from 23 ft,,66,67
245,3,7:01.0,,Defensive rebound by J. Valančiūnas,66,67
246,3,7:01.0,,Personal foul by T. Allen (drawn by J. Valančiūnas),66,67
247,3,6:45.0,,Turnover by D. DeRozan (bad pass; steal by J. Green),66,67
248,3,6:40.0,T. Williams makes 2-pt dunk at rim (assist by A. Harrison),,68,67
249,3,6:38.0,,Toronto full timeout,68,67
250,3,6:38.0,,P. Patterson enters the game for P. Siakam,68,67
251,3,6:23.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),68,69
252,3,6:04.0,Personal foul by D. DeRozan (drawn by M. Gasol),,68,69
253,3,5:50.0,A. Harrison misses 2-pt jump shot from 18 ft,,68,69
254,3,5:50.0,Offensive rebound by M. Gasol,,68,69
255,3,5:43.0,T. Allen misses 2-pt layup at rim,,68,69
256,3,5:43.0,Offensive rebound by T. Allen,,68,69
257,3,5:39.0,T. Allen makes 2-pt jump shot from 2 ft,,70,69
258,3,5:15.0,,Turnover by J. Valančiūnas (lost ball; steal by J. Green),70,69
259,3,5:06.0,T. Williams misses 3-pt jump shot from 26 ft,,70,69
260,3,5:06.0,,Defensive rebound by P. Patterson,70,69
261,3,5:02.0,,Shooting foul by T. Williams (drawn by D. Carroll),70,69
262,3,5:02.0,,D. Carroll makes free throw 1 of 2,70,70
263,3,5:02.0,J. Martin enters the game for J. Green,,70,70
264,3,5:02.0,W. Baldwin enters the game for A. Harrison,,70,70
265,3,5:02.0,,D. Carroll makes free throw 2 of 2,70,71
266,3,4:45.0,Turnover by W. Baldwin (lost ball; steal by K. Lowry),,70,71
267,3,4:40.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),70,74
268,3,4:12.0,M. Gasol makes 2-pt layup from 3 ft,,72,74
269,3,3:56.0,,J. Valančiūnas misses 2-pt layup from 3 ft,72,74
270,3,3:55.0,Defensive rebound by M. Gasol,,72,74
271,3,3:50.0,T. Williams misses 2-pt jump shot from 4 ft,,72,74
272,3,3:50.0,Offensive rebound by T. Allen,,72,74
273,3,3:49.0,T. Allen makes 2-pt layup from 1 ft,,74,74
274,3,3:49.0,Shooting foul by D. DeRozan (drawn by T. Allen),,74,74
275,3,3:49.0,,C. Joseph enters the game for D. Carroll,74,74
276,3,3:49.0,,T. Ross enters the game for K. Lowry,74,74
277,3,3:49.0,,L. Nogueira enters the game for J. Valančiūnas,74,74
278,3,3:49.0,T. Daniels enters the game for T. Williams,,74,74
279,3,3:49.0,D. Davis enters the game for M. Gasol,,74,74
280,3,3:49.0,T. Allen makes free throw 1 of 1,,75,74
281,3,3:31.0,,T. Ross misses 3-pt jump shot from 25 ft,75,74
282,3,3:31.0,Defensive rebound by D. Davis,,75,74
283,3,3:22.0,D. Davis misses 2-pt jump shot from 21 ft,,75,74
284,3,3:21.0,,Defensive rebound by P. Patterson,75,74
285,3,3:11.0,,Shooting foul by D. Davis (drawn by D. DeRozan),75,74
286,3,3:11.0,,D. DeRozan makes free throw 1 of 2,75,75
287,3,3:11.0,,D. DeRozan makes free throw 2 of 2,75,76
288,3,2:52.0,Turnover by T. Daniels (bad pass; steal by P. Patterson),,75,76
289,3,2:33.0,,P. Patterson misses 3-pt jump shot from 26 ft,75,76
290,3,2:33.0,,Offensive rebound by C. Joseph,75,76
291,3,2:33.0,,Shooting foul by D. Davis (drawn by C. Joseph),75,76
292,3,2:33.0,Memphis full timeout,,75,76
293,3,2:33.0,,C. Joseph makes free throw 1 of 2,75,77
294,3,2:33.0,,C. Joseph makes free throw 2 of 2,75,78
295,3,2:31.0,Turnover by J. Martin (bad pass),,75,78
296,3,2:22.0,,P. Patterson misses 2-pt jump shot from 6 ft,75,78
297,3,2:22.0,,Offensive rebound by P. Patterson,75,78
298,3,2:21.0,,P. Patterson makes 2-pt layup from 2 ft,75,80
299,3,2:10.0,Personal foul by T. Ross (drawn by T. Daniels),,75,80
300,3,2:10.0,T. Daniels makes free throw 1 of 2,,76,80
301,3,2:10.0,T. Daniels makes free throw 2 of 2,,77,80
302,3,2:03.0,,Personal foul by W. Baldwin (drawn by C. Joseph),77,80
303,3,2:03.0,,C. Joseph makes free throw 1 of 2,77,81
304,3,2:03.0,J. Green enters the game for T. Allen,,77,81
305,3,2:03.0,,C. Joseph makes free throw 2 of 2,77,82
306,3,1:51.0,T. Daniels misses 3-pt jump shot from 26 ft,,77,82
307,3,1:50.0,Offensive rebound by D. Davis,,77,82
308,3,1:48.0,D. Davis misses 2-pt layup from 1 ft,,77,82
309,3,1:46.0,Offensive rebound by J. Green,,77,82
310,3,1:46.0,J. Green makes 2-pt layup from 1 ft,,79,82
311,3,1:27.0,,T. Ross misses 2-pt layup from 3 ft,79,82
312,3,1:26.0,,Offensive rebound by L. Nogueira,79,82
313,3,1:21.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by L. Nogueira),79,85
314,3,1:05.0,W. Baldwin misses 2-pt layup from 3 ft,,79,85
315,3,1:05.0,,Defensive rebound by P. Patterson,79,85
316,3,0:53.0,,P. Patterson misses 2-pt hook shot from 4 ft,79,85
317,3,0:52.0,Defensive rebound by W. Baldwin,,79,85
318,3,0:45.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by W. Baldwin),,82,85
319,3,0:35.0,,L. Nogueira makes 2-pt dunk at rim (assist by C. Joseph),82,87
320,3,0:21.0,Turnover by W. Baldwin (lost ball; steal by L. Nogueira),,82,87
321,3,0:16.0,,Shooting foul by J. Green (drawn by D. DeRozan),82,87
322,3,0:16.0,,D. DeRozan makes free throw 1 of 2,82,88
323,3,0:16.0,A. Harrison enters the game for D. Davis,,82,88
324,3,0:16.0,,N. Powell enters the game for L. Nogueira,82,88
325,3,0:16.0,,D. DeRozan makes free throw 2 of 2,82,89
326,3,0:03.0,A. Harrison misses 2-pt layup from 5 ft,,82,89
327,3,0:02.0,,Defensive rebound by D. DeRozan,82,89
328,3,0:00.0,,D. DeRozan misses 3-pt jump shot from 46 ft,82,89
329,3,0:00.0,,Offensive rebound by Team,82,89
330,4,11:41.0,M. Gasol misses 2-pt hook shot from 5 ft,,82,89
331,4,11:41.0,,Defensive rebound by L. Nogueira,82,89
332,4,11:26.0,,C. Joseph makes 2-pt jump shot from 15 ft,82,91
333,4,11:10.0,T. Daniels makes 3-pt jump shot from 28 ft,,85,91
334,4,10:49.0,,T. Ross misses 3-pt jump shot from 24 ft,85,91
335,4,10:48.0,,Offensive rebound by P. Patterson,85,91
336,4,10:47.0,,P. Patterson misses 2-pt layup from 1 ft,85,91
337,4,10:47.0,Defensive rebound by W. Baldwin,,85,91
338,4,10:43.0,Turnover by W. Baldwin (offensive foul),,85,91
339,4,10:43.0,,Offensive charge foul by W. Baldwin (drawn by K. Lowry),85,91
340,4,10:43.0,T. Williams enters the game for W. Baldwin,,85,91
341,4,10:34.0,,C. Joseph misses 2-pt jump shot from 18 ft,85,91
342,4,10:33.0,Defensive rebound by A. Harrison,,85,91
343,4,10:12.0,T. Daniels misses 3-pt jump shot from 25 ft,,85,91
344,4,10:11.0,Offensive rebound by M. Gasol,,85,91
345,4,10:05.0,A. Harrison makes 3-pt jump shot from 25 ft (assist by M. Gasol),,88,91
346,4,9:47.0,,Turnover by K. Lowry (bad pass; steal by J. Green),88,91
347,4,9:37.0,Personal foul by L. Nogueira (drawn by M. Gasol),,88,91
348,4,9:28.0,M. Gasol misses 3-pt jump shot from 26 ft,,88,91
349,4,9:27.0,,Defensive rebound by C. Joseph,88,91
350,4,9:18.0,,Turnover by C. Joseph (lost ball; steal by T. Daniels),88,91
351,4,9:12.0,T. Williams misses 2-pt layup from 2 ft,,88,91
352,4,9:11.0,Offensive rebound by M. Gasol,,88,91
353,4,9:10.0,M. Gasol makes 2-pt layup from 1 ft,,90,91
354,4,8:38.0,,P. Patterson misses 3-pt jump shot from 30 ft,90,91
355,4,8:38.0,,Offensive rebound by Team,90,91
356,4,8:38.0,,Turnover by Team (shot clock),90,91
357,4,8:38.0,Official timeout,,90,91
358,4,8:38.0,,D. Carroll enters the game for T. Ross,90,91
359,4,8:24.0,T. Daniels misses 2-pt jump shot from 16 ft,,90,91
360,4,8:23.0,,Defensive rebound by C. Joseph,90,91
361,4,8:07.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),90,94
362,4,7:49.0,Personal foul by C. Joseph (drawn by M. Gasol),,90,94
363,4,7:41.0,Personal foul by L. Nogueira (drawn by M. Gasol),,90,94
364,4,7:27.0,J. Green misses 3-pt jump shot from 24 ft,,90,94
365,4,7:26.0,,Defensive rebound by K. Lowry,90,94
366,4,7:18.0,,D. Carroll misses 3-pt jump shot from 23 ft,90,94
367,4,7:17.0,,Offensive rebound by Team,90,94
368,4,7:06.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by L. Nogueira),90,97
369,4,7:06.0,Memphis full timeout,,90,97
370,4,7:06.0,,D. DeRozan enters the game for C. Joseph,90,97
371,4,7:06.0,J. Martin enters the game for M. Gasol,,90,97
372,4,6:49.0,A. Harrison makes 2-pt layup at rim,,92,97
373,4,6:35.0,,Shooting block foul by J. Martin (drawn by K. Lowry),92,97
374,4,6:35.0,,K. Lowry makes free throw 1 of 3,92,98
375,4,6:35.0,,K. Lowry makes free throw 2 of 3,92,99
376,4,6:35.0,T. Allen enters the game for T. Williams,,92,99
377,4,6:35.0,,C. Joseph enters the game for L. Nogueira,92,99
378,4,6:35.0,,K. Lowry makes free throw 3 of 3,92,100
379,4,6:14.0,J. Martin misses 2-pt jump shot from 12 ft,,92,100
380,4,6:13.0,,Defensive rebound by P. Patterson,92,100
381,4,5:50.0,,C. Joseph misses 3-pt jump shot from 23 ft,92,100
382,4,5:50.0,Defensive rebound by J. Martin,,92,100
383,4,5:43.0,T. Daniels makes 3-pt jump shot from 28 ft (assist by A. Harrison),,95,100
384,4,5:21.0,,Shooting foul by A. Harrison (drawn by C. Joseph),95,100
