,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
133,2,7:50.0,,T. Thompson enters the game for J. Jones,39,45
134,2,7:50.0,R. Rubio enters the game for K. Dunn,,39,45
135,2,7:46.0,,K. Korver makes 2-pt jump shot from 18 ft (assist by L. James),39,47
136,2,7:31.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,41,47
137,2,7:09.0,,Turnover by K. Felder (bad pass; steal by N. Bjelica),41,47
138,2,7:04.0,Turnover by N. Bjelica (lost ball; steal by K. Felder),,41,47
139,2,6:59.0,,K. Felder misses 2-pt layup from 2 ft,41,47
140,2,6:57.0,,Offensive rebound by T. Thompson,41,47
141,2,6:56.0,,T. Thompson misses 2-pt hook shot from 13 ft,41,47
142,2,6:55.0,Defensive rebound by K. Towns,,41,47
143,2,6:49.0,N. Bjelica makes 2-pt dunk at rim (assist by R. Rubio),,43,47
144,2,6:47.0,,Cleveland full timeout,43,47
145,2,6:47.0,Z. LaVine enters the game for N. Bjelica,,43,47
146,2,6:47.0,,K. Irving enters the game for K. Felder,43,47
147,2,6:25.0,,K. Irving misses 2-pt jump shot from 10 ft,43,47
148,2,6:24.0,,Offensive rebound by T. Thompson,43,47
149,2,6:08.0,,L. James misses 2-pt jump shot from 16 ft,43,47
150,2,6:05.0,Defensive rebound by K. Towns,,43,47
151,2,5:58.0,A. Wiggins makes 2-pt layup at rim,,45,47
152,2,5:58.0,Shooting foul by K. Irving (drawn by A. Wiggins),,45,47
153,2,5:58.0,,I. Shumpert enters the game for R. Jefferson,45,47
154,2,5:58.0,A. Wiggins makes free throw 1 of 1,,46,47
155,2,5:49.0,,T. Thompson misses 2-pt jump shot from 6 ft (block by K. Towns),46,47
156,2,5:48.0,,Offensive rebound by T. Thompson,46,47
157,2,5:43.0,,I. Shumpert misses 3-pt jump shot from 26 ft,46,47
158,2,5:43.0,,Offensive rebound by K. Irving,46,47
159,2,5:39.0,,K. Irving misses 3-pt jump shot from 26 ft,46,47
160,2,5:39.0,Defensive rebound by S. Muhammad,,46,47
161,2,5:28.0,A. Wiggins misses 3-pt jump shot from 25 ft,,46,47
162,2,5:28.0,,Defensive rebound by I. Shumpert,46,47
163,2,5:16.0,,L. James makes 2-pt jump shot from 6 ft,46,49
164,2,4:55.0,S. Muhammad misses 2-pt jump shot from 9 ft,,46,49
165,2,4:54.0,,Defensive rebound by T. Thompson,46,49
166,2,4:47.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),46,52
167,2,4:26.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,49,52
168,2,4:08.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),49,54
169,2,3:41.0,A. Wiggins misses 2-pt jump shot from 19 ft,,49,54
170,2,3:41.0,Offensive rebound by S. Muhammad,,49,54
171,2,3:34.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,51,54
172,2,3:34.0,,Cleveland full timeout,51,54
173,2,3:33.0,,R. Jefferson enters the game for L. James,51,54
174,2,3:23.0,,K. Korver makes 2-pt jump shot from 11 ft (assist by K. Irving),51,56
175,2,3:07.0,Turnover by R. Rubio (bad pass; steal by R. Jefferson),,51,56
176,2,3:00.0,,K. Korver misses 3-pt jump shot from 25 ft,51,56
177,2,3:00.0,,Offensive rebound by R. Jefferson,51,56
178,2,2:55.0,,R. Jefferson misses 3-pt jump shot from 26 ft,51,56
179,2,2:54.0,Defensive rebound by Z. LaVine,,51,56
180,2,2:33.0,S. Muhammad misses 3-pt jump shot from 24 ft,,51,56
181,2,2:33.0,,Defensive rebound by I. Shumpert,51,56
182,2,2:27.0,,Personal foul by R. Rubio (drawn by T. Thompson),51,56
183,2,2:27.0,Official timeout,,51,56
184,2,2:27.0,,T. Thompson makes free throw 1 of 2,51,57
185,2,2:27.0,N. Bjelica enters the game for S. Muhammad,,51,56
186,2,2:27.0,,T. Thompson makes free throw 2 of 2,51,58
187,2,2:06.0,Z. LaVine misses 3-pt jump shot from 26 ft,,51,58
188,2,2:05.0,,Defensive rebound by T. Thompson,51,58
189,2,1:53.0,,K. Irving makes 2-pt jump shot from 9 ft,51,60
190,2,1:44.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),,54,60
191,2,1:25.0,,Turnover by K. Irving (bad pass; steal by N. Bjelica),54,60
192,2,1:19.0,N. Bjelica makes 2-pt layup from 1 ft (assist by R. Rubio),,56,60
193,2,0:56.0,,Shooting foul by N. Bjelica (drawn by K. Irving),56,60
194,2,0:56.0,,K. Irving misses free throw 1 of 2,56,60
195,2,0:56.0,,Offensive rebound by Team,56,60
196,2,0:56.0,,L. James enters the game for K. Korver,56,60
197,2,0:56.0,,K. Irving makes free throw 2 of 2,56,61
198,2,0:46.0,Z. LaVine makes 2-pt jump shot from 14 ft (assist by K. Towns),,58,61
199,2,0:28.0,,I. Shumpert misses 2-pt layup from 2 ft (block by K. Towns),58,61
200,2,0:27.0,,Offensive rebound by Team,58,61
201,2,0:23.0,,Shooting foul by R. Rubio (drawn by K. Irving),58,61
202,2,0:23.0,,K. Irving makes free throw 1 of 2,58,62
203,2,0:23.0,,K. Irving makes free throw 2 of 2,58,63
204,2,0:02.0,A. Wiggins makes 2-pt jump shot from 22 ft,,60,63
205,2,0:00.0,,K. Irving misses 3-pt jump shot from 41 ft,60,63
206,2,0:00.0,,Offensive rebound by Team,60,63
207,3,11:45.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by K. Irving),60,66
208,3,11:23.0,G. Dieng misses 2-pt jump shot from 15 ft (block by L. James),,60,66
209,3,11:22.0,,Defensive rebound by L. James,60,66
210,3,11:16.0,,Turnover by I. Shumpert (bad pass),60,66
211,3,10:56.0,Turnover by A. Wiggins (lost ball; steal by I. Shumpert),,60,66
212,3,10:47.0,,K. Irving misses 2-pt jump shot from 9 ft,60,66
213,3,10:45.0,,Offensive rebound by T. Thompson,60,66
214,3,10:40.0,,I. Shumpert misses 3-pt jump shot from 25 ft,60,66
215,3,10:40.0,Defensive rebound by K. Towns,,60,66
216,3,10:32.0,R. Rubio misses 2-pt jump shot from 17 ft,,60,66
217,3,10:30.0,,Defensive rebound by L. James,60,66
218,3,10:25.0,,I. Shumpert misses 3-pt jump shot from 24 ft,60,66
219,3,10:24.0,Defensive rebound by Team,,60,66
220,3,10:24.0,,Loose ball foul by T. Thompson (drawn by Z. LaVine),60,66
221,3,10:09.0,K. Towns misses 2-pt jump shot from 20 ft,,60,66
222,3,10:08.0,,Defensive rebound by T. Thompson,60,66
223,3,10:01.0,,C. Frye misses 3-pt jump shot from 25 ft,60,66
224,3,10:01.0,,Offensive rebound by T. Thompson,60,66
225,3,9:58.0,,C. Frye makes 2-pt dunk at rim (assist by T. Thompson),60,68
226,3,9:58.0,,Shooting foul by G. Dieng (drawn by C. Frye),60,68
227,3,9:58.0,,C. Frye misses free throw 1 of 1,60,68
228,3,9:56.0,Defensive rebound by G. Dieng,,60,68
229,3,9:51.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,62,68
230,3,9:25.0,,T. Thompson makes 2-pt hook shot from 6 ft,62,70
231,3,9:10.0,Turnover by R. Rubio (bad pass; steal by C. Frye),,62,70
232,3,9:04.0,,C. Frye makes 2-pt layup from 1 ft (assist by L. James),62,72
233,3,9:04.0,Minnesota full timeout,,62,72
234,3,8:40.0,Z. LaVine makes 2-pt jump shot from 22 ft,,64,72
235,3,8:23.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),64,74
236,3,8:02.0,K. Towns misses 2-pt hook shot from 10 ft,,64,74
237,3,8:01.0,,Defensive rebound by I. Shumpert,64,74
238,3,7:55.0,,K. Irving misses 3-pt jump shot from 26 ft,64,74
239,3,7:55.0,,Offensive rebound by Team,64,74
240,3,7:55.0,Loose ball foul by G. Dieng (drawn by T. Thompson),,64,74
241,3,7:36.0,,T. Thompson misses 2-pt layup from 1 ft,64,74
242,3,7:36.0,,Offensive rebound by T. Thompson,64,74
243,3,7:29.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),64,76
244,3,7:04.0,Personal foul by K. Irving (drawn by G. Dieng),,64,76
245,3,6:51.0,Z. LaVine misses 2-pt jump shot from 20 ft,,64,76
246,3,6:51.0,Offensive rebound by G. Dieng,,64,76
247,3,6:49.0,G. Dieng misses 2-pt layup from 2 ft (block by C. Frye),,64,76
248,3,6:48.0,,Defensive rebound by C. Frye,64,76
249,3,6:43.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),64,79
250,3,6:43.0,Minnesota full timeout,,64,79
251,3,6:43.0,N. Bjelica enters the game for G. Dieng,,64,79
252,3,6:31.0,A. Wiggins misses 2-pt layup from 1 ft (block by I. Shumpert),,64,79
253,3,6:30.0,,Defensive rebound by T. Thompson,64,79
254,3,6:23.0,,L. James misses 3-pt jump shot from 27 ft,64,79
255,3,6:19.0,,Offensive rebound by I. Shumpert,64,79
256,3,6:17.0,,C. Frye misses 3-pt jump shot from 25 ft,64,79
257,3,6:16.0,Defensive rebound by K. Towns,,64,79
258,3,6:10.0,N. Bjelica makes 2-pt layup from 1 ft (assist by K. Towns),,66,79
259,3,5:44.0,,L. James makes 3-pt jump shot from 25 ft (assist by I. Shumpert),66,82
260,3,5:26.0,K. Towns makes 2-pt jump shot from 6 ft (assist by R. Rubio),,68,82
261,3,5:03.0,,C. Frye makes 3-pt jump shot from 23 ft (assist by L. James),68,85
262,3,4:47.0,K. Towns misses 2-pt jump shot from 7 ft,,68,85
263,3,4:47.0,Offensive rebound by K. Towns,,68,85
264,3,4:47.0,Shooting foul by L. James (drawn by K. Towns),,68,85
265,3,4:47.0,K. Towns makes free throw 1 of 2,,69,85
266,3,4:47.0,S. Muhammad enters the game for Z. LaVine,,69,85
267,3,4:47.0,K. Towns makes free throw 2 of 2,,70,85
268,3,4:28.0,,C. Frye misses 3-pt jump shot from 24 ft,70,85
269,3,4:27.0,,Offensive rebound by T. Thompson,70,85
270,3,4:20.0,,L. James makes 2-pt layup from 2 ft (assist by K. Irving),70,87
271,3,4:20.0,,Shooting foul by S. Muhammad (drawn by L. James),70,87
272,3,4:20.0,,L. James makes free throw 1 of 1,70,88
273,3,4:06.0,R. Rubio misses 3-pt jump shot from 25 ft,,70,88
274,3,4:06.0,,Defensive rebound by L. James,70,88
275,3,4:01.0,,K. Irving makes 2-pt layup from 1 ft (assist by L. James),70,90
276,3,3:40.0,R. Rubio misses 2-pt jump shot from 15 ft,,70,90
277,3,3:39.0,Offensive rebound by N. Bjelica,,70,90
278,3,3:39.0,N. Bjelica misses 2-pt layup from 1 ft,,70,90
279,3,3:36.0,Offensive rebound by K. Towns,,70,90
280,3,3:30.0,K. Towns makes 3-pt jump shot from 24 ft,,73,90
281,3,3:13.0,,I. Shumpert misses 3-pt jump shot from 23 ft,73,90
282,3,3:12.0,Defensive rebound by N. Bjelica,,73,90
283,3,3:09.0,S. Muhammad makes 2-pt dunk at rim (assist by R. Rubio),,75,90
284,3,3:09.0,,Cleveland full timeout,75,90
285,3,3:09.0,,R. Jefferson enters the game for L. James,75,90
286,3,2:56.0,,K. Irving misses 2-pt jump shot from 5 ft (block by R. Rubio),75,90
287,3,2:56.0,Defensive rebound by Team,,75,90
288,3,2:32.0,A. Wiggins misses 3-pt jump shot from 24 ft,,75,90
289,3,2:32.0,,Defensive rebound by C. Frye,75,90
290,3,2:17.0,,Shooting foul by A. Wiggins (drawn by T. Thompson),75,90
291,3,2:17.0,,T. Thompson makes free throw 1 of 2,75,91
292,3,2:17.0,,T. Thompson misses free throw 2 of 2,75,91
293,3,2:17.0,,K. Korver enters the game for C. Frye,75,91
294,3,2:16.0,Defensive rebound by Team,,75,91
295,3,2:03.0,K. Towns misses 2-pt hook shot from 7 ft,,75,91
296,3,2:03.0,,Defensive rebound by Team,75,91
297,3,1:50.0,,Offensive foul by T. Thompson (drawn by R. Rubio),75,91
298,3,1:50.0,,Turnover by T. Thompson (offensive foul),75,91
299,3,1:50.0,Z. LaVine enters the game for A. Wiggins,,75,91
300,3,1:35.0,R. Rubio misses 2-pt jump shot from 16 ft,,75,91
301,3,1:35.0,Offensive rebound by N. Bjelica,,75,91
302,3,1:28.0,S. Muhammad makes 2-pt jump shot from 12 ft,,77,91
303,3,1:12.0,,T. Thompson makes 2-pt layup from 1 ft (assist by K. Korver),77,93
304,3,0:57.0,Z. LaVine misses 2-pt jump shot from 17 ft,,77,93
305,3,0:56.0,,Defensive rebound by R. Jefferson,77,93
306,3,0:37.0,,I. Shumpert misses 2-pt jump shot from 11 ft,77,93
307,3,0:33.0,Defensive rebound by S. Muhammad,,77,93
308,3,0:28.0,Z. LaVine misses 3-pt jump shot from 25 ft,,77,93
309,3,0:28.0,,Defensive rebound by I. Shumpert,77,93
310,3,0:07.0,,K. Irving misses 3-pt jump shot from 25 ft,77,93
311,3,0:06.0,Defensive rebound by K. Towns,,77,93
312,3,0:00.0,R. Rubio makes 2-pt jump shot from 13 ft (assist by Z. LaVine),,79,93
313,4,11:54.0,Personal foul by K. Felder (drawn by K. Dunn),,79,93
314,4,11:47.0,Turnover by K. Dunn (lost ball; steal by L. James),,79,93
315,4,11:40.0,,L. James makes 2-pt layup from 2 ft (assist by R. Jefferson),79,95
316,4,11:23.0,S. Muhammad misses 2-pt jump shot from 21 ft,,79,95
317,4,11:23.0,,Defensive rebound by R. Jefferson,79,95
318,4,11:06.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by L. James),79,98
319,4,10:52.0,Personal foul by J. Jones (drawn by Z. LaVine),,79,98
320,4,10:48.0,Z. LaVine misses 3-pt jump shot from 28 ft,,79,98
321,4,10:47.0,,Defensive rebound by K. Felder,79,98
322,4,10:42.0,,Shooting foul by K. Dunn (drawn by K. Felder),79,98
323,4,10:42.0,,K. Felder makes free throw 1 of 2,79,99
324,4,10:42.0,,K. Felder misses free throw 2 of 2,79,99
325,4,10:41.0,Defensive rebound by N. Bjelica,,79,99
326,4,10:35.0,Shooting block foul by K. Korver (drawn by N. Bjelica),,79,99
327,4,10:35.0,N. Bjelica misses free throw 1 of 2,,79,99
328,4,10:35.0,Offensive rebound by Team,,79,99
329,4,10:35.0,N. Bjelica misses free throw 2 of 2,,79,99
330,4,10:33.0,Offensive rebound by Team,,79,99
331,4,10:27.0,S. Muhammad misses 2-pt layup from 4 ft (block by K. Korver),,79,99
332,4,10:27.0,Offensive rebound by Team,,79,99
333,4,10:17.0,Turnover by N. Bjelica (bad pass),,79,99
334,4,10:07.0,,Personal foul by N. Bjelica (drawn by R. Jefferson),79,99
335,4,10:07.0,K. Towns enters the game for N. Bjelica,,79,99
336,4,10:07.0,A. Wiggins enters the game for G. Dieng,,79,99
337,4,10:07.0,,T. Thompson enters the game for J. Jones,79,99
338,4,10:03.0,,Turnover by L. James (bad pass; steal by Z. LaVine),79,99
339,4,10:00.0,Z. LaVine misses 2-pt layup at rim (block by T. Thompson),,79,99
340,4,9:59.0,Offensive rebound by A. Wiggins,,79,99
341,4,9:58.0,Shooting foul by K. Felder (drawn by A. Wiggins),,79,99
342,4,9:58.0,A. Wiggins makes free throw 1 of 2,,80,99
343,4,9:58.0,A. Wiggins makes free throw 2 of 2,,81,99
344,4,9:32.0,,K. Korver makes 2-pt jump shot from 16 ft (assist by L. James),81,101
345,4,9:16.0,A. Wiggins misses 3-pt jump shot from 25 ft,,81,101
346,4,9:16.0,,Defensive rebound by K. Korver,81,101
347,4,9:05.0,,T. Thompson makes 2-pt layup from 2 ft (assist by K. Felder),81,103
348,4,9:05.0,,Shooting foul by Z. LaVine (drawn by T. Thompson),81,103
349,4,9:05.0,R. Rubio enters the game for K. Dunn,,81,103
350,4,9:05.0,,T. Thompson makes free throw 1 of 1,81,104
351,4,8:54.0,K. Towns makes 2-pt layup at rim,,83,104
352,4,8:35.0,,K. Felder makes 3-pt jump shot from 23 ft (assist by L. James),83,107
353,4,8:26.0,S. Muhammad makes 3-pt jump shot from 25 ft (assist by K. Towns),,86,107
354,4,8:07.0,,K. Korver misses 3-pt jump shot from 25 ft,86,107
355,4,8:06.0,Defensive rebound by K. Towns,,86,107
356,4,7:58.0,A. Wiggins makes 2-pt layup from 1 ft (assist by Z. LaVine),,88,107
357,4,7:40.0,,Turnover by K. Felder (bad pass; steal by K. Towns),88,107
358,4,7:32.0,Turnover by R. Rubio (bad pass; steal by T. Thompson),,88,107
359,4,7:21.0,,T. Thompson misses 2-pt jump shot from 12 ft,88,107
360,4,7:21.0,Defensive rebound by R. Rubio,,88,107
361,4,7:03.0,A. Wiggins misses 2-pt hook shot from 5 ft,,88,107
362,4,7:02.0,,Defensive rebound by L. James,88,107
363,4,6:56.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by L. James),88,110
364,4,6:28.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by R. Rubio),,91,110
365,4,6:13.0,,Personal foul by Z. LaVine (drawn by K. Korver),91,110
366,4,6:13.0,Official timeout,,91,110
367,4,6:04.0,,L. James makes 2-pt layup from 2 ft,91,112
368,4,5:44.0,,Cleveland full timeout,91,112
369,4,5:37.0,K. Towns misses 2-pt hook shot from 9 ft,,91,112
370,4,5:35.0,,Defensive rebound by L. James,91,112
371,4,5:32.0,,Turnover by L. James (lost ball; steal by S. Muhammad),91,112
372,4,5:26.0,K. Towns makes 2-pt jump shot from 13 ft (assist by S. Muhammad),,93,112
373,4,5:02.0,,K. Felder makes 2-pt layup from 2 ft (assist by L. James),93,114
374,4,4:39.0,Z. LaVine misses 2-pt jump shot from 13 ft,,93,114
375,4,4:37.0,,Defensive rebound by L. James,93,114
376,4,4:28.0,,R. Jefferson misses 3-pt jump shot from 23 ft,93,114
377,4,4:27.0,Defensive rebound by K. Towns,,93,114
378,4,4:15.0,R. Rubio misses 2-pt layup from 4 ft (block by K. Felder),,93,114
379,4,4:15.0,Offensive rebound by Team,,93,114
380,4,4:15.0,,J. McRae enters the game for L. James,93,114
