,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ORLANDO_ACTION,PHOENIX_SCORE,ORLANDO_SCORE
390,4,3:48.0,E. Bledsoe misses 3-pt jump shot from 28 ft,,81,75
391,4,3:47.0,,Defensive rebound by E. Fournier,81,75
392,4,3:41.0,,Shooting foul by P. Tucker (drawn by E. Fournier),81,75
393,4,3:41.0,,E. Fournier misses free throw 1 of 2,81,75
394,4,3:41.0,,Offensive rebound by Team,81,75
395,4,3:41.0,B. Knight enters the game for J. Dudley,,81,75
396,4,3:41.0,,E. Fournier makes free throw 2 of 2,81,76
397,4,3:22.0,D. Booker makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),,83,76
398,4,3:15.0,,Orlando full timeout,83,76
399,4,3:15.0,,D. Augustin enters the game for J. Green,83,76
400,4,3:02.0,,E. Fournier misses 2-pt jump shot from 22 ft,83,76
401,4,3:01.0,Defensive rebound by A. Len,,83,76
402,4,2:42.0,Shooting block foul by D. Augustin (drawn by E. Bledsoe),,83,76
403,4,2:42.0,E. Bledsoe misses free throw 1 of 2,,83,76
404,4,2:42.0,Offensive rebound by Team,,83,76
405,4,2:42.0,E. Bledsoe makes free throw 2 of 2,,84,76
406,4,2:27.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),84,78
407,4,2:12.0,Shooting foul by N. Vučević (drawn by A. Len),,84,78
408,4,2:12.0,A. Len makes free throw 1 of 2,,85,78
409,4,2:12.0,A. Len misses free throw 2 of 2,,85,78
410,4,2:11.0,,Defensive rebound by N. Vučević,85,78
411,4,1:55.0,,E. Fournier makes 2-pt layup from 1 ft,85,80
412,4,1:30.0,B. Knight makes 3-pt jump shot from 26 ft,,88,80
413,4,1:18.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Fournier),88,82
414,4,1:01.0,A. Len misses 2-pt dunk at rim (block by S. Ibaka),,88,82
415,4,0:59.0,,Defensive rebound by N. Vučević,88,82
416,4,0:56.0,,Shooting foul by D. Booker (drawn by E. Payton),88,82
417,4,0:56.0,,E. Payton makes free throw 1 of 2,88,83
418,4,0:56.0,,E. Payton makes free throw 2 of 2,88,84
419,4,0:31.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,88,84
420,4,0:29.0,,Defensive rebound by N. Vučević,88,84
421,4,0:18.0,,Personal foul by E. Bledsoe (drawn by E. Fournier),88,84
422,4,0:18.0,,E. Fournier misses free throw 1 of 2,88,84
423,4,0:18.0,,Offensive rebound by Team,88,84
424,4,0:18.0,,E. Fournier makes free throw 2 of 2,88,85
425,4,0:16.0,Personal foul by E. Payton (drawn by E. Bledsoe),,88,85
426,4,0:16.0,E. Bledsoe makes free throw 1 of 2,,89,85
427,4,0:16.0,E. Bledsoe makes free throw 2 of 2,,90,85
428,4,0:16.0,,Orlando full timeout,90,85
429,4,0:16.0,D. Bender enters the game for A. Len,,90,85
430,4,0:09.0,,E. Payton misses 2-pt layup from 1 ft,90,85
431,4,0:07.0,Defensive rebound by D. Booker,,90,85
432,4,0:06.0,Personal foul by D. Augustin (drawn by D. Booker),,90,85
433,4,0:06.0,D. Booker makes free throw 1 of 2,,91,85
434,4,0:06.0,D. Booker makes free throw 2 of 2,,92,85
435,4,0:06.0,,Orlando full timeout,92,85
436,4,0:05.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),92,87
