,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
49,1,5:52.0,Q. Cook enters the game for Y. Ferrell,,12,13
50,1,5:40.0,H. Barnes misses 2-pt jump shot from 12 ft,,12,13
51,1,5:38.0,Offensive rebound by N. Noel,,12,13
52,1,5:37.0,N. Noel makes 2-pt layup at rim,,14,13
53,1,5:23.0,,D. Schröder makes 2-pt jump shot from 19 ft,14,15
54,1,5:05.0,Turnover by Q. Cook (bad pass; steal by T. Sefolosha),,14,15
55,1,4:51.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. Millsap),14,18
56,1,4:50.0,Dallas full timeout,,14,18
57,1,4:50.0,,E. İlyasova enters the game for D. Howard,14,18
58,1,4:28.0,S. Curry misses 3-pt jump shot from 24 ft,,14,18
59,1,4:26.0,Offensive rebound by S. Curry,,14,18
60,1,4:21.0,Turnover by Q. Cook (bad pass; steal by E. İlyasova),,14,18
61,1,4:17.0,,Turnover by D. Schröder (bad pass),14,18
62,1,4:03.0,,T. Prince enters the game for T. Sefolosha,14,18
63,1,3:57.0,Shooting foul by T. Prince (drawn by H. Barnes),,14,18
64,1,3:57.0,H. Barnes makes 2-pt jump shot from 8 ft,,16,18
65,1,3:57.0,H. Barnes makes free throw 1 of 1,,17,18
66,1,3:50.0,,D. Schröder makes 2-pt layup from 2 ft,17,20
67,1,3:41.0,Personal foul by D. Schröder (drawn by Q. Cook),,17,20
68,1,3:41.0,D. Powell enters the game for N. Noel,,17,20
69,1,3:41.0,,M. Delaney enters the game for D. Schröder,17,20
70,1,3:28.0,H. Barnes makes 2-pt layup from 3 ft,,19,20
71,1,3:21.0,,Atlanta full timeout,19,20
72,1,3:11.0,,Personal foul by Q. Cook (drawn by M. Delaney),19,20
73,1,3:11.0,,M. Delaney makes free throw 1 of 2,19,21
74,1,3:11.0,,M. Delaney makes free throw 2 of 2,19,22
75,1,2:55.0,Turnover by N. Brussino (bad pass),,19,22
76,1,2:39.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by P. Millsap),19,25
77,1,2:13.0,Q. Cook misses 3-pt jump shot from 26 ft,,19,25
78,1,2:12.0,Offensive rebound by N. Brussino,,19,25
79,1,2:12.0,Turnover by Team (shot clock),,19,25
80,1,2:12.0,D. Nowitzki enters the game for H. Barnes,,19,25
81,1,2:12.0,Y. Ferrell enters the game for S. Curry,,19,25
82,1,2:01.0,,Personal block foul by N. Brussino (drawn by T. Prince),19,25
83,1,2:01.0,,T. Prince makes free throw 1 of 2,19,26
84,1,2:01.0,,T. Prince misses free throw 2 of 2,19,26
85,1,2:01.0,D. Harris enters the game for Q. Cook,,19,26
86,1,1:59.0,Defensive rebound by D. Nowitzki,,19,26
87,1,1:48.0,Y. Ferrell misses 2-pt jump shot from 21 ft,,19,26
88,1,1:45.0,Offensive rebound by D. Nowitzki,,19,26
89,1,1:31.0,N. Brussino makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,22,26
90,1,1:08.0,,Turnover by T. Prince (traveling),22,26
91,1,0:51.0,Loose ball foul by D. Nowitzki (drawn by P. Millsap),,22,26
92,1,0:51.0,Turnover by D. Nowitzki (lost ball),,22,26
93,1,0:51.0,,P. Millsap makes free throw 1 of 2,22,27
94,1,0:51.0,,P. Millsap misses free throw 2 of 2,22,27
95,1,0:51.0,H. Barnes enters the game for D. Nowitzki,,22,27
96,1,0:50.0,Defensive rebound by D. Harris,,22,27
97,1,0:35.0,,Offensive charge foul by D. Harris (drawn by E. İlyasova),22,27
98,1,0:35.0,Turnover by D. Harris (offensive foul),,22,27
99,1,0:27.0,,T. Hardaway misses 2-pt jump shot from 22 ft,22,27
100,1,0:26.0,Defensive rebound by H. Barnes,,22,27
101,1,0:09.0,Turnover by Y. Ferrell (bad pass),,22,27
102,2,11:42.0,N. Brussino misses 2-pt jump shot from 16 ft,,22,27
103,2,11:39.0,Offensive rebound by D. Powell,,22,27
104,2,11:36.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by N. Brussino),,24,27
105,2,11:16.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by M. Delaney),24,30
106,2,11:01.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),,26,30
107,2,10:44.0,,Turnover by T. Hardaway (bad pass),26,30
108,2,10:36.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,26,30
109,2,10:33.0,Offensive rebound by N. Brussino,,26,30
110,2,10:25.0,D. Harris misses 3-pt jump shot from 24 ft,,26,30
111,2,10:24.0,,Defensive rebound by M. Delaney,26,30
112,2,10:15.0,,T. Hardaway misses 3-pt jump shot from 25 ft,26,30
113,2,10:14.0,Defensive rebound by Y. Ferrell,,26,30
114,2,10:03.0,D. Harris makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,29,30
115,2,9:44.0,,Shooting foul by D. Nowitzki (drawn by D. Howard),29,30
116,2,9:44.0,,D. Howard misses free throw 1 of 2,29,30
117,2,9:44.0,,Offensive rebound by Team,29,30
118,2,9:44.0,,K. Bazemore enters the game for T. Hardaway,29,30
119,2,9:44.0,,D. Howard makes free throw 2 of 2,29,31
120,2,9:29.0,N. Brussino misses 2-pt jump shot from 18 ft,,29,31
121,2,9:27.0,,Defensive rebound by D. Howard,29,31
122,2,9:17.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by D. Howard),29,33
123,2,9:00.0,Turnover by D. Nowitzki (bad pass; steal by T. Prince),,29,33
124,2,8:53.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by K. Bazemore),29,36
125,2,8:52.0,Dallas full timeout,,29,36
126,2,8:52.0,D. Finney-Smith enters the game for D. Nowitzki,,29,36
127,2,8:52.0,N. Noel enters the game for N. Brussino,,29,36
128,2,8:52.0,H. Barnes enters the game for D. Powell,,29,36
129,2,8:34.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,29,36
130,2,8:33.0,,Defensive rebound by T. Prince,29,36
131,2,8:26.0,,Shooting foul by N. Noel (drawn by D. Howard),29,36
132,2,8:26.0,,D. Howard makes free throw 1 of 2,29,37
133,2,8:26.0,,D. Howard makes free throw 2 of 2,29,38
134,2,8:03.0,Y. Ferrell misses 3-pt jump shot from 23 ft,,29,38
135,2,8:01.0,,Defensive rebound by D. Howard,29,38
136,2,7:48.0,,T. Prince misses 3-pt jump shot from 23 ft,29,38
137,2,7:47.0,,Offensive rebound by D. Howard,29,38
138,2,7:45.0,,D. Howard makes 2-pt layup at rim,29,40
139,2,7:35.0,Personal foul by M. Delaney (drawn by Y. Ferrell),,29,40
140,2,7:35.0,S. Mejri enters the game for N. Noel,,29,40
141,2,7:28.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,32,40
142,2,7:09.0,,Turnover by D. Howard (3 sec),32,40
143,2,7:09.0,,D. Schröder enters the game for M. Delaney,32,40
144,2,7:09.0,,T. Sefolosha enters the game for T. Prince,32,40
145,2,6:59.0,Turnover by Y. Ferrell (bad pass; steal by D. Howard),,32,40
146,2,6:43.0,,E. İlyasova makes 2-pt jump shot from 19 ft (assist by D. Schröder),32,42
147,2,6:22.0,H. Barnes misses 2-pt jump shot from 18 ft,,32,42
148,2,6:21.0,,Defensive rebound by D. Howard,32,42
149,2,6:03.0,,D. Schröder makes 2-pt layup from 1 ft (assist by D. Howard),32,44
150,2,6:03.0,Dallas full timeout,,32,44
151,2,6:03.0,,P. Millsap enters the game for E. İlyasova,32,44
152,2,6:03.0,Q. Cook enters the game for Y. Ferrell,,32,44
153,2,6:03.0,S. Curry enters the game for D. Harris,,32,44
154,2,5:46.0,H. Barnes makes 2-pt dunk at rim,,34,44
155,2,5:46.0,Shooting foul by P. Millsap (drawn by H. Barnes),,34,44
156,2,5:46.0,H. Barnes makes free throw 1 of 1,,35,44
157,2,5:30.0,,Turnover by P. Millsap (bad pass; steal by S. Curry),35,44
158,2,5:14.0,D. Finney-Smith misses 2-pt jump shot from 4 ft (block by D. Howard),,35,44
159,2,5:12.0,,Defensive rebound by P. Millsap,35,44
160,2,5:08.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by P. Millsap),35,47
161,2,4:44.0,Shooting foul by T. Sefolosha (drawn by H. Barnes),,35,47
162,2,4:44.0,H. Barnes makes free throw 1 of 2,,36,47
163,2,4:44.0,H. Barnes makes free throw 2 of 2,,37,47
164,2,4:29.0,,Shooting foul by D. Finney-Smith (drawn by P. Millsap),37,47
165,2,4:29.0,,P. Millsap makes free throw 1 of 2,37,48
166,2,4:29.0,,P. Millsap misses free throw 2 of 2,37,48
167,2,4:29.0,B. Bentil enters the game for D. Finney-Smith,,37,48
168,2,4:28.0,Defensive rebound by H. Barnes,,37,48
169,2,4:08.0,H. Barnes misses 2-pt jump shot from 7 ft,,37,48
170,2,4:05.0,,Defensive rebound by P. Millsap,37,48
171,2,3:58.0,,Turnover by D. Howard (3 sec),37,48
172,2,3:39.0,Turnover by Q. Cook (lost ball; steal by D. Schröder),,37,48
173,2,3:30.0,,Turnover by D. Schröder (bad pass; steal by H. Barnes),37,48
174,2,3:23.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by H. Barnes),,40,48
175,2,3:22.0,,Atlanta full timeout,40,48
176,2,3:22.0,,E. İlyasova enters the game for D. Howard,40,48
177,2,3:10.0,,D. Schröder misses 2-pt layup from 2 ft (block by S. Mejri),40,48
178,2,3:10.0,,Offensive rebound by Team,40,48
179,2,3:07.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by K. Bazemore),40,50
180,2,2:53.0,Personal foul by E. İlyasova (drawn by B. Bentil),,40,50
181,2,2:49.0,S. Curry makes 3-pt jump shot from 24 ft (assist by Q. Cook),,43,50
182,2,2:27.0,,D. Schröder misses 2-pt layup from 4 ft (block by S. Mejri),43,50
183,2,2:27.0,,Offensive rebound by Team,43,50
184,2,2:27.0,D. Nowitzki enters the game for S. Mejri,,43,50
185,2,2:22.0,,P. Millsap makes 2-pt jump shot from 15 ft,43,52
186,2,2:06.0,,T. Hardaway enters the game for K. Bazemore,43,52
187,2,1:59.0,H. Barnes makes 2-pt dunk at rim (assist by Q. Cook),,45,52
188,2,1:44.0,,D. Schröder makes 2-pt jump shot from 7 ft (assist by P. Millsap),45,54
189,2,1:32.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by H. Barnes),,48,54
190,2,1:18.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by P. Millsap),48,57
191,2,1:06.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by S. Curry),,50,57
192,2,0:52.0,,Shooting foul by B. Bentil (drawn by P. Millsap),50,57
193,2,0:52.0,,P. Millsap makes free throw 1 of 2,50,58
194,2,0:52.0,Y. Ferrell enters the game for Q. Cook,,50,58
195,2,0:52.0,,P. Millsap makes free throw 2 of 2,50,59
196,2,0:36.0,Turnover by S. Curry (lost ball; steal by T. Hardaway),,50,59
197,2,0:33.0,,T. Hardaway makes 2-pt dunk at rim,50,61
198,2,0:23.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,52,61
199,2,0:00.0,,T. Hardaway makes 2-pt jump shot from 8 ft (assist by D. Schröder),52,63
200,3,11:43.0,N. Noel makes 2-pt dunk at rim (assist by S. Curry),,54,63
201,3,11:22.0,,K. Bazemore misses 3-pt jump shot from 25 ft,54,63
202,3,11:21.0,Defensive rebound by H. Barnes,,54,63
203,3,11:10.0,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),,57,63
204,3,10:52.0,,P. Millsap makes 2-pt jump shot from 10 ft,57,65
205,3,10:27.0,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),,60,65
206,3,10:18.0,,Turnover by D. Schröder (lost ball),60,65
207,3,10:05.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,60,65
208,3,10:04.0,,Defensive rebound by D. Howard,60,65
209,3,9:57.0,,Turnover by D. Schröder (bad pass; steal by N. Noel),60,65
210,3,9:35.0,Y. Ferrell misses 2-pt jump shot from 11 ft,,60,65
211,3,9:33.0,,Defensive rebound by D. Howard,60,65
212,3,9:25.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,60,65
213,3,9:22.0,Defensive rebound by D. Nowitzki,,60,65
214,3,9:11.0,Turnover by Y. Ferrell (step out of bounds),,60,65
215,3,8:56.0,,Turnover by P. Millsap (bad pass),60,65
216,3,8:30.0,Turnover by H. Barnes (lost ball; steal by D. Howard),,60,65
217,3,8:23.0,,Offensive foul by D. Howard (drawn by N. Noel),60,65
218,3,8:23.0,,Turnover by D. Howard (offensive foul),60,65
219,3,8:15.0,Y. Ferrell makes 2-pt jump shot from 16 ft,,62,65
220,3,8:14.0,,Atlanta full timeout,62,65
221,3,7:59.0,,Shooting foul by H. Barnes (drawn by P. Millsap),62,65
222,3,7:59.0,,P. Millsap makes free throw 1 of 2,62,66
223,3,7:59.0,,P. Millsap makes free throw 2 of 2,62,67
224,3,7:37.0,H. Barnes misses 2-pt layup from 1 ft,,62,67
225,3,7:36.0,,Defensive rebound by P. Millsap,62,67
226,3,7:29.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),62,70
227,3,7:12.0,N. Noel makes 2-pt jump shot from 13 ft (assist by Y. Ferrell),,64,70
228,3,6:58.0,,K. Bazemore misses 3-pt jump shot from 24 ft,64,70
229,3,6:57.0,,Offensive rebound by P. Millsap,64,70
230,3,6:55.0,,P. Millsap makes 2-pt layup from 1 ft,64,72
231,3,6:30.0,S. Curry misses 2-pt jump shot from 9 ft (block by D. Howard),,64,72
232,3,6:30.0,Offensive rebound by Team,,64,72
233,3,6:30.0,Turnover by Team (shot clock),,64,72
234,3,6:09.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),64,75
235,3,6:02.0,Dallas full timeout,,64,75
236,3,6:02.0,D. Finney-Smith enters the game for D. Nowitzki,,64,75
237,3,5:45.0,H. Barnes makes 3-pt jump shot from 24 ft,,67,75
238,3,5:30.0,,D. Schröder misses 2-pt jump shot from 13 ft,67,75
239,3,5:27.0,Defensive rebound by N. Noel,,67,75
240,3,5:20.0,Y. Ferrell misses 2-pt jump shot from 19 ft,,67,75
241,3,5:18.0,,Defensive rebound by P. Millsap,67,75
242,3,5:05.0,,P. Millsap misses 2-pt jump shot from 9 ft (block by N. Noel),67,75
243,3,5:03.0,Defensive rebound by S. Curry,,67,75
244,3,4:58.0,D. Finney-Smith makes 2-pt dunk at rim (assist by Y. Ferrell),,69,75
245,3,4:41.0,,Turnover by P. Millsap (bad pass; steal by D. Finney-Smith),69,75
246,3,4:33.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,69,75
247,3,4:31.0,,Defensive rebound by K. Bazemore,69,75
248,3,4:24.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),69,77
249,3,4:00.0,S. Curry misses 2-pt jump shot from 21 ft,,69,77
250,3,3:58.0,,Defensive rebound by T. Sefolosha,69,77
251,3,3:38.0,,Turnover by D. Schröder (lost ball; steal by D. Finney-Smith),69,77
252,3,3:26.0,H. Barnes misses 2-pt jump shot from 6 ft,,69,77
253,3,3:23.0,,Defensive rebound by D. Howard,69,77
254,3,3:17.0,,D. Schröder makes 2-pt layup at rim,69,79
255,3,3:17.0,,Loose ball foul by D. Howard (drawn by N. Noel),69,79
256,3,3:17.0,Dallas full timeout,,69,79
257,3,3:17.0,,T. Hardaway enters the game for D. Howard,69,79
258,3,3:17.0,,E. İlyasova enters the game for K. Bazemore,69,79
259,3,3:17.0,D. Powell enters the game for Y. Ferrell,,69,79
260,3,3:17.0,D. Harris enters the game for N. Noel,,69,79
261,3,2:59.0,Personal foul by P. Millsap (drawn by D. Harris),,69,79
262,3,2:43.0,H. Barnes makes 2-pt jump shot from 10 ft,,71,79
263,3,2:27.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,71,79
264,3,2:26.0,Defensive rebound by S. Curry,,71,79
265,3,2:25.0,Personal take foul by D. Schröder (drawn by S. Curry),,71,79
266,3,2:25.0,,M. Delaney enters the game for D. Schröder,71,79
267,3,2:05.0,H. Barnes misses 2-pt jump shot from 19 ft,,71,79
268,3,2:03.0,,Defensive rebound by P. Millsap,71,79
269,3,1:46.0,,T. Hardaway misses 3-pt jump shot from 25 ft,71,79
270,3,1:44.0,,Offensive rebound by T. Sefolosha,71,79
271,3,1:23.0,,T. Hardaway misses 3-pt jump shot from 25 ft,71,79
272,3,1:21.0,Defensive rebound by D. Finney-Smith,,71,79
273,3,1:13.0,Shooting foul by E. İlyasova (drawn by D. Powell),,71,79
274,3,1:13.0,D. Powell makes free throw 1 of 2,,72,79
275,3,1:13.0,,T. Prince enters the game for T. Sefolosha,72,79
276,3,1:13.0,Y. Ferrell enters the game for S. Curry,,72,79
277,3,1:13.0,D. Nowitzki enters the game for H. Barnes,,72,79
278,3,1:13.0,D. Powell makes free throw 2 of 2,,73,79
279,3,0:59.0,,Turnover by T. Prince (bad pass),73,79
280,3,0:40.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,76,79
281,3,0:31.0,,P. Millsap misses 3-pt jump shot from 25 ft,76,79
282,3,0:30.0,Defensive rebound by D. Powell,,76,79
283,3,0:09.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,76,79
284,3,0:06.0,,Defensive rebound by T. Hardaway,76,79
285,3,0:00.0,,T. Hardaway makes 2-pt jump shot from 10 ft,76,81
286,4,11:43.0,,P. Millsap misses 2-pt layup from 1 ft (block by D. Finney-Smith),76,81
287,4,11:41.0,Defensive rebound by D. Powell,,76,81
288,4,11:28.0,Personal foul by T. Prince (drawn by D. Powell),,76,81
289,4,11:20.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,76,81
290,4,11:17.0,,Defensive rebound by T. Hardaway,76,81
291,4,11:01.0,Offensive charge foul by P. Millsap (drawn by Y. Ferrell),,76,81
292,4,11:01.0,,Turnover by P. Millsap (offensive foul),76,81
293,4,11:01.0,,D. Howard enters the game for P. Millsap,76,81
294,4,10:46.0,Shooting foul by M. Delaney (drawn by D. Harris),,76,81
295,4,10:46.0,D. Harris misses free throw 1 of 2,,76,81
296,4,10:46.0,Offensive rebound by Team,,76,81
297,4,10:46.0,S. Mejri enters the game for D. Powell,,76,81
298,4,10:46.0,D. Harris makes free throw 2 of 2,,77,81
299,4,10:30.0,,Shooting foul by D. Harris (drawn by T. Hardaway),77,81
300,4,10:30.0,,T. Hardaway makes free throw 1 of 2,77,82
301,4,10:30.0,,T. Hardaway misses free throw 2 of 2,77,82
302,4,10:29.0,Defensive rebound by S. Mejri,,77,82
303,4,10:16.0,Y. Ferrell makes 2-pt jump shot from 18 ft,,79,82
304,4,10:00.0,,M. Delaney misses 2-pt jump shot from 21 ft,79,82
305,4,9:56.0,Defensive rebound by Y. Ferrell,,79,82
306,4,9:56.0,Personal foul by M. Delaney (drawn by Y. Ferrell),,79,82
307,4,9:56.0,,K. Bazemore enters the game for T. Prince,79,82
308,4,9:47.0,Personal foul by E. İlyasova (drawn by Y. Ferrell),,79,82
309,4,9:40.0,Turnover by D. Nowitzki (lost ball; steal by E. İlyasova),,79,82
310,4,9:35.0,,T. Hardaway misses 2-pt layup from 1 ft,79,82
311,4,9:31.0,Defensive rebound by D. Nowitzki,,79,82
312,4,9:21.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,79,82
313,4,9:20.0,,Defensive rebound by T. Hardaway,79,82
314,4,9:07.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by D. Howard),79,85
315,4,8:57.0,Offensive foul by D. Nowitzki (drawn by M. Delaney),,79,85
316,4,8:57.0,Turnover by D. Nowitzki (offensive foul),,79,85
317,4,8:57.0,Official timeout,,79,85
318,4,8:39.0,,M. Delaney misses 3-pt jump shot from 25 ft,79,85
319,4,8:37.0,Defensive rebound by D. Nowitzki,,79,85
320,4,8:23.0,Y. Ferrell makes 2-pt jump shot from 20 ft (assist by D. Harris),,81,85
321,4,8:04.0,,K. Bazemore misses 2-pt layup from 4 ft (block by D. Harris),81,85
322,4,8:04.0,Defensive rebound by Team,,81,85
323,4,8:04.0,,D. Schröder enters the game for M. Delaney,81,85
324,4,7:53.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,81,85
325,4,7:52.0,,Defensive rebound by D. Schröder,81,85
326,4,7:52.0,,Personal foul by S. Mejri (drawn by D. Schröder),81,85
327,4,7:52.0,Q. Cook enters the game for D. Nowitzki,,81,85
328,4,7:52.0,S. Curry enters the game for Y. Ferrell,,81,85
329,4,7:52.0,H. Barnes enters the game for D. Harris,,81,85
330,4,7:36.0,,Shooting foul by Q. Cook (drawn by D. Schröder),81,85
331,4,7:36.0,,D. Schröder makes free throw 1 of 2,81,86
332,4,7:36.0,,D. Schröder makes free throw 2 of 2,81,87
333,4,7:16.0,H. Barnes makes 2-pt jump shot from 12 ft,,83,87
334,4,6:56.0,,Turnover by D. Schröder (bad pass; steal by S. Mejri),83,87
335,4,6:50.0,D. Finney-Smith misses 2-pt layup from 1 ft,,83,87
336,4,6:49.0,Offensive rebound by D. Finney-Smith,,83,87
337,4,6:49.0,D. Finney-Smith misses 2-pt layup from 1 ft,,83,87
338,4,6:49.0,Offensive rebound by S. Mejri,,83,87
339,4,6:49.0,Shooting foul by E. İlyasova (drawn by S. Mejri),,83,87
340,4,6:49.0,S. Mejri makes free throw 1 of 2,,84,87
341,4,6:49.0,S. Mejri misses free throw 2 of 2,,84,87
342,4,6:49.0,,P. Millsap enters the game for E. İlyasova,84,87
343,4,6:47.0,,Defensive rebound by D. Howard,84,87
344,4,6:34.0,,K. Bazemore misses 2-pt jump shot from 16 ft,84,87
345,4,6:32.0,Defensive rebound by H. Barnes,,84,87
346,4,6:23.0,Offensive foul by S. Mejri (drawn by D. Schröder),,84,87
347,4,6:23.0,Turnover by S. Mejri (offensive foul),,84,87
348,4,6:23.0,,T. Sefolosha enters the game for T. Hardaway,84,87
349,4,6:09.0,,D. Schröder misses 2-pt jump shot from 20 ft,84,87
350,4,6:07.0,Defensive rebound by S. Mejri,,84,87
351,4,5:47.0,S. Curry makes 3-pt jump shot from 25 ft (assist by H. Barnes),,87,87
352,4,5:38.0,,Atlanta full timeout,87,87
353,4,5:30.0,,D. Schröder misses 3-pt jump shot from 26 ft,87,87
354,4,5:29.0,Defensive rebound by Team,,87,87
355,4,5:15.0,S. Curry misses 2-pt layup from 2 ft,,87,87
356,4,5:12.0,,Defensive rebound by P. Millsap,87,87
357,4,5:00.0,,Turnover by D. Schröder (traveling),87,87
358,4,4:44.0,Turnover by H. Barnes (bad pass; steal by D. Howard),,87,87
359,4,4:40.0,,Turnover by D. Howard (bad pass; steal by S. Curry),87,87
360,4,4:35.0,Turnover by S. Curry (bad pass; steal by T. Sefolosha),,87,87
361,4,4:24.0,,Turnover by K. Bazemore (bad pass; steal by S. Mejri),87,87
362,4,4:07.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by Q. Cook),,90,87
363,4,3:50.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by D. Schröder),90,89
364,4,3:25.0,H. Barnes misses 2-pt jump shot from 15 ft,,90,89
365,4,3:23.0,,Defensive rebound by P. Millsap,90,89
366,4,3:20.0,,Turnover by P. Millsap (lost ball; steal by S. Mejri),90,89
367,4,3:12.0,Q. Cook misses 3-pt jump shot from 23 ft,,90,89
368,4,3:09.0,Offensive rebound by S. Curry,,90,89
369,4,3:07.0,Dallas full timeout,,90,89
370,4,3:07.0,,E. İlyasova enters the game for D. Howard,90,89
371,4,3:07.0,D. Nowitzki enters the game for Q. Cook,,90,89
372,4,3:07.0,Y. Ferrell enters the game for S. Mejri,,90,89
373,4,3:07.0,,T. Hardaway enters the game for K. Bazemore,90,89
374,4,2:52.0,Turnover by H. Barnes (lost ball; steal by E. İlyasova),,90,89
375,4,2:37.0,,E. İlyasova misses 2-pt layup from 2 ft,90,89
376,4,2:35.0,Defensive rebound by D. Nowitzki,,90,89
