,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
374,4,4:30.0,,F. Kaminsky enters the game for M. Belinelli,99,96
375,4,4:30.0,,M. Kidd-Gilchrist enters the game for S. Hawes,99,96
376,4,4:19.0,,K. Walker makes 3-pt jump shot from 26 ft,99,99
377,4,3:53.0,L. Aldridge makes 2-pt hook shot from 5 ft (assist by D. Green),,101,99
378,4,3:33.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),101,102
379,4,3:14.0,T. Parker misses 3-pt jump shot from 24 ft,,101,102
380,4,3:12.0,,Defensive rebound by F. Kaminsky,101,102
381,4,2:58.0,,K. Walker misses 2-pt layup at rim,101,102
382,4,2:57.0,Defensive rebound by D. Lee,,101,102
383,4,2:53.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. Aldridge),,101,102
384,4,2:53.0,,Charlotte full timeout,101,102
385,4,2:53.0,L. Aldridge makes free throw 1 of 2,,102,102
386,4,2:53.0,P. Gasol enters the game for D. Lee,,101,102
387,4,2:53.0,L. Aldridge makes free throw 2 of 2,,103,102
388,4,2:40.0,,Turnover by K. Walker (lost ball; steal by T. Parker),103,102
389,4,2:22.0,D. Green makes 3-pt jump shot from 26 ft (assist by T. Parker),,106,102
390,4,2:15.0,,Charlotte full timeout,106,102
391,4,2:11.0,,Turnover by K. Walker (lost ball),106,102
392,4,1:53.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,108,102
393,4,1:37.0,,M. Williams makes 2-pt layup from 1 ft,108,104
394,4,1:23.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Leonard),,111,104
395,4,1:15.0,,Shooting foul by T. Parker (drawn by K. Walker),111,104
396,4,1:15.0,,K. Walker makes 3-pt jump shot from 25 ft,111,107
397,4,1:15.0,,K. Walker makes free throw 1 of 1,111,108
398,4,0:58.0,K. Leonard misses 3-pt jump shot from 25 ft,,111,108
399,4,0:57.0,,Defensive rebound by N. Batum,111,108
400,4,0:50.0,,K. Walker makes 2-pt layup from 2 ft (assist by N. Batum),111,110
401,4,0:34.0,Shooting foul by K. Walker (drawn by L. Aldridge),,111,110
402,4,0:34.0,L. Aldridge misses free throw 1 of 2,,111,110
403,4,0:34.0,Offensive rebound by Team,,111,110
404,4,0:34.0,M. Ginóbili enters the game for P. Gasol,,111,110
405,4,0:34.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,112,110
406,4,0:34.0,L. Aldridge makes free throw 2 of 2,,112,110
407,4,0:34.0,,Charlotte full timeout,112,110
408,4,0:34.0,,Turnover by M. Williams (bad pass),112,110
409,4,0:25.0,P. Gasol enters the game for M. Ginóbili,,112,110
410,4,0:22.0,T. Parker makes 3-pt jump shot from 23 ft (assist by P. Gasol),,115,110
411,4,0:22.0,,Charlotte full timeout,115,110
412,4,0:22.0,,Turnover by Team (5 sec inbounds),115,110
413,4,0:22.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,115,110
414,4,0:18.0,Turnover by T. Parker (bad pass),,115,110
415,4,0:18.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,115,110
416,4,0:18.0,M. Ginóbili enters the game for P. Gasol,,115,110
417,4,0:18.0,K. Anderson enters the game for L. Aldridge,,115,110
418,4,0:13.0,,K. Walker makes 2-pt layup from 2 ft,115,112
419,4,0:10.0,Personal take foul by F. Kaminsky (drawn by T. Parker),,115,112
420,4,0:10.0,T. Parker makes free throw 1 of 2,,116,112
421,4,0:10.0,T. Parker makes free throw 2 of 2,,117,112
422,4,0:02.0,,N. Batum makes 2-pt layup at rim (assist by F. Kaminsky),117,114
423,4,0:02.0,Personal take foul by N. Batum (drawn by T. Parker),,117,114
424,4,0:02.0,T. Parker makes free throw 1 of 2,,118,114
425,4,0:02.0,T. Parker makes free throw 2 of 2,,119,114
